Orthogroup	LYTVA_ok	DROME
OG0000008	LYTVA_19305	DROME12246, DROME19967, DROME19966, DROME19965, DROME04622, DROME21421, DROME02754, DROME07701, DROME07700, DROME07702, DROME01169, DROME06573, DROME06574
OG0000010	LYTVA_28049, LYTVA_14417, LYTVA_22894	DROME09935
OG0000010	LYTVA_09270	DROME14854, DROME14851, DROME14852
OG0000012	LYTVA_11199, LYTVA_24773, LYTVA_27764	DROME14687, DROME14686
OG0000012	LYTVA_05189	DROME06410, DROME06409, DROME07595, DROME19081, DROME01821, DROME14253, DROME01820
OG0000014	LYTVA_29722, LYTVA_08715, LYTVA_19649, LYTVA_07770, LYTVA_25588, LYTVA_00400	DROME05409, DROME03987
OG0000014	LYTVA_13955	DROME14595, DROME14594
OG0000015	LYTVA_26002	DROME11913, DROME20981, DROME20982
OG0000016	LYTVA_21831, LYTVA_18288	DROME02422, DROME02430, DROME02437, DROME02423, DROME02429, DROME02435, DROME02434, DROME02428, DROME02433, DROME02424, DROME02436, DROME02427, DROME02426, DROME02431, DROME02432, DROME02425
OG0000016	LYTVA_27143	DROME16828, DROME17675, DROME07519, DROME17674, DROME04855, DROME04854, DROME01619, DROME03269, DROME14337, DROME15853, DROME15855, DROME15854, DROME03271, DROME03270, DROME03589
OG0000019	LYTVA_17120	DROME02971, DROME09905, DROME12984, DROME12983, DROME02695, DROME19029, DROME19028, DROME21231, DROME01851, DROME06537, DROME07290
OG0000020	LYTVA_04295	DROME18145, DROME18146
OG0000020	LYTVA_19355	DROME22108
OG0000020	LYTVA_09793, LYTVA_10182, LYTVA_04298	DROME02490
OG0000020	LYTVA_23009	DROME11466, DROME11467
OG0000020	LYTVA_12234	DROME19890, DROME19889, DROME19888, DROME19891
OG0000020	LYTVA_17081	DROME07045, DROME07043, DROME07044, DROME07042
OG0000020	LYTVA_06231	DROME03151, DROME03150
OG0000020	LYTVA_00542	DROME14454, DROME14455
OG0000021	LYTVA_04917	DROME18320, DROME18321
OG0000021	LYTVA_09991	DROME08269
OG0000021	LYTVA_23988, LYTVA_17642, LYTVA_28466, LYTVA_02036, LYTVA_14564, LYTVA_23987, LYTVA_25778	DROME08091
OG0000023	LYTVA_05858, LYTVA_00206, LYTVA_12353, LYTVA_13074	DROME04919, DROME04917, DROME04918
OG0000023	LYTVA_20952, LYTVA_04490, LYTVA_24711, LYTVA_01233, LYTVA_21144, LYTVA_20416	DROME08346, DROME08342, DROME08344, DROME08347, DROME08345, DROME08343
OG0000028	LYTVA_12763	DROME01857, DROME01860, DROME01861, DROME01859, DROME01862, DROME01858, DROME21647, DROME21646, DROME02664
OG0000029	LYTVA_19555, LYTVA_01403, LYTVA_23870	DROME19091
OG0000029	LYTVA_08522	DROME01527, DROME01529
OG0000030	LYTVA_13667	DROME12966
OG0000030	LYTVA_25177, LYTVA_24082, LYTVA_18277, LYTVA_24623	DROME07429, DROME07428
OG0000030	LYTVA_26760	DROME15149
OG0000030	LYTVA_20955, LYTVA_09651	DROME11112, DROME11110, DROME11113, DROME11111
OG0000030	LYTVA_26586	DROME12173, DROME12176
OG0000030	LYTVA_26755, LYTVA_09586, LYTVA_27291, LYTVA_25957	DROME06898
OG0000031	LYTVA_04157, LYTVA_03000	DROME19945
OG0000031	LYTVA_07242	DROME19947, DROME19946, DROME19949, DROME19948
OG0000031	LYTVA_05124	DROME09230
OG0000031	LYTVA_29658	DROME05246
OG0000031	LYTVA_24172	DROME16481
OG0000032	LYTVA_15487	DROME02388
OG0000032	LYTVA_21601, LYTVA_15486, LYTVA_13671, LYTVA_08468, LYTVA_02734	DROME02386
OG0000032	LYTVA_00916, LYTVA_07790, LYTVA_22021, LYTVA_08868, LYTVA_21508, LYTVA_13715, LYTVA_12246, LYTVA_11875, LYTVA_02746	DROME01213
OG0000034	LYTVA_20191	DROME20092, DROME20090, DROME20091
OG0000034	LYTVA_04080	DROME00494, DROME00490, DROME00493, DROME00492, DROME00491, DROME00489
OG0000034	LYTVA_29167, LYTVA_10612	DROME13496
OG0000034	LYTVA_11788	DROME18268, DROME18267, DROME18266, DROME18269
OG0000034	LYTVA_04355, LYTVA_01145	DROME03104, DROME03105
OG0000034	LYTVA_06697	DROME20524
OG0000034	LYTVA_00403, LYTVA_27135	DROME11310, DROME11311
OG0000035	LYTVA_03445	DROME11928
OG0000035	LYTVA_22468	DROME19358, DROME19359
OG0000035	LYTVA_12116	DROME17164, DROME17163
OG0000036	LYTVA_03325, LYTVA_20435, LYTVA_20437, LYTVA_25631, LYTVA_25629, LYTVA_25630, LYTVA_25628, LYTVA_10478, LYTVA_03947	DROME02324, DROME17378, DROME11305
OG0000036	LYTVA_07532, LYTVA_03326, LYTVA_18880, LYTVA_25896	DROME20717, DROME20716, DROME20719, DROME20718
OG0000037	LYTVA_25050, LYTVA_25057, LYTVA_25048	DROME08695, DROME15640, DROME04516
OG0000038	LYTVA_09822	DROME10442
OG0000038	LYTVA_25193	DROME15543
OG0000038	LYTVA_09820, LYTVA_11687, LYTVA_19608, LYTVA_04587	DROME13535, DROME13441
OG0000038	LYTVA_09823	DROME13993
OG0000040	LYTVA_16039, LYTVA_16036, LYTVA_22091, LYTVA_29527, LYTVA_27351, LYTVA_03168, LYTVA_11912, LYTVA_06756, LYTVA_18912, LYTVA_12532, LYTVA_15738, LYTVA_27452, LYTVA_05580, LYTVA_25285	DROME01030, DROME01029, DROME06128, DROME06129, DROME06133, DROME06131, DROME06130, DROME17442, DROME06135, DROME06134, DROME06132, DROME04118, DROME04166, DROME06136, DROME06127, DROME04612, DROME04613, DROME16427, DROME07802, DROME14818, DROME05485, DROME04044, DROME05484, DROME05486, DROME21878, DROME14539, DROME04205, DROME04204, DROME05671, DROME08331
OG0000041	LYTVA_17546, LYTVA_17545	DROME01788, DROME01789
OG0000041	LYTVA_25852	DROME21438, DROME21440, DROME21441, DROME21439, DROME21435, DROME21437, DROME21436, DROME21444, DROME21442, DROME21443, DROME21445
OG0000041	LYTVA_03177	DROME09067, DROME09061, DROME09065, DROME09068, DROME09063, DROME09062, DROME09064, DROME09066, DROME09069
OG0000044	LYTVA_10017, LYTVA_14074, LYTVA_26561	DROME01579, DROME01581, DROME01575, DROME01577, DROME01571, DROME01572, DROME01573, DROME01580, DROME01574, DROME01578, DROME01576
OG0000044	LYTVA_19469, LYTVA_22018	DROME17013
OG0000046	LYTVA_20626	DROME13515, DROME01755, DROME02563, DROME17305, DROME17304, DROME11364, DROME11369
OG0000048	LYTVA_06179	DROME07309
OG0000048	LYTVA_26635	DROME15626, DROME15625
OG0000048	LYTVA_17720, LYTVA_17428, LYTVA_27999	DROME19410, DROME04387, DROME04385, DROME04384, DROME04383, DROME04388, DROME04389
OG0000048	LYTVA_11620	DROME01500
OG0000049	LYTVA_07886	DROME04610, DROME04609, DROME04608, DROME04607, DROME04606
OG0000049	LYTVA_02138	DROME18357, DROME18359, DROME18358
OG0000051	LYTVA_20043, LYTVA_13578, LYTVA_29605, LYTVA_13579, LYTVA_20045, LYTVA_20046, LYTVA_12866, LYTVA_12868, LYTVA_12869, LYTVA_29317, LYTVA_29318, LYTVA_29319, LYTVA_03012, LYTVA_09968, LYTVA_16489, LYTVA_16496, LYTVA_27370	DROME06654, DROME06655
OG0000054	LYTVA_10090, LYTVA_07086, LYTVA_21421, LYTVA_17925, LYTVA_09472, LYTVA_10089	DROME20361
OG0000054	LYTVA_11502, LYTVA_10035, LYTVA_09103	DROME11951, DROME18814, DROME18815, DROME18820, DROME18819, DROME01420, DROME08996, DROME18821, DROME09916, DROME18822, DROME04594, DROME04595, DROME01843, DROME04592, DROME04593, DROME20803, DROME20238, DROME18477, DROME18041, DROME06360
OG0000055	LYTVA_08084, LYTVA_28790, LYTVA_05265, LYTVA_05724, LYTVA_23050, LYTVA_10558, LYTVA_00384, LYTVA_20676, LYTVA_30008, LYTVA_16090, LYTVA_10734, LYTVA_09126, LYTVA_26970, LYTVA_18344, LYTVA_18117	DROME03691, DROME03682, DROME03686, DROME03760, DROME03750, DROME03735, DROME03720, DROME03770, DROME03765, DROME03740, DROME03755, DROME03725, DROME03710, DROME03730, DROME03700, DROME03780, DROME03705, DROME03775, DROME03715, DROME03745, DROME03695, DROME03673, DROME03677
OG0000058	LYTVA_13091	DROME06565
OG0000058	LYTVA_29674	DROME14598
OG0000058	LYTVA_16698	DROME04020, DROME19327, DROME12667, DROME15093, DROME07418, DROME14731
OG0000060	LYTVA_02319	DROME18201
OG0000060	LYTVA_16681, LYTVA_27455, LYTVA_18661, LYTVA_15046, LYTVA_11690, LYTVA_27067, LYTVA_20469, LYTVA_27945, LYTVA_28067, LYTVA_19641, LYTVA_23621, LYTVA_28547, LYTVA_22653, LYTVA_18637, LYTVA_13960, LYTVA_15384	DROME02317, DROME02583, DROME02316
OG0000061	LYTVA_16102	DROME05786, DROME05785, DROME05787, DROME20453
OG0000061	LYTVA_02993, LYTVA_26455, LYTVA_26459	DROME05579, DROME05580, DROME06033
OG0000061	LYTVA_19867	DROME18900, DROME18901, DROME18899
OG0000062	LYTVA_18550	DROME03387, DROME03389, DROME03388, DROME03386, DROME03390, DROME01439, DROME01441, DROME01443, DROME01440, DROME01442, DROME02848, DROME01444
OG0000063	LYTVA_03474	DROME03407, DROME03409, DROME03405, DROME03404, DROME03403, DROME03408, DROME03406
OG0000063	LYTVA_28622	DROME17704, DROME17705, DROME17706, DROME17703, DROME17707
OG0000063	LYTVA_16178	DROME10983, DROME10982
OG0000067	LYTVA_00141, LYTVA_19952, LYTVA_28647	DROME11908, DROME11924, DROME11927, DROME05633
OG0000068	LYTVA_29801, LYTVA_20828, LYTVA_11990, LYTVA_12287, LYTVA_07218, LYTVA_11696, LYTVA_13367, LYTVA_16452, LYTVA_16451, LYTVA_16446, LYTVA_11505, LYTVA_21833, LYTVA_15019, LYTVA_02519, LYTVA_23071, LYTVA_16450	DROME18209
OG0000069	LYTVA_28766, LYTVA_15781	DROME03713
OG0000069	LYTVA_07535, LYTVA_16092, LYTVA_19233, LYTVA_24451, LYTVA_10412, LYTVA_00397, LYTVA_12821	DROME03718
OG0000070	LYTVA_12849	DROME04028, DROME04029, DROME06783
OG0000070	LYTVA_20188, LYTVA_21334	DROME17588, DROME17589, DROME19032
OG0000072	LYTVA_16436	DROME12247, DROME12248
OG0000072	LYTVA_23422	DROME00750
OG0000072	LYTVA_15899	DROME14913
OG0000074	LYTVA_27116, LYTVA_29211, LYTVA_07270, LYTVA_29253, LYTVA_09687	DROME03014
OG0000075	LYTVA_07044	DROME01374
OG0000075	LYTVA_01857	DROME01373
OG0000075	LYTVA_12523	DROME04883, DROME04882
OG0000077	LYTVA_08553	DROME15696, DROME15698, DROME15697
OG0000077	LYTVA_24285	DROME18051
OG0000078	LYTVA_16618, LYTVA_07236, LYTVA_10716	DROME08886, DROME17179, DROME17177, DROME17181, DROME19588, DROME14308, DROME18161, DROME07301, DROME20111
OG0000078	LYTVA_07177, LYTVA_07710, LYTVA_00587, LYTVA_14585, LYTVA_00355	DROME15695
OG0000079	LYTVA_19637, LYTVA_24538, LYTVA_21250	DROME14752, DROME17573, DROME17572, DROME17571, DROME17570, DROME14753, DROME17315, DROME17314, DROME17316
OG0000079	LYTVA_05934	DROME11804, DROME11805, DROME11807, DROME11806, DROME11809, DROME11808, DROME11810
OG0000079	LYTVA_06214, LYTVA_17750	DROME01298
OG0000082	LYTVA_25888	DROME20298
OG0000082	LYTVA_18803	DROME05998
OG0000082	LYTVA_21157, LYTVA_15644, LYTVA_26329	DROME11174, DROME11173, DROME15008
OG0000082	LYTVA_02026, LYTVA_02027, LYTVA_02312, LYTVA_17399	DROME14666, DROME14429, DROME14428, DROME14566, DROME14568, DROME14567, DROME14565, DROME16705
OG0000083	LYTVA_26815	DROME17112
OG0000083	LYTVA_17330	DROME20486, DROME20487
OG0000084	LYTVA_14799	DROME13292, DROME13291, DROME13289, DROME13290
OG0000084	LYTVA_16127	DROME17344, DROME17343, DROME17345
OG0000085	LYTVA_13307	DROME19132, DROME19130, DROME19134, DROME19131, DROME19133
OG0000085	LYTVA_05365	DROME00999, DROME00998, DROME01000
OG0000085	LYTVA_17776	DROME19740
OG0000085	LYTVA_06708	DROME10832, DROME10831
OG0000087	LYTVA_15159	DROME22088
OG0000087	LYTVA_24079	DROME21450
OG0000087	LYTVA_22963	DROME03097
OG0000087	LYTVA_16301, LYTVA_04512	DROME08842
OG0000087	LYTVA_18717, LYTVA_18728, LYTVA_07967	DROME09495
OG0000088	LYTVA_14006	DROME01198, DROME01197
OG0000089	LYTVA_28799	DROME18066, DROME18069, DROME12817
OG0000090	LYTVA_02577	DROME02752
OG0000090	LYTVA_05131	DROME00161, DROME00160, DROME00159, DROME00158
OG0000090	LYTVA_18395, LYTVA_13128	DROME16241, DROME16240, DROME16239
OG0000091	LYTVA_25909, LYTVA_25916, LYTVA_21851, LYTVA_19476, LYTVA_12113	DROME18437, DROME18438, DROME20481
OG0000094	LYTVA_10290	DROME02876, DROME02874, DROME02872, DROME02875, DROME02873, DROME02878, DROME02881, DROME02880, DROME02877, DROME02879
OG0000094	LYTVA_09221	DROME20335, DROME20344, DROME20342, DROME20339, DROME20331, DROME20343, DROME20334, DROME20340, DROME20338, DROME20337, DROME20333, DROME20336, DROME20332, DROME20341
OG0000095	LYTVA_11749, LYTVA_09779, LYTVA_25118, LYTVA_13288, LYTVA_13853, LYTVA_24054	DROME01438
OG0000096	LYTVA_28490	DROME08195, DROME08196
OG0000096	LYTVA_12286	DROME08870
OG0000096	LYTVA_21388	DROME13163
OG0000096	LYTVA_10606	DROME06400
OG0000096	LYTVA_19397	DROME13915
OG0000096	LYTVA_24298	DROME09341
OG0000098	LYTVA_24589, LYTVA_16909	DROME06218, DROME06212, DROME06217, DROME06213, DROME06211, DROME06215, DROME06216, DROME06210, DROME06214
OG0000099	LYTVA_22524, LYTVA_05673, LYTVA_26003	DROME10335, DROME10334, DROME09743
OG0000099	LYTVA_09301, LYTVA_14363, LYTVA_14362	DROME18324, DROME18322, DROME18323, DROME18399, DROME18398, DROME16045, DROME03641, DROME03642, DROME00198, DROME01024, DROME01023, DROME16052, DROME16051, DROME16053, DROME15995, DROME15996
OG0000100	LYTVA_18222, LYTVA_22757, LYTVA_24662, LYTVA_13551, LYTVA_22317, LYTVA_13486, LYTVA_29315, LYTVA_02102, LYTVA_20489, LYTVA_17086, LYTVA_02461	DROME09951
OG0000100	LYTVA_05465, LYTVA_16938, LYTVA_01094, LYTVA_18356, LYTVA_30069	DROME10813
OG0000101	LYTVA_03793	DROME05458
OG0000103	LYTVA_05784	DROME02978, DROME02981, DROME02974, DROME02980, DROME02972, DROME02982, DROME02975, DROME02990, DROME02977, DROME02985, DROME02984, DROME02983, DROME02986, DROME02973, DROME02979, DROME02987, DROME02991, DROME02976, DROME02988, DROME02989
OG0000103	LYTVA_08412	DROME08435, DROME08438, DROME08434, DROME08440, DROME08436, DROME08437, DROME08439
OG0000104	LYTVA_24486	DROME09666, DROME09668, DROME09669, DROME09667, DROME09670
OG0000104	LYTVA_21210	DROME16895, DROME16894
OG0000104	LYTVA_17807, LYTVA_17806	DROME16546, DROME16548, DROME16547, DROME16549
OG0000104	LYTVA_12502	DROME17321, DROME17322
OG0000106	LYTVA_12933, LYTVA_15504, LYTVA_30171, LYTVA_06537, LYTVA_25256	DROME14085, DROME16348, DROME17377, DROME10894, DROME10895
OG0000110	LYTVA_29623	DROME04794, DROME04795, DROME04798, DROME11669, DROME11670, DROME20727
OG0000111	LYTVA_08411, LYTVA_20172, LYTVA_14099	DROME11971, DROME11972, DROME11973, DROME11975
OG0000113	LYTVA_11625	DROME10760, DROME10761, DROME10759, DROME10758, DROME10762
OG0000113	LYTVA_06725	DROME10947, DROME09281, DROME09280, DROME04114, DROME10948, DROME22089, DROME22090
OG0000114	LYTVA_08088	DROME08662, DROME08648, DROME08661, DROME08653, DROME08652, DROME08663, DROME08649, DROME08654, DROME08664, DROME08658, DROME08655, DROME08660, DROME08657, DROME08659, DROME08656
OG0000114	LYTVA_18980, LYTVA_05208, LYTVA_13458	DROME04013, DROME04512, DROME04513
OG0000116	LYTVA_00275, LYTVA_00276, LYTVA_12381	DROME05231
OG0000117	LYTVA_20571, LYTVA_17624	DROME17123
OG0000119	LYTVA_11474	DROME20499, DROME20496, DROME20497, DROME20498, DROME20500, DROME20501
OG0000119	LYTVA_08592, LYTVA_07119, LYTVA_19356	DROME21220, DROME21219
OG0000119	LYTVA_04285, LYTVA_11467	DROME06207, DROME06208, DROME08017, DROME06209
OG0000120	LYTVA_21140, LYTVA_04898	DROME04710
OG0000121	LYTVA_23606, LYTVA_10086	DROME17781, DROME08015
OG0000121	LYTVA_14745	DROME10532
OG0000122	LYTVA_10750	DROME10483, DROME10478, DROME10477, DROME10479, DROME10481, DROME10480, DROME10476
OG0000122	LYTVA_18458, LYTVA_18460	DROME01359, DROME01363, DROME01361, DROME01366, DROME01365, DROME01360, DROME01358, DROME01362, DROME01367, DROME01364
OG0000123	LYTVA_16700	DROME17732, DROME17730, DROME17731
OG0000123	LYTVA_20552	DROME14850, DROME14849, DROME14848, DROME14847
OG0000124	LYTVA_14993	DROME17463
OG0000124	LYTVA_27850	DROME21734
OG0000125	LYTVA_01832	DROME04039, DROME04040, DROME04038
OG0000126	LYTVA_19767	DROME21081, DROME21082, DROME21083, DROME21080
OG0000126	LYTVA_03902	DROME05808, DROME05806, DROME05810, DROME05805, DROME05801, DROME05809, DROME05802, DROME05807, DROME05803, DROME05799, DROME05800, DROME05804
OG0000126	LYTVA_29180	DROME14473, DROME14469, DROME14474, DROME14468, DROME14472, DROME14470, DROME14471
OG0000127	LYTVA_12856	DROME11205, DROME11204
OG0000127	LYTVA_21563	DROME08158
OG0000127	LYTVA_12830	DROME05986
OG0000127	LYTVA_20093	DROME18062
OG0000130	LYTVA_15765, LYTVA_27521	DROME11753, DROME15905, DROME02314, DROME10893, DROME15098, DROME15702, DROME15860
OG0000131	LYTVA_24487, LYTVA_12418, LYTVA_04259, LYTVA_21090	DROME18073, DROME18075, DROME18074
OG0000132	LYTVA_21000, LYTVA_22030, LYTVA_12450, LYTVA_13402	DROME03704, DROME03676, DROME03724, DROME03709, DROME03749, DROME03779, DROME03759, DROME03681, DROME03754, DROME03744, DROME03694, DROME03690, DROME03714, DROME03739, DROME03719, DROME03672, DROME03685, DROME03734, DROME03699, DROME03764, DROME03769, DROME03729, DROME03774
OG0000141	LYTVA_28409	DROME20863, DROME21161
OG0000142	LYTVA_20512, LYTVA_27041, LYTVA_04856	DROME07188
OG0000144	LYTVA_25633	DROME21183
OG0000147	LYTVA_06334	DROME06557, DROME06554, DROME06558, DROME06555, DROME06553, DROME06552, DROME06556
OG0000147	LYTVA_24464	DROME06267, DROME06264, DROME06263, DROME06265, DROME06266
OG0000147	LYTVA_06610, LYTVA_07302	DROME03466
OG0000147	LYTVA_18928, LYTVA_03351	DROME17452, DROME17451
OG0000148	LYTVA_28370, LYTVA_19008	DROME19762, DROME19761, DROME19763
OG0000149	LYTVA_06518, LYTVA_19439, LYTVA_27853, LYTVA_06524, LYTVA_14878, LYTVA_23613, LYTVA_03219, LYTVA_27903, LYTVA_15256, LYTVA_09082	DROME17665, DROME17666, DROME17690, DROME17689, DROME17695, DROME17694, DROME07964, DROME16235, DROME16234, DROME16236
OG0000149	LYTVA_24788	DROME14698, DROME14702, DROME14703, DROME14701, DROME14700, DROME14699
OG0000155	LYTVA_22929	DROME05911, DROME05917, DROME05907, DROME05916, DROME05914, DROME05908, DROME05904, DROME05910, DROME05918, DROME05912, DROME05898, DROME05915, DROME05902, DROME05905, DROME05913, DROME05909, DROME05900, DROME05901, DROME05906, DROME05903, DROME05899
OG0000157	LYTVA_14449	DROME09786
OG0000158	LYTVA_03807	DROME06825, DROME06824
OG0000159	LYTVA_25766	DROME09571, DROME09570
OG0000160	LYTVA_11099	DROME21236, DROME21232, DROME21234, DROME21233, DROME21235, DROME20353
OG0000162	LYTVA_25859	DROME21145, DROME21122, DROME21105, DROME21144, DROME21140, DROME21154, DROME21132
OG0000163	LYTVA_26726	DROME12520
OG0000163	LYTVA_16156	DROME19834, DROME00819
OG0000165	LYTVA_00753	DROME15840, DROME15841
OG0000168	LYTVA_16323	DROME00156, DROME00157
OG0000168	LYTVA_19322, LYTVA_08888, LYTVA_08887	DROME01783
OG0000171	LYTVA_20168	DROME21195, DROME21196, DROME21202, DROME21201, DROME21198, DROME21197, DROME21200, DROME21199
OG0000171	LYTVA_24654, LYTVA_27222	DROME18491, DROME18493, DROME18496, DROME18497, DROME18494, DROME18492, DROME18495
OG0000172	LYTVA_11573	DROME05153, DROME05152, DROME05600, DROME14157, DROME11999, DROME15739, DROME15740, DROME07019, DROME09308
OG0000173	LYTVA_13813	DROME18317, DROME18316, DROME18314, DROME18318, DROME18315
OG0000175	LYTVA_23856	DROME03593, DROME00840
OG0000179	LYTVA_11503	DROME11221, DROME21050
OG0000179	LYTVA_09715, LYTVA_09722, LYTVA_06848	DROME07796
OG0000179	LYTVA_21017	DROME10428
OG0000180	LYTVA_16023	DROME21739, DROME21740
OG0000180	LYTVA_05451, LYTVA_05450	DROME11922, DROME11921, DROME12780, DROME11368, DROME11367
OG0000182	LYTVA_19274, LYTVA_26926, LYTVA_27350	DROME05590, DROME13778
OG0000183	LYTVA_29269	DROME07200, DROME07199, DROME07201, DROME07198, DROME07192, DROME07195, DROME07191, DROME07194, DROME07196, DROME07193
OG0000183	LYTVA_12902, LYTVA_28105	DROME07008
OG0000185	LYTVA_05708	DROME12225, DROME12226
OG0000185	LYTVA_27187	DROME03791, DROME03792
OG0000186	LYTVA_21568	DROME04472
OG0000188	LYTVA_29520	DROME16886, DROME16887
OG0000193	LYTVA_15362, LYTVA_23759	DROME10361, DROME10367, DROME10365, DROME10363, DROME01919, DROME10366, DROME10368, DROME10364, DROME09981
OG0000201	LYTVA_05027	DROME11047
OG0000201	LYTVA_06928, LYTVA_03481, LYTVA_03480	DROME19450
OG0000201	LYTVA_05441	DROME18513, DROME18512, DROME18511, DROME18514
OG0000202	LYTVA_19347, LYTVA_19795	DROME14920, DROME14921
OG0000203	LYTVA_05320	DROME04489
OG0000203	LYTVA_26044	DROME03275
OG0000204	LYTVA_08501	DROME10849, DROME10848
OG0000205	LYTVA_13205	DROME06842, DROME06843
OG0000205	LYTVA_10395, LYTVA_08282	DROME08187
OG0000207	LYTVA_11110, LYTVA_21753, LYTVA_28234, LYTVA_23513, LYTVA_30157, LYTVA_01312, LYTVA_23468, LYTVA_16683, LYTVA_23967, LYTVA_11884	DROME06000
OG0000208	LYTVA_28941	DROME02132
OG0000211	LYTVA_04294	DROME17290
OG0000222	LYTVA_21370	DROME09565, DROME16074, DROME09564, DROME04893, DROME12542, DROME12543, DROME13909, DROME07721, DROME07723, DROME07722, DROME20893, DROME03346, DROME18058, DROME18059
OG0000223	LYTVA_24317, LYTVA_13912	DROME10256
OG0000225	LYTVA_20688, LYTVA_20689, LYTVA_18494	DROME11929
OG0000226	LYTVA_13073, LYTVA_13071, LYTVA_12352, LYTVA_07687, LYTVA_17196, LYTVA_02695	DROME14660
OG0000227	LYTVA_07921	DROME20242
OG0000227	LYTVA_00289, LYTVA_24191	DROME04927, DROME04926
OG0000229	LYTVA_23411, LYTVA_09325, LYTVA_06193, LYTVA_06192	DROME04047
OG0000230	LYTVA_10912	DROME03186
OG0000231	LYTVA_23091	DROME06449, DROME06448
OG0000231	LYTVA_25029	DROME20855, DROME20857, DROME20856, DROME20854
OG0000231	LYTVA_01782	DROME07628, DROME07629
OG0000232	LYTVA_02619	DROME10139
OG0000232	LYTVA_10574	DROME02286, DROME02285, DROME02281, DROME02282
OG0000232	LYTVA_05624	DROME17197
OG0000233	LYTVA_14773	DROME00414, DROME00405, DROME00404, DROME00403
OG0000234	LYTVA_19906	DROME02357, DROME02356, DROME02359, DROME02355, DROME02358, DROME02367, DROME02366, DROME02368, DROME02364, DROME02365
OG0000235	LYTVA_28400, LYTVA_29011, LYTVA_24567	DROME11735
OG0000236	LYTVA_03072	DROME03355
OG0000236	LYTVA_25117, LYTVA_05933	DROME12102, DROME12101, DROME12103, DROME12096, DROME12097, DROME12095, DROME12094, DROME12092, DROME12100, DROME12099, DROME12098, DROME12093
OG0000238	LYTVA_04511	DROME01901, DROME01902
OG0000238	LYTVA_21260, LYTVA_04828, LYTVA_26584	DROME05364, DROME05367, DROME05366, DROME05365, DROME05361, DROME05360, DROME05362, DROME05359, DROME05357, DROME05358
OG0000238	LYTVA_07493	DROME08037, DROME08034, DROME08036, DROME08035, DROME08031, DROME08032, DROME08033
OG0000239	LYTVA_09698, LYTVA_06433	DROME03549, DROME03548, DROME03550, DROME03551
OG0000242	LYTVA_20520	DROME19192, DROME19194, DROME19193, DROME19191, DROME20266, DROME20267, DROME20264, DROME20265
OG0000243	LYTVA_21983	DROME04743, DROME04742, DROME04744
OG0000245	LYTVA_18697	DROME16573, DROME16572, DROME16571, DROME16570, DROME16517, DROME16515, DROME16518, DROME16516, DROME16514
OG0000246	LYTVA_06938	DROME13185, DROME13186, DROME13188, DROME13187
