Orthogroup	LYTVA_ok	XENTR
OG0000006	LYTVA_29412, LYTVA_25462	XENTR04854, XENTR07280, XENTR07527
OG0000006	LYTVA_16832	XENTR07719
OG0000006	LYTVA_16844	XENTR12339, XENTR03854, XENTR12781
OG0000006	LYTVA_23230	XENTR18680, XENTR15398
OG0000007	LYTVA_29912	XENTR04989, XENTR07641
OG0000007	LYTVA_22273	XENTR10435
OG0000007	LYTVA_23216	XENTR12787, XENTR08906, XENTR06676
OG0000007	LYTVA_27359	XENTR07000, XENTR07001, XENTR00358, XENTR05826, XENTR00041
OG0000007	LYTVA_29395	XENTR03222
OG0000007	LYTVA_10898	XENTR07642
OG0000007	LYTVA_17245	XENTR04991
OG0000007	LYTVA_04121	XENTR04990, XENTR05942
OG0000007	LYTVA_03206	XENTR09461, XENTR01137
OG0000007	LYTVA_12379, LYTVA_12378	XENTR03031, XENTR06562
OG0000007	LYTVA_12480	XENTR16583
OG0000007	LYTVA_06652	XENTR07405, XENTR01816
OG0000007	LYTVA_19839	XENTR09232, XENTR15271
OG0000008	LYTVA_21710	XENTR06130
OG0000008	LYTVA_19305	XENTR00105
OG0000009	LYTVA_00127, LYTVA_29384	XENTR08209
OG0000009	LYTVA_30063, LYTVA_15489	XENTR07693, XENTR08321, XENTR13550
OG0000012	LYTVA_11199, LYTVA_24773, LYTVA_27764	XENTR00246, XENTR14489, XENTR13810, XENTR10002
OG0000012	LYTVA_12515, LYTVA_06149	XENTR07259, XENTR07258, XENTR07257, XENTR07260, XENTR18170, XENTR07256
OG0000014	LYTVA_13955	XENTR09147, XENTR00681
OG0000014	LYTVA_23372	XENTR14500
OG0000015	LYTVA_26004	XENTR10336, XENTR08668, XENTR08442, XENTR15573, XENTR12597, XENTR03461, XENTR00415
OG0000015	LYTVA_26002	XENTR16072, XENTR03462, XENTR16073, XENTR12596, XENTR00414, XENTR17914
OG0000015	LYTVA_09631, LYTVA_17348, LYTVA_06152	XENTR13566, XENTR03288, XENTR15069
OG0000016	LYTVA_02179, LYTVA_09460, LYTVA_20745	XENTR10586, XENTR06233
OG0000016	LYTVA_21831, LYTVA_18288	XENTR01362, XENTR01363, XENTR07382
OG0000016	LYTVA_27143	XENTR12717
OG0000016	LYTVA_03299, LYTVA_00787	XENTR17802
OG0000016	LYTVA_26617, LYTVA_17022, LYTVA_17023, LYTVA_17018, LYTVA_17017, LYTVA_17021, LYTVA_10327, LYTVA_03034, LYTVA_01978	XENTR18390
OG0000018	LYTVA_18794	XENTR09178, XENTR08162, XENTR13012, XENTR02564, XENTR05956, XENTR09576, XENTR03694, XENTR00858, XENTR02889, XENTR06547, XENTR13927, XENTR13322, XENTR12397, XENTR08345, XENTR10008, XENTR11346, XENTR19127, XENTR10010
OG0000018	LYTVA_07859, LYTVA_26503, LYTVA_00759, LYTVA_05774, LYTVA_08224, LYTVA_20675	XENTR19110
OG0000018	LYTVA_28161, LYTVA_00818	XENTR19228, XENTR16288, XENTR15347, XENTR15469
OG0000019	LYTVA_17120	XENTR14707
OG0000019	LYTVA_01420	XENTR07225, XENTR02749, XENTR04194
OG0000020	LYTVA_19355	XENTR18565
OG0000020	LYTVA_09793	XENTR14576
OG0000020	LYTVA_04298	XENTR00311
OG0000020	LYTVA_23496	XENTR13299
OG0000020	LYTVA_05479	XENTR05411
OG0000020	LYTVA_08129	XENTR15461, XENTR03248, XENTR03249
OG0000020	LYTVA_23009	XENTR04697
OG0000020	LYTVA_12234	XENTR07864, XENTR11783
OG0000020	LYTVA_17081	XENTR08063
OG0000020	LYTVA_09530	XENTR15846
OG0000020	LYTVA_00542	XENTR15636
OG0000021	LYTVA_04917	XENTR17791, XENTR16377
OG0000021	LYTVA_13831	XENTR06809, XENTR02794
OG0000021	LYTVA_10118	XENTR12641, XENTR02936
OG0000021	LYTVA_09991	XENTR18096, XENTR01150
OG0000021	LYTVA_28466, LYTVA_02036, LYTVA_14564, LYTVA_23987, LYTVA_25778	XENTR13705, XENTR13394, XENTR13393
OG0000021	LYTVA_00398, LYTVA_01830, LYTVA_09376, LYTVA_05943, LYTVA_10849	XENTR00007
OG0000023	LYTVA_11225	XENTR02017, XENTR13173, XENTR18800, XENTR18648
OG0000023	LYTVA_05858, LYTVA_00206, LYTVA_12353, LYTVA_13074	XENTR00841, XENTR15918, XENTR00481, XENTR16829, XENTR12543, XENTR17774, XENTR00784
OG0000023	LYTVA_27483	XENTR13097
OG0000023	LYTVA_24785	XENTR05772, XENTR05769, XENTR05767, XENTR05768, XENTR05773, XENTR05777, XENTR05778, XENTR12643, XENTR01709, XENTR01708, XENTR05774, XENTR05776, XENTR05775, XENTR18976
OG0000028	LYTVA_12763	XENTR10277, XENTR06737
OG0000029	LYTVA_19555, LYTVA_01403, LYTVA_23870	XENTR18699, XENTR18411, XENTR10325, XENTR07438, XENTR16899, XENTR09562, XENTR10017, XENTR09646, XENTR13058, XENTR12335
OG0000029	LYTVA_02569, LYTVA_10073	XENTR11755, XENTR10534
OG0000030	LYTVA_13667	XENTR08639
OG0000030	LYTVA_26760	XENTR18219
OG0000030	LYTVA_28697	XENTR14147
OG0000031	LYTVA_04157, LYTVA_03000	XENTR05405, XENTR03766
OG0000031	LYTVA_07242	XENTR08553, XENTR05384, XENTR03164
OG0000031	LYTVA_07394	XENTR03163
OG0000031	LYTVA_13645	XENTR00229
OG0000031	LYTVA_05124	XENTR12584, XENTR00918
OG0000031	LYTVA_29658	XENTR00006, XENTR16792, XENTR04300
OG0000031	LYTVA_09735	XENTR09425
OG0000032	LYTVA_21601, LYTVA_15486, LYTVA_13671, LYTVA_08468, LYTVA_02734	XENTR18392, XENTR18393, XENTR06098, XENTR03124
OG0000032	LYTVA_00916, LYTVA_07790, LYTVA_22021, LYTVA_08868, LYTVA_21508, LYTVA_13715, LYTVA_12246, LYTVA_11875, LYTVA_02746	XENTR17016
OG0000034	LYTVA_20191	XENTR04943
OG0000034	LYTVA_09293	XENTR11418, XENTR11419, XENTR10883, XENTR07417
OG0000034	LYTVA_04080	XENTR01252, XENTR11199, XENTR07072, XENTR12065
OG0000034	LYTVA_29167, LYTVA_10612	XENTR15456
OG0000034	LYTVA_11788	XENTR10156
OG0000034	LYTVA_12673	XENTR16254
OG0000034	LYTVA_06697	XENTR08340
OG0000035	LYTVA_27828	XENTR07648
OG0000035	LYTVA_22468	XENTR17453, XENTR14129, XENTR07651, XENTR11799
OG0000035	LYTVA_12116	XENTR11381, XENTR11382, XENTR12076, XENTR01605
OG0000035	LYTVA_04128	XENTR13293, XENTR09857
OG0000036	LYTVA_03325, LYTVA_20435, LYTVA_20437, LYTVA_25631, LYTVA_25629, LYTVA_25630, LYTVA_25628, LYTVA_10478, LYTVA_03947	XENTR07761, XENTR12415, XENTR07272
OG0000036	LYTVA_07532, LYTVA_03326, LYTVA_18880, LYTVA_25896	XENTR16237, XENTR16236, XENTR05174, XENTR07278
OG0000037	LYTVA_02747	XENTR10865, XENTR10696
OG0000037	LYTVA_25050, LYTVA_25057, LYTVA_25048	XENTR18131
OG0000038	LYTVA_04990	XENTR13297
OG0000038	LYTVA_00437, LYTVA_14520	XENTR04197, XENTR04200
OG0000038	LYTVA_21694	XENTR04205
OG0000038	LYTVA_09823	XENTR04206
OG0000039	LYTVA_16233	XENTR17227
OG0000040	LYTVA_16039, LYTVA_16036, LYTVA_22091, LYTVA_29527, LYTVA_27351, LYTVA_03168, LYTVA_11912, LYTVA_06756, LYTVA_18912, LYTVA_12532, LYTVA_15738, LYTVA_27452, LYTVA_05580, LYTVA_25285	XENTR18548, XENTR04218, XENTR04219, XENTR10472, XENTR10474, XENTR10473
OG0000041	LYTVA_17546, LYTVA_17545	XENTR14135
OG0000041	LYTVA_25852	XENTR12683, XENTR11379, XENTR11378, XENTR01609, XENTR11377, XENTR01610, XENTR10042
OG0000041	LYTVA_03177	XENTR03001, XENTR09331
OG0000043	LYTVA_12710	XENTR13561, XENTR13559
OG0000044	LYTVA_11853	XENTR08740, XENTR08871, XENTR02238, XENTR13100
OG0000044	LYTVA_10017	XENTR05498, XENTR01628, XENTR04385, XENTR00688
OG0000044	LYTVA_14074	XENTR04387, XENTR17931
OG0000046	LYTVA_22286	XENTR04959
OG0000048	LYTVA_06179	XENTR03701
OG0000048	LYTVA_15043	XENTR01169
OG0000048	LYTVA_26635	XENTR18412
OG0000048	LYTVA_27999	XENTR04117
OG0000048	LYTVA_08149	XENTR05160
OG0000049	LYTVA_16567	XENTR00212, XENTR08482
OG0000049	LYTVA_21152	XENTR07031, XENTR06401
OG0000049	LYTVA_02138	XENTR07960
OG0000050	LYTVA_22634, LYTVA_29206, LYTVA_08549, LYTVA_25325, LYTVA_16900, LYTVA_03419	XENTR17952, XENTR07342, XENTR01845, XENTR01386, XENTR11958, XENTR03951, XENTR08402, XENTR03429, XENTR15018, XENTR17520, XENTR02104
OG0000054	LYTVA_11502, LYTVA_10035, LYTVA_09103	XENTR04962, XENTR04961
OG0000056	LYTVA_03272	XENTR00422, XENTR06505, XENTR06516, XENTR06514, XENTR06515, XENTR06513, XENTR06506
OG0000056	LYTVA_17286	XENTR00781
OG0000057	LYTVA_05797, LYTVA_22815	XENTR04236, XENTR01413, XENTR01414
OG0000058	LYTVA_15397, LYTVA_14164	XENTR16220
OG0000058	LYTVA_16698	XENTR16040, XENTR02416, XENTR06707
OG0000059	LYTVA_18957	XENTR09381
OG0000059	LYTVA_06967, LYTVA_19211, LYTVA_17534	XENTR06961, XENTR16370
OG0000060	LYTVA_30158, LYTVA_18098	XENTR09513
OG0000060	LYTVA_10196	XENTR11489, XENTR04114, XENTR08957
OG0000061	LYTVA_16102	XENTR00116, XENTR05367
OG0000061	LYTVA_20900	XENTR09403, XENTR06949, XENTR06950, XENTR12872, XENTR09801, XENTR02075, XENTR01801, XENTR17074, XENTR09112, XENTR16336, XENTR06851, XENTR10614, XENTR06288
OG0000061	LYTVA_02993, LYTVA_26455, LYTVA_26459	XENTR10609, XENTR10747
OG0000062	LYTVA_15332, LYTVA_27501, LYTVA_24383, LYTVA_01528, LYTVA_05092	XENTR15501, XENTR17622, XENTR14200, XENTR18173, XENTR15500, XENTR15498, XENTR15499, XENTR15497, XENTR15494, XENTR11355, XENTR11358, XENTR11354, XENTR16052, XENTR16051, XENTR19033, XENTR17596, XENTR16050, XENTR15496
OG0000062	LYTVA_18550	XENTR09512
OG0000063	LYTVA_03474	XENTR10234, XENTR04709, XENTR00319
OG0000063	LYTVA_28622	XENTR11311
OG0000063	LYTVA_16178	XENTR08048, XENTR02007, XENTR01303
OG0000066	LYTVA_14724	XENTR18882
OG0000067	LYTVA_07502, LYTVA_25538, LYTVA_09112, LYTVA_09554, LYTVA_15190, LYTVA_26045	XENTR13783, XENTR04874
OG0000069	LYTVA_15781	XENTR15529
OG0000070	LYTVA_12849	XENTR15503, XENTR11143, XENTR02048
OG0000070	LYTVA_15079, LYTVA_12105, LYTVA_23845, LYTVA_23846, LYTVA_20695, LYTVA_28943, LYTVA_15085, LYTVA_24840, LYTVA_07974, LYTVA_17344, LYTVA_15317	XENTR00314, XENTR18775, XENTR18776, XENTR05723, XENTR09834
OG0000072	LYTVA_26888	XENTR03548, XENTR18546
OG0000072	LYTVA_23422	XENTR01057
OG0000072	LYTVA_09419	XENTR13152
OG0000073	LYTVA_03728	XENTR03006, XENTR09344, XENTR05966, XENTR05967, XENTR09343, XENTR13665
OG0000074	LYTVA_27116, LYTVA_29211, LYTVA_07270, LYTVA_29253, LYTVA_09687	XENTR10798, XENTR10797, XENTR11114
OG0000074	LYTVA_24139	XENTR14396
OG0000074	LYTVA_23288, LYTVA_24012, LYTVA_15630, LYTVA_11187, LYTVA_06007, LYTVA_06008, LYTVA_06009, LYTVA_06154	XENTR07269, XENTR06689
OG0000075	LYTVA_00904	XENTR02757, XENTR11353, XENTR12610
OG0000075	LYTVA_01857	XENTR06215
OG0000075	LYTVA_12523	XENTR06816, XENTR17547, XENTR16124
OG0000077	LYTVA_24286	XENTR06888, XENTR17790, XENTR02687
OG0000077	LYTVA_08553	XENTR01904, XENTR08754, XENTR13403
OG0000078	LYTVA_29043, LYTVA_19852, LYTVA_29449, LYTVA_29039, LYTVA_11835, LYTVA_17100, LYTVA_30099, LYTVA_09049, LYTVA_20648	XENTR05046, XENTR08333, XENTR08953, XENTR08952
OG0000078	LYTVA_01709	XENTR19100
OG0000079	LYTVA_19637, LYTVA_24538, LYTVA_21250	XENTR07112, XENTR07113, XENTR07163, XENTR03342, XENTR03648
OG0000079	LYTVA_05934	XENTR01194
OG0000079	LYTVA_06214, LYTVA_17750	XENTR15371
OG0000081	LYTVA_25424	XENTR18129, XENTR18128, XENTR18130, XENTR17315, XENTR17314, XENTR18127, XENTR17316, XENTR16305, XENTR17318, XENTR17317
OG0000082	LYTVA_25888	XENTR16096
OG0000082	LYTVA_18803	XENTR01624, XENTR01625
OG0000083	LYTVA_26815	XENTR04370, XENTR12084, XENTR05647
OG0000084	LYTVA_14799	XENTR14395, XENTR14216, XENTR02688, XENTR03539, XENTR09724
OG0000085	LYTVA_19136	XENTR01729, XENTR03138
OG0000085	LYTVA_13307	XENTR04052, XENTR12507
OG0000085	LYTVA_05365	XENTR15005
OG0000085	LYTVA_17776	XENTR00809
OG0000085	LYTVA_06708	XENTR12352, XENTR12351
OG0000087	LYTVA_15159	XENTR17246
OG0000087	LYTVA_06727	XENTR13447, XENTR13446
OG0000087	LYTVA_22406	XENTR07023
OG0000087	LYTVA_22963	XENTR10385
OG0000087	LYTVA_04512	XENTR06016
OG0000087	LYTVA_18728	XENTR00988
OG0000087	LYTVA_07967	XENTR18799
OG0000088	LYTVA_25176, LYTVA_22082, LYTVA_14006, LYTVA_21232, LYTVA_01236, LYTVA_20639, LYTVA_10043, LYTVA_19532, LYTVA_01363, LYTVA_15031, LYTVA_01366, LYTVA_27296, LYTVA_08261, LYTVA_00566, LYTVA_29559, LYTVA_14054, LYTVA_14936, LYTVA_12867, LYTVA_29601, LYTVA_12865, LYTVA_28455	XENTR13149, XENTR04460, XENTR16769, XENTR11326, XENTR09069, XENTR10979, XENTR05948, XENTR02110
OG0000089	LYTVA_06777, LYTVA_25975	XENTR04109
OG0000090	LYTVA_02577	XENTR11768
OG0000090	LYTVA_18395, LYTVA_13128	XENTR06545
OG0000091	LYTVA_04137	XENTR08624
OG0000093	LYTVA_29075, LYTVA_25106, LYTVA_28477, LYTVA_25104	XENTR11592, XENTR02843, XENTR08380
OG0000094	LYTVA_10290	XENTR10717, XENTR18065, XENTR15146
OG0000094	LYTVA_09221	XENTR09915, XENTR14788, XENTR17591
OG0000096	LYTVA_28490	XENTR02028, XENTR07076, XENTR03113
OG0000096	LYTVA_12286	XENTR02339, XENTR11518
OG0000096	LYTVA_21388	XENTR01880
OG0000096	LYTVA_10606	XENTR18613
OG0000096	LYTVA_19397	XENTR18353, XENTR11491, XENTR07413, XENTR11633
OG0000096	LYTVA_24298	XENTR16018, XENTR14119
OG0000096	LYTVA_20858	XENTR17893
OG0000098	LYTVA_15643	XENTR05433, XENTR18578, XENTR17176
OG0000098	LYTVA_24589, LYTVA_16909	XENTR13786, XENTR13233, XENTR09318, XENTR06987
OG0000099	LYTVA_09301, LYTVA_14363, LYTVA_14362	XENTR08245, XENTR06050, XENTR16324, XENTR11719, XENTR12540
OG0000101	LYTVA_13163	XENTR09885, XENTR05951
OG0000101	LYTVA_03793	XENTR10544, XENTR10545
OG0000101	LYTVA_25292, LYTVA_25291	XENTR08772, XENTR05240, XENTR13420, XENTR13421, XENTR13418, XENTR13417, XENTR13424, XENTR13419, XENTR13422, XENTR13423, XENTR08771
OG0000102	LYTVA_23145	XENTR10759, XENTR05530
OG0000103	LYTVA_05784	XENTR12408, XENTR09108, XENTR09106, XENTR06370, XENTR18537, XENTR03858, XENTR09105, XENTR09107, XENTR09109, XENTR12407, XENTR12406, XENTR01493
OG0000103	LYTVA_08412	XENTR11203, XENTR09120, XENTR09119, XENTR01361, XENTR05614
OG0000104	LYTVA_24486	XENTR05699, XENTR11871
OG0000104	LYTVA_21210	XENTR03188, XENTR10251
OG0000104	LYTVA_17806	XENTR11872, XENTR05698
OG0000104	LYTVA_12502	XENTR07142
OG0000104	LYTVA_12996	XENTR02594, XENTR10789, XENTR16122
OG0000106	LYTVA_01037	XENTR07802
OG0000106	LYTVA_12933, LYTVA_15504, LYTVA_30171, LYTVA_06537, LYTVA_25256	XENTR05910, XENTR12158, XENTR05297
OG0000107	LYTVA_12329	XENTR16492
OG0000113	LYTVA_11625	XENTR00307
OG0000114	LYTVA_18980, LYTVA_05208, LYTVA_13458	XENTR08858, XENTR12456, XENTR00845, XENTR00844, XENTR00843, XENTR01175, XENTR08055
OG0000115	LYTVA_15799, LYTVA_02089	XENTR10985
OG0000116	LYTVA_00275, LYTVA_00276, LYTVA_12381	XENTR12530
OG0000119	LYTVA_11474	XENTR05393, XENTR05242, XENTR06871
OG0000119	LYTVA_08592, LYTVA_07119, LYTVA_19356	XENTR00115, XENTR07107, XENTR12433, XENTR15934, XENTR15933
OG0000119	LYTVA_04285, LYTVA_11467	XENTR01125, XENTR14071
OG0000121	LYTVA_23606, LYTVA_10086	XENTR04902, XENTR18080
OG0000121	LYTVA_03587	XENTR08396, XENTR08397
OG0000122	LYTVA_10750	XENTR06907, XENTR17281
OG0000122	LYTVA_18458	XENTR02708, XENTR14715, XENTR10342, XENTR01730, XENTR03137, XENTR03802
OG0000123	LYTVA_03404	XENTR09572, XENTR12457, XENTR17140
OG0000123	LYTVA_12956	XENTR02182
OG0000123	LYTVA_28852, LYTVA_16769	XENTR10906
OG0000124	LYTVA_14993	XENTR05926
OG0000124	LYTVA_27850	XENTR09248, XENTR09249
OG0000124	LYTVA_05622	XENTR12958, XENTR01638
OG0000124	LYTVA_20699	XENTR13084, XENTR11997
OG0000125	LYTVA_16406	XENTR01735, XENTR14091, XENTR08560
OG0000125	LYTVA_25487	XENTR01738, XENTR14098
OG0000125	LYTVA_01832	XENTR05425
OG0000126	LYTVA_19767	XENTR02718, XENTR02062, XENTR09023
OG0000126	LYTVA_03902	XENTR14632, XENTR03466
OG0000126	LYTVA_29180	XENTR05061, XENTR11942, XENTR13975, XENTR08532
OG0000127	LYTVA_27169	XENTR02720, XENTR03441, XENTR09025
OG0000127	LYTVA_12856	XENTR10923, XENTR12718
OG0000127	LYTVA_21563	XENTR18212
OG0000127	LYTVA_12830	XENTR03639, XENTR18292, XENTR04635, XENTR04636, XENTR18893
OG0000127	LYTVA_20093	XENTR01486, XENTR04784, XENTR07585
OG0000128	LYTVA_01369, LYTVA_05348, LYTVA_25678	XENTR09496, XENTR10668
OG0000128	LYTVA_25569, LYTVA_25568	XENTR08486, XENTR08487
OG0000128	LYTVA_25168	XENTR04418
OG0000129	LYTVA_24420, LYTVA_06816	XENTR13439, XENTR09476, XENTR13435, XENTR13438, XENTR13437, XENTR12648, XENTR00152, XENTR06673
OG0000129	LYTVA_27162	XENTR14278, XENTR11921, XENTR18992, XENTR15519
OG0000130	LYTVA_19257	XENTR04860
OG0000130	LYTVA_15064	XENTR04495, XENTR07613, XENTR03572
OG0000130	LYTVA_05651	XENTR09287, XENTR09286, XENTR18945, XENTR04945, XENTR12880, XENTR09655, XENTR07979
OG0000130	LYTVA_15765, LYTVA_27521	XENTR08843, XENTR10120
OG0000131	LYTVA_24487, LYTVA_12418, LYTVA_04259, LYTVA_21090	XENTR10944
OG0000132	LYTVA_12161, LYTVA_21000, LYTVA_22030, LYTVA_12450, LYTVA_13402	XENTR17991, XENTR17911, XENTR17992, XENTR18068, XENTR18069, XENTR13502, XENTR19190, XENTR04255
OG0000137	LYTVA_14649	XENTR10738, XENTR07993, XENTR07994
OG0000137	LYTVA_14169, LYTVA_05475	XENTR11062, XENTR17418
OG0000137	LYTVA_25469, LYTVA_15627	XENTR10667
OG0000140	LYTVA_30020	XENTR17095
OG0000140	LYTVA_19546	XENTR01606, XENTR07662
OG0000141	LYTVA_04353, LYTVA_16633, LYTVA_23463, LYTVA_05955, LYTVA_05956, LYTVA_05957, LYTVA_05958, LYTVA_17141, LYTVA_11297, LYTVA_29166, LYTVA_09438, LYTVA_09439, LYTVA_25402	XENTR13160
OG0000142	LYTVA_01494	XENTR14526, XENTR15206, XENTR12932
OG0000147	LYTVA_06334	XENTR03268, XENTR13018
OG0000147	LYTVA_20853	XENTR12286
OG0000147	LYTVA_24464	XENTR02156, XENTR12287
OG0000147	LYTVA_06610, LYTVA_07302	XENTR01301, XENTR12003
OG0000147	LYTVA_18928	XENTR00602
OG0000147	LYTVA_03351	XENTR15311
OG0000148	LYTVA_19008	XENTR10464, XENTR17112, XENTR02369, XENTR07951
OG0000149	LYTVA_27288	XENTR03422, XENTR03423
OG0000149	LYTVA_06518, LYTVA_19439, LYTVA_27853, LYTVA_06524, LYTVA_14878, LYTVA_23613, LYTVA_03219, LYTVA_27903, LYTVA_15256, LYTVA_09082	XENTR01442, XENTR00579
OG0000149	LYTVA_24788	XENTR04855
OG0000151	LYTVA_06631	XENTR04929, XENTR06165, XENTR12078, XENTR11745
OG0000151	LYTVA_13428, LYTVA_13427	XENTR06824, XENTR00446, XENTR00447
OG0000155	LYTVA_12158	XENTR18176
OG0000155	LYTVA_22929	XENTR13673, XENTR05745, XENTR13672
OG0000158	LYTVA_03807	XENTR17930, XENTR04115, XENTR04631
OG0000159	LYTVA_25766	XENTR09386
OG0000159	LYTVA_12728	XENTR07751
OG0000160	LYTVA_11099	XENTR00861, XENTR00862
OG0000162	LYTVA_18164	XENTR19069
OG0000163	LYTVA_26726	XENTR03897, XENTR06574
OG0000163	LYTVA_16156	XENTR10844, XENTR07114, XENTR03341
OG0000164	LYTVA_25753	XENTR03117, XENTR11443, XENTR03405, XENTR11930
OG0000165	LYTVA_00753	XENTR15301, XENTR13043, XENTR16873, XENTR11658, XENTR00720, XENTR14265, XENTR04481, XENTR04329, XENTR18883, XENTR08529, XENTR02768, XENTR13290, XENTR13289, XENTR02058, XENTR02059, XENTR19075, XENTR04395, XENTR09345
OG0000166	LYTVA_25764	XENTR01839
OG0000166	LYTVA_15942	XENTR14691, XENTR00874, XENTR00875, XENTR00043, XENTR01855
OG0000167	LYTVA_24832	XENTR13141
OG0000168	LYTVA_20122, LYTVA_24324	XENTR11485, XENTR09871
OG0000168	LYTVA_19322, LYTVA_08888	XENTR11542, XENTR17377, XENTR00071, XENTR05864, XENTR04725
OG0000169	LYTVA_09716, LYTVA_24640, LYTVA_06335, LYTVA_06337, LYTVA_18535	XENTR07575, XENTR17682, XENTR17683, XENTR17684, XENTR17885
OG0000171	LYTVA_27882	XENTR12901
OG0000171	LYTVA_20168	XENTR11514
OG0000171	LYTVA_24654	XENTR09537, XENTR13400, XENTR13399
OG0000171	LYTVA_27222	XENTR05662
OG0000172	LYTVA_28668	XENTR03780, XENTR04175, XENTR04174, XENTR04177, XENTR16551
OG0000173	LYTVA_13813	XENTR18313, XENTR17877, XENTR06255, XENTR06090, XENTR08570, XENTR13645, XENTR00648, XENTR00654, XENTR08279, XENTR13600, XENTR17945, XENTR13599, XENTR05902
OG0000174	LYTVA_12646, LYTVA_19454, LYTVA_00411	XENTR18562, XENTR12376
OG0000174	LYTVA_10125	XENTR02208, XENTR05576
OG0000175	LYTVA_23856	XENTR03000, XENTR09335, XENTR04649
OG0000179	LYTVA_11503	XENTR01942
OG0000179	LYTVA_09715, LYTVA_09722, LYTVA_06848	XENTR00560, XENTR12119
OG0000179	LYTVA_21017	XENTR05649
OG0000179	LYTVA_21234	XENTR05414, XENTR12627
OG0000180	LYTVA_16023	XENTR00269
OG0000180	LYTVA_05451, LYTVA_05450	XENTR14458, XENTR09734, XENTR04382, XENTR05909
OG0000181	LYTVA_30016	XENTR17190, XENTR17189, XENTR03816
OG0000182	LYTVA_02337, LYTVA_01729	XENTR14471
OG0000183	LYTVA_29269	XENTR02086, XENTR13524, XENTR16217
OG0000183	LYTVA_12902	XENTR02643
OG0000183	LYTVA_28105	XENTR02630
OG0000184	LYTVA_22049, LYTVA_02101, LYTVA_11407, LYTVA_11408	XENTR04682, XENTR04685, XENTR04684, XENTR04683, XENTR04680, XENTR04681, XENTR03930, XENTR04679, XENTR03929
OG0000185	LYTVA_22522	XENTR06208, XENTR17890
OG0000185	LYTVA_05708	XENTR09757, XENTR04609
OG0000185	LYTVA_27187	XENTR12734
OG0000186	LYTVA_16833	XENTR03039
OG0000188	LYTVA_07056	XENTR00085, XENTR08613
OG0000188	LYTVA_29520	XENTR02204, XENTR07576, XENTR05663
OG0000188	LYTVA_06131	XENTR09997, XENTR04456
OG0000190	LYTVA_08213	XENTR07782, XENTR06828, XENTR06827, XENTR07781, XENTR06829
OG0000192	LYTVA_22840	XENTR03994, XENTR04308
OG0000192	LYTVA_17555	XENTR16408
OG0000192	LYTVA_04263, LYTVA_18552	XENTR01771
