Orthogroup	LYTVA_ok	SACKO_ok
OG0000003	LYTVA_11643	SACKO_00809, SACKO_14086, SACKO_03045
OG0000004	LYTVA_07389, LYTVA_03537	SACKO_20602, SACKO_18852
OG0000004	LYTVA_04400	SACKO_16987
OG0000004	LYTVA_02998, LYTVA_25806	SACKO_32657
OG0000004	LYTVA_27784, LYTVA_21700, LYTVA_21699, LYTVA_11605, LYTVA_23685, LYTVA_10559, LYTVA_12757, LYTVA_13382, LYTVA_25777, LYTVA_27196, LYTVA_03271, LYTVA_06100, LYTVA_05937, LYTVA_25040, LYTVA_15014, LYTVA_08631	SACKO_20132
OG0000005	LYTVA_24142	SACKO_14812
OG0000005	LYTVA_01017	SACKO_15042
OG0000005	LYTVA_15338, LYTVA_23825	SACKO_29311, SACKO_26465, SACKO_26431
OG0000005	LYTVA_21111	SACKO_00899, SACKO_02650, SACKO_00900
OG0000006	LYTVA_27651	SACKO_02952
OG0000006	LYTVA_15901	SACKO_11503
OG0000006	LYTVA_21289	SACKO_02616
OG0000006	LYTVA_07373	SACKO_23250
OG0000006	LYTVA_23957	SACKO_15817
OG0000006	LYTVA_14827	SACKO_15812
OG0000006	LYTVA_29757	SACKO_32444
OG0000006	LYTVA_18169	SACKO_12590
OG0000006	LYTVA_29412, LYTVA_25462	SACKO_06429
OG0000006	LYTVA_16832	SACKO_32477
OG0000006	LYTVA_16844	SACKO_20803
OG0000006	LYTVA_08878	SACKO_32388
OG0000006	LYTVA_23230	SACKO_22000
OG0000007	LYTVA_29912	SACKO_33112
OG0000007	LYTVA_22273	SACKO_16486
OG0000007	LYTVA_23216	SACKO_25751
OG0000007	LYTVA_18159	SACKO_30170
OG0000007	LYTVA_27359	SACKO_17363
OG0000007	LYTVA_10898	SACKO_33128
OG0000007	LYTVA_17245	SACKO_15694
OG0000007	LYTVA_04121	SACKO_22717
OG0000007	LYTVA_25288	SACKO_04591
OG0000007	LYTVA_03206	SACKO_27771
OG0000007	LYTVA_12379, LYTVA_12378	SACKO_27817
OG0000007	LYTVA_12480	SACKO_00927
OG0000007	LYTVA_06652	SACKO_02233
OG0000007	LYTVA_22810, LYTVA_20192	SACKO_03579
OG0000007	LYTVA_19839	SACKO_31073
OG0000007	LYTVA_05177	SACKO_11981
OG0000008	LYTVA_29228	SACKO_08466
OG0000008	LYTVA_11403	SACKO_31986, SACKO_33937, SACKO_05540
OG0000008	LYTVA_19305	SACKO_00440, SACKO_12800
OG0000009	LYTVA_08221, LYTVA_08216	SACKO_05381
OG0000009	LYTVA_00908	SACKO_23301
OG0000009	LYTVA_28432	SACKO_10948
OG0000009	LYTVA_30063, LYTVA_15489	SACKO_01914
OG0000010	LYTVA_21273	SACKO_22527, SACKO_09182
OG0000011	LYTVA_13841, LYTVA_28284, LYTVA_29140, LYTVA_27141, LYTVA_25384, LYTVA_21583	SACKO_22764
OG0000012	LYTVA_11199, LYTVA_24773, LYTVA_27764	SACKO_25852, SACKO_05170, SACKO_05236, SACKO_05231, SACKO_27422, SACKO_01346, SACKO_05227, SACKO_05213, SACKO_06922, SACKO_10565
OG0000012	LYTVA_22482	SACKO_06077
OG0000012	LYTVA_12515, LYTVA_06149	SACKO_01736
OG0000012	LYTVA_24416	SACKO_05175
OG0000013	LYTVA_17421, LYTVA_15176, LYTVA_12759, LYTVA_00164, LYTVA_00165, LYTVA_15941, LYTVA_29938, LYTVA_08916, LYTVA_23579, LYTVA_15177, LYTVA_22519	SACKO_02509, SACKO_16247
OG0000014	LYTVA_29722	SACKO_03371, SACKO_03415, SACKO_03391, SACKO_22208, SACKO_17210, SACKO_07037
OG0000014	LYTVA_08715	SACKO_08621
OG0000014	LYTVA_19649, LYTVA_07770, LYTVA_25588, LYTVA_00400	SACKO_25933, SACKO_00449, SACKO_12265, SACKO_12257
OG0000014	LYTVA_13955	SACKO_13283
OG0000014	LYTVA_08890	SACKO_33008, SACKO_33001, SACKO_33229, SACKO_27033, SACKO_03881, SACKO_03885, SACKO_33003
OG0000015	LYTVA_04651	SACKO_07983
OG0000015	LYTVA_19488	SACKO_01122, SACKO_01126
OG0000015	LYTVA_26002	SACKO_31697
OG0000015	LYTVA_09631, LYTVA_17348, LYTVA_06152	SACKO_11254, SACKO_29684, SACKO_11255, SACKO_11287, SACKO_11889, SACKO_08390, SACKO_24547, SACKO_24571, SACKO_02855, SACKO_24548, SACKO_22485, SACKO_22502, SACKO_22509
OG0000015	LYTVA_06792	SACKO_09394, SACKO_11453, SACKO_31684
OG0000016	LYTVA_02179	SACKO_08552, SACKO_02763, SACKO_27519
OG0000016	LYTVA_09460, LYTVA_20745	SACKO_31968
OG0000016	LYTVA_00562	SACKO_23373, SACKO_07103, SACKO_18319
OG0000016	LYTVA_03299, LYTVA_00787	SACKO_11717
OG0000016	LYTVA_13704	SACKO_06390
OG0000016	LYTVA_26617, LYTVA_17022, LYTVA_17023, LYTVA_17018, LYTVA_17017, LYTVA_17021, LYTVA_10327, LYTVA_03034, LYTVA_01978	SACKO_10752, SACKO_25451, SACKO_06368, SACKO_16222, SACKO_01152, SACKO_01198, SACKO_02850, SACKO_02856, SACKO_23460, SACKO_02844, SACKO_00542, SACKO_04938, SACKO_04247, SACKO_12793, SACKO_30133, SACKO_06151, SACKO_06139, SACKO_16244, SACKO_18686, SACKO_27061, SACKO_06906, SACKO_06367, SACKO_06917
OG0000017	LYTVA_20423, LYTVA_02523, LYTVA_13694, LYTVA_17853, LYTVA_14292	SACKO_32297
OG0000017	LYTVA_04996, LYTVA_19500	SACKO_00987, SACKO_29799
OG0000017	LYTVA_26989, LYTVA_01310, LYTVA_21335, LYTVA_04412	SACKO_25642, SACKO_32786, SACKO_07720
OG0000017	LYTVA_21763	SACKO_00134
OG0000018	LYTVA_29857	SACKO_12447
OG0000018	LYTVA_18794	SACKO_25250, SACKO_10156
OG0000018	LYTVA_28161, LYTVA_00818	SACKO_20752
OG0000019	LYTVA_17120	SACKO_31972, SACKO_05035
OG0000019	LYTVA_14521	SACKO_20530, SACKO_31918
OG0000019	LYTVA_04809, LYTVA_22729	SACKO_29254
OG0000019	LYTVA_12149	SACKO_34115
OG0000019	LYTVA_18162	SACKO_15751, SACKO_33114, SACKO_23914, SACKO_33498, SACKO_30908, SACKO_12806
OG0000019	LYTVA_13754, LYTVA_11044, LYTVA_03700, LYTVA_17123, LYTVA_06066, LYTVA_08335, LYTVA_00256, LYTVA_17122, LYTVA_14016, LYTVA_15207, LYTVA_22229	SACKO_10721
OG0000020	LYTVA_00541	SACKO_05608
OG0000020	LYTVA_19355	SACKO_22951
OG0000020	LYTVA_09793	SACKO_32378
OG0000020	LYTVA_10182	SACKO_15147
OG0000020	LYTVA_04298	SACKO_20642
OG0000020	LYTVA_23496	SACKO_08732
OG0000020	LYTVA_26274	SACKO_26124
OG0000020	LYTVA_21287	SACKO_26857
OG0000020	LYTVA_21826	SACKO_10515
OG0000020	LYTVA_05479	SACKO_21519
OG0000020	LYTVA_08129	SACKO_08704
OG0000020	LYTVA_26447	SACKO_23553
OG0000020	LYTVA_23009	SACKO_16107, SACKO_20105
OG0000020	LYTVA_12234	SACKO_15854
OG0000020	LYTVA_17081	SACKO_20295
OG0000020	LYTVA_06231	SACKO_29670
OG0000020	LYTVA_13730	SACKO_04148
OG0000020	LYTVA_09530	SACKO_24638
OG0000020	LYTVA_00542	SACKO_04828
OG0000020	LYTVA_26250	SACKO_14423
OG0000021	LYTVA_14789, LYTVA_18860	SACKO_17226, SACKO_17242, SACKO_17184
OG0000021	LYTVA_04917	SACKO_24549
OG0000021	LYTVA_13480, LYTVA_00042, LYTVA_13481	SACKO_04567
OG0000021	LYTVA_10118	SACKO_32115
OG0000021	LYTVA_09991	SACKO_15594
OG0000021	LYTVA_09981	SACKO_33152
OG0000021	LYTVA_02440	SACKO_31258, SACKO_00486, SACKO_14364, SACKO_10771, SACKO_11695, SACKO_09800, SACKO_24631
OG0000021	LYTVA_23988, LYTVA_17642, LYTVA_28466, LYTVA_02036, LYTVA_14564, LYTVA_23987, LYTVA_25778	SACKO_25838
OG0000021	LYTVA_00398	SACKO_24637, SACKO_24630, SACKO_24646
OG0000021	LYTVA_01830, LYTVA_09376, LYTVA_05943	SACKO_24640
OG0000023	LYTVA_11225	SACKO_10529
OG0000023	LYTVA_05858, LYTVA_00206, LYTVA_12353, LYTVA_13074	SACKO_06926
OG0000023	LYTVA_20952, LYTVA_04490, LYTVA_24711, LYTVA_01233, LYTVA_21144, LYTVA_20416	SACKO_14770
OG0000023	LYTVA_27483	SACKO_29082, SACKO_29077
OG0000023	LYTVA_08392, LYTVA_08393	SACKO_02636, SACKO_32832, SACKO_04746, SACKO_21615, SACKO_02641, SACKO_06924
OG0000025	LYTVA_14879, LYTVA_14642, LYTVA_07343	SACKO_19443
OG0000025	LYTVA_12652	SACKO_21220
OG0000026	LYTVA_08598, LYTVA_05009, LYTVA_02302	SACKO_19144
OG0000026	LYTVA_25523, LYTVA_12516	SACKO_15830
OG0000026	LYTVA_25399, LYTVA_26794	SACKO_19336, SACKO_18847
OG0000026	LYTVA_19796	SACKO_24091
OG0000027	LYTVA_19671, LYTVA_28057, LYTVA_19674, LYTVA_23495, LYTVA_25604, LYTVA_04986, LYTVA_22090	SACKO_16243, SACKO_16215, SACKO_20907, SACKO_20901, SACKO_20909, SACKO_20913, SACKO_20906, SACKO_20908, SACKO_20904, SACKO_01887, SACKO_01902, SACKO_24465, SACKO_19838, SACKO_12782, SACKO_13981
OG0000028	LYTVA_11085	SACKO_21235
OG0000028	LYTVA_07479, LYTVA_22824	SACKO_11105, SACKO_11126
OG0000028	LYTVA_11743	SACKO_32628
OG0000028	LYTVA_12763	SACKO_00054, SACKO_29910
OG0000028	LYTVA_29172	SACKO_04520
OG0000029	LYTVA_19314	SACKO_10012, SACKO_10033
OG0000029	LYTVA_19555, LYTVA_01403, LYTVA_23870	SACKO_12540, SACKO_04574
OG0000029	LYTVA_25609, LYTVA_12911, LYTVA_03248	SACKO_14992, SACKO_14998, SACKO_15002
OG0000029	LYTVA_02569, LYTVA_10073	SACKO_15001
OG0000029	LYTVA_21024, LYTVA_08387, LYTVA_22534, LYTVA_00646, LYTVA_22532, LYTVA_00647, LYTVA_22533, LYTVA_18531, LYTVA_06596, LYTVA_23983, LYTVA_23982, LYTVA_14667, LYTVA_03114, LYTVA_21079, LYTVA_11087, LYTVA_07847, LYTVA_16374, LYTVA_14118, LYTVA_17454, LYTVA_10670, LYTVA_10669, LYTVA_12106, LYTVA_25172, LYTVA_28751, LYTVA_15803, LYTVA_05470, LYTVA_12796, LYTVA_24295, LYTVA_15802, LYTVA_16107, LYTVA_15826, LYTVA_25550, LYTVA_16955, LYTVA_29691, LYTVA_23564, LYTVA_08386	SACKO_26681, SACKO_26700, SACKO_26680, SACKO_26670, SACKO_26667, SACKO_25014, SACKO_14195
OG0000030	LYTVA_02137	SACKO_19657, SACKO_34042
OG0000030	LYTVA_13667	SACKO_19659, SACKO_06190, SACKO_06196
OG0000030	LYTVA_25177, LYTVA_24082, LYTVA_18277, LYTVA_24623	SACKO_06188, SACKO_06167, SACKO_15139, SACKO_15143
OG0000030	LYTVA_26760	SACKO_15145, SACKO_06184, SACKO_15141, SACKO_15135, SACKO_06169, SACKO_06668, SACKO_06170
OG0000030	LYTVA_28697	SACKO_23559
OG0000030	LYTVA_20955, LYTVA_09651	SACKO_16655, SACKO_09928, SACKO_09940
OG0000030	LYTVA_26586	SACKO_34092, SACKO_34095
OG0000030	LYTVA_27440	SACKO_33974
OG0000031	LYTVA_04157, LYTVA_03000	SACKO_18621
OG0000031	LYTVA_07242	SACKO_18614
OG0000031	LYTVA_19491	SACKO_16512
OG0000031	LYTVA_13645	SACKO_21501
OG0000031	LYTVA_05124	SACKO_14417
OG0000031	LYTVA_29658	SACKO_32680
OG0000031	LYTVA_09735	SACKO_03088
OG0000031	LYTVA_24172	SACKO_31006
OG0000032	LYTVA_15487, LYTVA_14158	SACKO_20615
OG0000032	LYTVA_08468, LYTVA_02734	SACKO_20618, SACKO_18250, SACKO_18255, SACKO_27193, SACKO_27208, SACKO_28754
OG0000032	LYTVA_00916, LYTVA_07790, LYTVA_22021, LYTVA_08868, LYTVA_21508, LYTVA_13715, LYTVA_12246, LYTVA_11875, LYTVA_02746	SACKO_02664
OG0000034	LYTVA_20191	SACKO_08906
OG0000034	LYTVA_09293	SACKO_15619
OG0000034	LYTVA_04080	SACKO_19192
OG0000034	LYTVA_29167, LYTVA_10612	SACKO_16505
OG0000034	LYTVA_11788	SACKO_05860
OG0000034	LYTVA_12673	SACKO_29852
OG0000034	LYTVA_04355, LYTVA_01145	SACKO_18648
OG0000034	LYTVA_06697	SACKO_20915
OG0000034	LYTVA_00403, LYTVA_27135	SACKO_21906
OG0000035	LYTVA_03445	SACKO_31939
OG0000035	LYTVA_02303, LYTVA_16617	SACKO_31936
OG0000035	LYTVA_27828	SACKO_12639
OG0000035	LYTVA_22468	SACKO_13246
OG0000035	LYTVA_12116	SACKO_19307, SACKO_22660
OG0000035	LYTVA_12115	SACKO_07333, SACKO_04598
OG0000035	LYTVA_04128	SACKO_08422
OG0000036	LYTVA_03325, LYTVA_20435, LYTVA_20437, LYTVA_25631, LYTVA_25629, LYTVA_25630, LYTVA_25628, LYTVA_10478, LYTVA_03947	SACKO_28321
OG0000036	LYTVA_14662	SACKO_21179
OG0000036	LYTVA_29789, LYTVA_04431, LYTVA_20434	SACKO_14647
OG0000036	LYTVA_07532, LYTVA_03326, LYTVA_18880, LYTVA_25896	SACKO_28315
OG0000036	LYTVA_13566	SACKO_14641
OG0000037	LYTVA_02747	SACKO_15149
OG0000037	LYTVA_25050, LYTVA_25057, LYTVA_25048	SACKO_17953, SACKO_17956
OG0000037	LYTVA_04662	SACKO_33312, SACKO_33301, SACKO_07664, SACKO_07652, SACKO_16025
OG0000038	LYTVA_19606, LYTVA_09821	SACKO_01199
OG0000038	LYTVA_19605	SACKO_08703
OG0000038	LYTVA_00437	SACKO_00016
OG0000038	LYTVA_10088	SACKO_03843, SACKO_27059, SACKO_05705, SACKO_05293
OG0000038	LYTVA_09823	SACKO_05258, SACKO_05271
OG0000038	LYTVA_19607	SACKO_08715
OG0000039	LYTVA_16233	SACKO_16701
OG0000039	LYTVA_07607	SACKO_15245
OG0000039	LYTVA_02868	SACKO_26168, SACKO_17372
OG0000040	LYTVA_16038, LYTVA_13614, LYTVA_19660	SACKO_01629
OG0000040	LYTVA_16039, LYTVA_16036, LYTVA_22091, LYTVA_29527, LYTVA_27351, LYTVA_03168, LYTVA_11912, LYTVA_06756, LYTVA_18912, LYTVA_12532, LYTVA_15738, LYTVA_27452, LYTVA_05580, LYTVA_25285	SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851
OG0000041	LYTVA_25852	SACKO_08282
OG0000041	LYTVA_03177	SACKO_06515
OG0000043	LYTVA_26935	SACKO_10915
OG0000043	LYTVA_00226	SACKO_11078
OG0000043	LYTVA_12710	SACKO_09694
OG0000044	LYTVA_11853	SACKO_25267, SACKO_00121
OG0000044	LYTVA_26561	SACKO_11589
OG0000045	LYTVA_24388, LYTVA_02507	SACKO_32932
OG0000045	LYTVA_12531	SACKO_11824
OG0000045	LYTVA_10187, LYTVA_26738	SACKO_03986, SACKO_29244
OG0000045	LYTVA_17566, LYTVA_00420	SACKO_13295, SACKO_19354
OG0000046	LYTVA_22286	SACKO_18448
OG0000046	LYTVA_20626	SACKO_30288
OG0000048	LYTVA_25775	SACKO_10818
OG0000048	LYTVA_15043	SACKO_04413
OG0000048	LYTVA_26635	SACKO_24161
OG0000048	LYTVA_27999	SACKO_03133
OG0000048	LYTVA_08149	SACKO_17673
OG0000048	LYTVA_17485, LYTVA_17487, LYTVA_17489	SACKO_04525, SACKO_04530, SACKO_31187
OG0000048	LYTVA_11620	SACKO_29639
OG0000049	LYTVA_16567	SACKO_08936
OG0000049	LYTVA_21152	SACKO_25469
OG0000049	LYTVA_07886	SACKO_03908
OG0000049	LYTVA_06358	SACKO_04800
OG0000049	LYTVA_25007	SACKO_29659
OG0000049	LYTVA_28129	SACKO_17863
OG0000050	LYTVA_22854, LYTVA_13054, LYTVA_07499	SACKO_33502, SACKO_27829, SACKO_28831, SACKO_23972
OG0000050	LYTVA_19706	SACKO_14672, SACKO_27112, SACKO_18956, SACKO_28081, SACKO_24685
OG0000050	LYTVA_22634, LYTVA_29206, LYTVA_08549, LYTVA_25325, LYTVA_16900, LYTVA_03419	SACKO_16669, SACKO_28066, SACKO_21118
OG0000050	LYTVA_16160, LYTVA_19016, LYTVA_06118, LYTVA_23189	SACKO_21879, SACKO_14082, SACKO_12826, SACKO_19173, SACKO_06375, SACKO_10464, SACKO_01876, SACKO_20008
OG0000050	LYTVA_13929, LYTVA_13140	SACKO_16143
OG0000050	LYTVA_14198	SACKO_17648
OG0000051	LYTVA_20043, LYTVA_13578, LYTVA_29605, LYTVA_13579, LYTVA_20045, LYTVA_20046, LYTVA_12866, LYTVA_12868, LYTVA_12869, LYTVA_29317, LYTVA_29318, LYTVA_29319, LYTVA_03012, LYTVA_09968, LYTVA_16489, LYTVA_16496, LYTVA_27370	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467
OG0000051	LYTVA_02533, LYTVA_15636, LYTVA_24100, LYTVA_12428	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726
OG0000053	LYTVA_15391	SACKO_15467, SACKO_21226, SACKO_03699, SACKO_03709, SACKO_16849, SACKO_03708, SACKO_00170, SACKO_03706, SACKO_21212, SACKO_21731, SACKO_21734, SACKO_21245, SACKO_21203, SACKO_21243, SACKO_21250, SACKO_21249, SACKO_21277, SACKO_21223, SACKO_21269
OG0000053	LYTVA_28577, LYTVA_28578	SACKO_23808
OG0000054	LYTVA_10090, LYTVA_07086, LYTVA_21421, LYTVA_17925, LYTVA_09472, LYTVA_10089	SACKO_11814, SACKO_18179
OG0000054	LYTVA_11502, LYTVA_10035, LYTVA_09103	SACKO_17476
OG0000055	LYTVA_08084	SACKO_00479
OG0000055	LYTVA_05265	SACKO_08410, SACKO_08510, SACKO_08388, SACKO_04838, SACKO_05123, SACKO_33317
OG0000055	LYTVA_09126, LYTVA_26970, LYTVA_18344, LYTVA_18117	SACKO_06734, SACKO_16034, SACKO_06736, SACKO_22855, SACKO_06730, SACKO_06723, SACKO_22841, SACKO_06754, SACKO_06753, SACKO_10896, SACKO_10914, SACKO_10917, SACKO_10872, SACKO_10884, SACKO_27588, SACKO_10909, SACKO_10921, SACKO_10902, SACKO_27559, SACKO_10916, SACKO_30027
OG0000056	LYTVA_03272	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672
OG0000056	LYTVA_25903	SACKO_24135
OG0000056	LYTVA_02051	SACKO_14382, SACKO_02173, SACKO_16829, SACKO_08042, SACKO_11469
OG0000056	LYTVA_23383	SACKO_13827
OG0000056	LYTVA_28840	SACKO_01900
OG0000056	LYTVA_00266	SACKO_16845
OG0000056	LYTVA_13357	SACKO_05139
OG0000058	LYTVA_05352, LYTVA_05598, LYTVA_13005	SACKO_00929, SACKO_00933, SACKO_00911
OG0000059	LYTVA_18957	SACKO_01899
OG0000059	LYTVA_17899	SACKO_09491
OG0000059	LYTVA_14597, LYTVA_19539	SACKO_10142, SACKO_10130, SACKO_25287, SACKO_10138, SACKO_34062, SACKO_14060, SACKO_25475, SACKO_34023, SACKO_34073
OG0000059	LYTVA_23483, LYTVA_23387	SACKO_27650, SACKO_27632, SACKO_27652, SACKO_13821, SACKO_17647
OG0000059	LYTVA_06967, LYTVA_19211, LYTVA_17534	SACKO_18357
OG0000060	LYTVA_30158, LYTVA_18098	SACKO_26044
OG0000060	LYTVA_02319	SACKO_07510
OG0000060	LYTVA_10196	SACKO_08309
OG0000061	LYTVA_16102	SACKO_02041
OG0000061	LYTVA_20900	SACKO_02073
OG0000061	LYTVA_02993, LYTVA_26455, LYTVA_26459	SACKO_02064
OG0000061	LYTVA_19867	SACKO_22956, SACKO_22933
OG0000061	LYTVA_16101	SACKO_27147
OG0000062	LYTVA_01528	SACKO_15963, SACKO_09033
OG0000062	LYTVA_18550	SACKO_15645
OG0000063	LYTVA_03474	SACKO_12392
OG0000063	LYTVA_28622	SACKO_30337
OG0000063	LYTVA_16178	SACKO_15119
OG0000064	LYTVA_25756, LYTVA_19553, LYTVA_11533, LYTVA_25986, LYTVA_20628, LYTVA_08302, LYTVA_26954, LYTVA_23516, LYTVA_23510, LYTVA_23508, LYTVA_20029, LYTVA_23509, LYTVA_23514, LYTVA_23515, LYTVA_23517, LYTVA_19853, LYTVA_19855, LYTVA_08702, LYTVA_12533, LYTVA_19854, LYTVA_18448, LYTVA_23953, LYTVA_01963	SACKO_03953, SACKO_27131
OG0000064	LYTVA_15002	SACKO_11181, SACKO_33748, SACKO_33926, SACKO_02093, SACKO_02651, SACKO_02637, SACKO_03379, SACKO_23578, SACKO_02607, SACKO_14997, SACKO_02960, SACKO_12041, SACKO_12045, SACKO_12849, SACKO_12930, SACKO_32856, SACKO_32869, SACKO_23645, SACKO_16843, SACKO_04615
OG0000064	LYTVA_26515	SACKO_28653, SACKO_03949, SACKO_30966, SACKO_31590, SACKO_03966, SACKO_08407
OG0000066	LYTVA_00023	SACKO_02924
OG0000066	LYTVA_01899	SACKO_12792
OG0000066	LYTVA_28191	SACKO_01637
OG0000066	LYTVA_19934	SACKO_22338
OG0000066	LYTVA_14724	SACKO_23403
OG0000067	LYTVA_00141, LYTVA_19952, LYTVA_28647	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369
OG0000067	LYTVA_26045	SACKO_16903, SACKO_03814, SACKO_03817, SACKO_18910
OG0000068	LYTVA_07218, LYTVA_11696, LYTVA_13367, LYTVA_16452, LYTVA_16451, LYTVA_16446, LYTVA_11505, LYTVA_21833, LYTVA_15019, LYTVA_02519, LYTVA_23071, LYTVA_16450	SACKO_13373, SACKO_07008, SACKO_31433, SACKO_13374, SACKO_13369, SACKO_13372, SACKO_13381
OG0000069	LYTVA_15781	SACKO_07016, SACKO_15035
OG0000070	LYTVA_12849	SACKO_18930, SACKO_18932
OG0000070	LYTVA_20188, LYTVA_21334	SACKO_08575
OG0000070	LYTVA_15079	SACKO_16529, SACKO_03669
OG0000070	LYTVA_12105, LYTVA_23845, LYTVA_23846, LYTVA_20695	SACKO_06869, SACKO_08780, SACKO_08776, SACKO_17153
OG0000070	LYTVA_28943, LYTVA_15085	SACKO_29369, SACKO_16538, SACKO_10537
OG0000070	LYTVA_24840, LYTVA_07974, LYTVA_17344, LYTVA_15317	SACKO_10050, SACKO_01480, SACKO_29930
OG0000071	LYTVA_30156	SACKO_24289
OG0000071	LYTVA_22942, LYTVA_22941, LYTVA_07051, LYTVA_07050	SACKO_08311
OG0000072	LYTVA_16436	SACKO_30660
OG0000072	LYTVA_26888	SACKO_25103
OG0000072	LYTVA_23422	SACKO_14515
OG0000072	LYTVA_09419	SACKO_31517
OG0000074	LYTVA_27116, LYTVA_29211, LYTVA_07270, LYTVA_29253, LYTVA_09687	SACKO_04859
OG0000074	LYTVA_24139	SACKO_00567, SACKO_23013
OG0000074	LYTVA_17968	SACKO_20268
OG0000074	LYTVA_23288, LYTVA_24012, LYTVA_15630, LYTVA_11187, LYTVA_06007, LYTVA_06008, LYTVA_06009, LYTVA_06154	SACKO_01565, SACKO_20235, SACKO_20240, SACKO_02109, SACKO_12436, SACKO_31326, SACKO_31311, SACKO_16881, SACKO_29200, SACKO_29259, SACKO_32314, SACKO_29235, SACKO_02421, SACKO_29199, SACKO_29193, SACKO_29237, SACKO_29214, SACKO_02420, SACKO_15509, SACKO_14575, SACKO_14398, SACKO_14464, SACKO_14421, SACKO_26150, SACKO_06386, SACKO_14271, SACKO_08735
OG0000075	LYTVA_00904	SACKO_07161
OG0000075	LYTVA_07044	SACKO_31868
OG0000075	LYTVA_01857	SACKO_31864
OG0000075	LYTVA_12523	SACKO_09677
OG0000076	LYTVA_12560, LYTVA_10852	SACKO_01868
OG0000077	LYTVA_24286	SACKO_13734
OG0000077	LYTVA_24922, LYTVA_15408	SACKO_25683
OG0000077	LYTVA_08553	SACKO_24063
OG0000077	LYTVA_24285	SACKO_24085
