Orthogroup	LYTVA_ok	APOSC_ok
OG0000028	LYTVA_29172	APOSC_04522
OG0000029	LYTVA_19555	APOSC_07574
OG0000029	LYTVA_01403, LYTVA_23870	APOSC_20436
OG0000029	LYTVA_25609	APOSC_18084
OG0000029	LYTVA_16374, LYTVA_14118, LYTVA_17454, LYTVA_10670, LYTVA_10669, LYTVA_12106, LYTVA_25172, LYTVA_28751, LYTVA_15803, LYTVA_05470, LYTVA_12796, LYTVA_24295, LYTVA_15802, LYTVA_16107, LYTVA_15826, LYTVA_25550, LYTVA_16955, LYTVA_29691, LYTVA_23564, LYTVA_08386	APOSC_15506
OG0000030	LYTVA_13667	APOSC_06833, APOSC_14874, APOSC_04381
OG0000030	LYTVA_25177, LYTVA_24082, LYTVA_18277, LYTVA_24623	APOSC_23944, APOSC_11647, APOSC_21982
OG0000030	LYTVA_26760	APOSC_21869, APOSC_21866, APOSC_21868, APOSC_21867
OG0000030	LYTVA_28697	APOSC_00359
OG0000030	LYTVA_20955	APOSC_18052
OG0000030	LYTVA_09651	APOSC_19478
OG0000030	LYTVA_26586	APOSC_12431, APOSC_12430
OG0000030	LYTVA_26755, LYTVA_09586, LYTVA_27291, LYTVA_25957	APOSC_12149
OG0000030	LYTVA_27440	APOSC_27610
OG0000031	LYTVA_04157, LYTVA_03000	APOSC_14687
OG0000031	LYTVA_07242	APOSC_14535
OG0000031	LYTVA_19491	APOSC_00328
OG0000031	LYTVA_13645	APOSC_01319
OG0000031	LYTVA_05124	APOSC_17680
OG0000031	LYTVA_29658	APOSC_02579
OG0000031	LYTVA_09735	APOSC_22997
OG0000031	LYTVA_24172	APOSC_06756, APOSC_06755
OG0000032	LYTVA_21601	APOSC_07613, APOSC_02397, APOSC_12691, APOSC_10351, APOSC_01318, APOSC_23129
OG0000032	LYTVA_00916	APOSC_24218
OG0000032	LYTVA_22021, LYTVA_08868, LYTVA_21508, LYTVA_13715	APOSC_15369, APOSC_23030, APOSC_14347, APOSC_17486, APOSC_15168, APOSC_06921, APOSC_26892, APOSC_15726
OG0000032	LYTVA_26011, LYTVA_24216, LYTVA_22020	APOSC_11250, APOSC_11249, APOSC_24933
OG0000034	LYTVA_20191	APOSC_28767, APOSC_28766
OG0000034	LYTVA_09293	APOSC_01056
OG0000034	LYTVA_04080	APOSC_00389
OG0000034	LYTVA_29167, LYTVA_10612	APOSC_10138
OG0000034	LYTVA_11788	APOSC_10830
OG0000034	LYTVA_12673	APOSC_23397
OG0000034	LYTVA_04355, LYTVA_01145	APOSC_00072
OG0000034	LYTVA_06697	APOSC_15909
OG0000034	LYTVA_00403, LYTVA_27135	APOSC_25715
OG0000035	LYTVA_03445	APOSC_21179
OG0000035	LYTVA_02303, LYTVA_16617	APOSC_22023, APOSC_22024, APOSC_12588, APOSC_03857, APOSC_23863, APOSC_01826
OG0000035	LYTVA_27828	APOSC_04998
OG0000035	LYTVA_22468	APOSC_25573
OG0000035	LYTVA_12116	APOSC_21135, APOSC_21136
OG0000035	LYTVA_12115	APOSC_16251
OG0000035	LYTVA_04128	APOSC_27270
OG0000036	LYTVA_03325	APOSC_08020
OG0000036	LYTVA_20435, LYTVA_20437	APOSC_04631, APOSC_04630
OG0000036	LYTVA_29789	APOSC_05772, APOSC_15090, APOSC_26588
OG0000036	LYTVA_13908, LYTVA_15589, LYTVA_17448, LYTVA_14119, LYTVA_09824, LYTVA_28930, LYTVA_28136	APOSC_07168, APOSC_20421, APOSC_22182
OG0000036	LYTVA_07532	APOSC_22964, APOSC_22965
OG0000036	LYTVA_03326, LYTVA_18880, LYTVA_25896	APOSC_06557, APOSC_05790
OG0000037	LYTVA_11127	APOSC_16399
OG0000037	LYTVA_06887, LYTVA_08523, LYTVA_24218, LYTVA_22087	APOSC_03749, APOSC_00065
OG0000037	LYTVA_02747	APOSC_28740
OG0000037	LYTVA_25050, LYTVA_25057, LYTVA_25048	APOSC_09580
OG0000037	LYTVA_04662	APOSC_20507, APOSC_00307
OG0000038	LYTVA_25193	APOSC_23718
OG0000038	LYTVA_09821	APOSC_20988
OG0000038	LYTVA_09820, LYTVA_11687, LYTVA_19608	APOSC_26556, APOSC_03113
OG0000038	LYTVA_00437	APOSC_10282, APOSC_28935, APOSC_28699, APOSC_05456, APOSC_13411, APOSC_17001, APOSC_06556, APOSC_03890, APOSC_04299
OG0000038	LYTVA_05063	APOSC_17727, APOSC_26790, APOSC_06670, APOSC_12872, APOSC_10359, APOSC_20091, APOSC_10945
OG0000038	LYTVA_10088	APOSC_05746
OG0000038	LYTVA_09823	APOSC_25222, APOSC_10656
OG0000038	LYTVA_19607	APOSC_08888
OG0000039	LYTVA_16233, LYTVA_28543	APOSC_00666
OG0000039	LYTVA_13062	APOSC_22387
OG0000040	LYTVA_16038, LYTVA_13614, LYTVA_19660	APOSC_11722
OG0000040	LYTVA_16039, LYTVA_16036, LYTVA_22091, LYTVA_29527, LYTVA_27351, LYTVA_03168, LYTVA_11912, LYTVA_06756, LYTVA_18912, LYTVA_12532, LYTVA_15738, LYTVA_27452, LYTVA_05580, LYTVA_25285	APOSC_12799, APOSC_05455, APOSC_11724, APOSC_11723, APOSC_18664, APOSC_11832, APOSC_16301, APOSC_16488, APOSC_28921, APOSC_07234
OG0000041	LYTVA_08901, LYTVA_17546, LYTVA_17545	APOSC_19034
OG0000041	LYTVA_25852	APOSC_26184
OG0000041	LYTVA_03177	APOSC_00445
OG0000043	LYTVA_00226	APOSC_07558
OG0000044	LYTVA_11853	APOSC_25765
OG0000044	LYTVA_10017	APOSC_03195
OG0000044	LYTVA_14074	APOSC_22317
OG0000044	LYTVA_26561	APOSC_27143
OG0000044	LYTVA_19279	APOSC_11406
OG0000044	LYTVA_19469, LYTVA_22018	APOSC_23682, APOSC_07549
OG0000045	LYTVA_24388, LYTVA_02507	APOSC_22585, APOSC_21035, APOSC_21563, APOSC_17346
OG0000045	LYTVA_18966, LYTVA_26918, LYTVA_16354, LYTVA_18082	APOSC_24613
OG0000045	LYTVA_05655	APOSC_04551
OG0000045	LYTVA_07146, LYTVA_18766, LYTVA_11571, LYTVA_03087, LYTVA_21403	APOSC_08754
OG0000045	LYTVA_12531	APOSC_07318
OG0000046	LYTVA_22286	APOSC_27956
OG0000046	LYTVA_20626	APOSC_17204, APOSC_26711
OG0000047	LYTVA_05505	APOSC_01752
OG0000047	LYTVA_13574	APOSC_18729
OG0000047	LYTVA_15082	APOSC_24081
OG0000048	LYTVA_25775	APOSC_08378
OG0000048	LYTVA_15043	APOSC_06436
OG0000048	LYTVA_17720, LYTVA_17428	APOSC_03154
OG0000048	LYTVA_27999	APOSC_05588
OG0000048	LYTVA_08149	APOSC_11695
OG0000048	LYTVA_17485, LYTVA_17487, LYTVA_17489	APOSC_20195, APOSC_19960, APOSC_08567, APOSC_07074, APOSC_07656
OG0000048	LYTVA_11620	APOSC_03220
OG0000049	LYTVA_16567	APOSC_16875
OG0000049	LYTVA_21152	APOSC_03799
OG0000049	LYTVA_07886	APOSC_00932
OG0000049	LYTVA_14034	APOSC_08279, APOSC_26768, APOSC_02986
OG0000049	LYTVA_25007	APOSC_12037, APOSC_12038
OG0000049	LYTVA_28129	APOSC_06675, APOSC_16013, APOSC_03058, APOSC_16012
OG0000049	LYTVA_02138	APOSC_13440
OG0000050	LYTVA_22854, LYTVA_13054, LYTVA_07499	APOSC_23849, APOSC_23848, APOSC_00680
OG0000050	LYTVA_19706	APOSC_25946, APOSC_16367, APOSC_02924, APOSC_04909
OG0000050	LYTVA_22634, LYTVA_29206, LYTVA_08549, LYTVA_25325, LYTVA_16900, LYTVA_03419	APOSC_12511, APOSC_15058, APOSC_21186
OG0000050	LYTVA_16160, LYTVA_19016, LYTVA_06118, LYTVA_23189	APOSC_20758, APOSC_27570
OG0000050	LYTVA_13929	APOSC_18309
OG0000050	LYTVA_13140	APOSC_00165
OG0000050	LYTVA_13188	APOSC_04902
OG0000050	LYTVA_17620	APOSC_20128
OG0000051	LYTVA_20043, LYTVA_13578, LYTVA_29605, LYTVA_13579, LYTVA_20045, LYTVA_20046, LYTVA_12866, LYTVA_12868, LYTVA_12869, LYTVA_29317, LYTVA_29318, LYTVA_29319, LYTVA_03012, LYTVA_09968, LYTVA_16489, LYTVA_16496, LYTVA_27370	APOSC_27336, APOSC_26514, APOSC_20666, APOSC_22461, APOSC_22344, APOSC_05956, APOSC_05955, APOSC_12406, APOSC_19227, APOSC_13392, APOSC_24381, APOSC_14991, APOSC_06697, APOSC_26726, APOSC_24540, APOSC_13520, APOSC_16788, APOSC_16789
OG0000051	LYTVA_02533, LYTVA_15636, LYTVA_24100, LYTVA_12428	APOSC_17477, APOSC_05458, APOSC_29038
OG0000052	LYTVA_25360, LYTVA_13343, LYTVA_27172, LYTVA_14727, LYTVA_07095, LYTVA_26162	APOSC_25118, APOSC_15608, APOSC_21574, APOSC_12782, APOSC_22044
OG0000053	LYTVA_16375	APOSC_10479
OG0000053	LYTVA_09995, LYTVA_10692, LYTVA_10696	APOSC_18028
OG0000053	LYTVA_09644, LYTVA_11537, LYTVA_11539, LYTVA_00784, LYTVA_11538	APOSC_17326, APOSC_04519, APOSC_16028, APOSC_09189
OG0000053	LYTVA_10743, LYTVA_12622, LYTVA_05055, LYTVA_03521, LYTVA_18088, LYTVA_00806	APOSC_21378, APOSC_28641, APOSC_01208, APOSC_23789
OG0000053	LYTVA_18779, LYTVA_10493, LYTVA_28008, LYTVA_18776, LYTVA_09131	APOSC_16155
OG0000053	LYTVA_11130, LYTVA_14984	APOSC_19400, APOSC_15301
OG0000053	LYTVA_16852	APOSC_25850
OG0000054	LYTVA_11502, LYTVA_10035, LYTVA_09103	APOSC_11718, APOSC_21385, APOSC_21386, APOSC_08913, APOSC_09151
OG0000055	LYTVA_08084	APOSC_17351
OG0000055	LYTVA_05265, LYTVA_05724, LYTVA_23050, LYTVA_10558, LYTVA_00384, LYTVA_20676, LYTVA_30008, LYTVA_16090, LYTVA_10734	APOSC_22457
OG0000056	LYTVA_03272	APOSC_00208, APOSC_00207, APOSC_00209
OG0000056	LYTVA_25903	APOSC_17578, APOSC_21646
OG0000056	LYTVA_29706	APOSC_04117
OG0000056	LYTVA_23383	APOSC_04228
OG0000058	LYTVA_14430	APOSC_06035, APOSC_20919
OG0000058	LYTVA_15397, LYTVA_14164	APOSC_07162
OG0000058	LYTVA_05598, LYTVA_13005	APOSC_22361, APOSC_16962, APOSC_27470, APOSC_25169
OG0000059	LYTVA_18957	APOSC_10184
OG0000059	LYTVA_17899	APOSC_17410
OG0000059	LYTVA_05676	APOSC_10123
OG0000059	LYTVA_14597	APOSC_05314
OG0000059	LYTVA_19539	APOSC_25638
OG0000059	LYTVA_23387	APOSC_08890
OG0000059	LYTVA_06967, LYTVA_19211	APOSC_00480
OG0000060	LYTVA_30158, LYTVA_18098	APOSC_15645
OG0000060	LYTVA_02319	APOSC_26756
OG0000060	LYTVA_16681, LYTVA_27455, LYTVA_18661, LYTVA_15046, LYTVA_11690, LYTVA_27067, LYTVA_20469, LYTVA_27945, LYTVA_28067, LYTVA_19641, LYTVA_23621, LYTVA_28547, LYTVA_22653, LYTVA_18637, LYTVA_13960, LYTVA_15384	APOSC_09536, APOSC_09537
OG0000060	LYTVA_10196	APOSC_08992
OG0000061	LYTVA_16102	APOSC_14996
OG0000061	LYTVA_20900	APOSC_00292
OG0000061	LYTVA_02993	APOSC_26114
OG0000061	LYTVA_26455, LYTVA_26459	APOSC_02472
OG0000061	LYTVA_19867	APOSC_15254
OG0000061	LYTVA_16101	APOSC_00372
OG0000062	LYTVA_15332	APOSC_13553, APOSC_13555
OG0000062	LYTVA_27501, LYTVA_24383	APOSC_22259, APOSC_22260
OG0000062	LYTVA_01528	APOSC_26763
OG0000062	LYTVA_18550	APOSC_18486, APOSC_01084
OG0000062	LYTVA_02333, LYTVA_05093, LYTVA_01566	APOSC_04350, APOSC_22669, APOSC_22670
OG0000063	LYTVA_03474	APOSC_25041
OG0000063	LYTVA_28622	APOSC_17949
OG0000063	LYTVA_11640	APOSC_04214
OG0000063	LYTVA_16178	APOSC_13886, APOSC_04832
OG0000064	LYTVA_25756	APOSC_02073
OG0000064	LYTVA_19553, LYTVA_11533, LYTVA_25986, LYTVA_20628	APOSC_18105, APOSC_02888, APOSC_19510, APOSC_15388, APOSC_20038, APOSC_07444, APOSC_02613, APOSC_05716, APOSC_25945, APOSC_15039, APOSC_20441, APOSC_24674
OG0000064	LYTVA_01963	APOSC_13863
