Orthogroup	LYTVA_ok	STRPU_ok
OG0000002	LYTVA_23101	STRPU_23131
OG0000002	LYTVA_29091	STRPU_24779, STRPU_24782
OG0000002	LYTVA_16674	STRPU_24496
OG0000002	LYTVA_03491	STRPU_22731
OG0000002	LYTVA_22589	STRPU_04929
OG0000002	LYTVA_22154, LYTVA_22588	STRPU_10056, STRPU_10135, STRPU_10129, STRPU_13264, STRPU_11045, STRPU_00383, STRPU_10128
OG0000002	LYTVA_25289	STRPU_13989, STRPU_13992, STRPU_13990, STRPU_13991
OG0000002	LYTVA_01784	STRPU_25851
OG0000002	LYTVA_07084	STRPU_07176
OG0000002	LYTVA_09655, LYTVA_07085	STRPU_07177, STRPU_18026
OG0000002	LYTVA_29176	STRPU_03083
OG0000002	LYTVA_09815	STRPU_22053, STRPU_10449, STRPU_10451, STRPU_10453
OG0000002	LYTVA_04765	STRPU_11801
OG0000002	LYTVA_26938	STRPU_03069
OG0000002	LYTVA_07995, LYTVA_23824	STRPU_04415, STRPU_16798
OG0000002	LYTVA_17551	STRPU_15494, STRPU_16800, STRPU_16796
OG0000002	LYTVA_25582	STRPU_04913
OG0000002	LYTVA_22408	STRPU_04447
OG0000002	LYTVA_05820	STRPU_06289, STRPU_06334
OG0000002	LYTVA_21553	STRPU_18021, STRPU_18027
OG0000003	LYTVA_28727	STRPU_19737
OG0000003	LYTVA_23292	STRPU_08514
OG0000003	LYTVA_29159	STRPU_24147
OG0000003	LYTVA_21164	STRPU_06865
OG0000003	LYTVA_25607, LYTVA_21606	STRPU_00063
OG0000003	LYTVA_15536	STRPU_07634
OG0000003	LYTVA_06469	STRPU_17996
OG0000003	LYTVA_20987	STRPU_20154
OG0000004	LYTVA_04445	STRPU_27010
OG0000004	LYTVA_03048	STRPU_27431
OG0000004	LYTVA_22297	STRPU_09499, STRPU_09497
OG0000004	LYTVA_07389, LYTVA_03537	STRPU_07696, STRPU_07682, STRPU_22142
OG0000004	LYTVA_23131	STRPU_26215, STRPU_26214
OG0000004	LYTVA_04400	STRPU_26969
OG0000004	LYTVA_13223	STRPU_26895
OG0000004	LYTVA_02998	STRPU_18793, STRPU_18804, STRPU_18942, STRPU_18792, STRPU_18791
OG0000004	LYTVA_25806	STRPU_25306
OG0000004	LYTVA_27784, LYTVA_21700, LYTVA_21699	STRPU_07761
OG0000004	LYTVA_11605	STRPU_07767, STRPU_15502
OG0000004	LYTVA_23685, LYTVA_10559	STRPU_03859, STRPU_25874, STRPU_03860
OG0000004	LYTVA_13382	STRPU_14052, STRPU_24326
OG0000004	LYTVA_25777	STRPU_12010, STRPU_01672, STRPU_12009
OG0000004	LYTVA_27196	STRPU_19328
OG0000004	LYTVA_05937	STRPU_20214, STRPU_02497, STRPU_15118
OG0000004	LYTVA_25040	STRPU_09105, STRPU_02076, STRPU_24332
OG0000004	LYTVA_08631	STRPU_03320, STRPU_03321
OG0000004	LYTVA_08482, LYTVA_13991	STRPU_03895
OG0000004	LYTVA_22300	STRPU_25881
OG0000004	LYTVA_22328	STRPU_25882
OG0000004	LYTVA_25768	STRPU_14825, STRPU_00765, STRPU_14824, STRPU_14822, STRPU_14823, STRPU_14826
OG0000004	LYTVA_11730	STRPU_19329
OG0000004	LYTVA_12705	STRPU_05439, STRPU_05438
OG0000004	LYTVA_03880	STRPU_07212, STRPU_07214
OG0000004	LYTVA_11529	STRPU_07213
OG0000004	LYTVA_21459	STRPU_18587, STRPU_18596, STRPU_18643, STRPU_18598, STRPU_02836, STRPU_18641, STRPU_18592, STRPU_18603, STRPU_18636, STRPU_18639, STRPU_18645, STRPU_18591, STRPU_18600, STRPU_18604, STRPU_18595, STRPU_05674, STRPU_02831, STRPU_18647
OG0000004	LYTVA_00032	STRPU_18588, STRPU_18648, STRPU_18590
OG0000005	LYTVA_24142	STRPU_18110, STRPU_02307, STRPU_02309
OG0000005	LYTVA_01017	STRPU_17631, STRPU_02287
OG0000005	LYTVA_15338	STRPU_17625
OG0000005	LYTVA_23825	STRPU_17635, STRPU_02284
OG0000005	LYTVA_21648	STRPU_18029
OG0000005	LYTVA_29628	STRPU_17935
OG0000005	LYTVA_20265	STRPU_18030, STRPU_17651, STRPU_02270, STRPU_17649, STRPU_17652, STRPU_02271, STRPU_02273
OG0000005	LYTVA_15344	STRPU_02285, STRPU_00429, STRPU_17634, STRPU_02288, STRPU_17632, STRPU_02286, STRPU_17633, STRPU_19124, STRPU_02289
OG0000005	LYTVA_25103	STRPU_17623, STRPU_02297
OG0000005	LYTVA_15340	STRPU_17967, STRPU_17969, STRPU_02293, STRPU_02291, STRPU_02294, STRPU_17627, STRPU_17624, STRPU_02296, STRPU_17968
OG0000005	LYTVA_25468	STRPU_17713, STRPU_17714, STRPU_21910
OG0000005	LYTVA_12344	STRPU_15486, STRPU_15487
OG0000005	LYTVA_12436, LYTVA_12448, LYTVA_12437, LYTVA_01084, LYTVA_10225	STRPU_22203, STRPU_22202
OG0000005	LYTVA_01083, LYTVA_05447	STRPU_17272
OG0000005	LYTVA_21111	STRPU_26723
OG0000005	LYTVA_05821	STRPU_06288, STRPU_06333
OG0000005	LYTVA_12392	STRPU_02665, STRPU_01699
OG0000006	LYTVA_15901	STRPU_04777
OG0000006	LYTVA_21289	STRPU_05111, STRPU_05037
OG0000006	LYTVA_12321	STRPU_06684
OG0000006	LYTVA_03511	STRPU_06500
OG0000006	LYTVA_25253	STRPU_12594
OG0000006	LYTVA_07373	STRPU_20521
OG0000006	LYTVA_23957	STRPU_09165, STRPU_02127
OG0000006	LYTVA_14827	STRPU_09164
OG0000006	LYTVA_29757	STRPU_27184, STRPU_27203
OG0000006	LYTVA_18169	STRPU_07314
OG0000006	LYTVA_29412	STRPU_04403
OG0000006	LYTVA_25462	STRPU_04401
OG0000006	LYTVA_16832	STRPU_21069
OG0000006	LYTVA_16844	STRPU_21071
OG0000006	LYTVA_08878	STRPU_14340
OG0000006	LYTVA_23230	STRPU_22384
OG0000007	LYTVA_29912	STRPU_25459
OG0000007	LYTVA_22273	STRPU_26581
OG0000007	LYTVA_23216	STRPU_21427
OG0000007	LYTVA_18159	STRPU_26977
OG0000007	LYTVA_27359	STRPU_18763
OG0000007	LYTVA_29395	STRPU_10770
OG0000007	LYTVA_10898	STRPU_25460
OG0000007	LYTVA_17245	STRPU_25304
OG0000007	LYTVA_04121	STRPU_25458
OG0000007	LYTVA_25288	STRPU_08156, STRPU_08157
OG0000007	LYTVA_03206	STRPU_16477
OG0000007	LYTVA_12378	STRPU_21790
OG0000007	LYTVA_12480	STRPU_08442
OG0000007	LYTVA_06652	STRPU_08417
OG0000007	LYTVA_22810, LYTVA_20192	STRPU_12872
OG0000007	LYTVA_19839	STRPU_10590
OG0000007	LYTVA_05177	STRPU_21559
OG0000008	LYTVA_21710	STRPU_10214
OG0000008	LYTVA_29228	STRPU_08296
OG0000008	LYTVA_11403	STRPU_19365
OG0000008	LYTVA_19861, LYTVA_22487	STRPU_13280
OG0000008	LYTVA_07209	STRPU_03459, STRPU_03457, STRPU_03460, STRPU_00849, STRPU_03461, STRPU_14070, STRPU_03456, STRPU_03463, STRPU_03458, STRPU_03462, STRPU_03455, STRPU_12544, STRPU_03784, STRPU_03464, STRPU_14928, STRPU_12790
OG0000008	LYTVA_30098	STRPU_03232
OG0000008	LYTVA_03259	STRPU_00158, STRPU_07059, STRPU_03783, STRPU_19364
OG0000008	LYTVA_22677	STRPU_13273
OG0000008	LYTVA_18254, LYTVA_27377	STRPU_03138, STRPU_03137
OG0000008	LYTVA_16908, LYTVA_03442	STRPU_13274, STRPU_13272
OG0000008	LYTVA_14312	STRPU_13436
OG0000008	LYTVA_30051	STRPU_13475
OG0000008	LYTVA_21093	STRPU_13258
OG0000008	LYTVA_19305	STRPU_23377, STRPU_23376
OG0000009	LYTVA_03297	STRPU_03684
OG0000009	LYTVA_10698, LYTVA_02136, LYTVA_14470	STRPU_15654, STRPU_26439, STRPU_09847, STRPU_13357, STRPU_23871, STRPU_21906, STRPU_16904, STRPU_04743, STRPU_04269, STRPU_14755
OG0000009	LYTVA_14775	STRPU_21731, STRPU_03775
OG0000009	LYTVA_30063, LYTVA_15489	STRPU_00264, STRPU_13826, STRPU_19547, STRPU_26479, STRPU_00431, STRPU_17677, STRPU_03968, STRPU_21356, STRPU_17025, STRPU_26652, STRPU_25389, STRPU_22050, STRPU_19627, STRPU_22581, STRPU_08423, STRPU_16702, STRPU_26575, STRPU_03959, STRPU_08817, STRPU_01475, STRPU_14722, STRPU_17642, STRPU_11125, STRPU_08846
OG0000010	LYTVA_28049, LYTVA_14417, LYTVA_22894	STRPU_04522
OG0000010	LYTVA_02513	STRPU_10442, STRPU_10444
OG0000010	LYTVA_21273	STRPU_11814
OG0000011	LYTVA_28284	STRPU_01277, STRPU_02577
OG0000011	LYTVA_29140	STRPU_20280, STRPU_12367
OG0000011	LYTVA_27141	STRPU_16724
OG0000011	LYTVA_25384	STRPU_10303
OG0000012	LYTVA_11199, LYTVA_24773	STRPU_06380
OG0000012	LYTVA_27764	STRPU_06825
OG0000012	LYTVA_27819, LYTVA_13632	STRPU_22431
OG0000012	LYTVA_19503	STRPU_22027
OG0000012	LYTVA_04725	STRPU_22206
OG0000012	LYTVA_04724	STRPU_22210, STRPU_22209, STRPU_22208, STRPU_22207, STRPU_22205
OG0000012	LYTVA_28598	STRPU_22216
OG0000012	LYTVA_04726	STRPU_22214
OG0000012	LYTVA_05905	STRPU_22212, STRPU_22213
OG0000012	LYTVA_16828	STRPU_22211
OG0000012	LYTVA_09615	STRPU_22881, STRPU_22880
OG0000012	LYTVA_04959	STRPU_22878, STRPU_22879, STRPU_22882
OG0000012	LYTVA_13583	STRPU_19466
OG0000012	LYTVA_18163	STRPU_26979
OG0000012	LYTVA_22482	STRPU_23191, STRPU_23193, STRPU_23192
OG0000012	LYTVA_13720	STRPU_24328, STRPU_24329
OG0000012	LYTVA_05492	STRPU_23798
OG0000012	LYTVA_12515, LYTVA_06149	STRPU_23513
OG0000013	LYTVA_14036, LYTVA_14035	STRPU_03494, STRPU_03492, STRPU_03491, STRPU_03490, STRPU_24550
OG0000013	LYTVA_24263	STRPU_24549
OG0000013	LYTVA_16177	STRPU_03493
OG0000013	LYTVA_17617	STRPU_13013
OG0000013	LYTVA_13019, LYTVA_13020	STRPU_13016, STRPU_13015
OG0000013	LYTVA_03982	STRPU_26140
OG0000013	LYTVA_05971	STRPU_26139
OG0000013	LYTVA_26708, LYTVA_02518, LYTVA_13739	STRPU_26141, STRPU_26142, STRPU_26063, STRPU_26143, STRPU_26144, STRPU_26145
OG0000013	LYTVA_21776	STRPU_26138
OG0000013	LYTVA_12310	STRPU_12240, STRPU_17902
OG0000013	LYTVA_12309	STRPU_12241
OG0000013	LYTVA_22713, LYTVA_22716	STRPU_05609
OG0000013	LYTVA_11879	STRPU_18744
OG0000013	LYTVA_28541	STRPU_18564, STRPU_18562
OG0000013	LYTVA_13975	STRPU_19588
OG0000013	LYTVA_00129	STRPU_25542
OG0000013	LYTVA_18668	STRPU_26621, STRPU_26619
OG0000013	LYTVA_18187, LYTVA_18188	STRPU_13855
OG0000013	LYTVA_11839	STRPU_22248
OG0000013	LYTVA_02943	STRPU_22985
OG0000013	LYTVA_27265, LYTVA_27263, LYTVA_13649	STRPU_03335, STRPU_03341
OG0000013	LYTVA_17421	STRPU_05350
OG0000013	LYTVA_15176	STRPU_17608
OG0000013	LYTVA_12759	STRPU_10835, STRPU_10854, STRPU_27045
OG0000013	LYTVA_00164	STRPU_27048
OG0000013	LYTVA_00165	STRPU_27049
OG0000013	LYTVA_15941	STRPU_14795
OG0000013	LYTVA_29938, LYTVA_08916	STRPU_15013, STRPU_15028, STRPU_15009, STRPU_15023, STRPU_15021
OG0000013	LYTVA_23579	STRPU_21089, STRPU_27050
OG0000013	LYTVA_15177, LYTVA_22519	STRPU_17615, STRPU_17609, STRPU_17614, STRPU_23920
OG0000014	LYTVA_29722	STRPU_08197, STRPU_03932
OG0000014	LYTVA_08715	STRPU_16744, STRPU_01717, STRPU_04369, STRPU_21238
OG0000014	LYTVA_19649, LYTVA_07770	STRPU_20412, STRPU_20806
OG0000014	LYTVA_25588, LYTVA_00400	STRPU_06096
OG0000014	LYTVA_09996	STRPU_12767, STRPU_02355
OG0000014	LYTVA_13955	STRPU_17754, STRPU_17755
OG0000014	LYTVA_08890	STRPU_18535, STRPU_18486
OG0000014	LYTVA_23372	STRPU_19509
OG0000015	LYTVA_04651	STRPU_26052
OG0000015	LYTVA_19488	STRPU_27331
OG0000015	LYTVA_26004	STRPU_05546, STRPU_05605
OG0000015	LYTVA_26002	STRPU_05547, STRPU_05606
OG0000015	LYTVA_09631, LYTVA_17348, LYTVA_06152	STRPU_21905
OG0000016	LYTVA_02179	STRPU_06927
OG0000016	LYTVA_09460	STRPU_06086, STRPU_06084
OG0000016	LYTVA_20745	STRPU_06525, STRPU_06574
OG0000016	LYTVA_14743	STRPU_19809, STRPU_00759, STRPU_00757, STRPU_19810
OG0000016	LYTVA_05193	STRPU_06909
OG0000016	LYTVA_21831, LYTVA_18288	STRPU_09277
OG0000016	LYTVA_27143	STRPU_19934, STRPU_02593
OG0000016	LYTVA_00562	STRPU_06664, STRPU_06873, STRPU_06665
OG0000016	LYTVA_03299, LYTVA_00787	STRPU_15361
OG0000016	LYTVA_13704	STRPU_22999, STRPU_00875, STRPU_22993, STRPU_22992, STRPU_22997, STRPU_22995
OG0000016	LYTVA_26617	STRPU_22684
OG0000016	LYTVA_17022	STRPU_23485
OG0000016	LYTVA_17023	STRPU_23482
OG0000016	LYTVA_17018	STRPU_23488
OG0000016	LYTVA_17017	STRPU_23483
OG0000016	LYTVA_17021	STRPU_23481, STRPU_23477, STRPU_23478
OG0000016	LYTVA_10327, LYTVA_03034	STRPU_22637
OG0000016	LYTVA_01978	STRPU_00667, STRPU_23082
OG0000017	LYTVA_20423	STRPU_14020, STRPU_04049, STRPU_14783, STRPU_03128, STRPU_05415, STRPU_00068, STRPU_06377, STRPU_22862, STRPU_06733, STRPU_03412, STRPU_00906, STRPU_16710, STRPU_08383, STRPU_26123, STRPU_08138, STRPU_14019, STRPU_04048, STRPU_14782
OG0000017	LYTVA_02523, LYTVA_13694, LYTVA_17853, LYTVA_14292	STRPU_07242, STRPU_06186
OG0000017	LYTVA_26989, LYTVA_01310, LYTVA_21335, LYTVA_04412	STRPU_00092, STRPU_08117
OG0000017	LYTVA_13468	STRPU_09345, STRPU_15645, STRPU_16606
OG0000017	LYTVA_16812	STRPU_03647, STRPU_16727, STRPU_02546, STRPU_25300, STRPU_26746, STRPU_14779, STRPU_14777
OG0000017	LYTVA_26507	STRPU_07241, STRPU_24605, STRPU_26042, STRPU_04021
OG0000018	LYTVA_18794	STRPU_21331
OG0000019	LYTVA_18523	STRPU_27424
OG0000019	LYTVA_29569, LYTVA_29679	STRPU_27423, STRPU_27421, STRPU_27422
OG0000019	LYTVA_04809	STRPU_27112
OG0000019	LYTVA_22729	STRPU_27113
OG0000019	LYTVA_12149	STRPU_18936
OG0000019	LYTVA_22145	STRPU_21531
OG0000019	LYTVA_04453	STRPU_04750
OG0000019	LYTVA_29578	STRPU_27420
OG0000019	LYTVA_18165	STRPU_26993, STRPU_26980
OG0000019	LYTVA_00831	STRPU_26645, STRPU_26644
OG0000019	LYTVA_25953, LYTVA_25954	STRPU_26646
OG0000019	LYTVA_07425, LYTVA_07424	STRPU_26648
OG0000019	LYTVA_20407, LYTVA_25834	STRPU_26649
OG0000019	LYTVA_07423	STRPU_26725, STRPU_26724
OG0000019	LYTVA_20852	STRPU_05531, STRPU_05528, STRPU_05592
OG0000019	LYTVA_01420	STRPU_23414, STRPU_01023
OG0000019	LYTVA_13754, LYTVA_11044	STRPU_13585, STRPU_01603
OG0000019	LYTVA_03700	STRPU_05485
OG0000019	LYTVA_17123	STRPU_05487
OG0000019	LYTVA_06066, LYTVA_08335, LYTVA_00256	STRPU_05486
OG0000019	LYTVA_17122	STRPU_05488
OG0000019	LYTVA_14016	STRPU_05444
OG0000019	LYTVA_15207	STRPU_12138, STRPU_12181, STRPU_01261, STRPU_18209, STRPU_01263, STRPU_18207
OG0000019	LYTVA_22229	STRPU_18206
OG0000020	LYTVA_19355	STRPU_13949
OG0000020	LYTVA_09793	STRPU_20580
OG0000020	LYTVA_10182	STRPU_01068, STRPU_24239
OG0000020	LYTVA_04298	STRPU_19028, STRPU_00464
OG0000020	LYTVA_23496	STRPU_22748, STRPU_01903
OG0000020	LYTVA_26274	STRPU_06549
OG0000020	LYTVA_21287	STRPU_25741
OG0000020	LYTVA_21826	STRPU_22929
OG0000020	LYTVA_05479	STRPU_07115
OG0000020	LYTVA_08129	STRPU_26678
OG0000020	LYTVA_26447	STRPU_22232
OG0000020	LYTVA_23009	STRPU_19861, STRPU_19888
OG0000020	LYTVA_12234	STRPU_05007
OG0000020	LYTVA_17081	STRPU_11453
OG0000020	LYTVA_06231	STRPU_04309, STRPU_04336
OG0000020	LYTVA_13730	STRPU_13832
OG0000020	LYTVA_09530	STRPU_05521
OG0000020	LYTVA_00542	STRPU_21977
OG0000020	LYTVA_26250	STRPU_05676
OG0000021	LYTVA_18860	STRPU_22366, STRPU_22365
OG0000021	LYTVA_04917	STRPU_23367
OG0000021	LYTVA_13480	STRPU_21172
OG0000021	LYTVA_00042	STRPU_13957
OG0000021	LYTVA_13481	STRPU_27306, STRPU_06572
OG0000021	LYTVA_10118	STRPU_25829
OG0000021	LYTVA_09991	STRPU_02205, STRPU_15603
OG0000021	LYTVA_09981	STRPU_02204, STRPU_15604
OG0000021	LYTVA_02440	STRPU_05427
OG0000021	LYTVA_23988	STRPU_19513
OG0000021	LYTVA_17642	STRPU_20206, STRPU_16862
OG0000021	LYTVA_28466	STRPU_18709
OG0000021	LYTVA_02036	STRPU_19164
OG0000021	LYTVA_14564	STRPU_19932, STRPU_02595
OG0000021	LYTVA_23987	STRPU_19514
OG0000021	LYTVA_25778	STRPU_20213
OG0000021	LYTVA_00398	STRPU_05019
OG0000021	LYTVA_01830	STRPU_05298
OG0000021	LYTVA_09376, LYTVA_05943	STRPU_05227
OG0000021	LYTVA_10849	STRPU_05132, STRPU_05059
OG0000023	LYTVA_11225	STRPU_09714, STRPU_09758
OG0000023	LYTVA_00179	STRPU_09970
OG0000023	LYTVA_05858	STRPU_05490
OG0000023	LYTVA_00206	STRPU_14357
OG0000023	LYTVA_12353	STRPU_15269
OG0000023	LYTVA_13074	STRPU_14358
OG0000023	LYTVA_10626	STRPU_14359, STRPU_14360
OG0000023	LYTVA_26027	STRPU_08363
OG0000023	LYTVA_20952	STRPU_04156
OG0000023	LYTVA_04490	STRPU_04890
OG0000023	LYTVA_24711	STRPU_04760
OG0000023	LYTVA_01233	STRPU_04888, STRPU_04889, STRPU_04887
OG0000023	LYTVA_21144	STRPU_09969, STRPU_09989, STRPU_09988, STRPU_09968, STRPU_09990
OG0000023	LYTVA_27483	STRPU_15044
OG0000023	LYTVA_08392	STRPU_02240, STRPU_15564
OG0000023	LYTVA_08393	STRPU_02241, STRPU_15563
OG0000023	LYTVA_24785	STRPU_04831, STRPU_00750, STRPU_00747, STRPU_00749, STRPU_00748
OG0000024	LYTVA_01628	STRPU_07747
OG0000024	LYTVA_25158	STRPU_19357
OG0000024	LYTVA_16563	STRPU_03683
OG0000025	LYTVA_14879, LYTVA_14642, LYTVA_07343	STRPU_09349
OG0000026	LYTVA_08564	STRPU_24999
OG0000026	LYTVA_25523	STRPU_13435
OG0000026	LYTVA_12516	STRPU_25665, STRPU_06675, STRPU_06676
OG0000026	LYTVA_25399, LYTVA_26794	STRPU_21822
OG0000026	LYTVA_19796	STRPU_10195
OG0000027	LYTVA_19671, LYTVA_28057, LYTVA_19674	STRPU_13387, STRPU_13389, STRPU_13369, STRPU_13372, STRPU_13393, STRPU_13370, STRPU_13390, STRPU_13392, STRPU_13371, STRPU_21105, STRPU_21100, STRPU_21104
OG0000027	LYTVA_23495	STRPU_05793, STRPU_05791, STRPU_05792
OG0000027	LYTVA_22090	STRPU_13609, STRPU_02454
OG0000027	LYTVA_13316	STRPU_02455
OG0000027	LYTVA_18136	STRPU_12280, STRPU_12282, STRPU_12281, STRPU_12283
OG0000027	LYTVA_21206, LYTVA_09140	STRPU_19609, STRPU_19529, STRPU_19530
OG0000027	LYTVA_26069	STRPU_22112, STRPU_22111
OG0000027	LYTVA_02318	STRPU_18177, STRPU_18176
OG0000027	LYTVA_09971	STRPU_18178
OG0000027	LYTVA_25862	STRPU_13457, STRPU_13538
OG0000028	LYTVA_06601	STRPU_14662, STRPU_14664
OG0000028	LYTVA_11085	STRPU_14468, STRPU_14467
OG0000028	LYTVA_07479, LYTVA_22824	STRPU_15103, STRPU_02480
OG0000028	LYTVA_11743	STRPU_14326
OG0000028	LYTVA_12763	STRPU_27008
OG0000028	LYTVA_10314	STRPU_26580
OG0000028	LYTVA_29171	STRPU_26667, STRPU_26665, STRPU_26666, STRPU_26664
OG0000028	LYTVA_29172	STRPU_26663
OG0000029	LYTVA_19314	STRPU_25978
OG0000029	LYTVA_19555	STRPU_09836
OG0000029	LYTVA_01403	STRPU_17433
OG0000029	LYTVA_23870	STRPU_17432
OG0000029	LYTVA_08522	STRPU_23559
OG0000029	LYTVA_25609	STRPU_22529
OG0000029	LYTVA_12911, LYTVA_03248	STRPU_02628
OG0000029	LYTVA_02569, LYTVA_10073	STRPU_14123
OG0000029	LYTVA_08387, LYTVA_22534, LYTVA_00646, LYTVA_22532, LYTVA_00647, LYTVA_22533, LYTVA_18531, LYTVA_06596, LYTVA_23983, LYTVA_23982, LYTVA_14667, LYTVA_03114, LYTVA_21079, LYTVA_11087	STRPU_06877, STRPU_04841, STRPU_04839, STRPU_03689, STRPU_13344, STRPU_03096, STRPU_03095, STRPU_03099, STRPU_03098, STRPU_03097
OG0000029	LYTVA_07847	STRPU_15299, STRPU_05507, STRPU_15311
OG0000029	LYTVA_16374	STRPU_09913
OG0000029	LYTVA_14118	STRPU_25618
OG0000029	LYTVA_17454, LYTVA_10670, LYTVA_10669, LYTVA_12106, LYTVA_25172, LYTVA_28751	STRPU_13518
OG0000029	LYTVA_15803, LYTVA_05470, LYTVA_12796	STRPU_27237
OG0000029	LYTVA_24295	STRPU_27236
OG0000029	LYTVA_15802	STRPU_27234, STRPU_27235
OG0000029	LYTVA_16107	STRPU_11822, STRPU_11823
OG0000029	LYTVA_15826, LYTVA_25550, LYTVA_16955	STRPU_18505
OG0000029	LYTVA_29691	STRPU_10511
OG0000029	LYTVA_23564	STRPU_10512
OG0000029	LYTVA_08386	STRPU_00236
OG0000030	LYTVA_02137	STRPU_00450, STRPU_03952
OG0000030	LYTVA_25177	STRPU_22548
OG0000030	LYTVA_24082	STRPU_22870, STRPU_22868
OG0000030	LYTVA_18277	STRPU_19590
OG0000030	LYTVA_24623	STRPU_23769
OG0000030	LYTVA_26760	STRPU_23383
OG0000030	LYTVA_28697	STRPU_18729, STRPU_18720
OG0000030	LYTVA_20955	STRPU_08641
OG0000030	LYTVA_09651	STRPU_01462, STRPU_08711
OG0000030	LYTVA_26586	STRPU_19039
OG0000030	LYTVA_27291, LYTVA_25957	STRPU_10522
OG0000030	LYTVA_27440	STRPU_09527
OG0000031	LYTVA_04157, LYTVA_03000	STRPU_24640
OG0000031	LYTVA_07242	STRPU_24955
OG0000031	LYTVA_07394	STRPU_24636
OG0000031	LYTVA_19491	STRPU_27330
OG0000031	LYTVA_13645	STRPU_08004
OG0000031	LYTVA_05124	STRPU_05537, STRPU_05597
OG0000031	LYTVA_29658	STRPU_18994
OG0000031	LYTVA_09735	STRPU_24676
OG0000032	LYTVA_14158	STRPU_07046
OG0000032	LYTVA_21601	STRPU_21234
OG0000032	LYTVA_15486, LYTVA_13671	STRPU_02932
OG0000032	LYTVA_08468, LYTVA_02734	STRPU_12458
OG0000032	LYTVA_00916	STRPU_24275
OG0000032	LYTVA_07790	STRPU_24481
OG0000032	LYTVA_22021	STRPU_24338
OG0000032	LYTVA_08868	STRPU_24455
OG0000032	LYTVA_21508	STRPU_24337
OG0000032	LYTVA_13715	STRPU_24336
OG0000032	LYTVA_12246	STRPU_09346, STRPU_24445, STRPU_24444
OG0000032	LYTVA_11875	STRPU_24276, STRPU_24277
OG0000032	LYTVA_02746	STRPU_24816
OG0000032	LYTVA_26011	STRPU_24673
OG0000032	LYTVA_24216	STRPU_24979
