Orthogroup	LYTVA_ok	ASTMX
OG0000034	LYTVA_29167, LYTVA_10612	ASTMX09860, ASTMX06813, ASTMX07013
OG0000034	LYTVA_11788	ASTMX12428, ASTMX02190
OG0000034	LYTVA_12673	ASTMX01548
OG0000034	LYTVA_06697	ASTMX02136
OG0000035	LYTVA_27828	ASTMX07147, ASTMX00613, ASTMX06338
OG0000035	LYTVA_22468	ASTMX07340, ASTMX07227, ASTMX07114
OG0000035	LYTVA_12116	ASTMX00989, ASTMX19852, ASTMX00242, ASTMX02614, ASTMX08545
OG0000035	LYTVA_04128	ASTMX15321, ASTMX20966
OG0000036	LYTVA_03325, LYTVA_20435, LYTVA_20437, LYTVA_25631, LYTVA_25629, LYTVA_25630, LYTVA_25628, LYTVA_10478, LYTVA_03947	ASTMX18592, ASTMX10059, ASTMX16974, ASTMX00596, ASTMX03566
OG0000036	LYTVA_04431, LYTVA_20434	ASTMX19120
OG0000036	LYTVA_07532, LYTVA_03326, LYTVA_18880, LYTVA_25896	ASTMX01338, ASTMX03570
OG0000037	LYTVA_02747	ASTMX15913, ASTMX19727, ASTMX16533
OG0000037	LYTVA_25050, LYTVA_25057, LYTVA_25048	ASTMX03275
OG0000038	LYTVA_04990	ASTMX14059
OG0000038	LYTVA_00437	ASTMX05291
OG0000038	LYTVA_09823	ASTMX12685, ASTMX17002
OG0000039	LYTVA_16233	ASTMX16971
OG0000039	LYTVA_13062	ASTMX01965, ASTMX01011, ASTMX19591, ASTMX19593
OG0000040	LYTVA_16039, LYTVA_16036, LYTVA_22091, LYTVA_29527, LYTVA_27351, LYTVA_03168, LYTVA_11912, LYTVA_06756, LYTVA_18912, LYTVA_12532, LYTVA_15738, LYTVA_27452, LYTVA_05580, LYTVA_25285	ASTMX04964, ASTMX04965, ASTMX19241, ASTMX19242
OG0000041	LYTVA_25852	ASTMX19739, ASTMX18949, ASTMX00985, ASTMX20382, ASTMX18641, ASTMX00986, ASTMX20384, ASTMX19436, ASTMX18640, ASTMX22118, ASTMX00987, ASTMX18639, ASTMX00232
OG0000041	LYTVA_03177	ASTMX00945, ASTMX01024, ASTMX08027, ASTMX12746
OG0000043	LYTVA_12710	ASTMX09533
OG0000044	LYTVA_11853	ASTMX03900, ASTMX14800, ASTMX17272, ASTMX12948
OG0000044	LYTVA_10017	ASTMX08796, ASTMX20812, ASTMX22549, ASTMX06174, ASTMX11109
OG0000044	LYTVA_14074	ASTMX06176
OG0000045	LYTVA_10187, LYTVA_26738	ASTMX16178
OG0000046	LYTVA_22286	ASTMX22281
OG0000048	LYTVA_06179	ASTMX04189
OG0000048	LYTVA_15043	ASTMX13714
OG0000048	LYTVA_26635	ASTMX03384
OG0000048	LYTVA_27999	ASTMX15600
OG0000048	LYTVA_08149	ASTMX04570
OG0000048	LYTVA_11620	ASTMX00590
OG0000049	LYTVA_16567	ASTMX10248, ASTMX08138, ASTMX03713, ASTMX05857
OG0000049	LYTVA_21152	ASTMX00928, ASTMX08370, ASTMX07196
OG0000050	LYTVA_22854, LYTVA_13054, LYTVA_07499, LYTVA_19706, LYTVA_22634, LYTVA_29206, LYTVA_08549, LYTVA_25325, LYTVA_16900, LYTVA_03419, LYTVA_16160, LYTVA_19016, LYTVA_06118, LYTVA_23189, LYTVA_13929, LYTVA_13140, LYTVA_13188, LYTVA_14198, LYTVA_17620	ASTMX16561
OG0000051	LYTVA_02533, LYTVA_15636, LYTVA_24100, LYTVA_12428	ASTMX02511
OG0000054	LYTVA_11502, LYTVA_10035, LYTVA_09103	ASTMX04679
OG0000055	LYTVA_28790	ASTMX17485
OG0000056	LYTVA_05867	ASTMX17742
OG0000056	LYTVA_03272	ASTMX22444, ASTMX01590, ASTMX01617, ASTMX02364, ASTMX08903, ASTMX17902, ASTMX14177, ASTMX02363
OG0000056	LYTVA_17286	ASTMX18310
OG0000057	LYTVA_05797, LYTVA_22815	ASTMX16761, ASTMX17228, ASTMX14491, ASTMX16762, ASTMX21257
OG0000058	LYTVA_14430	ASTMX01061
OG0000058	LYTVA_16698	ASTMX17542, ASTMX11001, ASTMX18630, ASTMX08080
OG0000059	LYTVA_18957	ASTMX20918
OG0000059	LYTVA_06967, LYTVA_19211, LYTVA_17534	ASTMX06113, ASTMX17681, ASTMX08000, ASTMX00300, ASTMX18960
OG0000060	LYTVA_30158, LYTVA_18098	ASTMX04292, ASTMX07603
OG0000060	LYTVA_10196	ASTMX21094, ASTMX10197, ASTMX00223, ASTMX00445, ASTMX07264
OG0000061	LYTVA_16102	ASTMX00680, ASTMX05396, ASTMX12006, ASTMX20657
OG0000061	LYTVA_20900	ASTMX10422, ASTMX12960, ASTMX20513, ASTMX13746, ASTMX21095, ASTMX14165, ASTMX02316, ASTMX11665, ASTMX13598, ASTMX06207, ASTMX18339, ASTMX05474, ASTMX04490, ASTMX01934, ASTMX05473, ASTMX16790, ASTMX15449
OG0000061	LYTVA_02993, LYTVA_26455, LYTVA_26459	ASTMX18729, ASTMX15987
OG0000062	LYTVA_15332, LYTVA_27501, LYTVA_24383, LYTVA_01528, LYTVA_05092	ASTMX05024, ASTMX02340, ASTMX02341, ASTMX02343, ASTMX02342
OG0000062	LYTVA_18550	ASTMX01260
OG0000063	LYTVA_03474	ASTMX13776, ASTMX04927, ASTMX01608, ASTMX01645, ASTMX00504, ASTMX10324
OG0000063	LYTVA_28622	ASTMX11259, ASTMX01032
OG0000063	LYTVA_16178	ASTMX10350, ASTMX13375, ASTMX12584
OG0000066	LYTVA_14724	ASTMX01776
OG0000067	LYTVA_07502, LYTVA_25538, LYTVA_09112, LYTVA_09554, LYTVA_15190, LYTVA_26045	ASTMX12120, ASTMX00316, ASTMX18001, ASTMX19454
OG0000068	LYTVA_07218, LYTVA_11696, LYTVA_13367, LYTVA_16452, LYTVA_16451, LYTVA_16446, LYTVA_11505, LYTVA_21833, LYTVA_15019, LYTVA_02519, LYTVA_23071, LYTVA_16450	ASTMX03045, ASTMX22587, ASTMX22308
OG0000070	LYTVA_12849	ASTMX03868, ASTMX11850
OG0000070	LYTVA_15079, LYTVA_12105, LYTVA_23845, LYTVA_23846, LYTVA_20695, LYTVA_28943, LYTVA_15085, LYTVA_24840, LYTVA_07974, LYTVA_17344, LYTVA_15317	ASTMX17316, ASTMX02948
OG0000072	LYTVA_26888	ASTMX19895, ASTMX03692, ASTMX11241
OG0000072	LYTVA_23422	ASTMX11250, ASTMX11618
OG0000072	LYTVA_09419	ASTMX02462
OG0000073	LYTVA_08820, LYTVA_28046	ASTMX22931
OG0000073	LYTVA_03728	ASTMX12734, ASTMX08034, ASTMX18790, ASTMX08033, ASTMX12735, ASTMX19270, ASTMX02619
OG0000074	LYTVA_27116, LYTVA_29211, LYTVA_07270, LYTVA_29253, LYTVA_09687	ASTMX16165, ASTMX17638, ASTMX00966
OG0000074	LYTVA_24139	ASTMX12476
OG0000074	LYTVA_23288, LYTVA_24012, LYTVA_15630, LYTVA_11187, LYTVA_06007, LYTVA_06008, LYTVA_06009, LYTVA_06154	ASTMX07079, ASTMX08304
OG0000075	LYTVA_00904	ASTMX13833, ASTMX15058
OG0000075	LYTVA_07044	ASTMX17154
OG0000075	LYTVA_01857	ASTMX04760
OG0000075	LYTVA_12523	ASTMX15785, ASTMX16080, ASTMX14559, ASTMX03441
OG0000077	LYTVA_24286	ASTMX17041, ASTMX09313, ASTMX18035, ASTMX05112
OG0000077	LYTVA_08553	ASTMX15936, ASTMX10508, ASTMX07977, ASTMX12178, ASTMX18081, ASTMX01594
OG0000078	LYTVA_29043, LYTVA_19852, LYTVA_29449, LYTVA_29039, LYTVA_11835, LYTVA_17100, LYTVA_30099, LYTVA_09049, LYTVA_20648	ASTMX02053, ASTMX00440, ASTMX00992, ASTMX08539
OG0000079	LYTVA_19637, LYTVA_24538, LYTVA_21250	ASTMX12040, ASTMX21792, ASTMX05319, ASTMX17878, ASTMX04709
OG0000079	LYTVA_05934	ASTMX02337, ASTMX02996, ASTMX05046
OG0000079	LYTVA_06214, LYTVA_17750	ASTMX02943
OG0000080	LYTVA_22820	ASTMX22762, ASTMX21534
OG0000080	LYTVA_29739, LYTVA_07108, LYTVA_04698	ASTMX03885
OG0000080	LYTVA_00085	ASTMX23043, ASTMX23016
OG0000081	LYTVA_25424	ASTMX02774
OG0000082	LYTVA_25888	ASTMX06917
OG0000082	LYTVA_18803	ASTMX17888
OG0000082	LYTVA_21157	ASTMX10851
OG0000082	LYTVA_15644	ASTMX17248
OG0000083	LYTVA_26815	ASTMX03686, ASTMX11244, ASTMX09107, ASTMX14864
OG0000084	LYTVA_14799	ASTMX18467, ASTMX12487, ASTMX09980, ASTMX22125, ASTMX15418, ASTMX20810
OG0000085	LYTVA_19136	ASTMX01460, ASTMX20784, ASTMX14674
OG0000085	LYTVA_13307	ASTMX16335, ASTMX03461, ASTMX09889, ASTMX09760
OG0000085	LYTVA_05365	ASTMX19538
OG0000085	LYTVA_17776	ASTMX21189, ASTMX20129
OG0000085	LYTVA_06708	ASTMX08704, ASTMX02521
OG0000087	LYTVA_15159	ASTMX06968
OG0000087	LYTVA_04512	ASTMX06381
OG0000087	LYTVA_18728	ASTMX19474
OG0000087	LYTVA_07967	ASTMX17716
OG0000088	LYTVA_25176, LYTVA_22082, LYTVA_14006, LYTVA_21232, LYTVA_01236, LYTVA_20639, LYTVA_10043, LYTVA_19532, LYTVA_01363, LYTVA_15031, LYTVA_01366, LYTVA_27296, LYTVA_08261, LYTVA_00566, LYTVA_29559, LYTVA_14054, LYTVA_14936, LYTVA_12867, LYTVA_29601, LYTVA_12865, LYTVA_28455	ASTMX06621, ASTMX21370, ASTMX21470, ASTMX22555, ASTMX07254, ASTMX06506, ASTMX20919, ASTMX06028, ASTMX21971
OG0000089	LYTVA_19844	ASTMX10521
OG0000089	LYTVA_06777, LYTVA_25975	ASTMX12140, ASTMX19290, ASTMX07948, ASTMX03871, ASTMX13992
OG0000090	LYTVA_02577	ASTMX15822, ASTMX13800, ASTMX19765
OG0000090	LYTVA_18395, LYTVA_13128	ASTMX12258, ASTMX10648
OG0000091	LYTVA_04137	ASTMX03395
OG0000093	LYTVA_29075, LYTVA_25106, LYTVA_28477, LYTVA_25104	ASTMX01191, ASTMX07190, ASTMX03079, ASTMX18769
OG0000094	LYTVA_10290	ASTMX14395, ASTMX02106, ASTMX08390, ASTMX03425, ASTMX08393, ASTMX01747
OG0000094	LYTVA_09221	ASTMX08913, ASTMX02078, ASTMX14341, ASTMX03427, ASTMX19974, ASTMX14525, ASTMX20671
OG0000096	LYTVA_28490	ASTMX11824, ASTMX12057, ASTMX18217
OG0000096	LYTVA_12286	ASTMX13693, ASTMX16094, ASTMX16093
OG0000096	LYTVA_21388	ASTMX18278, ASTMX15892
OG0000096	LYTVA_10606	ASTMX09859
OG0000096	LYTVA_19397	ASTMX00377, ASTMX10196, ASTMX13339, ASTMX00337, ASTMX00376, ASTMX22998
OG0000096	LYTVA_24298	ASTMX19590, ASTMX07352
OG0000096	LYTVA_20858	ASTMX10423, ASTMX12959
OG0000098	LYTVA_15643	ASTMX07347, ASTMX04481, ASTMX14487, ASTMX14764
OG0000098	LYTVA_24589, LYTVA_16909	ASTMX18980, ASTMX20779, ASTMX21996, ASTMX18982, ASTMX20777, ASTMX05127, ASTMX21313, ASTMX18164, ASTMX20778
OG0000099	LYTVA_22524, LYTVA_05673, LYTVA_26003	ASTMX21430
OG0000099	LYTVA_09301, LYTVA_14363, LYTVA_14362	ASTMX08745, ASTMX06768, ASTMX09878, ASTMX08746, ASTMX19321, ASTMX05749, ASTMX05771, ASTMX19085, ASTMX03707
OG0000101	LYTVA_13163	ASTMX00206, ASTMX00424
OG0000101	LYTVA_03793	ASTMX08413
OG0000101	LYTVA_25292, LYTVA_25291	ASTMX14248, ASTMX12706, ASTMX02894
OG0000102	LYTVA_23145	ASTMX10991, ASTMX16111
OG0000103	LYTVA_05784	ASTMX21446, ASTMX16835, ASTMX09444, ASTMX11660, ASTMX22226, ASTMX10672, ASTMX15124, ASTMX06401, ASTMX04972
OG0000103	LYTVA_08412	ASTMX06869, ASTMX11394, ASTMX17816, ASTMX11412, ASTMX14316
OG0000104	LYTVA_24486	ASTMX07046, ASTMX03729, ASTMX19421
OG0000104	LYTVA_21210	ASTMX16255, ASTMX08642, ASTMX17146, ASTMX01448
OG0000104	LYTVA_17807	ASTMX19420
OG0000104	LYTVA_17806	ASTMX03728, ASTMX07045
OG0000104	LYTVA_12502	ASTMX00149
OG0000104	LYTVA_12996	ASTMX00709, ASTMX16073
OG0000106	LYTVA_01037	ASTMX03154
OG0000106	LYTVA_12933, LYTVA_15504, LYTVA_30171, LYTVA_06537, LYTVA_25256	ASTMX10570, ASTMX00462
OG0000110	LYTVA_29623, LYTVA_02879, LYTVA_11692, LYTVA_23200, LYTVA_23199, LYTVA_05602, LYTVA_12820, LYTVA_03446, LYTVA_06301, LYTVA_17449, LYTVA_27975, LYTVA_20694, LYTVA_00973, LYTVA_27976, LYTVA_05807, LYTVA_30126, LYTVA_30125	ASTMX08508
OG0000113	LYTVA_11625	ASTMX19383, ASTMX05472
OG0000113	LYTVA_11752, LYTVA_11754	ASTMX07205
OG0000113	LYTVA_06725	ASTMX07206
OG0000114	LYTVA_18980, LYTVA_05208, LYTVA_13458	ASTMX06593, ASTMX08587, ASTMX15325, ASTMX13938, ASTMX21972, ASTMX17058, ASTMX09459, ASTMX10616, ASTMX05249
OG0000115	LYTVA_15799, LYTVA_02089	ASTMX01700, ASTMX08993, ASTMX16595
OG0000116	LYTVA_00275, LYTVA_00276, LYTVA_12381	ASTMX01410
OG0000117	LYTVA_05761	ASTMX10401
OG0000117	LYTVA_09978, LYTVA_12539, LYTVA_20571, LYTVA_17624	ASTMX14023
OG0000118	LYTVA_06498, LYTVA_20616, LYTVA_18809, LYTVA_25205, LYTVA_09776, LYTVA_10638, LYTVA_02421, LYTVA_15905, LYTVA_02936, LYTVA_12695, LYTVA_05148, LYTVA_01270, LYTVA_04907, LYTVA_00133, LYTVA_17726, LYTVA_07442, LYTVA_02178, LYTVA_19831, LYTVA_11339, LYTVA_06499, LYTVA_15511, LYTVA_17772, LYTVA_22315, LYTVA_29365, LYTVA_29944, LYTVA_23680, LYTVA_18427, LYTVA_24812, LYTVA_04343, LYTVA_18742, LYTVA_27682, LYTVA_16924, LYTVA_21691, LYTVA_24369, LYTVA_21693, LYTVA_00776, LYTVA_21201, LYTVA_20406, LYTVA_10883, LYTVA_29695, LYTVA_15401, LYTVA_11285, LYTVA_06788, LYTVA_02125, LYTVA_04585, LYTVA_18810, LYTVA_05149	ASTMX10091, ASTMX22719
OG0000119	LYTVA_11474	ASTMX04143, ASTMX08665, ASTMX05337, ASTMX14891, ASTMX21636
OG0000119	LYTVA_08592, LYTVA_07119, LYTVA_19356	ASTMX16721, ASTMX15474, ASTMX01803, ASTMX19905
OG0000119	LYTVA_04285, LYTVA_11467	ASTMX00656, ASTMX18233
OG0000121	LYTVA_23606, LYTVA_10086	ASTMX16272, ASTMX04663, ASTMX01517
OG0000122	LYTVA_10750	ASTMX10444, ASTMX20272, ASTMX16361, ASTMX12761, ASTMX10832
OG0000122	LYTVA_18458	ASTMX22053, ASTMX06000, ASTMX18931, ASTMX06001, ASTMX16780, ASTMX11273, ASTMX05998, ASTMX22052, ASTMX20363, ASTMX17092, ASTMX18973, ASTMX14675, ASTMX09421
OG0000123	LYTVA_03404	ASTMX19107, ASTMX20866, ASTMX07971, ASTMX04078
OG0000123	LYTVA_12956	ASTMX01522, ASTMX09979, ASTMX12484, ASTMX14953, ASTMX15212
OG0000123	LYTVA_28852, LYTVA_16769	ASTMX14814, ASTMX00304
OG0000124	LYTVA_14993	ASTMX09338, ASTMX18149, ASTMX01149
OG0000124	LYTVA_27850	ASTMX10640, ASTMX14745, ASTMX06441
OG0000124	LYTVA_05622	ASTMX10817, ASTMX14412
OG0000124	LYTVA_20699	ASTMX15641, ASTMX13821, ASTMX22615, ASTMX05824
OG0000125	LYTVA_16406	ASTMX13565, ASTMX10452, ASTMX15866, ASTMX05329
OG0000125	LYTVA_25487	ASTMX19681, ASTMX13832
OG0000125	LYTVA_01832	ASTMX00267
OG0000126	LYTVA_19767	ASTMX08551, ASTMX08784, ASTMX11157
OG0000126	LYTVA_16967	ASTMX09154
OG0000126	LYTVA_03902	ASTMX06187, ASTMX17244
OG0000126	LYTVA_29180	ASTMX07769, ASTMX02408, ASTMX15338, ASTMX09155, ASTMX05148
OG0000127	LYTVA_27169	ASTMX09798, ASTMX08552, ASTMX08785, ASTMX11156, ASTMX05665, ASTMX21500
OG0000127	LYTVA_12856	ASTMX08750, ASTMX03142, ASTMX00541, ASTMX00032
OG0000127	LYTVA_21563	ASTMX11418, ASTMX00918, ASTMX13409, ASTMX07588, ASTMX13478
OG0000127	LYTVA_12830	ASTMX10799, ASTMX06687, ASTMX15259, ASTMX15260
OG0000127	LYTVA_20093	ASTMX14863, ASTMX19609, ASTMX20319, ASTMX20860
