Orthogroup	LYTVA_ok	HELIO_ok
OG0000003	LYTVA_11643	HELIO_00130, HELIO_07060, HELIO_05284, HELIO_02003
OG0000003	LYTVA_26946, LYTVA_14926	HELIO_04393
OG0000003	LYTVA_01168	HELIO_00919
OG0000004	LYTVA_08289, LYTVA_29289, LYTVA_22297	HELIO_03376
OG0000004	LYTVA_07389, LYTVA_03537	HELIO_00029, HELIO_11549, HELIO_05294
OG0000004	LYTVA_18533	HELIO_05964, HELIO_06973
OG0000004	LYTVA_23131	HELIO_06422
OG0000004	LYTVA_04400	HELIO_08003
OG0000004	LYTVA_13223	HELIO_01465, HELIO_01464
OG0000004	LYTVA_02998, LYTVA_25806	HELIO_11715
OG0000004	LYTVA_27196	HELIO_04180
OG0000004	LYTVA_06100	HELIO_04162
OG0000004	LYTVA_25040	HELIO_06644, HELIO_05598
OG0000004	LYTVA_08631	HELIO_04311, HELIO_05602
OG0000004	LYTVA_08482	HELIO_12155
OG0000004	LYTVA_22300	HELIO_07295
OG0000004	LYTVA_22328	HELIO_00658
OG0000004	LYTVA_28503	HELIO_07359
OG0000004	LYTVA_25768	HELIO_02720
OG0000004	LYTVA_12705	HELIO_10453
OG0000005	LYTVA_21648	HELIO_02981
OG0000005	LYTVA_20265	HELIO_07411, HELIO_06771
OG0000005	LYTVA_15340	HELIO_04530
OG0000005	LYTVA_12344	HELIO_05062
OG0000005	LYTVA_12436, LYTVA_12448, LYTVA_12437, LYTVA_01084, LYTVA_10225, LYTVA_01083, LYTVA_05447	HELIO_02098
OG0000005	LYTVA_21111	HELIO_00211
OG0000005	LYTVA_05821	HELIO_09686
OG0000005	LYTVA_12392	HELIO_04655
OG0000006	LYTVA_15901	HELIO_09248
OG0000006	LYTVA_03511	HELIO_04245
OG0000006	LYTVA_25253	HELIO_08707
OG0000006	LYTVA_07373	HELIO_06349
OG0000006	LYTVA_23957	HELIO_00150
OG0000006	LYTVA_29757	HELIO_12770
OG0000006	LYTVA_29412	HELIO_00450
OG0000006	LYTVA_16832	HELIO_08227
OG0000006	LYTVA_16844	HELIO_06418
OG0000006	LYTVA_23230	HELIO_00028
OG0000007	LYTVA_29912	HELIO_01296
OG0000007	LYTVA_22273	HELIO_10106
OG0000007	LYTVA_23216	HELIO_00643
OG0000007	LYTVA_18159	HELIO_06396
OG0000007	LYTVA_27359	HELIO_00352
OG0000007	LYTVA_10898	HELIO_11129
OG0000007	LYTVA_04121	HELIO_04873
OG0000007	LYTVA_25288	HELIO_06738
OG0000007	LYTVA_03206	HELIO_03703
OG0000007	LYTVA_12378	HELIO_07978
OG0000007	LYTVA_12480	HELIO_03118
OG0000007	LYTVA_06652	HELIO_07991
OG0000007	LYTVA_22810, LYTVA_20192	HELIO_01456
OG0000007	LYTVA_19839	HELIO_04275
OG0000007	LYTVA_05177	HELIO_11721
OG0000008	LYTVA_29228	HELIO_10953, HELIO_01917
OG0000008	LYTVA_11403	HELIO_09201
OG0000008	LYTVA_19861, LYTVA_22487	HELIO_07041
OG0000008	LYTVA_30051	HELIO_01945
OG0000008	LYTVA_21093	HELIO_05140
OG0000009	LYTVA_29726, LYTVA_09948, LYTVA_07513, LYTVA_08964, LYTVA_09966, LYTVA_22916, LYTVA_03297	HELIO_03078
OG0000009	LYTVA_00127, LYTVA_29384	HELIO_07702, HELIO_07076, HELIO_12655
OG0000009	LYTVA_14775	HELIO_11928
OG0000009	LYTVA_30063, LYTVA_15489	HELIO_10113, HELIO_06297, HELIO_04676
OG0000010	LYTVA_02513	HELIO_00940
OG0000010	LYTVA_02515	HELIO_05291
OG0000011	LYTVA_12978	HELIO_07134
OG0000011	LYTVA_26033	HELIO_09981
OG0000011	LYTVA_13841	HELIO_01241
OG0000011	LYTVA_28284	HELIO_00959
OG0000011	LYTVA_29140	HELIO_05340
OG0000011	LYTVA_27141	HELIO_03054
OG0000011	LYTVA_25384	HELIO_05201, HELIO_07608
OG0000011	LYTVA_21583	HELIO_06122
OG0000011	LYTVA_11150, LYTVA_18878, LYTVA_18199	HELIO_09607
OG0000012	LYTVA_11199, LYTVA_24773	HELIO_04072
OG0000012	LYTVA_27764	HELIO_05750
OG0000012	LYTVA_27819, LYTVA_13632	HELIO_06347
OG0000012	LYTVA_04725	HELIO_04223
OG0000012	LYTVA_24982, LYTVA_01955	HELIO_03832
OG0000012	LYTVA_16828	HELIO_07604
OG0000012	LYTVA_09615, LYTVA_04959, LYTVA_13583, LYTVA_18163	HELIO_05989
OG0000012	LYTVA_13720	HELIO_04633
OG0000012	LYTVA_05492	HELIO_04925
OG0000012	LYTVA_12515, LYTVA_06149	HELIO_06831
OG0000013	LYTVA_14036, LYTVA_14035	HELIO_02247
OG0000013	LYTVA_24263, LYTVA_16177	HELIO_05055
OG0000013	LYTVA_17617, LYTVA_13019, LYTVA_13020	HELIO_04730
OG0000013	LYTVA_03982, LYTVA_05971	HELIO_06663
OG0000013	LYTVA_26708, LYTVA_02518, LYTVA_13739	HELIO_03869
OG0000013	LYTVA_21776	HELIO_04774
OG0000013	LYTVA_22713, LYTVA_22716	HELIO_05617
OG0000013	LYTVA_09546	HELIO_06871
OG0000013	LYTVA_28541	HELIO_05802
OG0000013	LYTVA_00129	HELIO_03214
OG0000013	LYTVA_18668	HELIO_09936
OG0000013	LYTVA_18187, LYTVA_18188	HELIO_00850
OG0000013	LYTVA_11839, LYTVA_02943	HELIO_04016
OG0000013	LYTVA_27265, LYTVA_27263, LYTVA_13649	HELIO_04491
OG0000013	LYTVA_17421	HELIO_12769, HELIO_05315
OG0000013	LYTVA_15176	HELIO_05049
OG0000013	LYTVA_12759	HELIO_10683
OG0000013	LYTVA_00164	HELIO_05716
OG0000013	LYTVA_00165	HELIO_11357
OG0000013	LYTVA_15941, LYTVA_29938, LYTVA_08916, LYTVA_23579	HELIO_00073
OG0000014	LYTVA_29722	HELIO_03075
OG0000014	LYTVA_08715	HELIO_06653
OG0000014	LYTVA_19649, LYTVA_07770	HELIO_08197, HELIO_07557
OG0000014	LYTVA_25588, LYTVA_00400	HELIO_08798
OG0000014	LYTVA_13955	HELIO_12068
OG0000014	LYTVA_08890	HELIO_07123
OG0000014	LYTVA_23372	HELIO_10724
OG0000015	LYTVA_19488	HELIO_10603
OG0000015	LYTVA_09631, LYTVA_17348, LYTVA_06152	HELIO_10798
OG0000016	LYTVA_02179	HELIO_05159
OG0000016	LYTVA_09460	HELIO_03950
OG0000016	LYTVA_14743	HELIO_08070
OG0000016	LYTVA_02016	HELIO_08807
OG0000016	LYTVA_05193	HELIO_09736
OG0000016	LYTVA_21831, LYTVA_18288	HELIO_05456
OG0000016	LYTVA_27143	HELIO_09779
OG0000016	LYTVA_00562	HELIO_03738
OG0000016	LYTVA_13704	HELIO_11041
OG0000016	LYTVA_17022	HELIO_07322
OG0000016	LYTVA_17018, LYTVA_17017	HELIO_06996
OG0000016	LYTVA_17021	HELIO_05885
OG0000016	LYTVA_10327, LYTVA_03034	HELIO_04527
OG0000016	LYTVA_01978	HELIO_04564
OG0000017	LYTVA_20423	HELIO_08140
OG0000017	LYTVA_02523, LYTVA_13694, LYTVA_17853, LYTVA_14292	HELIO_07705
OG0000017	LYTVA_04996	HELIO_06230
OG0000017	LYTVA_19500	HELIO_06928
OG0000017	LYTVA_26989, LYTVA_01310, LYTVA_21335, LYTVA_04412	HELIO_05297
OG0000017	LYTVA_13468	HELIO_04933
OG0000018	LYTVA_18794	HELIO_01806, HELIO_11953, HELIO_04805, HELIO_09132, HELIO_05854, HELIO_05254, HELIO_06191, HELIO_05532, HELIO_03926, HELIO_06035, HELIO_08639, HELIO_07392, HELIO_03838, HELIO_04112, HELIO_05318, HELIO_05992, HELIO_04247, HELIO_06652, HELIO_06972, HELIO_04613, HELIO_04249, HELIO_06631, HELIO_07465, HELIO_07089, HELIO_06040, HELIO_03912, HELIO_03992, HELIO_02946
OG0000018	LYTVA_13519, LYTVA_01656	HELIO_07028
OG0000018	LYTVA_29229, LYTVA_12870	HELIO_04549, HELIO_03495, HELIO_05613
OG0000019	LYTVA_18523	HELIO_04729
OG0000019	LYTVA_04809	HELIO_05273
OG0000019	LYTVA_12149	HELIO_07628
OG0000019	LYTVA_04453	HELIO_05932
OG0000019	LYTVA_00831	HELIO_06034
OG0000019	LYTVA_20407, LYTVA_25834	HELIO_06893
OG0000019	LYTVA_01420	HELIO_11234
OG0000019	LYTVA_13754, LYTVA_11044	HELIO_00711
OG0000019	LYTVA_03700	HELIO_04793
OG0000019	LYTVA_17123, LYTVA_06066, LYTVA_08335, LYTVA_00256, LYTVA_17122, LYTVA_14016	HELIO_04680
OG0000020	LYTVA_09793	HELIO_01087
OG0000020	LYTVA_10182	HELIO_03282
OG0000020	LYTVA_04298	HELIO_03892
OG0000020	LYTVA_23496	HELIO_08119
OG0000020	LYTVA_21287	HELIO_03039
OG0000020	LYTVA_21826	HELIO_08325
OG0000020	LYTVA_05479	HELIO_10764
OG0000020	LYTVA_08129	HELIO_10811
OG0000020	LYTVA_23009	HELIO_12285
OG0000020	LYTVA_12234	HELIO_05828
OG0000020	LYTVA_17081	HELIO_10575
OG0000020	LYTVA_06231	HELIO_05888
OG0000020	LYTVA_13730	HELIO_07729
OG0000020	LYTVA_09530	HELIO_08365
OG0000020	LYTVA_00542	HELIO_01918
OG0000020	LYTVA_26250	HELIO_11794
OG0000021	LYTVA_14789	HELIO_00817
OG0000021	LYTVA_18860	HELIO_05146
OG0000021	LYTVA_13480	HELIO_05564
OG0000021	LYTVA_13831	HELIO_02163
OG0000021	LYTVA_09981	HELIO_07436
OG0000021	LYTVA_02440	HELIO_01018
OG0000021	LYTVA_23988	HELIO_08809
OG0000021	LYTVA_17642	HELIO_00647
OG0000021	LYTVA_28466	HELIO_10440
OG0000021	LYTVA_02036	HELIO_04726
OG0000021	LYTVA_14564	HELIO_09286
OG0000021	LYTVA_23987, LYTVA_25778	HELIO_07603
OG0000021	LYTVA_00398	HELIO_02648
OG0000021	LYTVA_01830	HELIO_08020
OG0000021	LYTVA_09376, LYTVA_05943	HELIO_10557
OG0000021	LYTVA_10849	HELIO_04069
OG0000023	LYTVA_11225	HELIO_07781
OG0000023	LYTVA_00206	HELIO_08618
OG0000023	LYTVA_12353	HELIO_08359
OG0000023	LYTVA_13074	HELIO_11316
OG0000023	LYTVA_10626	HELIO_06675
OG0000023	LYTVA_26027	HELIO_04231
OG0000023	LYTVA_20952	HELIO_07887
OG0000023	LYTVA_04490	HELIO_10788
OG0000023	LYTVA_01233	HELIO_06647
OG0000023	LYTVA_08392, LYTVA_08393	HELIO_00907
OG0000023	LYTVA_24785	HELIO_09870
OG0000024	LYTVA_01628	HELIO_03839
OG0000024	LYTVA_16350	HELIO_05347
OG0000024	LYTVA_11585	HELIO_02782
OG0000025	LYTVA_14879, LYTVA_14642, LYTVA_07343	HELIO_01996, HELIO_02947, HELIO_11183, HELIO_06398, HELIO_03661, HELIO_07622, HELIO_05856, HELIO_03903, HELIO_08114, HELIO_07462
OG0000025	LYTVA_12652	HELIO_04417, HELIO_06506, HELIO_01074
OG0000025	LYTVA_23249	HELIO_06817
OG0000026	LYTVA_08564	HELIO_04505
OG0000026	LYTVA_25523	HELIO_00695
OG0000026	LYTVA_12516	HELIO_00694
OG0000026	LYTVA_19796	HELIO_09541
OG0000027	LYTVA_19671, LYTVA_28057, LYTVA_19674	HELIO_02455, HELIO_02456, HELIO_04291
OG0000027	LYTVA_23495	HELIO_07880
OG0000027	LYTVA_22090	HELIO_08186
OG0000027	LYTVA_18136	HELIO_06026
OG0000027	LYTVA_21206, LYTVA_09140	HELIO_07228
OG0000027	LYTVA_26069	HELIO_07068
OG0000027	LYTVA_02318, LYTVA_09971	HELIO_05709
OG0000028	LYTVA_06601	HELIO_06874, HELIO_00161
OG0000028	LYTVA_11085	HELIO_00147
OG0000028	LYTVA_07479, LYTVA_22824	HELIO_06013
OG0000028	LYTVA_11743	HELIO_00961
OG0000028	LYTVA_12763	HELIO_06306
OG0000028	LYTVA_29172	HELIO_12146
OG0000029	LYTVA_19555	HELIO_10546
OG0000029	LYTVA_01403, LYTVA_23870	HELIO_00115
OG0000029	LYTVA_25609	HELIO_05915
OG0000029	LYTVA_12911, LYTVA_03248	HELIO_11308
OG0000029	LYTVA_02569, LYTVA_10073	HELIO_11942
OG0000029	LYTVA_21024, LYTVA_08387, LYTVA_22534, LYTVA_00646, LYTVA_22532, LYTVA_00647, LYTVA_22533, LYTVA_18531, LYTVA_06596, LYTVA_23983, LYTVA_23982, LYTVA_14667, LYTVA_03114, LYTVA_21079, LYTVA_11087, LYTVA_07847	HELIO_00268
OG0000029	LYTVA_15803, LYTVA_05470, LYTVA_12796	HELIO_06866
OG0000029	LYTVA_24295	HELIO_02296
OG0000029	LYTVA_16107, LYTVA_15826, LYTVA_25550, LYTVA_16955	HELIO_09944
OG0000029	LYTVA_29691	HELIO_01633
OG0000029	LYTVA_23564	HELIO_06816
OG0000030	LYTVA_25177, LYTVA_24082, LYTVA_18277, LYTVA_24623	HELIO_11997
OG0000030	LYTVA_26760	HELIO_04525, HELIO_09505
OG0000030	LYTVA_28697	HELIO_06719
OG0000030	LYTVA_27440	HELIO_06628
OG0000031	LYTVA_04157, LYTVA_03000	HELIO_00475
OG0000031	LYTVA_07242	HELIO_11237
OG0000031	LYTVA_07394	HELIO_10166
OG0000031	LYTVA_19491	HELIO_00951
OG0000031	LYTVA_13645	HELIO_11573
OG0000031	LYTVA_05124	HELIO_00638
OG0000031	LYTVA_29658	HELIO_00007
OG0000031	LYTVA_09735	HELIO_02162
OG0000032	LYTVA_21601	HELIO_03061
OG0000032	LYTVA_15486, LYTVA_13671	HELIO_11764
OG0000032	LYTVA_08468, LYTVA_02734	HELIO_06747
OG0000032	LYTVA_00916	HELIO_05612
OG0000032	LYTVA_07790	HELIO_01994
OG0000032	LYTVA_22021	HELIO_06271
OG0000032	LYTVA_08868	HELIO_05549
OG0000032	LYTVA_21508	HELIO_06177
OG0000032	LYTVA_12246	HELIO_05021
OG0000032	LYTVA_11875, LYTVA_02746	HELIO_02986
OG0000032	LYTVA_26011	HELIO_02546
OG0000032	LYTVA_24216	HELIO_10763
OG0000032	LYTVA_22020	HELIO_07198
OG0000033	LYTVA_01770	HELIO_05494
OG0000033	LYTVA_25352, LYTVA_24710, LYTVA_25174, LYTVA_05977, LYTVA_28117, LYTVA_12027, LYTVA_20003, LYTVA_15744, LYTVA_22340, LYTVA_20039, LYTVA_20241	HELIO_08641
OG0000033	LYTVA_26144	HELIO_06082
OG0000033	LYTVA_28731	HELIO_04116
OG0000033	LYTVA_02656, LYTVA_01378	HELIO_05274
OG0000033	LYTVA_17007, LYTVA_04337, LYTVA_20141	HELIO_05169
OG0000033	LYTVA_18292, LYTVA_19303, LYTVA_26986, LYTVA_09691, LYTVA_16830, LYTVA_23842, LYTVA_08232, LYTVA_25046, LYTVA_17139, LYTVA_00757, LYTVA_12726, LYTVA_28732, LYTVA_23242, LYTVA_13507, LYTVA_15542, LYTVA_29590, LYTVA_21552, LYTVA_20558, LYTVA_07100, LYTVA_19459, LYTVA_19429, LYTVA_26229	HELIO_06447
OG0000034	LYTVA_20191	HELIO_03040
OG0000034	LYTVA_09293	HELIO_11045
OG0000034	LYTVA_04080	HELIO_10910
OG0000034	LYTVA_29167, LYTVA_10612	HELIO_05981
OG0000034	LYTVA_11788	HELIO_12487
OG0000034	LYTVA_12673	HELIO_11629
OG0000034	LYTVA_00403	HELIO_08377
OG0000035	LYTVA_03445	HELIO_06273
OG0000035	LYTVA_02303	HELIO_03945
OG0000035	LYTVA_16617	HELIO_04376
OG0000035	LYTVA_27828	HELIO_03534
OG0000035	LYTVA_22468	HELIO_06366
OG0000035	LYTVA_12116	HELIO_11539
OG0000035	LYTVA_12115	HELIO_10164
OG0000035	LYTVA_04128	HELIO_04984
OG0000036	LYTVA_03325	HELIO_01209, HELIO_01210
OG0000036	LYTVA_20435, LYTVA_20437	HELIO_09115
OG0000036	LYTVA_25631, LYTVA_25629, LYTVA_25630, LYTVA_25628, LYTVA_10478, LYTVA_03947	HELIO_04594
OG0000036	LYTVA_13908	HELIO_10881
OG0000036	LYTVA_15589	HELIO_00206
OG0000036	LYTVA_17448	HELIO_04367
OG0000036	LYTVA_28930, LYTVA_28136	HELIO_04322
OG0000036	LYTVA_03326	HELIO_02352
OG0000036	LYTVA_18880	HELIO_11421
OG0000036	LYTVA_25896	HELIO_04744
OG0000036	LYTVA_10871	HELIO_00078
OG0000037	LYTVA_05257, LYTVA_19733	HELIO_04596, HELIO_02436
OG0000037	LYTVA_11127	HELIO_07508
OG0000037	LYTVA_06887	HELIO_06312
OG0000037	LYTVA_08523, LYTVA_24218, LYTVA_22087	HELIO_10715
OG0000037	LYTVA_02747	HELIO_01377
OG0000037	LYTVA_04662	HELIO_11062
OG0000038	LYTVA_05063	HELIO_07209
OG0000039	LYTVA_16233, LYTVA_28543	HELIO_01180
OG0000039	LYTVA_07607	HELIO_07214
OG0000039	LYTVA_13062	HELIO_00133
OG0000039	LYTVA_02868	HELIO_10409
OG0000040	LYTVA_16039, LYTVA_16036	HELIO_00109
OG0000040	LYTVA_22091, LYTVA_29527	HELIO_04015
OG0000040	LYTVA_11912, LYTVA_06756, LYTVA_18912	HELIO_04001
OG0000040	LYTVA_12532, LYTVA_15738	HELIO_06439
OG0000040	LYTVA_27452, LYTVA_05580	HELIO_00160
OG0000041	LYTVA_08901	HELIO_03057
OG0000042	LYTVA_24767, LYTVA_21894	HELIO_00030
OG0000042	LYTVA_08434, LYTVA_16298	HELIO_05918
OG0000042	LYTVA_01660, LYTVA_12527	HELIO_12031
OG0000042	LYTVA_25081, LYTVA_25080, LYTVA_12139, LYTVA_18903	HELIO_00050
OG0000042	LYTVA_17561	HELIO_11180
OG0000042	LYTVA_10627, LYTVA_07504, LYTVA_30053	HELIO_06419
OG0000043	LYTVA_24763, LYTVA_20678, LYTVA_30007	HELIO_04067
OG0000043	LYTVA_00226	HELIO_00563
OG0000043	LYTVA_12710	HELIO_03541
OG0000044	LYTVA_11853	HELIO_05461
OG0000044	LYTVA_14074	HELIO_08837
OG0000044	LYTVA_26561	HELIO_02529
OG0000044	LYTVA_19469, LYTVA_22018	HELIO_01656
OG0000045	LYTVA_02507	HELIO_07351, HELIO_00342
OG0000045	LYTVA_07146	HELIO_00381
OG0000045	LYTVA_18766	HELIO_06348
OG0000045	LYTVA_11571, LYTVA_03087	HELIO_06793
OG0000045	LYTVA_12531	HELIO_03034
OG0000045	LYTVA_10187, LYTVA_26738	HELIO_01585
OG0000046	LYTVA_22286	HELIO_08475
OG0000048	LYTVA_06179	HELIO_10223
OG0000048	LYTVA_25775	HELIO_12500
OG0000048	LYTVA_15043	HELIO_03643
OG0000048	LYTVA_26635	HELIO_05568
OG0000048	LYTVA_17720	HELIO_06221
OG0000048	LYTVA_27999	HELIO_11655
OG0000048	LYTVA_08149	HELIO_08708
OG0000048	LYTVA_01464, LYTVA_09123	HELIO_04435, HELIO_12559
OG0000048	LYTVA_17485, LYTVA_17487	HELIO_00660
OG0000048	LYTVA_17489	HELIO_10706
OG0000048	LYTVA_11620	HELIO_05605
OG0000049	LYTVA_25007	HELIO_10175
OG0000049	LYTVA_28129	HELIO_12356
OG0000050	LYTVA_22854, LYTVA_13054	HELIO_04635
OG0000050	LYTVA_19706	HELIO_04600
OG0000050	LYTVA_22634	HELIO_04507
OG0000050	LYTVA_29206, LYTVA_08549, LYTVA_25325	HELIO_05305
OG0000050	LYTVA_16160, LYTVA_19016, LYTVA_06118, LYTVA_23189	HELIO_03827
OG0000050	LYTVA_13929	HELIO_00791, HELIO_04892, HELIO_11650
OG0000051	LYTVA_29605, LYTVA_13579	HELIO_06960
OG0000051	LYTVA_20046, LYTVA_12866, LYTVA_12868	HELIO_04086
OG0000051	LYTVA_29317, LYTVA_29318	HELIO_00091
OG0000051	LYTVA_29319	HELIO_07483
OG0000051	LYTVA_03012	HELIO_04213
OG0000051	LYTVA_16489, LYTVA_16496	HELIO_11844
OG0000051	LYTVA_02533	HELIO_11965
OG0000051	LYTVA_15636	HELIO_05090
OG0000051	LYTVA_24100	HELIO_05789
OG0000052	LYTVA_15866, LYTVA_01043, LYTVA_25360, LYTVA_13343, LYTVA_27172, LYTVA_14727, LYTVA_07095, LYTVA_26162	HELIO_04521
OG0000053	LYTVA_16375	HELIO_06044
OG0000053	LYTVA_09995	HELIO_06677
OG0000053	LYTVA_09644, LYTVA_11537, LYTVA_11539, LYTVA_00784, LYTVA_11538	HELIO_04652
OG0000053	LYTVA_06917, LYTVA_09771	HELIO_05796
OG0000053	LYTVA_17452, LYTVA_20115, LYTVA_20116	HELIO_06409
OG0000053	LYTVA_00662, LYTVA_05209	HELIO_06980
OG0000053	LYTVA_12622	HELIO_03906
OG0000053	LYTVA_03521, LYTVA_18088, LYTVA_00806	HELIO_04886
OG0000053	LYTVA_28577, LYTVA_28578	HELIO_04512
OG0000053	LYTVA_11130, LYTVA_14984	HELIO_12219, HELIO_10545
OG0000053	LYTVA_16852	HELIO_00058
OG0000054	LYTVA_10090	HELIO_03625
OG0000054	LYTVA_07086, LYTVA_21421, LYTVA_17925, LYTVA_09472, LYTVA_10089	HELIO_05561
OG0000054	LYTVA_11502	HELIO_11556
OG0000054	LYTVA_10035	HELIO_11049
OG0000054	LYTVA_09103	HELIO_07252
OG0000055	LYTVA_28790	HELIO_03751
OG0000055	LYTVA_10558, LYTVA_00384, LYTVA_20676, LYTVA_30008, LYTVA_16090, LYTVA_10734	HELIO_10362
OG0000056	LYTVA_05867	HELIO_02100
OG0000056	LYTVA_03272	HELIO_05303
OG0000056	LYTVA_17286	HELIO_03513
OG0000056	LYTVA_25903	HELIO_07150
OG0000056	LYTVA_29706	HELIO_07638
OG0000056	LYTVA_13357	HELIO_07637
OG0000057	LYTVA_22815	HELIO_05858
OG0000058	LYTVA_09175, LYTVA_09177, LYTVA_25827	HELIO_04784
OG0000058	LYTVA_05598, LYTVA_13005	HELIO_04764
OG0000058	LYTVA_11473	HELIO_12406
OG0000058	LYTVA_09178	HELIO_12430
OG0000059	LYTVA_18957	HELIO_08348
OG0000059	LYTVA_05676	HELIO_09805
OG0000059	LYTVA_14597	HELIO_00630
OG0000059	LYTVA_19539	HELIO_02571
OG0000059	LYTVA_23483	HELIO_00753
OG0000059	LYTVA_23387	HELIO_11973
OG0000059	LYTVA_06967, LYTVA_19211	HELIO_07693
OG0000059	LYTVA_17534	HELIO_05488
OG0000060	LYTVA_30158, LYTVA_18098	HELIO_02035
OG0000060	LYTVA_02319	HELIO_11213
OG0000060	LYTVA_16681	HELIO_01698
OG0000060	LYTVA_27455	HELIO_08930
OG0000060	LYTVA_28547	HELIO_10260
OG0000060	LYTVA_10196	HELIO_12113
OG0000061	LYTVA_16102	HELIO_11204
OG0000061	LYTVA_02993	HELIO_04007
OG0000061	LYTVA_26455	HELIO_00294
OG0000061	LYTVA_26459	HELIO_10663
OG0000061	LYTVA_19867	HELIO_00140
OG0000061	LYTVA_16101	HELIO_07930
OG0000062	LYTVA_15332	HELIO_01760
OG0000062	LYTVA_27501, LYTVA_24383	HELIO_09809
OG0000062	LYTVA_05092	HELIO_08709
OG0000062	LYTVA_18550	HELIO_06316
OG0000062	LYTVA_02333, LYTVA_05093, LYTVA_01566	HELIO_06187
OG0000063	LYTVA_03474	HELIO_10147
OG0000063	LYTVA_28622	HELIO_12629
OG0000063	LYTVA_11640	HELIO_12335, HELIO_11425
OG0000063	LYTVA_20066	HELIO_08778
OG0000063	LYTVA_07999	HELIO_04019
OG0000063	LYTVA_16178	HELIO_04155
OG0000064	LYTVA_25756	HELIO_01450
OG0000064	LYTVA_01963	HELIO_11717
OG0000064	LYTVA_21779	HELIO_05378
OG0000064	LYTVA_07922, LYTVA_29165, LYTVA_14963, LYTVA_01763, LYTVA_05680, LYTVA_01518, LYTVA_16673	HELIO_04032
OG0000064	LYTVA_20353, LYTVA_07078, LYTVA_28733	HELIO_07061
OG0000064	LYTVA_01814	HELIO_00141
OG0000064	LYTVA_24882, LYTVA_11536, LYTVA_13973, LYTVA_29064, LYTVA_20961, LYTVA_12243, LYTVA_20960	HELIO_07348
OG0000064	LYTVA_14350, LYTVA_14353	HELIO_02173
OG0000065	LYTVA_25952, LYTVA_19899, LYTVA_19900, LYTVA_28478	HELIO_07590
OG0000065	LYTVA_28637, LYTVA_28640, LYTVA_16549, LYTVA_05941, LYTVA_26146	HELIO_07271
OG0000065	LYTVA_02630	HELIO_03598, HELIO_00678
OG0000065	LYTVA_21036, LYTVA_12929, LYTVA_23872, LYTVA_25877, LYTVA_10381	HELIO_00187
OG0000065	LYTVA_30035	HELIO_05936
OG0000065	LYTVA_14067, LYTVA_17290, LYTVA_13082, LYTVA_17296	HELIO_05480
OG0000066	LYTVA_01899	HELIO_02871
OG0000066	LYTVA_14724	HELIO_11387
OG0000067	LYTVA_00141	HELIO_11753
OG0000067	LYTVA_19952, LYTVA_28647	HELIO_06955
OG0000067	LYTVA_07502	HELIO_07211
OG0000067	LYTVA_25538	HELIO_04257, HELIO_02907
OG0000067	LYTVA_09112, LYTVA_09554	HELIO_01151
OG0000067	LYTVA_15190	HELIO_02361
OG0000067	LYTVA_26045	HELIO_09285
OG0000068	LYTVA_29801	HELIO_09495
OG0000068	LYTVA_20828	HELIO_11520
OG0000068	LYTVA_07218, LYTVA_11696	HELIO_09524
OG0000068	LYTVA_16450	HELIO_08964
OG0000068	LYTVA_22369	HELIO_11774
OG0000068	LYTVA_23647	HELIO_01288
OG0000069	LYTVA_15781	HELIO_11698
OG0000069	LYTVA_28251, LYTVA_19634, LYTVA_18557	HELIO_03190
