Orthogroup	LYTVA_ok	AENJA_ok
OG0000007	LYTVA_10898	AENJA_18326
OG0000007	LYTVA_04121	AENJA_18328
OG0000007	LYTVA_25288	AENJA_11851
OG0000007	LYTVA_03206	AENJA_09687
OG0000007	LYTVA_12379, LYTVA_12378	AENJA_07358
OG0000007	LYTVA_12480	AENJA_11277
OG0000007	LYTVA_06652	AENJA_22886
OG0000007	LYTVA_22810, LYTVA_20192	AENJA_20902
OG0000007	LYTVA_19839	AENJA_16981
OG0000007	LYTVA_05177	AENJA_26507
OG0000008	LYTVA_29228	AENJA_24738, AENJA_04336, AENJA_08081, AENJA_21611, AENJA_18286, AENJA_19574, AENJA_03105
OG0000008	LYTVA_19861, LYTVA_22487	AENJA_21542
OG0000008	LYTVA_19305	AENJA_00959
OG0000009	LYTVA_08221, LYTVA_08216	AENJA_04378
OG0000009	LYTVA_11963	AENJA_20987, AENJA_03242, AENJA_20470, AENJA_24892
OG0000009	LYTVA_00908	AENJA_10638
OG0000009	LYTVA_28432	AENJA_13736, AENJA_17094
OG0000009	LYTVA_02205	AENJA_03229, AENJA_08449
OG0000009	LYTVA_03649	AENJA_02891
OG0000009	LYTVA_21418	AENJA_01343
OG0000009	LYTVA_29726, LYTVA_09948, LYTVA_07513, LYTVA_08964, LYTVA_09966, LYTVA_22916	AENJA_09256
OG0000009	LYTVA_03297	AENJA_15566
OG0000009	LYTVA_22901, LYTVA_28165	AENJA_14084, AENJA_13529, AENJA_22419, AENJA_21438, AENJA_05572
OG0000009	LYTVA_10698, LYTVA_02136, LYTVA_14470	AENJA_12983
OG0000009	LYTVA_00127, LYTVA_29384	AENJA_26815, AENJA_17953
OG0000009	LYTVA_14775	AENJA_24005, AENJA_00782
OG0000009	LYTVA_30063, LYTVA_15489	AENJA_19291, AENJA_12021, AENJA_05571, AENJA_12773, AENJA_23978, AENJA_05392, AENJA_05099, AENJA_11504, AENJA_00189, AENJA_22152, AENJA_11549, AENJA_13947, AENJA_18570
OG0000010	LYTVA_28049, LYTVA_14417, LYTVA_22894	AENJA_14735
OG0000010	LYTVA_09270	AENJA_20491
OG0000011	LYTVA_15574	AENJA_04598
OG0000011	LYTVA_26033	AENJA_06710
OG0000011	LYTVA_13841	AENJA_10554, AENJA_20178, AENJA_19192
OG0000011	LYTVA_28284	AENJA_02877, AENJA_17352
OG0000011	LYTVA_29140	AENJA_17241, AENJA_22685, AENJA_26020
OG0000011	LYTVA_27141	AENJA_23691
OG0000011	LYTVA_25384	AENJA_08871, AENJA_09595, AENJA_20150, AENJA_13507, AENJA_21384, AENJA_24664
OG0000011	LYTVA_21583	AENJA_01682
OG0000011	LYTVA_18878	AENJA_24133, AENJA_12015
OG0000011	LYTVA_18199	AENJA_00474, AENJA_17934
OG0000012	LYTVA_11199, LYTVA_24773	AENJA_21729, AENJA_07862, AENJA_07861
OG0000012	LYTVA_27764	AENJA_02014
OG0000012	LYTVA_27819, LYTVA_13632, LYTVA_19503, LYTVA_04725, LYTVA_24982, LYTVA_01955, LYTVA_01082, LYTVA_04724, LYTVA_28598, LYTVA_04726, LYTVA_05905, LYTVA_16828	AENJA_22984, AENJA_22983
OG0000012	LYTVA_12515, LYTVA_06149	AENJA_02869
OG0000013	LYTVA_22713, LYTVA_22716	AENJA_11516
OG0000014	LYTVA_29722	AENJA_09518, AENJA_09012
OG0000014	LYTVA_19649, LYTVA_07770, LYTVA_25588, LYTVA_00400	AENJA_17358
OG0000014	LYTVA_09996	AENJA_12276, AENJA_23299
OG0000014	LYTVA_13955	AENJA_25536
OG0000015	LYTVA_19488	AENJA_25011
OG0000015	LYTVA_26004	AENJA_19636
OG0000015	LYTVA_26002	AENJA_18653
OG0000015	LYTVA_09631, LYTVA_17348, LYTVA_06152	AENJA_17614
OG0000015	LYTVA_06792	AENJA_02597
OG0000016	LYTVA_02179	AENJA_04814, AENJA_14549
OG0000016	LYTVA_09460, LYTVA_20745	AENJA_07664
OG0000016	LYTVA_05193	AENJA_15459
OG0000016	LYTVA_21831, LYTVA_18288	AENJA_11513
OG0000016	LYTVA_27143	AENJA_26671, AENJA_26677
OG0000016	LYTVA_00562	AENJA_21813, AENJA_16651
OG0000016	LYTVA_26617, LYTVA_17022, LYTVA_17023, LYTVA_17018, LYTVA_17017, LYTVA_17021, LYTVA_10327, LYTVA_03034	AENJA_03282, AENJA_18791, AENJA_08816, AENJA_02864
OG0000017	LYTVA_11588	AENJA_25826, AENJA_19043
OG0000017	LYTVA_10434	AENJA_21177, AENJA_06799, AENJA_08416, AENJA_23360, AENJA_14486, AENJA_04643, AENJA_00407
OG0000017	LYTVA_20423, LYTVA_02523, LYTVA_13694, LYTVA_17853, LYTVA_14292	AENJA_00442
OG0000017	LYTVA_04996	AENJA_14928, AENJA_06318
OG0000017	LYTVA_19500	AENJA_08674, AENJA_21573
OG0000017	LYTVA_06162	AENJA_22050
OG0000017	LYTVA_26989, LYTVA_01310, LYTVA_21335, LYTVA_04412	AENJA_16553, AENJA_10272, AENJA_25220, AENJA_22019, AENJA_14578, AENJA_25217, AENJA_20264, AENJA_00879, AENJA_13357, AENJA_11406, AENJA_05165, AENJA_06463, AENJA_04888, AENJA_03290, AENJA_05719, AENJA_19475, AENJA_19562, AENJA_23073, AENJA_21676, AENJA_10851, AENJA_14649
OG0000017	LYTVA_13468	AENJA_12775, AENJA_13083, AENJA_06685, AENJA_01563
OG0000018	LYTVA_08537, LYTVA_21301	AENJA_09676
OG0000018	LYTVA_29857	AENJA_26707, AENJA_02019, AENJA_10850, AENJA_17832, AENJA_06089, AENJA_04764, AENJA_25702, AENJA_25620, AENJA_26224, AENJA_03350, AENJA_17081
OG0000018	LYTVA_18794	AENJA_18582, AENJA_00705, AENJA_05980, AENJA_21073, AENJA_24490, AENJA_10833, AENJA_00794, AENJA_03347, AENJA_20865, AENJA_10761, AENJA_12683, AENJA_07360, AENJA_25137
OG0000018	LYTVA_13519, LYTVA_01656	AENJA_19981
OG0000018	LYTVA_29229, LYTVA_12870	AENJA_14150
OG0000018	LYTVA_07859, LYTVA_26503, LYTVA_00759, LYTVA_05774, LYTVA_08224, LYTVA_20675	AENJA_12247
OG0000019	LYTVA_17120	AENJA_17710, AENJA_12747, AENJA_19174, AENJA_03417, AENJA_02272, AENJA_02277
OG0000019	LYTVA_14521	AENJA_02275, AENJA_02276, AENJA_10509, AENJA_19272
OG0000019	LYTVA_12149	AENJA_02273
OG0000019	LYTVA_18162	AENJA_16475, AENJA_12690, AENJA_12693
OG0000019	LYTVA_20852	AENJA_17715, AENJA_26470, AENJA_26324, AENJA_09204
OG0000019	LYTVA_01420	AENJA_24818
OG0000020	LYTVA_19355	AENJA_21688, AENJA_05309
OG0000020	LYTVA_21318	AENJA_02593, AENJA_02596
OG0000020	LYTVA_09793	AENJA_15791
OG0000020	LYTVA_04298	AENJA_12903
OG0000020	LYTVA_23496	AENJA_09502
OG0000020	LYTVA_26274	AENJA_16747
OG0000020	LYTVA_21287	AENJA_14074
OG0000020	LYTVA_21826	AENJA_08287
OG0000020	LYTVA_05479	AENJA_18052
OG0000020	LYTVA_08129	AENJA_23718
OG0000020	LYTVA_26447	AENJA_15954
OG0000020	LYTVA_23009	AENJA_16929
OG0000020	LYTVA_12234	AENJA_04727
OG0000020	LYTVA_17081	AENJA_10912
OG0000020	LYTVA_06231	AENJA_11444
OG0000020	LYTVA_13730	AENJA_07947
OG0000020	LYTVA_09530	AENJA_14659
OG0000020	LYTVA_00542	AENJA_12495
OG0000020	LYTVA_26250	AENJA_25422
OG0000021	LYTVA_14789, LYTVA_18860	AENJA_21621, AENJA_21623
OG0000021	LYTVA_04917	AENJA_14639
OG0000021	LYTVA_13480, LYTVA_00042, LYTVA_13481	AENJA_26606, AENJA_10786
OG0000021	LYTVA_10118	AENJA_16593
OG0000021	LYTVA_09991	AENJA_24950
OG0000021	LYTVA_02440	AENJA_25124
OG0000021	LYTVA_28466	AENJA_15672, AENJA_17125
OG0000021	LYTVA_14564	AENJA_10523
OG0000021	LYTVA_01830, LYTVA_09376, LYTVA_05943	AENJA_01732, AENJA_19095, AENJA_24409, AENJA_17711
OG0000023	LYTVA_11225	AENJA_06341
OG0000023	LYTVA_05858	AENJA_11618, AENJA_11620, AENJA_11621
OG0000023	LYTVA_00206	AENJA_22520, AENJA_19106
OG0000023	LYTVA_13074	AENJA_11920
OG0000023	LYTVA_20952, LYTVA_04490, LYTVA_24711, LYTVA_01233, LYTVA_21144, LYTVA_20416	AENJA_26230
OG0000023	LYTVA_27483	AENJA_07520, AENJA_17438
OG0000023	LYTVA_08392, LYTVA_08393	AENJA_19908
OG0000023	LYTVA_24785	AENJA_03895
OG0000024	LYTVA_25158	AENJA_18078
OG0000024	LYTVA_16350	AENJA_13035, AENJA_24703
OG0000024	LYTVA_14629	AENJA_05751
OG0000025	LYTVA_14879, LYTVA_14642, LYTVA_07343	AENJA_16194, AENJA_12427, AENJA_26584, AENJA_11195
OG0000025	LYTVA_06174, LYTVA_05975	AENJA_13289
OG0000025	LYTVA_16991	AENJA_07928
OG0000026	LYTVA_08564	AENJA_07099, AENJA_18950
OG0000026	LYTVA_19796	AENJA_10129
OG0000027	LYTVA_13316	AENJA_18849
OG0000027	LYTVA_18136, LYTVA_21206, LYTVA_09140, LYTVA_26069, LYTVA_02318, LYTVA_09971, LYTVA_25862	AENJA_05706, AENJA_05707
OG0000028	LYTVA_06601	AENJA_03335, AENJA_05182, AENJA_05184, AENJA_05181
OG0000028	LYTVA_03719	AENJA_21123
OG0000028	LYTVA_11085	AENJA_15999
OG0000028	LYTVA_11743	AENJA_25121
OG0000029	LYTVA_19314	AENJA_03155, AENJA_26378, AENJA_10650
OG0000029	LYTVA_25609, LYTVA_12911, LYTVA_03248	AENJA_05610
OG0000029	LYTVA_21024, LYTVA_08387, LYTVA_22534, LYTVA_00646, LYTVA_22532, LYTVA_00647, LYTVA_22533, LYTVA_18531, LYTVA_06596, LYTVA_23983, LYTVA_23982, LYTVA_14667, LYTVA_03114, LYTVA_21079, LYTVA_11087, LYTVA_07847, LYTVA_16374, LYTVA_14118, LYTVA_17454, LYTVA_10670, LYTVA_10669, LYTVA_12106, LYTVA_25172, LYTVA_28751, LYTVA_15803, LYTVA_05470, LYTVA_12796, LYTVA_24295, LYTVA_15802, LYTVA_16107, LYTVA_15826, LYTVA_25550, LYTVA_16955, LYTVA_29691, LYTVA_23564, LYTVA_08386	AENJA_05280
OG0000030	LYTVA_26760	AENJA_17283
OG0000030	LYTVA_28697	AENJA_24351, AENJA_12274
OG0000030	LYTVA_20955, LYTVA_09651	AENJA_21030
OG0000030	LYTVA_26586	AENJA_05226
OG0000031	LYTVA_04157, LYTVA_03000	AENJA_09856
OG0000031	LYTVA_07242	AENJA_09858
OG0000031	LYTVA_07394	AENJA_20966
OG0000031	LYTVA_19491	AENJA_08759
OG0000031	LYTVA_13645	AENJA_10722
OG0000031	LYTVA_05124	AENJA_05740
OG0000031	LYTVA_29658	AENJA_14258, AENJA_15917, AENJA_14260
OG0000031	LYTVA_09735	AENJA_15028
OG0000032	LYTVA_15487, LYTVA_14158	AENJA_15565
OG0000032	LYTVA_21601	AENJA_15445, AENJA_10949
OG0000032	LYTVA_15486, LYTVA_13671	AENJA_16462, AENJA_19113, AENJA_19112
OG0000032	LYTVA_08468, LYTVA_02734	AENJA_01667, AENJA_01332
OG0000032	LYTVA_00916	AENJA_12718
OG0000032	LYTVA_22021, LYTVA_08868, LYTVA_21508, LYTVA_13715	AENJA_12280, AENJA_12491
OG0000032	LYTVA_26011, LYTVA_24216, LYTVA_22020	AENJA_06513
OG0000033	LYTVA_26430	AENJA_22775
OG0000033	LYTVA_09380	AENJA_17956, AENJA_20306, AENJA_13272
OG0000033	LYTVA_28431	AENJA_04460, AENJA_10095, AENJA_00313, AENJA_05637
OG0000033	LYTVA_01818	AENJA_15145
OG0000033	LYTVA_26144	AENJA_02327
OG0000033	LYTVA_28731	AENJA_25587, AENJA_13273, AENJA_09980, AENJA_09621, AENJA_14944
OG0000033	LYTVA_14139, LYTVA_06583	AENJA_08560, AENJA_03095
OG0000033	LYTVA_03668	AENJA_16367
OG0000033	LYTVA_05706	AENJA_20716
OG0000033	LYTVA_04922	AENJA_19957
OG0000033	LYTVA_07303, LYTVA_11528	AENJA_21447, AENJA_04314
OG0000033	LYTVA_02656, LYTVA_01378	AENJA_02993
OG0000033	LYTVA_19303, LYTVA_26986, LYTVA_09691, LYTVA_16830, LYTVA_23842, LYTVA_08232, LYTVA_25046, LYTVA_17139	AENJA_13995
OG0000033	LYTVA_00757, LYTVA_12726, LYTVA_28732, LYTVA_23242	AENJA_12723, AENJA_12540
OG0000033	LYTVA_20558, LYTVA_07100	AENJA_25355
OG0000033	LYTVA_19429, LYTVA_26229	AENJA_13459
OG0000034	LYTVA_20191	AENJA_21749
OG0000034	LYTVA_09293	AENJA_26717
OG0000034	LYTVA_04080	AENJA_02791
OG0000034	LYTVA_29167, LYTVA_10612	AENJA_23686
OG0000034	LYTVA_11788	AENJA_13785
OG0000034	LYTVA_12673	AENJA_15701
OG0000034	LYTVA_04355, LYTVA_01145	AENJA_24919
OG0000034	LYTVA_06697	AENJA_16616
OG0000035	LYTVA_02303, LYTVA_16617	AENJA_26793
OG0000035	LYTVA_27828	AENJA_08825
OG0000035	LYTVA_22468	AENJA_12732
OG0000035	LYTVA_12116	AENJA_26037
OG0000035	LYTVA_12115	AENJA_21682
OG0000035	LYTVA_04128	AENJA_21683
OG0000036	LYTVA_03325	AENJA_22120
OG0000036	LYTVA_20435, LYTVA_20437	AENJA_22191
OG0000036	LYTVA_25631, LYTVA_25629, LYTVA_25630, LYTVA_25628, LYTVA_10478, LYTVA_03947	AENJA_22190
OG0000036	LYTVA_14662	AENJA_19267
OG0000036	LYTVA_29789, LYTVA_04431, LYTVA_20434	AENJA_16633
OG0000036	LYTVA_07532	AENJA_21299, AENJA_21302
OG0000036	LYTVA_03326, LYTVA_18880, LYTVA_25896	AENJA_21301
OG0000036	LYTVA_13566	AENJA_09983, AENJA_16634, AENJA_26207, AENJA_16107
OG0000037	LYTVA_17010	AENJA_19419
OG0000037	LYTVA_05257, LYTVA_19733	AENJA_19141
OG0000037	LYTVA_11127	AENJA_06908, AENJA_02989
OG0000037	LYTVA_06887	AENJA_17768
OG0000037	LYTVA_08523, LYTVA_24218, LYTVA_22087	AENJA_10696
OG0000037	LYTVA_02747	AENJA_13632
OG0000037	LYTVA_25050, LYTVA_25057, LYTVA_25048	AENJA_22610
OG0000038	LYTVA_19605	AENJA_09926, AENJA_09925
OG0000038	LYTVA_09820, LYTVA_11687, LYTVA_19608	AENJA_05691
OG0000038	LYTVA_04990	AENJA_00416
OG0000038	LYTVA_00437	AENJA_26313
OG0000038	LYTVA_23709, LYTVA_21694, LYTVA_05063	AENJA_16130
OG0000038	LYTVA_27081, LYTVA_14519, LYTVA_00438	AENJA_05693
OG0000038	LYTVA_10088	AENJA_05700
OG0000038	LYTVA_19607	AENJA_05696
OG0000038	LYTVA_09516	AENJA_05701
OG0000039	LYTVA_16233	AENJA_17497
OG0000039	LYTVA_07607	AENJA_26786
OG0000039	LYTVA_13062	AENJA_20163
OG0000039	LYTVA_27073	AENJA_24723
OG0000039	LYTVA_02868	AENJA_02471
OG0000040	LYTVA_16039, LYTVA_16036, LYTVA_22091, LYTVA_29527, LYTVA_27351, LYTVA_03168, LYTVA_11912, LYTVA_06756, LYTVA_18912, LYTVA_12532, LYTVA_15738, LYTVA_27452, LYTVA_05580, LYTVA_25285	AENJA_11361
OG0000041	LYTVA_17546, LYTVA_17545	AENJA_08471
OG0000041	LYTVA_25852	AENJA_24560
OG0000041	LYTVA_03177	AENJA_03404, AENJA_03405
OG0000042	LYTVA_24767, LYTVA_21894	AENJA_12267, AENJA_02614, AENJA_01891
OG0000042	LYTVA_25081, LYTVA_25080, LYTVA_12139, LYTVA_18903, LYTVA_17561, LYTVA_10627, LYTVA_07504, LYTVA_30053	AENJA_24534, AENJA_24240, AENJA_05524, AENJA_01976, AENJA_07525, AENJA_11740
OG0000044	LYTVA_11853	AENJA_12079
OG0000044	LYTVA_26561	AENJA_26664
OG0000044	LYTVA_19279	AENJA_06141
OG0000045	LYTVA_24388, LYTVA_02507	AENJA_04220, AENJA_24299
OG0000045	LYTVA_02478, LYTVA_14643	AENJA_24300
OG0000045	LYTVA_02878	AENJA_13211
OG0000045	LYTVA_07146, LYTVA_18766, LYTVA_11571, LYTVA_03087, LYTVA_21403, LYTVA_03810	AENJA_18923, AENJA_18166, AENJA_08775
OG0000045	LYTVA_12531	AENJA_09131
OG0000045	LYTVA_17566, LYTVA_00420	AENJA_11592
OG0000046	LYTVA_22286	AENJA_09090, AENJA_10596, AENJA_20156, AENJA_21759
OG0000046	LYTVA_20626	AENJA_13407, AENJA_01687, AENJA_01592, AENJA_15828
OG0000047	LYTVA_05505	AENJA_17021
OG0000047	LYTVA_03680, LYTVA_24771, LYTVA_22336, LYTVA_29236, LYTVA_23656, LYTVA_28273, LYTVA_13574	AENJA_17689
OG0000047	LYTVA_09701	AENJA_09237
OG0000048	LYTVA_15043	AENJA_11619
OG0000048	LYTVA_26635	AENJA_23226
OG0000048	LYTVA_17720, LYTVA_17428	AENJA_21713
OG0000048	LYTVA_27999	AENJA_09360
OG0000048	LYTVA_08149	AENJA_16735
OG0000048	LYTVA_11620	AENJA_25506
OG0000049	LYTVA_16567	AENJA_20702
OG0000049	LYTVA_21152	AENJA_25756
OG0000049	LYTVA_06358	AENJA_24984, AENJA_12834
OG0000049	LYTVA_14034	AENJA_11158
OG0000049	LYTVA_25007	AENJA_02953, AENJA_07586
OG0000049	LYTVA_28129	AENJA_17680
OG0000050	LYTVA_22854, LYTVA_13054, LYTVA_07499, LYTVA_19706	AENJA_04055, AENJA_09800, AENJA_19193
OG0000050	LYTVA_22634, LYTVA_29206, LYTVA_08549, LYTVA_25325, LYTVA_16900, LYTVA_03419	AENJA_03200, AENJA_25472, AENJA_19123, AENJA_10961, AENJA_09597, AENJA_17561, AENJA_19763, AENJA_24932, AENJA_01528, AENJA_02355, AENJA_00087
OG0000050	LYTVA_13929, LYTVA_13140	AENJA_20003, AENJA_05632
OG0000050	LYTVA_13188	AENJA_14035
OG0000050	LYTVA_14198	AENJA_22540, AENJA_26360, AENJA_20350
OG0000050	LYTVA_17620	AENJA_06100, AENJA_07442, AENJA_06078, AENJA_06097
OG0000051	LYTVA_20043, LYTVA_13578, LYTVA_29605, LYTVA_13579, LYTVA_20045, LYTVA_20046, LYTVA_12866, LYTVA_12868, LYTVA_12869, LYTVA_29317, LYTVA_29318, LYTVA_29319, LYTVA_03012, LYTVA_09968, LYTVA_16489, LYTVA_16496, LYTVA_27370	AENJA_18491, AENJA_12662
OG0000051	LYTVA_02533, LYTVA_15636, LYTVA_24100, LYTVA_12428	AENJA_24250
OG0000052	LYTVA_24950	AENJA_20254
OG0000052	LYTVA_15380	AENJA_03531, AENJA_00839, AENJA_20468, AENJA_18067
OG0000052	LYTVA_25360, LYTVA_13343, LYTVA_27172, LYTVA_14727, LYTVA_07095, LYTVA_26162	AENJA_09495, AENJA_02638, AENJA_11489, AENJA_25939, AENJA_25043, AENJA_26054, AENJA_00223, AENJA_03349, AENJA_13979
OG0000053	LYTVA_16375	AENJA_14744
OG0000053	LYTVA_06684, LYTVA_08646, LYTVA_29027	AENJA_09568
OG0000053	LYTVA_10692, LYTVA_10696	AENJA_04227, AENJA_07517
OG0000053	LYTVA_10743, LYTVA_12622, LYTVA_05055, LYTVA_03521, LYTVA_18088, LYTVA_00806	AENJA_26082
OG0000053	LYTVA_11130, LYTVA_14984, LYTVA_16852	AENJA_25816, AENJA_09489
OG0000054	LYTVA_11502, LYTVA_10035, LYTVA_09103	AENJA_06676, AENJA_23371
OG0000055	LYTVA_28790	AENJA_19390, AENJA_19388, AENJA_19387
OG0000056	LYTVA_05867	AENJA_20111
OG0000056	LYTVA_03272	AENJA_20268
OG0000056	LYTVA_17286	AENJA_05228
OG0000056	LYTVA_28840	AENJA_14653
OG0000056	LYTVA_00266	AENJA_25728
OG0000056	LYTVA_13357	AENJA_01631, AENJA_03114
OG0000057	LYTVA_22815	AENJA_05247, AENJA_22751, AENJA_20208, AENJA_16752, AENJA_23652
OG0000057	LYTVA_16930, LYTVA_18973, LYTVA_00270, LYTVA_24006, LYTVA_29476, LYTVA_19349, LYTVA_10024, LYTVA_11718, LYTVA_22254	AENJA_17618, AENJA_26136, AENJA_26132, AENJA_08684, AENJA_22887, AENJA_05276, AENJA_22882, AENJA_00547, AENJA_00284, AENJA_08678, AENJA_20325, AENJA_14624, AENJA_22206, AENJA_08076, AENJA_04680, AENJA_04677
OG0000058	LYTVA_16698	AENJA_12354
OG0000058	LYTVA_01877, LYTVA_05596	AENJA_14024
OG0000058	LYTVA_05352, LYTVA_05598, LYTVA_13005	AENJA_10634
OG0000058	LYTVA_11473, LYTVA_09178	AENJA_08370
OG0000059	LYTVA_18957	AENJA_13132
OG0000059	LYTVA_17899	AENJA_17651
OG0000059	LYTVA_19539	AENJA_18423, AENJA_19757
OG0000059	LYTVA_23387	AENJA_26400
OG0000059	LYTVA_06967, LYTVA_19211, LYTVA_17534	AENJA_11199, AENJA_02561, AENJA_02562
OG0000060	LYTVA_30158, LYTVA_18098	AENJA_17233
OG0000060	LYTVA_02319	AENJA_19748
OG0000060	LYTVA_11689, LYTVA_07972	AENJA_06413
OG0000060	LYTVA_20466	AENJA_16934, AENJA_19164, AENJA_25801, AENJA_00669, AENJA_06416, AENJA_06418, AENJA_18536, AENJA_04512, AENJA_04510, AENJA_04511, AENJA_11167, AENJA_04778, AENJA_05765
OG0000060	LYTVA_10196	AENJA_23597
OG0000061	LYTVA_16102	AENJA_07301
OG0000061	LYTVA_20900	AENJA_07183
OG0000061	LYTVA_26455, LYTVA_26459	AENJA_26614, AENJA_08766
OG0000061	LYTVA_19867	AENJA_06999
OG0000061	LYTVA_16101	AENJA_07304
OG0000062	LYTVA_27501, LYTVA_24383, LYTVA_01528	AENJA_09642
OG0000062	LYTVA_05092	AENJA_22683
OG0000062	LYTVA_18550	AENJA_08106, AENJA_05257, AENJA_04997, AENJA_21915, AENJA_04995
OG0000063	LYTVA_03474	AENJA_20321
OG0000063	LYTVA_28622	AENJA_03789
OG0000063	LYTVA_11640, LYTVA_20066, LYTVA_07999	AENJA_04323
OG0000063	LYTVA_16178	AENJA_26394
OG0000064	LYTVA_19553, LYTVA_11533, LYTVA_25986, LYTVA_20628	AENJA_16750
