Orthogroup	LYTVA_ok	CAEEL
OG0000013	LYTVA_14036, LYTVA_14035, LYTVA_24263, LYTVA_16177, LYTVA_17617, LYTVA_13019, LYTVA_13020, LYTVA_03982, LYTVA_05971, LYTVA_26708, LYTVA_02518, LYTVA_13739, LYTVA_21776, LYTVA_12310, LYTVA_12309, LYTVA_22713, LYTVA_22716, LYTVA_11879, LYTVA_09546, LYTVA_28541, LYTVA_13975, LYTVA_00129, LYTVA_18668, LYTVA_18187, LYTVA_18188, LYTVA_11839, LYTVA_02943, LYTVA_27265, LYTVA_27263, LYTVA_13649, LYTVA_17421, LYTVA_15176, LYTVA_12759, LYTVA_00164, LYTVA_00165, LYTVA_15941, LYTVA_29938, LYTVA_08916, LYTVA_23579, LYTVA_15177, LYTVA_22519	CAEEL19127
OG0000015	LYTVA_26002	CAEEL15587
OG0000016	LYTVA_02179, LYTVA_09460, LYTVA_20745	CAEEL20493
OG0000016	LYTVA_21831, LYTVA_18288	CAEEL19614, CAEEL20639, CAEEL17751, CAEEL09082, CAEEL18079, CAEEL18078
OG0000016	LYTVA_27143, LYTVA_00562	CAEEL18647
OG0000019	LYTVA_17120	CAEEL19797, CAEEL15403
OG0000019	LYTVA_14521, LYTVA_18523, LYTVA_29569, LYTVA_29679, LYTVA_04809, LYTVA_22729	CAEEL20377, CAEEL20739, CAEEL19383, CAEEL19258, CAEEL10676, CAEEL00531, CAEEL01379, CAEEL01513
OG0000020	LYTVA_00541	CAEEL07399
OG0000020	LYTVA_23009	CAEEL00627
OG0000020	LYTVA_17081, LYTVA_06231	CAEEL05927
OG0000020	LYTVA_09530	CAEEL13362
OG0000020	LYTVA_00542	CAEEL09273
OG0000021	LYTVA_04917	CAEEL15603
OG0000021	LYTVA_09991	CAEEL00422
OG0000021	LYTVA_14564	CAEEL00784, CAEEL15377
OG0000023	LYTVA_24785	CAEEL13426
OG0000028	LYTVA_12763	CAEEL01726, CAEEL20276, CAEEL05087, CAEEL06397, CAEEL18628, CAEEL05010, CAEEL01184, CAEEL14863, CAEEL14864, CAEEL10517
OG0000029	LYTVA_19314	CAEEL20320
OG0000029	LYTVA_19555, LYTVA_01403, LYTVA_23870	CAEEL11851, CAEEL20612
OG0000030	LYTVA_26760	CAEEL00681, CAEEL00682, CAEEL00680
OG0000030	LYTVA_20955, LYTVA_09651, LYTVA_26586	CAEEL04353
OG0000030	LYTVA_27440	CAEEL15855, CAEEL16494, CAEEL16974, CAEEL00280, CAEEL15338, CAEEL14827, CAEEL17980, CAEEL05619, CAEEL05420, CAEEL05421, CAEEL05419, CAEEL05617, CAEEL03830
OG0000031	LYTVA_04157, LYTVA_03000, LYTVA_07242	CAEEL02023
OG0000031	LYTVA_19491	CAEEL04718
OG0000031	LYTVA_05124	CAEEL07076
OG0000032	LYTVA_21601, LYTVA_15486, LYTVA_13671, LYTVA_08468, LYTVA_02734	CAEEL19615
OG0000032	LYTVA_00916, LYTVA_07790, LYTVA_22021, LYTVA_08868, LYTVA_21508, LYTVA_13715, LYTVA_12246, LYTVA_11875, LYTVA_02746, LYTVA_26011, LYTVA_24216, LYTVA_22020	CAEEL08739, CAEEL18742, CAEEL18342
OG0000034	LYTVA_20191	CAEEL07900
OG0000034	LYTVA_09293	CAEEL13037
OG0000034	LYTVA_04080	CAEEL04773, CAEEL04774, CAEEL06717, CAEEL13034
OG0000034	LYTVA_29167, LYTVA_10612	CAEEL01132
OG0000034	LYTVA_11788	CAEEL03140, CAEEL03141
OG0000035	LYTVA_12115	CAEEL20458
OG0000036	LYTVA_03325, LYTVA_20435, LYTVA_20437, LYTVA_25631, LYTVA_25629, LYTVA_25630, LYTVA_25628, LYTVA_10478, LYTVA_03947	CAEEL15057
OG0000036	LYTVA_07532, LYTVA_03326, LYTVA_18880, LYTVA_25896	CAEEL10476, CAEEL02253, CAEEL00335, CAEEL15639, CAEEL03284, CAEEL09948
OG0000037	LYTVA_17010	CAEEL04684
OG0000037	LYTVA_02747	CAEEL20275
OG0000037	LYTVA_25050, LYTVA_25057, LYTVA_25048	CAEEL09012, CAEEL08645
OG0000038	LYTVA_25636	CAEEL19549
OG0000038	LYTVA_09822	CAEEL01554
OG0000038	LYTVA_09821	CAEEL05762
OG0000038	LYTVA_09823	CAEEL07106
OG0000038	LYTVA_09516	CAEEL05761, CAEEL02595, CAEEL01907, CAEEL08943
OG0000039	LYTVA_13062	CAEEL01773, CAEEL00466
OG0000041	LYTVA_17546, LYTVA_17545	CAEEL16024, CAEEL05122, CAEEL05121
OG0000041	LYTVA_25852	CAEEL05494
OG0000044	LYTVA_19279	CAEEL08025
OG0000047	LYTVA_09701	CAEEL17846
OG0000049	LYTVA_16567	CAEEL02028
OG0000049	LYTVA_21152	CAEEL19631
OG0000051	LYTVA_20043, LYTVA_13578, LYTVA_29605, LYTVA_13579, LYTVA_20045, LYTVA_20046, LYTVA_12866, LYTVA_12868, LYTVA_12869, LYTVA_29317, LYTVA_29318, LYTVA_29319, LYTVA_03012, LYTVA_09968, LYTVA_16489, LYTVA_16496, LYTVA_27370	CAEEL18565
OG0000051	LYTVA_16492, LYTVA_16490	CAEEL05770
OG0000051	LYTVA_02533, LYTVA_15636, LYTVA_24100, LYTVA_12428	CAEEL09464
OG0000054	LYTVA_11502, LYTVA_10035, LYTVA_09103	CAEEL17602, CAEEL12164, CAEEL11714, CAEEL10176
OG0000055	LYTVA_09126, LYTVA_26970, LYTVA_18344, LYTVA_18117	CAEEL14858
OG0000056	LYTVA_03272	CAEEL05273
OG0000058	LYTVA_29674	CAEEL06550
OG0000058	LYTVA_15397, LYTVA_14164	CAEEL09297
OG0000058	LYTVA_16698	CAEEL18778, CAEEL15540, CAEEL15542, CAEEL15541
OG0000059	LYTVA_17899	CAEEL08332
OG0000061	LYTVA_16102	CAEEL08422
OG0000061	LYTVA_19867	CAEEL07898
OG0000061	LYTVA_16101	CAEEL20509
OG0000062	LYTVA_18550	CAEEL02955
OG0000063	LYTVA_03474	CAEEL05773
OG0000063	LYTVA_16178	CAEEL04400
OG0000066	LYTVA_00023	CAEEL18679
OG0000066	LYTVA_28191, LYTVA_01654, LYTVA_19934, LYTVA_14724	CAEEL20109
OG0000068	LYTVA_29801, LYTVA_20828, LYTVA_11990, LYTVA_12287, LYTVA_07218, LYTVA_11696, LYTVA_13367, LYTVA_16452, LYTVA_16451, LYTVA_16446, LYTVA_11505, LYTVA_21833, LYTVA_15019, LYTVA_02519, LYTVA_23071, LYTVA_16450	CAEEL06439
OG0000069	LYTVA_15781	CAEEL14766
OG0000069	LYTVA_28251, LYTVA_19634, LYTVA_18557	CAEEL19293
OG0000069	LYTVA_07535, LYTVA_16092, LYTVA_19233, LYTVA_24451, LYTVA_10412, LYTVA_00397, LYTVA_12821	CAEEL06325, CAEEL10740, CAEEL11694, CAEEL10933, CAEEL14936, CAEEL19176, CAEEL14950, CAEEL14856, CAEEL16895, CAEEL14955, CAEEL11715, CAEEL06329, CAEEL06330, CAEEL06334, CAEEL11699
OG0000070	LYTVA_20188, LYTVA_21334	CAEEL19861
OG0000071	LYTVA_10873, LYTVA_10872, LYTVA_22942, LYTVA_22941, LYTVA_07051, LYTVA_07050, LYTVA_22709	CAEEL00127, CAEEL07218, CAEEL19627, CAEEL19032, CAEEL20453, CAEEL07787, CAEEL04311, CAEEL04929, CAEEL18077
OG0000072	LYTVA_16436	CAEEL07368
OG0000073	LYTVA_08820, LYTVA_28046	CAEEL09341, CAEEL03298, CAEEL12078, CAEEL13687, CAEEL13686, CAEEL12075, CAEEL12081, CAEEL12108, CAEEL12079, CAEEL12083, CAEEL12080, CAEEL12084, CAEEL12085, CAEEL03838, CAEEL12074, CAEEL11792, CAEEL12073, CAEEL17564, CAEEL17565, CAEEL17725
OG0000075	LYTVA_12523	CAEEL11291
OG0000076	LYTVA_14794	CAEEL18418
OG0000077	LYTVA_24286	CAEEL01559
OG0000077	LYTVA_08553	CAEEL18883
OG0000077	LYTVA_24285	CAEEL18420
OG0000078	LYTVA_07177, LYTVA_07710, LYTVA_00587, LYTVA_14585, LYTVA_00355	CAEEL18404, CAEEL11831
OG0000079	LYTVA_19637, LYTVA_24538, LYTVA_21250	CAEEL18822, CAEEL09849
OG0000079	LYTVA_05934	CAEEL07248
OG0000082	LYTVA_25888	CAEEL18954, CAEEL04897
OG0000082	LYTVA_18803	CAEEL13927
OG0000082	LYTVA_21157, LYTVA_15644, LYTVA_26329	CAEEL12687
OG0000082	LYTVA_02026, LYTVA_02027, LYTVA_02312, LYTVA_17399	CAEEL01784, CAEEL05942, CAEEL05941
OG0000084	LYTVA_14799	CAEEL10610, CAEEL18185
OG0000084	LYTVA_18145, LYTVA_16127	CAEEL10989
OG0000085	LYTVA_19136	CAEEL06909
OG0000085	LYTVA_13307	CAEEL07542
OG0000085	LYTVA_05365	CAEEL03085
OG0000085	LYTVA_17776	CAEEL08077
OG0000087	LYTVA_16301	CAEEL16056
OG0000090	LYTVA_02577	CAEEL18451
OG0000090	LYTVA_05131, LYTVA_28107, LYTVA_09935, LYTVA_28533, LYTVA_15568, LYTVA_22414, LYTVA_15916, LYTVA_07602, LYTVA_18395, LYTVA_13128	CAEEL10114
OG0000094	LYTVA_10290	CAEEL10719
OG0000094	LYTVA_09221	CAEEL18425
OG0000095	LYTVA_04385, LYTVA_29816, LYTVA_16046, LYTVA_16047, LYTVA_11749, LYTVA_09779, LYTVA_25118, LYTVA_13288, LYTVA_13853, LYTVA_24054, LYTVA_27487, LYTVA_28301	CAEEL01281, CAEEL01461, CAEEL00113, CAEEL00488, CAEEL02022, CAEEL00110, CAEEL00114
OG0000096	LYTVA_28490	CAEEL16555
OG0000096	LYTVA_12286	CAEEL11088
OG0000096	LYTVA_21388	CAEEL08533
OG0000096	LYTVA_19397	CAEEL11776
OG0000096	LYTVA_24298	CAEEL06051
OG0000096	LYTVA_20858	CAEEL07422
OG0000098	LYTVA_24589, LYTVA_16909	CAEEL11671, CAEEL01601, CAEEL11678
OG0000099	LYTVA_22524, LYTVA_05673, LYTVA_26003	CAEEL07999, CAEEL08340
OG0000099	LYTVA_09301, LYTVA_14363, LYTVA_14362	CAEEL05000, CAEEL01295
OG0000101	LYTVA_25292, LYTVA_25291	CAEEL00869, CAEEL00870, CAEEL19361, CAEEL15684, CAEEL14201
OG0000103	LYTVA_05784	CAEEL15823, CAEEL20082, CAEEL02938, CAEEL01332, CAEEL14754, CAEEL09258
OG0000103	LYTVA_08412	CAEEL01469, CAEEL18445
OG0000104	LYTVA_24486	CAEEL04070
OG0000104	LYTVA_21210, LYTVA_17807, LYTVA_17806, LYTVA_21623, LYTVA_12502, LYTVA_12996	CAEEL18800
OG0000106	LYTVA_12933, LYTVA_15504, LYTVA_30171, LYTVA_06537, LYTVA_25256	CAEEL19130, CAEEL20701
OG0000107	LYTVA_19232	CAEEL14935, CAEEL14956
OG0000107	LYTVA_06216	CAEEL01947, CAEEL10932, CAEEL15125
OG0000107	LYTVA_24448	CAEEL14857
OG0000110	LYTVA_29623	CAEEL18731
OG0000110	LYTVA_05807, LYTVA_30126, LYTVA_30125	CAEEL10319, CAEEL17689
OG0000111	LYTVA_08411, LYTVA_20172, LYTVA_14099	CAEEL20845
OG0000113	LYTVA_11625	CAEEL06358, CAEEL06359, CAEEL06360
OG0000114	LYTVA_08088	CAEEL03306, CAEEL13040
OG0000114	LYTVA_18980, LYTVA_05208, LYTVA_13458	CAEEL18136
OG0000116	LYTVA_00275, LYTVA_00276, LYTVA_12381	CAEEL14875
OG0000117	LYTVA_20571, LYTVA_17624	CAEEL07433
OG0000119	LYTVA_11474	CAEEL08480
OG0000119	LYTVA_08592, LYTVA_07119, LYTVA_19356	CAEEL08396
OG0000120	LYTVA_04898	CAEEL10840
OG0000122	LYTVA_18458, LYTVA_18460	CAEEL01544
OG0000124	LYTVA_14993	CAEEL19897
OG0000124	LYTVA_20699	CAEEL15384, CAEEL15382
OG0000125	LYTVA_00442, LYTVA_17769	CAEEL19671
OG0000126	LYTVA_03902	CAEEL09101
OG0000126	LYTVA_29180	CAEEL10194
OG0000127	LYTVA_27169	CAEEL19207
OG0000127	LYTVA_12856	CAEEL20452
OG0000127	LYTVA_21563	CAEEL00838
OG0000128	LYTVA_18955, LYTVA_21574, LYTVA_01369, LYTVA_05348, LYTVA_25678, LYTVA_25569, LYTVA_25568, LYTVA_09097, LYTVA_07273, LYTVA_29734, LYTVA_23730, LYTVA_23728, LYTVA_23729	CAEEL18038, CAEEL19894, CAEEL19895
OG0000129	LYTVA_27162	CAEEL12325
OG0000131	LYTVA_24487, LYTVA_12418, LYTVA_04259, LYTVA_21090	CAEEL08663
OG0000131	LYTVA_10860	CAEEL07634
OG0000137	LYTVA_25469, LYTVA_15627	CAEEL10559
OG0000141	LYTVA_28409	CAEEL09688
OG0000142	LYTVA_04554	CAEEL19543
OG0000147	LYTVA_06334	CAEEL04811
OG0000147	LYTVA_24464	CAEEL18488
OG0000148	LYTVA_28370, LYTVA_19008	CAEEL09804
OG0000149	LYTVA_27288	CAEEL02847
OG0000149	LYTVA_09082	CAEEL08694
OG0000155	LYTVA_12158	CAEEL02327, CAEEL02328, CAEEL02326, CAEEL10961, CAEEL10957
OG0000158	LYTVA_03807	CAEEL20117, CAEEL08684
OG0000159	LYTVA_25766	CAEEL02031
OG0000159	LYTVA_12728, LYTVA_16500, LYTVA_10738, LYTVA_17708, LYTVA_06313, LYTVA_13868, LYTVA_10736	CAEEL05281
OG0000160	LYTVA_09555, LYTVA_09556, LYTVA_04290, LYTVA_15927, LYTVA_15928, LYTVA_20062, LYTVA_07452, LYTVA_05524, LYTVA_11099	CAEEL00042, CAEEL17979, CAEEL14963, CAEEL12528
OG0000163	LYTVA_26726	CAEEL08313
OG0000163	LYTVA_16156	CAEEL20194, CAEEL08850
OG0000164	LYTVA_24066, LYTVA_14536, LYTVA_13659, LYTVA_23342, LYTVA_14042, LYTVA_14537, LYTVA_00834	CAEEL09304
OG0000165	LYTVA_00753	CAEEL07846
OG0000168	LYTVA_16323	CAEEL10744, CAEEL09425, CAEEL11389, CAEEL18543, CAEEL05482
OG0000168	LYTVA_19322, LYTVA_08888, LYTVA_08887	CAEEL19018
OG0000171	LYTVA_27222	CAEEL11480
OG0000172	LYTVA_11573	CAEEL04412
OG0000173	LYTVA_24999, LYTVA_13813	CAEEL04156
OG0000174	LYTVA_12646, LYTVA_19454, LYTVA_00411	CAEEL12711
OG0000174	LYTVA_10125	CAEEL09479
OG0000175	LYTVA_23856	CAEEL15650, CAEEL01525, CAEEL01870
OG0000179	LYTVA_11503	CAEEL13640
OG0000179	LYTVA_09715, LYTVA_09722, LYTVA_06848	CAEEL02965, CAEEL06713
OG0000179	LYTVA_21017, LYTVA_21234	CAEEL19466, CAEEL07193
OG0000180	LYTVA_08268, LYTVA_08275	CAEEL06539
OG0000181	LYTVA_30016	CAEEL10772
OG0000183	LYTVA_29269	CAEEL16310, CAEEL16311, CAEEL16312
OG0000183	LYTVA_12902, LYTVA_28105	CAEEL18435
OG0000184	LYTVA_22049, LYTVA_02101, LYTVA_11407, LYTVA_11408	CAEEL11515, CAEEL12978, CAEEL08834, CAEEL11519, CAEEL16164
OG0000185	LYTVA_05708	CAEEL14200
OG0000188	LYTVA_07056	CAEEL13361
OG0000188	LYTVA_29520	CAEEL20699
OG0000193	LYTVA_15362, LYTVA_23759	CAEEL09482, CAEEL14826
OG0000193	LYTVA_03510	CAEEL11204, CAEEL11203, CAEEL08224, CAEEL02079
OG0000193	LYTVA_08489	CAEEL08719, CAEEL15014, CAEEL15011, CAEEL13132, CAEEL16410, CAEEL16409, CAEEL08797, CAEEL15012, CAEEL15013, CAEEL13133, CAEEL18985
OG0000195	LYTVA_11062, LYTVA_09814, LYTVA_16951	CAEEL13568, CAEEL02653, CAEEL02314, CAEEL02312
OG0000197	LYTVA_01365	CAEEL04387
OG0000201	LYTVA_06928, LYTVA_03481, LYTVA_03480	CAEEL07587
OG0000202	LYTVA_19347, LYTVA_19795	CAEEL20283
OG0000203	LYTVA_26037, LYTVA_26044, LYTVA_15099	CAEEL09812
OG0000205	LYTVA_26646	CAEEL13029
OG0000205	LYTVA_10395, LYTVA_08282	CAEEL07272, CAEEL07274, CAEEL07273
OG0000207	LYTVA_11110, LYTVA_21753, LYTVA_28234, LYTVA_23513, LYTVA_30157, LYTVA_01312, LYTVA_23468, LYTVA_16683, LYTVA_23967, LYTVA_11884	CAEEL05874, CAEEL00203
OG0000211	LYTVA_04294	CAEEL15290
OG0000211	LYTVA_26568	CAEEL02311
OG0000215	LYTVA_05533, LYTVA_09456, LYTVA_02687, LYTVA_25933	CAEEL10179, CAEEL11490, CAEEL11487, CAEEL11489, CAEEL10284, CAEEL15289
OG0000218	LYTVA_12244, LYTVA_02104, LYTVA_26547, LYTVA_01722, LYTVA_15921, LYTVA_12774, LYTVA_12768, LYTVA_01721, LYTVA_12719, LYTVA_12771, LYTVA_14011, LYTVA_01720, LYTVA_19061, LYTVA_27533, LYTVA_27534, LYTVA_25346, LYTVA_06371, LYTVA_08949, LYTVA_19062, LYTVA_12767, LYTVA_18998, LYTVA_15920, LYTVA_19551	CAEEL07824, CAEEL20213
OG0000221	LYTVA_17595	CAEEL10747
OG0000221	LYTVA_08100	CAEEL06648
OG0000225	LYTVA_20688, LYTVA_20689, LYTVA_18494	CAEEL00458, CAEEL19815, CAEEL15154, CAEEL15740, CAEEL15741, CAEEL19370, CAEEL18881
OG0000226	LYTVA_13073, LYTVA_13071, LYTVA_12352, LYTVA_07687, LYTVA_17196, LYTVA_02695	CAEEL12318
OG0000227	LYTVA_23655, LYTVA_07921, LYTVA_00830, LYTVA_00289, LYTVA_24191	CAEEL19645
OG0000229	LYTVA_23411, LYTVA_09325, LYTVA_06193, LYTVA_06192	CAEEL06197, CAEEL17603, CAEEL13012, CAEEL06557, CAEEL18948, CAEEL14398, CAEEL00944, CAEEL00539, CAEEL02569, CAEEL04344, CAEEL20487, CAEEL15045, CAEEL08855, CAEEL08478
OG0000230	LYTVA_29471	CAEEL14845, CAEEL19792
OG0000230	LYTVA_10912	CAEEL16226, CAEEL13679, CAEEL03009, CAEEL10796, CAEEL05825
OG0000231	LYTVA_23091	CAEEL08481
OG0000231	LYTVA_01782	CAEEL01724
OG0000232	LYTVA_10574	CAEEL18532, CAEEL19887
OG0000233	LYTVA_06974, LYTVA_04354	CAEEL19660, CAEEL15634
OG0000234	LYTVA_19906	CAEEL03013, CAEEL03014
OG0000235	LYTVA_26303, LYTVA_17292, LYTVA_28399, LYTVA_23583, LYTVA_28400, LYTVA_29011, LYTVA_24567	CAEEL10795, CAEEL07012
OG0000236	LYTVA_03072	CAEEL19835
OG0000238	LYTVA_04511	CAEEL15430, CAEEL15432, CAEEL15171, CAEEL15387
OG0000239	LYTVA_06349	CAEEL14926
OG0000239	LYTVA_09698, LYTVA_06433	CAEEL00570
OG0000242	LYTVA_20520	CAEEL05302
OG0000243	LYTVA_21983	CAEEL13597, CAEEL13598
OG0000244	LYTVA_00671, LYTVA_14110, LYTVA_00337, LYTVA_21810, LYTVA_07546	CAEEL11789, CAEEL12688
OG0000245	LYTVA_18697	CAEEL20391
OG0000249	LYTVA_00161	CAEEL00206
OG0000250	LYTVA_04806, LYTVA_21908	CAEEL11963
OG0000250	LYTVA_28209	CAEEL07261
OG0000250	LYTVA_16072, LYTVA_19814	CAEEL04698
OG0000250	LYTVA_07981, LYTVA_05636	CAEEL06732
OG0000251	LYTVA_08931	CAEEL03667
OG0000251	LYTVA_03091	CAEEL03882, CAEEL05921, CAEEL16332, CAEEL04207
OG0000255	LYTVA_14731, LYTVA_05053, LYTVA_05047, LYTVA_01200, LYTVA_21255, LYTVA_21254, LYTVA_22664, LYTVA_22659, LYTVA_22497, LYTVA_19292	CAEEL05715
OG0000256	LYTVA_17873	CAEEL11937, CAEEL19468
OG0000257	LYTVA_13638	CAEEL01910, CAEEL15386
OG0000258	LYTVA_18309	CAEEL09342
OG0000258	LYTVA_23522	CAEEL15770
OG0000260	LYTVA_02941, LYTVA_22814	CAEEL11482
OG0000261	LYTVA_03764, LYTVA_00402	CAEEL20767
OG0000265	LYTVA_27571, LYTVA_27683	CAEEL20581
OG0000265	LYTVA_23503	CAEEL10364
OG0000266	LYTVA_29614	CAEEL02705, CAEEL19379, CAEEL09158
OG0000268	LYTVA_05677	CAEEL08164
OG0000271	LYTVA_06909, LYTVA_01054, LYTVA_19544	CAEEL07236
OG0000272	LYTVA_01003	CAEEL11804, CAEEL19905
OG0000275	LYTVA_17171, LYTVA_10999	CAEEL14783
OG0000275	LYTVA_25132	CAEEL11381, CAEEL10050
OG0000277	LYTVA_08395	CAEEL07730, CAEEL07729
OG0000278	LYTVA_29542	CAEEL07099
OG0000280	LYTVA_10371	CAEEL07028
OG0000282	LYTVA_01761, LYTVA_10300, LYTVA_07993	CAEEL11864
OG0000284	LYTVA_15352, LYTVA_18853, LYTVA_15353, LYTVA_05389	CAEEL18846
OG0000285	LYTVA_02472, LYTVA_02471, LYTVA_16191	CAEEL00191
OG0000285	LYTVA_10934, LYTVA_01900, LYTVA_00819, LYTVA_10933	CAEEL14297, CAEEL16730
OG0000287	LYTVA_22947	CAEEL19227, CAEEL19907, CAEEL20741, CAEEL18156
OG0000287	LYTVA_26280, LYTVA_13885, LYTVA_02363, LYTVA_02361, LYTVA_22051, LYTVA_11492, LYTVA_02364, LYTVA_22944	CAEEL18837
OG0000295	LYTVA_12691, LYTVA_02154, LYTVA_08756, LYTVA_13817, LYTVA_30195	CAEEL04248, CAEEL10950
OG0000296	LYTVA_00283	CAEEL14675
OG0000302	LYTVA_01256	CAEEL08099
OG0000305	LYTVA_16632, LYTVA_15733	CAEEL15162, CAEEL10872, CAEEL15163
OG0000306	LYTVA_05730	CAEEL11447, CAEEL11444, CAEEL11445, CAEEL11448, CAEEL11446
OG0000308	LYTVA_17738, LYTVA_10665, LYTVA_19994, LYTVA_00091	CAEEL00748
OG0000310	LYTVA_29000	CAEEL02560
OG0000311	LYTVA_09080	CAEEL19230
OG0000312	LYTVA_13219	CAEEL19323
OG0000312	LYTVA_30225	CAEEL16684
OG0000312	LYTVA_14217	CAEEL08464
OG0000314	LYTVA_16209	CAEEL05241
OG0000314	LYTVA_08014, LYTVA_13477	CAEEL14227, CAEEL02951
OG0000315	LYTVA_09346	CAEEL07409
OG0000315	LYTVA_15142	CAEEL07609
OG0000315	LYTVA_26355	CAEEL07292
OG0000316	LYTVA_05423	CAEEL01799
OG0000317	LYTVA_06380, LYTVA_13588	CAEEL18155
OG0000319	LYTVA_14716	CAEEL00889, CAEEL10346
OG0000321	LYTVA_08758	CAEEL19255
OG0000322	LYTVA_23095, LYTVA_01957, LYTVA_08299, LYTVA_00474	CAEEL18855, CAEEL09291, CAEEL09109
OG0000323	LYTVA_10353, LYTVA_24178, LYTVA_03400, LYTVA_14040	CAEEL08030
OG0000325	LYTVA_14568, LYTVA_01652, LYTVA_21815, LYTVA_09314	CAEEL01448, CAEEL10554
OG0000328	LYTVA_11793, LYTVA_17362	CAEEL02700, CAEEL20663
OG0000329	LYTVA_04971, LYTVA_01991, LYTVA_04970	CAEEL05342
OG0000333	LYTVA_05748, LYTVA_16654	CAEEL20574
OG0000338	LYTVA_05136, LYTVA_00791	CAEEL02726
OG0000341	LYTVA_10929	CAEEL02829
OG0000345	LYTVA_03014, LYTVA_25222	CAEEL09288
OG0000346	LYTVA_28106	CAEEL10353, CAEEL01774
OG0000350	LYTVA_20079	CAEEL13904
OG0000352	LYTVA_04087, LYTVA_27834	CAEEL05587
OG0000356	LYTVA_12824, LYTVA_04860	CAEEL10812
OG0000357	LYTVA_11988, LYTVA_11987	CAEEL07861
OG0000357	LYTVA_16315	CAEEL10151, CAEEL05953
OG0000358	LYTVA_08930, LYTVA_29814, LYTVA_27295	CAEEL13826
OG0000358	LYTVA_21272, LYTVA_01288	CAEEL19072
OG0000359	LYTVA_13862	CAEEL02740, CAEEL18786, CAEEL18785
OG0000363	LYTVA_02850, LYTVA_15234, LYTVA_19502, LYTVA_12892	CAEEL04898, CAEEL01034, CAEEL00066
OG0000363	LYTVA_13711	CAEEL12357, CAEEL16480
OG0000364	LYTVA_03241, LYTVA_12339, LYTVA_24462, LYTVA_21604, LYTVA_02959, LYTVA_06968, LYTVA_19018, LYTVA_21819	CAEEL18153, CAEEL18154
OG0000365	LYTVA_02311	CAEEL03052
OG0000365	LYTVA_20090	CAEEL02170, CAEEL00591
OG0000367	LYTVA_24456	CAEEL11241
OG0000371	LYTVA_00668, LYTVA_00667	CAEEL18802
OG0000372	LYTVA_09420	CAEEL09938
OG0000372	LYTVA_03697	CAEEL06634
OG0000372	LYTVA_13806	CAEEL11042
OG0000373	LYTVA_08644	CAEEL08053
