Orthogroup	LYTVA_ok	OWEFU
OG0000003	LYTVA_21606	OFUSG26305.1.p1
OG0000003	LYTVA_03030	OFUSG19225.1.p1
OG0000003	LYTVA_15536	OFUSG16264.1.p1
OG0000003	LYTVA_06976	OFUSG21334.1.p1
OG0000003	LYTVA_06469	OFUSG26297.1.p1
OG0000003	LYTVA_27358	OFUSG23317.1.p1
OG0000004	LYTVA_07389, LYTVA_03537	OFUSG26229.2.p1, OFUSG18850.1.p1, OFUSG20734.1.p1
OG0000004	LYTVA_23131	OFUSG24712.2.p1, OFUSG24712.1.p1, OFUSG20755.1.p1, OFUSG20753.1.p1, OFUSG20754.1.p1, OFUSG14752.1.p1
OG0000005	LYTVA_24142	OFUSG15197.1.p1, OFUSG15195.1.p1
OG0000005	LYTVA_21111	OFUSG04131.1.p1, OFUSG08841.1.p1, OFUSG17326.1.p1, OFUSG20156.1.p1, OFUSG19966.1.p1, OFUSG09231.1.p1, OFUSG09655.1.p1
OG0000005	LYTVA_05821	OFUSG26276.1.p1
OG0000005	LYTVA_12392	OFUSG20119.1.p1, OFUSG08484.1.p1
OG0000006	LYTVA_15901	OFUSG17934.3.p1, OFUSG17934.2.p1, OFUSG17934.1.p1
OG0000006	LYTVA_21289	OFUSG02905.1.p1
OG0000006	LYTVA_12321	OFUSG14509.1.p1
OG0000006	LYTVA_03511	OFUSG14428.1.p1
OG0000006	LYTVA_25253	OFUSG07929.1.p1
OG0000006	LYTVA_07373	OFUSG05068.1.p1, OFUSG21700.1.p1, OFUSG21701.1.p1
OG0000006	LYTVA_23957	OFUSG10782.1.p1
OG0000006	LYTVA_29757	OFUSG09474.1.p1, OFUSG09474.2.p1
OG0000006	LYTVA_18169	OFUSG21061.1.p1
OG0000006	LYTVA_29412, LYTVA_25462	OFUSG18494.1.p1, OFUSG18494.2.p1
OG0000006	LYTVA_16832	OFUSG11740.1.p1
OG0000006	LYTVA_16844	OFUSG11532.2.p1, OFUSG11532.1.p1, OFUSG11532.3.p1
OG0000006	LYTVA_08878	OFUSG11470.1.p1
OG0000006	LYTVA_23230	OFUSG05485.1.p1
OG0000007	LYTVA_22273	OFUSG09476.1.p1
OG0000007	LYTVA_23216	OFUSG21527.1.p1
OG0000007	LYTVA_18159	OFUSG09642.1.p1, OFUSG09693.1.p1
OG0000007	LYTVA_27359	OFUSG13716.1.p1
OG0000007	LYTVA_29395	OFUSG23682.1.p1
OG0000007	LYTVA_10898	OFUSG05364.1.p1
OG0000007	LYTVA_17245	OFUSG23111.1.p1
OG0000007	LYTVA_04121	OFUSG04768.1.p1
OG0000007	LYTVA_25288	OFUSG08948.1.p1
OG0000007	LYTVA_03206	OFUSG25429.1.p1
OG0000007	LYTVA_12379, LYTVA_12378	OFUSG21828.2.p1, OFUSG21828.1.p1
OG0000007	LYTVA_06652	OFUSG10613.1.p1
OG0000007	LYTVA_19839	OFUSG23528.4.p1, OFUSG23528.1.p1, OFUSG23528.2.p1, OFUSG23528.3.p1
OG0000007	LYTVA_05177	OFUSG25241.1.p1
OG0000008	LYTVA_21710	OFUSG15555.1.p1
OG0000008	LYTVA_29228	OFUSG10082.1.p1
OG0000008	LYTVA_11403	OFUSG20435.1.p1
OG0000008	LYTVA_19305	OFUSG22412.1.p1, OFUSG08236.1.p1, OFUSG01705.1.p1, OFUSG01704.1.p1, OFUSG01067.1.p1
OG0000009	LYTVA_00908	OFUSG23060.1.p1
OG0000009	LYTVA_28432	OFUSG25126.1.p1
OG0000011	LYTVA_28379, LYTVA_03236, LYTVA_09817	OFUSG08075.1.p1
OG0000012	LYTVA_11199, LYTVA_24773, LYTVA_27764	OFUSG14153.2.p1, OFUSG14153.1.p1, OFUSG14153.3.p1
OG0000012	LYTVA_12515, LYTVA_06149	OFUSG12200.1.p1, OFUSG04333.1.p1, OFUSG15962.2.p1, OFUSG15962.1.p1, OFUSG16395.2.p1, OFUSG16395.1.p1, OFUSG16273.2.p1, OFUSG16273.1.p1, OFUSG16273.3.p1, OFUSG04682.1.p1, OFUSG22368.1.p1, OFUSG22367.1.p1, OFUSG22366.1.p1
OG0000012	LYTVA_05189	OFUSG04462.1.p1, OFUSG04460.1.p1, OFUSG22117.1.p1
OG0000012	LYTVA_24416	OFUSG13750.1.p1, OFUSG26096.1.p1
OG0000014	LYTVA_29722, LYTVA_08715, LYTVA_19649, LYTVA_07770, LYTVA_25588, LYTVA_00400	OFUSG09895.2.p1, OFUSG09895.1.p1, OFUSG25487.1.p1, OFUSG16820.1.p1, OFUSG25374.2.p1, OFUSG25374.3.p1, OFUSG25374.1.p1, OFUSG26341.1.p1, OFUSG07532.1.p1, OFUSG25831.1.p1, OFUSG10758.1.p1, OFUSG23286.1.p1, OFUSG03351.1.p1, OFUSG22799.1.p1
OG0000014	LYTVA_09996	OFUSG05464.1.p1, OFUSG05465.1.p1, OFUSG06729.1.p1, OFUSG06729.2.p1, OFUSG06620.1.p1, OFUSG05782.1.p1, OFUSG05806.1.p1, OFUSG25239.1.p1, OFUSG05463.1.p1, OFUSG06975.1.p1, OFUSG19549.1.p1, OFUSG05975.1.p1
OG0000014	LYTVA_13955	OFUSG00805.1.p1
OG0000015	LYTVA_26002	OFUSG02213.1.p1, OFUSG02213.2.p1, OFUSG03120.2.p1, OFUSG03120.3.p1, OFUSG03120.1.p1
OG0000015	LYTVA_09631, LYTVA_17348, LYTVA_06152	OFUSG17779.2.p1, OFUSG17779.1.p1, OFUSG02838.1.p1
OG0000015	LYTVA_06792	OFUSG21186.1.p1
OG0000016	LYTVA_02179, LYTVA_09460, LYTVA_20745	OFUSG16773.1.p1
OG0000016	LYTVA_21831, LYTVA_18288	OFUSG10402.1.p1
OG0000016	LYTVA_00562	OFUSG13895.1.p1
OG0000016	LYTVA_03299, LYTVA_00787	OFUSG11848.1.p1
OG0000016	LYTVA_13704, LYTVA_26617, LYTVA_17022, LYTVA_17023, LYTVA_17018, LYTVA_17017, LYTVA_17021, LYTVA_10327, LYTVA_03034, LYTVA_01978	OFUSG14920.1.p1, OFUSG23914.1.p1
OG0000018	LYTVA_29857	OFUSG02956.1.p1
OG0000018	LYTVA_07859, LYTVA_26503, LYTVA_00759, LYTVA_05774, LYTVA_08224, LYTVA_20675	OFUSG14111.1.p3
OG0000019	LYTVA_17120	OFUSG04719.1.p1, OFUSG12907.1.p1, OFUSG10398.1.p1, OFUSG21257.1.p1, OFUSG19550.1.p1, OFUSG19551.1.p1, OFUSG19552.1.p1, OFUSG16793.1.p1, OFUSG10455.1.p1, OFUSG14039.1.p1, OFUSG23776.1.p1
OG0000019	LYTVA_14521, LYTVA_18523, LYTVA_29569, LYTVA_29679, LYTVA_04809, LYTVA_22729	OFUSG08823.1.p1
OG0000019	LYTVA_12149, LYTVA_22145, LYTVA_04453, LYTVA_29578, LYTVA_18165, LYTVA_00831, LYTVA_25953, LYTVA_25954, LYTVA_07425, LYTVA_07424, LYTVA_20407, LYTVA_25834, LYTVA_07423	OFUSG04421.1.p1, OFUSG13833.1.p1, OFUSG25829.1.p1, OFUSG14065.1.p1, OFUSG25830.1.p1, OFUSG14040.1.p1
OG0000019	LYTVA_01420	OFUSG11853.1.p1, OFUSG11853.3.p1, OFUSG11853.2.p1
OG0000020	LYTVA_19355	OFUSG19131.1.p1
OG0000020	LYTVA_26274, LYTVA_21287, LYTVA_21826, LYTVA_05479, LYTVA_08129	OFUSG13406.1.p1
OG0000020	LYTVA_26447	OFUSG14744.1.p1
OG0000021	LYTVA_04917	OFUSG18643.1.p1
OG0000021	LYTVA_13831	OFUSG19367.2.p1, OFUSG19367.1.p1
OG0000021	LYTVA_10118	OFUSG26914.2.p1, OFUSG26914.3.p1, OFUSG26914.1.p1
OG0000021	LYTVA_09991	OFUSG24230.1.p1, OFUSG15132.1.p1, OFUSG15132.2.p1
OG0000021	LYTVA_02440	OFUSG03542.1.p1, OFUSG03403.1.p1, OFUSG03403.2.p1, OFUSG16515.1.p1, OFUSG16515.2.p1, OFUSG16222.2.p1, OFUSG16222.1.p1, OFUSG13726.2.p1, OFUSG13726.1.p1, OFUSG22547.2.p1, OFUSG22547.1.p1
OG0000021	LYTVA_23988, LYTVA_17642, LYTVA_28466, LYTVA_02036, LYTVA_14564, LYTVA_23987, LYTVA_25778	OFUSG19689.1.p1, OFUSG09303.1.p1, OFUSG14494.2.p1, OFUSG14494.1.p1, OFUSG26703.1.p1, OFUSG06096.1.p1, OFUSG07156.1.p1
OG0000021	LYTVA_00398, LYTVA_01830, LYTVA_09376, LYTVA_05943, LYTVA_10849	OFUSG25558.2.p1, OFUSG25558.1.p1, OFUSG03208.1.p1, OFUSG03209.1.p1, OFUSG03193.1.p1, OFUSG03185.1.p1, OFUSG03188.1.p1
OG0000023	LYTVA_11225	OFUSG06069.1.p1
OG0000023	LYTVA_05858, LYTVA_00206, LYTVA_12353, LYTVA_13074	OFUSG15304.2.p1, OFUSG15304.1.p1, OFUSG15456.2.p1, OFUSG15456.1.p1
OG0000023	LYTVA_20952, LYTVA_04490, LYTVA_24711, LYTVA_01233, LYTVA_21144, LYTVA_20416, LYTVA_27483, LYTVA_08392, LYTVA_08393	OFUSG14875.1.p1, OFUSG15289.1.p1, OFUSG15289.2.p1
OG0000026	LYTVA_08598, LYTVA_05009	OFUSG07096.1.p1, OFUSG14450.1.p1, OFUSG11988.1.p1, OFUSG07552.1.p1
OG0000026	LYTVA_02302	OFUSG06751.1.p1, OFUSG08116.1.p1, OFUSG06159.1.p1, OFUSG25623.1.p1
OG0000026	LYTVA_25523, LYTVA_12516	OFUSG25446.1.p1
OG0000026	LYTVA_19796	OFUSG24229.1.p1
OG0000028	LYTVA_06601	OFUSG08406.1.p1, OFUSG07639.1.p1
OG0000028	LYTVA_03719	OFUSG21057.1.p1, OFUSG21057.2.p1
OG0000028	LYTVA_12763	OFUSG13583.2.p1, OFUSG13583.4.p1, OFUSG13584.1.p1, OFUSG13583.3.p1, OFUSG13583.1.p1, OFUSG09817.1.p1, OFUSG09817.2.p1, OFUSG09817.4.p1, OFUSG09817.3.p1, OFUSG09817.5.p1
OG0000028	LYTVA_10314, LYTVA_29171, LYTVA_29172	OFUSG12432.2.p1, OFUSG12432.1.p1, OFUSG25286.1.p1, OFUSG11555.1.p1
OG0000029	LYTVA_19314	OFUSG25151.1.p1, OFUSG10698.1.p1, OFUSG20711.1.p1
OG0000029	LYTVA_19555, LYTVA_01403, LYTVA_23870	OFUSG26611.2.p1, OFUSG26611.1.p1
OG0000029	LYTVA_08522	OFUSG13634.2.p1, OFUSG13634.1.p1, OFUSG01580.1.p1
OG0000029	LYTVA_02569, LYTVA_10073	OFUSG16858.1.p1
OG0000029	LYTVA_21024, LYTVA_08387, LYTVA_22534, LYTVA_00646, LYTVA_22532, LYTVA_00647, LYTVA_22533, LYTVA_18531, LYTVA_06596, LYTVA_23983, LYTVA_23982, LYTVA_14667, LYTVA_03114, LYTVA_21079, LYTVA_11087, LYTVA_07847, LYTVA_16374, LYTVA_14118, LYTVA_17454, LYTVA_10670, LYTVA_10669, LYTVA_12106, LYTVA_25172, LYTVA_28751, LYTVA_15803, LYTVA_05470, LYTVA_12796, LYTVA_24295, LYTVA_15802, LYTVA_16107, LYTVA_15826, LYTVA_25550, LYTVA_16955, LYTVA_29691, LYTVA_23564, LYTVA_08386	OFUSG15790.1.p1, OFUSG00743.1.p1, OFUSG20635.1.p1, OFUSG20634.1.p1, OFUSG14781.1.p1, OFUSG14779.1.p1, OFUSG14780.1.p1, OFUSG14783.1.p1, OFUSG20636.1.p1, OFUSG20271.1.p1, OFUSG26756.1.p1, OFUSG04638.1.p1, OFUSG03243.1.p1, OFUSG11383.1.p1, OFUSG19505.1.p1, OFUSG16898.2.p1, OFUSG16898.1.p1
OG0000030	LYTVA_13667	OFUSG16143.1.p1
OG0000030	LYTVA_25177, LYTVA_24082, LYTVA_18277, LYTVA_24623	OFUSG07789.1.p1, OFUSG07787.1.p1
OG0000030	LYTVA_26760	OFUSG04213.1.p1
OG0000030	LYTVA_28697	OFUSG21119.1.p1
OG0000030	LYTVA_20955, LYTVA_09651	OFUSG17928.1.p1
OG0000030	LYTVA_27291, LYTVA_25957	OFUSG12869.1.p1
OG0000031	LYTVA_04157, LYTVA_03000	OFUSG03902.1.p1, OFUSG03902.2.p1
OG0000031	LYTVA_07242	OFUSG16479.2.p1, OFUSG16479.1.p1
OG0000031	LYTVA_07394	OFUSG03938.1.p1
OG0000031	LYTVA_19491	OFUSG09754.1.p1
OG0000031	LYTVA_13645	OFUSG12627.1.p1
OG0000031	LYTVA_05124	OFUSG02210.1.p1
OG0000031	LYTVA_29658	OFUSG17671.1.p1
OG0000031	LYTVA_09735	OFUSG16797.1.p1
OG0000032	LYTVA_21601, LYTVA_15486, LYTVA_13671, LYTVA_08468, LYTVA_02734	OFUSG18519.1.p1, OFUSG17008.1.p1, OFUSG09556.1.p1, OFUSG07282.1.p1, OFUSG25694.1.p1, OFUSG01271.1.p1, OFUSG01272.1.p1, OFUSG09756.1.p1, OFUSG20192.1.p1
OG0000032	LYTVA_00916, LYTVA_07790, LYTVA_22021, LYTVA_08868, LYTVA_21508, LYTVA_13715, LYTVA_12246, LYTVA_11875, LYTVA_02746	OFUSG26521.2.p1, OFUSG26521.1.p1
OG0000034	LYTVA_20191	OFUSG15530.3.p1, OFUSG15530.1.p1, OFUSG15530.2.p1
OG0000034	LYTVA_04080	OFUSG01833.2.p1, OFUSG01833.1.p1
OG0000034	LYTVA_29167, LYTVA_10612	OFUSG08780.1.p1
OG0000034	LYTVA_11788	OFUSG00313.1.p1
OG0000034	LYTVA_04355, LYTVA_01145	OFUSG08088.1.p1
OG0000034	LYTVA_06697	OFUSG09735.1.p1
OG0000035	LYTVA_03445	OFUSG08016.1.p1, OFUSG08016.2.p1
OG0000035	LYTVA_02303, LYTVA_16617	OFUSG07703.1.p1
OG0000035	LYTVA_27828	OFUSG07007.1.p1, OFUSG07007.2.p1
OG0000035	LYTVA_22468	OFUSG07851.1.p1
OG0000035	LYTVA_12116	OFUSG25460.1.p1, OFUSG07717.1.p1
OG0000035	LYTVA_12115, LYTVA_04128	OFUSG07099.1.p1, OFUSG07288.1.p1, OFUSG07098.1.p1
OG0000036	LYTVA_03325, LYTVA_20435, LYTVA_20437, LYTVA_25631, LYTVA_25629, LYTVA_25630, LYTVA_25628, LYTVA_10478, LYTVA_03947	OFUSG20712.1.p1, OFUSG08497.1.p1, OFUSG08495.1.p1
OG0000036	LYTVA_14662, LYTVA_10525, LYTVA_29789, LYTVA_04431, LYTVA_20434, LYTVA_24153, LYTVA_24824, LYTVA_13908, LYTVA_15589, LYTVA_17448, LYTVA_14119, LYTVA_09824, LYTVA_28930, LYTVA_28136	OFUSG16630.1.p1, OFUSG16630.2.p1, OFUSG14389.1.p1, OFUSG16691.1.p1
OG0000036	LYTVA_07532, LYTVA_03326, LYTVA_18880, LYTVA_25896	OFUSG05272.1.p1
OG0000037	LYTVA_25050, LYTVA_25057, LYTVA_25048	OFUSG24232.1.p1, OFUSG22475.1.p1
OG0000038	LYTVA_09821	OFUSG15211.1.p1
OG0000038	LYTVA_19605	OFUSG07063.1.p1, OFUSG04821.1.p1, OFUSG19292.1.p1
OG0000038	LYTVA_09820, LYTVA_11687, LYTVA_19608, LYTVA_04587	OFUSG03339.1.p1
OG0000038	LYTVA_00437	OFUSG04771.1.p1
OG0000038	LYTVA_09823	OFUSG26080.1.p1, OFUSG26080.2.p1
OG0000039	LYTVA_07607	OFUSG21070.1.p1, OFUSG21072.1.p1, OFUSG21071.1.p1, OFUSG07209.1.p1
OG0000039	LYTVA_13062	OFUSG11857.1.p1
OG0000040	LYTVA_16038, LYTVA_13614, LYTVA_19660	OFUSG26663.1.p1, OFUSG26665.1.p1, OFUSG26662.1.p1, OFUSG26667.2.p1, OFUSG26667.1.p1, OFUSG26660.1.p1, OFUSG26661.1.p1, OFUSG26664.2.p1, OFUSG26661.2.p1, OFUSG26664.1.p1, OFUSG00178.1.p1, OFUSG00136.1.p1, OFUSG00136.2.p1, OFUSG26668.1.p1, OFUSG00137.1.p1
OG0000041	LYTVA_17546, LYTVA_17545	OFUSG15030.1.p1
OG0000041	LYTVA_25852	OFUSG07896.1.p1
OG0000041	LYTVA_03177	OFUSG21324.4.p1, OFUSG21324.2.p1, OFUSG21324.1.p1, OFUSG21324.3.p1
OG0000043	LYTVA_00226	OFUSG22688.1.p1
OG0000044	LYTVA_10017, LYTVA_14074, LYTVA_26561	OFUSG03166.1.p1
OG0000044	LYTVA_19279	OFUSG11434.1.p1, OFUSG13798.1.p1, OFUSG12158.2.p1, OFUSG12158.1.p1
OG0000044	LYTVA_19469, LYTVA_22018	OFUSG22654.1.p1, OFUSG22653.1.p1, OFUSG15735.1.p1, OFUSG15574.1.p1, OFUSG15256.2.p1, OFUSG15256.1.p1, OFUSG15731.1.p1, OFUSG15125.1.p1, OFUSG23742.1.p1, OFUSG15245.1.p1
OG0000045	LYTVA_02478, LYTVA_14643	OFUSG07525.1.p1, OFUSG07525.2.p1, OFUSG07526.1.p1
OG0000045	LYTVA_05655	OFUSG11066.2.p1, OFUSG11066.1.p1
OG0000045	LYTVA_07146, LYTVA_18766, LYTVA_11571, LYTVA_03087, LYTVA_21403, LYTVA_03810	OFUSG07524.1.p1, OFUSG00566.1.p1, OFUSG00564.1.p1, OFUSG00563.1.p1, OFUSG00567.1.p1
OG0000045	LYTVA_10187, LYTVA_26738	OFUSG18977.1.p1
OG0000046	LYTVA_20626	OFUSG08597.1.p1, OFUSG08595.1.p1, OFUSG25817.1.p1, OFUSG06162.1.p1, OFUSG17068.1.p1, OFUSG10763.1.p1, OFUSG10761.1.p1
OG0000048	LYTVA_06179	OFUSG03456.1.p1
OG0000048	LYTVA_25775	OFUSG15815.1.p1
OG0000048	LYTVA_15043	OFUSG15705.1.p1
OG0000048	LYTVA_26635	OFUSG19541.1.p1
OG0000048	LYTVA_17720, LYTVA_17428	OFUSG11584.1.p1
OG0000048	LYTVA_27999	OFUSG11587.1.p1
OG0000048	LYTVA_08149	OFUSG11562.2.p1, OFUSG11562.1.p1
OG0000048	LYTVA_17485, LYTVA_17487, LYTVA_17489	OFUSG07757.1.p1, OFUSG07755.1.p1, OFUSG07756.1.p1, OFUSG07755.2.p2, OFUSG07756.2.p1, OFUSG07027.1.p1
OG0000048	LYTVA_11620	OFUSG04756.1.p1
OG0000049	LYTVA_16567	OFUSG00390.1.p1
OG0000049	LYTVA_21152	OFUSG06038.1.p1
OG0000049	LYTVA_07886	OFUSG23568.1.p1, OFUSG21437.1.p1
OG0000049	LYTVA_06358	OFUSG10735.1.p1, OFUSG14837.1.p1, OFUSG06810.1.p1, OFUSG18275.1.p1, OFUSG20360.1.p1, OFUSG20359.1.p1, OFUSG20362.1.p1, OFUSG14327.1.p1, OFUSG01468.1.p1, OFUSG04791.1.p1, OFUSG24665.1.p1, OFUSG04926.1.p1, OFUSG10567.1.p1
OG0000049	LYTVA_25007	OFUSG21750.1.p1, OFUSG17729.1.p1, OFUSG17727.1.p1, OFUSG17730.1.p1, OFUSG19421.1.p1, OFUSG19423.1.p1, OFUSG19424.1.p1
OG0000049	LYTVA_28129	OFUSG19056.1.p1, OFUSG22443.1.p1
OG0000050	LYTVA_22634, LYTVA_29206, LYTVA_08549, LYTVA_25325, LYTVA_16900, LYTVA_03419	OFUSG09384.1.p1
OG0000050	LYTVA_13188	OFUSG00506.1.p1
OG0000051	LYTVA_20043, LYTVA_13578, LYTVA_29605, LYTVA_13579, LYTVA_20045, LYTVA_20046, LYTVA_12866, LYTVA_12868, LYTVA_12869, LYTVA_29317, LYTVA_29318, LYTVA_29319, LYTVA_03012, LYTVA_09968, LYTVA_16489, LYTVA_16496, LYTVA_27370	OFUSG17623.1.p1, OFUSG24736.1.p1
OG0000053	LYTVA_10692, LYTVA_10696	OFUSG05561.1.p1
OG0000054	LYTVA_10090, LYTVA_07086, LYTVA_21421, LYTVA_17925, LYTVA_09472, LYTVA_10089	OFUSG08102.2.p1, OFUSG08102.1.p1
OG0000054	LYTVA_11502, LYTVA_10035, LYTVA_09103	OFUSG09960.1.p1, OFUSG09960.2.p1, OFUSG09960.4.p1, OFUSG09960.5.p1, OFUSG09960.3.p1
OG0000055	LYTVA_28790	OFUSG10859.2.p1, OFUSG10859.1.p1
OG0000055	LYTVA_05265	OFUSG21722.1.p2
OG0000055	LYTVA_10558, LYTVA_00384, LYTVA_20676, LYTVA_30008, LYTVA_16090, LYTVA_10734	OFUSG08892.1.p1
OG0000056	LYTVA_03272	OFUSG17281.1.p1
OG0000056	LYTVA_17286	OFUSG00880.1.p1, OFUSG00880.2.p1
OG0000056	LYTVA_25903	OFUSG19663.1.p1
OG0000056	LYTVA_02051	OFUSG09997.1.p1, OFUSG11656.1.p1
OG0000056	LYTVA_00266, LYTVA_13357	OFUSG00148.1.p1
OG0000057	LYTVA_22815	OFUSG18495.1.p1
OG0000057	LYTVA_16930, LYTVA_18973, LYTVA_00270, LYTVA_24006, LYTVA_29476, LYTVA_19349, LYTVA_10024, LYTVA_11718, LYTVA_22254	OFUSG16420.2.p1, OFUSG16420.3.p1, OFUSG16419.2.p1, OFUSG16420.1.p1, OFUSG16419.1.p1, OFUSG16418.1.p1
OG0000058	LYTVA_16698	OFUSG18325.1.p1
OG0000058	LYTVA_01877, LYTVA_05596	OFUSG07699.1.p1
OG0000058	LYTVA_05352, LYTVA_05598, LYTVA_13005	OFUSG25338.1.p1
OG0000059	LYTVA_17899	OFUSG03529.1.p1, OFUSG03529.2.p1
OG0000059	LYTVA_06967, LYTVA_19211, LYTVA_17534	OFUSG05392.2.p1, OFUSG05392.1.p1
OG0000060	LYTVA_30158, LYTVA_18098	OFUSG14955.1.p1, OFUSG23392.1.p1
OG0000060	LYTVA_02319	OFUSG21371.2.p1, OFUSG21371.1.p1
OG0000061	LYTVA_16102	OFUSG24472.3.p1, OFUSG24472.1.p1, OFUSG24472.2.p1, OFUSG16519.1.p1, OFUSG16362.1.p1, OFUSG16362.3.p1, OFUSG16362.2.p1
OG0000061	LYTVA_20900	OFUSG04221.4.p1, OFUSG04221.3.p1, OFUSG04221.1.p1, OFUSG04221.2.p1
OG0000061	LYTVA_02993, LYTVA_26455, LYTVA_26459	OFUSG16682.2.p1, OFUSG16682.1.p1
OG0000061	LYTVA_19867	OFUSG04054.2.p1, OFUSG04054.1.p1, OFUSG04054.3.p1
OG0000061	LYTVA_16101	OFUSG16363.1.p1, OFUSG16363.2.p1
OG0000062	LYTVA_15332, LYTVA_27501, LYTVA_24383, LYTVA_01528, LYTVA_05092	OFUSG20078.1.p1, OFUSG20078.2.p1
OG0000062	LYTVA_18550	OFUSG20834.1.p1, OFUSG20834.2.p1, OFUSG05008.1.p1
OG0000063	LYTVA_03474	OFUSG17109.2.p1, OFUSG17109.1.p1
OG0000063	LYTVA_28622	OFUSG05823.2.p1, OFUSG05823.1.p1
OG0000063	LYTVA_20066, LYTVA_07999	OFUSG23292.1.p1
OG0000064	LYTVA_25756, LYTVA_19553, LYTVA_11533, LYTVA_25986, LYTVA_20628, LYTVA_08302, LYTVA_26954, LYTVA_23516, LYTVA_23510, LYTVA_23508, LYTVA_20029, LYTVA_23509, LYTVA_23514, LYTVA_23515, LYTVA_23517, LYTVA_19853, LYTVA_19855, LYTVA_08702, LYTVA_12533, LYTVA_19854, LYTVA_18448, LYTVA_23953, LYTVA_01963, LYTVA_15002	OFUSG18700.1.p1, OFUSG11503.1.p1, OFUSG24568.1.p1, OFUSG14688.1.p1, OFUSG24348.1.p1, OFUSG04845.1.p1, OFUSG24050.1.p1
OG0000066	LYTVA_00023	OFUSG15075.1.p1
OG0000066	LYTVA_01899	OFUSG25801.1.p1
OG0000066	LYTVA_01654	OFUSG04883.1.p1, OFUSG04882.1.p1, OFUSG04885.1.p2, OFUSG21263.1.p1
OG0000066	LYTVA_14724	OFUSG23527.1.p1
OG0000067	LYTVA_00141, LYTVA_19952, LYTVA_28647	OFUSG01517.1.p1, OFUSG21774.1.p1
OG0000067	LYTVA_07502, LYTVA_25538, LYTVA_09112, LYTVA_09554, LYTVA_15190, LYTVA_26045	OFUSG07801.1.p1, OFUSG07801.2.p1, OFUSG09800.1.p1
OG0000068	LYTVA_29801, LYTVA_20828, LYTVA_11990, LYTVA_12287, LYTVA_07218, LYTVA_11696, LYTVA_13367, LYTVA_16452, LYTVA_16451, LYTVA_16446, LYTVA_11505, LYTVA_21833, LYTVA_15019, LYTVA_02519, LYTVA_23071, LYTVA_16450	OFUSG06649.2.p1, OFUSG06649.1.p1
OG0000069	LYTVA_28766, LYTVA_15781	OFUSG26968.1.p1
OG0000070	LYTVA_12849	OFUSG13486.2.p1, OFUSG13486.1.p1, OFUSG01308.1.p1, OFUSG01308.2.p1
OG0000071	LYTVA_28667	OFUSG17876.1.p1, OFUSG17876.2.p1, OFUSG10287.1.p1
OG0000071	LYTVA_30156	OFUSG01197.1.p1
OG0000071	LYTVA_10873, LYTVA_10872, LYTVA_22942, LYTVA_22941, LYTVA_07051, LYTVA_07050, LYTVA_22709	OFUSG17431.1.p1, OFUSG17011.1.p1, OFUSG17010.1.p1, OFUSG08342.1.p1, OFUSG25772.1.p1, OFUSG15787.1.p1, OFUSG16028.1.p2, OFUSG18632.1.p1, OFUSG13731.1.p1
OG0000072	LYTVA_16436	OFUSG02543.3.p1, OFUSG02543.1.p1, OFUSG02543.2.p1
OG0000072	LYTVA_26888	OFUSG02679.1.p1, OFUSG02679.2.p1
OG0000072	LYTVA_23422	OFUSG03079.1.p1
OG0000072	LYTVA_15899	OFUSG10198.1.p1
