St_blastula	St_gastrula	St_elongation	St_early_larva	St_mature_larva	St_competent_larva	St_juvenile
281	3866.973788	1262.953587	732.8541993	468.1812507	572.53436905	680.61496615	535.1383258
282	32.604535405	46.35931718	51.485355415	22.26931719	15.953720264	65.657089985	227.8241494
283	786.7697117	572.10383255	568.5892694	552.7564594	482.71795825	423.8085222	471.6232307
284	3816.7170045	1905.0341475	1693.8991495	1540.7139755	1699.7383485	2145.930512	2495.869221
285	4.2385920795	2.16466166	2.196864539	0.7950559075	0.72254439	0.951584647	6.281849719
286	25974.33432	31559.1728	26683.373845	34658.04352	34090.493935	59914.807735	62470.85053
287	15.71975251	52.87556165	70.77299327	73.54449709	143.43681118	355.84591625	959.6454333
288	2.6903651945	5.583065832	23.450376346	4.2228279585	40.50998693	114.087038365	10.07658717
289	74.71245312	161.73358477	674.6936399	929.96664955	446.40626925	388.63997365	354.4853113
290	1.0586455025	126.39253875	1144.920743	673.2928335	413.9512876	158.5715956	36.16725812
291	682.92465635	904.3629871	1008.6737425	1334.3613715	1267.215655	807.2947888	806.5214071
292	6912.454708	2875.8602585	1045.4685002	820.00570205	613.1402104	818.55998025	1013.684962
293	12.3645282545	1.5666267365	2.1172168	4.096320879	3.3511171255	3.6880665955	0
294	1995.812409	1721.864284	1325.539428	1010.70807125	964.9588294	771.5812781	668.0082581
295	52.00357925	42.647599705	59.18203998	53.985057355	18.20180699	32.115199635	14.16858239
296	62.293093175	88.79940962	511.88909005	911.5518363	961.6949103	764.63249855	361.2080349
297	176.7089295	152.66431455	176.2699463	198.7627322	143.15264025	117.0087294	92.48549366
298	1040.1847438	531.8218786	576.1689198	1034.86478205	2155.8365445	3088.69674	3479.879806
299	2520.450522	1515.244821	1397.006611	1295.592908	1099.77918475	883.41339625	762.8601704
300	423.5576728	447.3995946	490.58603335	509.71312485	497.74079395	520.68414535	704.9928952
301	12.598725565	228.50845045	2472.236622	2274.200381	2164.783811	1397.218713	281.6295304
302	65.49573624	1143.83585995	11851.1926415	13528.521265	9554.990554	6500.8584995	6875.815879
303	2172.7977395	1056.62473035	1096.9246917	1145.70412065	812.36454425	647.1925904	832.7064141
304	249.76557075	98.721716825	103.5960106	73.504522095	79.96866648	69.620861095	83.37769706
305	1709.514084	536.2007368	516.3330396	425.188351	462.06316715	492.3593789	764.4107587
306	1792.451972	607.27685525	641.3755144	966.1926688	1231.57610965	1666.27592	669.1602443
307	37.9668036	40.081791825	30.989336805	14.67130408	12.8002721	36.407956425	34.42899913
308	12.6572094525	26.93124347	27.82821588	10.135125333	16.0307661875	56.64800262	55.34904488
309	99.67900296	1242.4894635	3203.874998	4605.850516	5996.477837	1635.83853875	470.9762585
310	14835.455555	14744.782945	11735.086815	9002.045682	5162.9070615	766.4749981	408.764872
311	40.32834709	30.6287958685	17.11710244	7.991931175	2.713884361	1.138497686	0.375418888
312	156.86674855	203.5928839	301.70068275	292.7700871	311.5475648	386.2059332	430.050636
313	7190.6453395	9079.5491045	10369.789265	10159.431694	5934.1637945	4535.0126325	6223.96225
314	156.815320335	65.721308705	80.02554224	195.94099465	393.4068051	610.4443692	312.1468592
