#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_1/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_1/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_1/0.11133431347935.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_1/target.clean..pos
BGpeak38846	Scaffold_19_1_contigs	29342969	29343389	+	0.000	0.000	peak38846
BGpeak73182	Scaffold_7_1_contigs	22652074	22652648	+	0.000	0.000	peak73182
BGpeak38871	Scaffold_19_1_contigs	29593799	29594148	+	0.000	0.000	peak38871
BGpeak38878	Scaffold_19_1_contigs	29637641	29638098	+	0.000	0.000	peak38878
BGpeak38919	Scaffold_19_1_contigs	30123712	30124148	+	0.000	0.000	peak38919
BGpeak38923	Scaffold_19_1_contigs	30177400	30177597	+	0.000	0.000	peak38923
BGpeak38927	Scaffold_19_1_contigs	30217506	30217876	+	0.000	0.000	peak38927
BGpeak38936	Scaffold_19_1_contigs	30253123	30253396	+	0.000	0.000	peak38936
BGpeak38954	Scaffold_19_1_contigs	30413757	30414039	+	0.000	0.000	peak38954
BGpeak38987	Scaffold_19_1_contigs	30520542	30521008	+	0.000	0.000	peak38987
BGpeak73313	Scaffold_7_1_contigs	25499306	25499686	+	0.000	0.000	peak73313
BGpeak73336	Scaffold_7_1_contigs	25667178	25667729	+	0.000	0.000	peak73336
BGpeak73348	Scaffold_7_1_contigs	25691431	25691700	+	0.000	0.000	peak73348
BGpeak73365	Scaffold_7_1_contigs	26070037	26070771	+	0.000	0.000	peak73365
BGpeak73478	Scaffold_7_1_contigs	27787049	27787269	+	0.000	0.000	peak73478
BGpeak73507	Scaffold_7_1_contigs	28098056	28098230	+	0.000	0.000	peak73507
BGpeak73584	Scaffold_7_1_contigs	30918195	30918451	+	0.000	0.000	peak73584
BGpeak73616	Scaffold_7_1_contigs	31500944	31501322	+	0.000	0.000	peak73616
BGpeak73629	Scaffold_7_1_contigs	31582560	31583017	+	0.000	0.000	peak73629
BGpeak73650	Scaffold_7_1_contigs	31694478	31694805	+	0.000	0.000	peak73650
BGpeak73661	Scaffold_7_1_contigs	31746178	31746904	+	0.000	0.000	peak73661
BGpeak73667	Scaffold_7_1_contigs	31880127	31880330	+	0.000	0.000	peak73667
BGpeak73668	Scaffold_7_1_contigs	31887918	31888239	+	0.000	0.000	peak73668
BGpeak73669	Scaffold_7_1_contigs	31889718	31889923	+	0.000	0.000	peak73669
BGpeak73670	Scaffold_7_1_contigs	31891238	31891434	+	0.000	0.000	peak73670
BGpeak73716	Scaffold_7_1_contigs	32395576	32396449	+	0.000	0.000	peak73716
BGpeak73729	Scaffold_7_1_contigs	32467225	32467420	+	0.000	0.000	peak73729
BGpeak73770	Scaffold_7_1_contigs	32806400	32806741	+	0.000	0.000	peak73770
BGpeak73771	Scaffold_7_1_contigs	32829951	32830405	+	0.000	0.000	peak73771
BGpeak73775	Scaffold_7_1_contigs	32879678	32880794	+	0.000	0.000	peak73775
BGpeak73777	Scaffold_7_1_contigs	32884110	32884351	+	0.000	0.000	peak73777
BGpeak73888	Scaffold_7_1_contigs	34077443	34077823	+	0.000	0.000	peak73888
BGpeak73889	Scaffold_7_1_contigs	34077905	34078337	+	0.000	0.000	peak73889
BGpeak73892	Scaffold_7_1_contigs	34093613	34093923	+	0.000	0.000	peak73892
BGpeak73896	Scaffold_7_1_contigs	34115657	34115979	+	0.000	0.000	peak73896
BGpeak73959	Scaffold_7_1_contigs	34510991	34511204	+	0.000	0.000	peak73959
BGpeak73981	Scaffold_7_1_contigs	35079764	35080018	+	0.000	0.000	peak73981
BGpeak2001	Scaffold_10_1_contigs	30269654	30270051	+	0.000	0.000	peak2001
BGpeak2003	Scaffold_10_1_contigs	30276831	30277062	+	0.000	0.000	peak2003
BGpeak2004	Scaffold_10_1_contigs	30286460	30286787	+	0.000	0.000	peak2004
BGpeak2126	Scaffold_10_1_contigs	31150784	31151290	+	0.000	0.000	peak2126
BGpeak2176	Scaffold_10_1_contigs	31521744	31521954	+	0.000	0.000	peak2176
BGpeak2185	Scaffold_10_1_contigs	31557372	31558020	+	0.000	0.000	peak2185
BGpeak2221	Scaffold_10_1_contigs	31722495	31722707	+	0.000	0.000	peak2221
BGpeak2232	Scaffold_10_1_contigs	31894379	31894799	+	0.000	0.000	peak2232
BGpeak2234	Scaffold_10_1_contigs	31909349	31909830	+	0.000	0.000	peak2234
BGpeak2241	Scaffold_10_1_contigs	31957227	31957499	+	0.000	0.000	peak2241
BGpeak2286	Scaffold_10_1_contigs	32879512	32879744	+	0.000	0.000	peak2286
BGpeak2365	Scaffold_10_1_contigs	33953464	33953623	+	0.000	0.000	peak2365
BGpeak2372	Scaffold_10_1_contigs	33960054	33960330	+	0.000	0.000	peak2372
BGpeak2399	Scaffold_10_1_contigs	34062329	34062821	+	0.000	0.000	peak2399
BGpeak2407	Scaffold_10_1_contigs	34108042	34108280	+	0.000	0.000	peak2407
BGpeak2416	Scaffold_10_1_contigs	34196493	34196795	+	0.000	0.000	peak2416
BGpeak2417	Scaffold_10_1_contigs	34202782	34202974	+	0.000	0.000	peak2417
BGpeak2420	Scaffold_10_1_contigs	34382682	34382903	+	0.000	0.000	peak2420
BGpeak2421	Scaffold_10_1_contigs	34387372	34387617	+	0.000	0.000	peak2421
BGpeak2433	Scaffold_10_1_contigs	34451975	34452473	+	0.000	0.000	peak2433
BGpeak2434	Scaffold_10_1_contigs	34459056	34459338	+	0.000	0.000	peak2434
BGpeak21020	Scaffold_14_1_contigs	31156884	31157304	+	0.000	0.000	peak21020
BGpeak21021	Scaffold_14_1_contigs	31164297	31164539	+	0.000	0.000	peak21021
BGpeak21024	Scaffold_14_1_contigs	31169811	31170062	+	0.000	0.000	peak21024
BGpeak21031	Scaffold_14_1_contigs	31260298	31260704	+	0.000	0.000	peak21031
BGpeak21037	Scaffold_14_1_contigs	31292223	31292491	+	0.000	0.000	peak21037
BGpeak21051	Scaffold_14_1_contigs	31446282	31446538	+	0.000	0.000	peak21051
BGpeak21061	Scaffold_14_1_contigs	31492025	31492336	+	0.000	0.000	peak21061
BGpeak21062	Scaffold_14_1_contigs	31494718	31495013	+	0.000	0.000	peak21062
BGpeak21065	Scaffold_14_1_contigs	31555497	31556090	+	0.000	0.000	peak21065
BGpeak21074	Scaffold_14_1_contigs	31671205	31671514	+	0.000	0.000	peak21074
BGpeak21080	Scaffold_14_1_contigs	31722198	31722420	+	0.000	0.000	peak21080
BGpeak21100	Scaffold_14_1_contigs	32086164	32086841	+	0.000	0.000	peak21100
BGpeak21106	Scaffold_14_1_contigs	32135822	32136810	+	0.000	0.000	peak21106
BGpeak21108	Scaffold_14_1_contigs	32164965	32165250	+	0.000	0.000	peak21108
BGpeak21110	Scaffold_14_1_contigs	32180030	32180573	+	0.000	0.000	peak21110
BGpeak21119	Scaffold_14_1_contigs	32335352	32335597	+	0.000	0.000	peak21119
BGpeak21144	Scaffold_14_1_contigs	32520973	32521264	+	0.000	0.000	peak21144
BGpeak21193	Scaffold_14_1_contigs	32820991	32821235	+	0.000	0.000	peak21193
BGpeak2622	Scaffold_10_1_contigs	36866677	36867091	+	0.000	0.000	peak2622
BGpeak2625	Scaffold_10_1_contigs	36875971	36876410	+	0.000	0.000	peak2625
BGpeak21230	Scaffold_14_1_contigs	33077987	33078513	+	0.000	0.000	peak21230
BGpeak21245	Scaffold_14_1_contigs	33282209	33282383	+	0.000	0.000	peak21245
BGpeak21279	Scaffold_14_1_contigs	34133280	34133838	+	0.000	0.000	peak21279
BGpeak2718	Scaffold_10_1_contigs	37952722	37952972	+	0.000	0.000	peak2718
BGpeak2724	Scaffold_10_1_contigs	38046422	38046669	+	0.000	0.000	peak2724
BGpeak2741	Scaffold_10_1_contigs	38133619	38134040	+	0.000	0.000	peak2741
BGpeak2752	Scaffold_10_1_contigs	38252715	38253019	+	0.000	0.000	peak2752
BGpeak2763	Scaffold_10_1_contigs	38333311	38333670	+	0.000	0.000	peak2763
BGpeak2767	Scaffold_10_1_contigs	38381300	38381514	+	0.000	0.000	peak2767
BGpeak21377	Scaffold_14_1_contigs	35186234	35186514	+	0.000	0.000	peak21377
BGpeak2809	Scaffold_10_1_contigs	38707419	38707826	+	0.000	0.000	peak2809
BGpeak2822	Scaffold_10_1_contigs	38790714	38791218	+	0.000	0.000	peak2822
BGpeak2828	Scaffold_10_1_contigs	38843275	38843583	+	0.000	0.000	peak2828
BGpeak2829	Scaffold_10_1_contigs	38850940	38851312	+	0.000	0.000	peak2829
BGpeak2830	Scaffold_10_1_contigs	38851346	38851656	+	0.000	0.000	peak2830
BGpeak2834	Scaffold_10_1_contigs	38896554	38896896	+	0.000	0.000	peak2834
BGpeak2866	Scaffold_10_1_contigs	39176360	39176552	+	0.000	0.000	peak2866
BGpeak2868	Scaffold_10_1_contigs	39183299	39183522	+	0.000	0.000	peak2868
BGpeak2877	Scaffold_10_1_contigs	39221414	39222052	+	0.000	0.000	peak2877
BGpeak21411	Scaffold_14_1_contigs	35948421	35948827	+	0.000	0.000	peak21411
BGpeak21422	Scaffold_14_1_contigs	36085715	36085964	+	0.000	0.000	peak21422
BGpeak21447	Scaffold_14_1_contigs	36304177	36304703	+	0.000	0.000	peak21447
BGpeak21454	Scaffold_14_1_contigs	36397648	36397955	+	0.000	0.000	peak21454
BGpeak21457	Scaffold_14_1_contigs	36407220	36408009	+	0.000	0.000	peak21457
BGpeak21463	Scaffold_14_1_contigs	36433676	36433974	+	0.000	0.000	peak21463
BGpeak21464	Scaffold_14_1_contigs	36449870	36450305	+	0.000	0.000	peak21464
BGpeak21482	Scaffold_14_1_contigs	36650704	36651204	+	0.000	0.000	peak21482
BGpeak2925	Scaffold_10_1_contigs	39940139	39940353	+	0.000	0.000	peak2925
BGpeak2944	Scaffold_10_1_contigs	40001195	40001688	+	0.000	0.000	peak2944
BGpeak2965	Scaffold_10_1_contigs	40147933	40148222	+	0.000	0.000	peak2965
BGpeak2988	Scaffold_10_1_contigs	40267463	40268040	+	0.000	0.000	peak2988
BGpeak2992	Scaffold_10_1_contigs	40289861	40290306	+	0.000	0.000	peak2992
BGpeak21527	Scaffold_14_1_contigs	37267878	37268074	+	0.000	0.000	peak21527
BGpeak21528	Scaffold_14_1_contigs	37273730	37273946	+	0.000	0.000	peak21528
BGpeak21531	Scaffold_14_1_contigs	37286081	37286476	+	0.000	0.000	peak21531
BGpeak21542	Scaffold_14_1_contigs	37372930	37373195	+	0.000	0.000	peak21542
BGpeak21563	Scaffold_14_1_contigs	37486736	37486993	+	0.000	0.000	peak21563
BGpeak21594	Scaffold_14_1_contigs	37768219	37768442	+	0.000	0.000	peak21594
BGpeak21635	Scaffold_14_1_contigs	38119171	38119373	+	0.000	0.000	peak21635
BGpeak21651	Scaffold_14_1_contigs	38201473	38201752	+	0.000	0.000	peak21651
BGpeak21661	Scaffold_14_1_contigs	38253683	38254037	+	0.000	0.000	peak21661
BGpeak21674	Scaffold_14_1_contigs	38436029	38436293	+	0.000	0.000	peak21674
BGpeak21739	Scaffold_14_1_contigs	38950007	38950292	+	0.000	0.000	peak21739
BGpeak21748	Scaffold_14_1_contigs	39012767	39013153	+	0.000	0.000	peak21748
BGpeak21749	Scaffold_14_1_contigs	39019513	39019794	+	0.000	0.000	peak21749
BGpeak21750	Scaffold_14_1_contigs	39024400	39024676	+	0.000	0.000	peak21750
BGpeak21761	Scaffold_14_1_contigs	39100973	39101261	+	0.000	0.000	peak21761
BGpeak21766	Scaffold_14_1_contigs	39137095	39137831	+	0.000	0.000	peak21766
BGpeak21770	Scaffold_14_1_contigs	39153433	39154211	+	0.000	0.000	peak21770
BGpeak21780	Scaffold_14_1_contigs	39220827	39221826	+	0.000	0.000	peak21780
BGpeak21786	Scaffold_14_1_contigs	39264608	39265296	+	0.000	0.000	peak21786
BGpeak21791	Scaffold_14_1_contigs	39301866	39302895	+	0.000	0.000	peak21791
BGpeak21818	Scaffold_14_1_contigs	39520783	39521055	+	0.000	0.000	peak21818
BGpeak21840	Scaffold_14_1_contigs	39723496	39724263	+	0.000	0.000	peak21840
BGpeak21855	Scaffold_14_1_contigs	39845007	39845211	+	0.000	0.000	peak21855
BGpeak21862	Scaffold_14_1_contigs	39878398	39878615	+	0.000	0.000	peak21862
BGpeak21865	Scaffold_14_1_contigs	39907694	39908122	+	0.000	0.000	peak21865
BGpeak21872	Scaffold_14_1_contigs	40031587	40031936	+	0.000	0.000	peak21872
BGpeak21873	Scaffold_14_1_contigs	40063198	40063389	+	0.000	0.000	peak21873
BGpeak21874	Scaffold_14_1_contigs	40087886	40088621	+	0.000	0.000	peak21874
BGpeak21895	Scaffold_14_1_contigs	40328507	40328772	+	0.000	0.000	peak21895
BGpeak21897	Scaffold_14_1_contigs	40367331	40367791	+	0.000	0.000	peak21897
BGpeak21902	Scaffold_14_1_contigs	40448902	40449335	+	0.000	0.000	peak21902
BGpeak21919	Scaffold_14_1_contigs	40603637	40604208	+	0.000	0.000	peak21919
BGpeak21923	Scaffold_14_1_contigs	40661928	40662917	+	0.000	0.000	peak21923
BGpeak21925	Scaffold_14_1_contigs	40682717	40683085	+	0.000	0.000	peak21925
BGpeak21927	Scaffold_14_1_contigs	40710242	40710473	+	0.000	0.000	peak21927
BGpeak21933	Scaffold_14_1_contigs	40752968	40753295	+	0.000	0.000	peak21933
BGpeak21934	Scaffold_14_1_contigs	40789800	40790701	+	0.000	0.000	peak21934
BGpeak21950	Scaffold_14_1_contigs	41021217	41021514	+	0.000	0.000	peak21950
BGpeak21951	Scaffold_14_1_contigs	41040687	41041096	+	0.000	0.000	peak21951
BGpeak21955	Scaffold_14_1_contigs	41089272	41089590	+	0.000	0.000	peak21955
BGpeak21961	Scaffold_14_1_contigs	41150290	41151034	+	0.000	0.000	peak21961
BGpeak21962	Scaffold_14_1_contigs	41151528	41151767	+	0.000	0.000	peak21962
BGpeak21964	Scaffold_14_1_contigs	41180273	41180884	+	0.000	0.000	peak21964
BGpeak21966	Scaffold_14_1_contigs	41208358	41208579	+	0.000	0.000	peak21966
BGpeak21970	Scaffold_14_1_contigs	41248771	41248944	+	0.000	0.000	peak21970
BGpeak21978	Scaffold_14_1_contigs	41336355	41336545	+	0.000	0.000	peak21978
BGpeak21979	Scaffold_14_1_contigs	41346621	41346795	+	0.000	0.000	peak21979
BGpeak21981	Scaffold_14_1_contigs	41360230	41360604	+	0.000	0.000	peak21981
BGpeak21989	Scaffold_14_1_contigs	41539044	41539733	+	0.000	0.000	peak21989
BGpeak21993	Scaffold_14_1_contigs	41550945	41551180	+	0.000	0.000	peak21993
BGpeak21996	Scaffold_14_1_contigs	41605774	41606730	+	0.000	0.000	peak21996
BGpeak21998	Scaffold_14_1_contigs	41628701	41628923	+	0.000	0.000	peak21998
BGpeak39000	Scaffold_19_1_contigs	30799135	30799712	+	0.000	0.000	peak39000
BGpeak39001	Scaffold_19_1_contigs	30800207	30800518	+	0.000	0.000	peak39001
BGpeak39015	Scaffold_19_1_contigs	30861788	30862085	+	0.000	0.000	peak39015
BGpeak39019	Scaffold_19_1_contigs	30891790	30892602	+	0.000	0.000	peak39019
BGpeak39080	Scaffold_19_1_contigs	31294632	31294849	+	0.000	0.000	peak39080
BGpeak39081	Scaffold_19_1_contigs	31362823	31363304	+	0.000	0.000	peak39081
BGpeak39089	Scaffold_19_1_contigs	31449240	31449470	+	0.000	0.000	peak39089
BGpeak39161	Scaffold_19_1_contigs	32580485	32580844	+	0.000	0.000	peak39161
BGpeak39173	Scaffold_19_1_contigs	32664231	32664890	+	0.000	0.000	peak39173
BGpeak39366	Scaffold_19_1_contigs	34550722	34550986	+	0.000	0.000	peak39366
BGpeak39379	Scaffold_19_1_contigs	34788060	34788425	+	0.000	0.000	peak39379
BGpeak39380	Scaffold_19_1_contigs	34797324	34797532	+	0.000	0.000	peak39380
BGpeak39416	Scaffold_19_1_contigs	35136488	35136733	+	0.000	0.000	peak39416
BGpeak39443	Scaffold_19_1_contigs	35399463	35399865	+	0.000	0.000	peak39443
BGpeak39445	Scaffold_19_1_contigs	35419526	35419885	+	0.000	0.000	peak39445
BGpeak39469	Scaffold_19_1_contigs	35569861	35570042	+	0.000	0.000	peak39469
BGpeak39546	Scaffold_19_1_contigs	35907666	35907892	+	0.000	0.000	peak39546
BGpeak39555	Scaffold_19_1_contigs	35941854	35942146	+	0.000	0.000	peak39555
BGpeak39565	Scaffold_19_1_contigs	35988693	35988962	+	0.000	0.000	peak39565
BGpeak39599	Scaffold_19_1_contigs	36181077	36181290	+	0.000	0.000	peak39599
BGpeak39617	Scaffold_19_1_contigs	36272349	36272624	+	0.000	0.000	peak39617
BGpeak39635	Scaffold_19_1_contigs	36399677	36399881	+	0.000	0.000	peak39635
BGpeak39665	Scaffold_19_1_contigs	36497789	36498108	+	0.000	0.000	peak39665
BGpeak39671	Scaffold_19_1_contigs	36579863	36580143	+	0.000	0.000	peak39671
BGpeak39678	Scaffold_19_1_contigs	36642938	36643233	+	0.000	0.000	peak39678
BGpeak74001	Scaffold_7_1_contigs	35243722	35243947	+	0.000	0.000	peak74001
BGpeak74024	Scaffold_7_1_contigs	35405185	35405515	+	0.000	0.000	peak74024
BGpeak74050	Scaffold_7_1_contigs	35711209	35711522	+	0.000	0.000	peak74050
BGpeak74059	Scaffold_7_1_contigs	35747248	35747543	+	0.000	0.000	peak74059
BGpeak39726	Scaffold_19_1_contigs	37495458	37495708	+	0.000	0.000	peak39726
BGpeak39778	Scaffold_19_1_contigs	37981178	37981372	+	0.000	0.000	peak39778
BGpeak39785	Scaffold_19_1_contigs	38008511	38009000	+	0.000	0.000	peak39785
BGpeak39787	Scaffold_19_1_contigs	38010736	38011032	+	0.000	0.000	peak39787
BGpeak39792	Scaffold_19_1_contigs	38018332	38018806	+	0.000	0.000	peak39792
BGpeak39794	Scaffold_19_1_contigs	38027205	38027496	+	0.000	0.000	peak39794
BGpeak39795	Scaffold_19_1_contigs	38037943	38038172	+	0.000	0.000	peak39795
BGpeak39796	Scaffold_19_1_contigs	38048677	38049047	+	0.000	0.000	peak39796
BGpeak39802	Scaffold_19_1_contigs	38113279	38113478	+	0.000	0.000	peak39802
BGpeak39803	Scaffold_19_1_contigs	38135563	38135936	+	0.000	0.000	peak39803
BGpeak74153	Scaffold_7_1_contigs	36612327	36612597	+	0.000	0.000	peak74153
BGpeak74172	Scaffold_7_1_contigs	36776774	36777624	+	0.000	0.000	peak74172
BGpeak39886	Scaffold_19_1_contigs	38835329	38835744	+	0.000	0.000	peak39886
BGpeak39898	Scaffold_19_1_contigs	38893283	38893636	+	0.000	0.000	peak39898
BGpeak74212	Scaffold_7_1_contigs	37365559	37366062	+	0.000	0.000	peak74212
BGpeak74232	Scaffold_7_1_contigs	37546447	37546884	+	0.000	0.000	peak74232
BGpeak74241	Scaffold_7_1_contigs	37690932	37691307	+	0.000	0.000	peak74241
BGpeak74243	Scaffold_7_1_contigs	37699978	37700167	+	0.000	0.000	peak74243
BGpeak39918	Scaffold_19_1_contigs	38959089	38959461	+	0.000	0.000	peak39918
BGpeak39929	Scaffold_19_1_contigs	39044705	39044915	+	0.000	0.000	peak39929
BGpeak74262	Scaffold_7_1_contigs	37795787	37796062	+	0.000	0.000	peak74262
BGpeak39931	Scaffold_19_1_contigs	39060387	39060874	+	0.000	0.000	peak39931
BGpeak74267	Scaffold_7_1_contigs	37836866	37837172	+	0.000	0.000	peak74267
BGpeak74280	Scaffold_7_1_contigs	37917456	37917802	+	0.000	0.000	peak74280
BGpeak74291	Scaffold_7_1_contigs	38064744	38065107	+	0.000	0.000	peak74291
BGpeak39974	Scaffold_19_1_contigs	39178549	39178913	+	0.000	0.000	peak39974
BGpeak39993	Scaffold_19_1_contigs	39340624	39340935	+	0.000	0.000	peak39993
BGpeak39998	Scaffold_19_1_contigs	39365843	39366139	+	0.000	0.000	peak39998
BGpeak39999	Scaffold_19_1_contigs	39378382	39378661	+	0.000	0.000	peak39999
BGpeak74352	Scaffold_7_1_contigs	38326475	38327011	+	0.000	0.000	peak74352
BGpeak74375	Scaffold_7_1_contigs	38751551	38751777	+	0.000	0.000	peak74375
BGpeak74384	Scaffold_7_1_contigs	38783210	38783552	+	0.000	0.000	peak74384
BGpeak74463	Scaffold_7_1_contigs	39920241	39920549	+	0.000	0.000	peak74463
BGpeak74510	Scaffold_7_1_contigs	40707063	40707316	+	0.000	0.000	peak74510
BGpeak74512	Scaffold_7_1_contigs	40721290	40721770	+	0.000	0.000	peak74512
BGpeak74525	Scaffold_7_1_contigs	40945071	40945267	+	0.000	0.000	peak74525
BGpeak74526	Scaffold_7_1_contigs	40964808	40965171	+	0.000	0.000	peak74526
BGpeak74591	Scaffold_7_1_contigs	42088789	42089054	+	0.000	0.000	peak74591
BGpeak74647	Scaffold_7_1_contigs	42834604	42835133	+	0.000	0.000	peak74647
BGpeak74648	Scaffold_7_1_contigs	42836404	42836947	+	0.000	0.000	peak74648
BGpeak74691	Scaffold_7_1_contigs	43833865	43834478	+	0.000	0.000	peak74691
BGpeak74741	Scaffold_7_1_contigs	44974577	44974909	+	0.000	0.000	peak74741
BGpeak74742	Scaffold_7_1_contigs	44975136	44975401	+	0.000	0.000	peak74742
BGpeak74780	Scaffold_7_1_contigs	45383333	45383710	+	0.000	0.000	peak74780
BGpeak74819	Scaffold_7_1_contigs	45728413	45729065	+	0.000	0.000	peak74819
BGpeak74822	Scaffold_7_1_contigs	45754160	45754381	+	0.000	0.000	peak74822
BGpeak74823	Scaffold_7_1_contigs	45756769	45757085	+	0.000	0.000	peak74823
BGpeak74827	Scaffold_7_1_contigs	45779151	45779546	+	0.000	0.000	peak74827
BGpeak74853	Scaffold_7_1_contigs	45954652	45954898	+	0.000	0.000	peak74853
BGpeak74864	Scaffold_7_1_contigs	46081890	46082129	+	0.000	0.000	peak74864
BGpeak74865	Scaffold_7_1_contigs	46093502	46093748	+	0.000	0.000	peak74865
BGpeak74878	Scaffold_7_1_contigs	46201439	46201656	+	0.000	0.000	peak74878
BGpeak74898	Scaffold_7_1_contigs	46466830	46467325	+	0.000	0.000	peak74898
BGpeak74902	Scaffold_7_1_contigs	46513747	46514005	+	0.000	0.000	peak74902
BGpeak74921	Scaffold_7_1_contigs	46777310	46777541	+	0.000	0.000	peak74921
BGpeak74936	Scaffold_7_1_contigs	46914985	46915433	+	0.000	0.000	peak74936
BGpeak74940	Scaffold_7_1_contigs	46967982	46968555	+	0.000	0.000	peak74940
BGpeak74942	Scaffold_7_1_contigs	46982474	46983108	+	0.000	0.000	peak74942
BGpeak74952	Scaffold_7_1_contigs	47094521	47094778	+	0.000	0.000	peak74952
BGpeak74953	Scaffold_7_1_contigs	47094794	47095044	+	0.000	0.000	peak74953
BGpeak74963	Scaffold_7_1_contigs	47255324	47255498	+	0.000	0.000	peak74963
BGpeak74966	Scaffold_7_1_contigs	47258800	47259050	+	0.000	0.000	peak74966
BGpeak74967	Scaffold_7_1_contigs	47261618	47261925	+	0.000	0.000	peak74967
BGpeak74968	Scaffold_7_1_contigs	47266589	47267024	+	0.000	0.000	peak74968
BGpeak74972	Scaffold_7_1_contigs	47273450	47273654	+	0.000	0.000	peak74972
BGpeak74973	Scaffold_7_1_contigs	47275321	47275584	+	0.000	0.000	peak74973
BGpeak74974	Scaffold_7_1_contigs	47276327	47276604	+	0.000	0.000	peak74974
BGpeak3059	Scaffold_10_1_contigs	41585497	41585801	+	0.000	0.000	peak3059
BGpeak3077	Scaffold_10_1_contigs	41675953	41676147	+	0.000	0.000	peak3077
BGpeak3081	Scaffold_10_1_contigs	41701844	41702242	+	0.000	0.000	peak3081
BGpeak3082	Scaffold_10_1_contigs	41707480	41707925	+	0.000	0.000	peak3082
BGpeak3083	Scaffold_10_1_contigs	41708389	41708775	+	0.000	0.000	peak3083
BGpeak3085	Scaffold_10_1_contigs	41718767	41719038	+	0.000	0.000	peak3085
BGpeak3093	Scaffold_10_1_contigs	41774490	41774778	+	0.000	0.000	peak3093
BGpeak3097	Scaffold_10_1_contigs	41806192	41806473	+	0.000	0.000	peak3097
BGpeak3098	Scaffold_10_1_contigs	41844014	41844404	+	0.000	0.000	peak3098
BGpeak3126	Scaffold_10_1_contigs	42132549	42132968	+	0.000	0.000	peak3126
BGpeak3132	Scaffold_10_1_contigs	42162762	42163143	+	0.000	0.000	peak3132
