TCONS_00000006.p1	BRALA31224
TCONS_00000878.p1	BRALA04866
TCONS_00000878.p1	BRALA07739
TCONS_00000878.p1	BRALA17048
TCONS_00000879.p2	BRALA01756
TCONS_00000879.p2	BRALA18211
TCONS_00000879.p2	BRALA18290
TCONS_00000879.p2	BRALA25336
TCONS_00000879.p2	BRALA26603
TCONS_00000879.p2	BRALA28320
TCONS_00000881.p1	BRALA03256
TCONS_00000881.p1	BRALA08502
TCONS_00000885.p1	BRALA34579
TCONS_00000887.p1	BRALA19628
TCONS_00000888.p1	BRALA30535
TCONS_00000889.p1	BRALA33535
TCONS_00000893.p1	BRALA28828
TCONS_00000895.p1	BRALA19061
TCONS_00000896.p1	BRALA19696
TCONS_00000896.p1	BRALA23003
TCONS_00000896.p1	BRALA24380
TCONS_00000896.p1	BRALA34787
TCONS_00000901.p1	BRALA03269
TCONS_00000903.p1	BRALA10275
TCONS_00000905.p1	BRALA05816
TCONS_00000909.p1	BRALA19279
TCONS_00000909.p1	BRALA33332
TCONS_00000926.p1	BRALA15659
TCONS_00000930.p1	BRALA14369
TCONS_00000930.p1	BRALA25190
TCONS_00000930.p1	BRALA31975
TCONS_00000938.p1	BRALA19317
TCONS_00000949.p1	BRALA05956
TCONS_00000949.p1	BRALA14529
TCONS_00000949.p1	BRALA17917
TCONS_00000949.p1	BRALA25635
TCONS_00000949.p1	BRALA28368
TCONS_00000949.p1	BRALA30125
TCONS_00000956.p1	BRALA08718
TCONS_00000956.p1	BRALA20943
TCONS_00000956.p1	BRALA21546
TCONS_00000956.p1	BRALA26481
TCONS_00000956.p1	BRALA27678
TCONS_00000956.p1	BRALA28006
TCONS_00000956.p1	BRALA28013
TCONS_00000956.p1	BRALA28394
TCONS_00000956.p1	BRALA30635
TCONS_00000956.p1	BRALA30962
TCONS_00000956.p1	BRALA31092
TCONS_00000956.p1	BRALA31229
TCONS_00000956.p1	BRALA31231
TCONS_00000956.p1	BRALA32533
TCONS_00000960.p1	BRALA19297
TCONS_00000969.p1	BRALA04158
TCONS_00000969.p1	BRALA10474
TCONS_00000978.p1	BRALA28820
TCONS_00000980.p1	BRALA05171
TCONS_00000980.p1	BRALA28831
TCONS_00000981.p1	BRALA19845
TCONS_00000981.p1	BRALA23896
TCONS_00000983.p1	BRALA19286
TCONS_00000991.p1	BRALA23893
TCONS_00000994.p1	BRALA09005
TCONS_00000996.p1	BRALA29796
TCONS_00000999.p1	BRALA12420
TCONS_00001002.p1	BRALA28211
TCONS_00001003.p1	BRALA32734
TCONS_00001004.p1	BRALA08959
TCONS_00001015.p1	BRALA18840
TCONS_00001019.p1	BRALA29357
TCONS_00001021.p1	BRALA34871
TCONS_00001022.p1	BRALA22028
TCONS_00001025.p1	BRALA33702
TCONS_00001041.p1	BRALA18839
TCONS_00001041.p1	BRALA24517
TCONS_00001048.p1	BRALA07209
TCONS_00001048.p1	BRALA07879
TCONS_00001048.p1	BRALA11920
TCONS_00001048.p1	BRALA13838
TCONS_00001048.p1	BRALA14271
TCONS_00001048.p1	BRALA26722
TCONS_00001048.p1	BRALA29229
TCONS_00001048.p1	BRALA31522
TCONS_00001049.p1	BRALA18828
TCONS_00001072.p1	BRALA10508
TCONS_00001072.p1	BRALA10888
TCONS_00001072.p1	BRALA14857
TCONS_00001072.p1	BRALA17885
TCONS_00001072.p1	BRALA17986
TCONS_00001072.p1	BRALA20527
TCONS_00001072.p1	BRALA20530
TCONS_00001072.p1	BRALA20542
TCONS_00001072.p1	BRALA20810
TCONS_00001072.p1	BRALA21020
TCONS_00001072.p1	BRALA21210
TCONS_00001072.p1	BRALA24038
TCONS_00001072.p1	BRALA24039
TCONS_00001072.p1	BRALA24747
TCONS_00001072.p1	BRALA25757
TCONS_00001072.p1	BRALA26338
TCONS_00001072.p1	BRALA26479
TCONS_00001072.p1	BRALA26480
TCONS_00001072.p1	BRALA26529
TCONS_00001072.p1	BRALA26996
TCONS_00001072.p1	BRALA27018
TCONS_00001072.p1	BRALA27776
TCONS_00001072.p1	BRALA29267
TCONS_00001072.p1	BRALA30642
TCONS_00001072.p1	BRALA30763
TCONS_00001072.p1	BRALA30825
TCONS_00001072.p1	BRALA31155
TCONS_00001072.p1	BRALA31798
TCONS_00001072.p1	BRALA32588
TCONS_00001072.p1	BRALA32993
TCONS_00001072.p1	BRALA33018
TCONS_00001072.p1	BRALA33187
TCONS_00001075.p1	BRALA12361
TCONS_00001078.p1	BRALA00392
TCONS_00001078.p1	BRALA09862
TCONS_00001078.p1	BRALA12103
TCONS_00001078.p1	BRALA12141
TCONS_00001082.p1	BRALA12500
TCONS_00001082.p1	BRALA19928
TCONS_00001085.p1	BRALA27980
TCONS_00001087.p1	BRALA12427
TCONS_00001088.p1	BRALA17510
TCONS_00001088.p1	BRALA21408
TCONS_00001088.p1	BRALA24548
TCONS_00001088.p1	BRALA26036
TCONS_00001088.p1	BRALA29755
TCONS_00001088.p1	BRALA31272
TCONS_00001088.p1	BRALA31273
TCONS_00001088.p1	BRALA32436
TCONS_00001090.p1	BRALA24801
TCONS_00001097.p1	BRALA29789
TCONS_00001098.p1	BRALA15300
TCONS_00001102.p1	BRALA11742
TCONS_00001102.p1	BRALA11743
TCONS_00001102.p1	BRALA11744
TCONS_00001102.p1	BRALA11746
TCONS_00001103.p1	BRALA33956
TCONS_00001103.p1	BRALA34015
TCONS_00001103.p1	BRALA35509
TCONS_00001109.p1	BRALA34335
TCONS_00001109.p1	BRALA34818
TCONS_00001111.p1	BRALA34212
TCONS_00001112.p1	BRALA08887
TCONS_00001112.p1	BRALA12509
TCONS_00001112.p1	BRALA14135
TCONS_00001112.p1	BRALA14137
TCONS_00001112.p1	BRALA20189
TCONS_00001112.p1	BRALA21241
TCONS_00001112.p1	BRALA28406
TCONS_00001123.p1	BRALA12367
TCONS_00001125.p1	BRALA23710
TCONS_00001126.p1	BRALA29479
TCONS_00001128.p1	BRALA14068
TCONS_00001132.p1	BRALA30419
TCONS_00001133.p1	BRALA28199
TCONS_00001135.p1	BRALA28196
TCONS_00001137.p1	BRALA35745
TCONS_00001138.p1	BRALA28833
TCONS_00001141.p1	BRALA12258
TCONS_00001144.p1	BRALA25068
TCONS_00001145.p1	BRALA19318
TCONS_00001150.p1	BRALA20232
TCONS_00001152.p1	BRALA18803
TCONS_00001161.p1	BRALA19016
TCONS_00001163.p1	BRALA30981
TCONS_00001169.p1	BRALA10420
TCONS_00001169.p1	BRALA15697
TCONS_00001170.p1	BRALA19311
TCONS_00001171.p1	BRALA24520
TCONS_00001172.p1	BRALA16229
TCONS_00001174.p1	BRALA24516
TCONS_00001175.p1	BRALA24515
TCONS_00001178.p1	BRALA12255
TCONS_00001181.p1	BRALA12279
TCONS_00001181.p1	BRALA35136
TCONS_00001182.p1	BRALA11230
TCONS_00001188.p1	BRALA16186
TCONS_00001190.p1	BRALA24386
TCONS_00001191.p1	BRALA12280
TCONS_00001195.p1	BRALA13463
TCONS_00001196.p1	BRALA01411
TCONS_00001196.p1	BRALA28204
TCONS_00001197.p1	BRALA15382
TCONS_00001197.p1	BRALA15383
TCONS_00001197.p1	BRALA15389
TCONS_00001197.p1	BRALA33934
TCONS_00001199.p1	BRALA05928
TCONS_00001199.p1	BRALA08166
TCONS_00001199.p1	BRALA19640
TCONS_00001199.p1	BRALA21729
TCONS_00001199.p1	BRALA23343
TCONS_00001199.p1	BRALA26249
TCONS_00001199.p1	BRALA26561
TCONS_00001199.p1	BRALA27810
TCONS_00001199.p1	BRALA28616
TCONS_00001199.p1	BRALA33136
TCONS_00001199.p1	BRALA33137
TCONS_00001199.p1	BRALA33954
TCONS_00001203.p1	BRALA12268
TCONS_00001205.p1	BRALA12306
TCONS_00001206.p1	BRALA19322
TCONS_00001218.p1	BRALA05873
TCONS_00001218.p1	BRALA06856
TCONS_00001218.p1	BRALA29176
TCONS_00001225.p1	BRALA31683
TCONS_00001226.p1	BRALA28207
TCONS_00001227.p1	BRALA01554
TCONS_00001232.p1	BRALA29242
TCONS_00001238.p1	BRALA22981
TCONS_00001243.p1	BRALA22056
TCONS_00001243.p1	BRALA30730
TCONS_00001245.p1	BRALA12426
TCONS_00001248.p1	BRALA15656
TCONS_00001249.p1	BRALA24816
TCONS_00001258.p1	BRALA05194
TCONS_00001258.p1	BRALA30807
TCONS_00001265.p1	BRALA24813
TCONS_00001267.p1	BRALA01217
TCONS_00001267.p1	BRALA15695
TCONS_00001267.p1	BRALA18849
TCONS_00001267.p1	BRALA22450
TCONS_00001267.p1	BRALA29540
TCONS_00001267.p1	BRALA29541
TCONS_00001268.p1	BRALA03377
TCONS_00001268.p1	BRALA16887
TCONS_00001269.p1	BRALA15754
TCONS_00001269.p1	BRALA21567
TCONS_00001270.p1	BRALA16886
TCONS_00001275.p1	BRALA15694
TCONS_00001276.p1	BRALA26582
TCONS_00001280.p1	BRALA29485
TCONS_00001281.p1	BRALA16890
TCONS_00001282.p1	BRALA16896
TCONS_00001282.p1	BRALA16897
TCONS_00001282.p1	BRALA19228
TCONS_00001282.p1	BRALA19229
TCONS_00001282.p1	BRALA21706
TCONS_00001284.p1	BRALA15670
TCONS_00001287.p1	BRALA06959
TCONS_00001290.p1	BRALA12308
TCONS_00001290.p1	BRALA12363
TCONS_00001290.p1	BRALA16095
TCONS_00001290.p1	BRALA27866
TCONS_00001290.p1	BRALA27867
TCONS_00001290.p1	BRALA30268
TCONS_00001290.p1	BRALA30270
TCONS_00001290.p1	BRALA34963
TCONS_00001295.p1	BRALA12642
TCONS_00001295.p1	BRALA12643
TCONS_00001297.p1	BRALA12339
TCONS_00001299.p1	BRALA00382
TCONS_00001300.p1	BRALA00380
TCONS_00001300.p1	BRALA00381
TCONS_00001300.p1	BRALA07928
TCONS_00001300.p1	BRALA08013
TCONS_00001300.p1	BRALA11999
TCONS_00001300.p1	BRALA16464
TCONS_00001300.p1	BRALA24081
TCONS_00001300.p1	BRALA24861
TCONS_00001301.p1	BRALA04488
TCONS_00001301.p1	BRALA08015
TCONS_00001301.p1	BRALA24082
TCONS_00001301.p1	BRALA24860
TCONS_00001301.p1	BRALA31589
TCONS_00001303.p1	BRALA29243
TCONS_00001304.p1	BRALA23733
TCONS_00001305.p1	BRALA23698
TCONS_00001307.p1	BRALA27859
TCONS_00001307.p1	BRALA27860
TCONS_00001309.p1	BRALA27864
TCONS_00001313.p1	BRALA02334
TCONS_00001313.p1	BRALA02484
TCONS_00001313.p1	BRALA19303
TCONS_00001314.p1	BRALA19301
TCONS_00001314.p1	BRALA34877
TCONS_00001319.p1	BRALA27773
TCONS_00001319.p1	BRALA28933
TCONS_00001319.p1	BRALA32959
TCONS_00001319.p1	BRALA32960
TCONS_00001321.p1	BRALA16908
TCONS_00001323.p1	BRALA14330
TCONS_00001324.p1	BRALA16910
TCONS_00001330.p1	BRALA16907
TCONS_00001336.p1	BRALA21787
TCONS_00001336.p1	BRALA30426
TCONS_00001337.p1	BRALA23723
TCONS_00001339.p1	BRALA12416
