TCONS_00053250.p1	BRALA00797
TCONS_00015519.p1	BRALA10118
TCONS_00016895.p1	BRALA14695
TCONS_00009918.p1	BRALA25017
TCONS_00010044.p1	BRALA15969
TCONS_00029459.p1	BRALA15054
TCONS_00043875.p1	BRALA22434
TCONS_00056987.p1	BRALA13435
TCONS_00014047.p1	BRALA25030
TCONS_00012570.p1	BRALA11236
TCONS_00018473.p1	BRALA01936
TCONS_00039648.p1	BRALA19237
TCONS_00025900.p1	BRALA11539
TCONS_00015347.p1	BRALA22213
TCONS_00033829.p1	BRALA10666
TCONS_00056962.p1	BRALA23197
TCONS_00056343.p1	BRALA11877
TCONS_00044974.p1	BRALA21736
TCONS_00008160.p1	BRALA22030
TCONS_00026420.p1	BRALA22242
TCONS_00038300.p1	BRALA24699
TCONS_00009339.p1	BRALA01059
TCONS_00052968.p1	BRALA00725
TCONS_00021846.p1	BRALA16188
TCONS_00017762.p1	BRALA12045
TCONS_00012480.p1	BRALA11205
TCONS_00049010.p1	BRALA02219
TCONS_00028748.p1	BRALA20732
TCONS_00002386.p1	BRALA28203
TCONS_00004238.p1	BRALA04665
TCONS_00050798.p1	BRALA05482
TCONS_00023513.p1	BRALA13456
TCONS_00005099.p1	BRALA02539
TCONS_00010139.p1	BRALA12058
TCONS_00023352.p1	BRALA34606
TCONS_00054509.p1	BRALA00745
TCONS_00010691.p1	BRALA20888
TCONS_00017334.p1	BRALA15035
TCONS_00049075.p1	BRALA24780
TCONS_00009028.p1	BRALA03450
TCONS_00002051.p1	BRALA30532
TCONS_00007931.p1	BRALA16135
TCONS_00030554.p1	BRALA03818
TCONS_00053675.p1	BRALA00658
TCONS_00011077.p1	BRALA32099
TCONS_00046341.p1	BRALA04094
TCONS_00042943.p1	BRALA18730
TCONS_00011585.p1	BRALA17771
TCONS_00028408.p1	BRALA17116
TCONS_00013966.p1	BRALA11247
TCONS_00030946.p1	BRALA06852
TCONS_00017260.p1	BRALA13768
TCONS_00000635.p1	BRALA23874
TCONS_00034967.p1	BRALA34481
TCONS_00006465.p1	BRALA28148
TCONS_00005635.p1	BRALA29696
TCONS_00009304.p1	BRALA35916
TCONS_00054988.p1	BRALA23722
TCONS_00006809.p1	BRALA24632
TCONS_00055327.p1	BRALA19032
TCONS_00047605.p1	BRALA04994
TCONS_00043695.p1	BRALA19450
TCONS_00042690.p1	BRALA11838
TCONS_00037289.p1	BRALA32558
TCONS_00030941.p1	BRALA24376
TCONS_00013066.p1	BRALA06378
TCONS_00049551.p1	BRALA18958
TCONS_00026775.p1	BRALA29301
TCONS_00011573.p1	BRALA22516
TCONS_00047463.p1	BRALA11346
TCONS_00006555.p1	BRALA30352
TCONS_00023551.p1	BRALA07568
TCONS_00016378.p1	BRALA27392
TCONS_00032098.p2	BRALA14022
TCONS_00021072.p1	BRALA13641
TCONS_00057101.p1	BRALA00419
TCONS_00001705.p1	BRALA34016
TCONS_00014152.p1	BRALA23012
TCONS_00010900.p1	BRALA31288
TCONS_00008685.p1	BRALA20004
TCONS_00051399.p1	BRALA18745
TCONS_00050112.p1	BRALA08587
TCONS_00010200.p1	BRALA29577
TCONS_00048621.p1	BRALA15358
TCONS_00026434.p1	BRALA21661
TCONS_00029781.p1	BRALA16590
TCONS_00021894.p1	BRALA12077
TCONS_00018879.p1	BRALA25278
TCONS_00022731.p1	BRALA23816
TCONS_00027932.p1	BRALA17603
TCONS_00001408.p1	BRALA33925
TCONS_00041969.p1	BRALA29282
TCONS_00010640.p1	BRALA22642
TCONS_00049339.p1	BRALA20285
TCONS_00047965.p1	BRALA17319
TCONS_00051211.p1	BRALA15794
TCONS_00010926.p1	BRALA13347
TCONS_00003499.p1	BRALA25939
TCONS_00007411.p1	BRALA22416
TCONS_00004699.p1	BRALA07231
TCONS_00042667.p1	BRALA15919
TCONS_00052194.p1	BRALA05521
TCONS_00027117.p1	BRALA27468
TCONS_00055784.p1	BRALA18723
TCONS_00026177.p1	BRALA14249
TCONS_00020262.p1	BRALA00289
TCONS_00049038.p1	BRALA10152
TCONS_00009333.p1	BRALA03335
TCONS_00041849.p1	BRALA22931
TCONS_00028322.p1	BRALA16828
TCONS_00047747.p1	BRALA17150
TCONS_00014136.p1	BRALA13029
TCONS_00025198.p1	BRALA07557
TCONS_00046570.p1	BRALA03091
TCONS_00006069.p1	BRALA07301
TCONS_00016777.p1	BRALA13724
TCONS_00020938.p1	BRALA06075
TCONS_00052736.p1	BRALA00945
TCONS_00044759.p1	BRALA16701
TCONS_00008742.p1	BRALA23872
TCONS_00055967.p1	BRALA14472
TCONS_00022867.p1	BRALA06107
TCONS_00054903.p1	BRALA29234
TCONS_00028350.p1	BRALA09600
TCONS_00041057.p1	BRALA05944
TCONS_00016080.p1	BRALA10082
TCONS_00055353.p1	BRALA01614
TCONS_00043033.p1	BRALA08063
TCONS_00038130.p1	BRALA02107
TCONS_00007439.p1	BRALA05844
TCONS_00012688.p1	BRALA04787
TCONS_00045536.p1	BRALA16478
TCONS_00004662.p1	BRALA29460
TCONS_00053142.p1	BRALA01121
TCONS_00010777.p1	BRALA29571
TCONS_00031191.p1	BRALA06827
TCONS_00030873.p1	BRALA06637
TCONS_00022528.p1	BRALA31262
TCONS_00039795.p1	BRALA19009
TCONS_00029325.p1	BRALA09517
TCONS_00050383.p1	BRALA05475
TCONS_00020331.p1	BRALA16833
TCONS_00012748.p1	BRALA18652
TCONS_00002255.p1	BRALA24804
TCONS_00053991.p1	BRALA05359
TCONS_00003400.p1	BRALA06911
TCONS_00011702.p1	BRALA20548
TCONS_00013489.p1	BRALA26648
TCONS_00034173.p1	BRALA24663
TCONS_00022439.p1	BRALA05808
TCONS_00025457.p1	BRALA25387
TCONS_00051432.p1	BRALA14416
TCONS_00046182.p1	BRALA17103
TCONS_00008753.p1	BRALA28430
TCONS_00010206.p1	BRALA17823
TCONS_00012810.p1	BRALA06185
TCONS_00024071.p1	BRALA07627
TCONS_00016973.p1	BRALA14740
TCONS_00005065.p1	BRALA07369
TCONS_00031698.p1	BRALA26757
TCONS_00056599.p1	BRALA04379
TCONS_00007841.p1	BRALA03258
TCONS_00029913.p1	BRALA20669
TCONS_00053744.p1	BRALA12745
TCONS_00017917.p1	BRALA14638
TCONS_00048538.p1	BRALA32069
TCONS_00035924.p1	BRALA02208
TCONS_00002618.p1	BRALA08307
TCONS_00016798.p1	BRALA17582
TCONS_00015226.p1	BRALA10359
TCONS_00048609.p1	BRALA06455
TCONS_00024838.p1	BRALA29780
TCONS_00029729.p1	BRALA18225
TCONS_00002485.p1	BRALA27801
TCONS_00023471.p1	BRALA22494
TCONS_00015339.p1	BRALA23094
TCONS_00021738.p1	BRALA06166
TCONS_00055775.p1	BRALA10677
TCONS_00048082.p1	BRALA30873
TCONS_00002816.p1	BRALA28447
TCONS_00011478.p1	BRALA35115
TCONS_00035036.p1	BRALA13877
TCONS_00042941.p1	BRALA08123
TCONS_00030409.p1	BRALA03804
TCONS_00029115.p1	BRALA13508
TCONS_00024533.p1	BRALA05760
TCONS_00053434.p1	BRALA29482
TCONS_00006190.p1	BRALA04762
TCONS_00025975.p1	BRALA31254
TCONS_00031190.p1	BRALA26959
TCONS_00002941.p1	BRALA11353
TCONS_00030943.p1	BRALA18100
TCONS_00016128.p1	BRALA18313
TCONS_00010550.p1	BRALA15161
TCONS_00030295.p1	BRALA06730
TCONS_00032786.p1	BRALA24489
TCONS_00021210.p1	BRALA12140
TCONS_00009538.p1	BRALA01180
TCONS_00006196.p1	BRALA26637
TCONS_00010772.p1	BRALA22264
TCONS_00056291.p1	BRALA07358
TCONS_00007776.p1	BRALA17661
TCONS_00034373.p1	BRALA33537
TCONS_00008071.p1	BRALA03153
TCONS_00021087.p1	BRALA11566
TCONS_00022165.p1	BRALA13658
TCONS_00053946.p1	BRALA05130
TCONS_00055188.p1	BRALA12683
TCONS_00014974.p1	BRALA18433
TCONS_00044700.p1	BRALA01527
TCONS_00002739.p1	BRALA12290
TCONS_00012875.p1	BRALA21248
TCONS_00053428.p1	BRALA01237
TCONS_00037839.p1	BRALA29378
TCONS_00001806.p1	BRALA18887
TCONS_00011183.p1	BRALA24134
TCONS_00028496.p1	BRALA31021
TCONS_00027092.p1	BRALA21669
TCONS_00056776.p2	BRALA14480
TCONS_00012740.p1	BRALA18639
TCONS_00050924.p1	BRALA15769
TCONS_00016605.p1	BRALA31720
TCONS_00020260.p1	BRALA10696
TCONS_00050869.p1	BRALA05725
TCONS_00050225.p1	BRALA05527
TCONS_00013974.p1	BRALA11244
TCONS_00013173.p1	BRALA06285
TCONS_00010219.p1	BRALA24133
TCONS_00055244.p1	BRALA23687
TCONS_00004771.p1	BRALA31138
TCONS_00047237.p1	BRALA31860
TCONS_00006273.p1	BRALA23224
TCONS_00054159.p1	BRALA20513
TCONS_00010986.p1	BRALA30155
TCONS_00016043.p1	BRALA02699
TCONS_00023242.p1	BRALA30841
TCONS_00003105.p1	BRALA06893
TCONS_00020618.p1	BRALA18830
TCONS_00016319.p1	BRALA19544
TCONS_00048759.p1	BRALA20435
TCONS_00007079.p1	BRALA03085
TCONS_00030275.p1	BRALA27743
TCONS_00055395.p1	BRALA34191
TCONS_00007069.p1	BRALA12448
TCONS_00056649.p1	BRALA14063
TCONS_00029324.p1	BRALA16593
TCONS_00043575.p1	BRALA33712
TCONS_00038273.p1	BRALA00798
TCONS_00057088.p1	BRALA14157
TCONS_00015904.p1	BRALA24102
TCONS_00049459.p1	BRALA15286
TCONS_00043660.p1	BRALA30756
TCONS_00053493.p1	BRALA05145
TCONS_00012333.p1	BRALA06539
TCONS_00044988.p1	BRALA16575
TCONS_00011408.p1	BRALA22582
TCONS_00041936.p1	BRALA22933
TCONS_00005585.p1	BRALA29374
TCONS_00054945.p1	BRALA22999
TCONS_00043171.p1	BRALA08071
TCONS_00000749.p1	BRALA12414
TCONS_00006489.p1	BRALA26880
TCONS_00032334.p1	BRALA02730
TCONS_00026619.p1	BRALA28414
TCONS_00021215.p1	BRALA20547
TCONS_00044907.p1	BRALA01776
TCONS_00045352.p1	BRALA14576
TCONS_00000681.p1	BRALA15381
TCONS_00010922.p1	BRALA33680
TCONS_00017904.p1	BRALA20007
TCONS_00005190.p1	BRALA11971
TCONS_00048568.p1	BRALA28046
TCONS_00028799.p1	BRALA08491
TCONS_00012893.p1	BRALA26724
TCONS_00055428.p1	BRALA34510
TCONS_00001072.p1	BRALA24038
TCONS_00032477.p1	BRALA00423
TCONS_00029638.p1	BRALA17580
TCONS_00032702.p1	BRALA00092
TCONS_00013933.p1	BRALA06361
TCONS_00007043.p1	BRALA19947
TCONS_00006848.p1	BRALA24651
TCONS_00005526.p1	BRALA26627
TCONS_00052109.p1	BRALA31791
TCONS_00011581.p1	BRALA26148
TCONS_00028473.p1	BRALA00574
TCONS_00028725.p1	BRALA18203
TCONS_00022351.p1	BRALA06170
TCONS_00053736.p1	BRALA05304
TCONS_00056930.p1	BRALA20996
TCONS_00049594.p1	BRALA20094
TCONS_00040893.p1	BRALA17820
TCONS_00045517.p1	BRALA05958
TCONS_00000115.p1	BRALA29239
TCONS_00046687.p1	BRALA16634
TCONS_00003127.p1	BRALA07118
TCONS_00053785.p1	BRALA05348
TCONS_00009513.p1	BRALA10891
TCONS_00021797.p1	BRALA11532
TCONS_00047280.p1	BRALA15314
TCONS_00027131.p1	BRALA28884
TCONS_00002989.p1	BRALA08092
TCONS_00045825.p1	BRALA19025
TCONS_00013509.p1	BRALA17589
TCONS_00012883.p1	BRALA10404
TCONS_00005299.p1	BRALA11992
TCONS_00009348.p1	BRALA33770
TCONS_00055553.p1	BRALA14061
TCONS_00041961.p1	BRALA28969
TCONS_00018221.p1	BRALA01456
TCONS_00017237.p1	BRALA03688
TCONS_00004986.p1	BRALA24261
TCONS_00008547.p1	BRALA19037
TCONS_00005624.p1	BRALA07263
TCONS_00013235.p1	BRALA21976
TCONS_00042053.p1	BRALA08116
TCONS_00022893.p1	BRALA05898
TCONS_00004484.p1	BRALA24404
TCONS_00054297.p1	BRALA05260
TCONS_00010728.p1	BRALA29471
TCONS_00011496.p1	BRALA25000
TCONS_00043859.p1	BRALA00390
TCONS_00028509.p1	BRALA13446
TCONS_00041144.p1	BRALA10959
TCONS_00020869.p1	BRALA16189
TCONS_00029492.p1	BRALA09502
TCONS_00042931.p1	BRALA15912
TCONS_00043866.p1	BRALA08285
TCONS_00017022.p1	BRALA22701
TCONS_00006119.p1	BRALA07312
TCONS_00006567.p1	BRALA22199
TCONS_00000996.p1	BRALA29796
TCONS_00049471.p1	BRALA15342
TCONS_00050366.p1	BRALA27299
TCONS_00000270.p1	BRALA18794
TCONS_00010255.p1	BRALA10893
TCONS_00005531.p1	BRALA23592
TCONS_00056383.p1	BRALA23992
TCONS_00029824.p1	BRALA10711
TCONS_00041617.p1	BRALA11859
TCONS_00054889.p1	BRALA14543
TCONS_00043800.p1	BRALA30757
TCONS_00001126.p1	BRALA29479
TCONS_00041069.p1	BRALA25319
TCONS_00048167.p1	BRALA17314
TCONS_00046908.p1	BRALA19225
TCONS_00011082.p1	BRALA22504
TCONS_00018679.p1	BRALA12977
TCONS_00028016.p1	BRALA23194
TCONS_00028616.p1	BRALA13497
TCONS_00005152.p1	BRALA24254
TCONS_00053925.p1	BRALA00957
TCONS_00020771.p1	BRALA04202
TCONS_00010402.p1	BRALA22619
TCONS_00006692.p1	BRALA27074
TCONS_00025325.p1	BRALA06821
TCONS_00006464.p1	BRALA29047
TCONS_00052198.p1	BRALA07711
TCONS_00031433.p1	BRALA17931
TCONS_00028131.p1	BRALA12174
TCONS_00019864.p1	BRALA07888
TCONS_00055226.p1	BRALA02876
TCONS_00055840.p1	BRALA07431
TCONS_00006748.p1	BRALA29697
TCONS_00053552.p1	BRALA00948
TCONS_00052970.p1	BRALA00724
TCONS_00007368.p1	BRALA03114
TCONS_00023674.p1	BRALA02289
TCONS_00042256.p1	BRALA10534
TCONS_00054223.p1	BRALA01211
TCONS_00048153.p1	BRALA15364
TCONS_00001248.p1	BRALA15656
TCONS_00045092.p1	BRALA16625
TCONS_00037597.p1	BRALA08906
TCONS_00031532.p1	BRALA04163
TCONS_00027967.p1	BRALA28997
TCONS_00051217.p1	BRALA15828
TCONS_00020643.p1	BRALA04434
TCONS_00025829.p1	BRALA23387
TCONS_00022372.p1	BRALA25556
TCONS_00051637.p1	BRALA14368
TCONS_00021277.p1	BRALA27359
TCONS_00018062.p1	BRALA02536
TCONS_00025907.p1	BRALA29847
TCONS_00035178.p1	BRALA35576
TCONS_00020263.p1	BRALA00142
TCONS_00003180.p1	BRALA04782
TCONS_00047846.p1	BRALA11042
TCONS_00019959.p1	BRALA18615
TCONS_00029250.p1	BRALA34824
TCONS_00021620.p1	BRALA05826
TCONS_00020837.p1	BRALA00638
TCONS_00022189.p1	BRALA26111
TCONS_00056288.p1	BRALA07338
TCONS_00006127.p1	BRALA02840
TCONS_00021522.p1	BRALA14292
TCONS_00036898.p1	BRALA29161
TCONS_00013101.p1	BRALA06342
TCONS_00031957.p1	BRALA17904
TCONS_00021826.p1	BRALA05992
TCONS_00056819.p1	BRALA14487
TCONS_00005156.p1	BRALA34524
TCONS_00020756.p1	BRALA03382
TCONS_00028502.p1	BRALA09540
TCONS_00022177.p1	BRALA13673
TCONS_00019894.p1	BRALA26948
TCONS_00019360.p1	BRALA10686
TCONS_00012269.p1	BRALA06685
TCONS_00016901.p1	BRALA20292
TCONS_00053562.p1	BRALA00765
TCONS_00005851.p1	BRALA17687
TCONS_00012532.p1	BRALA13985
TCONS_00020265.p1	BRALA30431
TCONS_00042782.p1	BRALA05330
TCONS_00029836.p1	BRALA01613
TCONS_00031918.p1	BRALA26737
TCONS_00057227.p1	BRALA10706
TCONS_00015751.p1	BRALA30104
TCONS_00009724.p1	BRALA30364
TCONS_00022218.p1	BRALA05720
TCONS_00046054.p1	BRALA05718
TCONS_00029113.p1	BRALA13507
TCONS_00043851.p1	BRALA18686
TCONS_00019691.p1	BRALA07794
TCONS_00004497.p1	BRALA10836
TCONS_00001797.p1	BRALA12313
TCONS_00011141.p1	BRALA35733
TCONS_00045849.p1	BRALA21911
TCONS_00043674.p1	BRALA01702
TCONS_00029628.p1	BRALA17578
TCONS_00004867.p1	BRALA14962
TCONS_00013387.p1	BRALA13986
TCONS_00024462.p1	BRALA29216
TCONS_00048348.p1	BRALA26098
TCONS_00037743.p2	BRALA02215
TCONS_00005014.p1	BRALA24225
TCONS_00040524.p1	BRALA14248
TCONS_00002001.p1	BRALA19707
TCONS_00023089.p1	BRALA18244
TCONS_00014972.p1	BRALA21807
TCONS_00021380.p1	BRALA06165
TCONS_00055608.p1	BRALA07378
TCONS_00013244.p1	BRALA06374
TCONS_00037565.p1	BRALA23417
TCONS_00000777.p1	BRALA30554
TCONS_00007472.p1	BRALA26592
TCONS_00047619.p1	BRALA17997
TCONS_00002022.p1	BRALA19056
TCONS_00048958.p1	BRALA28235
TCONS_00010503.p1	BRALA21514
TCONS_00011737.p1	BRALA24696
TCONS_00031323.p2	BRALA06837
TCONS_00008482.p1	BRALA03100
TCONS_00006551.p1	BRALA17709
TCONS_00009159.p1	BRALA22029
TCONS_00045349.p1	BRALA14575
TCONS_00011526.p1	BRALA22108
TCONS_00017915.p1	BRALA26266
TCONS_00034975.p1	BRALA13792
TCONS_00000909.p1	BRALA19279
TCONS_00030490.p1	BRALA23959
TCONS_00023130.p1	BRALA07630
TCONS_00028141.p1	BRALA18520
TCONS_00026834.p1	BRALA16416
TCONS_00029412.p1	BRALA16588
TCONS_00047577.p1	BRALA19759
TCONS_00010463.p1	BRALA26256
TCONS_00014340.p1	BRALA23042
TCONS_00010125.p1	BRALA17768
TCONS_00002906.p1	BRALA07361
TCONS_00001533.p1	BRALA24522
TCONS_00050735.p1	BRALA14356
TCONS_00019620.p1	BRALA17614
TCONS_00042722.p1	BRALA15924
TCONS_00044660.p1	BRALA15151
TCONS_00018060.p1	BRALA13487
TCONS_00048487.p1	BRALA12757
TCONS_00022403.p1	BRALA06151
TCONS_00019802.p1	BRALA17728
TCONS_00049502.p1	BRALA32317
TCONS_00012415.p1	BRALA06337
TCONS_00043929.p1	BRALA18726
TCONS_00000423.p1	BRALA08981
TCONS_00042964.p1	BRALA22821
TCONS_00037881.p1	BRALA13210
TCONS_00003511.p1	BRALA12059
TCONS_00054343.p1	BRALA05291
TCONS_00049155.p1	BRALA15284
TCONS_00055471.p1	BRALA09125
TCONS_00055565.p1	BRALA13677
TCONS_00040964.p1	BRALA29986
TCONS_00028968.p1	BRALA13553
TCONS_00051133.p1	BRALA27276
TCONS_00056754.p1	BRALA17014
TCONS_00007586.p1	BRALA08493
TCONS_00015926.p1	BRALA21418
TCONS_00053115.p1	BRALA00910
TCONS_00023389.p1	BRALA23837
TCONS_00008627.p1	BRALA17677
TCONS_00013903.p1	BRALA21940
TCONS_00032800.p1	BRALA28377
TCONS_00004855.p1	BRALA22205
TCONS_00043698.p1	BRALA15958
TCONS_00051613.p1	BRALA26676
TCONS_00027300.p1	BRALA15834
TCONS_00046721.p1	BRALA30719
TCONS_00004980.p1	BRALA23571
TCONS_00013161.p1	BRALA06415
TCONS_00010498.p1	BRALA15223
TCONS_00010667.p1	BRALA11986
TCONS_00041747.p1	BRALA23257
TCONS_00024224.p1	BRALA07660
TCONS_00003781.p1	BRALA04838
TCONS_00029282.p1	BRALA21307
TCONS_00009011.p1	BRALA26569
TCONS_00049151.p1	BRALA15280
TCONS_00016839.p1	BRALA02116
TCONS_00003253.p1	BRALA06936
TCONS_00011874.p1	BRALA28842
TCONS_00023764.p1	BRALA13917
TCONS_00052014.p1	BRALA08682
TCONS_00053170.p1	BRALA05253
TCONS_00001885.p1	BRALA28228
TCONS_00008371.p1	BRALA03553
TCONS_00021128.p1	BRALA14191
TCONS_00006738.p1	BRALA07265
TCONS_00057202.p1	BRALA14091
TCONS_00020414.p1	BRALA23596
TCONS_00010685.p1	BRALA13330
TCONS_00043322.p1	BRALA22758
TCONS_00002924.p1	BRALA12504
TCONS_00019581.p1	BRALA29707
TCONS_00051362.p1	BRALA22349
TCONS_00006805.p1	BRALA32453
TCONS_00010698.p1	BRALA18862
TCONS_00027693.p1	BRALA32790
TCONS_00038940.p1	BRALA15324
TCONS_00028896.p1	BRALA15084
TCONS_00019596.p1	BRALA10961
TCONS_00052229.p1	BRALA27290
TCONS_00049607.p1	BRALA20062
TCONS_00010891.p1	BRALA13301
TCONS_00000745.p1	BRALA28066
TCONS_00042942.p1	BRALA16945
TCONS_00007177.p1	BRALA11512
TCONS_00004019.p1	BRALA04682
TCONS_00027204.p1	BRALA21678
TCONS_00039555.p1	BRALA15942
TCONS_00026945.p1	BRALA11538
TCONS_00010908.p1	BRALA25891
TCONS_00020803.p1	BRALA18570
TCONS_00056405.p1	BRALA20284
TCONS_00038493.p1	BRALA33418
TCONS_00028208.p1	BRALA15037
TCONS_00047565.p1	BRALA15278
TCONS_00010742.p1	BRALA26251
TCONS_00004488.p1	BRALA24433
TCONS_00013040.p1	BRALA11170
TCONS_00003682.p1	BRALA30661
TCONS_00040411.p1	BRALA32780
TCONS_00014413.p1	BRALA25613
TCONS_00014783.p1	BRALA21818
TCONS_00004246.p1	BRALA04798
TCONS_00050489.p1	BRALA17601
TCONS_00008724.p1	BRALA03407
TCONS_00051881.p1	BRALA15808
TCONS_00041557.p1	BRALA11501
TCONS_00054891.p1	BRALA07122
TCONS_00041129.p1	BRALA24714
TCONS_00015563.p1	BRALA02559
TCONS_00018962.p1	BRALA00434
TCONS_00050792.p1	BRALA05517
TCONS_00008006.p1	BRALA16477
TCONS_00042512.p1	BRALA19994
TCONS_00048382.p1	BRALA29888
TCONS_00052234.p1	BRALA30819
TCONS_00028386.p1	BRALA01132
TCONS_00008545.p1	BRALA28126
TCONS_00052702.p1	BRALA05644
TCONS_00028310.p1	BRALA09487
TCONS_00036175.p1	BRALA02507
TCONS_00042304.p1	BRALA19433
TCONS_00021497.p1	BRALA11633
TCONS_00050223.p1	BRALA34785
TCONS_00031420.p1	BRALA03974
TCONS_00045713.p1	BRALA08212
TCONS_00042837.p1	BRALA25692
TCONS_00016822.p1	BRALA35516
TCONS_00020658.p1	BRALA04443
TCONS_00026046.p1	BRALA16335
TCONS_00021834.p1	BRALA13686
TCONS_00056438.p1	BRALA03712
TCONS_00008717.p1	BRALA33771
TCONS_00057206.p1	BRALA14064
TCONS_00007360.p1	BRALA17675
TCONS_00000585.p1	BRALA19031
TCONS_00026402.p1	BRALA28876
TCONS_00026505.p1	BRALA16266
TCONS_00014230.p1	BRALA23029
TCONS_00045544.p1	BRALA15029
TCONS_00049703.p1	BRALA15282
TCONS_00057111.p1	BRALA14045
TCONS_00031046.p1	BRALA06686
TCONS_00048118.p1	BRALA15325
TCONS_00047573.p1	BRALA20311
TCONS_00041587.p1	BRALA16943
TCONS_00016718.p1	BRALA13794
TCONS_00015661.p1	BRALA31294
TCONS_00022742.p1	BRALA14250
TCONS_00015301.p1	BRALA18398
TCONS_00007056.p1	BRALA12493
TCONS_00020030.p1	BRALA00082
TCONS_00006396.p1	BRALA24253
TCONS_00026027.p1	BRALA13859
TCONS_00011477.p1	BRALA17427
TCONS_00045700.p1	BRALA30620
TCONS_00010193.p1	BRALA26149
TCONS_00046185.p1	BRALA16650
TCONS_00049073.p1	BRALA20455
TCONS_00055979.p1	BRALA21050
TCONS_00019427.p1	BRALA08045
TCONS_00047986.p1	BRALA18937
TCONS_00051909.p1	BRALA05685
TCONS_00025939.p1	BRALA27590
TCONS_00035405.p1	BRALA30009
TCONS_00000189.p1	BRALA19274
TCONS_00048859.p1	BRALA17217
TCONS_00053820.p1	BRALA05339
