#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_5/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_5/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_5/0.0264154771148277.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_5/target.clean..pos
BGpeak38887	Scaffold_19_1_contigs	29690225	29690458	+	0.000	0.000	peak38887
BGpeak38891	Scaffold_19_1_contigs	29722017	29722519	+	0.000	0.000	peak38891
BGpeak38892	Scaffold_19_1_contigs	29723547	29723847	+	0.000	0.000	peak38892
BGpeak73201	Scaffold_7_1_contigs	22929472	22929683	+	0.000	0.000	peak73201
BGpeak73210	Scaffold_7_1_contigs	23116997	23117534	+	0.000	0.000	peak73210
BGpeak73211	Scaffold_7_1_contigs	23119219	23119589	+	0.000	0.000	peak73211
BGpeak38914	Scaffold_19_1_contigs	30103084	30103595	+	0.000	0.000	peak38914
BGpeak73257	Scaffold_7_1_contigs	23826347	23826732	+	0.000	0.000	peak73257
BGpeak38984	Scaffold_19_1_contigs	30505376	30505637	+	0.000	0.000	peak38984
BGpeak38992	Scaffold_19_1_contigs	30560837	30561158	+	0.000	0.000	peak38992
BGpeak38999	Scaffold_19_1_contigs	30791853	30792217	+	0.000	0.000	peak38999
BGpeak73325	Scaffold_7_1_contigs	25547392	25547853	+	0.000	0.000	peak73325
BGpeak73341	Scaffold_7_1_contigs	25676776	25677148	+	0.000	0.000	peak73341
BGpeak73391	Scaffold_7_1_contigs	26486179	26486430	+	0.000	0.000	peak73391
BGpeak73412	Scaffold_7_1_contigs	27503623	27503982	+	0.000	0.000	peak73412
BGpeak73421	Scaffold_7_1_contigs	27541775	27541996	+	0.000	0.000	peak73421
BGpeak73445	Scaffold_7_1_contigs	27613294	27614138	+	0.000	0.000	peak73445
BGpeak73446	Scaffold_7_1_contigs	27619576	27619882	+	0.000	0.000	peak73446
BGpeak73450	Scaffold_7_1_contigs	27634277	27634782	+	0.000	0.000	peak73450
BGpeak73474	Scaffold_7_1_contigs	27775030	27775343	+	0.000	0.000	peak73474
BGpeak73475	Scaffold_7_1_contigs	27775880	27776255	+	0.000	0.000	peak73475
BGpeak73525	Scaffold_7_1_contigs	28574869	28575212	+	0.000	0.000	peak73525
BGpeak73530	Scaffold_7_1_contigs	28879651	28879901	+	0.000	0.000	peak73530
BGpeak73553	Scaffold_7_1_contigs	29763047	29763493	+	0.000	0.000	peak73553
BGpeak73588	Scaffold_7_1_contigs	30927650	30927943	+	0.000	0.000	peak73588
BGpeak73689	Scaffold_7_1_contigs	32035758	32036192	+	0.000	0.000	peak73689
BGpeak73702	Scaffold_7_1_contigs	32170128	32170465	+	0.000	0.000	peak73702
BGpeak73720	Scaffold_7_1_contigs	32417219	32417776	+	0.000	0.000	peak73720
BGpeak73740	Scaffold_7_1_contigs	32508627	32509081	+	0.000	0.000	peak73740
BGpeak73759	Scaffold_7_1_contigs	32740118	32740477	+	0.000	0.000	peak73759
BGpeak73796	Scaffold_7_1_contigs	33225150	33225484	+	0.000	0.000	peak73796
BGpeak73801	Scaffold_7_1_contigs	33239625	33239908	+	0.000	0.000	peak73801
BGpeak73840	Scaffold_7_1_contigs	33472437	33472923	+	0.000	0.000	peak73840
BGpeak73841	Scaffold_7_1_contigs	33477395	33477583	+	0.000	0.000	peak73841
BGpeak73951	Scaffold_7_1_contigs	34481817	34482002	+	0.000	0.000	peak73951
BGpeak73966	Scaffold_7_1_contigs	34542300	34542765	+	0.000	0.000	peak73966
BGpeak73991	Scaffold_7_1_contigs	35200894	35201612	+	0.000	0.000	peak73991
BGpeak73998	Scaffold_7_1_contigs	35232677	35232968	+	0.000	0.000	peak73998
BGpeak2018	Scaffold_10_1_contigs	30342505	30343874	+	0.000	0.000	peak2018
BGpeak2021	Scaffold_10_1_contigs	30347484	30348083	+	0.000	0.000	peak2021
BGpeak2025	Scaffold_10_1_contigs	30362310	30362797	+	0.000	0.000	peak2025
BGpeak2056	Scaffold_10_1_contigs	30527767	30528130	+	0.000	0.000	peak2056
BGpeak2066	Scaffold_10_1_contigs	30631933	30632374	+	0.000	0.000	peak2066
BGpeak2071	Scaffold_10_1_contigs	30654619	30654886	+	0.000	0.000	peak2071
BGpeak2074	Scaffold_10_1_contigs	30694035	30694411	+	0.000	0.000	peak2074
BGpeak2081	Scaffold_10_1_contigs	30787072	30787393	+	0.000	0.000	peak2081
BGpeak2102	Scaffold_10_1_contigs	31003051	31003414	+	0.000	0.000	peak2102
BGpeak2113	Scaffold_10_1_contigs	31049539	31049878	+	0.000	0.000	peak2113
BGpeak2214	Scaffold_10_1_contigs	31648552	31648944	+	0.000	0.000	peak2214
BGpeak2215	Scaffold_10_1_contigs	31660094	31660557	+	0.000	0.000	peak2215
BGpeak2248	Scaffold_10_1_contigs	32101599	32101910	+	0.000	0.000	peak2248
BGpeak2261	Scaffold_10_1_contigs	32493484	32493907	+	0.000	0.000	peak2261
BGpeak2288	Scaffold_10_1_contigs	32899063	32899521	+	0.000	0.000	peak2288
BGpeak2293	Scaffold_10_1_contigs	33087153	33087463	+	0.000	0.000	peak2293
BGpeak2311	Scaffold_10_1_contigs	33279795	33279990	+	0.000	0.000	peak2311
BGpeak2312	Scaffold_10_1_contigs	33280948	33281163	+	0.000	0.000	peak2312
BGpeak2366	Scaffold_10_1_contigs	33954565	33954868	+	0.000	0.000	peak2366
BGpeak2395	Scaffold_10_1_contigs	34055969	34056302	+	0.000	0.000	peak2395
BGpeak2447	Scaffold_10_1_contigs	34750998	34751345	+	0.000	0.000	peak2447
BGpeak21001	Scaffold_14_1_contigs	31062924	31063188	+	0.000	0.000	peak21001
BGpeak21002	Scaffold_14_1_contigs	31063302	31063616	+	0.000	0.000	peak21002
BGpeak21003	Scaffold_14_1_contigs	31064808	31065233	+	0.000	0.000	peak21003
BGpeak21039	Scaffold_14_1_contigs	31304102	31304382	+	0.000	0.000	peak21039
BGpeak21056	Scaffold_14_1_contigs	31463962	31464250	+	0.000	0.000	peak21056
BGpeak21090	Scaffold_14_1_contigs	31889159	31889503	+	0.000	0.000	peak21090
BGpeak2532	Scaffold_10_1_contigs	35968056	35968457	+	0.000	0.000	peak2532
BGpeak2541	Scaffold_10_1_contigs	36035790	36036209	+	0.000	0.000	peak2541
BGpeak2555	Scaffold_10_1_contigs	36093590	36094092	+	0.000	0.000	peak2555
BGpeak2556	Scaffold_10_1_contigs	36094544	36094891	+	0.000	0.000	peak2556
BGpeak2559	Scaffold_10_1_contigs	36100043	36100294	+	0.000	0.000	peak2559
BGpeak2561	Scaffold_10_1_contigs	36103545	36103850	+	0.000	0.000	peak2561
BGpeak2564	Scaffold_10_1_contigs	36110762	36111076	+	0.000	0.000	peak2564
BGpeak2566	Scaffold_10_1_contigs	36118895	36119742	+	0.000	0.000	peak2566
BGpeak2575	Scaffold_10_1_contigs	36204803	36205305	+	0.000	0.000	peak2575
BGpeak2576	Scaffold_10_1_contigs	36221504	36221716	+	0.000	0.000	peak2576
BGpeak21129	Scaffold_14_1_contigs	32384418	32384848	+	0.000	0.000	peak21129
BGpeak21170	Scaffold_14_1_contigs	32655936	32656201	+	0.000	0.000	peak21170
BGpeak21177	Scaffold_14_1_contigs	32679574	32679832	+	0.000	0.000	peak21177
BGpeak2604	Scaffold_10_1_contigs	36437664	36438165	+	0.000	0.000	peak2604
BGpeak2630	Scaffold_10_1_contigs	37025634	37025970	+	0.000	0.000	peak2630
BGpeak2658	Scaffold_10_1_contigs	37280356	37280618	+	0.000	0.000	peak2658
BGpeak2680	Scaffold_10_1_contigs	37337737	37338246	+	0.000	0.000	peak2680
BGpeak2682	Scaffold_10_1_contigs	37339199	37339798	+	0.000	0.000	peak2682
BGpeak21298	Scaffold_14_1_contigs	34365113	34365327	+	0.000	0.000	peak21298
BGpeak2790	Scaffold_10_1_contigs	38593757	38594092	+	0.000	0.000	peak2790
BGpeak21305	Scaffold_14_1_contigs	34384587	34384896	+	0.000	0.000	peak21305
BGpeak21312	Scaffold_14_1_contigs	34402890	34403294	+	0.000	0.000	peak21312
BGpeak21343	Scaffold_14_1_contigs	34892839	34893095	+	0.000	0.000	peak21343
BGpeak21350	Scaffold_14_1_contigs	34976105	34976326	+	0.000	0.000	peak21350
BGpeak21351	Scaffold_14_1_contigs	34976880	34977306	+	0.000	0.000	peak21351
BGpeak21393	Scaffold_14_1_contigs	35592967	35593388	+	0.000	0.000	peak21393
BGpeak21479	Scaffold_14_1_contigs	36647094	36647395	+	0.000	0.000	peak21479
BGpeak21488	Scaffold_14_1_contigs	36746742	36747142	+	0.000	0.000	peak21488
BGpeak21489	Scaffold_14_1_contigs	36747996	36748273	+	0.000	0.000	peak21489
BGpeak21490	Scaffold_14_1_contigs	36748446	36748823	+	0.000	0.000	peak21490
BGpeak21492	Scaffold_14_1_contigs	36761259	36761770	+	0.000	0.000	peak21492
BGpeak2919	Scaffold_10_1_contigs	39901028	39901550	+	0.000	0.000	peak2919
BGpeak2924	Scaffold_10_1_contigs	39930884	39931332	+	0.000	0.000	peak2924
BGpeak2941	Scaffold_10_1_contigs	39993489	39993809	+	0.000	0.000	peak2941
BGpeak2943	Scaffold_10_1_contigs	40000714	40001144	+	0.000	0.000	peak2943
BGpeak21505	Scaffold_14_1_contigs	36907466	36907702	+	0.000	0.000	peak21505
BGpeak21519	Scaffold_14_1_contigs	37207345	37208298	+	0.000	0.000	peak21519
BGpeak21536	Scaffold_14_1_contigs	37358216	37358529	+	0.000	0.000	peak21536
BGpeak21561	Scaffold_14_1_contigs	37481215	37481451	+	0.000	0.000	peak21561
BGpeak21568	Scaffold_14_1_contigs	37501583	37501849	+	0.000	0.000	peak21568
BGpeak21569	Scaffold_14_1_contigs	37502945	37503410	+	0.000	0.000	peak21569
BGpeak21590	Scaffold_14_1_contigs	37656771	37657065	+	0.000	0.000	peak21590
BGpeak21629	Scaffold_14_1_contigs	38105818	38106483	+	0.000	0.000	peak21629
BGpeak21631	Scaffold_14_1_contigs	38115731	38116045	+	0.000	0.000	peak21631
BGpeak21646	Scaffold_14_1_contigs	38173285	38173625	+	0.000	0.000	peak21646
BGpeak21647	Scaffold_14_1_contigs	38176966	38177516	+	0.000	0.000	peak21647
BGpeak21708	Scaffold_14_1_contigs	38755645	38756079	+	0.000	0.000	peak21708
BGpeak21718	Scaffold_14_1_contigs	38808035	38808241	+	0.000	0.000	peak21718
BGpeak21735	Scaffold_14_1_contigs	38903611	38904040	+	0.000	0.000	peak21735
BGpeak21741	Scaffold_14_1_contigs	38958253	38958486	+	0.000	0.000	peak21741
BGpeak21764	Scaffold_14_1_contigs	39130261	39130456	+	0.000	0.000	peak21764
BGpeak21793	Scaffold_14_1_contigs	39315849	39316334	+	0.000	0.000	peak21793
BGpeak21822	Scaffold_14_1_contigs	39560727	39560962	+	0.000	0.000	peak21822
BGpeak21869	Scaffold_14_1_contigs	40009875	40010163	+	0.000	0.000	peak21869
BGpeak21903	Scaffold_14_1_contigs	40467590	40468001	+	0.000	0.000	peak21903
BGpeak39028	Scaffold_19_1_contigs	30940599	30941005	+	0.000	0.000	peak39028
BGpeak39035	Scaffold_19_1_contigs	31051348	31051931	+	0.000	0.000	peak39035
BGpeak39148	Scaffold_19_1_contigs	32429199	32429632	+	0.000	0.000	peak39148
BGpeak39160	Scaffold_19_1_contigs	32575430	32575891	+	0.000	0.000	peak39160
BGpeak39164	Scaffold_19_1_contigs	32603668	32604248	+	0.000	0.000	peak39164
BGpeak39174	Scaffold_19_1_contigs	32665197	32665450	+	0.000	0.000	peak39174
BGpeak39181	Scaffold_19_1_contigs	32715306	32715824	+	0.000	0.000	peak39181
BGpeak39182	Scaffold_19_1_contigs	32722431	32722924	+	0.000	0.000	peak39182
BGpeak39183	Scaffold_19_1_contigs	32743043	32743420	+	0.000	0.000	peak39183
BGpeak39236	Scaffold_19_1_contigs	33201151	33201611	+	0.000	0.000	peak39236
BGpeak39242	Scaffold_19_1_contigs	33317706	33318296	+	0.000	0.000	peak39242
BGpeak39275	Scaffold_19_1_contigs	33623631	33623829	+	0.000	0.000	peak39275
BGpeak39341	Scaffold_19_1_contigs	34065063	34065365	+	0.000	0.000	peak39341
BGpeak39399	Scaffold_19_1_contigs	34981139	34981500	+	0.000	0.000	peak39399
BGpeak39407	Scaffold_19_1_contigs	35015873	35016423	+	0.000	0.000	peak39407
BGpeak39430	Scaffold_19_1_contigs	35304850	35305370	+	0.000	0.000	peak39430
BGpeak39475	Scaffold_19_1_contigs	35591372	35591607	+	0.000	0.000	peak39475
BGpeak39485	Scaffold_19_1_contigs	35658553	35658850	+	0.000	0.000	peak39485
BGpeak39532	Scaffold_19_1_contigs	35865011	35865305	+	0.000	0.000	peak39532
BGpeak39553	Scaffold_19_1_contigs	35933532	35934750	+	0.000	0.000	peak39553
BGpeak39604	Scaffold_19_1_contigs	36190006	36190268	+	0.000	0.000	peak39604
BGpeak39606	Scaffold_19_1_contigs	36190905	36191193	+	0.000	0.000	peak39606
BGpeak39607	Scaffold_19_1_contigs	36192799	36193381	+	0.000	0.000	peak39607
BGpeak39639	Scaffold_19_1_contigs	36417882	36418547	+	0.000	0.000	peak39639
BGpeak74009	Scaffold_7_1_contigs	35305684	35306003	+	0.000	0.000	peak74009
BGpeak74030	Scaffold_7_1_contigs	35427779	35428143	+	0.000	0.000	peak74030
BGpeak74031	Scaffold_7_1_contigs	35437231	35437615	+	0.000	0.000	peak74031
BGpeak39731	Scaffold_19_1_contigs	37525350	37525615	+	0.000	0.000	peak39731
BGpeak74069	Scaffold_7_1_contigs	35782712	35783053	+	0.000	0.000	peak74069
BGpeak74080	Scaffold_7_1_contigs	35874078	35874841	+	0.000	0.000	peak74080
BGpeak74082	Scaffold_7_1_contigs	35906151	35906615	+	0.000	0.000	peak74082
BGpeak39754	Scaffold_19_1_contigs	37801526	37801910	+	0.000	0.000	peak39754
BGpeak74105	Scaffold_7_1_contigs	35975013	35975327	+	0.000	0.000	peak74105
BGpeak74111	Scaffold_7_1_contigs	35995172	35995525	+	0.000	0.000	peak74111
BGpeak74119	Scaffold_7_1_contigs	36035459	36035749	+	0.000	0.000	peak74119
BGpeak74125	Scaffold_7_1_contigs	36068898	36069162	+	0.000	0.000	peak74125
BGpeak39814	Scaffold_19_1_contigs	38224067	38224544	+	0.000	0.000	peak39814
BGpeak74160	Scaffold_7_1_contigs	36705836	36706201	+	0.000	0.000	peak74160
BGpeak74162	Scaffold_7_1_contigs	36714825	36715534	+	0.000	0.000	peak74162
BGpeak74193	Scaffold_7_1_contigs	37287185	37287441	+	0.000	0.000	peak74193
BGpeak74220	Scaffold_7_1_contigs	37413967	37414402	+	0.000	0.000	peak74220
BGpeak74222	Scaffold_7_1_contigs	37419841	37420307	+	0.000	0.000	peak74222
BGpeak74226	Scaffold_7_1_contigs	37431894	37432169	+	0.000	0.000	peak74226
BGpeak74260	Scaffold_7_1_contigs	37783711	37784102	+	0.000	0.000	peak74260
BGpeak39936	Scaffold_19_1_contigs	39076346	39077049	+	0.000	0.000	peak39936
BGpeak74281	Scaffold_7_1_contigs	37927130	37927574	+	0.000	0.000	peak74281
BGpeak39953	Scaffold_19_1_contigs	39131460	39131792	+	0.000	0.000	peak39953
BGpeak39954	Scaffold_19_1_contigs	39132927	39133351	+	0.000	0.000	peak39954
BGpeak39965	Scaffold_19_1_contigs	39156823	39157311	+	0.000	0.000	peak39965
BGpeak39970	Scaffold_19_1_contigs	39171943	39172188	+	0.000	0.000	peak39970
BGpeak39972	Scaffold_19_1_contigs	39174445	39174717	+	0.000	0.000	peak39972
BGpeak39973	Scaffold_19_1_contigs	39174914	39175555	+	0.000	0.000	peak39973
BGpeak39975	Scaffold_19_1_contigs	39184757	39185238	+	0.000	0.000	peak39975
BGpeak39976	Scaffold_19_1_contigs	39186604	39186950	+	0.000	0.000	peak39976
BGpeak39984	Scaffold_19_1_contigs	39243783	39244100	+	0.000	0.000	peak39984
BGpeak74347	Scaffold_7_1_contigs	38321101	38321672	+	0.000	0.000	peak74347
BGpeak74358	Scaffold_7_1_contigs	38542668	38542885	+	0.000	0.000	peak74358
BGpeak74390	Scaffold_7_1_contigs	38803199	38803709	+	0.000	0.000	peak74390
BGpeak74403	Scaffold_7_1_contigs	38972934	38973214	+	0.000	0.000	peak74403
BGpeak74404	Scaffold_7_1_contigs	38975623	38976184	+	0.000	0.000	peak74404
BGpeak74406	Scaffold_7_1_contigs	38981495	38981906	+	0.000	0.000	peak74406
BGpeak74408	Scaffold_7_1_contigs	38983100	38983524	+	0.000	0.000	peak74408
BGpeak74428	Scaffold_7_1_contigs	39114417	39114936	+	0.000	0.000	peak74428
BGpeak74429	Scaffold_7_1_contigs	39141775	39142295	+	0.000	0.000	peak74429
BGpeak74442	Scaffold_7_1_contigs	39255923	39256450	+	0.000	0.000	peak74442
BGpeak74467	Scaffold_7_1_contigs	40012734	40013209	+	0.000	0.000	peak74467
BGpeak74493	Scaffold_7_1_contigs	40508628	40508867	+	0.000	0.000	peak74493
BGpeak74531	Scaffold_7_1_contigs	40989557	40989866	+	0.000	0.000	peak74531
BGpeak74552	Scaffold_7_1_contigs	41072934	41073191	+	0.000	0.000	peak74552
BGpeak74592	Scaffold_7_1_contigs	42101096	42101806	+	0.000	0.000	peak74592
BGpeak74597	Scaffold_7_1_contigs	42213313	42213661	+	0.000	0.000	peak74597
BGpeak74743	Scaffold_7_1_contigs	45009415	45009705	+	0.000	0.000	peak74743
BGpeak74792	Scaffold_7_1_contigs	45460044	45460504	+	0.000	0.000	peak74792
BGpeak74874	Scaffold_7_1_contigs	46183450	46183795	+	0.000	0.000	peak74874
BGpeak74885	Scaffold_7_1_contigs	46243927	46244442	+	0.000	0.000	peak74885
BGpeak74886	Scaffold_7_1_contigs	46249110	46249573	+	0.000	0.000	peak74886
BGpeak74891	Scaffold_7_1_contigs	46322524	46322836	+	0.000	0.000	peak74891
BGpeak3027	Scaffold_10_1_contigs	40440929	40441564	+	0.000	0.000	peak3027
BGpeak3045	Scaffold_10_1_contigs	40998169	40998379	+	0.000	0.000	peak3045
BGpeak3063	Scaffold_10_1_contigs	41626619	41627102	+	0.000	0.000	peak3063
BGpeak3105	Scaffold_10_1_contigs	41882464	41882787	+	0.000	0.000	peak3105
BGpeak3112	Scaffold_10_1_contigs	41899366	41899635	+	0.000	0.000	peak3112
BGpeak3113	Scaffold_10_1_contigs	41913252	41913689	+	0.000	0.000	peak3113
BGpeak3114	Scaffold_10_1_contigs	41914580	41914753	+	0.000	0.000	peak3114
BGpeak3122	Scaffold_10_1_contigs	42049445	42050223	+	0.000	0.000	peak3122
BGpeak3200	Scaffold_10_1_contigs	43151963	43152304	+	0.000	0.000	peak3200
BGpeak3220	Scaffold_10_1_contigs	43291709	43292015	+	0.000	0.000	peak3220
BGpeak3307	Scaffold_11_1_contigs	246925	247734	+	0.000	0.000	peak3307
BGpeak3350	Scaffold_11_1_contigs	740676	741565	+	0.000	0.000	peak3350
BGpeak3387	Scaffold_11_1_contigs	936172	936628	+	0.000	0.000	peak3387
BGpeak3443	Scaffold_11_1_contigs	1884437	1884772	+	0.000	0.000	peak3443
BGpeak3474	Scaffold_11_1_contigs	1974662	1975156	+	0.000	0.000	peak3474
BGpeak3475	Scaffold_11_1_contigs	1977200	1977579	+	0.000	0.000	peak3475
BGpeak3478	Scaffold_11_1_contigs	1992472	1992919	+	0.000	0.000	peak3478
BGpeak22007	Scaffold_14_1_contigs	41795253	41795621	+	0.000	0.000	peak22007
BGpeak22015	Scaffold_144_1_contigs	85375	85678	+	0.000	0.000	peak22015
BGpeak22034	Scaffold_15_1_contigs	306873	307312	+	0.000	0.000	peak22034
BGpeak22061	Scaffold_15_1_contigs	516843	517323	+	0.000	0.000	peak22061
BGpeak22072	Scaffold_15_1_contigs	585012	586197	+	0.000	0.000	peak22072
BGpeak22076	Scaffold_15_1_contigs	614272	614801	+	0.000	0.000	peak22076
BGpeak22079	Scaffold_15_1_contigs	620308	620852	+	0.000	0.000	peak22079
BGpeak22080	Scaffold_15_1_contigs	622734	623060	+	0.000	0.000	peak22080
BGpeak22081	Scaffold_15_1_contigs	633997	634396	+	0.000	0.000	peak22081
BGpeak22097	Scaffold_15_1_contigs	835856	836228	+	0.000	0.000	peak22097
BGpeak3545	Scaffold_11_1_contigs	2434954	2435294	+	0.000	0.000	peak3545
BGpeak3557	Scaffold_11_1_contigs	2703363	2703710	+	0.000	0.000	peak3557
BGpeak3558	Scaffold_11_1_contigs	2703794	2704029	+	0.000	0.000	peak3558
BGpeak3559	Scaffold_11_1_contigs	2710713	2711084	+	0.000	0.000	peak3559
BGpeak22175	Scaffold_15_1_contigs	1443546	1444214	+	0.000	0.000	peak22175
BGpeak3614	Scaffold_11_1_contigs	3196388	3196858	+	0.000	0.000	peak3614
BGpeak3653	Scaffold_11_1_contigs	3933746	3934093	+	0.000	0.000	peak3653
BGpeak3657	Scaffold_11_1_contigs	3939512	3939808	+	0.000	0.000	peak3657
BGpeak3658	Scaffold_11_1_contigs	3940084	3940366	+	0.000	0.000	peak3658
BGpeak3661	Scaffold_11_1_contigs	3948610	3949030	+	0.000	0.000	peak3661
BGpeak3663	Scaffold_11_1_contigs	3954930	3955207	+	0.000	0.000	peak3663
BGpeak22255	Scaffold_15_1_contigs	2295497	2296067	+	0.000	0.000	peak22255
BGpeak3722	Scaffold_11_1_contigs	4429534	4429876	+	0.000	0.000	peak3722
BGpeak3753	Scaffold_11_1_contigs	4602151	4602573	+	0.000	0.000	peak3753
BGpeak3780	Scaffold_11_1_contigs	4796673	4797005	+	0.000	0.000	peak3780
BGpeak3787	Scaffold_11_1_contigs	4825624	4825947	+	0.000	0.000	peak3787
BGpeak3789	Scaffold_11_1_contigs	4830817	4831355	+	0.000	0.000	peak3789
BGpeak3790	Scaffold_11_1_contigs	4831641	4832286	+	0.000	0.000	peak3790
BGpeak22311	Scaffold_15_1_contigs	2801892	2802199	+	0.000	0.000	peak22311
BGpeak22327	Scaffold_15_1_contigs	2864941	2865179	+	0.000	0.000	peak22327
BGpeak22387	Scaffold_15_1_contigs	3303381	3303881	+	0.000	0.000	peak22387
BGpeak3800	Scaffold_11_1_contigs	5187120	5187691	+	0.000	0.000	peak3800
BGpeak3827	Scaffold_11_1_contigs	5684369	5684674	+	0.000	0.000	peak3827
BGpeak3882	Scaffold_11_1_contigs	5888404	5888857	+	0.000	0.000	peak3882
BGpeak22416	Scaffold_15_1_contigs	3447679	3448064	+	0.000	0.000	peak22416
BGpeak22421	Scaffold_15_1_contigs	3472790	3473397	+	0.000	0.000	peak22421
BGpeak22478	Scaffold_15_1_contigs	4090931	4091284	+	0.000	0.000	peak22478
BGpeak22479	Scaffold_15_1_contigs	4094044	4094611	+	0.000	0.000	peak22479
BGpeak22498	Scaffold_15_1_contigs	4188068	4188407	+	0.000	0.000	peak22498
BGpeak3913	Scaffold_11_1_contigs	6000788	6001184	+	0.000	0.000	peak3913
BGpeak3915	Scaffold_11_1_contigs	6003429	6003843	+	0.000	0.000	peak3915
BGpeak3916	Scaffold_11_1_contigs	6004595	6004891	+	0.000	0.000	peak3916
BGpeak3921	Scaffold_11_1_contigs	6011979	6012195	+	0.000	0.000	peak3921
BGpeak3930	Scaffold_11_1_contigs	6036098	6036416	+	0.000	0.000	peak3930
BGpeak3937	Scaffold_11_1_contigs	6065459	6065991	+	0.000	0.000	peak3937
BGpeak3972	Scaffold_11_1_contigs	6915793	6916211	+	0.000	0.000	peak3972
