#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_4/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_4/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_4/0.355268549014912.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_4/target.clean..pos
BGpeak39005	Scaffold_19_1_contigs	30815285	30815769	+	0.000	0.000	peak39005
BGpeak39041	Scaffold_19_1_contigs	31091009	31091588	+	0.000	0.000	peak39041
BGpeak39052	Scaffold_19_1_contigs	31131443	31131830	+	0.000	0.000	peak39052
BGpeak39147	Scaffold_19_1_contigs	32419787	32420145	+	0.000	0.000	peak39147
BGpeak39419	Scaffold_19_1_contigs	35150722	35151112	+	0.000	0.000	peak39419
BGpeak39433	Scaffold_19_1_contigs	35327932	35328181	+	0.000	0.000	peak39433
BGpeak39453	Scaffold_19_1_contigs	35492611	35493073	+	0.000	0.000	peak39453
BGpeak39457	Scaffold_19_1_contigs	35510512	35511002	+	0.000	0.000	peak39457
BGpeak39509	Scaffold_19_1_contigs	35813321	35813656	+	0.000	0.000	peak39509
BGpeak39524	Scaffold_19_1_contigs	35846876	35847516	+	0.000	0.000	peak39524
BGpeak39534	Scaffold_19_1_contigs	35869737	35870181	+	0.000	0.000	peak39534
BGpeak39554	Scaffold_19_1_contigs	35937214	35937484	+	0.000	0.000	peak39554
BGpeak39590	Scaffold_19_1_contigs	36156165	36157087	+	0.000	0.000	peak39590
BGpeak39592	Scaffold_19_1_contigs	36164358	36164999	+	0.000	0.000	peak39592
BGpeak39705	Scaffold_19_1_contigs	36961816	36962089	+	0.000	0.000	peak39705
BGpeak39718	Scaffold_19_1_contigs	37327944	37328393	+	0.000	0.000	peak39718
BGpeak74078	Scaffold_7_1_contigs	35865062	35865544	+	0.000	0.000	peak74078
BGpeak74086	Scaffold_7_1_contigs	35915130	35915606	+	0.000	0.000	peak74086
BGpeak74087	Scaffold_7_1_contigs	35916437	35916821	+	0.000	0.000	peak74087
BGpeak74091	Scaffold_7_1_contigs	35925296	35925508	+	0.000	0.000	peak74091
BGpeak74093	Scaffold_7_1_contigs	35930828	35931656	+	0.000	0.000	peak74093
BGpeak74095	Scaffold_7_1_contigs	35933529	35933891	+	0.000	0.000	peak74095
BGpeak39779	Scaffold_19_1_contigs	37985799	37986286	+	0.000	0.000	peak39779
BGpeak39828	Scaffold_19_1_contigs	38403760	38403929	+	0.000	0.000	peak39828
BGpeak39834	Scaffold_19_1_contigs	38466728	38467079	+	0.000	0.000	peak39834
BGpeak39838	Scaffold_19_1_contigs	38477885	38478616	+	0.000	0.000	peak39838
BGpeak39859	Scaffold_19_1_contigs	38580116	38580565	+	0.000	0.000	peak39859
BGpeak39880	Scaffold_19_1_contigs	38756178	38756993	+	0.000	0.000	peak39880
BGpeak39901	Scaffold_19_1_contigs	38910847	38911497	+	0.000	0.000	peak39901
BGpeak39940	Scaffold_19_1_contigs	39088835	39089482	+	0.000	0.000	peak39940
BGpeak39971	Scaffold_19_1_contigs	39173289	39173633	+	0.000	0.000	peak39971
BGpeak74349	Scaffold_7_1_contigs	38323095	38323356	+	0.000	0.000	peak74349
BGpeak74430	Scaffold_7_1_contigs	39143273	39143596	+	0.000	0.000	peak74430
BGpeak74433	Scaffold_7_1_contigs	39166693	39167044	+	0.000	0.000	peak74433
BGpeak74544	Scaffold_7_1_contigs	41044676	41044921	+	0.000	0.000	peak74544
BGpeak74617	Scaffold_7_1_contigs	42316037	42316995	+	0.000	0.000	peak74617
BGpeak74641	Scaffold_7_1_contigs	42745081	42745474	+	0.000	0.000	peak74641
BGpeak74650	Scaffold_7_1_contigs	42849874	42850089	+	0.000	0.000	peak74650
BGpeak74706	Scaffold_7_1_contigs	44021392	44021876	+	0.000	0.000	peak74706
BGpeak74747	Scaffold_7_1_contigs	45051122	45051556	+	0.000	0.000	peak74747
BGpeak74784	Scaffold_7_1_contigs	45399690	45400045	+	0.000	0.000	peak74784
BGpeak74791	Scaffold_7_1_contigs	45452565	45453189	+	0.000	0.000	peak74791
BGpeak74841	Scaffold_7_1_contigs	45898619	45898981	+	0.000	0.000	peak74841
BGpeak74848	Scaffold_7_1_contigs	45920488	45920777	+	0.000	0.000	peak74848
BGpeak3012	Scaffold_10_1_contigs	40385706	40386057	+	0.000	0.000	peak3012
BGpeak3014	Scaffold_10_1_contigs	40386651	40387050	+	0.000	0.000	peak3014
BGpeak3026	Scaffold_10_1_contigs	40440350	40440691	+	0.000	0.000	peak3026
BGpeak3106	Scaffold_10_1_contigs	41883176	41883436	+	0.000	0.000	peak3106
BGpeak3107	Scaffold_10_1_contigs	41885487	41885887	+	0.000	0.000	peak3107
BGpeak3302	Scaffold_11_1_contigs	183944	184775	+	0.000	0.000	peak3302
BGpeak3375	Scaffold_11_1_contigs	882883	883432	+	0.000	0.000	peak3375
BGpeak3376	Scaffold_11_1_contigs	889716	890659	+	0.000	0.000	peak3376
BGpeak3377	Scaffold_11_1_contigs	892091	892634	+	0.000	0.000	peak3377
BGpeak3378	Scaffold_11_1_contigs	892704	893045	+	0.000	0.000	peak3378
BGpeak3462	Scaffold_11_1_contigs	1938952	1939366	+	0.000	0.000	peak3462
BGpeak22044	Scaffold_15_1_contigs	388133	389065	+	0.000	0.000	peak22044
BGpeak3532	Scaffold_11_1_contigs	2357569	2358269	+	0.000	0.000	peak3532
BGpeak22185	Scaffold_15_1_contigs	1494206	1494399	+	0.000	0.000	peak22185
BGpeak3626	Scaffold_11_1_contigs	3266400	3266801	+	0.000	0.000	peak3626
BGpeak3752	Scaffold_11_1_contigs	4599260	4599663	+	0.000	0.000	peak3752
BGpeak3775	Scaffold_11_1_contigs	4790456	4790962	+	0.000	0.000	peak3775
BGpeak3776	Scaffold_11_1_contigs	4791673	4792291	+	0.000	0.000	peak3776
BGpeak3777	Scaffold_11_1_contigs	4794092	4794442	+	0.000	0.000	peak3777
BGpeak3786	Scaffold_11_1_contigs	4823722	4824078	+	0.000	0.000	peak3786
BGpeak3795	Scaffold_11_1_contigs	5142043	5142272	+	0.000	0.000	peak3795
BGpeak3797	Scaffold_11_1_contigs	5143936	5144345	+	0.000	0.000	peak3797
BGpeak22397	Scaffold_15_1_contigs	3356785	3357352	+	0.000	0.000	peak22397
BGpeak3802	Scaffold_11_1_contigs	5197465	5198036	+	0.000	0.000	peak3802
BGpeak3838	Scaffold_11_1_contigs	5713153	5713561	+	0.000	0.000	peak3838
BGpeak3839	Scaffold_11_1_contigs	5715048	5715348	+	0.000	0.000	peak3839
BGpeak3875	Scaffold_11_1_contigs	5867037	5867302	+	0.000	0.000	peak3875
BGpeak3877	Scaffold_11_1_contigs	5871813	5872037	+	0.000	0.000	peak3877
BGpeak22450	Scaffold_15_1_contigs	3853118	3853777	+	0.000	0.000	peak22450
BGpeak3906	Scaffold_11_1_contigs	5983822	5984218	+	0.000	0.000	peak3906
BGpeak3917	Scaffold_11_1_contigs	6006268	6006712	+	0.000	0.000	peak3917
BGpeak3918	Scaffold_11_1_contigs	6007025	6007330	+	0.000	0.000	peak3918
BGpeak3919	Scaffold_11_1_contigs	6007643	6008004	+	0.000	0.000	peak3919
BGpeak3927	Scaffold_11_1_contigs	6029696	6029996	+	0.000	0.000	peak3927
BGpeak3992	Scaffold_11_1_contigs	7081315	7081815	+	0.000	0.000	peak3992
BGpeak3993	Scaffold_11_1_contigs	7084539	7084811	+	0.000	0.000	peak3993
BGpeak3996	Scaffold_11_1_contigs	7088068	7088545	+	0.000	0.000	peak3996
BGpeak22533	Scaffold_15_1_contigs	4332219	4332566	+	0.000	0.000	peak22533
BGpeak22556	Scaffold_15_1_contigs	4390236	4390432	+	0.000	0.000	peak22556
BGpeak22560	Scaffold_15_1_contigs	4407903	4408282	+	0.000	0.000	peak22560
BGpeak22573	Scaffold_15_1_contigs	4467286	4467566	+	0.000	0.000	peak22573
BGpeak22587	Scaffold_15_1_contigs	4530931	4531559	+	0.000	0.000	peak22587
BGpeak22633	Scaffold_15_1_contigs	4914860	4915197	+	0.000	0.000	peak22633
BGpeak22656	Scaffold_15_1_contigs	5314270	5314723	+	0.000	0.000	peak22656
BGpeak22745	Scaffold_15_1_contigs	5793809	5794083	+	0.000	0.000	peak22745
BGpeak22835	Scaffold_15_1_contigs	6793353	6793684	+	0.000	0.000	peak22835
BGpeak22888	Scaffold_15_1_contigs	7182880	7183400	+	0.000	0.000	peak22888
BGpeak22929	Scaffold_15_1_contigs	7790751	7791280	+	0.000	0.000	peak22929
BGpeak75059	Scaffold_8_1_contigs	355142	355916	+	0.000	0.000	peak75059
BGpeak75130	Scaffold_8_1_contigs	1214762	1215829	+	0.000	0.000	peak75130
BGpeak75170	Scaffold_8_1_contigs	1672462	1672961	+	0.000	0.000	peak75170
BGpeak75271	Scaffold_8_1_contigs	2429555	2430746	+	0.000	0.000	peak75271
BGpeak75281	Scaffold_8_1_contigs	2465653	2466104	+	0.000	0.000	peak75281
BGpeak75291	Scaffold_8_1_contigs	2502778	2503232	+	0.000	0.000	peak75291
BGpeak75295	Scaffold_8_1_contigs	2525980	2526874	+	0.000	0.000	peak75295
BGpeak75296	Scaffold_8_1_contigs	2529729	2530201	+	0.000	0.000	peak75296
BGpeak75297	Scaffold_8_1_contigs	2530551	2531208	+	0.000	0.000	peak75297
BGpeak75298	Scaffold_8_1_contigs	2531289	2531731	+	0.000	0.000	peak75298
BGpeak75301	Scaffold_8_1_contigs	2542139	2542361	+	0.000	0.000	peak75301
BGpeak75322	Scaffold_8_1_contigs	2628542	2628728	+	0.000	0.000	peak75322
BGpeak75323	Scaffold_8_1_contigs	2629103	2629328	+	0.000	0.000	peak75323
BGpeak75325	Scaffold_8_1_contigs	2631581	2631923	+	0.000	0.000	peak75325
BGpeak75326	Scaffold_8_1_contigs	2634787	2635559	+	0.000	0.000	peak75326
BGpeak75411	Scaffold_8_1_contigs	3509413	3509838	+	0.000	0.000	peak75411
BGpeak75429	Scaffold_8_1_contigs	4012221	4012822	+	0.000	0.000	peak75429
BGpeak75430	Scaffold_8_1_contigs	4013174	4013741	+	0.000	0.000	peak75430
BGpeak75437	Scaffold_8_1_contigs	4028395	4028632	+	0.000	0.000	peak75437
BGpeak75533	Scaffold_8_1_contigs	5398742	5399063	+	0.000	0.000	peak75533
BGpeak75714	Scaffold_8_1_contigs	6844762	6845138	+	0.000	0.000	peak75714
BGpeak75716	Scaffold_8_1_contigs	6847552	6847976	+	0.000	0.000	peak75716
BGpeak75730	Scaffold_8_1_contigs	6897022	6897302	+	0.000	0.000	peak75730
BGpeak75732	Scaffold_8_1_contigs	6904087	6904707	+	0.000	0.000	peak75732
BGpeak75791	Scaffold_8_1_contigs	7245279	7245592	+	0.000	0.000	peak75791
BGpeak75797	Scaffold_8_1_contigs	7293434	7294342	+	0.000	0.000	peak75797
BGpeak75879	Scaffold_8_1_contigs	8184134	8184349	+	0.000	0.000	peak75879
BGpeak75880	Scaffold_8_1_contigs	8185865	8186588	+	0.000	0.000	peak75880
BGpeak75881	Scaffold_8_1_contigs	8186767	8187019	+	0.000	0.000	peak75881
BGpeak75887	Scaffold_8_1_contigs	8220330	8220627	+	0.000	0.000	peak75887
BGpeak75895	Scaffold_8_1_contigs	8250326	8250854	+	0.000	0.000	peak75895
BGpeak75897	Scaffold_8_1_contigs	8258853	8259249	+	0.000	0.000	peak75897
BGpeak75899	Scaffold_8_1_contigs	8261132	8261506	+	0.000	0.000	peak75899
BGpeak75912	Scaffold_8_1_contigs	8341424	8342225	+	0.000	0.000	peak75912
BGpeak75913	Scaffold_8_1_contigs	8342738	8343182	+	0.000	0.000	peak75913
BGpeak75932	Scaffold_8_1_contigs	8409490	8409747	+	0.000	0.000	peak75932
BGpeak4067	Scaffold_11_1_contigs	7682770	7683249	+	0.000	0.000	peak4067
BGpeak4143	Scaffold_11_1_contigs	8397134	8397412	+	0.000	0.000	peak4143
BGpeak4157	Scaffold_11_1_contigs	8458385	8459195	+	0.000	0.000	peak4157
BGpeak4171	Scaffold_11_1_contigs	8567726	8568142	+	0.000	0.000	peak4171
BGpeak4273	Scaffold_11_1_contigs	9466042	9467054	+	0.000	0.000	peak4273
BGpeak4297	Scaffold_11_1_contigs	9619213	9619458	+	0.000	0.000	peak4297
BGpeak4325	Scaffold_11_1_contigs	10493501	10493982	+	0.000	0.000	peak4325
BGpeak4342	Scaffold_11_1_contigs	10640383	10640905	+	0.000	0.000	peak4342
BGpeak4356	Scaffold_11_1_contigs	10709079	10709344	+	0.000	0.000	peak4356
BGpeak4358	Scaffold_11_1_contigs	10720699	10721034	+	0.000	0.000	peak4358
BGpeak4404	Scaffold_11_1_contigs	12244956	12245340	+	0.000	0.000	peak4404
BGpeak4407	Scaffold_11_1_contigs	12261240	12261888	+	0.000	0.000	peak4407
BGpeak4409	Scaffold_11_1_contigs	12266360	12266778	+	0.000	0.000	peak4409
BGpeak4430	Scaffold_11_1_contigs	12385550	12385938	+	0.000	0.000	peak4430
BGpeak4431	Scaffold_11_1_contigs	12393267	12393716	+	0.000	0.000	peak4431
BGpeak4449	Scaffold_11_1_contigs	12472550	12473000	+	0.000	0.000	peak4449
BGpeak4458	Scaffold_11_1_contigs	12502128	12502454	+	0.000	0.000	peak4458
BGpeak4495	Scaffold_11_1_contigs	12801217	12801758	+	0.000	0.000	peak4495
BGpeak4497	Scaffold_11_1_contigs	12808548	12808943	+	0.000	0.000	peak4497
BGpeak23003	Scaffold_15_1_contigs	8906647	8907072	+	0.000	0.000	peak23003
BGpeak23010	Scaffold_15_1_contigs	8936059	8936268	+	0.000	0.000	peak23010
BGpeak23034	Scaffold_15_1_contigs	9862133	9862433	+	0.000	0.000	peak23034
BGpeak23046	Scaffold_15_1_contigs	9926112	9926404	+	0.000	0.000	peak23046
BGpeak23065	Scaffold_15_1_contigs	10092380	10093202	+	0.000	0.000	peak23065
BGpeak4543	Scaffold_11_1_contigs	13574794	13575256	+	0.000	0.000	peak4543
BGpeak23126	Scaffold_15_1_contigs	10670290	10670591	+	0.000	0.000	peak23126
BGpeak23172	Scaffold_15_1_contigs	11178638	11179094	+	0.000	0.000	peak23172
BGpeak4617	Scaffold_11_1_contigs	14388187	14388900	+	0.000	0.000	peak4617
BGpeak4682	Scaffold_11_1_contigs	14796831	14797420	+	0.000	0.000	peak4682
BGpeak23284	Scaffold_15_1_contigs	12747707	12748641	+	0.000	0.000	peak23284
BGpeak4840	Scaffold_11_1_contigs	16736859	16737176	+	0.000	0.000	peak4840
BGpeak4846	Scaffold_11_1_contigs	16773597	16773925	+	0.000	0.000	peak4846
BGpeak4894	Scaffold_11_1_contigs	17128287	17128843	+	0.000	0.000	peak4894
BGpeak23401	Scaffold_15_1_contigs	13676365	13676688	+	0.000	0.000	peak23401
BGpeak23412	Scaffold_15_1_contigs	13750631	13750937	+	0.000	0.000	peak23412
BGpeak23413	Scaffold_15_1_contigs	13751597	13752225	+	0.000	0.000	peak23413
BGpeak4906	Scaffold_11_1_contigs	17150461	17151064	+	0.000	0.000	peak4906
BGpeak4913	Scaffold_11_1_contigs	17174298	17174612	+	0.000	0.000	peak4913
BGpeak4921	Scaffold_11_1_contigs	17195158	17195551	+	0.000	0.000	peak4921
BGpeak4927	Scaffold_11_1_contigs	17222365	17223148	+	0.000	0.000	peak4927
BGpeak4928	Scaffold_11_1_contigs	17223171	17223473	+	0.000	0.000	peak4928
BGpeak4932	Scaffold_11_1_contigs	17227124	17227409	+	0.000	0.000	peak4932
BGpeak4953	Scaffold_11_1_contigs	17767138	17767643	+	0.000	0.000	peak4953
BGpeak23529	Scaffold_15_1_contigs	14821987	14822439	+	0.000	0.000	peak23529
BGpeak23530	Scaffold_15_1_contigs	14822683	14822985	+	0.000	0.000	peak23530
BGpeak23534	Scaffold_15_1_contigs	14835088	14836022	+	0.000	0.000	peak23534
BGpeak23551	Scaffold_15_1_contigs	15019580	15020058	+	0.000	0.000	peak23551
BGpeak23579	Scaffold_15_1_contigs	15158708	15159002	+	0.000	0.000	peak23579
BGpeak23604	Scaffold_15_1_contigs	15297661	15298021	+	0.000	0.000	peak23604
BGpeak23617	Scaffold_15_1_contigs	15368915	15369517	+	0.000	0.000	peak23617
BGpeak23644	Scaffold_15_1_contigs	15554650	15554889	+	0.000	0.000	peak23644
BGpeak23658	Scaffold_15_1_contigs	15609418	15609650	+	0.000	0.000	peak23658
BGpeak23671	Scaffold_15_1_contigs	15648614	15648934	+	0.000	0.000	peak23671
BGpeak23817	Scaffold_15_1_contigs	17374105	17374732	+	0.000	0.000	peak23817
BGpeak23881	Scaffold_15_1_contigs	17756793	17757079	+	0.000	0.000	peak23881
BGpeak23960	Scaffold_15_1_contigs	18353707	18354076	+	0.000	0.000	peak23960
BGpeak76009	Scaffold_8_1_contigs	9274683	9275488	+	0.000	0.000	peak76009
BGpeak76013	Scaffold_8_1_contigs	9286221	9286476	+	0.000	0.000	peak76013
BGpeak76015	Scaffold_8_1_contigs	9289155	9289684	+	0.000	0.000	peak76015
BGpeak76241	Scaffold_8_1_contigs	13022478	13022949	+	0.000	0.000	peak76241
BGpeak76310	Scaffold_8_1_contigs	13705164	13706105	+	0.000	0.000	peak76310
BGpeak76316	Scaffold_8_1_contigs	13729701	13730135	+	0.000	0.000	peak76316
BGpeak76346	Scaffold_8_1_contigs	13826258	13826876	+	0.000	0.000	peak76346
BGpeak76445	Scaffold_8_1_contigs	15009144	15009513	+	0.000	0.000	peak76445
BGpeak76510	Scaffold_8_1_contigs	15500273	15500852	+	0.000	0.000	peak76510
BGpeak76511	Scaffold_8_1_contigs	15501557	15501933	+	0.000	0.000	peak76511
BGpeak76515	Scaffold_8_1_contigs	15516414	15516868	+	0.000	0.000	peak76515
BGpeak76633	Scaffold_8_1_contigs	16744723	16745022	+	0.000	0.000	peak76633
BGpeak76718	Scaffold_8_1_contigs	17620381	17621001	+	0.000	0.000	peak76718
BGpeak76752	Scaffold_8_1_contigs	17929492	17930081	+	0.000	0.000	peak76752
BGpeak76897	Scaffold_8_1_contigs	21632463	21633085	+	0.000	0.000	peak76897
BGpeak76928	Scaffold_8_1_contigs	21932947	21933270	+	0.000	0.000	peak76928
BGpeak76942	Scaffold_8_1_contigs	22141766	22142232	+	0.000	0.000	peak76942
BGpeak5003	Scaffold_11_1_contigs	18581494	18582055	+	0.000	0.000	peak5003
BGpeak5044	Scaffold_11_1_contigs	19184487	19185012	+	0.000	0.000	peak5044
BGpeak5071	Scaffold_11_1_contigs	19499948	19500235	+	0.000	0.000	peak5071
BGpeak5073	Scaffold_11_1_contigs	19504211	19504507	+	0.000	0.000	peak5073
BGpeak5074	Scaffold_11_1_contigs	19504821	19505150	+	0.000	0.000	peak5074
BGpeak5076	Scaffold_11_1_contigs	19512837	19513490	+	0.000	0.000	peak5076
BGpeak5082	Scaffold_11_1_contigs	19526865	19527325	+	0.000	0.000	peak5082
BGpeak5084	Scaffold_11_1_contigs	19529193	19529713	+	0.000	0.000	peak5084
BGpeak5087	Scaffold_11_1_contigs	19536709	19537036	+	0.000	0.000	peak5087
BGpeak5090	Scaffold_11_1_contigs	19543744	19544068	+	0.000	0.000	peak5090
BGpeak5176	Scaffold_11_1_contigs	20140701	20140982	+	0.000	0.000	peak5176
BGpeak5177	Scaffold_11_1_contigs	20142105	20143018	+	0.000	0.000	peak5177
BGpeak5275	Scaffold_11_1_contigs	20916985	20917642	+	0.000	0.000	peak5275
BGpeak5323	Scaffold_11_1_contigs	21845359	21846015	+	0.000	0.000	peak5323
BGpeak5418	Scaffold_11_1_contigs	22455526	22455884	+	0.000	0.000	peak5418
BGpeak24018	Scaffold_15_1_contigs	19144903	19145314	+	0.000	0.000	peak24018
BGpeak24025	Scaffold_15_1_contigs	19309170	19309498	+	0.000	0.000	peak24025
BGpeak24051	Scaffold_15_1_contigs	19683857	19684162	+	0.000	0.000	peak24051
BGpeak24068	Scaffold_15_1_contigs	19916801	19917245	+	0.000	0.000	peak24068
