HOG	OG	Gene Tree Parent Clade	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
N7.HOG0000046	OG0000001	n176											DROME04936, DROME08706, DROME19770													
N7.HOG0000047	OG0000001	n219											DROME02157, DROME03345													
N7.HOG0000048	OG0000001	n265								CAEEL17898, CAEEL19147																
N7.HOG0000049	OG0000001	n290								CAEEL08601			DROME08318													
N7.HOG0000050	OG0000001	n321								CAEEL00597, CAEEL06285																
N7.HOG0000051	OG0000001	n556								CAEEL10382																
N7.HOG0000052	OG0000001	n563								CAEEL06722																
N7.HOG0000053	OG0000002	n61											DROME21552, DROME21551													
N7.HOG0000054	OG0000002	n587								CAEEL13228, CAEEL12925, CAEEL13245, CAEEL13244, CAEEL13243, CAEEL13242, CAEEL13246, CAEEL13682, CAEEL13221, CAEEL13223, CAEEL17594, CAEEL16944, CAEEL13479, CAEEL14996, CAEEL14636, CAEEL11003, CAEEL11002, CAEEL11012, CAEEL20200, CAEEL14075, CAEEL20203, CAEEL20199, CAEEL20201, CAEEL01553, CAEEL04143																
N7.HOG0000055	OG0000002	n657								CAEEL18977																
N7.HOG0000056	OG0000002	n726											DROME14626, DROME12189, DROME02894													
N7.HOG0000057	OG0000003	n164								CAEEL08453, CAEEL08460																
N7.HOG0000058	OG0000003	n235								CAEEL18127																
N7.HOG0000059	OG0000003	n276								CAEEL14751																
N7.HOG0000060	OG0000003	n289								CAEEL20577																
N7.HOG0000061	OG0000005	n8								CAEEL05785, CAEEL06862			DROME07278, DROME16769, DROME16768													
N7.HOG0000062	OG0000005	n84											DROME05759, DROME05760, DROME12663, DROME12658													
N7.HOG0000063	OG0000005	n88								CAEEL01924			DROME09622, DROME09655, DROME16321, DROME03536, DROME05689													
N7.HOG0000064	OG0000005	n191											DROME15227													
N7.HOG0000065	OG0000005	n254								CAEEL13168																
N7.HOG0000066	OG0000005	n283								CAEEL20591, CAEEL05556, CAEEL19115																
N7.HOG0000067	OG0000005	n575								CAEEL04505, CAEEL19864			DROME16771, DROME15219, DROME15220													
N7.HOG0000068	OG0000005	n581								CAEEL17405, CAEEL08039, CAEEL04792																
N7.HOG0000069	OG0000006	n40								CAEEL20510																
N7.HOG0000070	OG0000006	n57								CAEEL18976																
N7.HOG0000071	OG0000006	n114								CAEEL00696			DROME08113													
N7.HOG0000072	OG0000006	n148											DROME01994, DROME01995, DROME01996													
N7.HOG0000073	OG0000006	n176											DROME07928													
N7.HOG0000074	OG0000006	n206								CAEEL19824			DROME00146													
N7.HOG0000075	OG0000006	n213											DROME00104													
N7.HOG0000076	OG0000006	n279								CAEEL07700			DROME19258, DROME19257, DROME19259													
N7.HOG0000077	OG0000006	n315											DROME21396													
N7.HOG0000078	OG0000006	n351											DROME15583													
N7.HOG0000079	OG0000006	n359											DROME07409, DROME07411, DROME07410, DROME07413, DROME07408, DROME07412, DROME07415, DROME07414													
N7.HOG0000080	OG0000006	n392											DROME07420													
N7.HOG0000081	OG0000006	n411											DROME19786													
N7.HOG0000082	OG0000006	n419											DROME00664													
N7.HOG0000083	OG0000006	n435											DROME07417													
N7.HOG0000084	OG0000006	n459								CAEEL19718																
N7.HOG0000085	OG0000006	n466								CAEEL12101			DROME18045, DROME18046, DROME18044													
N7.HOG0000086	OG0000006	n522								CAEEL00153			DROME00147, DROME00148													
N7.HOG0000087	OG0000006	n545								CAEEL17819			DROME19780, DROME19779, DROME19781													
N7.HOG0000088	OG0000006	n601								CAEEL20362																
N7.HOG0000089	OG0000006	n606								CAEEL15182			DROME21674, DROME21675, DROME21673													
N7.HOG0000090	OG0000007	n8											DROME12545													
N7.HOG0000091	OG0000007	n35								CAEEL04050			DROME16994, DROME16993													
N7.HOG0000092	OG0000007	n67								CAEEL17965			DROME17568, DROME17567													
N7.HOG0000093	OG0000007	n140											DROME07864													
N7.HOG0000094	OG0000007	n310								CAEEL01108																
N7.HOG0000095	OG0000007	n342								CAEEL01984			DROME18346													
N7.HOG0000096	OG0000007	n381								CAEEL04122, CAEEL18603																
N7.HOG0000097	OG0000007	n398											DROME14142													
N7.HOG0000098	OG0000007	n427											DROME19603, DROME19602													
N7.HOG0000099	OG0000007	n475								CAEEL10238, CAEEL04602																
N7.HOG0000100	OG0000007	n478											DROME10668, DROME10667, DROME10669, DROME10670, DROME10671													
N7.HOG0000101	OG0000007	n608								CAEEL18586			DROME21792, DROME00712, DROME00713													
N7.HOG0000102	OG0000008	n41								CAEEL19465, CAEEL14382																
N7.HOG0000103	OG0000008	n71											DROME05669													
N7.HOG0000104	OG0000008	n447											DROME12246													
N7.HOG0000105	OG0000008	n489											DROME04622, DROME21421, DROME02754, DROME07701, DROME07700, DROME07702, DROME01169, DROME06573, DROME06574													
N7.HOG0000106	OG0000008	n550											DROME15136													
N7.HOG0000107	OG0000010	n6											DROME09935													
N7.HOG0000108	OG0000010	n16											DROME14854, DROME14851, DROME14852													
N7.HOG0000109	OG0000010	n88											DROME18661													
N7.HOG0000110	OG0000010	n153											DROME09654													
N7.HOG0000111	OG0000010	n180											DROME04358													
N7.HOG0000112	OG0000010	n208											DROME12147													
N7.HOG0000113	OG0000010	n253											DROME12016													
N7.HOG0000114	OG0000010	n263								CAEEL04259																
N7.HOG0000115	OG0000010	n385								CAEEL10902																
N7.HOG0000116	OG0000010	n388											DROME10941													
N7.HOG0000117	OG0000010	n427											DROME05327, DROME05328, DROME19338, DROME06359, DROME05330, DROME05335, DROME05333, DROME05334, DROME05336, DROME05332, DROME05331, DROME05338, DROME05813, DROME03478, DROME05329, DROME00644, DROME01747, DROME07344, DROME07323, DROME06541, DROME17787, DROME05325													
N7.HOG0000118	OG0000010	n545											DROME16990, DROME16989, DROME00823, DROME00824, DROME11242, DROME07645, DROME07646, DROME07652													
N7.HOG0000119	OG0000011	n561								CAEEL08004																
N7.HOG0000120	OG0000012	n55											DROME14687, DROME14686													
N7.HOG0000121	OG0000012	n63								CAEEL06401, CAEEL06400, CAEEL00461, CAEEL20690																
N7.HOG0000122	OG0000012	n543								CAEEL20293			DROME12555													
N7.HOG0000123	OG0000012	n553								CAEEL14039, CAEEL14036, CAEEL14035, CAEEL14043, CAEEL14262, CAEEL14332, CAEEL14331, CAEEL14330, CAEEL14630, CAEEL00027, CAEEL07052, CAEEL18698			DROME06410, DROME06409, DROME07595, DROME19081, DROME01821, DROME14253, DROME01820													
N7.HOG0000124	OG0000012	n582								CAEEL13039, CAEEL14777, CAEEL19132, CAEEL18995																
N7.HOG0000125	OG0000013	n2								CAEEL11942																
N7.HOG0000126	OG0000013	n10								CAEEL13907, CAEEL07369, CAEEL11453, CAEEL08591			DROME14257, DROME14247, DROME14258, DROME18111, DROME14254, DROME14255, DROME14256, DROME14251, DROME14252, DROME14250, DROME03185, DROME16203, DROME07507, DROME07508, DROME03238, DROME03237, DROME00659, DROME03236, DROME01152, DROME14613, DROME14614, DROME03497, DROME02996, DROME02995, DROME06577, DROME02994													
N7.HOG0000127	OG0000013	n50								CAEEL05441			DROME03979, DROME03978													
N7.HOG0000128	OG0000014	n11											DROME06381													
N7.HOG0000129	OG0000014	n16											DROME05409, DROME03987													
N7.HOG0000130	OG0000014	n381											DROME14595, DROME14594													
N7.HOG0000131	OG0000014	n474								CAEEL20221			DROME04096													
N7.HOG0000132	OG0000014	n484								CAEEL18775			DROME08642													
N7.HOG0000133	OG0000014	n490								CAEEL20303, CAEEL13313, CAEEL13287			DROME05988													
N7.HOG0000134	OG0000014	n493								CAEEL04834, CAEEL20733			DROME18828													
N7.HOG0000135	OG0000015	n66								CAEEL03927, CAEEL15698, CAEEL11496																
N7.HOG0000136	OG0000015	n70								CAEEL06943, CAEEL19709, CAEEL14461, CAEEL18374, CAEEL05716, CAEEL18949																
N7.HOG0000137	OG0000015	n80								CAEEL07962, CAEEL08800, CAEEL08801, CAEEL08799, CAEEL20727, CAEEL14381, CAEEL17815, CAEEL12449, CAEEL00283, CAEEL04309			DROME10325, DROME10328, DROME10327, DROME10326, DROME10329													
N7.HOG0000138	OG0000015	n218								CAEEL09145			DROME20983													
N7.HOG0000139	OG0000015	n263								CAEEL15587			DROME11913													
N7.HOG0000140	OG0000015	n267											DROME20981, DROME20982													
N7.HOG0000141	OG0000015	n371											DROME15820, DROME14399, DROME14400, DROME14397, DROME14398													
N7.HOG0000142	OG0000015	n458								CAEEL16962, CAEEL16137, CAEEL14081, CAEEL01009, CAEEL01008, CAEEL00762, CAEEL04855			DROME15824, DROME15834, DROME15829, DROME15825, DROME15826, DROME15832, DROME15828, DROME15833, DROME15830, DROME15827, DROME15831													
N7.HOG0000143	OG0000016	n22								CAEEL20493																
N7.HOG0000144	OG0000016	n215											DROME02422, DROME02430, DROME02437, DROME02423, DROME02429, DROME02435, DROME02434, DROME02428, DROME02433, DROME02424, DROME02436, DROME02427, DROME02426, DROME02431, DROME02432, DROME02425													
N7.HOG0000145	OG0000016	n230								CAEEL19614, CAEEL20639, CAEEL17751, CAEEL09082, CAEEL18079, CAEEL18078																
N7.HOG0000146	OG0000016	n258											DROME16828, DROME17675, DROME07519, DROME17674, DROME04855, DROME04854, DROME01619, DROME03269, DROME14337, DROME15853, DROME15855, DROME15854, DROME03271, DROME03270, DROME03589													
N7.HOG0000147	OG0000016	n364											DROME01609													
N7.HOG0000148	OG0000019	n17								CAEEL19797			DROME02971													
N7.HOG0000149	OG0000019	n21								CAEEL15403			DROME09905, DROME12984, DROME12983, DROME02695, DROME19029, DROME19028, DROME21231, DROME01851, DROME06537, DROME07290													
N7.HOG0000150	OG0000019	n58								CAEEL14888, CAEEL00598, CAEEL00512, CAEEL00599, CAEEL00600, CAEEL11130, CAEEL20237, CAEEL20477, CAEEL18562																
N7.HOG0000151	OG0000019	n78								CAEEL04672																
N7.HOG0000152	OG0000019	n177								CAEEL20377, CAEEL20739, CAEEL19383, CAEEL19258, CAEEL10676, CAEEL00531, CAEEL01379, CAEEL01513																
N7.HOG0000153	OG0000020	n34								CAEEL07399																
N7.HOG0000154	OG0000020	n40											DROME18145, DROME18146													
N7.HOG0000155	OG0000020	n43											DROME22108													
N7.HOG0000156	OG0000020	n353								CAEEL00627			DROME11466, DROME11467													
N7.HOG0000157	OG0000020	n387											DROME19890, DROME19889, DROME19888, DROME19891													
N7.HOG0000158	OG0000020	n424											DROME07045, DROME07043, DROME07044, DROME07042													
N7.HOG0000159	OG0000020	n444											DROME03151, DROME03150													
N7.HOG0000160	OG0000020	n486								CAEEL13362																
N7.HOG0000161	OG0000020	n508								CAEEL09273			DROME14454, DROME14455													
N7.HOG0000162	OG0000021	n32								CAEEL15603			DROME18320, DROME18321													
N7.HOG0000163	OG0000021	n192								CAEEL08491			DROME06512, DROME06511													
N7.HOG0000164	OG0000021	n196								CAEEL00422			DROME08269													
N7.HOG0000165	OG0000021	n233											DROME00802, DROME00801													
N7.HOG0000166	OG0000021	n308											DROME08091													
N7.HOG0000167	OG0000021	n374								CAEEL00784																
N7.HOG0000168	OG0000021	n376								CAEEL15377																
N7.HOG0000169	OG0000021	n496											DROME01446, DROME01445, DROME04932, DROME10331, DROME19246													
N7.HOG0000170	OG0000023	n69								CAEEL16517, CAEEL15627																
N7.HOG0000171	OG0000023	n76								CAEEL08035																
N7.HOG0000172	OG0000023	n83											DROME04919, DROME04917, DROME04918													
N7.HOG0000173	OG0000023	n248											DROME08346, DROME08342, DROME08344, DROME08347, DROME08345, DROME08343													
N7.HOG0000174	OG0000023	n398								CAEEL13426																
N7.HOG0000175	OG0000023	n485								CAEEL20104																
N7.HOG0000176	OG0000023	n489								CAEEL06641																
N7.HOG0000177	OG0000023	n496								CAEEL07042																
N7.HOG0000178	OG0000023	n497								CAEEL07738																
N7.HOG0000179	OG0000026	n136								CAEEL08121																
N7.HOG0000180	OG0000026	n151								CAEEL07477			DROME19866, DROME19867													
N7.HOG0000181	OG0000026	n163								CAEEL09711																
N7.HOG0000182	OG0000027	n306											DROME13849, DROME08050													
N7.HOG0000183	OG0000027	n390								CAEEL17825																
N7.HOG0000184	OG0000028	n58											DROME00133													
N7.HOG0000185	OG0000028	n62											DROME09421													
N7.HOG0000186	OG0000028	n124								CAEEL01691, CAEEL12110, CAEEL19077, CAEEL19076			DROME09420													
N7.HOG0000187	OG0000028	n132								CAEEL00764, CAEEL00826, CAEEL19899, CAEEL19703, CAEEL20254, CAEEL00656			DROME12803, DROME12802, DROME12800, DROME12804, DROME12801, DROME19724, DROME16819, DROME16820, DROME16816, DROME16815, DROME16818													
N7.HOG0000188	OG0000028	n315								CAEEL01726, CAEEL20276, CAEEL05087, CAEEL06397, CAEEL18628, CAEEL05010, CAEEL01184, CAEEL14863, CAEEL14864, CAEEL10517			DROME01857, DROME01860, DROME01861, DROME01859, DROME01862, DROME01858, DROME21647, DROME21646, DROME02664													
N7.HOG0000189	OG0000028	n383								CAEEL19515, CAEEL07887																
N7.HOG0000190	OG0000029	n2								CAEEL09623, CAEEL15333																
N7.HOG0000191	OG0000029	n15								CAEEL20320																
N7.HOG0000192	OG0000029	n32											DROME18440, DROME18439, DROME18441, DROME09446													
N7.HOG0000193	OG0000029	n92								CAEEL11851			DROME19091													
N7.HOG0000194	OG0000029	n100								CAEEL20612																
N7.HOG0000195	OG0000029	n159											DROME01527, DROME01529													
N7.HOG0000196	OG0000030	n17											DROME12966													
N7.HOG0000197	OG0000030	n62								CAEEL20774																
N7.HOG0000198	OG0000030	n100											DROME07429, DROME07428													
N7.HOG0000199	OG0000030	n124								CAEEL00681, CAEEL00682, CAEEL00680			DROME15149													
N7.HOG0000200	OG0000030	n177								CAEEL03646, CAEEL03801																
N7.HOG0000201	OG0000030	n217											DROME11112, DROME11110, DROME11113, DROME11111													
N7.HOG0000202	OG0000030	n243											DROME02191, DROME02193, DROME02192													
N7.HOG0000203	OG0000030	n248											DROME12173, DROME12176													
N7.HOG0000204	OG0000030	n335								CAEEL12022, CAEEL10844, CAEEL09837, CAEEL06465, CAEEL19862, CAEEL12505																
N7.HOG0000205	OG0000030	n342								CAEEL15855, CAEEL16494, CAEEL16974, CAEEL00280, CAEEL15338, CAEEL14827, CAEEL17980, CAEEL05619, CAEEL05420, CAEEL05421, CAEEL05419, CAEEL05617, CAEEL03830																
N7.HOG0000206	OG0000030	n400											DROME12965													
N7.HOG0000207	OG0000031	n19								CAEEL17953																
N7.HOG0000208	OG0000031	n104											DROME19945													
N7.HOG0000209	OG0000031	n130											DROME19947, DROME19946, DROME19949, DROME19948													
N7.HOG0000210	OG0000031	n193								CAEEL05211, CAEEL02681																
N7.HOG0000211	OG0000031	n197								CAEEL04718																
N7.HOG0000212	OG0000031	n293								CAEEL07076			DROME09230													
N7.HOG0000213	OG0000031	n419											DROME16481													
N7.HOG0000214	OG0000032	n41											DROME02388													
N7.HOG0000215	OG0000032	n60											DROME01806, DROME01807													
N7.HOG0000216	OG0000032	n63								CAEEL19615			DROME02386													
N7.HOG0000217	OG0000032	n233								CAEEL08739, CAEEL18742, CAEEL18342																
N7.HOG0000218	OG0000032	n244											DROME01213													
N7.HOG0000219	OG0000034	n20								CAEEL20539																
N7.HOG0000220	OG0000034	n28								CAEEL07900			DROME20092, DROME20090, DROME20091													
N7.HOG0000221	OG0000034	n120								CAEEL13037																
N7.HOG0000222	OG0000034	n171								CAEEL04773, CAEEL04774, CAEEL06717, CAEEL13034			DROME00494, DROME00490, DROME00493, DROME00492, DROME00491, DROME00489													
N7.HOG0000223	OG0000034	n243								CAEEL01132			DROME13496													
N7.HOG0000224	OG0000034	n274								CAEEL03140, CAEEL03141			DROME18268, DROME18267, DROME18266, DROME18269													
N7.HOG0000225	OG0000034	n348											DROME03104, DROME03105													
N7.HOG0000226	OG0000034	n361											DROME20524													
N7.HOG0000227	OG0000034	n399											DROME11310, DROME11311													
N7.HOG0000228	OG0000035	n1								CAEEL18183																
N7.HOG0000229	OG0000035	n9											DROME11928													
N7.HOG0000230	OG0000035	n25								CAEEL01943			DROME05348, DROME01725, DROME03666, DROME01724													
N7.HOG0000231	OG0000035	n167											DROME19358, DROME19359													
N7.HOG0000232	OG0000035	n223											DROME17164, DROME17163													
N7.HOG0000233	OG0000035	n319											DROME10260													
N7.HOG0000234	OG0000035	n333								CAEEL20458, CAEEL18575, CAEEL18576																
N7.HOG0000235	OG0000035	n393								CAEEL19501, CAEEL17643																
N7.HOG0000236	OG0000035	n406								CAEEL04743, CAEEL01696																
N7.HOG0000237	OG0000035	n408								CAEEL19995, CAEEL19624																
N7.HOG0000238	OG0000036	n43								CAEEL18405, CAEEL11240			DROME18108, DROME18109													
N7.HOG0000239	OG0000036	n51								CAEEL15057			DROME02324, DROME17378, DROME11305													
N7.HOG0000240	OG0000036	n283								CAEEL10476, CAEEL02253, CAEEL00335, CAEEL15639, CAEEL03284, CAEEL09948			DROME20717, DROME20716, DROME20719, DROME20718													
N7.HOG0000241	OG0000037	n2								CAEEL01091, CAEEL01333, CAEEL05877, CAEEL04684																
N7.HOG0000242	OG0000037	n166								CAEEL17629, CAEEL17628																
N7.HOG0000243	OG0000037	n240								CAEEL03654			DROME13887, DROME14759, DROME14760													
N7.HOG0000244	OG0000037	n247								CAEEL20275																
N7.HOG0000245	OG0000037	n270								CAEEL05341, CAEEL09278, CAEEL15847, CAEEL18667, CAEEL08354, CAEEL04132, CAEEL01670, CAEEL16210, CAEEL20299			DROME20237													
N7.HOG0000246	OG0000037	n287								CAEEL17375, CAEEL15833, CAEEL14419, CAEEL11118, CAEEL19473, CAEEL15437, CAEEL08950, CAEEL19908, CAEEL17993			DROME07468, DROME07469													
N7.HOG0000247	OG0000037	n339								CAEEL09012			DROME08695													
N7.HOG0000248	OG0000037	n340								CAEEL08645			DROME15640, DROME04516													
N7.HOG0000249	OG0000038	n9								CAEEL19549																
N7.HOG0000250	OG0000038	n14								CAEEL01554			DROME10442													
N7.HOG0000251	OG0000038	n21											DROME15543													
N7.HOG0000252	OG0000038	n43								CAEEL01714, CAEEL18498																
N7.HOG0000253	OG0000038	n71								CAEEL05762																
N7.HOG0000254	OG0000038	n186											DROME13535, DROME13441													
N7.HOG0000255	OG0000038	n345								CAEEL07106			DROME13993													
N7.HOG0000256	OG0000038	n374								CAEEL05761, CAEEL02595, CAEEL01907, CAEEL08943																
N7.HOG0000257	OG0000039	n132											DROME20351, DROME20350													
N7.HOG0000258	OG0000039	n233								CAEEL01485			DROME20809, DROME20808, DROME20806, DROME20807													
N7.HOG0000259	OG0000039	n254								CAEEL01773																
N7.HOG0000260	OG0000039	n269								CAEEL00466																
N7.HOG0000261	OG0000039	n343								CAEEL18993			DROME03375, DROME03374, DROME03372, DROME03373													
N7.HOG0000262	OG0000040	n2								CAEEL07223, CAEEL10049, CAEEL07225, CAEEL07224, CAEEL07229, CAEEL20365, CAEEL20227, CAEEL05468, CAEEL05498, CAEEL09191, CAEEL09190, CAEEL05505, CAEEL05502, CAEEL05503, CAEEL05501, CAEEL05504, CAEEL05500, CAEEL05506, CAEEL18896			DROME20303													
N7.HOG0000263	OG0000040	n85											DROME01030, DROME01029, DROME06128, DROME06129, DROME06133, DROME06131, DROME06130, DROME17442, DROME06135, DROME06134, DROME06132, DROME04118, DROME04166, DROME06136, DROME06127, DROME04612, DROME04613, DROME16427, DROME07802, DROME14818, DROME05485, DROME04044, DROME05484, DROME05486, DROME21878, DROME14539, DROME04205, DROME04204, DROME05671, DROME08331													
N7.HOG0000264	OG0000041	n26											DROME00693, DROME00694, DROME00695, DROME00691, DROME00692													
N7.HOG0000265	OG0000041	n68											DROME01788, DROME01789													
N7.HOG0000266	OG0000041	n69								CAEEL16024, CAEEL05122, CAEEL05121																
N7.HOG0000267	OG0000041	n71								CAEEL19747																
N7.HOG0000268	OG0000041	n133								CAEEL05494			DROME21438, DROME21440, DROME21441, DROME21439, DROME21435, DROME21437, DROME21436, DROME21444, DROME21442, DROME21443, DROME21445													
N7.HOG0000269	OG0000041	n305											DROME09067, DROME09061, DROME09065, DROME09068, DROME09063, DROME09062, DROME09064, DROME09066, DROME09069													
N7.HOG0000270	OG0000041	n343								CAEEL14233, CAEEL09462, CAEEL19248, CAEEL08892, CAEEL08891, CAEEL15070, CAEEL15427																
N7.HOG0000271	OG0000043	n20								CAEEL10737, CAEEL11712, CAEEL06333, CAEEL01948, CAEEL06326, CAEEL14855, CAEEL10930, CAEEL06322, CAEEL16894, CAEEL14940, CAEEL11691, CAEEL10934, CAEEL14937, CAEEL14954, CAEEL14951, CAEEL11702																
N7.HOG0000272	OG0000043	n40								CAEEL15122			DROME03726, DROME03741, DROME03696, DROME03781, DROME03716, DROME03731, DROME03721, DROME03706, DROME03711, DROME03751, DROME03746, DROME03678, DROME03736, DROME03701, DROME03687, DROME03756, DROME03776, DROME03766, DROME03761, DROME03771													
N7.HOG0000273	OG0000044	n2								CAEEL19801			DROME15544, DROME11199													
N7.HOG0000274	OG0000044	n100											DROME01579, DROME01581, DROME01575, DROME01577, DROME01571, DROME01572, DROME01573, DROME01580, DROME01574, DROME01578, DROME01576													
N7.HOG0000275	OG0000044	n196											DROME03638													
N7.HOG0000276	OG0000044	n255								CAEEL19378, CAEEL14467, CAEEL20173, CAEEL14097																
N7.HOG0000277	OG0000044	n285											DROME00597													
N7.HOG0000278	OG0000045	n156											DROME00740, DROME05490, DROME00741, DROME00650													
N7.HOG0000279	OG0000046	n73											DROME12318, DROME12319													
N7.HOG0000280	OG0000046	n247								CAEEL00059																
N7.HOG0000281	OG0000046	n266								CAEEL08281																
N7.HOG0000282	OG0000046	n334											DROME13515, DROME01755, DROME02563, DROME17305, DROME17304													
N7.HOG0000283	OG0000046	n343											DROME11364, DROME11369													
N7.HOG0000284	OG0000047	n298								CAEEL17846																
N7.HOG0000285	OG0000048	n11											DROME07309													
N7.HOG0000286	OG0000048	n83											DROME15626, DROME15625													
N7.HOG0000287	OG0000048	n99								CAEEL16396			DROME15613													
N7.HOG0000288	OG0000048	n105											DROME19410, DROME04387, DROME04385, DROME04384, DROME04383, DROME04388, DROME04389													
N7.HOG0000289	OG0000048	n262								CAEEL17799																
N7.HOG0000290	OG0000048	n325								CAEEL04880, CAEEL12789, CAEEL04867, CAEEL06450, CAEEL06447, CAEEL04866																
N7.HOG0000291	OG0000048	n334											DROME01500													
N7.HOG0000292	OG0000049	n18								CAEEL02028																
N7.HOG0000293	OG0000049	n55								CAEEL19631																
N7.HOG0000294	OG0000049	n96								CAEEL10349																
N7.HOG0000295	OG0000049	n153											DROME04610, DROME04609, DROME04608, DROME04607, DROME04606													
N7.HOG0000296	OG0000049	n321											DROME18357, DROME18359, DROME18358													
N7.HOG0000297	OG0000050	n329								CAEEL08906																
N7.HOG0000298	OG0000051	n18								CAEEL06290, CAEEL06567, CAEEL16967, CAEEL06566, CAEEL13114, CAEEL06291, CAEEL11393, CAEEL11392, CAEEL11394, CAEEL06558, CAEEL06559, CAEEL06560, CAEEL06565, CAEEL06563, CAEEL13156, CAEEL06562, CAEEL06561, CAEEL06297, CAEEL06296, CAEEL06294, CAEEL06295, CAEEL06293, CAEEL06292, CAEEL06289, CAEEL05347, CAEEL13599, CAEEL04240, CAEEL04251, CAEEL04236, CAEEL04237, CAEEL16848, CAEEL05769, CAEEL04235																
N7.HOG0000299	OG0000051	n106											DROME06654, DROME06655													
N7.HOG0000300	OG0000051	n110								CAEEL19606																
N7.HOG0000301	OG0000051	n115								CAEEL18565																
N7.HOG0000302	OG0000051	n273								CAEEL05770																
N7.HOG0000303	OG0000051	n277								CAEEL09464																
N7.HOG0000304	OG0000054	n9											DROME20361													
N7.HOG0000305	OG0000054	n35											DROME14495, DROME14891, DROME14496, DROME14497, DROME14593, DROME13726													
N7.HOG0000306	OG0000054	n41								CAEEL17602, CAEEL12164, CAEEL11714, CAEEL10176			DROME11951, DROME18814, DROME18815, DROME18820, DROME18819, DROME01420, DROME08996, DROME18821, DROME09916, DROME18822, DROME04594, DROME04595, DROME01843, DROME04592, DROME04593, DROME20803, DROME20238, DROME18477, DROME18041, DROME06360													
