HOG	OG	Gene Tree Parent Clade	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
N15.HOG0000031	OG0000000	n549					ASTMX16946					DANRE35277, DANRE35276							ORYLA04170							
N15.HOG0000032	OG0000000	n555					ASTMX11106					DANRE17824							ORYLA18990							
N15.HOG0000033	OG0000000	n574																	ORYLA15771							
N15.HOG0000034	OG0000000	n589					ASTMX01438, ASTMX20112												ORYLA08247							
N15.HOG0000035	OG0000000	n595					ASTMX16053					DANRE29250							ORYLA17164							
N15.HOG0000036	OG0000000	n601					ASTMX01903					DANRE09540							ORYLA01822							
N15.HOG0000037	OG0000000	n606					ASTMX20164												ORYLA05619							
N15.HOG0000038	OG0000000	n612					ASTMX06178					DANRE24278							ORYLA09108							
N15.HOG0000039	OG0000000	n642					ASTMX16048					DANRE29240, DANRE03836							ORYLA17159							
N15.HOG0000040	OG0000000	n650					ASTMX20108					DANRE23428							ORYLA15774							
N15.HOG0000041	OG0000000	n655					ASTMX05323																			
N15.HOG0000042	OG0000000	n669					ASTMX16049					DANRE29241														
N15.HOG0000043	OG0000000	n672										DANRE29242														
N15.HOG0000044	OG0000000	n679					ASTMX01436, ASTMX16050					DANRE03837, DANRE29246							ORYLA08249							
N15.HOG0000045	OG0000000	n686																	ORYLA17160							
N15.HOG0000046	OG0000000	n689					ASTMX20109, ASTMX05322					DANRE23430, DANRE23429, DANRE01703														
N15.HOG0000047	OG0000000	n732					ASTMX05321, ASTMX20111					DANRE23433							ORYLA15776							
N15.HOG0000048	OG0000000	n740					ASTMX16051					DANRE29249							ORYLA17162							
N15.HOG0000049	OG0000000	n746					ASTMX12038					DANRE41434							ORYLA09898							
N15.HOG0000050	OG0000000	n749					ASTMX20162					DANRE14335														
N15.HOG0000051	OG0000000	n767					ASTMX01437					DANRE29247, DANRE03838							ORYLA08248							
N15.HOG0000052	OG0000000	n772																	ORYLA17161							
N15.HOG0000053	OG0000000	n773					ASTMX20161					DANRE14338														
N15.HOG0000054	OG0000000	n777					ASTMX20110					DANRE23432, DANRE23431							ORYLA15775							
N15.HOG0000055	OG0000000	n797					ASTMX17422					DANRE38770							ORYLA09198							
N15.HOG0000056	OG0000000	n803					ASTMX12684, ASTMX17005					DANRE41587, DANRE15352, DANRE15353							ORYLA12232							
N15.HOG0000057	OG0000000	n808																	ORYLA10052							
N15.HOG0000058	OG0000000	n836					ASTMX01447					DANRE03853, DANRE03854							ORYLA08225							
N15.HOG0000059	OG0000000	n841					ASTMX00835, ASTMX16253					DANRE14679, DANRE08590							ORYLA06162							
N15.HOG0000060	OG0000000	n866					ASTMX20873					DANRE06002							ORYLA14471							
N15.HOG0000061	OG0000000	n871					ASTMX04077, ASTMX07972					DANRE20421, DANRE06649														
N15.HOG0000062	OG0000000	n877					ASTMX05835, ASTMX11919					DANRE05182, DANRE16636							ORYLA05095							
N15.HOG0000063	OG0000000	n882																	ORYLA19386, ORYLA19387							
N15.HOG0000064	OG0000000	n893					ASTMX08519					DANRE11732							ORYLA10061							
N15.HOG0000065	OG0000000	n898					ASTMX09510, ASTMX01253					DANRE11786, DANRE11785, DANRE18799							ORYLA11798							
N15.HOG0000066	OG0000000	n930					ASTMX05324, ASTMX20107					DANRE23427							ORYLA15773, ORYLA15772							
N15.HOG0000067	OG0000000	n937					ASTMX12036					DANRE41435							ORYLA09896							
N15.HOG0000068	OG0000000	n945					ASTMX16047					DANRE29239, DANRE29238							ORYLA17158							
N15.HOG0000069	OG0000000	n953					ASTMX01904					DANRE09539							ORYLA05618							
N15.HOG0000070	OG0000000	n955					ASTMX20160												ORYLA01824, ORYLA01826							
N15.HOG0000071	OG0000000	n957																	ORYLA04682							
N15.HOG0000072	OG0000000	n960					ASTMX01905					DANRE09538							ORYLA01827, ORYLA05617							
N15.HOG0000073	OG0000000	n966					ASTMX20159					DANRE29237														
N15.HOG0000074	OG0000000	n1031					ASTMX08795					DANRE06945, DANRE06944							ORYLA01029							
N15.HOG0000075	OG0000000	n1039					ASTMX17999					DANRE20512														
N15.HOG0000076	OG0000000	n1043					ASTMX15569																			
N15.HOG0000077	OG0000000	n1046										DANRE24055							ORYLA04630							
N15.HOG0000078	OG0000000	n1074					ASTMX16045					DANRE29235, DANRE29234							ORYLA17155							
N15.HOG0000079	OG0000000	n1078					ASTMX20156					DANRE14325, DANRE14326							ORYLA01830							
N15.HOG0000080	OG0000000	n1084					ASTMX12031					DANRE41441							ORYLA09892							
N15.HOG0000081	OG0000000	n1100					ASTMX17267					DANRE41165							ORYLA17729							
N15.HOG0000082	OG0000000	n1113					ASTMX11612					DANRE05977							ORYLA00932							
N15.HOG0000083	OG0000000	n1118					ASTMX02802					DANRE05743														
N15.HOG0000084	OG0000000	n1145					ASTMX17266					DANRE41166														
N15.HOG0000085	OG0000000	n1151					ASTMX02801					DANRE05745, DANRE05744							ORYLA05045							
N15.HOG0000086	OG0000000	n1157					ASTMX07975					DANRE06657							ORYLA01322							
N15.HOG0000087	OG0000000	n1184					ASTMX09511					DANRE11796, DANRE11795							ORYLA10603							
N15.HOG0000088	OG0000000	n1190										DANRE18798														
N15.HOG0000089	OG0000000	n1191					ASTMX08520												ORYLA10060							
N15.HOG0000090	OG0000001	n286																	ORYLA01580							
N15.HOG0000091	OG0000001	n299					ASTMX18932																			
N15.HOG0000092	OG0000001	n373										DANRE16953, DANRE16962, DANRE16961, DANRE16955, DANRE16957, DANRE16959, DANRE16956, DANRE16954, DANRE16958, DANRE16960, DANRE28471														
N15.HOG0000093	OG0000001	n397																	ORYLA00821, ORYLA00820, ORYLA00819							
N15.HOG0000094	OG0000001	n415																	ORYLA06087, ORYLA01582, ORYLA19233, ORYLA01576							
N15.HOG0000095	OG0000001	n419					ASTMX15290, ASTMX15291, ASTMX13895, ASTMX18565, ASTMX22524, ASTMX22234, ASTMX22345, ASTMX22092, ASTMX21890, ASTMX21891, ASTMX22091, ASTMX22847					DANRE00718, DANRE00765, DANRE00766, DANRE00769, DANRE00768, DANRE00812, DANRE00809, DANRE00810, DANRE00811, DANRE03280, DANRE00762, DANRE00763, DANRE00764, DANRE00767														
N15.HOG0000096	OG0000001	n444					ASTMX17871, ASTMX09144, ASTMX18984, ASTMX22258, ASTMX21790, ASTMX18492, ASTMX00884					DANRE14857, DANRE09569, DANRE13671, DANRE13664, DANRE13665, DANRE13666, DANRE13667, DANRE13668, DANRE13663														
N15.HOG0000097	OG0000001	n480					ASTMX14749, ASTMX14750					DANRE13812							ORYLA01896, ORYLA01897							
N15.HOG0000098	OG0000001	n494					ASTMX14986, ASTMX22661, ASTMX20102												ORYLA01767, ORYLA01768, ORYLA01766							
N15.HOG0000099	OG0000001	n500										DANRE16475, DANRE16476														
N15.HOG0000100	OG0000001	n507										DANRE15519							ORYLA07199							
N15.HOG0000101	OG0000001	n508										DANRE42408, DANRE42394, DANRE42395, DANRE42396, DANRE18938, DANRE18937, DANRE18939, DANRE18936, DANRE18935, DANRE42412, DANRE42411, DANRE42410, DANRE42409, DANRE42413, DANRE42407, DANRE42405, DANRE42406							ORYLA07206, ORYLA07208, ORYLA07207							
N15.HOG0000102	OG0000001	n527					ASTMX19574, ASTMX19576, ASTMX19575, ASTMX10473																			
N15.HOG0000103	OG0000001	n578					ASTMX07755												ORYLA02547							
N15.HOG0000104	OG0000001	n582					ASTMX07756																			
N15.HOG0000105	OG0000001	n604					ASTMX07323					DANRE29550														
N15.HOG0000106	OG0000001	n703					ASTMX16759, ASTMX18180																			
N15.HOG0000107	OG0000002	n70					ASTMX13878					DANRE16673							ORYLA00438							
N15.HOG0000108	OG0000002	n228					ASTMX20124					DANRE07411, DANRE07410							ORYLA03051							
N15.HOG0000109	OG0000002	n286					ASTMX02317																			
N15.HOG0000110	OG0000002	n287					ASTMX15953, ASTMX15955, ASTMX15957, ASTMX15958, ASTMX15959, ASTMX15956, ASTMX22714, ASTMX20120					DANRE23587, DANRE23585, DANRE23586, DANRE23582, DANRE23583, DANRE23578, DANRE23577, DANRE23584, DANRE23576, DANRE23575, DANRE23581, DANRE23580, DANRE23579, DANRE23573														
N15.HOG0000111	OG0000002	n346					ASTMX19248					DANRE38244, DANRE38242, DANRE38243							ORYLA12350							
N15.HOG0000112	OG0000002	n488					ASTMX14857, ASTMX14858, ASTMX14859					DANRE28829, DANRE28823, DANRE28819, DANRE28822, DANRE28825, DANRE28824, DANRE28826, DANRE28828, DANRE28827							ORYLA11640, ORYLA16693							
N15.HOG0000113	OG0000002	n505																	ORYLA11641							
N15.HOG0000114	OG0000002	n543					ASTMX12466, ASTMX09748, ASTMX12460, ASTMX12465, ASTMX12461, ASTMX12462, ASTMX12463, ASTMX18376, ASTMX15952					DANRE17907, DANRE17906, DANRE17905, DANRE17904, DANRE17908, DANRE23589, DANRE23588							ORYLA13465							
N15.HOG0000115	OG0000002	n567					ASTMX12459					DANRE17903							ORYLA13463, ORYLA13464							
N15.HOG0000116	OG0000002	n570					ASTMX12467, ASTMX12468					DANRE17912, DANRE17913, DANRE17914, DANRE17918, DANRE17917, DANRE17916, DANRE17915, DANRE17919							ORYLA13468, ORYLA13466, ORYLA13469							
N15.HOG0000117	OG0000002	n582					ASTMX01931												ORYLA13571							
N15.HOG0000118	OG0000002	n617					ASTMX12464																			
N15.HOG0000119	OG0000002	n620					ASTMX20125					DANRE28739							ORYLA03052, ORYLA16692							
N15.HOG0000120	OG0000002	n662										DANRE23574														
N15.HOG0000121	OG0000002	n671																	ORYLA13467, ORYLA16691							
N15.HOG0000122	OG0000003	n188					ASTMX16763																			
N15.HOG0000123	OG0000003	n289										DANRE05700														
N15.HOG0000124	OG0000003	n357																	ORYLA18464							
N15.HOG0000125	OG0000003	n365										DANRE40137														
N15.HOG0000126	OG0000003	n367					ASTMX08462																			
N15.HOG0000127	OG0000003	n438																	ORYLA05141							
N15.HOG0000128	OG0000003	n472					ASTMX04234																			
N15.HOG0000129	OG0000003	n641					ASTMX08463																			
N15.HOG0000130	OG0000004	n12					ASTMX09901					DANRE17331														
N15.HOG0000131	OG0000004	n38					ASTMX21576					DANRE30388, DANRE30387, DANRE30389, DANRE30390							ORYLA16672							
N15.HOG0000132	OG0000004	n76					ASTMX19416					DANRE02933														
N15.HOG0000133	OG0000004	n81					ASTMX13906					DANRE10231														
N15.HOG0000134	OG0000004	n149					ASTMX13606					DANRE41389, DANRE41390														
N15.HOG0000135	OG0000004	n272					ASTMX17274																			
N15.HOG0000136	OG0000004	n349					ASTMX22075					DANRE15804, DANRE15805														
N15.HOG0000137	OG0000004	n354					ASTMX12117, ASTMX01551					DANRE05052, DANRE05051, DANRE04104, DANRE04103							ORYLA08163							
N15.HOG0000138	OG0000004	n541					ASTMX20045, ASTMX20996, ASTMX20716					DANRE31032, DANRE31033, DANRE31034, DANRE31044, DANRE31041, DANRE31047, DANRE31039, DANRE31031, DANRE31048, DANRE31046, DANRE31043, DANRE31042														
N15.HOG0000139	OG0000004	n557					ASTMX20994, ASTMX20995, ASTMX07153, ASTMX20993, ASTMX22082, ASTMX20044					DANRE30830, DANRE30828, DANRE30829, DANRE31045														
N15.HOG0000140	OG0000004	n570					ASTMX18447																			
N15.HOG0000141	OG0000004	n575										DANRE30832														
N15.HOG0000142	OG0000004	n576					ASTMX09630					DANRE33319							ORYLA04400							
N15.HOG0000143	OG0000004	n580					ASTMX17273					DANRE29697							ORYLA08919							
N15.HOG0000144	OG0000004	n683					ASTMX15865												ORYLA11724							
N15.HOG0000145	OG0000004	n684					ASTMX13574												ORYLA11723, ORYLA15657							
N15.HOG0000146	OG0000005	n51					ASTMX16020					DANRE20576							ORYLA03896							
N15.HOG0000147	OG0000005	n54					ASTMX16019												ORYLA03898							
N15.HOG0000148	OG0000005	n56										DANRE20588, DANRE20587							ORYLA03897							
N15.HOG0000149	OG0000005	n58					ASTMX16021					DANRE20586							ORYLA03895							
N15.HOG0000150	OG0000005	n101					ASTMX14148					DANRE11253, DANRE11252, DANRE11254							ORYLA19606							
N15.HOG0000151	OG0000005	n105					ASTMX14149					DANRE11251, DANRE11250							ORYLA19605							
N15.HOG0000152	OG0000005	n108										DANRE02588							ORYLA00089							
N15.HOG0000153	OG0000005	n111					ASTMX13051					DANRE20012, DANRE20011, DANRE20010							ORYLA04143							
N15.HOG0000154	OG0000005	n127					ASTMX18005					DANRE20517, DANRE20518							ORYLA04443							
N15.HOG0000155	OG0000005	n138					ASTMX12914					DANRE17265							ORYLA11947							
N15.HOG0000156	OG0000005	n140					ASTMX04261					DANRE14948							ORYLA01858							
N15.HOG0000157	OG0000005	n143										DANRE27010							ORYLA06713, ORYLA06714							
N15.HOG0000158	OG0000005	n145					ASTMX08691					DANRE24204							ORYLA09160							
N15.HOG0000159	OG0000005	n148					ASTMX01192					DANRE18558														
N15.HOG0000160	OG0000005	n154					ASTMX08164					DANRE10777														
N15.HOG0000161	OG0000005	n191					ASTMX10242					DANRE18161							ORYLA11550							
N15.HOG0000162	OG0000005	n310										DANRE17266														
N15.HOG0000163	OG0000005	n647					ASTMX03244					DANRE11160							ORYLA04733							
N15.HOG0000164	OG0000006	n4																	ORYLA04794							
N15.HOG0000165	OG0000006	n40					ASTMX20216																			
N15.HOG0000166	OG0000006	n57					ASTMX00775					DANRE02891														
N15.HOG0000167	OG0000006	n87					ASTMX03985					DANRE40167							ORYLA13204							
N15.HOG0000168	OG0000006	n95					ASTMX00495					DANRE35529							ORYLA13568							
N15.HOG0000169	OG0000006	n97					ASTMX16379					DANRE26614, DANRE26613							ORYLA06565							
N15.HOG0000170	OG0000006	n129					ASTMX16363					DANRE06496, DANRE06495							ORYLA20407							
N15.HOG0000171	OG0000006	n136										DANRE06497														
N15.HOG0000172	OG0000006	n137					ASTMX04345					DANRE08940							ORYLA03595							
N15.HOG0000173	OG0000006	n156					ASTMX11700					DANRE07561, DANRE07562							ORYLA03421							
N15.HOG0000174	OG0000006	n164					ASTMX00138					DANRE42479, DANRE42480							ORYLA09483							
N15.HOG0000175	OG0000006	n169										DANRE07564														
N15.HOG0000176	OG0000006	n176					ASTMX03791, ASTMX03123					DANRE18291, DANRE26970, DANRE26971, DANRE18292							ORYLA13382							
N15.HOG0000177	OG0000006	n215					ASTMX12191, ASTMX07931					DANRE20396, DANRE24336							ORYLA09038							
N15.HOG0000178	OG0000006	n257					ASTMX15917					DANRE40393							ORYLA15680							
N15.HOG0000179	OG0000006	n261					ASTMX06292					DANRE12604							ORYLA07217							
N15.HOG0000180	OG0000006	n268					ASTMX15319					DANRE38227, DANRE13192, DANRE13191							ORYLA12345, ORYLA14784							
N15.HOG0000181	OG0000006	n293					ASTMX03256					DANRE11213, DANRE11212														
N15.HOG0000182	OG0000006	n300					ASTMX09680					DANRE11601							ORYLA10511, ORYLA11827							
N15.HOG0000183	OG0000006	n315					ASTMX14682, ASTMX19702					DANRE30064, DANRE15483							ORYLA16517							
N15.HOG0000184	OG0000006	n343										DANRE30060							ORYLA16515							
N15.HOG0000185	OG0000006	n359					ASTMX21126, ASTMX03352					DANRE19266, DANRE19265, DANRE34833, DANRE34834							ORYLA17394							
N15.HOG0000186	OG0000006	n401					ASTMX06644					DANRE05395							ORYLA05082							
N15.HOG0000187	OG0000006	n450					ASTMX04941					DANRE20981							ORYLA13656							
N15.HOG0000188	OG0000006	n452					ASTMX20531					DANRE28318							ORYLA07153							
N15.HOG0000189	OG0000006	n454					ASTMX03398					DANRE19321							ORYLA02533							
N15.HOG0000190	OG0000006	n459					ASTMX04477, ASTMX07342					DANRE29642, DANRE29641														
N15.HOG0000191	OG0000006	n494					ASTMX03759					DANRE07087, DANRE07088							ORYLA20473							
N15.HOG0000192	OG0000006	n506					ASTMX02775					DANRE04631, DANRE04632							ORYLA04673							
N15.HOG0000193	OG0000006	n513					ASTMX15412					DANRE20580							ORYLA03873							
N15.HOG0000194	OG0000006	n526					ASTMX14827					DANRE11156														
N15.HOG0000195	OG0000006	n530										DANRE11155														
N15.HOG0000196	OG0000006	n568					ASTMX12518					DANRE34403							ORYLA03827							
N15.HOG0000197	OG0000006	n570					ASTMX16515					DANRE08961							ORYLA03500							
N15.HOG0000198	OG0000006	n575										DANRE11849							ORYLA10460							
N15.HOG0000199	OG0000006	n580										DANRE11850														
N15.HOG0000200	OG0000006	n581					ASTMX08479, ASTMX15103																			
N15.HOG0000201	OG0000006	n582					ASTMX11575, ASTMX03265					DANRE16704, DANRE11329							ORYLA00215, ORYLA04762							
N15.HOG0000202	OG0000006	n606					ASTMX10604					DANRE04654, DANRE04655							ORYLA04691							
N15.HOG0000203	OG0000006	n626					ASTMX08947					DANRE18618														
N15.HOG0000204	OG0000006	n649					ASTMX16006					DANRE35252							ORYLA03542							
N15.HOG0000205	OG0000007	n13					ASTMX14980					DANRE26275							ORYLA13334							
N15.HOG0000206	OG0000007	n18										DANRE17982														
N15.HOG0000207	OG0000007	n53					ASTMX05134, ASTMX21314					DANRE38320, DANRE26009							ORYLA14937							
N15.HOG0000208	OG0000007	n60					ASTMX12498					DANRE40798, DANRE40799							ORYLA17526							
N15.HOG0000209	OG0000007	n88					ASTMX08829					DANRE07019, DANRE07017, DANRE07018														
N15.HOG0000210	OG0000007	n92					ASTMX06316					DANRE13390							ORYLA03070							
N15.HOG0000211	OG0000007	n97					ASTMX09513, ASTMX01251					DANRE11787, DANRE11788							ORYLA10601							
N15.HOG0000212	OG0000007	n106					ASTMX08102					DANRE10909, DANRE10908							ORYLA19360							
N15.HOG0000213	OG0000007	n140																	ORYLA00267							
N15.HOG0000214	OG0000007	n151					ASTMX21418					DANRE40583							ORYLA17457							
N15.HOG0000215	OG0000007	n156					ASTMX05483					DANRE36378							ORYLA13245							
N15.HOG0000216	OG0000007	n166					ASTMX17351					DANRE29354														
N15.HOG0000217	OG0000007	n168					ASTMX12390					DANRE34325							ORYLA02416							
N15.HOG0000218	OG0000007	n171					ASTMX04000					DANRE40143							ORYLA13595							
N15.HOG0000219	OG0000007	n182					ASTMX22657					DANRE16014, DANRE16015							ORYLA00451							
N15.HOG0000220	OG0000007	n188										DANRE40142							ORYLA13596							
N15.HOG0000221	OG0000007	n192					ASTMX04001																			
N15.HOG0000222	OG0000007	n212					ASTMX22264, ASTMX09321					DANRE07035, DANRE20085														
N15.HOG0000223	OG0000007	n218					ASTMX14799					DANRE04871							ORYLA10719							
N15.HOG0000224	OG0000007	n225					ASTMX12582					DANRE04210														
N15.HOG0000225	OG0000007	n233					ASTMX21073, ASTMX16179					DANRE23214, DANRE28394, DANRE07751, DANRE07750							ORYLA18472, ORYLA15644							
N15.HOG0000226	OG0000007	n251										DANRE12664							ORYLA15197							
N15.HOG0000227	OG0000007	n265					ASTMX07688					DANRE03566							ORYLA07783							
N15.HOG0000228	OG0000007	n278					ASTMX20070					DANRE03447							ORYLA09030							
N15.HOG0000229	OG0000007	n294					ASTMX22376, ASTMX11119					DANRE26278, DANRE26279, DANRE17980, DANRE17979														
N15.HOG0000230	OG0000007	n324					ASTMX14979					DANRE26277							ORYLA13335							
N15.HOG0000231	OG0000007	n329					ASTMX11120					DANRE17981							ORYLA07003							
N15.HOG0000232	OG0000007	n331					ASTMX02564					DANRE12992, DANRE12991							ORYLA12464							
N15.HOG0000233	OG0000007	n368										DANRE21702							ORYLA13010							
N15.HOG0000234	OG0000007	n385										DANRE03039														
N15.HOG0000235	OG0000007	n412					ASTMX18062					DANRE08320							ORYLA03471							
N15.HOG0000236	OG0000007	n417					ASTMX21262					DANRE33659							ORYLA17615							
N15.HOG0000237	OG0000007	n449					ASTMX11815					DANRE06830							ORYLA01042							
N15.HOG0000238	OG0000007	n458										DANRE11124, DANRE11125														
N15.HOG0000239	OG0000007	n461										DANRE11123														
N15.HOG0000240	OG0000007	n464					ASTMX08093					DANRE17691, DANRE17692														
N15.HOG0000241	OG0000007	n466					ASTMX06558, ASTMX19375					DANRE03760, DANRE05908							ORYLA05164							
N15.HOG0000242	OG0000007	n495					ASTMX04966					DANRE30028							ORYLA00561							
N15.HOG0000243	OG0000007	n499					ASTMX11650					DANRE03038, DANRE28801							ORYLA16283, ORYLA08278							
N15.HOG0000244	OG0000007	n530					ASTMX18779					DANRE30495							ORYLA16317							
N15.HOG0000245	OG0000007	n535					ASTMX07711					DANRE03657, DANRE03658														
N15.HOG0000246	OG0000007	n590					ASTMX15846					DANRE02453														
N15.HOG0000247	OG0000007	n595																	ORYLA15605							
N15.HOG0000248	OG0000007	n599					ASTMX15847												ORYLA13871							
N15.HOG0000249	OG0000007	n601					ASTMX10097					DANRE09326, DANRE09325							ORYLA05828							
N15.HOG0000250	OG0000007	n616					ASTMX10986					DANRE11519, DANRE13255							ORYLA10158							
N15.HOG0000251	OG0000007	n622					ASTMX01681, ASTMX08450					DANRE02905, DANRE04393							ORYLA04736							
N15.HOG0000252	OG0000008	n13					ASTMX21956					DANRE27059							ORYLA06372							
N15.HOG0000253	OG0000008	n20					ASTMX05481					DANRE36385, DANRE36384, DANRE36386, DANRE36383							ORYLA06647, ORYLA13248							
N15.HOG0000254	OG0000008	n172					ASTMX19143, ASTMX19134, ASTMX19135, ASTMX19136					DANRE17182, DANRE17185, DANRE17179, DANRE17183, DANRE17180, DANRE17181, DANRE17184, DANRE17186, DANRE17168, DANRE17176, DANRE17177, DANRE17187, DANRE17191, DANRE17174, DANRE17196, DANRE17190, DANRE17175, DANRE17194, DANRE17193, DANRE17195, DANRE17189, DANRE17188							ORYLA19926, ORYLA19925, ORYLA18489, ORYLA19927, ORYLA18477							
N15.HOG0000255	OG0000008	n202					ASTMX19133, ASTMX14439												ORYLA00582							
N15.HOG0000256	OG0000008	n229					ASTMX13345, ASTMX11364					DANRE34310							ORYLA02437							
N15.HOG0000257	OG0000008	n236										DANRE39865							ORYLA18129							
N15.HOG0000258	OG0000008	n501					ASTMX13129																			
N15.HOG0000259	OG0000008	n505										DANRE15160, DANRE15161							ORYLA01591							
N15.HOG0000260	OG0000008	n507										DANRE09428							ORYLA05589							
N15.HOG0000261	OG0000008	n508										DANRE27450, DANRE27451, DANRE27453, DANRE27452							ORYLA06938							
N15.HOG0000262	OG0000008	n523																	ORYLA18857							
N15.HOG0000263	OG0000008	n555					ASTMX09448					DANRE36653							ORYLA13726							
N15.HOG0000264	OG0000008	n560					ASTMX03057					DANRE31436, DANRE25708, DANRE25705, DANRE25707, DANRE25706							ORYLA15066, ORYLA11025							
N15.HOG0000265	OG0000008	n601										DANRE15525														
N15.HOG0000266	OG0000008	n605					ASTMX05709					DANRE41005, DANRE41006							ORYLA15397							
N15.HOG0000267	OG0000008	n615					ASTMX11795					DANRE06800							ORYLA19119							
N15.HOG0000268	OG0000008	n617																	ORYLA01388							
N15.HOG0000269	OG0000008	n620					ASTMX08222					DANRE00802														
N15.HOG0000270	OG0000008	n622					ASTMX03297, ASTMX08955					DANRE18586							ORYLA01552, ORYLA11813							
N15.HOG0000271	OG0000010	n40					ASTMX18922					DANRE21116, DANRE21115							ORYLA14018							
N15.HOG0000272	OG0000010	n43										DANRE21125, DANRE21126							ORYLA14016, ORYLA14015, ORYLA14017							
N15.HOG0000273	OG0000010	n47					ASTMX18921					DANRE21124, DANRE21123, DANRE21122, DANRE21119, DANRE21117, DANRE21118, DANRE21127, DANRE21136														
N15.HOG0000274	OG0000010	n55					ASTMX10678					DANRE33958, DANRE33959							ORYLA17718							
N15.HOG0000275	OG0000010	n66					ASTMX08865					DANRE40235, DANRE40234							ORYLA15599							
N15.HOG0000276	OG0000010	n69					ASTMX08864					DANRE40232, DANRE40233							ORYLA15600							
N15.HOG0000277	OG0000010	n84					ASTMX01945					DANRE21135														
N15.HOG0000278	OG0000010	n122					ASTMX00210, ASTMX00597, ASTMX00598					DANRE38562, DANRE38564, DANRE38563														
N15.HOG0000279	OG0000010	n129					ASTMX00209																			
N15.HOG0000280	OG0000010	n134					ASTMX19981					DANRE08709, DANRE08676, DANRE08677, DANRE08708							ORYLA05561							
N15.HOG0000281	OG0000010	n172					ASTMX21265					DANRE28016, DANRE28015, DANRE28014							ORYLA06892							
N15.HOG0000282	OG0000010	n176										DANRE30968							ORYLA19685, ORYLA19686							
N15.HOG0000283	OG0000010	n180										DANRE25470							ORYLA18252							
N15.HOG0000284	OG0000010	n237										DANRE39463, DANRE39462														
N15.HOG0000285	OG0000010	n253					ASTMX18619					DANRE21309, DANRE21308							ORYLA09104, ORYLA13024							
N15.HOG0000286	OG0000010	n273					ASTMX02979												ORYLA06010							
N15.HOG0000287	OG0000010	n278					ASTMX12532, ASTMX19555					DANRE34456, DANRE07824							ORYLA03414							
N15.HOG0000288	OG0000010	n314					ASTMX07329					DANRE29658, DANRE03180, DANRE03179							ORYLA07950							
