HOG	OG	Gene Tree Parent Clade	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
N14.HOG0000158	OG0000006	n129													HUMAN22351		MOUSE36359								XENTR03474, XENTR03473	
N14.HOG0000159	OG0000006	n136															MOUSE36360									
N14.HOG0000160	OG0000006	n137													HUMAN05133		MOUSE45321								XENTR14730	
N14.HOG0000161	OG0000006	n156													HUMAN21718		MOUSE29952, MOUSE29953								XENTR03090	
N14.HOG0000162	OG0000006	n164													HUMAN29537										XENTR09060	
N14.HOG0000163	OG0000006	n169															MOUSE29955									
N14.HOG0000164	OG0000006	n184													HUMAN02118		MOUSE24072, MOUSE24070, MOUSE24071								XENTR03954	
N14.HOG0000165	OG0000006	n195													HUMAN29294		MOUSE25672, MOUSE25673								XENTR14945	
N14.HOG0000166	OG0000006	n215													HUMAN29691		MOUSE54497								XENTR03689	
N14.HOG0000167	OG0000006	n257													HUMAN01388		MOUSE31158									
N14.HOG0000168	OG0000006	n261													HUMAN06884		MOUSE02096, MOUSE02095, MOUSE02097								XENTR00399	
N14.HOG0000169	OG0000006	n268													HUMAN04380		MOUSE27112, MOUSE27111								XENTR09859	
N14.HOG0000170	OG0000006	n293													HUMAN18782, HUMAN18784, HUMAN18783		MOUSE28165								XENTR09947	
N14.HOG0000171	OG0000006	n300													HUMAN08640		MOUSE07632, MOUSE07631								XENTR11692	
N14.HOG0000172	OG0000006	n315													HUMAN25905		MOUSE38532, MOUSE38531								XENTR11329	
N14.HOG0000173	OG0000006	n359													HUMAN23524		MOUSE10280								XENTR15046	
N14.HOG0000174	OG0000006	n401													HUMAN03111		MOUSE11440, MOUSE11438, MOUSE11439								XENTR13548	
N14.HOG0000175	OG0000006	n435													HUMAN14338											
N14.HOG0000176	OG0000006	n446													HUMAN14017		MOUSE19675									
N14.HOG0000177	OG0000006	n448																							XENTR15729	
N14.HOG0000178	OG0000006	n454																							XENTR08627	
N14.HOG0000179	OG0000006	n494													HUMAN22793, HUMAN22791, HUMAN22792		MOUSE31507, MOUSE31506, MOUSE31503, MOUSE31505, MOUSE31501								XENTR04854	
N14.HOG0000180	OG0000006	n506													HUMAN03581		MOUSE21233, MOUSE21234								XENTR07280	
N14.HOG0000181	OG0000006	n513													HUMAN23822		MOUSE09568, MOUSE09567								XENTR07527	
N14.HOG0000182	OG0000006	n526													HUMAN08856		MOUSE08011								XENTR07719	
N14.HOG0000183	OG0000006	n530													HUMAN19716		MOUSE15296									
N14.HOG0000184	OG0000006	n567																							XENTR12339	
N14.HOG0000185	OG0000006	n575													HUMAN08442		MOUSE11795, MOUSE11796								XENTR03854	
N14.HOG0000186	OG0000006	n580															MOUSE11797									
N14.HOG0000187	OG0000006	n584															MOUSE11799, MOUSE11800								XENTR12781	
N14.HOG0000188	OG0000006	n586													HUMAN17032		MOUSE02988, MOUSE02987									
N14.HOG0000189	OG0000006	n594													HUMAN15898		MOUSE42610, MOUSE42611, MOUSE42608, MOUSE42609									
N14.HOG0000190	OG0000006	n606													HUMAN24331		MOUSE03398									
N14.HOG0000191	OG0000006	n629																							XENTR18680, XENTR15398	
N14.HOG0000192	OG0000006	n631													HUMAN16426, HUMAN23135											
N14.HOG0000193	OG0000006	n649													HUMAN12248		MOUSE04696								XENTR16538, XENTR16537, XENTR09455	
N14.HOG0000194	OG0000007	n13													HUMAN24418		MOUSE09063								XENTR04989	
N14.HOG0000195	OG0000007	n18													HUMAN11538		MOUSE49748								XENTR07641	
N14.HOG0000196	OG0000007	n30													HUMAN18816		MOUSE28251									
N14.HOG0000197	OG0000007	n53													HUMAN09570		MOUSE51845								XENTR10435	
N14.HOG0000198	OG0000007	n60													HUMAN28803		MOUSE20686									
N14.HOG0000199	OG0000007	n92													HUMAN15831		MOUSE42742									
N14.HOG0000200	OG0000007	n97													HUMAN18759		MOUSE28113, MOUSE28115, MOUSE28114								XENTR08906	
N14.HOG0000201	OG0000007	n106													HUMAN08323		MOUSE07122								XENTR06676	
N14.HOG0000202	OG0000007	n143													HUMAN28730, HUMAN28754, HUMAN28742, HUMAN28745, HUMAN28436, HUMAN17539		MOUSE20752									
N14.HOG0000203	OG0000007	n151																							XENTR07000, XENTR07001	
N14.HOG0000204	OG0000007	n156													HUMAN01097		MOUSE33185								XENTR00358	
N14.HOG0000205	OG0000007	n162													HUMAN23486, HUMAN00971		MOUSE10368, MOUSE33510									
N14.HOG0000206	OG0000007	n168																							XENTR05826	
N14.HOG0000207	OG0000007	n171																							XENTR00041	
N14.HOG0000208	OG0000007	n182													HUMAN28936		MOUSE32557								XENTR08678	
N14.HOG0000209	OG0000007	n188																							XENTR00040	
N14.HOG0000210	OG0000007	n192													HUMAN00970		MOUSE33511									
N14.HOG0000211	OG0000007	n212													HUMAN24202		MOUSE03187								XENTR10333	
N14.HOG0000212	OG0000007	n218													HUMAN17278		MOUSE40199, MOUSE40198								XENTR09768, XENTR09769	
N14.HOG0000213	OG0000007	n225													HUMAN03780		MOUSE46807								XENTR02009	
N14.HOG0000214	OG0000007	n233													HUMAN21567		MOUSE52320								XENTR03222	
N14.HOG0000215	OG0000007	n251													HUMAN11539		MOUSE49749								XENTR07642	
N14.HOG0000216	OG0000007	n265															MOUSE38483									
N14.HOG0000217	OG0000007	n278													HUMAN28408		MOUSE13954								XENTR11347, XENTR18406	
N14.HOG0000218	OG0000007	n294													HUMAN24416		MOUSE09061								XENTR04991	
N14.HOG0000219	OG0000007	n323													HUMAN24417		MOUSE09062								XENTR04990	
N14.HOG0000220	OG0000007	n331													HUMAN11533		MOUSE49739								XENTR05942	
N14.HOG0000221	OG0000007	n385													HUMAN13635		MOUSE38585									
N14.HOG0000222	OG0000007	n412													HUMAN12258		MOUSE04689								XENTR09461	
N14.HOG0000223	OG0000007	n417													HUMAN07103		MOUSE37388								XENTR01137	
N14.HOG0000224	OG0000007	n425													HUMAN07102											
N14.HOG0000225	OG0000007	n453													HUMAN08775, HUMAN08776											
N14.HOG0000226	OG0000007	n458															MOUSE07862, MOUSE07863									
N14.HOG0000227	OG0000007	n461													HUMAN08774		MOUSE07860								XENTR03031	
N14.HOG0000228	OG0000007	n466													HUMAN16949		MOUSE18809, MOUSE18808, MOUSE18807								XENTR06562	
N14.HOG0000229	OG0000007	n495													HUMAN25936		MOUSE38586									
N14.HOG0000230	OG0000007	n499													HUMAN13634		MOUSE06525								XENTR16583	
N14.HOG0000231	OG0000007	n530													HUMAN13395		MOUSE06204								XENTR07405	
N14.HOG0000232	OG0000007	n535																							XENTR01816	
N14.HOG0000233	OG0000007	n590													HUMAN00818		MOUSE33792, MOUSE33790								XENTR09232	
N14.HOG0000234	OG0000007	n595															MOUSE33791, MOUSE33794, MOUSE33789, MOUSE33793									
N14.HOG0000235	OG0000007	n599													HUMAN00819											
N14.HOG0000236	OG0000007	n601													HUMAN05935		MOUSE41340, MOUSE41339								XENTR15271	
N14.HOG0000237	OG0000007	n608													HUMAN08248		MOUSE07031, MOUSE07030									
N14.HOG0000238	OG0000008	n6															MOUSE25500									
N14.HOG0000239	OG0000008	n13													HUMAN14538		MOUSE17513, MOUSE17514								XENTR11531, XENTR11530	
N14.HOG0000240	OG0000008	n20													HUMAN01095		MOUSE33182								XENTR00356	
N14.HOG0000241	OG0000008	n168													HUMAN12190		MOUSE03822, MOUSE03823								XENTR18145, XENTR18144, XENTR18146, XENTR18147	
N14.HOG0000242	OG0000008	n212													HUMAN29311, HUMAN29312		MOUSE25728								XENTR07747	
N14.HOG0000243	OG0000008	n327													HUMAN29384, HUMAN29385, HUMAN29383, HUMAN00569		MOUSE25499, MOUSE25498, MOUSE25349								XENTR15138, XENTR01868, XENTR01869, XENTR18973, XENTR01867, XENTR06000, XENTR06001, XENTR05999, XENTR06002, XENTR18538, XENTR06119, XENTR06121, XENTR06120, XENTR06118, XENTR06122, XENTR06117, XENTR06116, XENTR06128, XENTR06124, XENTR06123, XENTR06133, XENTR06127, XENTR06131, XENTR06132, XENTR06129, XENTR06126, XENTR06125	
N14.HOG0000244	OG0000008	n489																							XENTR00105	
N14.HOG0000245	OG0000008	n523													HUMAN14600		MOUSE50311									
N14.HOG0000246	OG0000008	n555																							XENTR02826	
N14.HOG0000247	OG0000008	n560													HUMAN26474		MOUSE35409								XENTR02855	
N14.HOG0000248	OG0000008	n601													HUMAN22971		MOUSE30083									
N14.HOG0000249	OG0000008	n605													HUMAN00243		MOUSE34799								XENTR14482	
N14.HOG0000250	OG0000008	n614													HUMAN27485		MOUSE48084								XENTR14453	
N14.HOG0000251	OG0000008	n620																							XENTR08824	
N14.HOG0000252	OG0000008	n622																							XENTR15536	
N14.HOG0000253	OG0000009	n251																							XENTR08209	
N14.HOG0000254	OG0000009	n604																							XENTR07693	
N14.HOG0000255	OG0000009	n607																							XENTR08321, XENTR13550	
N14.HOG0000256	OG0000010	n6															MOUSE46557									
N14.HOG0000257	OG0000010	n16													HUMAN16120		MOUSE43879									
N14.HOG0000258	OG0000010	n31													HUMAN06424		MOUSE14749								XENTR03796, XENTR03794, XENTR03795, XENTR03797	
N14.HOG0000259	OG0000010	n55													HUMAN00318, HUMAN00317		MOUSE34626									
N14.HOG0000260	OG0000010	n61													HUMAN00316		MOUSE34625, MOUSE34624								XENTR17402, XENTR17403, XENTR17056, XENTR19172	
N14.HOG0000261	OG0000010	n75													HUMAN00439, HUMAN00440, HUMAN00441		MOUSE34426, MOUSE34427								XENTR17234, XENTR17233, XENTR17232, XENTR17230, XENTR17231	
N14.HOG0000262	OG0000010	n84																							XENTR19048	
N14.HOG0000263	OG0000010	n122																							XENTR06633	
N14.HOG0000264	OG0000010	n129																							XENTR06635, XENTR06634	
N14.HOG0000265	OG0000010	n131													HUMAN11412, HUMAN11410, HUMAN11411		MOUSE49605									
N14.HOG0000266	OG0000010	n134													HUMAN11268		MOUSE49413									
N14.HOG0000267	OG0000010	n154																							XENTR14832, XENTR09844, XENTR05875	
N14.HOG0000268	OG0000010	n163													HUMAN18382		MOUSE22876									
N14.HOG0000269	OG0000010	n180													HUMAN20806, HUMAN20807		MOUSE16882, MOUSE16884, MOUSE16883, MOUSE16885, MOUSE16872, MOUSE16871, MOUSE17060, MOUSE17058, MOUSE53049									
N14.HOG0000270	OG0000010	n198																							XENTR08588	
N14.HOG0000271	OG0000010	n237															MOUSE09529									
N14.HOG0000272	OG0000010	n253													HUMAN14278										XENTR13805	
N14.HOG0000273	OG0000010	n273															MOUSE36610, MOUSE36609								XENTR08285, XENTR08284	
N14.HOG0000274	OG0000010	n278																							XENTR12501, XENTR02618	
N14.HOG0000275	OG0000010	n289																							XENTR13366, XENTR13367, XENTR13368	
N14.HOG0000276	OG0000010	n292													HUMAN10343		MOUSE16873									
N14.HOG0000277	OG0000010	n295													HUMAN10940		MOUSE46556								XENTR13360	
N14.HOG0000278	OG0000010	n297													HUMAN10342		MOUSE16866								XENTR13363, XENTR18987, XENTR13365, XENTR13362, XENTR13361, XENTR14666, XENTR14667	
N14.HOG0000279	OG0000010	n305													HUMAN10337		MOUSE16888								XENTR13349, XENTR15864, XENTR13352, XENTR13346, XENTR13354, XENTR13358, XENTR13359	
N14.HOG0000280	OG0000010	n366													HUMAN06405, HUMAN06406		MOUSE14717								XENTR04584, XENTR06998, XENTR03807	
N14.HOG0000281	OG0000010	n469													HUMAN16109, HUMAN16111, HUMAN16121, HUMAN16110, HUMAN16122, HUMAN16101, HUMAN16115		MOUSE43880, MOUSE43876, MOUSE43866, MOUSE43868, MOUSE43865, MOUSE43883, MOUSE43882, MOUSE43870, MOUSE43871								XENTR15256, XENTR18623, XENTR15257, XENTR19183, XENTR15255, XENTR15237, XENTR11415, XENTR11414, XENTR18631, XENTR16282, XENTR15239, XENTR15238	
N14.HOG0000282	OG0000010	n501													HUMAN27128, HUMAN27130, HUMAN27129, HUMAN28616, HUMAN28615		MOUSE39501, MOUSE39500, MOUSE39499, MOUSE39528, MOUSE39527, MOUSE39532, MOUSE39534, MOUSE39533, MOUSE39531, MOUSE39530, MOUSE39535, MOUSE39529, MOUSE39498								XENTR18247, XENTR18250, XENTR18923, XENTR18245, XENTR18246, XENTR18248	
N14.HOG0000283	OG0000010	n532																							XENTR18249	
N14.HOG0000284	OG0000010	n545															MOUSE12661									
