HOG	OG	Gene Tree Parent Clade	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
N10.HOG0000057	OG0000000	n732					ASTMX05321, ASTMX20111					DANRE23433			HUMAN06518		MOUSE14890, MOUSE14891		ORYLA15776						XENTR08542	
N10.HOG0000058	OG0000000	n740					ASTMX16051					DANRE29249			HUMAN12899		MOUSE05218		ORYLA17162						XENTR10851	
N10.HOG0000059	OG0000000	n746					ASTMX12038					DANRE41434							ORYLA09898						XENTR07169	
N10.HOG0000060	OG0000000	n749					ASTMX20162					DANRE14335													XENTR03335	
N10.HOG0000061	OG0000000	n767					ASTMX01437					DANRE29247, DANRE03838			HUMAN12900		MOUSE05217		ORYLA08248							
N10.HOG0000062	OG0000000	n772																	ORYLA17161						XENTR10852	
N10.HOG0000063	OG0000000	n773					ASTMX20161					DANRE14338			HUMAN26100		MOUSE39807								XENTR03334	
N10.HOG0000064	OG0000000	n777					ASTMX20110					DANRE23432, DANRE23431			HUMAN06519		MOUSE14885		ORYLA15775						XENTR08541	
N10.HOG0000065	OG0000000	n796					ASTMX17422, ASTMX12684, ASTMX17005					DANRE38770, DANRE41587, DANRE15352, DANRE15353			HUMAN27325		MOUSE35589, MOUSE35590		ORYLA09198, ORYLA12232						XENTR06295	
N10.HOG0000066	OG0000000	n808													HUMAN27326				ORYLA10052						XENTR04184	
N10.HOG0000067	OG0000000	n836					ASTMX01447					DANRE03853, DANRE03854			HUMAN12743		MOUSE05644		ORYLA08225							
N10.HOG0000068	OG0000000	n841					ASTMX00835, ASTMX16253					DANRE14679, DANRE08590			HUMAN26016		MOUSE06967		ORYLA06162						XENTR03185	
N10.HOG0000069	OG0000000	n866					ASTMX20873					DANRE06002			HUMAN22154		MOUSE36056		ORYLA14471						XENTR12464	
N10.HOG0000070	OG0000000	n871					ASTMX04077, ASTMX07972					DANRE20421, DANRE06649			HUMAN24253		MOUSE09425								XENTR08726	
N10.HOG0000071	OG0000000	n877					ASTMX05835, ASTMX11919					DANRE05182, DANRE16636					MOUSE46881		ORYLA05095							
N10.HOG0000072	OG0000000	n882																	ORYLA19386, ORYLA19387							
N10.HOG0000073	OG0000000	n893					ASTMX08519					DANRE11732			HUMAN08317		MOUSE07113		ORYLA10061						XENTR06680	
N10.HOG0000074	OG0000000	n898					ASTMX09510, ASTMX01253					DANRE11786, DANRE11785, DANRE18799			HUMAN18755		MOUSE28108		ORYLA11798						XENTR12982	
N10.HOG0000075	OG0000000	n930					ASTMX05324, ASTMX20107					DANRE23427			HUMAN06516		MOUSE14887		ORYLA15773, ORYLA15772						XENTR08538	
N10.HOG0000076	OG0000000	n937					ASTMX12036					DANRE41435			HUMAN26103, HUMAN17903		MOUSE39814, MOUSE26488		ORYLA09896						XENTR03331, XENTR07171	
N10.HOG0000077	OG0000000	n945					ASTMX16047					DANRE29239, DANRE29238			HUMAN12905		MOUSE05211		ORYLA17158						XENTR10855, XENTR10856	
N10.HOG0000078	OG0000000	n952					ASTMX01904, ASTMX20160					DANRE09539							ORYLA05618, ORYLA01824, ORYLA01826							
N10.HOG0000079	OG0000000	n957																	ORYLA04682						XENTR08537	
N10.HOG0000080	OG0000000	n960					ASTMX01905					DANRE09538			HUMAN26104		MOUSE39816		ORYLA01827, ORYLA05617						XENTR03330	
N10.HOG0000081	OG0000000	n966					ASTMX20159					DANRE29237					MOUSE39817									
N10.HOG0000082	OG0000000	n1031					ASTMX08795					DANRE06945, DANRE06944			HUMAN30050		MOUSE54681		ORYLA01029						XENTR00687	
N10.HOG0000083	OG0000000	n1039					ASTMX17999					DANRE20512			HUMAN24067		MOUSE19588								XENTR13779	
N10.HOG0000084	OG0000000	n1043					ASTMX15569								HUMAN07515		MOUSE38796									
N10.HOG0000085	OG0000000	n1046										DANRE24055					MOUSE42582		ORYLA04630							
N10.HOG0000086	OG0000000	n1074					ASTMX16045					DANRE29235, DANRE29234							ORYLA17155							
N10.HOG0000087	OG0000000	n1078					ASTMX20156					DANRE14325, DANRE14326			HUMAN26107		MOUSE39822		ORYLA01830						XENTR03327	
N10.HOG0000088	OG0000000	n1084					ASTMX12031					DANRE41441			HUMAN17898		MOUSE26482, MOUSE26483		ORYLA09892						XENTR07175	
N10.HOG0000089	OG0000000	n1100					ASTMX17267					DANRE41165			HUMAN27579		MOUSE12761		ORYLA17729						XENTR01971	
N10.HOG0000090	OG0000000	n1113					ASTMX11612					DANRE05977			HUMAN22230		MOUSE36110		ORYLA00932						XENTR14936	
N10.HOG0000091	OG0000000	n1118					ASTMX02802					DANRE05743													XENTR09546	
N10.HOG0000092	OG0000000	n1145					ASTMX17266					DANRE41166			HUMAN27580		MOUSE12760								XENTR01972	
N10.HOG0000093	OG0000000	n1151					ASTMX02801					DANRE05745, DANRE05744			HUMAN03523		MOUSE21123		ORYLA05045						XENTR09547	
N10.HOG0000094	OG0000000	n1157					ASTMX07975					DANRE06657			HUMAN24243		MOUSE17205		ORYLA01322						XENTR08722	
N10.HOG0000095	OG0000000	n1184					ASTMX09511					DANRE11796, DANRE11795			HUMAN18756		MOUSE28110		ORYLA10603						XENTR12981	
N10.HOG0000096	OG0000000	n1190										DANRE18798					MOUSE28109									
N10.HOG0000097	OG0000000	n1191					ASTMX08520								HUMAN08319		MOUSE07114		ORYLA10060						XENTR06679	
N10.HOG0000098	OG0000001	n157															MOUSE47436									
N10.HOG0000099	OG0000001	n162													HUMAN01493, HUMAN01492		MOUSE30906								XENTR19191, XENTR05335, XENTR05334	
N10.HOG0000100	OG0000001	n265															MOUSE47424, MOUSE47422								XENTR06490	
N10.HOG0000101	OG0000001	n286																	ORYLA01580							
N10.HOG0000102	OG0000001	n299					ASTMX18932																			
N10.HOG0000103	OG0000001	n330													HUMAN03140, HUMAN03346		MOUSE11565, MOUSE20858, MOUSE11567								XENTR04259	
N10.HOG0000104	OG0000001	n373										DANRE16953, DANRE16962, DANRE16961, DANRE16955, DANRE16957, DANRE16959, DANRE16956, DANRE16954, DANRE16958, DANRE16960, DANRE28471														
N10.HOG0000105	OG0000001	n386																							XENTR06493, XENTR06495, XENTR06496, XENTR06491, XENTR06492, XENTR06498, XENTR04248, XENTR04247	
N10.HOG0000106	OG0000001	n397													HUMAN14514, HUMAN14515		MOUSE47437, MOUSE47438, MOUSE47439, MOUSE47434, MOUSE47432, MOUSE47431, MOUSE47433, MOUSE47430, MOUSE47429, MOUSE47425, MOUSE47427, MOUSE47426, MOUSE47428, MOUSE47435		ORYLA00821, ORYLA00820, ORYLA00819							
N10.HOG0000107	OG0000001	n415													HUMAN14863				ORYLA06087, ORYLA01582, ORYLA19233, ORYLA01576							
N10.HOG0000108	OG0000001	n419					ASTMX15290, ASTMX15291, ASTMX13895, ASTMX18565, ASTMX22524, ASTMX22234, ASTMX22345, ASTMX22092, ASTMX21890, ASTMX21891, ASTMX22091, ASTMX22847					DANRE00718, DANRE00765, DANRE00766, DANRE00769, DANRE00768, DANRE00812, DANRE00809, DANRE00810, DANRE00811, DANRE03280, DANRE00762, DANRE00763, DANRE00764, DANRE00767														
N10.HOG0000109	OG0000001	n444					ASTMX17871, ASTMX09144, ASTMX18984, ASTMX22258, ASTMX21790, ASTMX18492, ASTMX00884					DANRE14857, DANRE09569, DANRE13671, DANRE13664, DANRE13665, DANRE13666, DANRE13667, DANRE13668, DANRE13663			HUMAN17113, HUMAN17112, HUMAN05942, HUMAN05938, HUMAN05925, HUMAN05943, HUMAN05944		MOUSE40449, MOUSE40448, MOUSE41355, MOUSE41354, MOUSE41356, MOUSE41348, MOUSE41347, MOUSE41353, MOUSE41346, MOUSE41352, MOUSE41351, MOUSE41343, MOUSE41361, MOUSE41362									
N10.HOG0000110	OG0000001	n480					ASTMX14749, ASTMX14750					DANRE13812							ORYLA01896, ORYLA01897							
N10.HOG0000111	OG0000001	n491					ASTMX14986, ASTMX22661, ASTMX20102, ASTMX19574, ASTMX19576, ASTMX19575, ASTMX10473					DANRE16475, DANRE16476, DANRE15519, DANRE42408, DANRE42394, DANRE42395, DANRE42396, DANRE18938, DANRE18937, DANRE18939, DANRE18936, DANRE18935, DANRE42412, DANRE42411, DANRE42410, DANRE42409, DANRE42413, DANRE42407, DANRE42405, DANRE42406							ORYLA01767, ORYLA01768, ORYLA01766, ORYLA07199, ORYLA07206, ORYLA07208, ORYLA07207							
N10.HOG0000112	OG0000001	n578					ASTMX07755												ORYLA02547							
N10.HOG0000113	OG0000001	n582					ASTMX07756								HUMAN14511		MOUSE47421, MOUSE47420, MOUSE47416, MOUSE47415, MOUSE47417, MOUSE47418, MOUSE47419									
N10.HOG0000114	OG0000001	n604					ASTMX07323					DANRE29550			HUMAN10621, HUMAN10623											
N10.HOG0000115	OG0000001	n703					ASTMX16759, ASTMX18180																			
N10.HOG0000116	OG0000002	n70					ASTMX13878					DANRE16673			HUMAN22770		MOUSE31557, MOUSE31558		ORYLA00438						XENTR12747	
N10.HOG0000117	OG0000002	n228					ASTMX20124					DANRE07411, DANRE07410			HUMAN03456, HUMAN03459, HUMAN03828, HUMAN03454, HUMAN03455, HUMAN03453, HUMAN15589, HUMAN15587, HUMAN15585, HUMAN15586, HUMAN15588		MOUSE20993, MOUSE21009, MOUSE21010, MOUSE21011, MOUSE21008, MOUSE21000, MOUSE21001, MOUSE20997, MOUSE20998, MOUSE21012, MOUSE21138, MOUSE21137, MOUSE20995, MOUSE20994, MOUSE43167, MOUSE43166, MOUSE43157, MOUSE43142, MOUSE43143, MOUSE43145, MOUSE43144, MOUSE43158, MOUSE43165, MOUSE43164, MOUSE43147, MOUSE43160, MOUSE43159		ORYLA03051						XENTR12310, XENTR12309, XENTR12000, XENTR09586, XENTR09587, XENTR12323, XENTR12325, XENTR12320, XENTR12319, XENTR12322, XENTR12321, XENTR12318, XENTR12317, XENTR12311, XENTR12314, XENTR12312, XENTR12313	
N10.HOG0000118	OG0000002	n286					ASTMX02317																		XENTR09131	
N10.HOG0000119	OG0000002	n287					ASTMX15953, ASTMX15955, ASTMX15957, ASTMX15958, ASTMX15959, ASTMX15956, ASTMX22714, ASTMX20120					DANRE23587, DANRE23585, DANRE23586, DANRE23582, DANRE23583, DANRE23578, DANRE23577, DANRE23584, DANRE23576, DANRE23575, DANRE23581, DANRE23580, DANRE23579, DANRE23573														
N10.HOG0000120	OG0000002	n346					ASTMX19248					DANRE38244, DANRE38242, DANRE38243			HUMAN04207, HUMAN20269		MOUSE45935, MOUSE45932, MOUSE45933, MOUSE45934, MOUSE45931, MOUSE14276, MOUSE14281, MOUSE14277, MOUSE14278, MOUSE14279, MOUSE14280, MOUSE14283, MOUSE14284		ORYLA12350						XENTR16022, XENTR06263, XENTR03914, XENTR03913, XENTR03939, XENTR03940, XENTR05151, XENTR03912	
N10.HOG0000121	OG0000002	n488					ASTMX14857, ASTMX14858, ASTMX14859					DANRE28829, DANRE28823, DANRE28819, DANRE28822, DANRE28825, DANRE28824, DANRE28826, DANRE28828, DANRE28827							ORYLA11640, ORYLA16693						XENTR16271, XENTR03602, XENTR03603, XENTR03601	
N10.HOG0000122	OG0000002	n505																	ORYLA11641						XENTR03577, XENTR03576, XENTR18928, XENTR18929, XENTR03582, XENTR03581, XENTR03583, XENTR03579, XENTR18721, XENTR03578, XENTR03589, XENTR03580, XENTR19167, XENTR18665, XENTR03594, XENTR03590, XENTR03591, XENTR03595, XENTR03584, XENTR03574, XENTR03585, XENTR03586, XENTR03587, XENTR03588, XENTR03593, XENTR03592, XENTR03575, XENTR03600, XENTR03596, XENTR03597, XENTR03599, XENTR18361, XENTR18362, XENTR18519, XENTR03598	
N10.HOG0000123	OG0000002	n540					ASTMX12466, ASTMX09748, ASTMX12460, ASTMX12465, ASTMX12461, ASTMX12462, ASTMX12463, ASTMX18376, ASTMX15952, ASTMX12459, ASTMX12467, ASTMX12468, ASTMX01931					DANRE17907, DANRE17906, DANRE17905, DANRE17904, DANRE17908, DANRE23589, DANRE23588, DANRE17903, DANRE17912, DANRE17913, DANRE17914, DANRE17918, DANRE17917, DANRE17916, DANRE17915, DANRE17919			HUMAN01080		MOUSE33135, MOUSE33132, MOUSE33133, MOUSE33131, MOUSE33130, MOUSE33134, MOUSE33136		ORYLA13465, ORYLA13463, ORYLA13464, ORYLA13468, ORYLA13466, ORYLA13469, ORYLA13571							
N10.HOG0000124	OG0000002	n617					ASTMX12464										MOUSE43163, MOUSE43162									
N10.HOG0000125	OG0000002	n620					ASTMX20125					DANRE28739			HUMAN20270		MOUSE33129		ORYLA03052, ORYLA16692							
N10.HOG0000126	OG0000002	n662										DANRE23574														
N10.HOG0000127	OG0000002	n671															MOUSE15413, MOUSE15412		ORYLA13467, ORYLA16691							
N10.HOG0000128	OG0000002	n726																							XENTR17667	
N10.HOG0000129	OG0000003	n2															MOUSE23092									
N10.HOG0000130	OG0000003	n188					ASTMX16763																			
N10.HOG0000131	OG0000003	n289										DANRE05700														
N10.HOG0000132	OG0000003	n357																	ORYLA18464							
N10.HOG0000133	OG0000003	n365										DANRE40137														
N10.HOG0000134	OG0000003	n367					ASTMX08462																			
N10.HOG0000135	OG0000003	n438															MOUSE23701, MOUSE23700		ORYLA05141							
N10.HOG0000136	OG0000003	n468													HUMAN18698		MOUSE08264									
N10.HOG0000137	OG0000003	n472					ASTMX04234																		XENTR17803	
N10.HOG0000138	OG0000003	n535													HUMAN10010											
N10.HOG0000139	OG0000003	n588																							XENTR03273	
N10.HOG0000140	OG0000003	n600													HUMAN02915											
N10.HOG0000141	OG0000003	n641					ASTMX08463																			
N10.HOG0000142	OG0000003	n649															MOUSE36184									
N10.HOG0000143	OG0000004	n5													HUMAN17550											
N10.HOG0000144	OG0000004	n12					ASTMX09901					DANRE17331			HUMAN27462, HUMAN27463, HUMAN27619		MOUSE12693, MOUSE12692								XENTR16872, XENTR15834	
N10.HOG0000145	OG0000004	n38					ASTMX21576					DANRE30388, DANRE30387, DANRE30389, DANRE30390			HUMAN13470		MOUSE06318, MOUSE06317, MOUSE06316		ORYLA16672							
N10.HOG0000146	OG0000004	n49													HUMAN27575		MOUSE21111								XENTR18073	
N10.HOG0000147	OG0000004	n76					ASTMX19416					DANRE02933														
N10.HOG0000148	OG0000004	n81					ASTMX13906					DANRE10231			HUMAN27464											
N10.HOG0000149	OG0000004	n124													HUMAN05920											
N10.HOG0000150	OG0000004	n149					ASTMX13606					DANRE41389, DANRE41390														
N10.HOG0000151	OG0000004	n272					ASTMX17274																			
N10.HOG0000152	OG0000004	n349					ASTMX22075					DANRE15804, DANRE15805			HUMAN22815		MOUSE31437								XENTR04878	
N10.HOG0000153	OG0000004	n354					ASTMX12117, ASTMX01551					DANRE05052, DANRE05051, DANRE04104, DANRE04103							ORYLA08163						XENTR07289, XENTR07290	
N10.HOG0000154	OG0000004	n533																							XENTR16281, XENTR16280, XENTR16356, XENTR16357	
N10.HOG0000155	OG0000004	n539																							XENTR07824, XENTR07823	
N10.HOG0000156	OG0000004	n541					ASTMX20045, ASTMX20996, ASTMX20716					DANRE31032, DANRE31033, DANRE31034, DANRE31044, DANRE31041, DANRE31047, DANRE31039, DANRE31031, DANRE31048, DANRE31046, DANRE31043, DANRE31042					MOUSE46906, MOUSE46905									
N10.HOG0000157	OG0000004	n557					ASTMX20994, ASTMX20995, ASTMX07153, ASTMX20993, ASTMX22082, ASTMX20044					DANRE30830, DANRE30828, DANRE30829, DANRE31045			HUMAN05919, HUMAN05921		MOUSE41373, MOUSE41374									
N10.HOG0000158	OG0000004	n570					ASTMX18447								HUMAN01911		MOUSE30144								XENTR07827, XENTR19087, XENTR07826	
N10.HOG0000159	OG0000004	n575										DANRE30832													XENTR18497	
N10.HOG0000160	OG0000004	n576					ASTMX09630					DANRE33319							ORYLA04400						XENTR04025, XENTR04024	
N10.HOG0000161	OG0000004	n580					ASTMX17273					DANRE29697							ORYLA08919							
N10.HOG0000162	OG0000004	n636													HUMAN03733		MOUSE46694, MOUSE46695, MOUSE46693, MOUSE46689, MOUSE46690, MOUSE46688									
N10.HOG0000163	OG0000004	n675					ASTMX15865, ASTMX13574								HUMAN26466		MOUSE38228, MOUSE38227, MOUSE38229, MOUSE38231, MOUSE38230, MOUSE38226		ORYLA11724, ORYLA11723, ORYLA15657							
N10.HOG0000164	OG0000005	n14					ASTMX07986, ASTMX16020, ASTMX16019, ASTMX16021					DANRE20576, DANRE20588, DANRE20587, DANRE20586			HUMAN23763, HUMAN23764		MOUSE03525, MOUSE03521, MOUSE03523, MOUSE03522, MOUSE03519		ORYLA03896, ORYLA03898, ORYLA03897, ORYLA03895						XENTR05002, XENTR05003	
N10.HOG0000165	OG0000005	n98					ASTMX14148, ASTMX14149					DANRE11253, DANRE11252, DANRE11254, DANRE11251, DANRE11250, DANRE02588			HUMAN25098		MOUSE18207		ORYLA19606, ORYLA19605, ORYLA00089							
N10.HOG0000166	OG0000005	n111					ASTMX13051					DANRE20012, DANRE20011, DANRE20010			HUMAN04828, HUMAN04827, HUMAN04760, HUMAN04761		MOUSE20294, MOUSE20293, MOUSE13586, MOUSE20384, MOUSE20383		ORYLA04143						XENTR09503, XENTR09492, XENTR09491	
N10.HOG0000167	OG0000005	n127					ASTMX18005					DANRE20517, DANRE20518					MOUSE20203		ORYLA04443						XENTR09477	
N10.HOG0000168	OG0000005	n132					ASTMX12914, ASTMX04261, ASTMX08691					DANRE17265, DANRE14948, DANRE27010, DANRE24204			HUMAN20683		MOUSE53215, MOUSE53214		ORYLA11947, ORYLA01858, ORYLA06713, ORYLA06714, ORYLA09160						XENTR17068	
N10.HOG0000169	OG0000005	n148					ASTMX01192					DANRE18558			HUMAN25811, HUMAN25812		MOUSE16622, MOUSE16621								XENTR04106	
N10.HOG0000170	OG0000005	n154					ASTMX08164					DANRE10777			HUMAN25813		MOUSE16620									
N10.HOG0000171	OG0000005	n191					ASTMX10242					DANRE18161			HUMAN25469				ORYLA11550						XENTR09142	
N10.HOG0000172	OG0000005	n247															MOUSE03520									
N10.HOG0000173	OG0000005	n310										DANRE17266														
N10.HOG0000174	OG0000005	n647					ASTMX03244					DANRE11160			HUMAN01465		MOUSE30956, MOUSE30955, MOUSE30957		ORYLA04733						XENTR16849, XENTR09568	
N10.HOG0000175	OG0000006	n4																	ORYLA04794							
N10.HOG0000176	OG0000006	n25													HUMAN17033											
N10.HOG0000177	OG0000006	n34															MOUSE03399									
N10.HOG0000178	OG0000006	n40					ASTMX20216								HUMAN20053		MOUSE48684, MOUSE48683									
N10.HOG0000179	OG0000006	n57					ASTMX00775					DANRE02891			HUMAN30182, HUMAN30280, HUMAN21060		MOUSE11220								XENTR06019	
N10.HOG0000180	OG0000006	n74					ASTMX03985, ASTMX00495, ASTMX16379					DANRE40167, DANRE35529, DANRE26614, DANRE26613			HUMAN00944		MOUSE33561, MOUSE33562		ORYLA13204, ORYLA13568, ORYLA06565						XENTR00026	
N10.HOG0000181	OG0000006	n129					ASTMX16363					DANRE06496, DANRE06495			HUMAN22351		MOUSE36359		ORYLA20407						XENTR03474, XENTR03473	
N10.HOG0000182	OG0000006	n136										DANRE06497					MOUSE36360									
N10.HOG0000183	OG0000006	n137					ASTMX04345					DANRE08940			HUMAN05133		MOUSE45321		ORYLA03595						XENTR14730	
N10.HOG0000184	OG0000006	n156					ASTMX11700					DANRE07561, DANRE07562			HUMAN21718		MOUSE29952, MOUSE29953		ORYLA03421						XENTR03090	
N10.HOG0000185	OG0000006	n164					ASTMX00138					DANRE42479, DANRE42480			HUMAN29537				ORYLA09483						XENTR09060	
N10.HOG0000186	OG0000006	n169										DANRE07564					MOUSE29955									
N10.HOG0000187	OG0000006	n176					ASTMX03791, ASTMX03123					DANRE18291, DANRE26970, DANRE26971, DANRE18292			HUMAN02118, HUMAN29294		MOUSE24072, MOUSE24070, MOUSE24071, MOUSE25672, MOUSE25673		ORYLA13382						XENTR03954, XENTR14945	
N10.HOG0000188	OG0000006	n215					ASTMX12191, ASTMX07931					DANRE20396, DANRE24336			HUMAN29691		MOUSE54497		ORYLA09038						XENTR03689	
N10.HOG0000189	OG0000006	n257					ASTMX15917					DANRE40393			HUMAN01388		MOUSE31158		ORYLA15680							
N10.HOG0000190	OG0000006	n261					ASTMX06292					DANRE12604			HUMAN06884		MOUSE02096, MOUSE02095, MOUSE02097		ORYLA07217						XENTR00399	
N10.HOG0000191	OG0000006	n268					ASTMX15319					DANRE38227, DANRE13192, DANRE13191			HUMAN04380		MOUSE27112, MOUSE27111		ORYLA12345, ORYLA14784						XENTR09859	
N10.HOG0000192	OG0000006	n293					ASTMX03256					DANRE11213, DANRE11212			HUMAN18782, HUMAN18784, HUMAN18783		MOUSE28165								XENTR09947	
N10.HOG0000193	OG0000006	n300					ASTMX09680					DANRE11601			HUMAN08640		MOUSE07632, MOUSE07631		ORYLA10511, ORYLA11827						XENTR11692	
