HOG	OG	Gene Tree Parent Clade	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
N18.HOG0000093	OG0000001	n373										DANRE16953, DANRE16962, DANRE16961, DANRE16955, DANRE16957, DANRE16959, DANRE16956, DANRE16954, DANRE16958, DANRE16960, DANRE28471														
N18.HOG0000094	OG0000001	n419					ASTMX15290, ASTMX15291, ASTMX13895, ASTMX18565, ASTMX22524, ASTMX22234, ASTMX22345, ASTMX22092, ASTMX21890, ASTMX21891, ASTMX22091, ASTMX22847					DANRE00718, DANRE00765, DANRE00766, DANRE00769, DANRE00768, DANRE00812, DANRE00809, DANRE00810, DANRE00811, DANRE03280, DANRE00762, DANRE00763, DANRE00764, DANRE00767														
N18.HOG0000095	OG0000001	n448					ASTMX09144					DANRE09569														
N18.HOG0000096	OG0000001	n450					ASTMX18984, ASTMX22258, ASTMX21790, ASTMX18492					DANRE13671, DANRE13664, DANRE13665														
N18.HOG0000097	OG0000001	n456					ASTMX00884					DANRE13666, DANRE13667, DANRE13668, DANRE13663														
N18.HOG0000098	OG0000001	n480					ASTMX14749, ASTMX14750					DANRE13812														
N18.HOG0000099	OG0000001	n494					ASTMX14986, ASTMX22661, ASTMX20102																			
N18.HOG0000100	OG0000001	n500										DANRE16475, DANRE16476														
N18.HOG0000101	OG0000001	n507										DANRE15519														
N18.HOG0000102	OG0000001	n508										DANRE42408, DANRE42394, DANRE42395, DANRE42396, DANRE18938, DANRE18937, DANRE18939, DANRE18936, DANRE18935, DANRE42412, DANRE42411, DANRE42410, DANRE42409, DANRE42413, DANRE42407, DANRE42405, DANRE42406														
N18.HOG0000103	OG0000001	n527					ASTMX19574, ASTMX19576, ASTMX19575, ASTMX10473																			
N18.HOG0000104	OG0000001	n578					ASTMX07755																			
N18.HOG0000105	OG0000001	n582					ASTMX07756																			
N18.HOG0000106	OG0000001	n604					ASTMX07323					DANRE29550														
N18.HOG0000107	OG0000001	n703					ASTMX16759, ASTMX18180																			
N18.HOG0000108	OG0000002	n70					ASTMX13878					DANRE16673														
N18.HOG0000109	OG0000002	n228					ASTMX20124					DANRE07411, DANRE07410														
N18.HOG0000110	OG0000002	n286					ASTMX02317																			
N18.HOG0000111	OG0000002	n287					ASTMX15953, ASTMX15955, ASTMX15957, ASTMX15958, ASTMX15959, ASTMX15956, ASTMX22714, ASTMX20120					DANRE23587, DANRE23585, DANRE23586, DANRE23582, DANRE23583, DANRE23578, DANRE23577, DANRE23584, DANRE23576, DANRE23575, DANRE23581, DANRE23580, DANRE23579, DANRE23573														
N18.HOG0000112	OG0000002	n346					ASTMX19248					DANRE38244, DANRE38242, DANRE38243														
N18.HOG0000113	OG0000002	n491					ASTMX14857, ASTMX14858					DANRE28829, DANRE28823, DANRE28819, DANRE28822, DANRE28825, DANRE28824, DANRE28826														
N18.HOG0000114	OG0000002	n499					ASTMX14859					DANRE28828, DANRE28827														
N18.HOG0000115	OG0000002	n554					ASTMX12466					DANRE17907, DANRE17906, DANRE17905														
N18.HOG0000116	OG0000002	n559					ASTMX12460					DANRE17904														
N18.HOG0000117	OG0000002	n560					ASTMX12465, ASTMX12461, ASTMX12462, ASTMX12463					DANRE17908														
N18.HOG0000118	OG0000002	n564					ASTMX18376, ASTMX15952					DANRE23589, DANRE23588														
N18.HOG0000119	OG0000002	n567					ASTMX12459					DANRE17903														
N18.HOG0000120	OG0000002	n570					ASTMX12467, ASTMX12468					DANRE17912, DANRE17913, DANRE17914, DANRE17918, DANRE17917, DANRE17916, DANRE17915, DANRE17919														
N18.HOG0000121	OG0000002	n582					ASTMX01931																			
N18.HOG0000122	OG0000002	n617					ASTMX12464																			
N18.HOG0000123	OG0000002	n620					ASTMX20125					DANRE28739														
N18.HOG0000124	OG0000002	n662										DANRE23574														
N18.HOG0000125	OG0000003	n188					ASTMX16763																			
N18.HOG0000126	OG0000003	n289										DANRE05700														
N18.HOG0000127	OG0000003	n365										DANRE40137														
N18.HOG0000128	OG0000003	n367					ASTMX08462																			
N18.HOG0000129	OG0000003	n472					ASTMX04234																			
N18.HOG0000130	OG0000003	n641					ASTMX08463																			
N18.HOG0000131	OG0000004	n12					ASTMX09901					DANRE17331														
N18.HOG0000132	OG0000004	n38					ASTMX21576					DANRE30388, DANRE30387, DANRE30389, DANRE30390														
N18.HOG0000133	OG0000004	n76					ASTMX19416					DANRE02933														
N18.HOG0000134	OG0000004	n81					ASTMX13906					DANRE10231														
N18.HOG0000135	OG0000004	n149					ASTMX13606					DANRE41389, DANRE41390														
N18.HOG0000136	OG0000004	n272					ASTMX17274																			
N18.HOG0000137	OG0000004	n349					ASTMX22075					DANRE15804, DANRE15805														
N18.HOG0000138	OG0000004	n358					ASTMX12117					DANRE05052, DANRE05051														
N18.HOG0000139	OG0000004	n360					ASTMX01551					DANRE04104, DANRE04103														
N18.HOG0000140	OG0000004	n543					ASTMX20045					DANRE31032, DANRE31033, DANRE31034, DANRE31044, DANRE31041, DANRE31047, DANRE31039, DANRE31031, DANRE31048, DANRE31046, DANRE31043														
N18.HOG0000141	OG0000004	n554					ASTMX20996, ASTMX20716					DANRE31042														
N18.HOG0000142	OG0000004	n557					ASTMX20994, ASTMX20995, ASTMX07153, ASTMX20993, ASTMX22082, ASTMX20044					DANRE30830, DANRE30828, DANRE30829, DANRE31045														
N18.HOG0000143	OG0000004	n570					ASTMX18447																			
N18.HOG0000144	OG0000004	n575										DANRE30832														
N18.HOG0000145	OG0000004	n576					ASTMX09630					DANRE33319														
N18.HOG0000146	OG0000004	n580					ASTMX17273					DANRE29697														
N18.HOG0000147	OG0000004	n683					ASTMX15865																			
N18.HOG0000148	OG0000004	n684					ASTMX13574																			
N18.HOG0000149	OG0000005	n51					ASTMX16020					DANRE20576														
N18.HOG0000150	OG0000005	n54					ASTMX16019																			
N18.HOG0000151	OG0000005	n56										DANRE20588, DANRE20587														
N18.HOG0000152	OG0000005	n58					ASTMX16021					DANRE20586														
N18.HOG0000153	OG0000005	n101					ASTMX14148					DANRE11253, DANRE11252, DANRE11254														
N18.HOG0000154	OG0000005	n105					ASTMX14149					DANRE11251, DANRE11250														
N18.HOG0000155	OG0000005	n108										DANRE02588														
N18.HOG0000156	OG0000005	n111					ASTMX13051					DANRE20012, DANRE20011, DANRE20010														
N18.HOG0000157	OG0000005	n127					ASTMX18005					DANRE20517, DANRE20518														
N18.HOG0000158	OG0000005	n138					ASTMX12914					DANRE17265														
N18.HOG0000159	OG0000005	n140					ASTMX04261					DANRE14948														
N18.HOG0000160	OG0000005	n143										DANRE27010														
N18.HOG0000161	OG0000005	n145					ASTMX08691					DANRE24204														
N18.HOG0000162	OG0000005	n148					ASTMX01192					DANRE18558														
N18.HOG0000163	OG0000005	n154					ASTMX08164					DANRE10777														
N18.HOG0000164	OG0000005	n191					ASTMX10242					DANRE18161														
N18.HOG0000165	OG0000005	n310										DANRE17266														
N18.HOG0000166	OG0000005	n647					ASTMX03244					DANRE11160														
N18.HOG0000167	OG0000006	n40					ASTMX20216																			
N18.HOG0000168	OG0000006	n57					ASTMX00775					DANRE02891														
N18.HOG0000169	OG0000006	n87					ASTMX03985					DANRE40167														
N18.HOG0000170	OG0000006	n95					ASTMX00495					DANRE35529														
N18.HOG0000171	OG0000006	n97					ASTMX16379					DANRE26614, DANRE26613														
N18.HOG0000172	OG0000006	n129					ASTMX16363					DANRE06496, DANRE06495														
N18.HOG0000173	OG0000006	n136										DANRE06497														
N18.HOG0000174	OG0000006	n137					ASTMX04345					DANRE08940														
N18.HOG0000175	OG0000006	n156					ASTMX11700					DANRE07561, DANRE07562														
N18.HOG0000176	OG0000006	n164					ASTMX00138					DANRE42479, DANRE42480														
N18.HOG0000177	OG0000006	n169										DANRE07564														
N18.HOG0000178	OG0000006	n176					ASTMX03791, ASTMX03123					DANRE18291, DANRE26970, DANRE26971, DANRE18292														
N18.HOG0000179	OG0000006	n221					ASTMX12191					DANRE20396														
N18.HOG0000180	OG0000006	n222					ASTMX07931					DANRE24336														
N18.HOG0000181	OG0000006	n257					ASTMX15917					DANRE40393														
N18.HOG0000182	OG0000006	n261					ASTMX06292					DANRE12604														
N18.HOG0000183	OG0000006	n268					ASTMX15319					DANRE38227, DANRE13192, DANRE13191														
N18.HOG0000184	OG0000006	n293					ASTMX03256					DANRE11213, DANRE11212														
N18.HOG0000185	OG0000006	n300					ASTMX09680					DANRE11601														
N18.HOG0000186	OG0000006	n323					ASTMX14682					DANRE30064														
N18.HOG0000187	OG0000006	n324					ASTMX19702					DANRE15483														
N18.HOG0000188	OG0000006	n343										DANRE30060														
N18.HOG0000189	OG0000006	n376					ASTMX21126					DANRE19266, DANRE19265														
N18.HOG0000190	OG0000006	n378					ASTMX03352					DANRE34833, DANRE34834														
N18.HOG0000191	OG0000006	n401					ASTMX06644					DANRE05395														
N18.HOG0000192	OG0000006	n450					ASTMX04941					DANRE20981														
N18.HOG0000193	OG0000006	n452					ASTMX20531					DANRE28318														
N18.HOG0000194	OG0000006	n454					ASTMX03398					DANRE19321														
N18.HOG0000195	OG0000006	n459					ASTMX04477, ASTMX07342					DANRE29642, DANRE29641														
N18.HOG0000196	OG0000006	n494					ASTMX03759					DANRE07087, DANRE07088														
N18.HOG0000197	OG0000006	n506					ASTMX02775					DANRE04631, DANRE04632														
N18.HOG0000198	OG0000006	n513					ASTMX15412					DANRE20580														
N18.HOG0000199	OG0000006	n526					ASTMX14827					DANRE11156														
N18.HOG0000200	OG0000006	n530										DANRE11155														
N18.HOG0000201	OG0000006	n568					ASTMX12518					DANRE34403														
N18.HOG0000202	OG0000006	n570					ASTMX16515					DANRE08961														
N18.HOG0000203	OG0000006	n575										DANRE11849														
N18.HOG0000204	OG0000006	n580										DANRE11850														
N18.HOG0000205	OG0000006	n581					ASTMX08479, ASTMX15103																			
N18.HOG0000206	OG0000006	n590					ASTMX11575					DANRE16704														
N18.HOG0000207	OG0000006	n591					ASTMX03265					DANRE11329														
N18.HOG0000208	OG0000006	n606					ASTMX10604					DANRE04654, DANRE04655														
N18.HOG0000209	OG0000006	n626					ASTMX08947					DANRE18618														
N18.HOG0000210	OG0000006	n649					ASTMX16006					DANRE35252														
N18.HOG0000211	OG0000007	n13					ASTMX14980					DANRE26275														
N18.HOG0000212	OG0000007	n18										DANRE17982														
N18.HOG0000213	OG0000007	n53					ASTMX05134, ASTMX21314					DANRE38320, DANRE26009														
N18.HOG0000214	OG0000007	n60					ASTMX12498					DANRE40798, DANRE40799														
N18.HOG0000215	OG0000007	n88					ASTMX08829					DANRE07019, DANRE07017, DANRE07018														
N18.HOG0000216	OG0000007	n92					ASTMX06316					DANRE13390														
N18.HOG0000217	OG0000007	n97					ASTMX09513, ASTMX01251					DANRE11787, DANRE11788														
N18.HOG0000218	OG0000007	n106					ASTMX08102					DANRE10909, DANRE10908														
N18.HOG0000219	OG0000007	n151					ASTMX21418					DANRE40583														
N18.HOG0000220	OG0000007	n156					ASTMX05483					DANRE36378														
N18.HOG0000221	OG0000007	n166					ASTMX17351					DANRE29354														
N18.HOG0000222	OG0000007	n168					ASTMX12390					DANRE34325														
N18.HOG0000223	OG0000007	n171					ASTMX04000					DANRE40143														
N18.HOG0000224	OG0000007	n182					ASTMX22657					DANRE16014, DANRE16015														
N18.HOG0000225	OG0000007	n188										DANRE40142														
N18.HOG0000226	OG0000007	n192					ASTMX04001																			
N18.HOG0000227	OG0000007	n216					ASTMX22264					DANRE07035														
N18.HOG0000228	OG0000007	n217					ASTMX09321					DANRE20085														
N18.HOG0000229	OG0000007	n218					ASTMX14799					DANRE04871														
N18.HOG0000230	OG0000007	n225					ASTMX12582					DANRE04210														
N18.HOG0000231	OG0000007	n246					ASTMX21073					DANRE28394														
N18.HOG0000232	OG0000007	n247					ASTMX16179					DANRE07751, DANRE07750														
N18.HOG0000233	OG0000007	n251										DANRE12664														
N18.HOG0000234	OG0000007	n265					ASTMX07688					DANRE03566														
N18.HOG0000235	OG0000007	n278					ASTMX20070					DANRE03447														
N18.HOG0000236	OG0000007	n304					ASTMX22376					DANRE26278, DANRE26279														
N18.HOG0000237	OG0000007	n306					ASTMX11119					DANRE17980, DANRE17979														
N18.HOG0000238	OG0000007	n324					ASTMX14979					DANRE26277														
N18.HOG0000239	OG0000007	n329					ASTMX11120					DANRE17981														
N18.HOG0000240	OG0000007	n331					ASTMX02564					DANRE12992, DANRE12991														
N18.HOG0000241	OG0000007	n368										DANRE21702														
N18.HOG0000242	OG0000007	n385										DANRE03039														
N18.HOG0000243	OG0000007	n412					ASTMX18062					DANRE08320														
N18.HOG0000244	OG0000007	n417					ASTMX21262					DANRE33659														
N18.HOG0000245	OG0000007	n449					ASTMX11815					DANRE06830														
N18.HOG0000246	OG0000007	n458										DANRE11124, DANRE11125														
N18.HOG0000247	OG0000007	n461										DANRE11123														
N18.HOG0000248	OG0000007	n464					ASTMX08093					DANRE17691, DANRE17692														
N18.HOG0000249	OG0000007	n473					ASTMX06558					DANRE03760														
N18.HOG0000250	OG0000007	n474					ASTMX19375					DANRE05908														
N18.HOG0000251	OG0000007	n495					ASTMX04966					DANRE30028														
N18.HOG0000252	OG0000007	n499					ASTMX11650					DANRE03038, DANRE28801														
N18.HOG0000253	OG0000007	n530					ASTMX18779					DANRE30495														
N18.HOG0000254	OG0000007	n535					ASTMX07711					DANRE03657, DANRE03658														
N18.HOG0000255	OG0000007	n590					ASTMX15846					DANRE02453														
N18.HOG0000256	OG0000007	n599					ASTMX15847																			
N18.HOG0000257	OG0000007	n601					ASTMX10097					DANRE09326, DANRE09325														
N18.HOG0000258	OG0000007	n616					ASTMX10986					DANRE11519, DANRE13255														
N18.HOG0000259	OG0000007	n623					ASTMX01681					DANRE02905														
N18.HOG0000260	OG0000007	n625					ASTMX08450					DANRE04393														
N18.HOG0000261	OG0000008	n13					ASTMX21956					DANRE27059														
N18.HOG0000262	OG0000008	n20					ASTMX05481					DANRE36385, DANRE36384, DANRE36386, DANRE36383														
N18.HOG0000263	OG0000008	n172					ASTMX19143, ASTMX19134, ASTMX19135, ASTMX19136					DANRE17182, DANRE17185, DANRE17179, DANRE17183, DANRE17180, DANRE17181, DANRE17184, DANRE17186, DANRE17168, DANRE17176, DANRE17177, DANRE17187, DANRE17191, DANRE17174, DANRE17196, DANRE17190, DANRE17175, DANRE17194, DANRE17193, DANRE17195, DANRE17189, DANRE17188														
N18.HOG0000264	OG0000008	n202					ASTMX19133, ASTMX14439																			
N18.HOG0000265	OG0000008	n229					ASTMX13345, ASTMX11364					DANRE34310														
N18.HOG0000266	OG0000008	n236										DANRE39865														
N18.HOG0000267	OG0000008	n501					ASTMX13129																			
N18.HOG0000268	OG0000008	n505										DANRE15160, DANRE15161														
N18.HOG0000269	OG0000008	n507										DANRE09428														
N18.HOG0000270	OG0000008	n508										DANRE27450, DANRE27451, DANRE27453, DANRE27452														
N18.HOG0000271	OG0000008	n555					ASTMX09448					DANRE36653														
N18.HOG0000272	OG0000008	n560					ASTMX03057					DANRE31436, DANRE25708, DANRE25705, DANRE25707, DANRE25706														
N18.HOG0000273	OG0000008	n601										DANRE15525														
N18.HOG0000274	OG0000008	n605					ASTMX05709					DANRE41005, DANRE41006														
N18.HOG0000275	OG0000008	n615					ASTMX11795					DANRE06800														
N18.HOG0000276	OG0000008	n620					ASTMX08222					DANRE00802														
N18.HOG0000277	OG0000008	n622					ASTMX03297, ASTMX08955					DANRE18586														
N18.HOG0000278	OG0000010	n40					ASTMX18922					DANRE21116, DANRE21115														
N18.HOG0000279	OG0000010	n43										DANRE21125, DANRE21126														
N18.HOG0000280	OG0000010	n47					ASTMX18921					DANRE21124, DANRE21123, DANRE21122, DANRE21119, DANRE21117, DANRE21118, DANRE21127, DANRE21136														
N18.HOG0000281	OG0000010	n55					ASTMX10678					DANRE33958, DANRE33959														
N18.HOG0000282	OG0000010	n66					ASTMX08865					DANRE40235, DANRE40234														
N18.HOG0000283	OG0000010	n69					ASTMX08864					DANRE40232, DANRE40233														
N18.HOG0000284	OG0000010	n84					ASTMX01945					DANRE21135														
N18.HOG0000285	OG0000010	n124					ASTMX00210					DANRE38562														
N18.HOG0000286	OG0000010	n125					ASTMX00597, ASTMX00598					DANRE38564, DANRE38563														
N18.HOG0000287	OG0000010	n129					ASTMX00209																			
N18.HOG0000288	OG0000010	n134					ASTMX19981					DANRE08709, DANRE08676, DANRE08677, DANRE08708														
N18.HOG0000289	OG0000010	n172					ASTMX21265					DANRE28016, DANRE28015, DANRE28014														
N18.HOG0000290	OG0000010	n176										DANRE30968														
N18.HOG0000291	OG0000010	n180										DANRE25470														
N18.HOG0000292	OG0000010	n237										DANRE39463, DANRE39462														
N18.HOG0000293	OG0000010	n253					ASTMX18619					DANRE21309, DANRE21308														
N18.HOG0000294	OG0000010	n273					ASTMX02979																			
N18.HOG0000295	OG0000010	n282					ASTMX12532					DANRE34456														
N18.HOG0000296	OG0000010	n283					ASTMX19555					DANRE07824														
N18.HOG0000297	OG0000010	n314					ASTMX07329					DANRE29658, DANRE03180, DANRE03179														
N18.HOG0000298	OG0000010	n321										DANRE29163, DANRE29161, DANRE29162														
N18.HOG0000299	OG0000010	n329					ASTMX04474																			
N18.HOG0000300	OG0000010	n331					ASTMX04471					DANRE03165														
N18.HOG0000301	OG0000010	n336					ASTMX06049					DANRE25582, DANRE36540, DANRE36542, DANRE36541														
N18.HOG0000302	OG0000010	n340					ASTMX17076																			
N18.HOG0000303	OG0000010	n366					ASTMX11060																			
N18.HOG0000304	OG0000010	n461					ASTMX05524					DANRE01777														
N18.HOG0000305	OG0000010	n463										DANRE23482														
N18.HOG0000306	OG0000010	n466					ASTMX05737																			
N18.HOG0000307	OG0000010	n467					ASTMX05736																			
N18.HOG0000308	OG0000010	n469										DANRE09723, DANRE09722, DANRE13204, DANRE13205														
N18.HOG0000309	OG0000010	n501					ASTMX06728, ASTMX17688, ASTMX18214					DANRE09716, DANRE09718, DANRE09717														
N18.HOG0000310	OG0000010	n532					ASTMX16219, ASTMX16220					DANRE09779, DANRE09778														
N18.HOG0000311	OG0000010	n539					ASTMX05525					DANRE01775, DANRE01774, DANRE01776														
N18.HOG0000312	OG0000010	n543					ASTMX21918					DANRE23481														
N18.HOG0000313	OG0000011	n12					ASTMX02959																			
N18.HOG0000314	OG0000011	n20					ASTMX22966, ASTMX22692																			
N18.HOG0000315	OG0000011	n132					ASTMX07900																			
N18.HOG0000316	OG0000011	n196					ASTMX17376, ASTMX20016, ASTMX17522					DANRE22618, DANRE32639, DANRE19908														
N18.HOG0000317	OG0000011	n201					ASTMX22822					DANRE03442														
N18.HOG0000318	OG0000011	n202					ASTMX10306, ASTMX19041																			
N18.HOG0000319	OG0000011	n252					ASTMX20794																			
N18.HOG0000320	OG0000011	n358					ASTMX21233																			
N18.HOG0000321	OG0000011	n367					ASTMX01926																			
N18.HOG0000322	OG0000011	n416					ASTMX21375, ASTMX22962, ASTMX22920																			
N18.HOG0000323	OG0000011	n435					ASTMX22970																			
N18.HOG0000324	OG0000011	n463					ASTMX23073, ASTMX20022, ASTMX23051																			
N18.HOG0000325	OG0000011	n566										DANRE34035, DANRE34036														
N18.HOG0000326	OG0000012	n79					ASTMX22063					DANRE38177, DANRE38176														
N18.HOG0000327	OG0000012	n83					ASTMX16492																			
N18.HOG0000328	OG0000012	n401										DANRE25930, DANRE25931														
N18.HOG0000329	OG0000012	n495					ASTMX06265					DANRE12655, DANRE12656, DANRE12659														
N18.HOG0000330	OG0000013	n171										DANRE15807														
N18.HOG0000331	OG0000013	n303					ASTMX14510					DANRE02564, DANRE02565, DANRE02567, DANRE02566, DANRE02563, DANRE02568														
N18.HOG0000332	OG0000013	n309					ASTMX15685					DANRE41664, DANRE41663, DANRE41661, DANRE41662, DANRE41659, DANRE41658, DANRE41657														
N18.HOG0000333	OG0000013	n316					ASTMX16246																			
N18.HOG0000334	OG0000013	n324					ASTMX13553, ASTMX13556, ASTMX13554, ASTMX13555, ASTMX13557					DANRE35359, DANRE35361, DANRE35360, DANRE35367, DANRE35365, DANRE35366, DANRE35364														
N18.HOG0000335	OG0000013	n336					ASTMX19252					DANRE33461, DANRE33468, DANRE33462, DANRE33466, DANRE33467, DANRE33465, DANRE33464, DANRE33463														
N18.HOG0000336	OG0000013	n376					ASTMX15992					DANRE24713														
N18.HOG0000337	OG0000013	n379					ASTMX02064					DANRE39935, DANRE39936														
N18.HOG0000338	OG0000013	n383					ASTMX06990					DANRE00714, DANRE37989														
N18.HOG0000339	OG0000013	n388					ASTMX20933					DANRE12210														
