HOG	OG	Gene Tree Parent Clade	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
N12.HOG0000062	OG0000001	n491																			TCONS_00001512.p1, TCONS_00001513.p1, TCONS_00001514.p1, TCONS_00001510.p2	SACKO_05742, SACKO_22084, SACKO_22103, SACKO_16213, SACKO_30905, SACKO_05719				
N12.HOG0000063	OG0000001	n720																				SACKO_32181, SACKO_32204				
N12.HOG0000064	OG0000001	n722																			TCONS_00051578.p1, TCONS_00050528.p1, TCONS_00050529.p1	SACKO_09602, SACKO_09587				
N12.HOG0000065	OG0000001	n726																			TCONS_00051579.p1, TCONS_00050527.p1	SACKO_09589				
N12.HOG0000066	OG0000001	n731																			TCONS_00051590.p1, TCONS_00050520.p1	SACKO_09586, SACKO_09607				
N12.HOG0000067	OG0000001	n734																			TCONS_00051592.p2, TCONS_00050519.p1	SACKO_09600				
N12.HOG0000068	OG0000001	n736																			TCONS_00050521.p1, TCONS_00051589.p1					
N12.HOG0000069	OG0000001	n738																			TCONS_00050525.p1, TCONS_00051582.p1	SACKO_09584, SACKO_09591				
N12.HOG0000070	OG0000001	n741																			TCONS_00051581.p1, TCONS_00050526.p1, TCONS_00051580.p1	SACKO_09592				
N12.HOG0000071	OG0000002	n29																			TCONS_00010137.p1	SACKO_14603				
N12.HOG0000072	OG0000002	n61																			TCONS_00009919.p1	SACKO_06138				
N12.HOG0000073	OG0000002	n85																				SACKO_11085				
N12.HOG0000074	OG0000002	n117																			TCONS_00008473.p1, TCONS_00020039.p1	SACKO_21630, SACKO_21632				
N12.HOG0000075	OG0000002	n191																			TCONS_00028990.p1, TCONS_00028992.p1	SACKO_06701, SACKO_06700, SACKO_21327, SACKO_06693, SACKO_17170, SACKO_06704, SACKO_06690, SACKO_06691, SACKO_06696, SACKO_12813, SACKO_06698, SACKO_21313, SACKO_21320, SACKO_08727, SACKO_08706				
N12.HOG0000076	OG0000002	n391																			TCONS_00017417.p1, TCONS_00017418.p1	SACKO_18256				
N12.HOG0000077	OG0000002	n394																			TCONS_00053860.p1, TCONS_00053848.p1	SACKO_21544				
N12.HOG0000078	OG0000002	n397																			TCONS_00018470.p1	SACKO_20829				
N12.HOG0000079	OG0000002	n398																			TCONS_00001082.p1	SACKO_09450, SACKO_09460				
N12.HOG0000080	OG0000002	n400																			TCONS_00003695.p1, TCONS_00003696.p1, TCONS_00003697.p1	SACKO_18605, SACKO_04997, SACKO_05015, SACKO_02276				
N12.HOG0000081	OG0000002	n485																			TCONS_00050428.p1, TCONS_00050118.p1	SACKO_18684				
N12.HOG0000082	OG0000002	n625																				SACKO_21130				
N12.HOG0000083	OG0000002	n630																				SACKO_13458				
N12.HOG0000084	OG0000002	n649																			TCONS_00000388.p1, TCONS_00000392.p1, TCONS_00000390.p1, TCONS_00000387.p1, TCONS_00000394.p1, TCONS_00000393.p1, TCONS_00000389.p1					
N12.HOG0000085	OG0000002	n671																			TCONS_00048938.p1					
N12.HOG0000086	OG0000002	n726																				SACKO_00245, SACKO_00252				
N12.HOG0000087	OG0000003	n20																				SACKO_19492				
N12.HOG0000088	OG0000003	n43																				SACKO_29380				
N12.HOG0000089	OG0000003	n102																			TCONS_00029636.p1, TCONS_00031471.p1					
N12.HOG0000090	OG0000003	n150																			TCONS_00052987.p1					
N12.HOG0000091	OG0000003	n164																			TCONS_00043593.p1	SACKO_16447				
N12.HOG0000092	OG0000003	n177																			TCONS_00012459.p1					
N12.HOG0000093	OG0000003	n210																			TCONS_00053405.p1					
N12.HOG0000094	OG0000003	n241																			TCONS_00013647.p1					
N12.HOG0000095	OG0000003	n242																			TCONS_00013600.p1					
N12.HOG0000096	OG0000003	n245																			TCONS_00050879.p2, TCONS_00050883.p1, TCONS_00012447.p1, TCONS_00012446.p1					
N12.HOG0000097	OG0000003	n249																			TCONS_00012449.p1, TCONS_00007936.p1					
N12.HOG0000098	OG0000003	n257																			TCONS_00043525.p1	SACKO_30791				
N12.HOG0000099	OG0000003	n289																			TCONS_00031472.p1					
N12.HOG0000100	OG0000003	n309																			TCONS_00054024.p1					
N12.HOG0000101	OG0000003	n313																				SACKO_25210, SACKO_25215				
N12.HOG0000102	OG0000003	n390																			TCONS_00045158.p1					
N12.HOG0000103	OG0000003	n415																				SACKO_27116				
N12.HOG0000104	OG0000003	n431																			TCONS_00006180.p1					
N12.HOG0000105	OG0000003	n481																			TCONS_00057090.p1					
N12.HOG0000106	OG0000003	n492																			TCONS_00005704.p1					
N12.HOG0000107	OG0000003	n583																			TCONS_00057106.p1	SACKO_02072				
N12.HOG0000108	OG0000003	n600																				SACKO_32071				
N12.HOG0000109	OG0000003	n608																				SACKO_00809				
N12.HOG0000110	OG0000003	n614																			TCONS_00028112.p1					
N12.HOG0000111	OG0000003	n617																			TCONS_00046526.p1	SACKO_14086, SACKO_03045				
N12.HOG0000112	OG0000003	n666																			TCONS_00013648.p1					
N12.HOG0000113	OG0000003	n669																			TCONS_00013356.p1					
N12.HOG0000114	OG0000003	n677																				SACKO_05907				
N12.HOG0000115	OG0000003	n701																			TCONS_00019216.p1					
N12.HOG0000116	OG0000004	n112																			TCONS_00045168.p1, TCONS_00046035.p1	SACKO_20602				
N12.HOG0000117	OG0000004	n118																			TCONS_00046040.p1					
N12.HOG0000118	OG0000004	n121																				SACKO_18852				
N12.HOG0000119	OG0000004	n129																			TCONS_00030290.p1	SACKO_02249				
N12.HOG0000120	OG0000004	n140																			TCONS_00005466.p1, TCONS_00006578.p1					
N12.HOG0000121	OG0000004	n150																			TCONS_00015076.p1					
N12.HOG0000122	OG0000004	n177																			TCONS_00028773.p1	SACKO_16987				
N12.HOG0000123	OG0000004	n190																				SACKO_16995				
N12.HOG0000124	OG0000004	n237																			TCONS_00051408.p1, TCONS_00051404.p1, TCONS_00050286.p1, TCONS_00040010.p1, TCONS_00039986.p1, TCONS_00039985.p1, TCONS_00040009.p1, TCONS_00040789.p1	SACKO_32657				
N12.HOG0000125	OG0000004	n256																				SACKO_20132				
N12.HOG0000126	OG0000004	n519																			TCONS_00039987.p1					
N12.HOG0000127	OG0000004	n584																			TCONS_00020025.p1, TCONS_00020017.p1, TCONS_00001702.p1, TCONS_00000548.p1, TCONS_00001700.p1, TCONS_00000558.p1					
N12.HOG0000128	OG0000005	n63																				SACKO_20139, SACKO_20129				
N12.HOG0000129	OG0000005	n66																			TCONS_00049335.p1, TCONS_00047603.p1, TCONS_00047643.p1, TCONS_00047644.p1, TCONS_00047602.p1, TCONS_00049337.p1, TCONS_00047645.p1	SACKO_26428, SACKO_26458				
N12.HOG0000130	OG0000005	n74																			TCONS_00016788.p1	SACKO_29310, SACKO_29323, SACKO_25395				
N12.HOG0000131	OG0000005	n77																			TCONS_00017981.p1	SACKO_18304				
N12.HOG0000132	OG0000005	n78																			TCONS_00000197.p1, TCONS_00001362.p1	SACKO_32970, SACKO_20142				
N12.HOG0000133	OG0000005	n186																			TCONS_00020906.p1, TCONS_00020909.p1	SACKO_22081, SACKO_22108				
N12.HOG0000134	OG0000005	n189																			TCONS_00020911.p1	SACKO_22102				
N12.HOG0000135	OG0000005	n243																				SACKO_20137				
N12.HOG0000136	OG0000005	n247																			TCONS_00012054.p1, TCONS_00018633.p1, TCONS_00018634.p1, TCONS_00017587.p1, TCONS_00017584.p1, TCONS_00039237.p1					
N12.HOG0000137	OG0000005	n256																			TCONS_00020907.p1	SACKO_14812				
N12.HOG0000138	OG0000005	n281																				SACKO_00533, SACKO_15074				
N12.HOG0000139	OG0000005	n283																			TCONS_00033021.p1	SACKO_15042				
N12.HOG0000140	OG0000005	n310																				SACKO_08146				
N12.HOG0000141	OG0000005	n319																				SACKO_29311, SACKO_26465, SACKO_26431				
N12.HOG0000142	OG0000005	n332																			TCONS_00000617.p1					
N12.HOG0000143	OG0000005	n403																			TCONS_00001294.p1, TCONS_00050179.p1, TCONS_00050176.p1, TCONS_00050178.p1, TCONS_00051419.p1, TCONS_00051326.p1, TCONS_00040757.p1					
N12.HOG0000144	OG0000005	n497																			TCONS_00000145.p1	SACKO_20756, SACKO_20781, SACKO_20763, SACKO_14831, SACKO_20761, SACKO_20789, SACKO_20768, SACKO_20796, SACKO_20800, SACKO_20780				
N12.HOG0000145	OG0000005	n507																			TCONS_00000206.p1, TCONS_00000207.p1, TCONS_00033023.p1, TCONS_00000205.p1, TCONS_00030166.p1, TCONS_00001299.p1, TCONS_00000147.p1, TCONS_00000148.p1, TCONS_00000146.p1, TCONS_00001300.p1, TCONS_00001301.p1	SACKO_20802				
N12.HOG0000146	OG0000005	n519																				SACKO_24303, SACKO_03083, SACKO_03054, SACKO_03070				
N12.HOG0000147	OG0000005	n524																			TCONS_00001651.p1, TCONS_00001649.p1, TCONS_00002069.p1, TCONS_00001653.p1, TCONS_00001650.p1, TCONS_00000614.p1, TCONS_00000615.p1, TCONS_00000478.p1, TCONS_00000616.p1	SACKO_03064				
N12.HOG0000148	OG0000005	n533																			TCONS_00000763.p1, TCONS_00000762.p1, TCONS_00016309.p1, TCONS_00016308.p1, TCONS_00016304.p1, TCONS_00016313.p1, TCONS_00016314.p1, TCONS_00016315.p1, TCONS_00016303.p1, TCONS_00016305.p1, TCONS_00016301.p1, TCONS_00016293.p1, TCONS_00004018.p1	SACKO_25185, SACKO_08962				
N12.HOG0000149	OG0000005	n595																			TCONS_00028033.p1	SACKO_03236				
N12.HOG0000150	OG0000005	n620																			TCONS_00025571.p1	SACKO_00899				
N12.HOG0000151	OG0000005	n621																			TCONS_00024813.p1, TCONS_00024774.p1, TCONS_00052605.p1, TCONS_00007440.p1, TCONS_00007335.p1	SACKO_02650, SACKO_00900				
N12.HOG0000152	OG0000005	n670																			TCONS_00038266.p1, TCONS_00012228.p1, TCONS_00038265.p1, TCONS_00040202.p1, TCONS_00038261.p1, TCONS_00038289.p1, TCONS_00038264.p1	SACKO_21908				
N12.HOG0000153	OG0000006	n8																			TCONS_00016792.p1	SACKO_25366				
N12.HOG0000154	OG0000006	n12																			TCONS_00023587.p1	SACKO_23311, SACKO_02952				
N12.HOG0000155	OG0000006	n25																			TCONS_00025031.p1, TCONS_00038043.p1	SACKO_15269				
N12.HOG0000156	OG0000006	n34																			TCONS_00024046.p1					
N12.HOG0000157	OG0000006	n40																			TCONS_00023170.p1, TCONS_00025030.p1	SACKO_21129				
N12.HOG0000158	OG0000006	n57																			TCONS_00048904.p1	SACKO_21953				
N12.HOG0000159	OG0000006	n74																			TCONS_00031049.p1, TCONS_00031040.p1, TCONS_00031041.p1, TCONS_00031046.p1, TCONS_00031039.p1	SACKO_11503				
N12.HOG0000160	OG0000006	n114																			TCONS_00042787.p1	SACKO_02616				
N12.HOG0000161	OG0000006	n148																			TCONS_00021207.p1					
N12.HOG0000162	OG0000006	n176																			TCONS_00016646.p1	SACKO_13650				
N12.HOG0000163	OG0000006	n206																			TCONS_00056934.p1					
N12.HOG0000164	OG0000006	n230																			TCONS_00023551.p1					
N12.HOG0000165	OG0000006	n279																			TCONS_00003496.p1	SACKO_23250				
N12.HOG0000166	OG0000006	n315																			TCONS_00012810.p1	SACKO_15817				
N12.HOG0000167	OG0000006	n343																			TCONS_00013984.p1	SACKO_15812				
N12.HOG0000168	OG0000006	n348																			TCONS_00012809.p1					
N12.HOG0000169	OG0000006	n351																			TCONS_00021507.p1	SACKO_33806				
N12.HOG0000170	OG0000006	n359																			TCONS_00027932.p1	SACKO_32444				
N12.HOG0000171	OG0000006	n392																			TCONS_00027931.p1	SACKO_32440				
N12.HOG0000172	OG0000006	n411																			TCONS_00045950.p1	SACKO_12590				
N12.HOG0000173	OG0000006	n425																			TCONS_00031211.p1, TCONS_00031188.p1	SACKO_14761				
N12.HOG0000174	OG0000006	n427																			TCONS_00031189.p1, TCONS_00031212.p1	SACKO_02017				
N12.HOG0000175	OG0000006	n440																			TCONS_00028953.p1	SACKO_32500				
N12.HOG0000176	OG0000006	n470																			TCONS_00030792.p1	SACKO_06429				
N12.HOG0000177	OG0000006	n520																			TCONS_00029994.p1	SACKO_06435				
N12.HOG0000178	OG0000006	n522																			TCONS_00011489.p1	SACKO_32477				
N12.HOG0000179	OG0000006	n544																			TCONS_00011491.p1	SACKO_20803				
N12.HOG0000180	OG0000006	n606																			TCONS_00011052.p1	SACKO_32388				
N12.HOG0000181	OG0000006	n637																			TCONS_00019371.p1, TCONS_00048901.p1, TCONS_00048902.p1	SACKO_22000				
N12.HOG0000182	OG0000007	n8																			TCONS_00008966.p1	SACKO_33112				
N12.HOG0000183	OG0000007	n35																			TCONS_00029574.p1	SACKO_16486				
N12.HOG0000184	OG0000007	n67																			TCONS_00009611.p1	SACKO_25751				
N12.HOG0000185	OG0000007	n112																			TCONS_00029143.p1	SACKO_30170				
N12.HOG0000186	OG0000007	n129																			TCONS_00052518.p1	SACKO_17363				
N12.HOG0000187	OG0000007	n175																			TCONS_00052512.p1	SACKO_07507				
N12.HOG0000188	OG0000007	n200																			TCONS_00026068.p1	SACKO_03410				
N12.HOG0000189	OG0000007	n233																			TCONS_00051149.p1					
N12.HOG0000190	OG0000007	n251																				SACKO_33128				
N12.HOG0000191	OG0000007	n268																			TCONS_00042373.p1, TCONS_00042377.p1	SACKO_15183, SACKO_30989, SACKO_30996, SACKO_15186				
N12.HOG0000192	OG0000007	n278																			TCONS_00007744.p1	SACKO_15684				
N12.HOG0000193	OG0000007	n294																			TCONS_00008968.p1	SACKO_15694				
N12.HOG0000194	OG0000007	n310																			TCONS_00008967.p1	SACKO_22717				
N12.HOG0000195	OG0000007	n342																			TCONS_00029831.p1	SACKO_15952				
N12.HOG0000196	OG0000007	n359																			TCONS_00053632.p1	SACKO_11677				
N12.HOG0000197	OG0000007	n365																			TCONS_00029830.p1	SACKO_15953				
N12.HOG0000198	OG0000007	n368																			TCONS_00024115.p1	SACKO_04591				
N12.HOG0000199	OG0000007	n385																				SACKO_00920				
N12.HOG0000200	OG0000007	n398																			TCONS_00055417.p1	SACKO_27771				
N12.HOG0000201	OG0000007	n427																			TCONS_00011336.p1	SACKO_27817				
N12.HOG0000202	OG0000007	n478																			TCONS_00014249.p1	SACKO_00927				
N12.HOG0000203	OG0000007	n513																			TCONS_00012754.p1	SACKO_02233				
N12.HOG0000204	OG0000007	n548																			TCONS_00025375.p1	SACKO_03579				
N12.HOG0000205	OG0000007	n571																			TCONS_00051990.p1	SACKO_31102				
N12.HOG0000206	OG0000007	n572																			TCONS_00051989.p1	SACKO_31073				
N12.HOG0000207	OG0000007	n608																			TCONS_00009689.p1	SACKO_11981				
N12.HOG0000208	OG0000008	n4																			TCONS_00054315.p1					
N12.HOG0000209	OG0000008	n59																			TCONS_00043149.p1, TCONS_00043478.p1	SACKO_09217				
N12.HOG0000210	OG0000008	n85																				SACKO_08466				
N12.HOG0000211	OG0000008	n89																			TCONS_00012951.p1	SACKO_29665, SACKO_28380, SACKO_28379, SACKO_25577, SACKO_25585, SACKO_31323, SACKO_31280, SACKO_17455, SACKO_31331, SACKO_25272, SACKO_01695, SACKO_32427, SACKO_28703				
N12.HOG0000212	OG0000008	n114																			TCONS_00013443.p1, TCONS_00013444.p1	SACKO_02911, SACKO_16967, SACKO_16953, SACKO_16974, SACKO_16943, SACKO_30060, SACKO_28628				
N12.HOG0000213	OG0000008	n122																			TCONS_00013445.p1	SACKO_28688				
N12.HOG0000214	OG0000008	n130																			TCONS_00016587.p1	SACKO_31986				
N12.HOG0000215	OG0000008	n131																			TCONS_00005048.p1	SACKO_33937				
N12.HOG0000216	OG0000008	n144																			TCONS_00016727.p1, TCONS_00016728.p1, TCONS_00015622.p1, TCONS_00015620.p1, TCONS_00015621.p1					
N12.HOG0000217	OG0000008	n168																			TCONS_00054316.p1	SACKO_05714, SACKO_03429				
N12.HOG0000218	OG0000008	n237																			TCONS_00021481.p1, TCONS_00021482.p1	SACKO_03365, SACKO_03374				
N12.HOG0000219	OG0000008	n307																				SACKO_02458				
N12.HOG0000220	OG0000008	n327																			TCONS_00054551.p1, TCONS_00054547.p1, TCONS_00052874.p1	SACKO_07048				
N12.HOG0000221	OG0000008	n447																				SACKO_00440, SACKO_12800				
N12.HOG0000222	OG0000008	n523																				SACKO_10317				
N12.HOG0000223	OG0000009	n6																			TCONS_00038780.p1					
N12.HOG0000224	OG0000009	n9																			TCONS_00046982.p1	SACKO_05381				
N12.HOG0000225	OG0000009	n15																			TCONS_00048729.p1					
N12.HOG0000226	OG0000009	n30																			TCONS_00035089.p1	SACKO_23301				
N12.HOG0000227	OG0000009	n35																				SACKO_10948				
N12.HOG0000228	OG0000009	n71																			TCONS_00003755.p1, TCONS_00023785.p1, TCONS_00024636.p1, TCONS_00003529.p1, TCONS_00049276.p1, TCONS_00003848.p1, TCONS_00037518.p1					
N12.HOG0000229	OG0000009	n79																			TCONS_00015641.p1					
N12.HOG0000230	OG0000009	n94																			TCONS_00015545.p1, TCONS_00013954.p1					
N12.HOG0000231	OG0000009	n110																			TCONS_00036795.p1					
N12.HOG0000232	OG0000009	n142																			TCONS_00027666.p1					
N12.HOG0000233	OG0000009	n146																			TCONS_00025442.p1					
N12.HOG0000234	OG0000009	n159																			TCONS_00025851.p1, TCONS_00043074.p1, TCONS_00009542.p1					
N12.HOG0000235	OG0000009	n197																			TCONS_00017424.p1, TCONS_00029219.p1, TCONS_00043312.p1, TCONS_00025216.p1					
N12.HOG0000236	OG0000009	n217																			TCONS_00028883.p1, TCONS_00029472.p1					
N12.HOG0000237	OG0000009	n236																			TCONS_00025230.p1, TCONS_00023849.p1, TCONS_00024354.p1					
N12.HOG0000238	OG0000009	n262																			TCONS_00003938.p1					
N12.HOG0000239	OG0000009	n265																			TCONS_00001483.p1					
N12.HOG0000240	OG0000009	n268																			TCONS_00024219.p1, TCONS_00035162.p1					
N12.HOG0000241	OG0000009	n271																			TCONS_00015854.p1, TCONS_00032573.p1, TCONS_00039462.p1, TCONS_00054445.p1					
N12.HOG0000242	OG0000009	n281																			TCONS_00041833.p1, TCONS_00028866.p1, TCONS_00017705.p1					
N12.HOG0000243	OG0000009	n296																			TCONS_00035198.p1, TCONS_00020473.p1					
N12.HOG0000244	OG0000009	n298																			TCONS_00035090.p1, TCONS_00009406.p1, TCONS_00032577.p1					
N12.HOG0000245	OG0000009	n338																			TCONS_00003937.p1, TCONS_00040217.p1, TCONS_00006910.p1, TCONS_00028935.p1, TCONS_00024506.p1, TCONS_00037020.p1					
N12.HOG0000246	OG0000009	n369																			TCONS_00018133.p1, TCONS_00001741.p1, TCONS_00002573.p1					
N12.HOG0000247	OG0000009	n379																			TCONS_00017823.p1, TCONS_00056063.p1					
N12.HOG0000248	OG0000009	n433																			TCONS_00045896.p1					
N12.HOG0000249	OG0000009	n441																			TCONS_00040680.p1					
N12.HOG0000250	OG0000009	n445																			TCONS_00028635.p1					
N12.HOG0000251	OG0000009	n448																			TCONS_00002534.p1, TCONS_00023726.p1, TCONS_00022144.p1					
N12.HOG0000252	OG0000009	n452																			TCONS_00035789.p1					
N12.HOG0000253	OG0000009	n465																			TCONS_00037803.p1, TCONS_00017368.p1, TCONS_00033541.p1					
N12.HOG0000254	OG0000009	n523																			TCONS_00032350.p1, TCONS_00003513.p1, TCONS_00003621.p1, TCONS_00013253.p1, TCONS_00038414.p1, TCONS_00003514.p1, TCONS_00003620.p1, TCONS_00044347.p1					
N12.HOG0000255	OG0000009	n535																			TCONS_00019627.p1					
N12.HOG0000256	OG0000009	n595																			TCONS_00048728.p1					
N12.HOG0000257	OG0000009	n604																			TCONS_00028870.p1					
N12.HOG0000258	OG0000009	n607																			TCONS_00027717.p1	SACKO_01914				
N12.HOG0000259	OG0000010	n16																			TCONS_00017958.p1					
N12.HOG0000260	OG0000010	n160																			TCONS_00050558.p1	SACKO_14205				
N12.HOG0000261	OG0000010	n161																			TCONS_00051638.p1	SACKO_26471				
N12.HOG0000262	OG0000010	n162																			TCONS_00018480.p1					
N12.HOG0000263	OG0000010	n163																			TCONS_00031213.p1, TCONS_00031190.p1					
N12.HOG0000264	OG0000010	n198																				SACKO_19747, SACKO_14158, SACKO_23674				
N12.HOG0000265	OG0000010	n223																			TCONS_00043350.p1, TCONS_00043340.p1, TCONS_00043354.p1, TCONS_00043343.p1	SACKO_12952, SACKO_12967, SACKO_01342, SACKO_30645				
N12.HOG0000266	OG0000010	n233																			TCONS_00031454.p1					
N12.HOG0000267	OG0000010	n237																			TCONS_00017962.p1, TCONS_00017965.p1, TCONS_00017966.p1, TCONS_00017964.p1					
N12.HOG0000268	OG0000010	n253																			TCONS_00018080.p1	SACKO_30054				
N12.HOG0000269	OG0000010	n263																			TCONS_00017959.p1, TCONS_00017993.p1, TCONS_00018277.p1	SACKO_31740				
N12.HOG0000270	OG0000010	n589																			TCONS_00026035.p1	SACKO_19852, SACKO_19839				
N12.HOG0000271	OG0000010	n591																			TCONS_00030635.p1	SACKO_20088				
N12.HOG0000272	OG0000010	n593																				SACKO_22527, SACKO_09182				
N12.HOG0000273	OG0000011	n8																			TCONS_00044809.p1					
N12.HOG0000274	OG0000011	n10																			TCONS_00015385.p1					
N12.HOG0000275	OG0000011	n15																			TCONS_00038245.p1					
N12.HOG0000276	OG0000011	n26																			TCONS_00051572.p1, TCONS_00011227.p1, TCONS_00012236.p1, TCONS_00041037.p1, TCONS_00038189.p1					
N12.HOG0000277	OG0000011	n35																			TCONS_00049052.p1, TCONS_00049053.p1, TCONS_00019184.p1, TCONS_00045521.p1, TCONS_00024547.p1					
N12.HOG0000278	OG0000011	n50																			TCONS_00052331.p1					
N12.HOG0000279	OG0000011	n58																			TCONS_00034059.p1					
N12.HOG0000280	OG0000011	n133																			TCONS_00008526.p1					
N12.HOG0000281	OG0000011	n142																			TCONS_00049285.p1					
N12.HOG0000282	OG0000011	n171																			TCONS_00032223.p1					
N12.HOG0000283	OG0000011	n204																			TCONS_00056711.p1					
N12.HOG0000284	OG0000011	n206																			TCONS_00034080.p1					
N12.HOG0000285	OG0000011	n215																			TCONS_00040546.p1					
