HOG	OG	Gene Tree Parent Clade	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
N11.HOG0000027	OG0000000	n498						bflo_00191	BRALA00115																	
N11.HOG0000028	OG0000000	n542						bflo_15523	BRALA11736																	
N11.HOG0000029	OG0000000	n589						bflo_00189																		
N11.HOG0000030	OG0000000	n593						bflo_00196	BRALA00116																	
N11.HOG0000031	OG0000000	n612							BRALA11734																	
N11.HOG0000032	OG0000000	n661						bflo_00195	BRALA00120																	
N11.HOG0000033	OG0000000	n676							BRALA00121																	
N11.HOG0000034	OG0000000	n721						bflo_00192																		
N11.HOG0000035	OG0000000	n751						bflo_00197	BRALA00118																	
N11.HOG0000036	OG0000000	n816						bflo_00617	BRALA00439																	
N11.HOG0000037	OG0000000	n817						bflo_23916	BRALA26541																	
N11.HOG0000038	OG0000000	n818						bflo_00176	BRALA00079																	
N11.HOG0000039	OG0000000	n851						bflo_10639	BRALA34448																	
N11.HOG0000040	OG0000000	n923						bflo_26449	BRALA00125																	
N11.HOG0000041	OG0000000	n924						bflo_00194, bflo_00920	BRALA00124																	
N11.HOG0000042	OG0000000	n978						bflo_26443	BRALA00127																	
N11.HOG0000043	OG0000000	n1014							BRALA11733																	
N11.HOG0000044	OG0000000	n1058						bflo_26417, bflo_00526	BRALA00135																	
N11.HOG0000045	OG0000000	n1091						bflo_10437	BRALA30674																	
N11.HOG0000046	OG0000000	n1136						bflo_10148	BRALA30673																	
N11.HOG0000047	OG0000000	n1191						bflo_18457	BRALA17840																	
N11.HOG0000048	OG0000001	n3							BRALA17635																	
N11.HOG0000049	OG0000001	n19						bflo_16887	BRALA22546																	
N11.HOG0000050	OG0000001	n30							BRALA22338, BRALA22325																	
N11.HOG0000051	OG0000001	n37						bflo_12230, bflo_11781	BRALA22324																	
N11.HOG0000052	OG0000001	n39						bflo_09432, bflo_18518, bflo_18507	BRALA14825																	
N11.HOG0000053	OG0000001	n100						bflo_22815, bflo_07671																		
N11.HOG0000054	OG0000001	n113						bflo_26771, bflo_03786	BRALA08781																	
N11.HOG0000055	OG0000001	n115						bflo_24105	BRALA24139																	
N11.HOG0000056	OG0000001	n116						bflo_23954, bflo_11884, bflo_11883																		
N11.HOG0000057	OG0000001	n118						bflo_24341, bflo_27049, bflo_26880																		
N11.HOG0000058	OG0000001	n120						bflo_15240	BRALA05562, BRALA26164, BRALA11954																	
N11.HOG0000059	OG0000001	n124						bflo_04862, bflo_25093, bflo_27451, bflo_05304, bflo_24933	BRALA26697																	
N11.HOG0000060	OG0000001	n129						bflo_17889, bflo_17890, bflo_27452	BRALA02698, BRALA05570, BRALA30227																	
N11.HOG0000061	OG0000001	n136						bflo_14077	BRALA11820																	
N11.HOG0000062	OG0000001	n137						bflo_22059	BRALA12085																	
N11.HOG0000063	OG0000001	n138						bflo_27450	BRALA30418, BRALA12110, BRALA00838																	
N11.HOG0000064	OG0000001	n153							BRALA34804																	
N11.HOG0000065	OG0000001	n162							BRALA17450, BRALA31564																	
N11.HOG0000066	OG0000001	n185							BRALA23764																	
N11.HOG0000067	OG0000001	n191						bflo_23991, bflo_23992, bflo_23994, bflo_24931																		
N11.HOG0000068	OG0000001	n196						bflo_24033, bflo_02655																		
N11.HOG0000069	OG0000001	n198						bflo_24912	BRALA05603																	
N11.HOG0000070	OG0000001	n199						bflo_24911	BRALA05601																	
N11.HOG0000071	OG0000001	n200						bflo_24913, bflo_23986, bflo_23984, bflo_24112, bflo_09164, bflo_24932, bflo_23996, bflo_23988, bflo_23978	BRALA05597																	
N11.HOG0000072	OG0000001	n212						bflo_23576, bflo_21555, bflo_21554, bflo_22583	BRALA11577																	
N11.HOG0000073	OG0000001	n216						bflo_22062	BRALA11578																	
N11.HOG0000074	OG0000001	n217						bflo_06927	BRALA16539, BRALA17939																	
N11.HOG0000075	OG0000001	n296							BRALA09015																	
N11.HOG0000076	OG0000001	n323						bflo_00691	BRALA14112																	
N11.HOG0000077	OG0000001	n330						bflo_23582, bflo_21621	BRALA12714, BRALA00678																	
N11.HOG0000078	OG0000001	n361							BRALA00762, BRALA09667																	
N11.HOG0000079	OG0000001	n363						bflo_13782	BRALA20490																	
N11.HOG0000080	OG0000001	n366						bflo_21347, bflo_23767, bflo_16185	BRALA27259																	
N11.HOG0000081	OG0000001	n484						bflo_18819	BRALA21021																	
N11.HOG0000082	OG0000001	n572						bflo_01216	BRALA25322																	
N11.HOG0000083	OG0000001	n573						bflo_22963, bflo_15401, bflo_01765, bflo_21469	BRALA21156																	
N11.HOG0000084	OG0000001	n745						bflo_24437	BRALA19588																	
N11.HOG0000085	OG0000001	n746						bflo_24440	BRALA19586																	
N11.HOG0000086	OG0000002	n45						bflo_10743	BRALA19734																	
N11.HOG0000087	OG0000002	n46						bflo_14897	BRALA28971																	
N11.HOG0000088	OG0000002	n48						bflo_23881	BRALA13962																	
N11.HOG0000089	OG0000002	n49						bflo_05739	BRALA24414																	
N11.HOG0000090	OG0000002	n51						bflo_21182	BRALA24243																	
N11.HOG0000091	OG0000002	n52						bflo_13707, bflo_13715, bflo_17652	BRALA17824																	
N11.HOG0000092	OG0000002	n55						bflo_09097, bflo_09099	BRALA28952, BRALA33640, BRALA28951, BRALA34586																	
N11.HOG0000093	OG0000002	n65						bflo_13037	BRALA28279, BRALA02635																	
N11.HOG0000094	OG0000002	n67						bflo_13533	BRALA12500																	
N11.HOG0000095	OG0000002	n79						bflo_03228	BRALA02394																	
N11.HOG0000096	OG0000002	n80						bflo_21287	BRALA02393, BRALA12208																	
N11.HOG0000097	OG0000002	n82						bflo_23657	BRALA06193, BRALA06192																	
N11.HOG0000098	OG0000002	n161						bflo_04290	BRALA12524																	
N11.HOG0000099	OG0000002	n165						bflo_00094	BRALA04416																	
N11.HOG0000100	OG0000002	n166						bflo_17367	BRALA20174, BRALA26760, BRALA23949, BRALA18644, BRALA02269, BRALA16429																	
N11.HOG0000101	OG0000002	n172						bflo_18222, bflo_07006																		
N11.HOG0000102	OG0000002	n173						bflo_00884	BRALA22142																	
N11.HOG0000103	OG0000002	n174						bflo_00880, bflo_00879																		
N11.HOG0000104	OG0000002	n177						bflo_09101	BRALA19929																	
N11.HOG0000105	OG0000002	n179						bflo_09095	BRALA19930																	
N11.HOG0000106	OG0000002	n180						bflo_09111, bflo_09109	BRALA32338																	
N11.HOG0000107	OG0000002	n182						bflo_12588	BRALA20554																	
N11.HOG0000108	OG0000002	n183							BRALA19928, BRALA04417, BRALA20500																	
N11.HOG0000109	OG0000002	n312						bflo_17497, bflo_02368	BRALA21492																	
N11.HOG0000110	OG0000002	n314						bflo_17498	BRALA22510																	
N11.HOG0000111	OG0000002	n315						bflo_25563	BRALA17577, BRALA01102, BRALA16253, BRALA11862																	
N11.HOG0000112	OG0000002	n319						bflo_06206, bflo_06205	BRALA13544, BRALA13542																	
N11.HOG0000113	OG0000002	n325						bflo_25930	BRALA01271																	
N11.HOG0000114	OG0000002	n327						bflo_26131	BRALA00868																	
N11.HOG0000115	OG0000002	n328						bflo_26130, bflo_25287, bflo_00331, bflo_25393, bflo_26134, bflo_26137, bflo_25819, bflo_25402	BRALA05067, BRALA24317, BRALA30805, BRALA05068, BRALA05069																	
N11.HOG0000116	OG0000002	n341						bflo_11581, bflo_22671	BRALA16745																	
N11.HOG0000117	OG0000002	n343						bflo_22660	BRALA10425																	
N11.HOG0000118	OG0000002	n344						bflo_11130	BRALA30468																	
N11.HOG0000119	OG0000002	n617							BRALA10501																	
N11.HOG0000120	OG0000002	n620							BRALA20754																	
N11.HOG0000121	OG0000002	n671							BRALA27121																	
N11.HOG0000122	OG0000002	n683						bflo_17799, bflo_18344	BRALA24331																	
N11.HOG0000123	OG0000002	n685						bflo_04757	BRALA13772																	
N11.HOG0000124	OG0000002	n692						bflo_26393, bflo_11566, bflo_11880	BRALA12787																	
N11.HOG0000125	OG0000002	n695						bflo_08809	BRALA28959																	
N11.HOG0000126	OG0000002	n696						bflo_11571	BRALA12788																	
N11.HOG0000127	OG0000002	n698						bflo_18062	BRALA22141, BRALA22208, BRALA01522, BRALA21191, BRALA02619																	
N11.HOG0000128	OG0000002	n703						bflo_17796, bflo_17499, bflo_17810, bflo_17878, bflo_17798, bflo_17351	BRALA12358, BRALA12505																	
N11.HOG0000129	OG0000002	n710						bflo_18490	BRALA16485																	
N11.HOG0000130	OG0000002	n711						bflo_10984	BRALA09406																	
N11.HOG0000131	OG0000003	n2							BRALA07619																	
N11.HOG0000132	OG0000003	n13							BRALA34994, BRALA34493, BRALA07602, BRALA07598, BRALA23609																	
N11.HOG0000133	OG0000003	n20						bflo_08943																		
N11.HOG0000134	OG0000003	n27						bflo_09100	BRALA32340																	
N11.HOG0000135	OG0000003	n28						bflo_09110	BRALA28950																	
N11.HOG0000136	OG0000003	n30						bflo_26615, bflo_04790	BRALA33939, BRALA01916																	
N11.HOG0000137	OG0000003	n42							BRALA04606																	
N11.HOG0000138	OG0000003	n43						bflo_02237	BRALA11277																	
N11.HOG0000139	OG0000003	n55							BRALA03414																	
N11.HOG0000140	OG0000003	n68							BRALA35199																	
N11.HOG0000141	OG0000003	n69							BRALA21392, BRALA32239																	
N11.HOG0000142	OG0000003	n76						bflo_26614																		
N11.HOG0000143	OG0000003	n102						bflo_26996	BRALA17860, BRALA17865, BRALA17861, BRALA17866, BRALA03419																	
N11.HOG0000144	OG0000003	n111						bflo_01321	BRALA35907																	
N11.HOG0000145	OG0000003	n133							BRALA31353																	
N11.HOG0000146	OG0000003	n138							BRALA11278																	
N11.HOG0000147	OG0000003	n210							BRALA27165																	
N11.HOG0000148	OG0000003	n217						bflo_23600	BRALA34993, BRALA18601																	
N11.HOG0000149	OG0000003	n229							BRALA05750																	
N11.HOG0000150	OG0000003	n235							BRALA07140																	
N11.HOG0000151	OG0000003	n257							BRALA25224																	
N11.HOG0000152	OG0000003	n294						bflo_24207, bflo_19873, bflo_26986	BRALA30232																	
N11.HOG0000153	OG0000003	n297						bflo_08714	BRALA07610																	
N11.HOG0000154	OG0000003	n343						bflo_26737																		
N11.HOG0000155	OG0000003	n344						bflo_26114																		
N11.HOG0000156	OG0000003	n375						bflo_26682																		
N11.HOG0000157	OG0000003	n380							BRALA09721																	
N11.HOG0000158	OG0000003	n389							BRALA02709																	
N11.HOG0000159	OG0000003	n401							BRALA24754																	
N11.HOG0000160	OG0000003	n461						bflo_26930	BRALA19933, BRALA07599																	
N11.HOG0000161	OG0000003	n463						bflo_19434, bflo_27269	BRALA23550																	
N11.HOG0000162	OG0000003	n481							BRALA02710																	
N11.HOG0000163	OG0000003	n496							BRALA31768																	
N11.HOG0000164	OG0000003	n500							BRALA11276																	
N11.HOG0000165	OG0000003	n501						bflo_15766	BRALA10124																	
N11.HOG0000166	OG0000003	n512							BRALA01167																	
N11.HOG0000167	OG0000003	n527							BRALA02711																	
N11.HOG0000168	OG0000003	n531						bflo_22230	BRALA07070																	
N11.HOG0000169	OG0000003	n534							BRALA31766																	
N11.HOG0000170	OG0000003	n535							BRALA29565																	
N11.HOG0000171	OG0000003	n547						bflo_24151																		
N11.HOG0000172	OG0000003	n556						bflo_26929	BRALA07069																	
N11.HOG0000173	OG0000003	n558						bflo_27439	BRALA20351																	
N11.HOG0000174	OG0000003	n561							BRALA07154																	
N11.HOG0000175	OG0000003	n590						bflo_09845	BRALA23384																	
N11.HOG0000176	OG0000003	n617						bflo_26599, bflo_26600, bflo_26598	BRALA02712, BRALA07571																	
N11.HOG0000177	OG0000003	n631						bflo_26004																		
N11.HOG0000178	OG0000003	n644							BRALA14502																	
N11.HOG0000179	OG0000003	n649							BRALA01914																	
N11.HOG0000180	OG0000003	n676							BRALA01313																	
N11.HOG0000181	OG0000003	n677							BRALA17936, BRALA23610																	
N11.HOG0000182	OG0000003	n686						bflo_02645																		
N11.HOG0000183	OG0000003	n700						bflo_18522																		
N11.HOG0000184	OG0000003	n701							BRALA01314																	
N11.HOG0000185	OG0000003	n704						bflo_19532	BRALA16566																	
N11.HOG0000186	OG0000004	n12							BRALA09016																	
N11.HOG0000187	OG0000004	n30						bflo_00546, bflo_11160	BRALA16461, BRALA23965, BRALA02945, BRALA09920, BRALA16460																	
N11.HOG0000188	OG0000004	n69						bflo_21581, bflo_07267	BRALA16167																	
N11.HOG0000189	OG0000004	n112						bflo_01803																		
N11.HOG0000190	OG0000004	n129						bflo_07498, bflo_20660	BRALA27667																	
N11.HOG0000191	OG0000004	n140						bflo_18067	BRALA12395																	
N11.HOG0000192	OG0000004	n146							BRALA03960																	
N11.HOG0000193	OG0000004	n176						bflo_05437	BRALA08526																	
N11.HOG0000194	OG0000004	n219						bflo_17240	BRALA14376																	
N11.HOG0000195	OG0000004	n220						bflo_00410	BRALA14386, BRALA13197, BRALA34097, BRALA08699																	
N11.HOG0000196	OG0000004	n224						bflo_24214	BRALA33844																	
N11.HOG0000197	OG0000004	n225						bflo_24400, bflo_08125, bflo_09695, bflo_01777	BRALA26617																	
N11.HOG0000198	OG0000004	n229							BRALA34364, BRALA34964, BRALA33600																	
N11.HOG0000199	OG0000004	n259						bflo_07950																		
N11.HOG0000200	OG0000004	n347						bflo_07914	BRALA03918																	
N11.HOG0000201	OG0000004	n430						bflo_11205, bflo_09686, bflo_00121	BRALA15703																	
N11.HOG0000202	OG0000004	n433							BRALA23654, BRALA07044																	
N11.HOG0000203	OG0000004	n445							BRALA03961																	
N11.HOG0000204	OG0000004	n477						bflo_21986	BRALA13601																	
N11.HOG0000205	OG0000004	n478						bflo_00119, bflo_00123, bflo_10641, bflo_11199, bflo_10893, bflo_11198, bflo_11206																		
N11.HOG0000206	OG0000004	n519						bflo_04032	BRALA02003, BRALA02015																	
N11.HOG0000207	OG0000004	n608						bflo_21552, bflo_15225																		
N11.HOG0000208	OG0000004	n612						bflo_07952, bflo_07948, bflo_07951																		
N11.HOG0000209	OG0000005	n22						bflo_16145	BRALA11141																	
N11.HOG0000210	OG0000005	n23						bflo_16762, bflo_16144, bflo_15993, bflo_16755, bflo_04838	BRALA20236																	
N11.HOG0000211	OG0000005	n28							BRALA24081, BRALA25210, BRALA25209																	
N11.HOG0000212	OG0000005	n30						bflo_00488	BRALA24049, BRALA24867																	
N11.HOG0000213	OG0000005	n35						bflo_17905	BRALA34270																	
N11.HOG0000214	OG0000005	n36						bflo_09935	BRALA18306, BRALA18305, BRALA22610																	
N11.HOG0000215	OG0000005	n39						bflo_16770	BRALA18416																	
N11.HOG0000216	OG0000005	n225						bflo_26492	BRALA00625																	
N11.HOG0000217	OG0000005	n229						bflo_15868	BRALA18454																	
N11.HOG0000218	OG0000005	n230						bflo_16776	BRALA18460, BRALA18459																	
N11.HOG0000219	OG0000005	n232						bflo_21372	BRALA12234																	
N11.HOG0000220	OG0000005	n254						bflo_13407	BRALA25414, BRALA34368																	
N11.HOG0000221	OG0000005	n283							BRALA00382																	
N11.HOG0000222	OG0000005	n310							BRALA31589																	
N11.HOG0000223	OG0000005	n319						bflo_07266	BRALA15577, BRALA04488																	
N11.HOG0000224	OG0000005	n331							BRALA16471																	
N11.HOG0000225	OG0000005	n551						bflo_08461	BRALA07928																	
N11.HOG0000226	OG0000005	n553						bflo_08460	BRALA04490																	
N11.HOG0000227	OG0000005	n554						bflo_07020	BRALA04489																	
N11.HOG0000228	OG0000005	n555						bflo_07656	BRALA08015, BRALA08013																	
N11.HOG0000229	OG0000005	n560						bflo_13613, bflo_13706	BRALA16467																	
N11.HOG0000230	OG0000005	n562						bflo_13036	BRALA16464																	
N11.HOG0000231	OG0000005	n565						bflo_00914	BRALA31590																	
N11.HOG0000232	OG0000005	n566						bflo_00505	BRALA24865																	
N11.HOG0000233	OG0000005	n568						bflo_00504	BRALA24860																	
N11.HOG0000234	OG0000005	n569						bflo_00482	BRALA24861																	
N11.HOG0000235	OG0000005	n572						bflo_00815	BRALA00380																	
N11.HOG0000236	OG0000005	n573						bflo_19551	BRALA26703																	
N11.HOG0000237	OG0000005	n574						bflo_26509	BRALA00381																	
N11.HOG0000238	OG0000005	n595							BRALA15288																	
N11.HOG0000239	OG0000005	n604						bflo_10917	BRALA15287																	
N11.HOG0000240	OG0000006	n4							BRALA03676																	
N11.HOG0000241	OG0000006	n25						bflo_03612	BRALA27911																	
N11.HOG0000242	OG0000006	n40						bflo_10484	BRALA07705																	
N11.HOG0000243	OG0000006	n57						bflo_06221	BRALA17590																	
N11.HOG0000244	OG0000006	n74						bflo_07660	BRALA06686																	
N11.HOG0000245	OG0000006	n114						bflo_14856, bflo_15258	BRALA19242																	
N11.HOG0000246	OG0000006	n148						bflo_22120	BRALA06109																	
N11.HOG0000247	OG0000006	n176						bflo_16305																		
N11.HOG0000248	OG0000006	n215						bflo_22526	BRALA23800																	
N11.HOG0000249	OG0000006	n253						bflo_10066	BRALA07568																	
N11.HOG0000250	OG0000006	n254						bflo_10065	BRALA29276																	
N11.HOG0000251	OG0000006	n279						bflo_12576	BRALA22280																	
N11.HOG0000252	OG0000006	n315						bflo_23572	BRALA06185																	
N11.HOG0000253	OG0000006	n343						bflo_23665	BRALA06182																	
N11.HOG0000254	OG0000006	n348						bflo_23603	BRALA06186																	
N11.HOG0000255	OG0000006	n351						bflo_22579	BRALA24212																	
N11.HOG0000256	OG0000006	n359						bflo_06220	BRALA17603																	
N11.HOG0000257	OG0000006	n390						bflo_09963	BRALA30843																	
N11.HOG0000258	OG0000006	n401						bflo_08237	BRALA03602																	
N11.HOG0000259	OG0000006	n440						bflo_06222	BRALA17591																	
N11.HOG0000260	OG0000006	n470						bflo_08431	BRALA24372																	
N11.HOG0000261	OG0000006	n520							BRALA34187																	
N11.HOG0000262	OG0000006	n522						bflo_22598	BRALA24993																	
N11.HOG0000263	OG0000006	n544						bflo_15412	BRALA24994																	
N11.HOG0000264	OG0000006	n606						bflo_10980	BRALA22628																	
N11.HOG0000265	OG0000007	n8						bflo_13266	BRALA03259																	
N11.HOG0000266	OG0000007	n35						bflo_05651	BRALA13447, BRALA13448																	
N11.HOG0000267	OG0000007	n74						bflo_16444	BRALA20872																	
N11.HOG0000268	OG0000007	n75						bflo_15598	BRALA20870																	
N11.HOG0000269	OG0000007	n112						bflo_06255	BRALA09541																	
N11.HOG0000270	OG0000007	n129						bflo_25603																		
N11.HOG0000271	OG0000007	n178						bflo_25903	BRALA01304																	
N11.HOG0000272	OG0000007	n194						bflo_24652, bflo_24653, bflo_24651, bflo_24654	BRALA08592																	
N11.HOG0000273	OG0000007	n200						bflo_10207	BRALA31416																	
N11.HOG0000274	OG0000007	n233						bflo_23632	BRALA11149																	
N11.HOG0000275	OG0000007	n251						bflo_13761	BRALA03260																	
N11.HOG0000276	OG0000007	n278						bflo_13742	BRALA20579																	
N11.HOG0000277	OG0000007	n294						bflo_13892	BRALA03286																	
N11.HOG0000278	OG0000007	n310						bflo_13084	BRALA03282																	
N11.HOG0000279	OG0000007	n342						bflo_00716	BRALA08350																	
N11.HOG0000280	OG0000007	n359						bflo_12223	BRALA09316																	
N11.HOG0000281	OG0000007	n368						bflo_16800	BRALA25787																	
N11.HOG0000282	OG0000007	n409						bflo_12369	BRALA26097																	
N11.HOG0000283	OG0000007	n425						bflo_21087	BRALA14947																	
N11.HOG0000284	OG0000007	n427						bflo_23309	BRALA22487																	
N11.HOG0000285	OG0000007	n478						bflo_23091	BRALA06491																	
N11.HOG0000286	OG0000007	n513						bflo_23283	BRALA18647																	
N11.HOG0000287	OG0000007	n548						bflo_09771	BRALA23348																	
N11.HOG0000288	OG0000007	n565						bflo_24497	BRALA05625																	
N11.HOG0000289	OG0000007	n608						bflo_11392	BRALA30788																	
N11.HOG0000290	OG0000008	n6						bflo_25964, bflo_01367, bflo_00741	BRALA16035																	
N11.HOG0000291	OG0000008	n10						bflo_24920	BRALA05591																	
N11.HOG0000292	OG0000008	n37						bflo_04328	BRALA27338																	
N11.HOG0000293	OG0000008	n85						bflo_09106	BRALA19914																	
N11.HOG0000294	OG0000008	n87						bflo_19282																		
N11.HOG0000295	OG0000008	n92						bflo_14409																		
N11.HOG0000296	OG0000008	n93						bflo_10580	BRALA10079, BRALA21454																	
N11.HOG0000297	OG0000008	n110						bflo_11711	BRALA15422, BRALA15425																	
N11.HOG0000298	OG0000008	n212							BRALA27340																	
N11.HOG0000299	OG0000008	n286						bflo_08472, bflo_08473, bflo_00405	BRALA04407																	
N11.HOG0000300	OG0000008	n289						bflo_01106	BRALA17128, BRALA07906, BRALA15503, BRALA14714																	
N11.HOG0000301	OG0000008	n293						bflo_07328, bflo_08279	BRALA07908																	
N11.HOG0000302	OG0000008	n295						bflo_24300	BRALA07907																	
N11.HOG0000303	OG0000008	n296							BRALA07892, BRALA07891																	
N11.HOG0000304	OG0000008	n297						bflo_02874, bflo_22928	BRALA21582, BRALA02557																	
N11.HOG0000305	OG0000008	n309						bflo_16759, bflo_16352, bflo_16351, bflo_16760	BRALA27339																	
N11.HOG0000306	OG0000008	n313						bflo_16631	BRALA27336																	
N11.HOG0000307	OG0000008	n335						bflo_18246	BRALA26171, BRALA33769																	
N11.HOG0000308	OG0000008	n337						bflo_18438	BRALA26174																	
N11.HOG0000309	OG0000008	n338						bflo_17494, bflo_17234, bflo_17491, bflo_17495																		
N11.HOG0000310	OG0000008	n341						bflo_05246, bflo_16441, bflo_26042	BRALA26137																	
N11.HOG0000311	OG0000008	n344						bflo_16203, bflo_16234, bflo_16238, bflo_16233, bflo_16235, bflo_16231, bflo_16161, bflo_25263, bflo_24546	BRALA30164																	
N11.HOG0000312	OG0000008	n415						bflo_01785	BRALA09673																	
N11.HOG0000313	OG0000008	n418							BRALA27036																	
N11.HOG0000314	OG0000008	n428						bflo_17089	BRALA26942																	
N11.HOG0000315	OG0000008	n489						bflo_12140	BRALA20539																	
N11.HOG0000316	OG0000008	n527						bflo_24820	BRALA05754																	
N11.HOG0000317	OG0000008	n531						bflo_25017, bflo_24835, bflo_05883																		
N11.HOG0000318	OG0000008	n534						bflo_24836	BRALA05767																	
N11.HOG0000319	OG0000008	n536						bflo_23968, bflo_00088, bflo_24054, bflo_24837, bflo_24839	BRALA05758																	
N11.HOG0000320	OG0000008	n541						bflo_24838	BRALA05753																	
N11.HOG0000321	OG0000008	n542						bflo_24924	BRALA05580																	
N11.HOG0000322	OG0000008	n550						bflo_11080	BRALA28057																	
N11.HOG0000323	OG0000008	n581						bflo_07954	BRALA03967																	
N11.HOG0000324	OG0000008	n582						bflo_07942	BRALA19653																	
N11.HOG0000325	OG0000008	n585						bflo_07547	BRALA19700																	
N11.HOG0000326	OG0000008	n586						bflo_04028, bflo_18374, bflo_24491, bflo_04327, bflo_04330, bflo_04337	BRALA02027																	
N11.HOG0000327	OG0000008	n593						bflo_04336	BRALA02016																	
N11.HOG0000328	OG0000008	n594						bflo_07550	BRALA02018																	
N11.HOG0000329	OG0000008	n595						bflo_22064	BRALA05740																	
N11.HOG0000330	OG0000008	n596						bflo_10972, bflo_19398	BRALA09034																	
N11.HOG0000331	OG0000008	n605						bflo_20071	BRALA20418																	
N11.HOG0000332	OG0000008	n622						bflo_17599	BRALA19645																	
N11.HOG0000333	OG0000009	n146						bflo_13612, bflo_25945	BRALA33044, BRALA32203, BRALA32983																	
N11.HOG0000334	OG0000009	n159						bflo_13658	BRALA34913																	
N11.HOG0000335	OG0000009	n183							BRALA34658																	
N11.HOG0000336	OG0000009	n192							BRALA26278, BRALA32982																	
N11.HOG0000337	OG0000009	n251							BRALA26344, BRALA34657																	
N11.HOG0000338	OG0000009	n267							BRALA24601																	
N11.HOG0000339	OG0000009	n280						bflo_22837, bflo_19871, bflo_04807, bflo_11131, bflo_22838, bflo_04755																		
N11.HOG0000340	OG0000009	n369						bflo_05031, bflo_26511	BRALA26896, BRALA05198, BRALA23884, BRALA31944																	
N11.HOG0000341	OG0000009	n431							BRALA33043, BRALA22992, BRALA30025																	
N11.HOG0000342	OG0000009	n456						bflo_05282, bflo_00619, bflo_12605, bflo_16228, bflo_11316, bflo_11969	BRALA24985																	
N11.HOG0000343	OG0000009	n463						bflo_19936	BRALA23462, BRALA30489																	
N11.HOG0000344	OG0000009	n465							BRALA12697, BRALA27847																	
N11.HOG0000345	OG0000009	n535						bflo_25982	BRALA32265, BRALA29866, BRALA26277, BRALA33071, BRALA32981, BRALA30024, BRALA26298, BRALA26297, BRALA06338																	
N11.HOG0000346	OG0000009	n586						bflo_13010																		
N11.HOG0000347	OG0000010	n88							BRALA05894																	
N11.HOG0000348	OG0000010	n142						bflo_01925, bflo_02047, bflo_02046, bflo_01877, bflo_01910	BRALA13736																	
N11.HOG0000349	OG0000010	n148						bflo_21331	BRALA14215																	
N11.HOG0000350	OG0000010	n149						bflo_22061, bflo_21857	BRALA13464, BRALA24211, BRALA24209																	
N11.HOG0000351	OG0000010	n163						bflo_00973	BRALA24210, BRALA03886																	
N11.HOG0000352	OG0000010	n198							BRALA08739, BRALA05744																	
N11.HOG0000353	OG0000010	n217						bflo_05472	BRALA17508, BRALA01650																	
N11.HOG0000354	OG0000010	n233						bflo_03815, bflo_02970	BRALA02432																	
N11.HOG0000355	OG0000010	n248						bflo_07912	BRALA03920																	
N11.HOG0000356	OG0000010	n249						bflo_08373	BRALA03888																	
N11.HOG0000357	OG0000010	n250							BRALA03922																	
N11.HOG0000358	OG0000010	n285						bflo_25814	BRALA01026																	
