HOG	OG	Gene Tree Parent Clade	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
N21.HOG0000045	OG0000001	n104												HELIO_11550										STRPU_16294, STRPU_16314, STRPU_16310, STRPU_16293, STRPU_16221		
N21.HOG0000046	OG0000001	n185																						STRPU_00074		
N21.HOG0000047	OG0000001	n325																						STRPU_01290, STRPU_18232, STRPU_01177, STRPU_19476, STRPU_18414		
N21.HOG0000048	OG0000001	n342														LYTVA_16521										
N21.HOG0000049	OG0000001	n491														LYTVA_19190, LYTVA_26158								STRPU_02027, STRPU_07060, STRPU_08023, STRPU_02028, STRPU_08024, STRPU_02029, STRPU_16260, STRPU_16256, STRPU_16259, STRPU_16275, STRPU_16315, STRPU_16295, STRPU_16296, STRPU_16218, STRPU_16250, STRPU_16276, STRPU_16261, STRPU_16277, STRPU_16262		
N21.HOG0000050	OG0000001	n591												HELIO_00196												
N21.HOG0000051	OG0000001	n599												HELIO_00018												
N21.HOG0000052	OG0000001	n600												HELIO_00128												
N21.HOG0000053	OG0000001	n611												HELIO_06891		LYTVA_04837								STRPU_07468, STRPU_07469, STRPU_07465, STRPU_07471, STRPU_07897, STRPU_07925, STRPU_07896, STRPU_07924, STRPU_07461, STRPU_07462, STRPU_07464, STRPU_07466, STRPU_07467, STRPU_07463, STRPU_07470		
N21.HOG0000054	OG0000001	n627												HELIO_10957		LYTVA_04757								STRPU_14233, STRPU_14227		
N21.HOG0000055	OG0000001	n641												HELIO_04926, HELIO_03604										STRPU_19145, STRPU_04228, STRPU_09860		
N21.HOG0000056	OG0000001	n647														LYTVA_28493								STRPU_06022		
N21.HOG0000057	OG0000001	n648												HELIO_03121		LYTVA_09014, LYTVA_04284								STRPU_06407, STRPU_06414, STRPU_06404, STRPU_06405		
N21.HOG0000058	OG0000001	n654														LYTVA_06287								STRPU_24972		
N21.HOG0000059	OG0000001	n656														LYTVA_18436, LYTVA_05266								STRPU_10538, STRPU_10540, STRPU_10542		
N21.HOG0000060	OG0000001	n660												HELIO_03866		LYTVA_22102								STRPU_07738, STRPU_12930, STRPU_07737, STRPU_07352		
N21.HOG0000061	OG0000001	n666												HELIO_06455		LYTVA_14761								STRPU_11067		
N21.HOG0000062	OG0000001	n711														LYTVA_12818								STRPU_12910		
N21.HOG0000063	OG0000001	n713														LYTVA_24053, LYTVA_08107, LYTVA_24049								STRPU_12667		
N21.HOG0000064	OG0000001	n716														LYTVA_11602								STRPU_13102		
N21.HOG0000065	OG0000002	n29												HELIO_06940		LYTVA_28398								STRPU_21867		
N21.HOG0000066	OG0000002	n97												HELIO_06215		LYTVA_16491, LYTVA_27186, LYTVA_12758								STRPU_01111, STRPU_24188		
N21.HOG0000067	OG0000002	n103												HELIO_12339		LYTVA_12336								STRPU_24739, STRPU_12686		
N21.HOG0000068	OG0000002	n106												HELIO_07200		LYTVA_23101								STRPU_23131		
N21.HOG0000069	OG0000002	n109												HELIO_07091, HELIO_05970		LYTVA_29091								STRPU_24784, STRPU_24781, STRPU_24779, STRPU_24782		
N21.HOG0000070	OG0000002	n115												HELIO_10154		LYTVA_16674								STRPU_24496		
N21.HOG0000071	OG0000002	n137														LYTVA_03491								STRPU_22731		
N21.HOG0000072	OG0000002	n141												HELIO_04237		LYTVA_22589								STRPU_04929		
N21.HOG0000073	OG0000002	n143														LYTVA_22154, LYTVA_22588								STRPU_10056, STRPU_10135, STRPU_10129, STRPU_13264, STRPU_11045, STRPU_00383, STRPU_10128		
N21.HOG0000074	OG0000002	n151														LYTVA_25289								STRPU_13989, STRPU_13992, STRPU_13990, STRPU_13991		
N21.HOG0000075	OG0000002	n191												HELIO_03388, HELIO_11987		LYTVA_01784								STRPU_25851, STRPU_22729		
N21.HOG0000076	OG0000002	n354														LYTVA_07084								STRPU_07176		
N21.HOG0000077	OG0000002	n355												HELIO_05342		LYTVA_09655, LYTVA_07085								STRPU_07177, STRPU_18026		
N21.HOG0000078	OG0000002	n359												HELIO_01248		LYTVA_29176								STRPU_03083		
N21.HOG0000079	OG0000002	n435												HELIO_10853		LYTVA_09815								STRPU_22053, STRPU_10449, STRPU_10451, STRPU_10453		
N21.HOG0000080	OG0000002	n440														LYTVA_04765								STRPU_11801		
N21.HOG0000081	OG0000002	n442												HELIO_05803										STRPU_04204, STRPU_04244		
N21.HOG0000082	OG0000002	n446														LYTVA_26938								STRPU_03069		
N21.HOG0000083	OG0000002	n448														LYTVA_07995, LYTVA_23824								STRPU_04415, STRPU_16798		
N21.HOG0000084	OG0000002	n451														LYTVA_17551								STRPU_15494, STRPU_16800, STRPU_16796		
N21.HOG0000085	OG0000002	n455												HELIO_02102		LYTVA_25582								STRPU_04913		
N21.HOG0000086	OG0000002	n457												HELIO_10641		LYTVA_22408								STRPU_04447		
N21.HOG0000087	OG0000002	n587														LYTVA_05820								STRPU_06289, STRPU_06334		
N21.HOG0000088	OG0000002	n625												HELIO_06844										STRPU_25048		
N21.HOG0000089	OG0000002	n646																						STRPU_20582, STRPU_20566		
N21.HOG0000090	OG0000002	n662												HELIO_12021, HELIO_07207										STRPU_00361		
N21.HOG0000091	OG0000002	n718														LYTVA_21553								STRPU_18021, STRPU_18027		
N21.HOG0000092	OG0000003	n20														LYTVA_28727								STRPU_19737		
N21.HOG0000093	OG0000003	n30												HELIO_07277		LYTVA_23292								STRPU_08514		
N21.HOG0000094	OG0000003	n43												HELIO_03324												
N21.HOG0000095	OG0000003	n51														LYTVA_29159								STRPU_24147		
N21.HOG0000096	OG0000003	n59														LYTVA_21164								STRPU_06865		
N21.HOG0000097	OG0000003	n61														LYTVA_26275										
N21.HOG0000098	OG0000003	n76																						STRPU_12381, STRPU_12395, STRPU_12415, STRPU_12400, STRPU_12399, STRPU_12411, STRPU_12398, STRPU_12397, STRPU_12396, STRPU_12394, STRPU_12393, STRPU_12392, STRPU_12391, STRPU_12390, STRPU_12389, STRPU_12388, STRPU_12387, STRPU_12386, STRPU_12385, STRPU_12384, STRPU_12383, STRPU_12382, STRPU_12380, STRPU_12379, STRPU_12378		
N21.HOG0000099	OG0000003	n111																						STRPU_04933, STRPU_22487, STRPU_22462, STRPU_22485, STRPU_08169, STRPU_07935, STRPU_22967		
N21.HOG0000100	OG0000003	n122																						STRPU_14457		
N21.HOG0000101	OG0000003	n130														LYTVA_25607										
N21.HOG0000102	OG0000003	n131														LYTVA_21606										
N21.HOG0000103	OG0000003	n135																						STRPU_00063		
N21.HOG0000104	OG0000003	n147																						STRPU_21266		
N21.HOG0000105	OG0000003	n150														LYTVA_03030										
N21.HOG0000106	OG0000003	n164																						STRPU_08968, STRPU_08981		
N21.HOG0000107	OG0000003	n183																						STRPU_02656		
N21.HOG0000108	OG0000003	n184												HELIO_02559										STRPU_06609		
N21.HOG0000109	OG0000003	n188												HELIO_06998, HELIO_07220		LYTVA_15536								STRPU_07634		
N21.HOG0000110	OG0000003	n204														LYTVA_14606										
N21.HOG0000111	OG0000003	n249														LYTVA_06976										
N21.HOG0000112	OG0000003	n257												HELIO_07172										STRPU_17011		
N21.HOG0000113	OG0000003	n278																						STRPU_08627		
N21.HOG0000114	OG0000003	n280												HELIO_07118, HELIO_08034												
N21.HOG0000115	OG0000003	n292																						STRPU_02120		
N21.HOG0000116	OG0000003	n301																						STRPU_20651		
N21.HOG0000117	OG0000003	n320												HELIO_07314		LYTVA_06469								STRPU_17996		
N21.HOG0000118	OG0000003	n343												HELIO_08472												
N21.HOG0000119	OG0000003	n344												HELIO_00669												
N21.HOG0000120	OG0000003	n347																						STRPU_00064		
N21.HOG0000121	OG0000003	n352																						STRPU_13505		
N21.HOG0000122	OG0000003	n355																						STRPU_01614, STRPU_08510		
N21.HOG0000123	OG0000003	n357												HELIO_06573										STRPU_22956, STRPU_00065		
N21.HOG0000124	OG0000003	n365																						STRPU_00036		
N21.HOG0000125	OG0000003	n367												HELIO_09381										STRPU_09153, STRPU_02119, STRPU_09154		
N21.HOG0000126	OG0000003	n375																						STRPU_09134		
N21.HOG0000127	OG0000003	n380																						STRPU_12409, STRPU_12413, STRPU_12410, STRPU_12414, STRPU_12412		
N21.HOG0000128	OG0000003	n389																						STRPU_12000		
N21.HOG0000129	OG0000003	n390																						STRPU_18662		
N21.HOG0000130	OG0000003	n401												HELIO_06283												
N21.HOG0000131	OG0000003	n415												HELIO_06076										STRPU_08511		
N21.HOG0000132	OG0000003	n422												HELIO_08521												
N21.HOG0000133	OG0000003	n428												HELIO_05042												
N21.HOG0000134	OG0000003	n438												HELIO_00523, HELIO_01732		LYTVA_23212										
N21.HOG0000135	OG0000003	n447												HELIO_04717												
N21.HOG0000136	OG0000003	n475																						STRPU_12408		
N21.HOG0000137	OG0000003	n481												HELIO_10386										STRPU_17010		
N21.HOG0000138	OG0000003	n508																						STRPU_05808, STRPU_19339		
N21.HOG0000139	OG0000003	n527												HELIO_09894												
N21.HOG0000140	OG0000003	n541												HELIO_06251												
N21.HOG0000141	OG0000003	n544												HELIO_00920										STRPU_15479, STRPU_02103		
N21.HOG0000142	OG0000003	n547														LYTVA_20987								STRPU_20154		
N21.HOG0000143	OG0000003	n560												HELIO_07587												
N21.HOG0000144	OG0000003	n614												HELIO_00130												
N21.HOG0000145	OG0000003	n631												HELIO_07060, HELIO_05284												
N21.HOG0000146	OG0000003	n641												HELIO_02003												
N21.HOG0000147	OG0000003	n657												HELIO_06683												
N21.HOG0000148	OG0000003	n658												HELIO_04847										STRPU_09130		
N21.HOG0000149	OG0000003	n669																						STRPU_06867, STRPU_06866		
N21.HOG0000150	OG0000003	n687												HELIO_04393		LYTVA_26946, LYTVA_14926										
N21.HOG0000151	OG0000003	n691												HELIO_00919		LYTVA_01168										
N21.HOG0000152	OG0000004	n5														LYTVA_04445								STRPU_27010		
N21.HOG0000153	OG0000004	n24												HELIO_07338										STRPU_25308		
N21.HOG0000154	OG0000004	n61																						STRPU_02122		
N21.HOG0000155	OG0000004	n68																						STRPU_15691		
N21.HOG0000156	OG0000004	n81														LYTVA_03323										
N21.HOG0000157	OG0000004	n93														LYTVA_03048								STRPU_27431		
N21.HOG0000158	OG0000004	n95												HELIO_03376		LYTVA_08289, LYTVA_29289, LYTVA_22297								STRPU_02833, STRPU_09499, STRPU_09497, STRPU_09498		
N21.HOG0000159	OG0000004	n104														LYTVA_07389, LYTVA_03537										
N21.HOG0000160	OG0000004	n112																						STRPU_07696, STRPU_07682		
N21.HOG0000161	OG0000004	n118												HELIO_00029												
N21.HOG0000162	OG0000004	n121												HELIO_11549, HELIO_05294										STRPU_22142		
N21.HOG0000163	OG0000004	n129												HELIO_07102										STRPU_04563		
N21.HOG0000164	OG0000004	n146														LYTVA_13802										
N21.HOG0000165	OG0000004	n150												HELIO_05964, HELIO_06973		LYTVA_18533										
N21.HOG0000166	OG0000004	n156												HELIO_06422		LYTVA_29870, LYTVA_23131								STRPU_26215, STRPU_26214		
N21.HOG0000167	OG0000004	n174												HELIO_04283										STRPU_03900		
N21.HOG0000168	OG0000004	n177												HELIO_08003		LYTVA_04400								STRPU_26969		
N21.HOG0000169	OG0000004	n190																						STRPU_14683		
N21.HOG0000170	OG0000004	n194												HELIO_01465, HELIO_01464		LYTVA_13223								STRPU_26895		
N21.HOG0000171	OG0000004	n241														LYTVA_02998								STRPU_18793, STRPU_18804, STRPU_18942, STRPU_18792, STRPU_18791		
N21.HOG0000172	OG0000004	n246														LYTVA_25806								STRPU_25306		
N21.HOG0000173	OG0000004	n262														LYTVA_27784, LYTVA_21700, LYTVA_21699								STRPU_07761		
N21.HOG0000174	OG0000004	n265														LYTVA_11605								STRPU_07767, STRPU_15502		
N21.HOG0000175	OG0000004	n267														LYTVA_23685, LYTVA_10559								STRPU_03859, STRPU_25874, STRPU_03860		
N21.HOG0000176	OG0000004	n276														LYTVA_13382								STRPU_14052, STRPU_24326		
N21.HOG0000177	OG0000004	n278														LYTVA_25777								STRPU_12010, STRPU_01672, STRPU_12009		
N21.HOG0000178	OG0000004	n284												HELIO_04180		LYTVA_27196, LYTVA_03271								STRPU_19328		
N21.HOG0000179	OG0000004	n288																						STRPU_27014		
N21.HOG0000180	OG0000004	n293												HELIO_04162, HELIO_05704		LYTVA_06100								STRPU_12971		
N21.HOG0000181	OG0000004	n296														LYTVA_05937								STRPU_20214, STRPU_02497, STRPU_15118		
N21.HOG0000182	OG0000004	n299												HELIO_06644, HELIO_05598		LYTVA_25040								STRPU_09105, STRPU_02076, STRPU_24332		
N21.HOG0000183	OG0000004	n304														LYTVA_15014										
N21.HOG0000184	OG0000004	n329												HELIO_04311, HELIO_05602		LYTVA_08631								STRPU_03320, STRPU_03321		
N21.HOG0000185	OG0000004	n340												HELIO_12155		LYTVA_08482										
N21.HOG0000186	OG0000004	n342														LYTVA_13991										
N21.HOG0000187	OG0000004	n370												HELIO_00370										STRPU_01396, STRPU_08764, STRPU_27011, STRPU_08312, STRPU_01394, STRPU_01395, STRPU_08765, STRPU_01399, STRPU_26705, STRPU_26709, STRPU_26707, STRPU_26711		
N21.HOG0000188	OG0000004	n400												HELIO_07295, HELIO_04128		LYTVA_22300								STRPU_25881, STRPU_23220, STRPU_23228		
N21.HOG0000189	OG0000004	n405												HELIO_00658		LYTVA_22328								STRPU_25882		
N21.HOG0000190	OG0000004	n407												HELIO_12195										STRPU_25307		
N21.HOG0000191	OG0000004	n410												HELIO_09679, HELIO_06594										STRPU_26216		
N21.HOG0000192	OG0000004	n460																						STRPU_12970, STRPU_00307, STRPU_08591		
N21.HOG0000193	OG0000004	n463																						STRPU_07773		
N21.HOG0000194	OG0000004	n464																						STRPU_12976		
N21.HOG0000195	OG0000004	n471																						STRPU_12543, STRPU_12540, STRPU_12539, STRPU_12541		
N21.HOG0000196	OG0000004	n475																						STRPU_03318, STRPU_03319		
N21.HOG0000197	OG0000004	n510												HELIO_07359		LYTVA_28503										
N21.HOG0000198	OG0000004	n512												HELIO_02720		LYTVA_25768								STRPU_14825, STRPU_00765, STRPU_14824, STRPU_14822, STRPU_14823, STRPU_14826		
N21.HOG0000199	OG0000004	n520														LYTVA_11730										
N21.HOG0000200	OG0000004	n526																						STRPU_19329		
N21.HOG0000201	OG0000004	n590												HELIO_10453		LYTVA_12705								STRPU_05439, STRPU_05438		
N21.HOG0000202	OG0000004	n605																						STRPU_14686, STRPU_14682		
N21.HOG0000203	OG0000004	n616																						STRPU_11682, STRPU_08661, STRPU_11826, STRPU_11842, STRPU_19610		
N21.HOG0000204	OG0000004	n639														LYTVA_03880								STRPU_07212, STRPU_07214		
N21.HOG0000205	OG0000004	n641														LYTVA_11529								STRPU_07213		
N21.HOG0000206	OG0000004	n643														LYTVA_13371, LYTVA_08957										
N21.HOG0000207	OG0000004	n646																						STRPU_18644, STRPU_05673		
N21.HOG0000208	OG0000004	n648														LYTVA_21459								STRPU_18587, STRPU_18596, STRPU_18643, STRPU_18598, STRPU_02836, STRPU_18641, STRPU_18592, STRPU_18603, STRPU_18636, STRPU_18639, STRPU_18645, STRPU_18591, STRPU_18600, STRPU_18604, STRPU_18595, STRPU_05674, STRPU_02831, STRPU_18647		
N21.HOG0000209	OG0000004	n666														LYTVA_00032								STRPU_18588, STRPU_18648, STRPU_18590		
N21.HOG0000210	OG0000004	n675												HELIO_05213												
N21.HOG0000211	OG0000005	n256														LYTVA_24142								STRPU_18110, STRPU_02307, STRPU_02309		
N21.HOG0000212	OG0000005	n283														LYTVA_01017								STRPU_17631, STRPU_02287		
N21.HOG0000213	OG0000005	n324														LYTVA_15338								STRPU_17625		
N21.HOG0000214	OG0000005	n325														LYTVA_23825								STRPU_17635, STRPU_02284		
N21.HOG0000215	OG0000005	n379												HELIO_02981		LYTVA_21648								STRPU_18029		
N21.HOG0000216	OG0000005	n381														LYTVA_29628								STRPU_17935		
N21.HOG0000217	OG0000005	n382												HELIO_07411, HELIO_06771		LYTVA_20265								STRPU_18030, STRPU_17651, STRPU_02270, STRPU_17649, STRPU_17652, STRPU_02271, STRPU_02273		
N21.HOG0000218	OG0000005	n440														LYTVA_15344								STRPU_02285, STRPU_00429, STRPU_17634, STRPU_02288, STRPU_17632, STRPU_02286, STRPU_17633, STRPU_19124, STRPU_02289		
N21.HOG0000219	OG0000005	n449														LYTVA_25103								STRPU_17623, STRPU_02297		
N21.HOG0000220	OG0000005	n451												HELIO_04530		LYTVA_15340								STRPU_17967, STRPU_17969, STRPU_02293, STRPU_02291, STRPU_02294, STRPU_17627, STRPU_17624, STRPU_02296, STRPU_17968		
N21.HOG0000221	OG0000005	n461														LYTVA_25468								STRPU_17713, STRPU_17714, STRPU_21910		
N21.HOG0000222	OG0000005	n464												HELIO_05062		LYTVA_12344, LYTVA_13497								STRPU_15486, STRPU_15487		
N21.HOG0000223	OG0000005	n470														LYTVA_12436, LYTVA_12448, LYTVA_12437, LYTVA_01084, LYTVA_10225								STRPU_22203, STRPU_22202		
N21.HOG0000224	OG0000005	n476														LYTVA_01083, LYTVA_05447								STRPU_17272		
N21.HOG0000225	OG0000005	n604												HELIO_00211		LYTVA_21111								STRPU_26723		
N21.HOG0000226	OG0000005	n627												HELIO_09686		LYTVA_05821								STRPU_06288, STRPU_06333		
N21.HOG0000227	OG0000005	n647												HELIO_04655		LYTVA_12392								STRPU_02665, STRPU_01699		
N21.HOG0000228	OG0000006	n12														LYTVA_27651										
N21.HOG0000229	OG0000006	n23														LYTVA_18935										
N21.HOG0000230	OG0000006	n40												HELIO_00413										STRPU_12837		
N21.HOG0000231	OG0000006	n74												HELIO_09248		LYTVA_15901								STRPU_04777		
N21.HOG0000232	OG0000006	n114														LYTVA_21289								STRPU_05111, STRPU_05037		
N21.HOG0000233	OG0000006	n148														LYTVA_12321								STRPU_06684		
N21.HOG0000234	OG0000006	n176																						STRPU_19989		
N21.HOG0000235	OG0000006	n226												HELIO_04245		LYTVA_03511								STRPU_06500		
N21.HOG0000236	OG0000006	n238												HELIO_08707		LYTVA_25253								STRPU_12594		
N21.HOG0000237	OG0000006	n242												HELIO_08259, HELIO_08264										STRPU_12593		
N21.HOG0000238	OG0000006	n279												HELIO_06349		LYTVA_07373								STRPU_20521		
N21.HOG0000239	OG0000006	n315												HELIO_00150		LYTVA_23957								STRPU_09165, STRPU_02127		
N21.HOG0000240	OG0000006	n339														LYTVA_14827								STRPU_09164		
N21.HOG0000241	OG0000006	n359												HELIO_12770		LYTVA_29757								STRPU_27184, STRPU_27203		
N21.HOG0000242	OG0000006	n392												HELIO_10345										STRPU_27125		
N21.HOG0000243	OG0000006	n411														LYTVA_18169								STRPU_07314		
N21.HOG0000244	OG0000006	n457												HELIO_08890										STRPU_27126		
N21.HOG0000245	OG0000006	n478												HELIO_11381										STRPU_04454		
N21.HOG0000246	OG0000006	n480												HELIO_00450		LYTVA_29412								STRPU_04403		
N21.HOG0000247	OG0000006	n482														LYTVA_25462								STRPU_04401		
N21.HOG0000248	OG0000006	n522												HELIO_08227		LYTVA_16832								STRPU_21069		
N21.HOG0000249	OG0000006	n544												HELIO_06418		LYTVA_16844								STRPU_21071		
N21.HOG0000250	OG0000006	n606														LYTVA_08878								STRPU_14340		
N21.HOG0000251	OG0000006	n637												HELIO_00028		LYTVA_23230								STRPU_22384		
N21.HOG0000252	OG0000007	n8												HELIO_01296		LYTVA_29912								STRPU_25459		
N21.HOG0000253	OG0000007	n35												HELIO_10106		LYTVA_22273								STRPU_26581		
N21.HOG0000254	OG0000007	n67												HELIO_00643		LYTVA_23216								STRPU_21427		
N21.HOG0000255	OG0000007	n112												HELIO_06396		LYTVA_18159								STRPU_26977		
N21.HOG0000256	OG0000007	n129												HELIO_00352		LYTVA_27359								STRPU_18763		
N21.HOG0000257	OG0000007	n200												HELIO_11362										STRPU_09815		
N21.HOG0000258	OG0000007	n233														LYTVA_29395								STRPU_10770		
N21.HOG0000259	OG0000007	n251												HELIO_11129		LYTVA_10898								STRPU_25460		
N21.HOG0000260	OG0000007	n294														LYTVA_17245								STRPU_25304		
N21.HOG0000261	OG0000007	n310												HELIO_04873		LYTVA_04121								STRPU_25458		
N21.HOG0000262	OG0000007	n368												HELIO_06738		LYTVA_25288								STRPU_08156, STRPU_08157		
N21.HOG0000263	OG0000007	n398												HELIO_03703		LYTVA_03206								STRPU_16477		
N21.HOG0000264	OG0000007	n427												HELIO_07978		LYTVA_12379, LYTVA_12378								STRPU_21790		
N21.HOG0000265	OG0000007	n478												HELIO_03118		LYTVA_12480								STRPU_08442		
N21.HOG0000266	OG0000007	n513												HELIO_07991		LYTVA_06652								STRPU_08417		
N21.HOG0000267	OG0000007	n548												HELIO_01456		LYTVA_22810, LYTVA_20192								STRPU_12872		
N21.HOG0000268	OG0000007	n565												HELIO_04275		LYTVA_19839								STRPU_10590		
N21.HOG0000269	OG0000007	n608												HELIO_11721		LYTVA_05177								STRPU_21559		
N21.HOG0000270	OG0000008	n37														LYTVA_21710								STRPU_10214		
N21.HOG0000271	OG0000008	n41																						STRPU_15692		
N21.HOG0000272	OG0000008	n72												HELIO_10953, HELIO_01917		LYTVA_29228								STRPU_08296		
N21.HOG0000273	OG0000008	n125												HELIO_09201		LYTVA_11403								STRPU_19365		
N21.HOG0000274	OG0000008	n144												HELIO_07041		LYTVA_19861, LYTVA_22487								STRPU_13280		
N21.HOG0000275	OG0000008	n244														LYTVA_07209								STRPU_03459, STRPU_03457, STRPU_03460, STRPU_00849, STRPU_03461, STRPU_14070, STRPU_03456, STRPU_03463, STRPU_03458, STRPU_03462, STRPU_03455, STRPU_12544, STRPU_03784, STRPU_03464, STRPU_14928, STRPU_12790		
N21.HOG0000276	OG0000008	n260														LYTVA_30098								STRPU_03232		
N21.HOG0000277	OG0000008	n263														LYTVA_03259								STRPU_00158, STRPU_07059, STRPU_03783, STRPU_19364		
N21.HOG0000278	OG0000008	n267														LYTVA_22677								STRPU_13273		
N21.HOG0000279	OG0000008	n269														LYTVA_18254, LYTVA_27377								STRPU_03138, STRPU_03137		
N21.HOG0000280	OG0000008	n272														LYTVA_16908, LYTVA_03442								STRPU_13274, STRPU_13272		
N21.HOG0000281	OG0000008	n275														LYTVA_14312								STRPU_13436		
N21.HOG0000282	OG0000008	n327																						STRPU_10510		
N21.HOG0000283	OG0000008	n408												HELIO_01945		LYTVA_30051								STRPU_13475		
N21.HOG0000284	OG0000008	n426												HELIO_05140		LYTVA_21093								STRPU_13258		
N21.HOG0000285	OG0000008	n428												HELIO_07090										STRPU_13930, STRPU_13915		
N21.HOG0000286	OG0000008	n444														LYTVA_19305								STRPU_23377, STRPU_23376		
N21.HOG0000287	OG0000009	n9														LYTVA_08221, LYTVA_08216										
N21.HOG0000288	OG0000009	n15														LYTVA_11963										
N21.HOG0000289	OG0000009	n30														LYTVA_00908										
N21.HOG0000290	OG0000009	n35														LYTVA_28432										
N21.HOG0000291	OG0000009	n53																						STRPU_17398, STRPU_00620, STRPU_05842		
N21.HOG0000292	OG0000009	n60																						STRPU_05603, STRPU_14131		
N21.HOG0000293	OG0000009	n83																						STRPU_17808		
N21.HOG0000294	OG0000009	n86												HELIO_05064												
N21.HOG0000295	OG0000009	n94																						STRPU_15444, STRPU_03718, STRPU_18053, STRPU_20484		
N21.HOG0000296	OG0000009	n105												HELIO_06693										STRPU_02854		
N21.HOG0000297	OG0000009	n108																						STRPU_17807		
N21.HOG0000298	OG0000009	n134														LYTVA_02205										
N21.HOG0000299	OG0000009	n137														LYTVA_03649										
N21.HOG0000300	OG0000009	n139														LYTVA_21418										
N21.HOG0000301	OG0000009	n146																						STRPU_16150		
N21.HOG0000302	OG0000009	n162														LYTVA_29726, LYTVA_09948, LYTVA_07513, LYTVA_08964, LYTVA_09966, LYTVA_22916										
