HOG	OG	Gene Tree Parent Clade	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
N22.HOG0000155	OG0000004	n156												HELIO_06422										STRPU_26215, STRPU_26214		
N22.HOG0000156	OG0000004	n174												HELIO_04283										STRPU_03900		
N22.HOG0000157	OG0000004	n177												HELIO_08003										STRPU_26969		
N22.HOG0000158	OG0000004	n190																						STRPU_14683		
N22.HOG0000159	OG0000004	n194												HELIO_01465, HELIO_01464										STRPU_26895		
N22.HOG0000160	OG0000004	n241																						STRPU_18793, STRPU_18804, STRPU_18942, STRPU_18792, STRPU_18791		
N22.HOG0000161	OG0000004	n246																						STRPU_25306		
N22.HOG0000162	OG0000004	n262																						STRPU_07761		
N22.HOG0000163	OG0000004	n265																						STRPU_07767, STRPU_15502		
N22.HOG0000164	OG0000004	n267																						STRPU_03859, STRPU_25874, STRPU_03860		
N22.HOG0000165	OG0000004	n276																						STRPU_14052, STRPU_24326		
N22.HOG0000166	OG0000004	n278																						STRPU_12010, STRPU_01672, STRPU_12009		
N22.HOG0000167	OG0000004	n284												HELIO_04180										STRPU_19328		
N22.HOG0000168	OG0000004	n288																						STRPU_27014		
N22.HOG0000169	OG0000004	n294												HELIO_04162												
N22.HOG0000170	OG0000004	n295												HELIO_05704										STRPU_12971		
N22.HOG0000171	OG0000004	n296																						STRPU_20214, STRPU_02497, STRPU_15118		
N22.HOG0000172	OG0000004	n302												HELIO_06644										STRPU_09105		
N22.HOG0000173	OG0000004	n303												HELIO_05598										STRPU_02076		
N22.HOG0000174	OG0000004	n331												HELIO_04311										STRPU_03320		
N22.HOG0000175	OG0000004	n332												HELIO_05602										STRPU_03321		
N22.HOG0000176	OG0000004	n340												HELIO_12155												
N22.HOG0000177	OG0000004	n370												HELIO_00370										STRPU_01396, STRPU_08764, STRPU_27011, STRPU_08312, STRPU_01394, STRPU_01395, STRPU_08765, STRPU_01399, STRPU_26705, STRPU_26709, STRPU_26707, STRPU_26711		
N22.HOG0000178	OG0000004	n401												HELIO_07295										STRPU_25881		
N22.HOG0000179	OG0000004	n403												HELIO_04128										STRPU_23220, STRPU_23228		
N22.HOG0000180	OG0000004	n405												HELIO_00658										STRPU_25882		
N22.HOG0000181	OG0000004	n407												HELIO_12195										STRPU_25307		
N22.HOG0000182	OG0000004	n410												HELIO_09679, HELIO_06594										STRPU_26216		
N22.HOG0000183	OG0000004	n460																						STRPU_12970, STRPU_00307, STRPU_08591		
N22.HOG0000184	OG0000004	n463																						STRPU_07773		
N22.HOG0000185	OG0000004	n464																						STRPU_12976		
N22.HOG0000186	OG0000004	n471																						STRPU_12543, STRPU_12540, STRPU_12539, STRPU_12541		
N22.HOG0000187	OG0000004	n475																						STRPU_03318, STRPU_03319		
N22.HOG0000188	OG0000004	n510												HELIO_07359												
N22.HOG0000189	OG0000004	n512												HELIO_02720										STRPU_14825, STRPU_00765, STRPU_14824, STRPU_14822, STRPU_14823, STRPU_14826		
N22.HOG0000190	OG0000004	n526																						STRPU_19329		
N22.HOG0000191	OG0000004	n590												HELIO_10453										STRPU_05439, STRPU_05438		
N22.HOG0000192	OG0000004	n605																						STRPU_14686, STRPU_14682		
N22.HOG0000193	OG0000004	n616																						STRPU_11682, STRPU_08661, STRPU_11826, STRPU_11842, STRPU_19610		
N22.HOG0000194	OG0000004	n639																						STRPU_07212, STRPU_07214		
N22.HOG0000195	OG0000004	n641																						STRPU_07213		
N22.HOG0000196	OG0000004	n646																						STRPU_18644, STRPU_05673		
N22.HOG0000197	OG0000004	n648																						STRPU_18587, STRPU_18596, STRPU_18643, STRPU_18598, STRPU_02836, STRPU_18641, STRPU_18592, STRPU_18603, STRPU_18636, STRPU_18639, STRPU_18645, STRPU_18591, STRPU_18600, STRPU_18604, STRPU_18595, STRPU_05674, STRPU_02831, STRPU_18647		
N22.HOG0000198	OG0000004	n666																						STRPU_18588, STRPU_18648, STRPU_18590		
N22.HOG0000199	OG0000004	n675												HELIO_05213												
N22.HOG0000200	OG0000005	n256																						STRPU_18110, STRPU_02307, STRPU_02309		
N22.HOG0000201	OG0000005	n283																						STRPU_17631, STRPU_02287		
N22.HOG0000202	OG0000005	n324																						STRPU_17625		
N22.HOG0000203	OG0000005	n325																						STRPU_17635, STRPU_02284		
N22.HOG0000204	OG0000005	n379												HELIO_02981										STRPU_18029		
N22.HOG0000205	OG0000005	n381																						STRPU_17935		
N22.HOG0000206	OG0000005	n396												HELIO_07411										STRPU_18030		
N22.HOG0000207	OG0000005	n397												HELIO_06771										STRPU_17651, STRPU_02270, STRPU_17649, STRPU_17652, STRPU_02271, STRPU_02273		
N22.HOG0000208	OG0000005	n440																						STRPU_02285, STRPU_00429, STRPU_17634, STRPU_02288, STRPU_17632, STRPU_02286, STRPU_17633, STRPU_19124, STRPU_02289		
N22.HOG0000209	OG0000005	n449																						STRPU_17623, STRPU_02297		
N22.HOG0000210	OG0000005	n451												HELIO_04530										STRPU_17967, STRPU_17969, STRPU_02293, STRPU_02291, STRPU_02294, STRPU_17627, STRPU_17624, STRPU_02296, STRPU_17968		
N22.HOG0000211	OG0000005	n461																						STRPU_17713, STRPU_17714, STRPU_21910		
N22.HOG0000212	OG0000005	n464												HELIO_05062										STRPU_15486, STRPU_15487		
N22.HOG0000213	OG0000005	n470																						STRPU_22203, STRPU_22202		
N22.HOG0000214	OG0000005	n476																						STRPU_17272		
N22.HOG0000215	OG0000005	n604												HELIO_00211										STRPU_26723		
N22.HOG0000216	OG0000005	n627												HELIO_09686										STRPU_06288, STRPU_06333		
N22.HOG0000217	OG0000005	n647												HELIO_04655										STRPU_02665, STRPU_01699		
N22.HOG0000218	OG0000006	n40												HELIO_00413										STRPU_12837		
N22.HOG0000219	OG0000006	n74												HELIO_09248										STRPU_04777		
N22.HOG0000220	OG0000006	n114																						STRPU_05111, STRPU_05037		
N22.HOG0000221	OG0000006	n148																						STRPU_06684		
N22.HOG0000222	OG0000006	n176																						STRPU_19989		
N22.HOG0000223	OG0000006	n226												HELIO_04245										STRPU_06500		
N22.HOG0000224	OG0000006	n238												HELIO_08707										STRPU_12594		
N22.HOG0000225	OG0000006	n242												HELIO_08259, HELIO_08264										STRPU_12593		
N22.HOG0000226	OG0000006	n279												HELIO_06349										STRPU_20521		
N22.HOG0000227	OG0000006	n315												HELIO_00150										STRPU_09165, STRPU_02127		
N22.HOG0000228	OG0000006	n339																						STRPU_09164		
N22.HOG0000229	OG0000006	n359												HELIO_12770										STRPU_27184, STRPU_27203		
N22.HOG0000230	OG0000006	n392												HELIO_10345										STRPU_27125		
N22.HOG0000231	OG0000006	n411																						STRPU_07314		
N22.HOG0000232	OG0000006	n457												HELIO_08890										STRPU_27126		
N22.HOG0000233	OG0000006	n478												HELIO_11381										STRPU_04454		
N22.HOG0000234	OG0000006	n480												HELIO_00450										STRPU_04403		
N22.HOG0000235	OG0000006	n482																						STRPU_04401		
N22.HOG0000236	OG0000006	n522												HELIO_08227										STRPU_21069		
N22.HOG0000237	OG0000006	n544												HELIO_06418										STRPU_21071		
N22.HOG0000238	OG0000006	n606																						STRPU_14340		
N22.HOG0000239	OG0000006	n637												HELIO_00028										STRPU_22384		
N22.HOG0000240	OG0000007	n8												HELIO_01296										STRPU_25459		
N22.HOG0000241	OG0000007	n35												HELIO_10106										STRPU_26581		
N22.HOG0000242	OG0000007	n67												HELIO_00643										STRPU_21427		
N22.HOG0000243	OG0000007	n112												HELIO_06396										STRPU_26977		
N22.HOG0000244	OG0000007	n129												HELIO_00352										STRPU_18763		
N22.HOG0000245	OG0000007	n200												HELIO_11362										STRPU_09815		
N22.HOG0000246	OG0000007	n233																						STRPU_10770		
N22.HOG0000247	OG0000007	n251												HELIO_11129										STRPU_25460		
N22.HOG0000248	OG0000007	n294																						STRPU_25304		
N22.HOG0000249	OG0000007	n310												HELIO_04873										STRPU_25458		
N22.HOG0000250	OG0000007	n368												HELIO_06738										STRPU_08156, STRPU_08157		
N22.HOG0000251	OG0000007	n398												HELIO_03703										STRPU_16477		
N22.HOG0000252	OG0000007	n427												HELIO_07978										STRPU_21790		
N22.HOG0000253	OG0000007	n478												HELIO_03118										STRPU_08442		
N22.HOG0000254	OG0000007	n513												HELIO_07991										STRPU_08417		
N22.HOG0000255	OG0000007	n548												HELIO_01456										STRPU_12872		
N22.HOG0000256	OG0000007	n565												HELIO_04275										STRPU_10590		
N22.HOG0000257	OG0000007	n608												HELIO_11721										STRPU_21559		
N22.HOG0000258	OG0000008	n37																						STRPU_10214		
N22.HOG0000259	OG0000008	n41																						STRPU_15692		
N22.HOG0000260	OG0000008	n72												HELIO_10953, HELIO_01917										STRPU_08296		
N22.HOG0000261	OG0000008	n125												HELIO_09201										STRPU_19365		
N22.HOG0000262	OG0000008	n144												HELIO_07041										STRPU_13280		
N22.HOG0000263	OG0000008	n244																						STRPU_03459, STRPU_03457, STRPU_03460, STRPU_00849, STRPU_03461, STRPU_14070, STRPU_03456, STRPU_03463, STRPU_03458, STRPU_03462, STRPU_03455, STRPU_12544, STRPU_03784, STRPU_03464, STRPU_14928, STRPU_12790		
N22.HOG0000264	OG0000008	n260																						STRPU_03232		
N22.HOG0000265	OG0000008	n263																						STRPU_00158, STRPU_07059, STRPU_03783, STRPU_19364		
N22.HOG0000266	OG0000008	n267																						STRPU_13273		
N22.HOG0000267	OG0000008	n269																						STRPU_03138, STRPU_03137		
N22.HOG0000268	OG0000008	n272																						STRPU_13274, STRPU_13272		
N22.HOG0000269	OG0000008	n275																						STRPU_13436		
N22.HOG0000270	OG0000008	n327																						STRPU_10510		
N22.HOG0000271	OG0000008	n408												HELIO_01945										STRPU_13475		
N22.HOG0000272	OG0000008	n426												HELIO_05140										STRPU_13258		
N22.HOG0000273	OG0000008	n428												HELIO_07090										STRPU_13930, STRPU_13915		
N22.HOG0000274	OG0000008	n444																						STRPU_23377, STRPU_23376		
N22.HOG0000275	OG0000009	n53																						STRPU_17398, STRPU_00620, STRPU_05842		
N22.HOG0000276	OG0000009	n60																						STRPU_05603, STRPU_14131		
N22.HOG0000277	OG0000009	n83																						STRPU_17808		
N22.HOG0000278	OG0000009	n86												HELIO_05064												
N22.HOG0000279	OG0000009	n94																						STRPU_15444, STRPU_03718, STRPU_18053, STRPU_20484		
N22.HOG0000280	OG0000009	n105												HELIO_06693										STRPU_02854		
N22.HOG0000281	OG0000009	n108																						STRPU_17807		
N22.HOG0000282	OG0000009	n146																						STRPU_16150		
N22.HOG0000283	OG0000009	n173																						STRPU_03684		
N22.HOG0000284	OG0000009	n197																						STRPU_15654, STRPU_26439, STRPU_09847, STRPU_13357, STRPU_23871, STRPU_21906, STRPU_16904, STRPU_04743, STRPU_04269, STRPU_14755		
N22.HOG0000285	OG0000009	n236												HELIO_06781										STRPU_09185		
N22.HOG0000286	OG0000009	n262												HELIO_07076												
N22.HOG0000287	OG0000009	n265												HELIO_12655												
N22.HOG0000288	OG0000009	n281												HELIO_11928										STRPU_21731, STRPU_03775		
N22.HOG0000289	OG0000009	n299																						STRPU_18212, STRPU_07052, STRPU_25104, STRPU_12260, STRPU_15899, STRPU_02542, STRPU_10057, STRPU_23106, STRPU_12842, STRPU_00804, STRPU_26779, STRPU_12417, STRPU_10065		
N22.HOG0000290	OG0000009	n346												HELIO_07717										STRPU_11405, STRPU_18563, STRPU_19504, STRPU_03685		
N22.HOG0000291	OG0000009	n355																						STRPU_03934, STRPU_19852, STRPU_13707, STRPU_25895		
N22.HOG0000292	OG0000009	n361												HELIO_06614										STRPU_03863, STRPU_08904, STRPU_06010, STRPU_00934, STRPU_04427, STRPU_20299, STRPU_07069, STRPU_19305		
N22.HOG0000293	OG0000009	n369																						STRPU_11543		
N22.HOG0000294	OG0000009	n379												HELIO_07493										STRPU_16860, STRPU_03566, STRPU_20030, STRPU_20895, STRPU_03124, STRPU_12941, STRPU_10676, STRPU_24579, STRPU_16616, STRPU_17520, STRPU_20150, STRPU_01519		
N22.HOG0000295	OG0000009	n445												HELIO_07413												
N22.HOG0000296	OG0000009	n452																						STRPU_21043, STRPU_16701, STRPU_21874		
N22.HOG0000297	OG0000009	n474																						STRPU_18124, STRPU_16867, STRPU_09178, STRPU_19207, STRPU_12303, STRPU_03189, STRPU_16868, STRPU_15303, STRPU_15345, STRPU_20427, STRPU_04877		
N22.HOG0000298	OG0000009	n493												HELIO_05505										STRPU_27144, STRPU_05819, STRPU_12056, STRPU_26205		
N22.HOG0000299	OG0000009	n505																						STRPU_03422, STRPU_01689, STRPU_15519, STRPU_03967, STRPU_21734, STRPU_21788, STRPU_12556		
N22.HOG0000300	OG0000009	n512												HELIO_04932										STRPU_26350, STRPU_21879, STRPU_07996, STRPU_24057, STRPU_13165, STRPU_08192, STRPU_01156, STRPU_23113, STRPU_05532		
N22.HOG0000301	OG0000009	n548												HELIO_10113										STRPU_00264, STRPU_13826		
N22.HOG0000302	OG0000009	n552												HELIO_06297										STRPU_19547, STRPU_26479, STRPU_00431, STRPU_17677, STRPU_03968		
N22.HOG0000303	OG0000009	n565												HELIO_04676										STRPU_21356, STRPU_17025, STRPU_26652, STRPU_25389, STRPU_22050, STRPU_19627, STRPU_22581, STRPU_08423, STRPU_16702, STRPU_26575, STRPU_03959, STRPU_08817, STRPU_01475, STRPU_14722, STRPU_17642, STRPU_11125		
N22.HOG0000304	OG0000009	n604																						STRPU_08846		
N22.HOG0000305	OG0000010	n6																						STRPU_04522		
N22.HOG0000306	OG0000010	n198																						STRPU_11420		
N22.HOG0000307	OG0000010	n208																						STRPU_01204, STRPU_19975		
N22.HOG0000308	OG0000010	n212																						STRPU_08974, STRPU_08975		
N22.HOG0000309	OG0000010	n218												HELIO_11860												
N22.HOG0000310	OG0000010	n263												HELIO_07073												
N22.HOG0000311	OG0000010	n366												HELIO_09797												
N22.HOG0000312	OG0000010	n567												HELIO_00940										STRPU_10442, STRPU_10444		
N22.HOG0000313	OG0000010	n570												HELIO_05291												
N22.HOG0000314	OG0000010	n593																						STRPU_11814		
N22.HOG0000315	OG0000011	n63												HELIO_04043										STRPU_26402		
N22.HOG0000316	OG0000011	n68												HELIO_04510												
N22.HOG0000317	OG0000011	n81												HELIO_11100												
N22.HOG0000318	OG0000011	n82												HELIO_03543												
N22.HOG0000319	OG0000011	n109																						STRPU_26685, STRPU_10728		
N22.HOG0000320	OG0000011	n133												HELIO_08950										STRPU_14781, STRPU_12222, STRPU_15041		
N22.HOG0000321	OG0000011	n211												HELIO_07134												
N22.HOG0000322	OG0000011	n216												HELIO_05491												
N22.HOG0000323	OG0000011	n219												HELIO_06444												
N22.HOG0000324	OG0000011	n221												HELIO_06546												
N22.HOG0000325	OG0000011	n261												HELIO_09981												
N22.HOG0000326	OG0000011	n264												HELIO_04800												
N22.HOG0000327	OG0000011	n276												HELIO_01844, HELIO_04250, HELIO_06749, HELIO_07221										STRPU_20881		
N22.HOG0000328	OG0000011	n323												HELIO_06242												
N22.HOG0000329	OG0000011	n326												HELIO_04650												
N22.HOG0000330	OG0000011	n358												HELIO_01241												
N22.HOG0000331	OG0000011	n380																						STRPU_03188		
N22.HOG0000332	OG0000011	n382																						STRPU_03644		
N22.HOG0000333	OG0000011	n383																						STRPU_13118, STRPU_15611, STRPU_01277, STRPU_02577		
N22.HOG0000334	OG0000011	n416												HELIO_05340										STRPU_20280, STRPU_12367		
