HOG	OG	Gene Tree Parent Clade	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
N19.HOG0000035	OG0000000	n970			APOSC_01689	APOSJ_05847, APOSJ_05848										LYTVA_22475								STRPU_23200		
N19.HOG0000036	OG0000000	n984			APOSC_01343	APOSJ_38441								HELIO_11400										STRPU_25072		
N19.HOG0000037	OG0000000	n993			APOSC_25317	APOSJ_62087								HELIO_04994		LYTVA_29838								STRPU_23201		
N19.HOG0000038	OG0000000	n999														LYTVA_27097								STRPU_25677		
N19.HOG0000039	OG0000000	n1001			APOSC_25315, APOSC_25316	APOSJ_26760										LYTVA_29834								STRPU_23202		
N19.HOG0000040	OG0000000	n1014			APOSC_10621	APOSJ_33475, APOSJ_26082, APOSJ_33473, APOSJ_26081										LYTVA_22714								STRPU_05830		
N19.HOG0000041	OG0000000	n1046														LYTVA_09826										
N19.HOG0000042	OG0000000	n1057				APOSJ_36747																				
N19.HOG0000043	OG0000000	n1058			APOSC_22429									HELIO_06829		LYTVA_19015								STRPU_23207		
N19.HOG0000044	OG0000000	n1091			APOSC_04636	APOSJ_56734										LYTVA_26599								STRPU_10189		
N19.HOG0000045	OG0000000	n1136			APOSC_18693	APOSJ_31415										LYTVA_17046								STRPU_09890		
N19.HOG0000046	OG0000000	n1166			APOSC_00117	APOSJ_11629, APOSJ_11635, APOSJ_11634, APOSJ_11633								HELIO_00816		LYTVA_23349								STRPU_21017		
N19.HOG0000047	OG0000000	n1191			APOSC_08607	APOSJ_02527								HELIO_04090		LYTVA_23351								STRPU_21014		
N19.HOG0000048	OG0000001	n3			APOSC_11325, APOSC_21373																					
N19.HOG0000049	OG0000001	n23																						STRPU_14334		
N19.HOG0000050	OG0000001	n45			APOSC_22156	APOSJ_37929																				
N19.HOG0000051	OG0000001	n50			APOSC_01815	APOSJ_51222																				
N19.HOG0000052	OG0000001	n52			APOSC_16060	APOSJ_62226																				
N19.HOG0000053	OG0000001	n54			APOSC_06332, APOSC_06333, APOSC_10705, APOSC_01009, APOSC_10025, APOSC_10024, APOSC_10026, APOSC_24040, APOSC_19294, APOSC_19295, APOSC_01893, APOSC_20334, APOSC_02191, APOSC_28216, APOSC_18157, APOSC_23353, APOSC_19105, APOSC_25618, APOSC_25619, APOSC_25617	APOSJ_25603, APOSJ_52770, APOSJ_36611, APOSJ_05765, APOSJ_13627, APOSJ_55755, APOSJ_26325, APOSJ_26326, APOSJ_18829, APOSJ_49141, APOSJ_54194, APOSJ_54195, APOSJ_04615, APOSJ_38875										LYTVA_16225								STRPU_05173, STRPU_05094		
N19.HOG0000054	OG0000001	n104												HELIO_11550										STRPU_16294, STRPU_16314, STRPU_16310, STRPU_16293, STRPU_16221		
N19.HOG0000055	OG0000001	n180			APOSC_14768, APOSC_07507, APOSC_17360	APOSJ_40516, APOSJ_28860																				
N19.HOG0000056	OG0000001	n185																						STRPU_00074		
N19.HOG0000057	OG0000001	n245			APOSC_02406																					
N19.HOG0000058	OG0000001	n248			APOSC_26455																					
N19.HOG0000059	OG0000001	n265			APOSC_22349, APOSC_16849																					
N19.HOG0000060	OG0000001	n299			APOSC_06282																					
N19.HOG0000061	OG0000001	n301			APOSC_27210																					
N19.HOG0000062	OG0000001	n325																						STRPU_01290, STRPU_18232, STRPU_01177, STRPU_19476, STRPU_18414		
N19.HOG0000063	OG0000001	n342														LYTVA_16521										
N19.HOG0000064	OG0000001	n361				APOSJ_12278																				
N19.HOG0000065	OG0000001	n363				APOSJ_36722																				
N19.HOG0000066	OG0000001	n491														LYTVA_19190, LYTVA_26158								STRPU_02027, STRPU_07060, STRPU_08023, STRPU_02028, STRPU_08024, STRPU_02029, STRPU_16260, STRPU_16256, STRPU_16259, STRPU_16275, STRPU_16315, STRPU_16295, STRPU_16296, STRPU_16218, STRPU_16250, STRPU_16276, STRPU_16261, STRPU_16277, STRPU_16262		
N19.HOG0000067	OG0000001	n591												HELIO_00196												
N19.HOG0000068	OG0000001	n599												HELIO_00018												
N19.HOG0000069	OG0000001	n600												HELIO_00128												
N19.HOG0000070	OG0000001	n605												HELIO_06891, HELIO_10957		LYTVA_04837, LYTVA_04757								STRPU_07468, STRPU_07469, STRPU_07465, STRPU_07471, STRPU_07897, STRPU_07925, STRPU_07896, STRPU_07924, STRPU_07461, STRPU_07462, STRPU_07464, STRPU_07466, STRPU_07467, STRPU_07463, STRPU_07470, STRPU_14233, STRPU_14227		
N19.HOG0000071	OG0000001	n638				APOSJ_62573, APOSJ_49921								HELIO_04926, HELIO_03604, HELIO_03121, HELIO_03866		LYTVA_28493, LYTVA_09014, LYTVA_04284, LYTVA_06287, LYTVA_18436, LYTVA_05266, LYTVA_22102								STRPU_19145, STRPU_04228, STRPU_09860, STRPU_06022, STRPU_06407, STRPU_06414, STRPU_06404, STRPU_06405, STRPU_24972, STRPU_10538, STRPU_10540, STRPU_10542, STRPU_07738, STRPU_12930, STRPU_07737, STRPU_07352		
N19.HOG0000072	OG0000001	n666			APOSC_12124, APOSC_24525, APOSC_00358, APOSC_15381, APOSC_11275, APOSC_07220, APOSC_02525, APOSC_09129, APOSC_04420, APOSC_26949, APOSC_05393, APOSC_00625, APOSC_18025	APOSJ_44200, APOSJ_44199, APOSJ_61464, APOSJ_61463, APOSJ_31549, APOSJ_31548, APOSJ_61758, APOSJ_36028, APOSJ_08947, APOSJ_08949, APOSJ_08948, APOSJ_38838, APOSJ_25728, APOSJ_31189, APOSJ_25730, APOSJ_25727, APOSJ_39037, APOSJ_44320, APOSJ_26026, APOSJ_23152								HELIO_06455		LYTVA_14761								STRPU_11067		
N19.HOG0000073	OG0000001	n703			APOSC_02499, APOSC_01751, APOSC_07766	APOSJ_36498										LYTVA_05815, LYTVA_12818, LYTVA_24053, LYTVA_08107, LYTVA_24049, LYTVA_11602								STRPU_12910, STRPU_12667, STRPU_13102		
N19.HOG0000074	OG0000002	n29			APOSC_17563	APOSJ_36413								HELIO_06940		LYTVA_28398								STRPU_21867		
N19.HOG0000075	OG0000002	n85			APOSC_09040, APOSC_26016	APOSJ_41244, APOSJ_49613, APOSJ_35530, APOSJ_35532, APOSJ_35531, APOSJ_22870								HELIO_06215, HELIO_12339, HELIO_07200, HELIO_07091, HELIO_05970, HELIO_10154		LYTVA_16491, LYTVA_27186, LYTVA_12758, LYTVA_12336, LYTVA_23101, LYTVA_29091, LYTVA_16674								STRPU_01111, STRPU_24188, STRPU_24739, STRPU_12686, STRPU_23131, STRPU_24784, STRPU_24781, STRPU_24779, STRPU_24782, STRPU_24496		
N19.HOG0000076	OG0000002	n121			APOSC_12200, APOSC_12199, APOSC_23614	APOSJ_53783, APOSJ_53781, APOSJ_65202, APOSJ_53782, APOSJ_49075, APOSJ_49076, APOSJ_49077, APOSJ_49074, APOSJ_49072, APOSJ_49071, APOSJ_54427, APOSJ_17873								HELIO_04237		LYTVA_03491, LYTVA_18208, LYTVA_22589, LYTVA_22154, LYTVA_22588, LYTVA_25289								STRPU_22731, STRPU_04929, STRPU_10056, STRPU_10135, STRPU_10129, STRPU_13264, STRPU_11045, STRPU_00383, STRPU_10128, STRPU_13989, STRPU_13992, STRPU_13990, STRPU_13991		
N19.HOG0000077	OG0000002	n191			APOSC_00935	APOSJ_50646, APOSJ_61186, APOSJ_47171								HELIO_03388, HELIO_11987		LYTVA_01784								STRPU_25851, STRPU_22729		
N19.HOG0000078	OG0000002	n346												HELIO_05342, HELIO_01248		LYTVA_07084, LYTVA_09655, LYTVA_07085, LYTVA_29176								STRPU_07176, STRPU_07177, STRPU_18026, STRPU_03083		
N19.HOG0000079	OG0000002	n408			APOSC_18975, APOSC_26427, APOSC_18610, APOSC_20563	APOSJ_32422, APOSJ_05886, APOSJ_09049, APOSJ_21222, APOSJ_21226, APOSJ_56330, APOSJ_56332, APOSJ_57911, APOSJ_56329, APOSJ_54856, APOSJ_21227, APOSJ_09048, APOSJ_38446, APOSJ_40855, APOSJ_40858, APOSJ_11585, APOSJ_46757, APOSJ_40854, APOSJ_31322								HELIO_10853, HELIO_05803, HELIO_05585, HELIO_02102, HELIO_10641		LYTVA_09815, LYTVA_04765, LYTVA_26938, LYTVA_07995, LYTVA_23824, LYTVA_17551, LYTVA_25582, LYTVA_22408								STRPU_22053, STRPU_10449, STRPU_10451, STRPU_10453, STRPU_11801, STRPU_04204, STRPU_04244, STRPU_03069, STRPU_04415, STRPU_16798, STRPU_15494, STRPU_16800, STRPU_16796, STRPU_04913, STRPU_04447		
N19.HOG0000080	OG0000002	n463			APOSC_04905	APOSJ_42507, APOSJ_51187																				
N19.HOG0000081	OG0000002	n587														LYTVA_05820								STRPU_06289, STRPU_06334		
N19.HOG0000082	OG0000002	n625			APOSC_26642	APOSJ_16645, APOSJ_07327								HELIO_06844										STRPU_25048		
N19.HOG0000083	OG0000002	n646																						STRPU_20582, STRPU_20566		
N19.HOG0000084	OG0000002	n662												HELIO_12021, HELIO_07207										STRPU_00361		
N19.HOG0000085	OG0000002	n671			APOSC_19154																					
N19.HOG0000086	OG0000002	n714			APOSC_21951																					
N19.HOG0000087	OG0000002	n718														LYTVA_21553								STRPU_18021, STRPU_18027		
N19.HOG0000088	OG0000002	n726				APOSJ_21931																				
N19.HOG0000089	OG0000003	n20														LYTVA_28727								STRPU_19737		
N19.HOG0000090	OG0000003	n25			APOSC_09420																					
N19.HOG0000091	OG0000003	n30												HELIO_07277		LYTVA_23292								STRPU_08514		
N19.HOG0000092	OG0000003	n42				APOSJ_50244																				
N19.HOG0000093	OG0000003	n43				APOSJ_24854								HELIO_03324												
N19.HOG0000094	OG0000003	n51														LYTVA_29159								STRPU_24147		
N19.HOG0000095	OG0000003	n59														LYTVA_21164								STRPU_06865		
N19.HOG0000096	OG0000003	n61														LYTVA_26275										
N19.HOG0000097	OG0000003	n76																						STRPU_12381, STRPU_12395, STRPU_12415, STRPU_12400, STRPU_12399, STRPU_12411, STRPU_12398, STRPU_12397, STRPU_12396, STRPU_12394, STRPU_12393, STRPU_12392, STRPU_12391, STRPU_12390, STRPU_12389, STRPU_12388, STRPU_12387, STRPU_12386, STRPU_12385, STRPU_12384, STRPU_12383, STRPU_12382, STRPU_12380, STRPU_12379, STRPU_12378		
N19.HOG0000098	OG0000003	n111																						STRPU_04933, STRPU_22487, STRPU_22462, STRPU_22485, STRPU_08169, STRPU_07935, STRPU_22967		
N19.HOG0000099	OG0000003	n122																						STRPU_14457		
N19.HOG0000100	OG0000003	n130														LYTVA_25607										
N19.HOG0000101	OG0000003	n131														LYTVA_21606										
N19.HOG0000102	OG0000003	n135				APOSJ_43552, APOSJ_43551																		STRPU_00063		
N19.HOG0000103	OG0000003	n138				APOSJ_43592, APOSJ_07424, APOSJ_43596																				
N19.HOG0000104	OG0000003	n147																						STRPU_21266		
N19.HOG0000105	OG0000003	n150			APOSC_22070, APOSC_13273, APOSC_13272	APOSJ_20832, APOSJ_20829, APOSJ_22272, APOSJ_03630										LYTVA_03030										
N19.HOG0000106	OG0000003	n164			APOSC_21853																			STRPU_08968, STRPU_08981		
N19.HOG0000107	OG0000003	n183				APOSJ_07887																		STRPU_02656		
N19.HOG0000108	OG0000003	n184			APOSC_21855	APOSJ_06613								HELIO_02559										STRPU_06609		
N19.HOG0000109	OG0000003	n188			APOSC_00102	APOSJ_27925, APOSJ_44929								HELIO_06998, HELIO_07220		LYTVA_15536								STRPU_07634		
N19.HOG0000110	OG0000003	n204			APOSC_28638, APOSC_28639											LYTVA_14606										
N19.HOG0000111	OG0000003	n208			APOSC_26010																					
N19.HOG0000112	OG0000003	n210			APOSC_06907, APOSC_24394																					
N19.HOG0000113	OG0000003	n220				APOSJ_24559																				
N19.HOG0000114	OG0000003	n222			APOSC_02274	APOSJ_33006																				
N19.HOG0000115	OG0000003	n231			APOSC_01247, APOSC_01039																					
N19.HOG0000116	OG0000003	n237			APOSC_08250																					
N19.HOG0000117	OG0000003	n241			APOSC_08634																					
N19.HOG0000118	OG0000003	n242			APOSC_17084																					
N19.HOG0000119	OG0000003	n245				APOSJ_33662																				
N19.HOG0000120	OG0000003	n249														LYTVA_06976										
N19.HOG0000121	OG0000003	n257												HELIO_07172										STRPU_17011		
N19.HOG0000122	OG0000003	n269			APOSC_28448, APOSC_01690, APOSC_12113																					
N19.HOG0000123	OG0000003	n278																						STRPU_08627		
N19.HOG0000124	OG0000003	n280												HELIO_07118, HELIO_08034												
N19.HOG0000125	OG0000003	n283			APOSC_02631, APOSC_04148, APOSC_07747	APOSJ_41535, APOSJ_46680, APOSJ_41536																				
N19.HOG0000126	OG0000003	n292			APOSC_20058	APOSJ_07491																		STRPU_02120		
N19.HOG0000127	OG0000003	n301				APOSJ_53718																		STRPU_20651		
N19.HOG0000128	OG0000003	n309				APOSJ_62420, APOSJ_12361																				
N19.HOG0000129	OG0000003	n318				APOSJ_28104, APOSJ_21473																				
N19.HOG0000130	OG0000003	n320				APOSJ_28537								HELIO_07314		LYTVA_06469								STRPU_17996		
N19.HOG0000131	OG0000003	n338			APOSC_08367	APOSJ_48345																				
N19.HOG0000132	OG0000003	n343												HELIO_08472												
N19.HOG0000133	OG0000003	n344				APOSJ_47753								HELIO_00669												
N19.HOG0000134	OG0000003	n347				APOSJ_37328, APOSJ_40157																		STRPU_00064		
N19.HOG0000135	OG0000003	n352																						STRPU_13505		
N19.HOG0000136	OG0000003	n355				APOSJ_61298																		STRPU_01614, STRPU_08510		
N19.HOG0000137	OG0000003	n357				APOSJ_07258								HELIO_06573										STRPU_22956, STRPU_00065		
N19.HOG0000138	OG0000003	n365																						STRPU_00036		
N19.HOG0000139	OG0000003	n367				APOSJ_36444, APOSJ_17178								HELIO_09381										STRPU_09153, STRPU_02119, STRPU_09154		
N19.HOG0000140	OG0000003	n375																						STRPU_09134		
N19.HOG0000141	OG0000003	n380																						STRPU_12409, STRPU_12413, STRPU_12410, STRPU_12414, STRPU_12412		
N19.HOG0000142	OG0000003	n389																						STRPU_12000		
N19.HOG0000143	OG0000003	n390			APOSC_26963	APOSJ_13667, APOSJ_36000, APOSJ_48083, APOSJ_29731, APOSJ_28848, APOSJ_28852																		STRPU_18662		
N19.HOG0000144	OG0000003	n401												HELIO_06283												
N19.HOG0000145	OG0000003	n408			APOSC_22836																					
N19.HOG0000146	OG0000003	n415				APOSJ_43600								HELIO_06076										STRPU_08511		
N19.HOG0000147	OG0000003	n422				APOSJ_22527								HELIO_08521												
N19.HOG0000148	OG0000003	n428			APOSC_06957									HELIO_05042												
N19.HOG0000149	OG0000003	n431			APOSC_05483, APOSC_22147	APOSJ_46106, APOSJ_22526, APOSJ_22667																				
N19.HOG0000150	OG0000003	n438			APOSC_01527									HELIO_00523, HELIO_01732		LYTVA_23212										
N19.HOG0000151	OG0000003	n447												HELIO_04717												
N19.HOG0000152	OG0000003	n468				APOSJ_16637, APOSJ_17591																				
N19.HOG0000153	OG0000003	n472				APOSJ_58934																				
N19.HOG0000154	OG0000003	n475				APOSJ_04924																		STRPU_12408		
N19.HOG0000155	OG0000003	n481				APOSJ_19118								HELIO_10386										STRPU_17010		
N19.HOG0000156	OG0000003	n485				APOSJ_02529																				
N19.HOG0000157	OG0000003	n489			APOSC_27026	APOSJ_52549																				
N19.HOG0000158	OG0000003	n492				APOSJ_22529, APOSJ_10268																				
N19.HOG0000159	OG0000003	n501				APOSJ_41438																				
N19.HOG0000160	OG0000003	n508																						STRPU_05808, STRPU_19339		
N19.HOG0000161	OG0000003	n527												HELIO_09894												
N19.HOG0000162	OG0000003	n535				APOSJ_57640																				
N19.HOG0000163	OG0000003	n541												HELIO_06251												
N19.HOG0000164	OG0000003	n544												HELIO_00920										STRPU_15479, STRPU_02103		
N19.HOG0000165	OG0000003	n547				APOSJ_59054										LYTVA_20987								STRPU_20154		
N19.HOG0000166	OG0000003	n560				APOSJ_11759								HELIO_07587												
N19.HOG0000167	OG0000003	n570				APOSJ_19882																				
N19.HOG0000168	OG0000003	n576				APOSJ_38353																				
N19.HOG0000169	OG0000003	n582			APOSC_07192																					
N19.HOG0000170	OG0000003	n597			APOSC_04713																					
N19.HOG0000171	OG0000003	n603			APOSC_02027																					
N19.HOG0000172	OG0000003	n610			APOSC_28978																					
N19.HOG0000173	OG0000003	n614												HELIO_00130												
N19.HOG0000174	OG0000003	n631				APOSJ_20460								HELIO_07060, HELIO_05284												
N19.HOG0000175	OG0000003	n638				APOSJ_41791, APOSJ_41790																				
N19.HOG0000176	OG0000003	n641												HELIO_02003												
N19.HOG0000177	OG0000003	n644			APOSC_03822																					
N19.HOG0000178	OG0000003	n650				APOSJ_10992, APOSJ_60978																				
N19.HOG0000179	OG0000003	n657												HELIO_06683												
N19.HOG0000180	OG0000003	n658												HELIO_04847										STRPU_09130		
N19.HOG0000181	OG0000003	n669																						STRPU_06867, STRPU_06866		
N19.HOG0000182	OG0000003	n679				APOSJ_36445																				
N19.HOG0000183	OG0000003	n681				APOSJ_12157, APOSJ_25443																				
N19.HOG0000184	OG0000003	n686												HELIO_04393, HELIO_00919		LYTVA_26946, LYTVA_14926, LYTVA_01168										
N19.HOG0000185	OG0000004	n5				APOSJ_23993										LYTVA_04445								STRPU_27010		
N19.HOG0000186	OG0000004	n12			APOSC_03634																					
N19.HOG0000187	OG0000004	n24												HELIO_07338										STRPU_25308		
N19.HOG0000188	OG0000004	n53			APOSC_06431, APOSC_27025	APOSJ_50666, APOSJ_27471																				
N19.HOG0000189	OG0000004	n61																						STRPU_02122		
N19.HOG0000190	OG0000004	n68																						STRPU_15691		
N19.HOG0000191	OG0000004	n81														LYTVA_03323										
N19.HOG0000192	OG0000004	n93														LYTVA_03048								STRPU_27431		
N19.HOG0000193	OG0000004	n95				APOSJ_60995								HELIO_03376		LYTVA_08289, LYTVA_29289, LYTVA_22297								STRPU_02833, STRPU_09499, STRPU_09497, STRPU_09498		
N19.HOG0000194	OG0000004	n104														LYTVA_07389, LYTVA_03537										
N19.HOG0000195	OG0000004	n112																						STRPU_07696, STRPU_07682		
N19.HOG0000196	OG0000004	n118												HELIO_00029												
N19.HOG0000197	OG0000004	n121												HELIO_11549, HELIO_05294										STRPU_22142		
N19.HOG0000198	OG0000004	n129			APOSC_21785	APOSJ_28748, APOSJ_28747								HELIO_07102										STRPU_04563		
N19.HOG0000199	OG0000004	n146														LYTVA_13802										
N19.HOG0000200	OG0000004	n150			APOSC_15566, APOSC_24597	APOSJ_02812								HELIO_05964, HELIO_06973		LYTVA_18533										
N19.HOG0000201	OG0000004	n156			APOSC_28059	APOSJ_09445								HELIO_06422		LYTVA_29870, LYTVA_23131								STRPU_26215, STRPU_26214		
N19.HOG0000202	OG0000004	n174												HELIO_04283										STRPU_03900		
N19.HOG0000203	OG0000004	n177			APOSC_18755	APOSJ_41801, APOSJ_41800, APOSJ_62352, APOSJ_41802								HELIO_08003		LYTVA_04400								STRPU_26969		
N19.HOG0000204	OG0000004	n190																						STRPU_14683		
N19.HOG0000205	OG0000004	n194			APOSC_20065, APOSC_20066, APOSC_25426, APOSC_09865, APOSC_00045	APOSJ_07413, APOSJ_07417, APOSJ_07420, APOSJ_07421, APOSJ_07415, APOSJ_28552, APOSJ_43344								HELIO_01465, HELIO_01464		LYTVA_13223								STRPU_26895		
N19.HOG0000206	OG0000004	n237												HELIO_11715		LYTVA_02998, LYTVA_25806								STRPU_18793, STRPU_18804, STRPU_18942, STRPU_18792, STRPU_18791, STRPU_25306		
N19.HOG0000207	OG0000004	n259														LYTVA_27784, LYTVA_21700, LYTVA_21699, LYTVA_11605, LYTVA_23685, LYTVA_10559								STRPU_07761, STRPU_07767, STRPU_15502, STRPU_03859, STRPU_25874, STRPU_03860		
N19.HOG0000208	OG0000004	n275														LYTVA_13382, LYTVA_25777								STRPU_14052, STRPU_24326, STRPU_12010, STRPU_01672, STRPU_12009		
N19.HOG0000209	OG0000004	n284												HELIO_04180		LYTVA_27196, LYTVA_03271								STRPU_19328		
N19.HOG0000210	OG0000004	n288																						STRPU_27014		
N19.HOG0000211	OG0000004	n289			APOSC_28260	APOSJ_41012								HELIO_04162, HELIO_05704, HELIO_06644, HELIO_05598		LYTVA_06100, LYTVA_05937, LYTVA_25040								STRPU_12971, STRPU_20214, STRPU_02497, STRPU_15118, STRPU_09105, STRPU_02076, STRPU_24332		
N19.HOG0000212	OG0000004	n304			APOSC_25240	APOSJ_39023, APOSJ_64853, APOSJ_64854, APOSJ_51805, APOSJ_51803, APOSJ_51802, APOSJ_51801, APOSJ_51799, APOSJ_24222, APOSJ_24219, APOSJ_05113, APOSJ_05111, APOSJ_64856, APOSJ_64852, APOSJ_31665, APOSJ_24225, APOSJ_24224, APOSJ_24223, APOSJ_24221, APOSJ_24220, APOSJ_05118, APOSJ_05117, APOSJ_05116, APOSJ_05114										LYTVA_15014										
N19.HOG0000213	OG0000004	n329												HELIO_04311, HELIO_05602		LYTVA_08631								STRPU_03320, STRPU_03321		
N19.HOG0000214	OG0000004	n340												HELIO_12155		LYTVA_08482										
N19.HOG0000215	OG0000004	n342														LYTVA_13991										
N19.HOG0000216	OG0000004	n370			APOSC_27205, APOSC_09030, APOSC_06178, APOSC_04579, APOSC_04580, APOSC_19837	APOSJ_61234, APOSJ_40238, APOSJ_49811, APOSJ_28826								HELIO_00370										STRPU_01396, STRPU_08764, STRPU_27011, STRPU_08312, STRPU_01394, STRPU_01395, STRPU_08765, STRPU_01399, STRPU_26705, STRPU_26709, STRPU_26707, STRPU_26711		
N19.HOG0000217	OG0000004	n397			APOSC_03036	APOSJ_08124, APOSJ_12667								HELIO_07295, HELIO_04128, HELIO_00658, HELIO_12195		LYTVA_22300, LYTVA_22328								STRPU_25881, STRPU_23220, STRPU_23228, STRPU_25882, STRPU_25307		
N19.HOG0000218	OG0000004	n410			APOSC_11365	APOSJ_51632, APOSJ_51634, APOSJ_51633, APOSJ_51631								HELIO_09679, HELIO_06594										STRPU_26216		
N19.HOG0000219	OG0000004	n418				APOSJ_30278																				
N19.HOG0000220	OG0000004	n448			APOSC_02487	APOSJ_07840, APOSJ_23165, APOSJ_23172, APOSJ_23166, APOSJ_23170, APOSJ_23169, APOSJ_23173, APOSJ_23171																				
N19.HOG0000221	OG0000004	n457			APOSC_00158																					
N19.HOG0000222	OG0000004	n460																						STRPU_12970, STRPU_00307, STRPU_08591		
N19.HOG0000223	OG0000004	n463																						STRPU_07773		
N19.HOG0000224	OG0000004	n464																						STRPU_12976		
N19.HOG0000225	OG0000004	n471																						STRPU_12543, STRPU_12540, STRPU_12539, STRPU_12541		
N19.HOG0000226	OG0000004	n475																						STRPU_03318, STRPU_03319		
N19.HOG0000227	OG0000004	n478			APOSC_18438, APOSC_13722, APOSC_00273, APOSC_24885, APOSC_24884, APOSC_01498, APOSC_16623, APOSC_02533, APOSC_05543, APOSC_04330	APOSJ_47570, APOSJ_25218, APOSJ_47569, APOSJ_47568, APOSJ_25219, APOSJ_25220, APOSJ_47571, APOSJ_25221, APOSJ_11346, APOSJ_57308, APOSJ_32767, APOSJ_20314, APOSJ_14748, APOSJ_03228, APOSJ_25008								HELIO_07359, HELIO_02720		LYTVA_28503, LYTVA_25768								STRPU_14825, STRPU_00765, STRPU_14824, STRPU_14822, STRPU_14823, STRPU_14826		
N19.HOG0000228	OG0000004	n520														LYTVA_11730										
N19.HOG0000229	OG0000004	n526																						STRPU_19329		
