HOG	OG	Gene Tree Parent Clade	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
N6.HOG0000067	OG0000002	n5																					SCHMD01617, SCHMD12742, SCHMD06730, SCHMD01618, SCHMD06871, SCHMD06873, SCHMD06870, SCHMD06869, SCHMD06872, SCHMD04915, SCHMD06215, SCHMD12577, SCHMD05881, SCHMD12386, SCHMD17024, SCHMD12387, SCHMD15176, SCHMD19716, SCHMD12194, SCHMD00613, SCHMD25622, SCHMD18079, SCHMD00213, SCHMD03092			
N6.HOG0000068	OG0000002	n29																		OFUSG00560.1.p1						
N6.HOG0000069	OG0000002	n70																		OFUSG12055.1.p1						
N6.HOG0000070	OG0000002	n217																		OFUSG02702.3.p1, OFUSG02702.1.p1, OFUSG02702.2.p1, OFUSG02052.1.p1, OFUSG17561.1.p1, OFUSG15331.1.p1						
N6.HOG0000071	OG0000002	n224																		OFUSG17657.1.p1, OFUSG13677.1.p1, OFUSG13676.1.p1, OFUSG19313.1.p1, OFUSG24110.1.p1, OFUSG03223.1.p1, OFUSG03217.1.p1, OFUSG18418.1.p1, OFUSG18418.2.p1, OFUSG23288.1.p1, OFUSG05627.1.p1, OFUSG19291.1.p1, OFUSG11944.1.p1, OFUSG01110.1.p1, OFUSG01110.2.p1, OFUSG18119.1.p1, OFUSG23287.1.p1						
N6.HOG0000072	OG0000002	n485																		OFUSG09076.1.p1						
N6.HOG0000073	OG0000002	n615																		OFUSG22946.2.p1			SCHMD15297			
N6.HOG0000074	OG0000002	n657																		OFUSG18506.1.p1						
N6.HOG0000075	OG0000002	n678																		OFUSG12538.1.p1						
N6.HOG0000076	OG0000002	n714																		OFUSG08182.1.p1, OFUSG08178.1.p1, OFUSG08180.1.p1						
N6.HOG0000077	OG0000002	n718																					SCHMD02695			
N6.HOG0000078	OG0000003	n5																		OFUSG23316.1.p1, OFUSG23314.1.p1						
N6.HOG0000079	OG0000003	n30																		OFUSG18790.1.p1						
N6.HOG0000080	OG0000003	n55																					SCHMD14034			
N6.HOG0000081	OG0000003	n69																		OFUSG26533.1.p1						
N6.HOG0000082	OG0000003	n131																		OFUSG26305.1.p1						
N6.HOG0000083	OG0000003	n133																		OFUSG17555.1.p1						
N6.HOG0000084	OG0000003	n150																		OFUSG19225.1.p1						
N6.HOG0000085	OG0000003	n188																		OFUSG16264.1.p1						
N6.HOG0000086	OG0000003	n229																		OFUSG08772.1.p1						
N6.HOG0000087	OG0000003	n230																		OFUSG14536.1.p1						
N6.HOG0000088	OG0000003	n235																		OFUSG21334.1.p1						
N6.HOG0000089	OG0000003	n257																		OFUSG16265.1.p1, OFUSG21683.1.p1						
N6.HOG0000090	OG0000003	n267																		OFUSG05190.1.p1, OFUSG05194.1.p1						
N6.HOG0000091	OG0000003	n269																					SCHMD24187, SCHMD29314, SCHMD02634			
N6.HOG0000092	OG0000003	n289																		OFUSG12884.1.p1			SCHMD26463, SCHMD28579, SCHMD15478, SCHMD23092			
N6.HOG0000093	OG0000003	n313																		OFUSG26297.1.p1						
N6.HOG0000094	OG0000003	n330																		OFUSG10601.1.p1, OFUSG12883.1.p1						
N6.HOG0000095	OG0000003	n364																		OFUSG01752.1.p1						
N6.HOG0000096	OG0000003	n377																		OFUSG13877.1.p1, OFUSG13877.2.p1			SCHMD08141, SCHMD02635, SCHMD12732			
N6.HOG0000097	OG0000003	n421																		OFUSG05925.1.p1						
N6.HOG0000098	OG0000003	n422																		OFUSG18436.1.p1, OFUSG18438.1.p1						
N6.HOG0000099	OG0000003	n428																		OFUSG26303.1.p1, OFUSG26296.1.p1						
N6.HOG0000100	OG0000003	n501																		OFUSG05924.1.p1						
N6.HOG0000101	OG0000003	n526																		OFUSG23734.1.p1						
N6.HOG0000102	OG0000003	n554																		OFUSG18791.1.p1						
N6.HOG0000103	OG0000003	n556																		OFUSG23315.1.p1						
N6.HOG0000104	OG0000003	n561																		OFUSG04335.1.p1, OFUSG23618.1.p1						
N6.HOG0000105	OG0000003	n576																		OFUSG03893.1.p1						
N6.HOG0000106	OG0000003	n590																		OFUSG08977.2.p1, OFUSG08977.1.p1						
N6.HOG0000107	OG0000003	n596																					SCHMD18315			
N6.HOG0000108	OG0000003	n600																		OFUSG21073.1.p1						
N6.HOG0000109	OG0000003	n617																					SCHMD11370			
N6.HOG0000110	OG0000003	n627																					SCHMD05302			
N6.HOG0000111	OG0000003	n631																					SCHMD14033			
N6.HOG0000112	OG0000003	n636																					SCHMD00694, SCHMD23428			
N6.HOG0000113	OG0000003	n649																		OFUSG02265.1.p1						
N6.HOG0000114	OG0000003	n666																		OFUSG04605.1.p1						
N6.HOG0000115	OG0000003	n669																		OFUSG24540.1.p1, OFUSG24474.1.p1, OFUSG20752.1.p1, OFUSG01393.1.p1, OFUSG25330.1.p1						
N6.HOG0000116	OG0000004	n76																		OFUSG14165.1.p1						
N6.HOG0000117	OG0000004	n81																					SCHMD20392, SCHMD06188			
N6.HOG0000118	OG0000004	n106																		OFUSG26229.2.p1, OFUSG18850.1.p1						
N6.HOG0000119	OG0000004	n124																		OFUSG20734.1.p1			SCHMD22004			
N6.HOG0000120	OG0000004	n146																					SCHMD06794			
N6.HOG0000121	OG0000004	n149																		OFUSG24712.2.p1, OFUSG24712.1.p1, OFUSG20755.1.p1, OFUSG20753.1.p1, OFUSG20754.1.p1, OFUSG14752.1.p1						
N6.HOG0000122	OG0000004	n428																		OFUSG24397.1.p1, OFUSG24469.1.p1, OFUSG24469.2.p1, OFUSG24395.1.p1, OFUSG24554.2.p1, OFUSG24554.1.p1, OFUSG24396.1.p1, OFUSG24470.1.p1						
N6.HOG0000123	OG0000004	n595																		OFUSG09262.1.p1, OFUSG02194.1.p1, OFUSG21058.1.p1						
N6.HOG0000124	OG0000005	n8																		OFUSG03264.1.p1						
N6.HOG0000125	OG0000005	n14																		OFUSG24728.1.p1, OFUSG03693.1.p1						
N6.HOG0000126	OG0000005	n191																		OFUSG01432.2.p1, OFUSG01432.1.p1, OFUSG01434.1.p1, OFUSG01434.2.p1, OFUSG22435.1.p1, OFUSG07985.1.p1, OFUSG00507.1.p1, OFUSG04765.1.p1, OFUSG01152.1.p1, OFUSG04763.1.p1, OFUSG04764.1.p1, OFUSG17307.1.p1, OFUSG01079.1.p1, OFUSG20722.1.p1, OFUSG20723.1.p1, OFUSG20721.1.p1, OFUSG03976.2.p1, OFUSG03976.3.p1, OFUSG03976.1.p1, OFUSG20962.1.p1, OFUSG26395.1.p1, OFUSG26404.1.p1, OFUSG17086.1.p1, OFUSG23479.1.p1, OFUSG23482.2.p1, OFUSG23482.1.p1						
N6.HOG0000127	OG0000005	n254																		OFUSG15197.1.p1, OFUSG15195.1.p1			SCHMD06848			
N6.HOG0000128	OG0000005	n283																					SCHMD02886, SCHMD16397, SCHMD12141, SCHMD01757			
N6.HOG0000129	OG0000005	n306																		OFUSG16580.1.p1, OFUSG23825.1.p1, OFUSG23824.1.p1						
N6.HOG0000130	OG0000005	n319																					SCHMD06849			
N6.HOG0000131	OG0000005	n585																		OFUSG14951.1.p1, OFUSG10608.1.p1						
N6.HOG0000132	OG0000005	n587																		OFUSG04131.1.p1, OFUSG08841.1.p1, OFUSG17326.1.p1, OFUSG20156.1.p1, OFUSG19966.1.p1, OFUSG09231.1.p1, OFUSG09655.1.p1						
N6.HOG0000133	OG0000005	n627																		OFUSG26276.1.p1						
N6.HOG0000134	OG0000005	n637																		OFUSG09350.1.p1, OFUSG16869.1.p1						
N6.HOG0000135	OG0000005	n647																		OFUSG20119.1.p1, OFUSG08484.1.p1						
N6.HOG0000136	OG0000006	n12																					SCHMD07888, SCHMD24507			
N6.HOG0000137	OG0000006	n20																					SCHMD09008			
N6.HOG0000138	OG0000006	n25																		OFUSG11531.1.p1			SCHMD08632			
N6.HOG0000139	OG0000006	n74																		OFUSG17934.3.p1, OFUSG17934.2.p1, OFUSG17934.1.p1						
N6.HOG0000140	OG0000006	n114																		OFUSG02905.1.p1			SCHMD00178			
N6.HOG0000141	OG0000006	n147																		OFUSG26274.1.p1						
N6.HOG0000142	OG0000006	n148																		OFUSG14509.1.p1			SCHMD18704			
N6.HOG0000143	OG0000006	n176																		OFUSG25514.1.p1						
N6.HOG0000144	OG0000006	n206																		OFUSG03891.1.p1						
N6.HOG0000145	OG0000006	n213																		OFUSG14428.1.p1						
N6.HOG0000146	OG0000006	n230																		OFUSG07929.1.p1						
N6.HOG0000147	OG0000006	n279																		OFUSG05068.1.p1, OFUSG21700.1.p1, OFUSG21701.1.p1						
N6.HOG0000148	OG0000006	n315																		OFUSG10782.1.p1						
N6.HOG0000149	OG0000006	n351																		OFUSG14810.1.p1						
N6.HOG0000150	OG0000006	n359																		OFUSG09474.1.p1, OFUSG09474.2.p1						
N6.HOG0000151	OG0000006	n390																		OFUSG07465.1.p1						
N6.HOG0000152	OG0000006	n392																		OFUSG08660.1.p1						
N6.HOG0000153	OG0000006	n411																		OFUSG21061.1.p1						
N6.HOG0000154	OG0000006	n419																		OFUSG18090.1.p1			SCHMD23237			
N6.HOG0000155	OG0000006	n435																					SCHMD20660, SCHMD20659, SCHMD16131, SCHMD21341			
N6.HOG0000156	OG0000006	n440																		OFUSG08659.1.p1						
N6.HOG0000157	OG0000006	n466																		OFUSG18494.1.p1, OFUSG18494.2.p1			SCHMD13710			
N6.HOG0000158	OG0000006	n522																		OFUSG11740.1.p1						
N6.HOG0000159	OG0000006	n545																		OFUSG11532.2.p1, OFUSG11532.1.p1, OFUSG11532.3.p1						
N6.HOG0000160	OG0000006	n601																					SCHMD09559, SCHMD01539			
N6.HOG0000161	OG0000006	n603																					SCHMD05477			
N6.HOG0000162	OG0000006	n606																		OFUSG11470.1.p1			SCHMD18814			
N6.HOG0000163	OG0000006	n637																		OFUSG05485.1.p1						
N6.HOG0000164	OG0000007	n8																					SCHMD12323			
N6.HOG0000165	OG0000007	n30																					SCHMD01193			
N6.HOG0000166	OG0000007	n35																		OFUSG09476.1.p1						
N6.HOG0000167	OG0000007	n67																		OFUSG21527.1.p1			SCHMD08294			
N6.HOG0000168	OG0000007	n112																		OFUSG09642.1.p1, OFUSG09693.1.p1			SCHMD22164, SCHMD13502			
N6.HOG0000169	OG0000007	n129																		OFUSG13716.1.p1						
N6.HOG0000170	OG0000007	n140																					SCHMD14635			
N6.HOG0000171	OG0000007	n142																					SCHMD17075			
N6.HOG0000172	OG0000007	n174																					SCHMD00576			
N6.HOG0000173	OG0000007	n200																					SCHMD03666			
N6.HOG0000174	OG0000007	n233																		OFUSG23682.1.p1						
N6.HOG0000175	OG0000007	n251																		OFUSG05364.1.p1						
N6.HOG0000176	OG0000007	n275																					SCHMD12296, SCHMD02893			
N6.HOG0000177	OG0000007	n278																		OFUSG04867.2.p1, OFUSG04867.1.p1						
N6.HOG0000178	OG0000007	n294																		OFUSG23111.1.p1						
N6.HOG0000179	OG0000007	n310																		OFUSG04768.1.p1						
N6.HOG0000180	OG0000007	n342																		OFUSG09682.1.p1, OFUSG09683.1.p1						
N6.HOG0000181	OG0000007	n352																		OFUSG03082.1.p1, OFUSG03081.1.p1, OFUSG03083.1.p1, OFUSG03084.1.p1, OFUSG24642.1.p1, OFUSG20993.1.p1, OFUSG09684.1.p1						
N6.HOG0000182	OG0000007	n365																		OFUSG19661.1.p1						
N6.HOG0000183	OG0000007	n368																		OFUSG08948.1.p1						
N6.HOG0000184	OG0000007	n380																					SCHMD08423			
N6.HOG0000185	OG0000007	n385																		OFUSG10014.1.p1			SCHMD08922, SCHMD00556			
N6.HOG0000186	OG0000007	n393																		OFUSG24641.1.p1						
N6.HOG0000187	OG0000007	n395																					SCHMD22068, SCHMD08894, SCHMD06998			
N6.HOG0000188	OG0000007	n398																		OFUSG25429.1.p1						
N6.HOG0000189	OG0000007	n427																		OFUSG21828.2.p1, OFUSG21828.1.p1						
N6.HOG0000190	OG0000007	n478																					SCHMD19134			
N6.HOG0000191	OG0000007	n513																		OFUSG10613.1.p1			SCHMD00558, SCHMD06747, SCHMD22968, SCHMD29142, SCHMD15439, SCHMD19350, SCHMD15440, SCHMD11082, SCHMD05985			
N6.HOG0000192	OG0000007	n565																		OFUSG23528.4.p1, OFUSG23528.1.p1, OFUSG23528.2.p1, OFUSG23528.3.p1						
N6.HOG0000193	OG0000007	n608																		OFUSG25241.1.p1			SCHMD02246			
N6.HOG0000194	OG0000008	n4																		OFUSG01560.1.p1						
N6.HOG0000195	OG0000008	n37																		OFUSG15555.1.p1						
N6.HOG0000196	OG0000008	n41																		OFUSG22532.1.p1, OFUSG22531.1.p1, OFUSG22625.1.p1, OFUSG22623.1.p1, OFUSG20244.1.p1, OFUSG11838.1.p1, OFUSG11837.1.p1, OFUSG02607.1.p1, OFUSG06031.1.p1, OFUSG02120.1.p1, OFUSG12365.1.p1, OFUSG06314.1.p1, OFUSG16783.1.p1, OFUSG22288.1.p1						
N6.HOG0000197	OG0000008	n59																		OFUSG25732.1.p1						
N6.HOG0000198	OG0000008	n67																		OFUSG14096.1.p1						
N6.HOG0000199	OG0000008	n71																		OFUSG10082.1.p1			SCHMD02053			
N6.HOG0000200	OG0000008	n89																		OFUSG15533.1.p1						
N6.HOG0000201	OG0000008	n109																		OFUSG20435.1.p1						
N6.HOG0000202	OG0000008	n164																		OFUSG00781.1.p1, OFUSG00781.2.p1, OFUSG11535.1.p1, OFUSG02555.1.p1, OFUSG00311.1.p1, OFUSG02548.1.p1, OFUSG18114.1.p1, OFUSG03040.1.p1, OFUSG07904.1.p1, OFUSG03922.1.p1						
N6.HOG0000203	OG0000008	n487																		OFUSG22412.1.p1, OFUSG08236.1.p1						
N6.HOG0000204	OG0000008	n489																		OFUSG01705.1.p1, OFUSG01704.1.p1, OFUSG01067.1.p1						
N6.HOG0000205	OG0000008	n523																		OFUSG18646.1.p1						
N6.HOG0000206	OG0000008	n548																		OFUSG06064.2.p1, OFUSG06064.1.p1						
N6.HOG0000207	OG0000008	n550																		OFUSG05918.1.p1						
N6.HOG0000208	OG0000008	n573																		OFUSG11860.1.p1						
N6.HOG0000209	OG0000008	n599																		OFUSG01483.1.p1, OFUSG11572.1.p1						
N6.HOG0000210	OG0000008	n622																		OFUSG08842.1.p1, OFUSG26620.1.p1, OFUSG13268.1.p1						
N6.HOG0000211	OG0000009	n30																		OFUSG23060.1.p1						
N6.HOG0000212	OG0000009	n35																		OFUSG25126.1.p1						
N6.HOG0000213	OG0000010	n16																					SCHMD14528			
N6.HOG0000214	OG0000010	n88																		OFUSG20029.1.p1						
N6.HOG0000215	OG0000010	n90																		OFUSG26732.1.p1, OFUSG03629.1.p1, OFUSG16394.1.p1, OFUSG18342.1.p1, OFUSG21206.1.p1, OFUSG23433.1.p1						
N6.HOG0000216	OG0000010	n163																		OFUSG09248.1.p1			SCHMD19321			
N6.HOG0000217	OG0000010	n180																		OFUSG10271.1.p1			SCHMD12053			
N6.HOG0000218	OG0000010	n198																		OFUSG05937.1.p1						
N6.HOG0000219	OG0000010	n211																					SCHMD16346			
N6.HOG0000220	OG0000010	n263																		OFUSG09897.1.p1, OFUSG08323.1.p1, OFUSG09247.1.p1						
N6.HOG0000221	OG0000010	n385																					SCHMD02594, SCHMD02592			
N6.HOG0000222	OG0000010	n388																		OFUSG10776.1.p1						
N6.HOG0000223	OG0000010	n545																		OFUSG08801.1.p1, OFUSG04629.1.p1, OFUSG16371.1.p1, OFUSG03904.1.p1			SCHMD14061			
N6.HOG0000224	OG0000010	n561																		OFUSG01743.1.p1			SCHMD09515			
N6.HOG0000225	OG0000010	n565																		OFUSG10415.1.p1, OFUSG10415.2.p1			SCHMD05789, SCHMD04868			
N6.HOG0000226	OG0000011	n334																					SCHMD09818, SCHMD25014, SCHMD05659			
N6.HOG0000227	OG0000011	n561																					SCHMD25643			
N6.HOG0000228	OG0000011	n588																		OFUSG08075.1.p1						
N6.HOG0000229	OG0000012	n30																		OFUSG12918.1.p1, OFUSG08171.1.p1, OFUSG25983.1.p1, OFUSG24954.1.p1, OFUSG14292.1.p1, OFUSG14293.1.p1, OFUSG14294.1.p1, OFUSG21301.1.p1, OFUSG24591.1.p1, OFUSG24955.1.p1						
N6.HOG0000230	OG0000012	n50																					SCHMD06044, SCHMD24599, SCHMD26528, SCHMD04657, SCHMD00960			
N6.HOG0000231	OG0000012	n57																		OFUSG23981.1.p1, OFUSG23977.1.p1, OFUSG23979.1.p1, OFUSG23978.1.p1						
N6.HOG0000232	OG0000012	n63																		OFUSG14153.2.p1, OFUSG14153.1.p1, OFUSG14153.3.p1						
N6.HOG0000233	OG0000012	n394																		OFUSG17546.1.p1, OFUSG22951.1.p1						
N6.HOG0000234	OG0000012	n452																		OFUSG20656.1.p1, OFUSG20658.1.p1, OFUSG06519.1.p1, OFUSG06521.1.p1, OFUSG05812.1.p1, OFUSG06520.1.p1, OFUSG20570.1.p1, OFUSG20324.1.p1, OFUSG20571.1.p1, OFUSG10133.2.p1, OFUSG07223.1.p1						
N6.HOG0000235	OG0000012	n495																		OFUSG12200.1.p1, OFUSG04333.1.p1, OFUSG15962.2.p1, OFUSG15962.1.p1, OFUSG16395.2.p1, OFUSG16395.1.p1, OFUSG16273.2.p1, OFUSG16273.1.p1, OFUSG16273.3.p1, OFUSG04682.1.p1, OFUSG22368.1.p1, OFUSG22367.1.p1, OFUSG22366.1.p1						
N6.HOG0000236	OG0000012	n553																		OFUSG04462.1.p1, OFUSG04460.1.p1, OFUSG22117.1.p1						
N6.HOG0000237	OG0000012	n591																		OFUSG13750.1.p1, OFUSG26096.1.p1			SCHMD06045, SCHMD22580			
N6.HOG0000238	OG0000013	n10																		OFUSG13136.1.p1, OFUSG22072.1.p1, OFUSG02692.1.p1, OFUSG22268.1.p1, OFUSG23241.1.p1						
N6.HOG0000239	OG0000013	n75																		OFUSG22080.1.p1, OFUSG21776.1.p1, OFUSG21777.1.p1, OFUSG21778.1.p1, OFUSG07725.1.p1, OFUSG04939.1.p1, OFUSG09923.1.p1, OFUSG07566.1.p1, OFUSG15127.1.p1, OFUSG25693.1.p1, OFUSG22269.1.p1, OFUSG22270.1.p1, OFUSG25367.1.p1, OFUSG17345.1.p1, OFUSG21758.1.p1						
N6.HOG0000240	OG0000013	n177																		OFUSG01707.1.p1, OFUSG01708.1.p1, OFUSG22026.1.p1, OFUSG22025.1.p1, OFUSG17332.1.p1, OFUSG12573.1.p1, OFUSG09407.1.p1, OFUSG09404.1.p1, OFUSG09402.1.p1, OFUSG09408.1.p1, OFUSG09406.1.p1, OFUSG09400.1.p1, OFUSG19545.1.p1, OFUSG21789.1.p1, OFUSG21797.1.p1, OFUSG21790.1.p1, OFUSG21798.1.p1, OFUSG19408.1.p1						
N6.HOG0000241	OG0000013	n425																		OFUSG11222.1.p1, OFUSG06042.1.p1, OFUSG00249.1.p1, OFUSG06180.1.p1, OFUSG08166.1.p1, OFUSG15690.1.p1, OFUSG15877.1.p1, OFUSG07440.1.p1, OFUSG04377.1.p1, OFUSG04674.1.p1, OFUSG09984.1.p1, OFUSG22598.1.p1, OFUSG22594.1.p1, OFUSG22593.1.p1, OFUSG22595.1.p1, OFUSG22599.1.p1, OFUSG22597.1.p1, OFUSG22596.1.p1						
N6.HOG0000242	OG0000014	n6																					SCHMD18409, SCHMD18786, SCHMD27036			
N6.HOG0000243	OG0000014	n16																		OFUSG09895.2.p1, OFUSG09895.1.p1, OFUSG25487.1.p1, OFUSG16820.1.p1, OFUSG25374.2.p1, OFUSG25374.3.p1, OFUSG25374.1.p1, OFUSG26341.1.p1, OFUSG07532.1.p1, OFUSG25831.1.p1, OFUSG10758.1.p1, OFUSG23286.1.p1, OFUSG03351.1.p1, OFUSG22799.1.p1			SCHMD11444			
N6.HOG0000244	OG0000014	n338																		OFUSG05464.1.p1, OFUSG05465.1.p1, OFUSG06729.1.p1, OFUSG06729.2.p1, OFUSG06620.1.p1, OFUSG05782.1.p1, OFUSG05806.1.p1, OFUSG25239.1.p1, OFUSG05463.1.p1, OFUSG06975.1.p1, OFUSG19549.1.p1, OFUSG05975.1.p1						
N6.HOG0000245	OG0000014	n362																		OFUSG01558.1.p1						
N6.HOG0000246	OG0000014	n381																		OFUSG00805.1.p1						
N6.HOG0000247	OG0000014	n474																		OFUSG17822.1.p1, OFUSG17822.2.p1, OFUSG17822.3.p1			SCHMD22676, SCHMD26730			
N6.HOG0000248	OG0000014	n483																		OFUSG19797.2.p1, OFUSG19797.1.p1, OFUSG07199.1.p1, OFUSG09163.2.p1, OFUSG09163.1.p1						
N6.HOG0000249	OG0000014	n493																		OFUSG13990.1.p1						
N6.HOG0000250	OG0000014	n496																		OFUSG08633.1.p1, OFUSG08630.1.p1, OFUSG25989.2.p1, OFUSG25989.1.p1, OFUSG14771.1.p1						
N6.HOG0000251	OG0000014	n500																					SCHMD25903, SCHMD23025, SCHMD25904, SCHMD07386, SCHMD27174, SCHMD27072, SCHMD26433, SCHMD26360, SCHMD08949, SCHMD06657, SCHMD08950, SCHMD10401, SCHMD15215, SCHMD08948, SCHMD27260, SCHMD22821, SCHMD18998, SCHMD27894, SCHMD21669, SCHMD28940, SCHMD25178, SCHMD18458, SCHMD17107, SCHMD17106, SCHMD04686, SCHMD16431, SCHMD18460, SCHMD25052, SCHMD18459, SCHMD25054, SCHMD25184, SCHMD28601, SCHMD23423, SCHMD23923, SCHMD18997, SCHMD16115			
