TCONS_00000016	BRALA21886
TCONS_00003869	BRALA11315
TCONS_00003880	BRALA13351
TCONS_00003882	BRALA24700
TCONS_00003894	BRALA18549
TCONS_00003900	BRALA04547
TCONS_00003928	BRALA11387
TCONS_00003938	BRALA32203
TCONS_00003984	BRALA04704
TCONS_00003986	BRALA04666
TCONS_00003987	BRALA32717
TCONS_00004016	BRALA12500
TCONS_00004027	BRALA23158
TCONS_00004052	BRALA32296
TCONS_00004057	BRALA02163
TCONS_00004066	BRALA28677
TCONS_00004068	BRALA07053
TCONS_00004100	BRALA02342
TCONS_00004113	BRALA10017
TCONS_00004132	BRALA04598
TCONS_00004135	BRALA06948
TCONS_00004142	BRALA11271
TCONS_00004148	BRALA04652
TCONS_00004151	BRALA07117
TCONS_00004166	BRALA07012
TCONS_00004173	BRALA11317
TCONS_00004175	BRALA27329
TCONS_00004199	BRALA16774
TCONS_00004207	BRALA28163
TCONS_00004208	BRALA09893
TCONS_00004210	BRALA08798
TCONS_00004220	BRALA05946
TCONS_00004238	BRALA04665
TCONS_00004246	BRALA04798
TCONS_00004258	BRALA09945
TCONS_00004276	BRALA06922
TCONS_00004282	BRALA10477
TCONS_00004286	BRALA11275
TCONS_00004287	BRALA04574
TCONS_00004312	BRALA01029
TCONS_00004324	BRALA30647
TCONS_00004384	BRALA04692
TCONS_00004402	BRALA14502
TCONS_00004435	BRALA09586
TCONS_00004437	BRALA21365
TCONS_00004464	BRALA28909
TCONS_00004466	BRALA28982
TCONS_00004468	BRALA26345
TCONS_00004471	BRALA22279
TCONS_00004472	BRALA31039
TCONS_00004473	BRALA10835
TCONS_00004476	BRALA11935
TCONS_00004481	BRALA24402
TCONS_00004482	BRALA10793
TCONS_00004483	BRALA29526
TCONS_00004484	BRALA24404
TCONS_00004488	BRALA24433
TCONS_00004493	BRALA23437
TCONS_00004525	BRALA28715
TCONS_00004530	BRALA19202
TCONS_00004539	BRALA23875
TCONS_00004542	BRALA17871
TCONS_00004580	BRALA28685
TCONS_00004621	BRALA10418
TCONS_00004622	BRALA27100
TCONS_00004638	BRALA11342
TCONS_00004645	BRALA17761
TCONS_00004661	BRALA30351
TCONS_00004663	BRALA23567
TCONS_00004668	BRALA29314
TCONS_00004675	BRALA03672
TCONS_00004697	BRALA30054
TCONS_00004699	BRALA07231
TCONS_00004702	BRALA32523
TCONS_00004704	BRALA17703
TCONS_00004732	BRALA12117
TCONS_00004739	BRALA22827
TCONS_00004747	BRALA29327
TCONS_00004749	BRALA07191
TCONS_00004751	BRALA32298
TCONS_00004752	BRALA07296
TCONS_00004772	BRALA14983
TCONS_00004803	BRALA14970
TCONS_00004816	BRALA27116
TCONS_00004824	BRALA23217
TCONS_00004832	BRALA02026
TCONS_00004837	BRALA00360
TCONS_00004853	BRALA35649
TCONS_00004866	BRALA16885
TCONS_00004879	BRALA24727
TCONS_00004894	BRALA01804
TCONS_00004938	BRALA26639
TCONS_00004940	BRALA24616
TCONS_00004944	BRALA30100
TCONS_00004979	BRALA19012
TCONS_00004980	BRALA23571
TCONS_00004986	BRALA24261
TCONS_00004988	BRALA24265
TCONS_00004990	BRALA24159
TCONS_00005014	BRALA24225
TCONS_00005015	BRALA24223
TCONS_00005025	BRALA22303
TCONS_00005038	BRALA24625
TCONS_00005040	BRALA04048
TCONS_00005043	BRALA30103
TCONS_00005063	BRALA14992
TCONS_00005066	BRALA31905
TCONS_00005076	BRALA28928
TCONS_00005079	BRALA26853
TCONS_00005082	BRALA27301
TCONS_00005089	BRALA29322
TCONS_00005096	BRALA29321
TCONS_00005098	BRALA22173
TCONS_00005099	BRALA02539
TCONS_00005101	BRALA15001
TCONS_00005104	BRALA15003
TCONS_00005105	BRALA07254
TCONS_00005107	BRALA23246
TCONS_00005114	BRALA28424
TCONS_00005115	BRALA24150
TCONS_00005116	BRALA24152
TCONS_00005125	BRALA15067
TCONS_00005133	BRALA07224
TCONS_00005134	BRALA12216
TCONS_00005145	BRALA29415
TCONS_00005152	BRALA24254
TCONS_00005157	BRALA10866
TCONS_00005164	BRALA14965
TCONS_00005190	BRALA11971
TCONS_00005191	BRALA14991
TCONS_00005197	BRALA27666
TCONS_00005200	BRALA15558
TCONS_00005201	BRALA07186
TCONS_00005209	BRALA28417
TCONS_00005212	BRALA06370
TCONS_00005243	BRALA04893
TCONS_00005244	BRALA27579
TCONS_00005258	BRALA22703
TCONS_00005261	BRALA23985
TCONS_00005265	BRALA23937
TCONS_00005266	BRALA27108
TCONS_00005267	BRALA14954
TCONS_00005275	BRALA07295
TCONS_00005285	BRALA17730
TCONS_00005298	BRALA11989
TCONS_00005307	BRALA10238
TCONS_00005329	BRALA28427
TCONS_00005337	BRALA28428
TCONS_00005388	BRALA22190
TCONS_00005396	BRALA09768
TCONS_00005399	BRALA07313
TCONS_00005400	BRALA28926
TCONS_00005406	BRALA14958
TCONS_00005416	BRALA07834
TCONS_00005434	BRALA22200
TCONS_00005439	BRALA26858
TCONS_00005456	BRALA33738
TCONS_00005458	BRALA23942
TCONS_00005474	BRALA29627
TCONS_00005488	BRALA00361
TCONS_00005495	BRALA22378
TCONS_00005497	BRALA00907
TCONS_00005526	BRALA26627
TCONS_00005530	BRALA16479
TCONS_00005531	BRALA23592
TCONS_00005548	BRALA14935
TCONS_00005549	BRALA09095
TCONS_00005590	BRALA27659
TCONS_00005609	BRALA23603
TCONS_00005612	BRALA29375
TCONS_00005625	BRALA29478
TCONS_00005635	BRALA29696
TCONS_00005639	BRALA27571
TCONS_00005641	BRALA24251
TCONS_00005654	BRALA14946
TCONS_00005695	BRALA35253
TCONS_00005696	BRALA34607
TCONS_00005698	BRALA21845
TCONS_00005699	BRALA14981
TCONS_00005711	BRALA14931
TCONS_00005712	BRALA31766
TCONS_00005718	BRALA13445
TCONS_00005720	BRALA23584
TCONS_00005722	BRALA15012
TCONS_00005726	BRALA29793
TCONS_00005728	BRALA17760
TCONS_00005732	BRALA22166
TCONS_00005734	BRALA12496
TCONS_00005739	BRALA17732
TCONS_00005757	BRALA01482
TCONS_00005787	BRALA19190
TCONS_00005799	BRALA22179
TCONS_00005812	BRALA29421
TCONS_00005817	BRALA26633
TCONS_00005836	BRALA32043
TCONS_00005860	BRALA19989
TCONS_00005913	BRALA30098
TCONS_00005914	BRALA23593
TCONS_00005970	BRALA00900
TCONS_00005993	BRALA24916
TCONS_00005996	BRALA24238
TCONS_00006026	BRALA07238
TCONS_00006027	BRALA24659
TCONS_00006031	BRALA30315
TCONS_00006044	BRALA02449
TCONS_00006045	BRALA34362
TCONS_00006046	BRALA29617
TCONS_00006047	BRALA04732
TCONS_00006069	BRALA07301
TCONS_00006071	BRALA25503
TCONS_00006078	BRALA29050
TCONS_00006081	BRALA28153
TCONS_00006086	BRALA31136
TCONS_00006093	BRALA23226
TCONS_00006108	BRALA27663
TCONS_00006119	BRALA07312
TCONS_00006126	BRALA28931
TCONS_00006127	BRALA02840
TCONS_00006138	BRALA08540
TCONS_00006168	BRALA24274
TCONS_00006169	BRALA14961
TCONS_00006176	BRALA15018
TCONS_00006184	BRALA01199
TCONS_00006186	BRALA34137
TCONS_00006196	BRALA26637
TCONS_00006221	BRALA07241
TCONS_00006223	BRALA07237
TCONS_00006231	BRALA23604
TCONS_00006233	BRALA24262
TCONS_00006235	BRALA23597
TCONS_00006253	BRALA15015
TCONS_00006270	BRALA21942
TCONS_00006279	BRALA26874
TCONS_00006284	BRALA02332
TCONS_00006289	BRALA30105
TCONS_00006290	BRALA03476
TCONS_00006303	BRALA07242
TCONS_00006341	BRALA23601
TCONS_00006344	BRALA22174
TCONS_00006346	BRALA22172
TCONS_00006348	BRALA22168
TCONS_00006349	BRALA07213
TCONS_00006352	BRALA25443
TCONS_00006355	BRALA23247
TCONS_00006358	BRALA29277
TCONS_00006364	BRALA24154
TCONS_00006374	BRALA18738
TCONS_00006380	BRALA15000
TCONS_00006381	BRALA14999
TCONS_00006389	BRALA26820
TCONS_00006395	BRALA29414
TCONS_00006396	BRALA24253
TCONS_00006398	BRALA14964
TCONS_00006405	BRALA14936
TCONS_00006409	BRALA06933
TCONS_00006411	BRALA22902
TCONS_00006429	BRALA29254
TCONS_00006430	BRALA22167
TCONS_00006431	BRALA28422
TCONS_00006432	BRALA28418
TCONS_00006440	BRALA21268
TCONS_00006442	BRALA27580
TCONS_00006444	BRALA22161
TCONS_00006450	BRALA19368
TCONS_00006464	BRALA29047
TCONS_00006466	BRALA27109
TCONS_00006467	BRALA06873
TCONS_00006468	BRALA31687
TCONS_00006469	BRALA17731
TCONS_00006470	BRALA22159
TCONS_00006472	BRALA11232
TCONS_00006474	BRALA06697
TCONS_00006476	BRALA09213
TCONS_00006487	BRALA31141
TCONS_00006488	BRALA17735
TCONS_00006489	BRALA26880
TCONS_00006494	BRALA33119
TCONS_00006509	BRALA14969
TCONS_00006543	BRALA14953
TCONS_00006550	BRALA16224
TCONS_00006551	BRALA17709
TCONS_00006552	BRALA03728
TCONS_00006555	BRALA30352
TCONS_00006557	BRALA30500
TCONS_00006565	BRALA28411
TCONS_00006566	BRALA22201
TCONS_00006567	BRALA22199
TCONS_00006571	BRALA26859
TCONS_00006576	BRALA31756
TCONS_00006588	BRALA18034
TCONS_00006607	BRALA24019
TCONS_00006640	BRALA07024
TCONS_00006644	BRALA14984
TCONS_00006650	BRALA18046
TCONS_00006652	BRALA33781
TCONS_00006657	BRALA29383
TCONS_00006658	BRALA23589
TCONS_00006666	BRALA33422
TCONS_00006670	BRALA14245
TCONS_00006675	BRALA29273
TCONS_00006676	BRALA23591
TCONS_00006683	BRALA29619
TCONS_00006684	BRALA16933
TCONS_00006695	BRALA24257
TCONS_00006706	BRALA29368
TCONS_00006707	BRALA27657
TCONS_00006730	BRALA14448
TCONS_00006739	BRALA27573
TCONS_00006748	BRALA29697
TCONS_00006749	BRALA29699
TCONS_00006803	BRALA22809
TCONS_00006807	BRALA15013
TCONS_00006810	BRALA15011
TCONS_00006812	BRALA06810
TCONS_00006813	BRALA30016
TCONS_00006814	BRALA27572
TCONS_00006818	BRALA07314
TCONS_00006819	BRALA19352
TCONS_00006833	BRALA20324
TCONS_00006842	BRALA19380
TCONS_00006847	BRALA31684
TCONS_00006872	BRALA16402
TCONS_00006874	BRALA22737
TCONS_00006887	BRALA34310
TCONS_00006895	BRALA28922
TCONS_00006897	BRALA12879
TCONS_00006959	BRALA24881
TCONS_00006976	BRALA33782
TCONS_00007008	BRALA17627
TCONS_00007011	BRALA03314
TCONS_00007014	BRALA03323
TCONS_00007016	BRALA24695
TCONS_00007026	BRALA17630
TCONS_00007030	BRALA23981
TCONS_00007037	BRALA20006
TCONS_00007043	BRALA19947
TCONS_00007050	BRALA19958
TCONS_00007054	BRALA12491
TCONS_00007056	BRALA12493
TCONS_00007059	BRALA19991
TCONS_00007061	BRALA19992
TCONS_00007068	BRALA27285
TCONS_00007077	BRALA19107
TCONS_00007087	BRALA17661
TCONS_00007094	BRALA03330
TCONS_00007095	BRALA20565
TCONS_00007109	BRALA19985
TCONS_00007115	BRALA03440
TCONS_00007117	BRALA03443
TCONS_00007118	BRALA03436
TCONS_00007126	BRALA03301
TCONS_00007127	BRALA03386
TCONS_00007155	BRALA03524
TCONS_00007158	BRALA32641
TCONS_00007178	BRALA20546
TCONS_00007180	BRALA22379
TCONS_00007181	BRALA22380
TCONS_00007185	BRALA17170
TCONS_00007186	BRALA03146
TCONS_00007209	BRALA13594
TCONS_00007260	BRALA25636
TCONS_00007263	BRALA03154
TCONS_00007276	BRALA26578
TCONS_00007279	BRALA03104
TCONS_00007347	BRALA28101
TCONS_00007359	BRALA30618
TCONS_00007368	BRALA03114
TCONS_00007370	BRALA03251
TCONS_00007371	BRALA03257
TCONS_00007374	BRALA12460
TCONS_00007375	BRALA12464
TCONS_00007376	BRALA03160
TCONS_00007378	BRALA34550
TCONS_00007407	BRALA22423
TCONS_00007411	BRALA22416
TCONS_00007412	BRALA22417
TCONS_00007414	BRALA20011
TCONS_00007420	BRALA28034
TCONS_00007442	BRALA34420
TCONS_00007472	BRALA26592
TCONS_00007477	BRALA03165
TCONS_00007485	BRALA22411
TCONS_00007491	BRALA22412
TCONS_00007493	BRALA03345
TCONS_00007520	BRALA11558
TCONS_00007529	BRALA25617
TCONS_00007558	BRALA22394
TCONS_00007581	BRALA27325
TCONS_00007589	BRALA21258
TCONS_00007590	BRALA20237
TCONS_00007603	BRALA24471
TCONS_00007643	BRALA03347
TCONS_00007656	BRALA16098
TCONS_00007669	BRALA20591
TCONS_00007682	BRALA16183
TCONS_00007710	BRALA21239
TCONS_00007711	BRALA21235
TCONS_00007725	BRALA32568
TCONS_00007766	BRALA22426
TCONS_00007782	BRALA22363
TCONS_00007787	BRALA26576
TCONS_00007790	BRALA26574
TCONS_00007793	BRALA03147
TCONS_00007808	BRALA16936
TCONS_00007812	BRALA20747
TCONS_00007813	BRALA31394
TCONS_00007815	BRALA19665
TCONS_00007817	BRALA03307
TCONS_00007821	BRALA03446
TCONS_00007823	BRALA32895
TCONS_00007825	BRALA26656
TCONS_00007848	BRALA16495
TCONS_00007849	BRALA03223
TCONS_00007879	BRALA03305
TCONS_00007887	BRALA25618
TCONS_00007888	BRALA25619
TCONS_00007933	BRALA27309
TCONS_00007950	BRALA26583
TCONS_00007951	BRALA03569
TCONS_00007960	BRALA32148
TCONS_00007966	BRALA03379
TCONS_00007967	BRALA03139
TCONS_00007970	BRALA19254
TCONS_00007976	BRALA01597
TCONS_00007979	BRALA34219
TCONS_00007987	BRALA19971
TCONS_00008004	BRALA03277
TCONS_00008014	BRALA03278
TCONS_00008034	BRALA03296
TCONS_00008056	BRALA20585
TCONS_00008058	BRALA21244
TCONS_00008067	BRALA03157
TCONS_00008068	BRALA32010
TCONS_00008070	BRALA11528
TCONS_00008075	BRALA31602
TCONS_00008076	BRALA12485
TCONS_00008081	BRALA27290
TCONS_00008082	BRALA20225
TCONS_00008083	BRALA20220
TCONS_00008087	BRALA20218
TCONS_00008093	BRALA13443
TCONS_00008094	BRALA03408
TCONS_00008106	BRALA19095
TCONS_00008107	BRALA03342
TCONS_00008121	BRALA03390
TCONS_00008123	BRALA19111
TCONS_00008146	BRALA03555
TCONS_00008149	BRALA28894
TCONS_00008152	BRALA12528
TCONS_00008153	BRALA12530
TCONS_00008156	BRALA16448
TCONS_00008160	BRALA22030
TCONS_00008166	BRALA21994
TCONS_00008174	BRALA26593
TCONS_00008182	BRALA35796
TCONS_00008201	BRALA03106
TCONS_00008204	BRALA03215
TCONS_00008205	BRALA03216
TCONS_00008213	BRALA03383
TCONS_00008215	BRALA03083
TCONS_00008218	BRALA21766
TCONS_00008287	BRALA20552
TCONS_00008298	BRALA19988
TCONS_00008333	BRALA17628
TCONS_00008347	BRALA29683
TCONS_00008359	BRALA19943
TCONS_00008361	BRALA19946
TCONS_00008371	BRALA03553
TCONS_00008381	BRALA12449
TCONS_00008382	BRALA12451
TCONS_00008386	BRALA12452
TCONS_00008390	BRALA20212
TCONS_00008391	BRALA17706
TCONS_00008401	BRALA03071
TCONS_00008407	BRALA23240
TCONS_00008408	BRALA03331
TCONS_00008415	BRALA10449
TCONS_00008423	BRALA20636
TCONS_00008429	BRALA03352
TCONS_00008458	BRALA19939
TCONS_00008464	BRALA03529
TCONS_00008484	BRALA19092
TCONS_00008486	BRALA03113
TCONS_00008487	BRALA19093
TCONS_00008492	BRALA03093
TCONS_00008495	BRALA16134
TCONS_00008500	BRALA16138
TCONS_00008542	BRALA12497
TCONS_00008548	BRALA21217
TCONS_00008560	BRALA06612
TCONS_00008591	BRALA28732
TCONS_00008593	BRALA12443
TCONS_00008605	BRALA28100
TCONS_00008626	BRALA30619
TCONS_00008628	BRALA03121
TCONS_00008634	BRALA03250
TCONS_00008635	BRALA03255
TCONS_00008638	BRALA12461
TCONS_00008646	BRALA17639
TCONS_00008648	BRALA20574
TCONS_00008651	BRALA20583
TCONS_00008664	BRALA13590
TCONS_00008676	BRALA04271
TCONS_00008678	BRALA03150
TCONS_00008680	BRALA22415
TCONS_00008682	BRALA20010
TCONS_00008712	BRALA03142
TCONS_00008717	BRALA33771
TCONS_00008723	BRALA03096
TCONS_00008727	BRALA03163
TCONS_00008729	BRALA20025
TCONS_00008743	BRALA27319
TCONS_00008744	BRALA27607
TCONS_00008747	BRALA03297
TCONS_00008750	BRALA26580
TCONS_00008751	BRALA28433
TCONS_00008753	BRALA28430
TCONS_00008781	BRALA22395
TCONS_00008783	BRALA03185
TCONS_00008791	BRALA03358
TCONS_00008793	BRALA03355
TCONS_00008794	BRALA03313
TCONS_00008801	BRALA21993
TCONS_00008813	BRALA19125
TCONS_00008816	BRALA21257
TCONS_00008817	BRALA20021
TCONS_00008823	BRALA19998
TCONS_00008824	BRALA09466
TCONS_00008826	BRALA19999
TCONS_00008838	BRALA22381
TCONS_00008854	BRALA20204
