STRPU_00017	BRALA22047
STRPU_04688	BRALA00390
STRPU_04694	BRALA02624
STRPU_04695	BRALA25250
STRPU_04696	BRALA18080
STRPU_04698	BRALA31816
STRPU_04714	BRALA17929
STRPU_04736	BRALA18086
STRPU_04740	BRALA03660
STRPU_04745	BRALA03674
STRPU_04747	BRALA04006
STRPU_04748	BRALA04005
STRPU_04752	BRALA18927
STRPU_04756	BRALA20669
STRPU_04757	BRALA20668
STRPU_04770	BRALA06734
STRPU_04771	BRALA06733
STRPU_04772	BRALA03665
STRPU_04780	BRALA20677
STRPU_04786	BRALA24921
STRPU_04787	BRALA24273
STRPU_04788	BRALA04011
STRPU_04792	BRALA21284
STRPU_04794	BRALA03622
STRPU_04795	BRALA07392
STRPU_04816	BRALA03675
STRPU_04817	BRALA03855
STRPU_04819	BRALA14686
STRPU_04820	BRALA03646
STRPU_04833	BRALA03841
STRPU_04847	BRALA03772
STRPU_04848	BRALA03721
STRPU_04851	BRALA06803
STRPU_04858	BRALA06708
STRPU_04862	BRALA03707
STRPU_04863	BRALA03612
STRPU_04864	BRALA03989
STRPU_04867	BRALA03931
STRPU_04868	BRALA09690
STRPU_04869	BRALA07730
STRPU_04879	BRALA26760
STRPU_04885	BRALA25996
STRPU_04886	BRALA03827
STRPU_04892	BRALA03818
STRPU_04895	BRALA06275
STRPU_04898	BRALA04015
STRPU_04903	BRALA07214
STRPU_04914	BRALA03750
STRPU_04923	BRALA09113
STRPU_04924	BRALA22460
STRPU_04930	BRALA18730
STRPU_04937	BRALA28598
STRPU_04941	BRALA08069
STRPU_04942	BRALA11857
STRPU_04944	BRALA16976
STRPU_04945	BRALA22295
STRPU_04947	BRALA11137
STRPU_04948	BRALA08213
STRPU_04950	BRALA11776
STRPU_04960	BRALA22910
STRPU_04964	BRALA11885
STRPU_04966	BRALA11888
STRPU_04967	BRALA11887
STRPU_04970	BRALA22456
STRPU_04973	BRALA22959
STRPU_04974	BRALA15954
STRPU_04976	BRALA20376
STRPU_04977	BRALA26807
STRPU_04978	BRALA26806
STRPU_04979	BRALA26804
STRPU_04986	BRALA08130
STRPU_04988	BRALA11793
STRPU_04989	BRALA11890
STRPU_04990	BRALA11892
STRPU_04996	BRALA08304
STRPU_04998	BRALA00237
STRPU_04999	BRALA16955
STRPU_05004	BRALA16934
STRPU_05005	BRALA11740
STRPU_05007	BRALA11912
STRPU_05016	BRALA22769
STRPU_05017	BRALA22734
STRPU_05028	BRALA31319
STRPU_05031	BRALA31197
STRPU_05032	BRALA04529
STRPU_05094	BRALA24541
STRPU_05100	BRALA17648
STRPU_05101	BRALA32703
STRPU_05149	BRALA34572
STRPU_05180	BRALA19632
STRPU_05189	BRALA22150
STRPU_05192	BRALA19454
STRPU_05194	BRALA15930
STRPU_05211	BRALA31862
STRPU_05212	BRALA22429
STRPU_05214	BRALA29341
STRPU_05216	BRALA28969
STRPU_05217	BRALA32482
STRPU_05219	BRALA15927
STRPU_05221	BRALA03873
STRPU_05230	BRALA26967
STRPU_05232	BRALA08308
STRPU_05233	BRALA11774
STRPU_05242	BRALA11889
STRPU_05243	BRALA11875
STRPU_05246	BRALA19410
STRPU_05282	BRALA28315
STRPU_05285	BRALA19235
STRPU_05287	BRALA29822
STRPU_05289	BRALA25967
STRPU_05295	BRALA11859
STRPU_05296	BRALA16993
STRPU_05315	BRALA13148
STRPU_05316	BRALA19389
STRPU_05323	BRALA12573
STRPU_05327	BRALA11878
STRPU_05328	BRALA16975
STRPU_05329	BRALA20191
STRPU_05330	BRALA20192
STRPU_05331	BRALA20185
STRPU_05335	BRALA22464
STRPU_05336	BRALA22461
STRPU_05337	BRALA21819
STRPU_05338	BRALA13288
STRPU_05341	BRALA08237
STRPU_05342	BRALA08232
STRPU_05346	BRALA18689
STRPU_05348	BRALA23961
STRPU_05352	BRALA26145
STRPU_05356	BRALA08067
STRPU_05366	BRALA12698
STRPU_05370	BRALA15919
STRPU_05371	BRALA11786
STRPU_05382	BRALA30756
STRPU_05385	BRALA01413
STRPU_05386	BRALA13149
STRPU_05387	BRALA11508
STRPU_05391	BRALA11855
STRPU_05393	BRALA26325
STRPU_05397	BRALA04994
STRPU_05398	BRALA22739
STRPU_05410	BRALA08068
STRPU_05418	BRALA15926
STRPU_05419	BRALA22957
STRPU_05421	BRALA22892
STRPU_05422	BRALA12668
STRPU_05423	BRALA15947
STRPU_05425	BRALA15949
STRPU_05431	BRALA28355
STRPU_05453	BRALA16940
STRPU_05458	BRALA02125
STRPU_05460	BRALA21313
STRPU_05462	BRALA22933
STRPU_05465	BRALA22727
STRPU_05469	BRALA12644
STRPU_05475	BRALA18722
STRPU_05481	BRALA11891
STRPU_05492	BRALA06317
STRPU_05493	BRALA08224
STRPU_05504	BRALA23257
STRPU_05509	BRALA18700
STRPU_05510	BRALA31578
STRPU_05514	BRALA28779
STRPU_05515	BRALA31201
STRPU_05521	BRALA12599
STRPU_05522	BRALA24755
STRPU_05523	BRALA17449
STRPU_05547	BRALA11669
STRPU_05552	BRALA02324
STRPU_05575	BRALA15739
STRPU_05587	BRALA15899
STRPU_05592	BRALA13485
STRPU_05600	BRALA22440
STRPU_05606	BRALA22447
STRPU_05646	BRALA12801
STRPU_05647	BRALA16942
STRPU_05666	BRALA30762
STRPU_05676	BRALA23615
STRPU_05677	BRALA31198
STRPU_05678	BRALA08218
STRPU_05688	BRALA08296
STRPU_05689	BRALA08318
STRPU_05690	BRALA22956
STRPU_05696	BRALA22751
STRPU_05697	BRALA35026
STRPU_05698	BRALA31991
STRPU_05700	BRALA11831
STRPU_05701	BRALA11832
STRPU_05705	BRALA31577
STRPU_05706	BRALA11884
STRPU_05708	BRALA22745
STRPU_05709	BRALA08059
STRPU_05725	BRALA16945
STRPU_05726	BRALA20184
STRPU_05735	BRALA30754
STRPU_05736	BRALA15941
STRPU_05739	BRALA03392
STRPU_05740	BRALA08285
STRPU_05743	BRALA08294
STRPU_05746	BRALA05662
STRPU_05747	BRALA19224
STRPU_05750	BRALA07859
STRPU_05751	BRALA22940
STRPU_05753	BRALA19450
STRPU_05757	BRALA15950
STRPU_05761	BRALA19248
STRPU_05762	BRALA28668
STRPU_05768	BRALA18668
STRPU_05769	BRALA13184
STRPU_05770	BRALA13185
STRPU_05771	BRALA29252
STRPU_05772	BRALA28777
STRPU_05773	BRALA28778
STRPU_05780	BRALA23276
STRPU_05781	BRALA23274
STRPU_05783	BRALA08108
STRPU_05786	BRALA08114
STRPU_05789	BRALA08116
STRPU_05794	BRALA06607
STRPU_05795	BRALA18724
STRPU_05803	BRALA04591
STRPU_05810	BRALA11777
STRPU_05815	BRALA29253
STRPU_05816	BRALA18690
STRPU_05817	BRALA28964
STRPU_05822	BRALA23279
STRPU_05827	BRALA16985
STRPU_05828	BRALA16982
STRPU_05839	BRALA11623
STRPU_05849	BRALA18394
STRPU_05850	BRALA18727
STRPU_05851	BRALA08279
STRPU_05853	BRALA31199
STRPU_05856	BRALA11898
STRPU_05858	BRALA11876
STRPU_05859	BRALA19633
STRPU_05861	BRALA18712
STRPU_05864	BRALA22730
STRPU_05865	BRALA31576
STRPU_05866	BRALA22434
STRPU_05868	BRALA20387
STRPU_05879	BRALA28361
STRPU_05885	BRALA28662
STRPU_05886	BRALA16977
STRPU_05887	BRALA28968
STRPU_05890	BRALA28702
STRPU_05899	BRALA08123
STRPU_05905	BRALA15953
STRPU_05906	BRALA11822
STRPU_05909	BRALA08199
STRPU_05910	BRALA08073
STRPU_05914	BRALA18715
STRPU_05918	BRALA28948
STRPU_05919	BRALA08070
STRPU_05921	BRALA19445
STRPU_05922	BRALA19446
STRPU_05938	BRALA05522
STRPU_05939	BRALA14264
STRPU_05944	BRALA16205
STRPU_05953	BRALA27359
STRPU_05954	BRALA11685
STRPU_05956	BRALA26413
STRPU_05958	BRALA23825
STRPU_05961	BRALA06030
STRPU_05984	BRALA16911
STRPU_05988	BRALA11702
STRPU_06020	BRALA14256
STRPU_06043	BRALA29901
STRPU_06044	BRALA29900
STRPU_06048	BRALA06034
STRPU_06054	BRALA05866
STRPU_06055	BRALA28222
STRPU_06067	BRALA06022
STRPU_06068	BRALA24695
STRPU_06069	BRALA06099
STRPU_06075	BRALA17307
STRPU_06077	BRALA06108
STRPU_06080	BRALA13626
STRPU_06094	BRALA13584
STRPU_06095	BRALA16160
STRPU_06100	BRALA14197
STRPU_06101	BRALA11633
STRPU_06102	BRALA11637
STRPU_06108	BRALA17876
STRPU_06109	BRALA24215
STRPU_06112	BRALA06164
STRPU_06113	BRALA31824
STRPU_06115	BRALA14277
STRPU_06121	BRALA21075
STRPU_06124	BRALA14292
STRPU_06126	BRALA31258
STRPU_06127	BRALA31261
STRPU_06128	BRALA14189
STRPU_06139	BRALA13606
STRPU_06142	BRALA06031
STRPU_06149	BRALA14316
STRPU_06150	BRALA06062
STRPU_06151	BRALA12225
STRPU_06155	BRALA13610
STRPU_06156	BRALA13611
STRPU_06157	BRALA13644
STRPU_06158	BRALA16249
STRPU_06160	BRALA06170
STRPU_06167	BRALA13594
STRPU_06172	BRALA14199
STRPU_06176	BRALA13676
STRPU_06204	BRALA05919
STRPU_06234	BRALA14278
STRPU_06240	BRALA06007
STRPU_06250	BRALA13633
STRPU_06336	BRALA23816
STRPU_06342	BRALA05812
STRPU_06351	BRALA12226
STRPU_06352	BRALA06075
STRPU_06354	BRALA11730
STRPU_06355	BRALA01349
STRPU_06359	BRALA27500
STRPU_06363	BRALA22385
STRPU_06373	BRALA13652
STRPU_06386	BRALA13701
STRPU_06387	BRALA14191
STRPU_06388	BRALA14190
STRPU_06427	BRALA02411
STRPU_06429	BRALA13658
STRPU_06431	BRALA11717
STRPU_06439	BRALA12204
STRPU_06440	BRALA06060
STRPU_06444	BRALA12089
STRPU_06450	BRALA11583
STRPU_06468	BRALA27150
STRPU_06480	BRALA12183
STRPU_06486	BRALA05720
STRPU_06488	BRALA20547
STRPU_06490	BRALA33436
STRPU_06494	BRALA16187
STRPU_06495	BRALA29961
STRPU_06496	BRALA16208
STRPU_06497	BRALA11731
STRPU_06501	BRALA23798
STRPU_06508	BRALA12127
STRPU_06509	BRALA05946
STRPU_06572	BRALA20362
STRPU_06575	BRALA10621
STRPU_06581	BRALA20749
STRPU_06593	BRALA06113
STRPU_06601	BRALA12233
STRPU_06602	BRALA11665
STRPU_06603	BRALA23791
STRPU_06604	BRALA13583
STRPU_06608	BRALA15416
STRPU_06609	BRALA17865
STRPU_06610	BRALA05975
STRPU_06612	BRALA24438
STRPU_06613	BRALA11706
STRPU_06614	BRALA13641
STRPU_06615	BRALA29956
STRPU_06616	BRALA12242
STRPU_06620	BRALA34921
STRPU_06629	BRALA05979
STRPU_06634	BRALA16210
STRPU_06635	BRALA16189
STRPU_06637	BRALA12106
STRPU_06639	BRALA31720
STRPU_06640	BRALA06131
STRPU_06651	BRALA12072
STRPU_06660	BRALA12099
STRPU_06664	BRALA13585
STRPU_06670	BRALA02398
STRPU_06672	BRALA01274
STRPU_06678	BRALA05960
STRPU_06679	BRALA06079
STRPU_06711	BRALA06147
STRPU_06713	BRALA11657
STRPU_06714	BRALA02134
STRPU_06716	BRALA12142
STRPU_06717	BRALA12145
STRPU_06727	BRALA06006
STRPU_06728	BRALA05898
STRPU_06737	BRALA20775
STRPU_06739	BRALA16304
STRPU_06747	BRALA12186
STRPU_06758	BRALA23817
STRPU_06766	BRALA13696
STRPU_06768	BRALA12189
STRPU_06782	BRALA21915
STRPU_06784	BRALA12545
STRPU_06790	BRALA16177
STRPU_06801	BRALA05335
STRPU_06805	BRALA14202
STRPU_06807	BRALA12147
STRPU_06810	BRALA14238
STRPU_06813	BRALA05808
STRPU_06816	BRALA20649
STRPU_06817	BRALA12203
STRPU_06818	BRALA24213
STRPU_06835	BRALA13235
STRPU_06838	BRALA09902
STRPU_06843	BRALA14245
STRPU_06844	BRALA11584
STRPU_06852	BRALA06025
STRPU_06853	BRALA15769
STRPU_06868	BRALA13593
STRPU_06871	BRALA05974
STRPU_06874	BRALA13683
STRPU_06877	BRALA21105
STRPU_06882	BRALA16162
STRPU_06883	BRALA11703
STRPU_06886	BRALA11660
STRPU_06888	BRALA21850
STRPU_06891	BRALA06092
STRPU_06895	BRALA03462
STRPU_06910	BRALA08214
STRPU_06931	BRALA23471
STRPU_06933	BRALA06149
STRPU_06948	BRALA15290
STRPU_06949	BRALA12140
STRPU_06955	BRALA12385
STRPU_06971	BRALA14690
STRPU_06986	BRALA13685
STRPU_07007	BRALA12128
STRPU_07008	BRALA16175
STRPU_07011	BRALA16188
STRPU_07021	BRALA03143
STRPU_07025	BRALA05718
STRPU_07026	BRALA16637
STRPU_07027	BRALA01908
STRPU_07028	BRALA01824
STRPU_07040	BRALA17074
STRPU_07044	BRALA01543
STRPU_07046	BRALA04378
STRPU_07074	BRALA17849
STRPU_07098	BRALA24822
STRPU_07102	BRALA16622
STRPU_07104	BRALA30066
STRPU_07106	BRALA16643
STRPU_07107	BRALA16665
STRPU_07108	BRALA16666
STRPU_07109	BRALA17552
STRPU_07111	BRALA01828
STRPU_07116	BRALA01789
STRPU_07118	BRALA16648
STRPU_07126	BRALA17078
STRPU_07127	BRALA16694
STRPU_07151	BRALA18546
STRPU_07152	BRALA01776
STRPU_07154	BRALA29680
STRPU_07155	BRALA02247
STRPU_07156	BRALA01775
STRPU_07157	BRALA01822
STRPU_07163	BRALA17089
STRPU_07164	BRALA16652
STRPU_07165	BRALA01542
STRPU_07167	BRALA16691
STRPU_07168	BRALA17889
STRPU_07169	BRALA17895
STRPU_07199	BRALA17090
STRPU_07208	BRALA01794
STRPU_07218	BRALA13824
STRPU_07219	BRALA17095
STRPU_07223	BRALA16701
STRPU_07299	BRALA33046
STRPU_07311	BRALA21884
STRPU_07313	BRALA01773
STRPU_07329	BRALA16671
STRPU_07355	BRALA15116
STRPU_07370	BRALA04098
STRPU_07399	BRALA12921
STRPU_07421	BRALA16696
STRPU_07433	BRALA17548
STRPU_07457	BRALA18950
STRPU_07459	BRALA22694
STRPU_07467	BRALA06865
STRPU_07473	BRALA16632
STRPU_07477	BRALA18534
STRPU_07478	BRALA01903
STRPU_07481	BRALA09608
STRPU_07492	BRALA18540
STRPU_07496	BRALA15125
STRPU_07497	BRALA15126
STRPU_07529	BRALA33074
STRPU_07532	BRALA21796
STRPU_07536	BRALA04522
STRPU_07571	BRALA15032
STRPU_07575	BRALA23753
STRPU_07591	BRALA01779
STRPU_07594	BRALA12643
STRPU_07600	BRALA17327
STRPU_07601	BRALA10942
STRPU_07605	BRALA15155
STRPU_07606	BRALA14687
STRPU_07610	BRALA01446
STRPU_07611	BRALA01544
STRPU_07617	BRALA21288
STRPU_07618	BRALA06104
STRPU_07621	BRALA18502
STRPU_07648	BRALA16673
STRPU_07659	BRALA15935
STRPU_07669	BRALA27692
STRPU_07673	BRALA18548
STRPU_07689	BRALA07551
STRPU_07692	BRALA31341
STRPU_07708	BRALA17550
STRPU_07710	BRALA03797
STRPU_07711	BRALA16712
STRPU_07714	BRALA30065
STRPU_07726	BRALA23836
STRPU_07731	BRALA01757
STRPU_07751	BRALA15776
STRPU_07758	BRALA01428
STRPU_07783	BRALA18535
STRPU_07785	BRALA17181
STRPU_07786	BRALA16700
STRPU_07788	BRALA01545
STRPU_07791	BRALA17083
STRPU_07796	BRALA23772
STRPU_07819	BRALA21380
STRPU_07833	BRALA12995
STRPU_07846	BRALA17085
STRPU_07854	BRALA01774
STRPU_07856	BRALA01505
STRPU_07863	BRALA32557
STRPU_07875	BRALA15123
STRPU_07890	BRALA23740
STRPU_07891	BRALA16626
STRPU_08005	BRALA16639
STRPU_08006	BRALA17859
STRPU_08007	BRALA01713
STRPU_08010	BRALA14576
STRPU_08011	BRALA17123
STRPU_08041	BRALA01752
STRPU_08042	BRALA01751
STRPU_08046	BRALA16642
STRPU_08055	BRALA14579
STRPU_08061	BRALA01427
STRPU_08066	BRALA01715
STRPU_08068	BRALA21916
STRPU_08070	BRALA01559
STRPU_08072	BRALA01475
STRPU_08073	BRALA01777
STRPU_08080	BRALA00220
STRPU_08082	BRALA10924
STRPU_08083	BRALA10433
STRPU_08084	BRALA28701
STRPU_08086	BRALA06295
STRPU_08087	BRALA19478
STRPU_08092	BRALA23612
STRPU_08093	BRALA25353
STRPU_08111	BRALA15621
STRPU_08127	BRALA10440
STRPU_08130	BRALA31222
STRPU_08131	BRALA31901
STRPU_08132	BRALA04625
STRPU_08133	BRALA23034
STRPU_08134	BRALA06199
STRPU_08142	BRALA10477
STRPU_08144	BRALA21969
STRPU_08146	BRALA30678
STRPU_08147	BRALA10413
STRPU_08148	BRALA10414
STRPU_08149	BRALA16772
STRPU_08160	BRALA10442
STRPU_08161	BRALA25284
STRPU_08167	BRALA06549
STRPU_08179	BRALA10398
STRPU_08180	BRALA10397
STRPU_08187	BRALA25029
STRPU_08198	BRALA13990
STRPU_08204	BRALA17369
STRPU_08206	BRALA07542
STRPU_08209	BRALA06358
STRPU_08215	BRALA06506
STRPU_08219	BRALA06746
STRPU_08224	BRALA22725
STRPU_08225	BRALA34002
STRPU_08227	BRALA01128
STRPU_08228	BRALA06285
STRPU_08229	BRALA06284
STRPU_08233	BRALA14011
STRPU_08236	BRALA11197
STRPU_08247	BRALA06449
STRPU_08249	BRALA14003
STRPU_08258	BRALA06367
STRPU_08271	BRALA10466
STRPU_08274	BRALA06415
STRPU_08275	BRALA19458
STRPU_08277	BRALA11114
STRPU_08285	BRALA11753
STRPU_08289	BRALA26384
STRPU_08290	BRALA06348
STRPU_08291	BRALA06312
STRPU_08292	BRALA32060
STRPU_08299	BRALA06298
STRPU_08300	BRALA06212
STRPU_08302	BRALA06754
STRPU_08309	BRALA16768
STRPU_08310	BRALA06241
STRPU_08311	BRALA06242
STRPU_08313	BRALA19097
STRPU_08314	BRALA23017
STRPU_08315	BRALA18974
STRPU_08317	BRALA10432
STRPU_08318	BRALA06311
STRPU_08322	BRALA06238
STRPU_08330	BRALA11221
STRPU_08331	BRALA06725
STRPU_08332	BRALA25355
STRPU_08333	BRALA10453
STRPU_08335	BRALA10471
STRPU_08339	BRALA33701
STRPU_08340	BRALA06361
STRPU_08341	BRALA06366
STRPU_08343	BRALA18661
STRPU_08344	BRALA06276
STRPU_08346	BRALA06535
STRPU_08353	BRALA19464
STRPU_08356	BRALA11162
STRPU_08358	BRALA13128
STRPU_08359	BRALA13959
STRPU_08360	BRALA06487
STRPU_08361	BRALA16711
STRPU_08367	BRALA06537
STRPU_08381	BRALA16752
STRPU_08382	BRALA06375
STRPU_08384	BRALA16718
STRPU_08385	BRALA13955
STRPU_08386	BRALA01503
STRPU_08402	BRALA26980
STRPU_08404	BRALA25289
STRPU_08411	BRALA16766
STRPU_08417	BRALA18647
STRPU_08419	BRALA23313
STRPU_08420	BRALA23312
STRPU_08424	BRALA11170
STRPU_08440	BRALA23044
STRPU_08441	BRALA06492
STRPU_08445	BRALA06346
STRPU_08448	BRALA11237
STRPU_08451	BRALA32768
STRPU_08458	BRALA06920
STRPU_08459	BRALA32587
STRPU_08464	BRALA06404
STRPU_08465	BRALA26542
STRPU_08467	BRALA11148
STRPU_08470	BRALA23013
STRPU_08472	BRALA29614
