Orthogroup	ORYLA	DANRE
OG0000000	ORYLA10603	DANRE11796, DANRE11795
OG0000001	ORYLA00821, ORYLA00820, ORYLA00819, ORYLA06087, ORYLA01582, ORYLA19233, ORYLA01576	DANRE00718, DANRE00765, DANRE00766, DANRE00769, DANRE00768, DANRE00812, DANRE00809, DANRE00810, DANRE00811, DANRE03280, DANRE00762, DANRE00763, DANRE00764, DANRE00767
OG0000001	ORYLA01896, ORYLA01897	DANRE13812
OG0000001	ORYLA07199	DANRE15519
OG0000001	ORYLA07206, ORYLA07208, ORYLA07207	DANRE42408, DANRE42394, DANRE42395, DANRE42396, DANRE18938, DANRE18937, DANRE18939, DANRE18936, DANRE18935, DANRE42412, DANRE42411, DANRE42410, DANRE42409, DANRE42413, DANRE42407, DANRE42405, DANRE42406
OG0000002	ORYLA00438	DANRE16673
OG0000002	ORYLA03051	DANRE07411, DANRE07410
OG0000002	ORYLA12350	DANRE38244, DANRE38242, DANRE38243
OG0000002	ORYLA11640, ORYLA16693	DANRE28829, DANRE28823, DANRE28819, DANRE28822, DANRE28825, DANRE28824, DANRE28826, DANRE28828, DANRE28827
OG0000002	ORYLA13465	DANRE17907, DANRE17906, DANRE17905, DANRE17904, DANRE17908, DANRE23589, DANRE23588
OG0000002	ORYLA13463, ORYLA13464	DANRE17903
OG0000002	ORYLA13468, ORYLA13466, ORYLA13469	DANRE17912, DANRE17913, DANRE17914, DANRE17918, DANRE17917, DANRE17916, DANRE17915, DANRE17919
OG0000002	ORYLA03052, ORYLA16692	DANRE28739
OG0000002	ORYLA13467, ORYLA16691	DANRE23574
OG0000004	ORYLA16672	DANRE30388, DANRE30387, DANRE30389, DANRE30390
OG0000004	ORYLA08163	DANRE05052, DANRE05051, DANRE04104, DANRE04103
OG0000004	ORYLA04400	DANRE33319
OG0000004	ORYLA08919	DANRE29697
OG0000005	ORYLA03896	DANRE20576
OG0000005	ORYLA03897	DANRE20588, DANRE20587
OG0000005	ORYLA03895	DANRE20586
OG0000005	ORYLA19606	DANRE11253, DANRE11252, DANRE11254
OG0000005	ORYLA19605	DANRE11251, DANRE11250
OG0000005	ORYLA00089	DANRE02588
OG0000005	ORYLA04143	DANRE20012, DANRE20011, DANRE20010
OG0000005	ORYLA04443	DANRE20517, DANRE20518
OG0000005	ORYLA11947	DANRE17265
OG0000005	ORYLA01858	DANRE14948
OG0000005	ORYLA06713, ORYLA06714	DANRE27010
OG0000005	ORYLA09160	DANRE24204
OG0000005	ORYLA11550	DANRE18161
OG0000005	ORYLA04733	DANRE11160
OG0000006	ORYLA04794	DANRE07563
OG0000006	ORYLA13204	DANRE40167
OG0000006	ORYLA13568	DANRE35529
OG0000006	ORYLA06565	DANRE26614, DANRE26613
OG0000006	ORYLA20407	DANRE06496, DANRE06495
OG0000006	ORYLA03595	DANRE08940
OG0000006	ORYLA03421	DANRE07561, DANRE07562
OG0000006	ORYLA09483	DANRE42479, DANRE42480
OG0000006	ORYLA13382	DANRE18291, DANRE26970, DANRE26971, DANRE18292
OG0000006	ORYLA09038	DANRE20396, DANRE24336
OG0000006	ORYLA15680	DANRE40393
OG0000006	ORYLA07217	DANRE12604
OG0000006	ORYLA12345, ORYLA14784	DANRE38227, DANRE13192, DANRE13191
OG0000006	ORYLA10511, ORYLA11827	DANRE11601
OG0000006	ORYLA16517	DANRE30064, DANRE15483
OG0000006	ORYLA16515	DANRE30060
OG0000006	ORYLA17394	DANRE19266, DANRE19265, DANRE34833, DANRE34834
OG0000006	ORYLA05082	DANRE05395
OG0000006	ORYLA13656	DANRE20981
OG0000006	ORYLA07153	DANRE28318
OG0000006	ORYLA02533	DANRE19321
OG0000006	ORYLA20473	DANRE07087, DANRE07088
OG0000006	ORYLA04673	DANRE04631, DANRE04632
OG0000006	ORYLA03873	DANRE20580
OG0000006	ORYLA03827	DANRE34403
OG0000006	ORYLA03500	DANRE08961
OG0000006	ORYLA10460	DANRE11849
OG0000006	ORYLA00215, ORYLA04762	DANRE16704, DANRE11329
OG0000006	ORYLA04691	DANRE04654, DANRE04655
OG0000006	ORYLA03542	DANRE35252
OG0000007	ORYLA13334	DANRE26275
OG0000007	ORYLA14937	DANRE38320, DANRE26009
OG0000007	ORYLA17526	DANRE40798, DANRE40799
OG0000007	ORYLA03070	DANRE13390
OG0000007	ORYLA10601	DANRE11787, DANRE11788
OG0000007	ORYLA19360	DANRE10909, DANRE10908
OG0000007	ORYLA17457	DANRE40583
OG0000007	ORYLA13245	DANRE36378
OG0000007	ORYLA02416	DANRE34325
OG0000007	ORYLA13595	DANRE40143
OG0000007	ORYLA00451	DANRE16014, DANRE16015
OG0000007	ORYLA13596	DANRE40142
OG0000007	ORYLA10719	DANRE04871
OG0000007	ORYLA18472	DANRE07751, DANRE07750
OG0000007	ORYLA15197	DANRE12664
OG0000007	ORYLA07783	DANRE03566
OG0000007	ORYLA09030	DANRE03447
OG0000007	ORYLA13335	DANRE26277
OG0000007	ORYLA07003	DANRE17981
OG0000007	ORYLA12464	DANRE12992, DANRE12991
OG0000007	ORYLA13010	DANRE21702
OG0000007	ORYLA03471	DANRE08320
OG0000007	ORYLA17615	DANRE33659
OG0000007	ORYLA01042	DANRE06830
OG0000007	ORYLA11394	DANRE11124, DANRE11125, DANRE11123, DANRE17691, DANRE17692
OG0000007	ORYLA05164	DANRE03760, DANRE05908
OG0000007	ORYLA00561	DANRE30028
OG0000007	ORYLA16283, ORYLA08278	DANRE03038, DANRE28801
OG0000007	ORYLA16317	DANRE30495
OG0000007	ORYLA05828	DANRE09326, DANRE09325
OG0000007	ORYLA10158	DANRE11519
OG0000007	ORYLA04736	DANRE02905
OG0000008	ORYLA06372	DANRE27059
OG0000008	ORYLA06647, ORYLA13248	DANRE36385, DANRE36384, DANRE36386, DANRE36383
OG0000008	ORYLA19926, ORYLA19925, ORYLA18489, ORYLA19927, ORYLA18477	DANRE17182, DANRE17185, DANRE17179, DANRE17183, DANRE17180, DANRE17181, DANRE17184, DANRE17186, DANRE17168, DANRE17176, DANRE17177, DANRE17187, DANRE17191, DANRE17174, DANRE17196, DANRE17190, DANRE17175, DANRE17194, DANRE17193, DANRE17195, DANRE17189, DANRE17188
OG0000008	ORYLA02437	DANRE34310
OG0000008	ORYLA18129	DANRE39865
OG0000008	ORYLA01591	DANRE15160, DANRE15161
OG0000008	ORYLA05589	DANRE09428
OG0000008	ORYLA06938	DANRE27450, DANRE27451, DANRE27453, DANRE27452
OG0000008	ORYLA13726	DANRE36653
OG0000008	ORYLA11025	DANRE31436
OG0000008	ORYLA15397	DANRE41005, DANRE41006
OG0000008	ORYLA19119	DANRE06800
OG0000008	ORYLA01552, ORYLA11813	DANRE18586
OG0000010	ORYLA14018	DANRE21116, DANRE21115
OG0000010	ORYLA14016, ORYLA14015, ORYLA14017	DANRE21125, DANRE21126
OG0000010	ORYLA17718	DANRE33958, DANRE33959
OG0000010	ORYLA15599	DANRE40235, DANRE40234
OG0000010	ORYLA15600	DANRE40232, DANRE40233
OG0000010	ORYLA12063	DANRE38562, DANRE38564, DANRE38563
OG0000010	ORYLA05561	DANRE08709, DANRE08676, DANRE08677, DANRE08708
OG0000010	ORYLA06892	DANRE28015, DANRE28014
OG0000010	ORYLA19685, ORYLA19686	DANRE30968
OG0000010	ORYLA18252	DANRE25470
OG0000010	ORYLA13024	DANRE21309, DANRE21308
OG0000010	ORYLA03414	DANRE34456, DANRE07824
OG0000010	ORYLA07950	DANRE29658
OG0000010	ORYLA16250, ORYLA16252, ORYLA16251, ORYLA16253	DANRE29163, DANRE29161, DANRE29162
OG0000010	ORYLA19018, ORYLA07556, ORYLA07557, ORYLA07940	DANRE03165
OG0000010	ORYLA16137	DANRE01777
OG0000010	ORYLA14434	DANRE23482
OG0000010	ORYLA20398	DANRE09716, DANRE09718, DANRE09717
OG0000010	ORYLA05923, ORYLA05924	DANRE09779, DANRE09778
OG0000010	ORYLA14435	DANRE01775, DANRE01774, DANRE01776
OG0000010	ORYLA16136	DANRE23481
OG0000011	ORYLA04501	DANRE22618, DANRE32639, DANRE19908, DANRE03442
OG0000012	ORYLA07628	DANRE38177, DANRE38176
OG0000012	ORYLA15107, ORYLA15108	DANRE25930, DANRE25931
OG0000012	ORYLA15199	DANRE12655, DANRE12656, DANRE12659
OG0000013	ORYLA00386	DANRE15807
OG0000013	ORYLA20078	DANRE02564, DANRE02565, DANRE02567, DANRE02566, DANRE02563, DANRE02568, DANRE41664, DANRE41663, DANRE41661, DANRE41662, DANRE41659, DANRE41658, DANRE41657
OG0000013	ORYLA19175	DANRE35359, DANRE35361, DANRE35360, DANRE35367, DANRE35365, DANRE35366, DANRE35364
OG0000013	ORYLA17235	DANRE33461, DANRE33468, DANRE33462, DANRE33466, DANRE33467, DANRE33465, DANRE33464, DANRE33463
OG0000013	ORYLA08330	DANRE24713
OG0000013	ORYLA16166, ORYLA16167	DANRE39935, DANRE39936
OG0000013	ORYLA07272	DANRE00714, DANRE37989
OG0000013	ORYLA19251, ORYLA12627, ORYLA12626	DANRE12210
OG0000013	ORYLA19586	DANRE15499, DANRE15493, DANRE15492, DANRE15491, DANRE15498, DANRE15497, DANRE15495, DANRE15494, DANRE25903, DANRE25904, DANRE25905
OG0000013	ORYLA04041	DANRE00838
OG0000014	ORYLA07442	DANRE37898
OG0000014	ORYLA17297	DANRE35206
OG0000014	ORYLA15314	DANRE12526, DANRE12528, DANRE12527
OG0000014	ORYLA13996, ORYLA16200	DANRE40509, DANRE36844
OG0000014	ORYLA10845	DANRE43146
OG0000014	ORYLA16010	DANRE22544
OG0000014	ORYLA17181	DANRE29858, DANRE04027
OG0000014	ORYLA08263	DANRE30100, DANRE03816
OG0000014	ORYLA04835	DANRE11299
OG0000014	ORYLA19923	DANRE03520
OG0000014	ORYLA15682	DANRE40391
OG0000014	ORYLA04907	DANRE11197, DANRE03296
OG0000014	ORYLA11600	DANRE17251
OG0000014	ORYLA01088	DANRE43403
OG0000014	ORYLA07812	DANRE03675, DANRE03674, DANRE43177
OG0000014	ORYLA17200	DANRE29871
OG0000015	ORYLA00867, ORYLA20430	DANRE15829, DANRE07077
OG0000015	ORYLA04638	DANRE07037, DANRE07036, DANRE03906, DANRE05961
OG0000015	ORYLA19973	DANRE06610
OG0000015	ORYLA13511	DANRE36519, DANRE36518
OG0000015	ORYLA08714	DANRE36520
OG0000015	ORYLA04332	DANRE20233, DANRE20234
OG0000015	ORYLA10753	DANRE04836, DANRE04835
OG0000015	ORYLA11923	DANRE11101, DANRE11100
OG0000015	ORYLA10179	DANRE17308, DANRE17307, DANRE17306
OG0000015	ORYLA11921	DANRE17304, DANRE17305
OG0000015	ORYLA10367	DANRE12114
OG0000015	ORYLA08817	DANRE24410
OG0000015	ORYLA04154	DANRE01122
OG0000015	ORYLA03899	DANRE20436, DANRE20437, DANRE20438
OG0000015	ORYLA10757	DANRE04834, DANRE04833
OG0000015	ORYLA01414	DANRE04832, DANRE04831
OG0000015	ORYLA19970	DANRE20439, DANRE20441, DANRE20440
OG0000015	ORYLA04333	DANRE20520
OG0000015	ORYLA13514, ORYLA08713, ORYLA08712, ORYLA13513	DANRE36517, DANRE36516
OG0000015	ORYLA01230	DANRE06608, DANRE06609
OG0000015	ORYLA01413	DANRE06176
OG0000015	ORYLA19971	DANRE20442
OG0000015	ORYLA09940, ORYLA09941	DANRE42903, DANRE42902
OG0000015	ORYLA00953	DANRE07145, DANRE07146, DANRE07144
OG0000015	ORYLA04300	DANRE33766
OG0000015	ORYLA18852	DANRE16271
OG0000015	ORYLA01514	DANRE06691, DANRE06693, DANRE06694, DANRE06695, DANRE06692
OG0000016	ORYLA12720	DANRE38616
OG0000016	ORYLA00945	DANRE06628, DANRE06627
OG0000016	ORYLA17171	DANRE29900
OG0000016	ORYLA00784	DANRE29901, DANRE29903, DANRE29904, DANRE35774
OG0000016	ORYLA19764	DANRE03065, DANRE03064
OG0000016	ORYLA05054	DANRE04448
OG0000016	ORYLA09921	DANRE35611
OG0000016	ORYLA00030	DANRE02012
OG0000016	ORYLA08665	DANRE13447
OG0000016	ORYLA11245	DANRE31212, DANRE31213, DANRE31211
OG0000016	ORYLA15380	DANRE13449, DANRE13448
OG0000018	ORYLA02836, ORYLA14501	DANRE31993, DANRE10860, DANRE34666, DANRE28525, DANRE06532, DANRE42745, DANRE25935, DANRE41823, DANRE28532, DANRE32198, DANRE23599, DANRE04161, DANRE11286, DANRE13094
OG0000018	ORYLA18860, ORYLA00684, ORYLA17944	DANRE13954, DANRE13946
OG0000019	ORYLA16405	DANRE29946
OG0000019	ORYLA07040	DANRE21114
OG0000019	ORYLA07041	DANRE24632, DANRE24631
OG0000019	ORYLA14014	DANRE21113
OG0000019	ORYLA15975	DANRE21112
OG0000019	ORYLA16411	DANRE29945, DANRE29947
OG0000019	ORYLA20089	DANRE41684
OG0000019	ORYLA20088	DANRE41682, DANRE41683
OG0000020	ORYLA09327	DANRE03458
OG0000020	ORYLA12531	DANRE10827, DANRE10826, DANRE10743
OG0000020	ORYLA10559	DANRE10670
OG0000020	ORYLA16080	DANRE40536
OG0000020	ORYLA02155	DANRE14742
OG0000020	ORYLA05512	DANRE09733
OG0000020	ORYLA11359	DANRE18650, DANRE10748
OG0000020	ORYLA19795	DANRE23011
OG0000020	ORYLA09855	DANRE42755
OG0000020	ORYLA06900	DANRE24424, DANRE24423, DANRE27995
OG0000020	ORYLA09950	DANRE27624, DANRE27625
OG0000020	ORYLA16727	DANRE30414
OG0000020	ORYLA06780	DANRE27431, DANRE27432, DANRE27433
OG0000020	ORYLA01097	DANRE06741, DANRE06740
OG0000020	ORYLA00349	DANRE15747
OG0000020	ORYLA15647	DANRE22958, DANRE22959
OG0000020	ORYLA00902	DANRE06663, DANRE06664
OG0000020	ORYLA00505	DANRE15816
OG0000020	ORYLA02546	DANRE18984
OG0000020	ORYLA06519	DANRE27379
OG0000021	ORYLA13904	DANRE01661
OG0000021	ORYLA15936	DANRE22424
OG0000021	ORYLA11094	DANRE31606, DANRE31605
OG0000021	ORYLA20207	DANRE39795, DANRE39796
OG0000021	ORYLA15834	DANRE22480
OG0000021	ORYLA15878	DANRE39722
OG0000021	ORYLA14141	DANRE22090
OG0000021	ORYLA20191	DANRE36686, DANRE36683, DANRE36685
OG0000021	ORYLA19977, ORYLA13759, ORYLA13761	DANRE36633
OG0000021	ORYLA08737	DANRE13240, DANRE13243, DANRE13242, DANRE13246, DANRE13245, DANRE13241
OG0000021	ORYLA10930, ORYLA14683	DANRE24996
OG0000021	ORYLA13905	DANRE01663, DANRE01662
OG0000021	ORYLA12641	DANRE38577
OG0000021	ORYLA05479	DANRE08977, DANRE08978, DANRE08976
OG0000021	ORYLA03698	DANRE08348
OG0000021	ORYLA17601	DANRE33679
OG0000021	ORYLA04373	DANRE33712, DANRE33711, DANRE33342, DANRE33343
OG0000021	ORYLA12092	DANRE37717
OG0000021	ORYLA14389	DANRE02277
OG0000021	ORYLA06753	DANRE27401, DANRE27403, DANRE27400
OG0000021	ORYLA04245	DANRE20108
OG0000023	ORYLA02861	DANRE19492
OG0000023	ORYLA18687	DANRE40604
OG0000023	ORYLA06733	DANRE27752
OG0000023	ORYLA07486	DANRE38057
OG0000023	ORYLA12741	DANRE39283
OG0000023	ORYLA15296	DANRE25540
OG0000023	ORYLA13800	DANRE36925
OG0000023	ORYLA07073	DANRE26382, DANRE26381
OG0000023	ORYLA07951	DANRE29650, DANRE29649, DANRE03181
OG0000023	ORYLA02776	DANRE19476, DANRE19477
OG0000023	ORYLA03601	DANRE07548, DANRE07547
OG0000023	ORYLA14352	DANRE01757
OG0000023	ORYLA03721	DANRE08271, DANRE08272, DANRE08270, DANRE08269
OG0000023	ORYLA03720	DANRE08566, DANRE08567
OG0000023	ORYLA12643	DANRE38580
OG0000023	ORYLA15685	DANRE40368
OG0000023	ORYLA18660	DANRE01250, DANRE01247, DANRE01249, DANRE01248
OG0000026	ORYLA09539	DANRE42258
OG0000027	ORYLA12309	DANRE39144
OG0000027	ORYLA08306	DANRE10366, DANRE03058, DANRE03059, DANRE03061
OG0000027	ORYLA07922	DANRE03471
OG0000027	ORYLA15904, ORYLA15903	DANRE41021, DANRE41022, DANRE41023, DANRE41020, DANRE41018, DANRE41275, DANRE41019, DANRE41017, DANRE41008, DANRE41009
OG0000027	ORYLA04739	DANRE02909
OG0000028	ORYLA00361	DANRE15903
OG0000028	ORYLA01165	DANRE06013
OG0000028	ORYLA03205	DANRE08736, DANRE08737
OG0000028	ORYLA04463	DANRE20375
OG0000028	ORYLA01107	DANRE07176, DANRE07177
OG0000028	ORYLA00838	DANRE15857, DANRE15856
OG0000028	ORYLA05731	DANRE09600, DANRE09601
OG0000028	ORYLA12623	DANRE13468
OG0000028	ORYLA12624	DANRE13469, DANRE13470
OG0000028	ORYLA00837, ORYLA01106	DANRE15855
OG0000028	ORYLA11312	DANRE10772, DANRE17755, DANRE17756
OG0000028	ORYLA15414	DANRE02083
OG0000028	ORYLA01105	DANRE07180, DANRE07179
OG0000028	ORYLA00835	DANRE15853
OG0000028	ORYLA09887, ORYLA09886, ORYLA04684	DANRE35763
OG0000028	ORYLA20303, ORYLA20302	DANRE39088, DANRE39089, DANRE24974
OG0000028	ORYLA00834, ORYLA01103	DANRE15851, DANRE15850
OG0000028	ORYLA05749, ORYLA01547	DANRE13964
OG0000029	ORYLA13081, ORYLA13154, ORYLA04292, ORYLA04294, ORYLA04293	DANRE39912, DANRE39910, DANRE39911, DANRE39909
OG0000029	ORYLA15257	DANRE12668, DANRE12669
OG0000029	ORYLA13110	DANRE22155
OG0000029	ORYLA04764	DANRE11325
OG0000029	ORYLA00213	DANRE16818, DANRE16817
OG0000029	ORYLA03112	DANRE13326
OG0000029	ORYLA15906	DANRE41268, DANRE41269
OG0000029	ORYLA08651, ORYLA09837	DANRE42782
OG0000030	ORYLA18077	DANRE34589, DANRE34588
OG0000030	ORYLA01628	DANRE14546
OG0000030	ORYLA19626	DANRE09884, DANRE09883
OG0000030	ORYLA02922	DANRE34902
OG0000030	ORYLA04224	DANRE34483, DANRE34482
OG0000030	ORYLA03718	DANRE08390, DANRE08389
OG0000030	ORYLA07582	DANRE38993
OG0000030	ORYLA07744	DANRE03619
OG0000030	ORYLA20234	DANRE41079, DANRE41078
OG0000030	ORYLA08220	DANRE03978
OG0000031	ORYLA04590	DANRE20274, DANRE20275, DANRE20273
OG0000031	ORYLA09861	DANRE41496
OG0000031	ORYLA15740	DANRE23155
OG0000031	ORYLA13928	DANRE37079
OG0000031	ORYLA09882	DANRE41454
OG0000031	ORYLA05598	DANRE13621, DANRE09507, DANRE09506, DANRE09505
OG0000031	ORYLA18563	DANRE17238
OG0000031	ORYLA01770	DANRE13622, DANRE13623
OG0000031	ORYLA06561	DANRE26516
OG0000031	ORYLA14932	DANRE26019
OG0000031	ORYLA17720	DANRE33954
OG0000031	ORYLA00795	DANRE35637
OG0000031	ORYLA10394	DANRE11621
OG0000031	ORYLA14237	DANRE02768
OG0000031	ORYLA15433	DANRE23382
OG0000031	ORYLA04591	DANRE20276
OG0000031	ORYLA04917	DANRE16190, DANRE42316
OG0000031	ORYLA06754	DANRE27399
OG0000031	ORYLA07156	DANRE21472, DANRE14252
OG0000031	ORYLA09501	DANRE16189, DANRE42315
OG0000031	ORYLA00346	DANRE15746
OG0000031	ORYLA09459	DANRE42215, DANRE15380
OG0000031	ORYLA08614	DANRE42216
OG0000031	ORYLA06390	DANRE28106, DANRE23847, DANRE23848
OG0000032	ORYLA09076	DANRE24196
OG0000032	ORYLA06417	DANRE27892, DANRE27891
OG0000032	ORYLA14771, ORYLA03482	DANRE30726, DANRE30725
OG0000032	ORYLA10827	DANRE33204
OG0000032	ORYLA12826	DANRE36261
OG0000032	ORYLA04475, ORYLA04474	DANRE20344, DANRE20343
OG0000032	ORYLA14976	DANRE12884
OG0000032	ORYLA12717	DANRE39037
OG0000032	ORYLA15502	DANRE22486, DANRE22485, DANRE22487, DANRE22488
OG0000032	ORYLA06416	DANRE24197
OG0000034	ORYLA07927	DANRE28944
OG0000034	ORYLA04579	DANRE35039, DANRE35040
OG0000034	ORYLA02286	DANRE00143
OG0000034	ORYLA17781	DANRE39455
OG0000034	ORYLA16358	DANRE29516, DANRE29515
OG0000034	ORYLA12476	DANRE12957
OG0000034	ORYLA15138	DANRE25460
OG0000034	ORYLA11195	DANRE31029, DANRE31030
OG0000034	ORYLA16147	DANRE23009, DANRE23010, DANRE02357
OG0000034	ORYLA17140	DANRE29602
OG0000034	ORYLA07963	DANRE23932
OG0000034	ORYLA14023, ORYLA15996	DANRE37022, DANRE22465
OG0000034	ORYLA11192	DANRE31461, DANRE31460
OG0000034	ORYLA14993	DANRE12388, DANRE12387
OG0000034	ORYLA14558	DANRE25947
OG0000034	ORYLA07312	DANRE38036
OG0000034	ORYLA12339	DANRE37614, DANRE37615
OG0000034	ORYLA14860	DANRE25091, DANRE25092
OG0000034	ORYLA19697	DANRE04100
OG0000034	ORYLA14655	DANRE25182
OG0000035	ORYLA16101	DANRE23313
OG0000035	ORYLA17474	DANRE40563
OG0000035	ORYLA12588	DANRE38347
OG0000035	ORYLA14952	DANRE12928, DANRE12929
OG0000035	ORYLA11104	DANRE31052
OG0000035	ORYLA14870	DANRE25078
OG0000035	ORYLA12119	DANRE12998, DANRE12997
OG0000035	ORYLA17191	DANRE29644, DANRE29645
OG0000035	ORYLA15336	DANRE12467
OG0000035	ORYLA11216	DANRE12466, DANRE30988
OG0000035	ORYLA13992	DANRE36852
OG0000035	ORYLA14838	DANRE12942
OG0000035	ORYLA12754	DANRE38472
OG0000035	ORYLA14991, ORYLA14992	DANRE12371, DANRE12370
OG0000035	ORYLA11268	DANRE30757, DANRE30760, DANRE30759, DANRE30758
OG0000035	ORYLA14782	DANRE12947
OG0000035	ORYLA12073, ORYLA12074	DANRE38221
OG0000035	ORYLA14783	DANRE38222, DANRE38223, DANRE12948
OG0000036	ORYLA07477	DANRE37867
OG0000036	ORYLA12738	DANRE38271
OG0000036	ORYLA02184	DANRE14697
OG0000036	ORYLA15615, ORYLA15153	DANRE25335
OG0000036	ORYLA07495	DANRE27775, DANRE38068
OG0000036	ORYLA20280	DANRE26145
OG0000036	ORYLA12724	DANRE38623
OG0000036	ORYLA20440	DANRE07186
OG0000036	ORYLA11184	DANRE30853
OG0000036	ORYLA12571	DANRE38630
OG0000037	ORYLA05584	DANRE17549
OG0000037	ORYLA10681	DANRE11958
OG0000037	ORYLA11814	DANRE11635, DANRE11634, DANRE17282
OG0000037	ORYLA11609	DANRE17582
OG0000037	ORYLA10251	DANRE10717, DANRE10716
OG0000037	ORYLA01058	DANRE06286, DANRE06287
OG0000037	ORYLA05151	DANRE03950, DANRE03951, DANRE05592, DANRE05591
OG0000037	ORYLA08136	DANRE37805, DANRE37804
OG0000037	ORYLA03090	DANRE13383
OG0000037	ORYLA15954	DANRE22289, DANRE22290
OG0000037	ORYLA02209	DANRE13745
OG0000037	ORYLA10771	DANRE11904
OG0000037	ORYLA11448	DANRE17607
OG0000037	ORYLA04725	DANRE11315
OG0000038	ORYLA04512	DANRE23404, DANRE23403
OG0000038	ORYLA09756	DANRE41583
OG0000038	ORYLA04780	DANRE35588, DANRE35587
OG0000038	ORYLA09755	DANRE41585, DANRE41586
OG0000038	ORYLA06128	DANRE40533
OG0000038	ORYLA16181	DANRE23400
OG0000038	ORYLA08393, ORYLA09754	DANRE15348
OG0000039	ORYLA13584	DANRE18250, DANRE18249
OG0000039	ORYLA13588	DANRE18251
OG0000039	ORYLA07496	DANRE38069, DANRE38070
OG0000039	ORYLA15984	DANRE23593, DANRE23592
OG0000039	ORYLA18454, ORYLA16125	DANRE36822, DANRE23067, DANRE23068, DANRE23065, DANRE23064, DANRE23063
OG0000039	ORYLA05812	DANRE09344
OG0000040	ORYLA15343	DANRE12493, DANRE12492
OG0000040	ORYLA04846, ORYLA04844	DANRE30036
OG0000040	ORYLA04843, ORYLA04845, ORYLA04842, ORYLA04841	DANRE30032, DANRE30031, DANRE30033, DANRE30029, DANRE30030, DANRE30035, DANRE30034
OG0000040	ORYLA18544, ORYLA18406	DANRE17230
OG0000041	ORYLA07969	DANRE29584, DANRE29586, DANRE29583, DANRE29585, DANRE24718
OG0000041	ORYLA14839	DANRE38473, DANRE38474, DANRE38475, DANRE25228
OG0000041	ORYLA15678, ORYLA15677	DANRE40396, DANRE40397
OG0000041	ORYLA13990	DANRE36857
OG0000041	ORYLA15807	DANRE22432
OG0000041	ORYLA19535	DANRE25655
OG0000041	ORYLA15808	DANRE36856
OG0000041	ORYLA14736	DANRE25654
OG0000041	ORYLA19536	DANRE43342
OG0000041	ORYLA12118	DANRE38441
OG0000041	ORYLA13695	DANRE36805
OG0000041	ORYLA09068	DANRE27215, DANRE24076
OG0000041	ORYLA11484	DANRE05493, DANRE05492, DANRE18224
OG0000041	ORYLA11472	DANRE05473
OG0000041	ORYLA19350	DANRE36043
OG0000042	ORYLA12797, ORYLA10877, ORYLA10878	DANRE42454, DANRE42453, DANRE42455
OG0000043	ORYLA04209	DANRE34152
