Orthogroup	AMPFI_ok	APOSC_ok
OG0000007	AMPFI_22204	APOSC_22651
OG0000007	AMPFI_08786	APOSC_10715
OG0000007	AMPFI_17089	APOSC_26829
OG0000007	AMPFI_21281	APOSC_17950
OG0000007	AMPFI_23280	APOSC_07482
OG0000008	AMPFI_24346	APOSC_29142
OG0000008	AMPFI_18464	APOSC_05395
OG0000008	AMPFI_10761	APOSC_21976, APOSC_21294, APOSC_21293
OG0000008	AMPFI_22833	APOSC_03242, APOSC_29070, APOSC_27667, APOSC_17515, APOSC_10880, APOSC_20061, APOSC_27050, APOSC_00282, APOSC_13323, APOSC_01481, APOSC_20641
OG0000008	AMPFI_13893	APOSC_25161
OG0000009	AMPFI_18552, AMPFI_07288	APOSC_18646, APOSC_08256, APOSC_25141, APOSC_27880
OG0000009	AMPFI_05115	APOSC_14853
OG0000009	AMPFI_20093	APOSC_16035
OG0000009	AMPFI_19615	APOSC_11177, APOSC_07331
OG0000009	AMPFI_22442	APOSC_11202, APOSC_23861
OG0000009	AMPFI_06910	APOSC_08876
OG0000009	AMPFI_07658, AMPFI_17391	APOSC_15628
OG0000009	AMPFI_02892, AMPFI_01981, AMPFI_16576	APOSC_14640
OG0000009	AMPFI_21195	APOSC_12078
OG0000009	AMPFI_02292, AMPFI_07211, AMPFI_22078	APOSC_18792, APOSC_21389, APOSC_26160, APOSC_24355, APOSC_01128
OG0000009	AMPFI_01799	APOSC_09422
OG0000009	AMPFI_18638, AMPFI_23313	APOSC_11500
OG0000009	AMPFI_04909, AMPFI_20474, AMPFI_23431	APOSC_11617
OG0000010	AMPFI_14170	APOSC_17642, APOSC_28942, APOSC_04520
OG0000010	AMPFI_20654	APOSC_21784
OG0000011	AMPFI_23867	APOSC_02459
OG0000011	AMPFI_09904	APOSC_14101, APOSC_22534
OG0000011	AMPFI_16294	APOSC_11940
OG0000011	AMPFI_10527	APOSC_16967
OG0000011	AMPFI_25098, AMPFI_09859, AMPFI_12932, AMPFI_15261	APOSC_20770, APOSC_16965
OG0000011	AMPFI_21384, AMPFI_25809, AMPFI_15812	APOSC_08063, APOSC_04956, APOSC_05740, APOSC_11629
OG0000011	AMPFI_06803, AMPFI_16457, AMPFI_24860	APOSC_21532, APOSC_04285, APOSC_10021, APOSC_20345, APOSC_24075
OG0000011	AMPFI_19772, AMPFI_15721, AMPFI_18664, AMPFI_20201, AMPFI_15511	APOSC_21593
OG0000011	AMPFI_07082	APOSC_00583
OG0000011	AMPFI_23991, AMPFI_06537, AMPFI_05996, AMPFI_05995, AMPFI_07569	APOSC_00879
OG0000011	AMPFI_25424	APOSC_28649
OG0000011	AMPFI_17952, AMPFI_21604	APOSC_24862
OG0000011	AMPFI_10672	APOSC_01416, APOSC_25932
OG0000011	AMPFI_12025	APOSC_13118
OG0000011	AMPFI_12525, AMPFI_04893	APOSC_19810
OG0000011	AMPFI_05936, AMPFI_19795	APOSC_11207
OG0000011	AMPFI_03008, AMPFI_02519	APOSC_10113
OG0000011	AMPFI_21646	APOSC_02640, APOSC_01478
OG0000011	AMPFI_02603	APOSC_01406
OG0000011	AMPFI_00004	APOSC_13401
OG0000011	AMPFI_13285	APOSC_22195
OG0000012	AMPFI_05035, AMPFI_18913	APOSC_26906
OG0000012	AMPFI_24706	APOSC_15314
OG0000012	AMPFI_06478	APOSC_14126, APOSC_26267, APOSC_20161, APOSC_12609, APOSC_06350
OG0000012	AMPFI_16130	APOSC_14826
OG0000013	AMPFI_18951	APOSC_22031, APOSC_08183, APOSC_13994, APOSC_09045, APOSC_26026
OG0000013	AMPFI_13640	APOSC_26024, APOSC_17612
OG0000013	AMPFI_15921, AMPFI_25074, AMPFI_24928, AMPFI_06132	APOSC_16736, APOSC_08254, APOSC_05351, APOSC_14121, APOSC_11339, APOSC_25496, APOSC_21152, APOSC_27245, APOSC_17089
OG0000014	AMPFI_10576, AMPFI_00293	APOSC_12674
OG0000014	AMPFI_21375, AMPFI_08000, AMPFI_07725	APOSC_23467, APOSC_12182, APOSC_12181, APOSC_04687, APOSC_28041, APOSC_18468, APOSC_13472
OG0000014	AMPFI_16339	APOSC_00187
OG0000015	AMPFI_03480	APOSC_14290, APOSC_28281, APOSC_03142
OG0000016	AMPFI_14639	APOSC_19259
OG0000016	AMPFI_14283, AMPFI_00661, AMPFI_20589, AMPFI_24031, AMPFI_06919	APOSC_26907
OG0000016	AMPFI_20923	APOSC_26372, APOSC_26868, APOSC_26028
OG0000016	AMPFI_06248	APOSC_14883
OG0000016	AMPFI_15536, AMPFI_18220	APOSC_28721
OG0000016	AMPFI_08754	APOSC_27534
OG0000016	AMPFI_10703, AMPFI_18517, AMPFI_05465, AMPFI_00471, AMPFI_25144	APOSC_05485
OG0000017	AMPFI_19735, AMPFI_25830	APOSC_13768
OG0000017	AMPFI_19153	APOSC_04701
OG0000017	AMPFI_26001	APOSC_14993
OG0000017	AMPFI_24062	APOSC_04363
OG0000017	AMPFI_03602, AMPFI_25087	APOSC_10874
OG0000017	AMPFI_10075, AMPFI_09589, AMPFI_13357	APOSC_17962
OG0000017	AMPFI_25171	APOSC_27563
OG0000017	AMPFI_00751	APOSC_11982
OG0000017	AMPFI_01137	APOSC_00742, APOSC_00743
OG0000017	AMPFI_00417	APOSC_25070, APOSC_25071, APOSC_24315, APOSC_02943, APOSC_15991, APOSC_14206, APOSC_06737, APOSC_16567, APOSC_27905
OG0000017	AMPFI_06710, AMPFI_19081, AMPFI_03641, AMPFI_20305, AMPFI_03931, AMPFI_20464	APOSC_22360
OG0000018	AMPFI_21544, AMPFI_08183, AMPFI_15245	APOSC_05051, APOSC_27730, APOSC_15473
OG0000018	AMPFI_21772, AMPFI_22259, AMPFI_05295, AMPFI_18911	APOSC_09190, APOSC_02455
OG0000018	AMPFI_12397, AMPFI_06555, AMPFI_21165	APOSC_11347, APOSC_01227, APOSC_12246, APOSC_19597, APOSC_27070
OG0000018	AMPFI_15215, AMPFI_16636	APOSC_06513
OG0000018	AMPFI_22035	APOSC_00300
OG0000018	AMPFI_11607	APOSC_25698
OG0000018	AMPFI_04983	APOSC_28174, APOSC_28173
OG0000018	AMPFI_23717, AMPFI_12063	APOSC_15394
OG0000018	AMPFI_02180	APOSC_07808, APOSC_07807
OG0000018	AMPFI_08463	APOSC_01211
OG0000018	AMPFI_12214	APOSC_18141
OG0000018	AMPFI_19679, AMPFI_16987, AMPFI_22107, AMPFI_09593, AMPFI_03755, AMPFI_23574, AMPFI_02255, AMPFI_04146, AMPFI_25008	APOSC_26690, APOSC_28962, APOSC_22915, APOSC_22631, APOSC_07163, APOSC_26689
OG0000019	AMPFI_16723	APOSC_15479
OG0000019	AMPFI_01636	APOSC_15494
OG0000019	AMPFI_06523	APOSC_14801, APOSC_11507
OG0000019	AMPFI_24258	APOSC_10943, APOSC_07328, APOSC_07329, APOSC_13030, APOSC_10924, APOSC_18630, APOSC_20315
OG0000020	AMPFI_07852	APOSC_14708, APOSC_20703
OG0000020	AMPFI_19334	APOSC_13376
OG0000020	AMPFI_20737	APOSC_27693
OG0000020	AMPFI_23773	APOSC_28648
OG0000020	AMPFI_07932	APOSC_00691
OG0000020	AMPFI_12343	APOSC_03094
OG0000020	AMPFI_21494	APOSC_05461
OG0000020	AMPFI_06129	APOSC_07853
OG0000020	AMPFI_07388	APOSC_14067
OG0000020	AMPFI_13969	APOSC_25230
OG0000021	AMPFI_23043, AMPFI_10198	APOSC_13612
OG0000021	AMPFI_04441	APOSC_26674
OG0000021	AMPFI_24454	APOSC_09814
OG0000021	AMPFI_16391	APOSC_03399
OG0000021	AMPFI_19616, AMPFI_08794, AMPFI_23196	APOSC_23486, APOSC_20200
OG0000021	AMPFI_19941	APOSC_20201
OG0000021	AMPFI_00389, AMPFI_07405, AMPFI_24716	APOSC_04995, APOSC_08508, APOSC_08509, APOSC_11901, APOSC_23082
OG0000023	AMPFI_05477	APOSC_14758
OG0000023	AMPFI_12912	APOSC_18948, APOSC_18947
OG0000023	AMPFI_20581	APOSC_29066, APOSC_12894
OG0000023	AMPFI_14885	APOSC_12992
OG0000023	AMPFI_23006	APOSC_08983, APOSC_08982
OG0000023	AMPFI_08877, AMPFI_08668	APOSC_03049, APOSC_21557, APOSC_11580, APOSC_03050, APOSC_03048
OG0000023	AMPFI_05765, AMPFI_01138, AMPFI_10312	APOSC_18183, APOSC_27088, APOSC_07209, APOSC_18870
OG0000023	AMPFI_05031	APOSC_12268
OG0000024	AMPFI_16144	APOSC_19476
OG0000024	AMPFI_01273	APOSC_14174
OG0000024	AMPFI_25554	APOSC_24397
OG0000024	AMPFI_01930, AMPFI_21703	APOSC_28972
OG0000024	AMPFI_13034, AMPFI_08529, AMPFI_11032	APOSC_07572
OG0000024	AMPFI_15605, AMPFI_06015, AMPFI_05885	APOSC_26217
OG0000024	AMPFI_06875, AMPFI_14904, AMPFI_08222	APOSC_01854, APOSC_01855
OG0000024	AMPFI_10693	APOSC_18488
OG0000024	AMPFI_13114	APOSC_28827, APOSC_12673, APOSC_17746
OG0000024	AMPFI_24998	APOSC_17532, APOSC_17533
OG0000024	AMPFI_12067, AMPFI_16824	APOSC_02940
OG0000024	AMPFI_12131	APOSC_15787, APOSC_15998, APOSC_01155
OG0000024	AMPFI_25530	APOSC_26603
OG0000024	AMPFI_19893	APOSC_13066
OG0000024	AMPFI_19400, AMPFI_02782, AMPFI_01292	APOSC_20140
OG0000024	AMPFI_16087, AMPFI_17497, AMPFI_13212, AMPFI_23039, AMPFI_23048, AMPFI_25395, AMPFI_02301	APOSC_23812
OG0000024	AMPFI_06398, AMPFI_02047, AMPFI_13010	APOSC_15738, APOSC_15739
OG0000024	AMPFI_05170	APOSC_26406
OG0000024	AMPFI_14422	APOSC_03353
OG0000024	AMPFI_18926, AMPFI_10659, AMPFI_09830	APOSC_18490, APOSC_18489, APOSC_21491
OG0000024	AMPFI_03811	APOSC_21649
OG0000024	AMPFI_22635, AMPFI_19020, AMPFI_24666	APOSC_27461, APOSC_10842
OG0000024	AMPFI_12622, AMPFI_08274, AMPFI_13320	APOSC_04012, APOSC_04013, APOSC_04014
OG0000024	AMPFI_18394	APOSC_08549
OG0000024	AMPFI_08206	APOSC_21398
OG0000025	AMPFI_02396, AMPFI_25559	APOSC_04066
OG0000025	AMPFI_14786	APOSC_17917, APOSC_10185
OG0000025	AMPFI_06809	APOSC_09169
OG0000025	AMPFI_18559	APOSC_17955, APOSC_21691
OG0000025	AMPFI_02471, AMPFI_23714, AMPFI_19965, AMPFI_22886, AMPFI_01749	APOSC_22885, APOSC_25730, APOSC_26591, APOSC_16189
OG0000025	AMPFI_02454	APOSC_23673
OG0000025	AMPFI_12966, AMPFI_01931, AMPFI_02062, AMPFI_05832	APOSC_19725
OG0000025	AMPFI_26068	APOSC_02742, APOSC_11466
OG0000025	AMPFI_00908	APOSC_14384
OG0000025	AMPFI_05133	APOSC_20106
OG0000025	AMPFI_20652	APOSC_27399
OG0000025	AMPFI_14460, AMPFI_00775, AMPFI_15832	APOSC_26764
OG0000025	AMPFI_13916, AMPFI_08944, AMPFI_10285, AMPFI_14793, AMPFI_16797, AMPFI_18161, AMPFI_05200, AMPFI_07652, AMPFI_13290, AMPFI_19524, AMPFI_20440, AMPFI_23451, AMPFI_18570, AMPFI_06556, AMPFI_26017, AMPFI_00622, AMPFI_04387	APOSC_04291
OG0000025	AMPFI_09357, AMPFI_15300, AMPFI_10444, AMPFI_09920	APOSC_10546, APOSC_03176
OG0000025	AMPFI_04900, AMPFI_07607, AMPFI_18572, AMPFI_12331, AMPFI_12110, AMPFI_04240	APOSC_25716
OG0000025	AMPFI_22001, AMPFI_12673	APOSC_04817
OG0000026	AMPFI_12171	APOSC_12180
OG0000026	AMPFI_24667	APOSC_25312
OG0000026	AMPFI_01077, AMPFI_16904	APOSC_13965
OG0000026	AMPFI_17661	APOSC_17220
OG0000026	AMPFI_08447, AMPFI_21379, AMPFI_14524, AMPFI_00667, AMPFI_07824, AMPFI_23957	APOSC_14214
OG0000027	AMPFI_23434	APOSC_00367, APOSC_04798, APOSC_15438, APOSC_25751, APOSC_07487, APOSC_07887, APOSC_13318, APOSC_08776, APOSC_13270
OG0000027	AMPFI_03819	APOSC_23292, APOSC_07467, APOSC_02536, APOSC_10438, APOSC_21792
OG0000028	AMPFI_15765	APOSC_00641
OG0000028	AMPFI_04239	APOSC_18684
OG0000028	AMPFI_04248	APOSC_14441
OG0000028	AMPFI_13861	APOSC_06053
OG0000028	AMPFI_21505	APOSC_22599
OG0000029	AMPFI_10300	APOSC_07574
OG0000029	AMPFI_01562, AMPFI_19753	APOSC_20436
OG0000029	AMPFI_05500	APOSC_04700
OG0000029	AMPFI_18884	APOSC_18084
OG0000029	AMPFI_24440	APOSC_15506
OG0000030	AMPFI_04928, AMPFI_02183	APOSC_06833, APOSC_14874, APOSC_04381
OG0000030	AMPFI_03176	APOSC_23944, APOSC_11647, APOSC_21982, APOSC_21869, APOSC_21866, APOSC_21868, APOSC_21867
OG0000031	AMPFI_14371, AMPFI_13166	APOSC_16590
OG0000031	AMPFI_13279, AMPFI_01755, AMPFI_10718, AMPFI_14435, AMPFI_16606	APOSC_14603
OG0000031	AMPFI_06256	APOSC_14687
OG0000031	AMPFI_10484	APOSC_00328
OG0000031	AMPFI_01333	APOSC_01319
OG0000031	AMPFI_05075	APOSC_02579
OG0000031	AMPFI_02985	APOSC_22997
OG0000031	AMPFI_03768	APOSC_06756, APOSC_06755
OG0000032	AMPFI_10091	APOSC_07613, APOSC_02397, APOSC_12691, APOSC_10351, APOSC_01318, APOSC_23129, APOSC_10044
OG0000032	AMPFI_03594	APOSC_24218
OG0000032	AMPFI_22327, AMPFI_04329	APOSC_11250, APOSC_11249, APOSC_24933
OG0000034	AMPFI_04753	APOSC_28767, APOSC_28766
OG0000034	AMPFI_00398	APOSC_00389
OG0000035	AMPFI_17275	APOSC_27035
OG0000035	AMPFI_24612, AMPFI_24508, AMPFI_00269, AMPFI_05651, AMPFI_21566	APOSC_22023, APOSC_22024, APOSC_12588, APOSC_03857, APOSC_23863, APOSC_01826
OG0000035	AMPFI_20705	APOSC_25872
OG0000035	AMPFI_13261	APOSC_04998
OG0000035	AMPFI_08859	APOSC_25573
OG0000035	AMPFI_12878	APOSC_21135, APOSC_21136
OG0000035	AMPFI_13349	APOSC_16251
OG0000035	AMPFI_11303	APOSC_27270
OG0000036	AMPFI_11948	APOSC_25667
OG0000036	AMPFI_06932	APOSC_05772, APOSC_15090, APOSC_26588
OG0000036	AMPFI_06864	APOSC_00378
OG0000036	AMPFI_10500	APOSC_07168, APOSC_20421, APOSC_22182
OG0000036	AMPFI_14775, AMPFI_19912	APOSC_21353, APOSC_15807, APOSC_21905, APOSC_27485
OG0000036	AMPFI_15407	APOSC_22964, APOSC_22965
OG0000036	AMPFI_19204, AMPFI_07474	APOSC_06557, APOSC_05790
OG0000036	AMPFI_19635, AMPFI_18831, AMPFI_22411	APOSC_15092
OG0000037	AMPFI_10819, AMPFI_10818, AMPFI_01966	APOSC_17096
OG0000037	AMPFI_00972	APOSC_16399
OG0000037	AMPFI_11581	APOSC_01516
OG0000037	AMPFI_25668	APOSC_24133
OG0000037	AMPFI_08082	APOSC_14337
OG0000037	AMPFI_17087	APOSC_20507, APOSC_00307
OG0000038	AMPFI_07219	APOSC_06537, APOSC_16047, APOSC_06107, APOSC_14280, APOSC_05817, APOSC_20988
OG0000038	AMPFI_22293	APOSC_17092
OG0000038	AMPFI_07007, AMPFI_22984, AMPFI_19985, AMPFI_07006	APOSC_28699
OG0000038	AMPFI_03880	APOSC_13411, APOSC_17001
OG0000038	AMPFI_11821	APOSC_10359, APOSC_20091
OG0000038	AMPFI_12065	APOSC_10945
OG0000038	AMPFI_11482, AMPFI_17061	APOSC_22530
OG0000039	AMPFI_23863, AMPFI_15658	APOSC_00666
OG0000039	AMPFI_14066	APOSC_28386, APOSC_17065
OG0000039	AMPFI_17373	APOSC_22387
OG0000039	AMPFI_03724	APOSC_06140, APOSC_06138, APOSC_06139, APOSC_14138, APOSC_03802, APOSC_26119, APOSC_03803, APOSC_06401, APOSC_25262
OG0000040	AMPFI_02741	APOSC_12799, APOSC_05455, APOSC_11724, APOSC_11723, APOSC_18664, APOSC_11832, APOSC_16301, APOSC_16488, APOSC_28921, APOSC_07234
OG0000042	AMPFI_23586	APOSC_03215
OG0000042	AMPFI_01541, AMPFI_11309	APOSC_17021, APOSC_22500
OG0000042	AMPFI_24336, AMPFI_10878, AMPFI_02426	APOSC_10080
OG0000043	AMPFI_13817	APOSC_07558
OG0000044	AMPFI_13059	APOSC_25765
OG0000044	AMPFI_10491	APOSC_03195
OG0000044	AMPFI_12455	APOSC_22317
OG0000044	AMPFI_02748	APOSC_27143
OG0000044	AMPFI_18408	APOSC_11406
OG0000044	AMPFI_15551	APOSC_23682, APOSC_07549
OG0000045	AMPFI_20949	APOSC_22585, APOSC_21035, APOSC_21563, APOSC_17346
OG0000045	AMPFI_24368	APOSC_21821
OG0000046	AMPFI_02275, AMPFI_17068	APOSC_27956
OG0000046	AMPFI_08774	APOSC_17204, APOSC_26711
OG0000047	AMPFI_05489, AMPFI_11363, AMPFI_14142, AMPFI_19115, AMPFI_05578, AMPFI_04593, AMPFI_04594, AMPFI_21557, AMPFI_25065, AMPFI_03030, AMPFI_13573	APOSC_28415
OG0000047	AMPFI_10932, AMPFI_21792, AMPFI_24520, AMPFI_09452, AMPFI_13036, AMPFI_05392, AMPFI_13977, AMPFI_21235, AMPFI_15495, AMPFI_03650	APOSC_07412
OG0000047	AMPFI_19278, AMPFI_03417, AMPFI_12567, AMPFI_16279, AMPFI_24519, AMPFI_15062	APOSC_09840
OG0000047	AMPFI_24365	APOSC_21281
OG0000047	AMPFI_23515, AMPFI_25894	APOSC_04373, APOSC_04376
OG0000047	AMPFI_04837, AMPFI_21540	APOSC_09412
OG0000047	AMPFI_21496, AMPFI_21704, AMPFI_23685	APOSC_18193
OG0000047	AMPFI_15690	APOSC_21050
OG0000047	AMPFI_23759, AMPFI_01041	APOSC_11509
OG0000047	AMPFI_15701, AMPFI_15786, AMPFI_14921, AMPFI_05600, AMPFI_04402, AMPFI_10874, AMPFI_23910	APOSC_28474
OG0000047	AMPFI_11820, AMPFI_21835	APOSC_24081
OG0000047	AMPFI_24933, AMPFI_04403, AMPFI_01040	APOSC_04377
OG0000048	AMPFI_07263	APOSC_08378
OG0000048	AMPFI_06745	APOSC_06436
OG0000048	AMPFI_22758	APOSC_05588
OG0000048	AMPFI_10591	APOSC_11695
OG0000048	AMPFI_20083, AMPFI_23857, AMPFI_18512	APOSC_04736, APOSC_11238
OG0000048	AMPFI_19210	APOSC_20195
OG0000048	AMPFI_10367, AMPFI_21707	APOSC_19960, APOSC_08567, APOSC_07074, APOSC_07656
OG0000048	AMPFI_08767	APOSC_03220
OG0000049	AMPFI_09959	APOSC_16928
OG0000049	AMPFI_25468	APOSC_08279, APOSC_26768, APOSC_02986
OG0000049	AMPFI_22815	APOSC_00276
OG0000049	AMPFI_21732	APOSC_12037, APOSC_12038
OG0000049	AMPFI_05869	APOSC_06675, APOSC_16013, APOSC_03058, APOSC_16012
OG0000050	AMPFI_09852, AMPFI_09851, AMPFI_22369, AMPFI_19942	APOSC_12511
OG0000050	AMPFI_23876, AMPFI_19742	APOSC_20758, APOSC_27570
OG0000050	AMPFI_12802	APOSC_20128
OG0000051	AMPFI_18032	APOSC_05956, APOSC_05955
OG0000051	AMPFI_01376, AMPFI_01979, AMPFI_15572, AMPFI_18266, AMPFI_05878, AMPFI_02130, AMPFI_25599	APOSC_17477, APOSC_05458, APOSC_29038
OG0000052	AMPFI_17846	APOSC_24676
OG0000052	AMPFI_01543	APOSC_06083
OG0000052	AMPFI_12754	APOSC_25118, APOSC_15608, APOSC_21574, APOSC_12782, APOSC_22044
OG0000053	AMPFI_03971, AMPFI_14513, AMPFI_05985	APOSC_18028
OG0000053	AMPFI_01417, AMPFI_13891	APOSC_21377
OG0000053	AMPFI_18591	APOSC_21378, APOSC_28641, APOSC_01208, APOSC_23789
OG0000053	AMPFI_10666, AMPFI_20177	APOSC_16155
OG0000053	AMPFI_24389, AMPFI_03879	APOSC_25850
OG0000054	AMPFI_10274	APOSC_11718, APOSC_21385, APOSC_21386, APOSC_08913, APOSC_09151
OG0000055	AMPFI_18462	APOSC_17351
OG0000055	AMPFI_10980	APOSC_22457
OG0000056	AMPFI_10015	APOSC_00208, APOSC_00207, APOSC_00209
OG0000056	AMPFI_21387	APOSC_04228
OG0000057	AMPFI_04153, AMPFI_22527	APOSC_23236, APOSC_24402, APOSC_06368
OG0000058	AMPFI_18481	APOSC_09888
OG0000058	AMPFI_03991, AMPFI_22601, AMPFI_13098	APOSC_07162
OG0000058	AMPFI_05634	APOSC_16962, APOSC_27470
OG0000059	AMPFI_17417, AMPFI_04404, AMPFI_21031, AMPFI_04726, AMPFI_09318	APOSC_10123
OG0000060	AMPFI_23758	APOSC_15645
OG0000060	AMPFI_19643	APOSC_26756
OG0000060	AMPFI_19058	APOSC_09536, APOSC_09537
OG0000062	AMPFI_15564, AMPFI_21603	APOSC_20110, APOSC_00579, APOSC_00578, APOSC_25920
OG0000062	AMPFI_07777, AMPFI_07778	APOSC_13555
OG0000062	AMPFI_06193	APOSC_26763
OG0000062	AMPFI_05434	APOSC_18486, APOSC_01084
OG0000062	AMPFI_05111, AMPFI_02667	APOSC_00580
OG0000062	AMPFI_10391	APOSC_02213, APOSC_02214, APOSC_02215, APOSC_02211, APOSC_02210, APOSC_02207
OG0000063	AMPFI_21664	APOSC_17949
OG0000063	AMPFI_03875, AMPFI_25718, AMPFI_20407, AMPFI_07613, AMPFI_14740, AMPFI_00674, AMPFI_24629	APOSC_22074, APOSC_13172, APOSC_22080
OG0000063	AMPFI_16608, AMPFI_24341, AMPFI_23675	APOSC_00283, APOSC_03289, APOSC_03344, APOSC_25427, APOSC_07856, APOSC_00623
OG0000064	AMPFI_23500	APOSC_21665
