Orthogroup	AMPFI_ok	BRALA
OG0000011	AMPFI_09904, AMPFI_16294	BRALA06520, BRALA31196
OG0000011	AMPFI_20107	BRALA26291
OG0000011	AMPFI_19772, AMPFI_15721, AMPFI_18664, AMPFI_20201, AMPFI_15511	BRALA22896, BRALA17910
OG0000011	AMPFI_17952, AMPFI_21604	BRALA19887, BRALA33147
OG0000011	AMPFI_19936, AMPFI_09932, AMPFI_21651, AMPFI_13004, AMPFI_17028, AMPFI_02695, AMPFI_10672, AMPFI_20419, AMPFI_21616, AMPFI_12025	BRALA07657, BRALA07658, BRALA14523, BRALA24764, BRALA15476, BRALA23449, BRALA24766, BRALA32763, BRALA07512, BRALA05037
OG0000011	AMPFI_12525, AMPFI_04893	BRALA06517, BRALA01847, BRALA32798
OG0000011	AMPFI_21646, AMPFI_02603	BRALA04980
OG0000011	AMPFI_00394	BRALA25154
OG0000011	AMPFI_00004	BRALA17612
OG0000012	AMPFI_05035, AMPFI_18913	BRALA12212, BRALA16898, BRALA21507, BRALA26960, BRALA19503, BRALA19502, BRALA19501, BRALA18532, BRALA31453, BRALA26961, BRALA08455, BRALA12215
OG0000012	AMPFI_16130	BRALA20558
OG0000013	AMPFI_22877	BRALA22396
OG0000013	AMPFI_13640	BRALA32294, BRALA12236, BRALA30121, BRALA23251, BRALA30117, BRALA15745, BRALA16184, BRALA26074, BRALA19927, BRALA16969, BRALA20536, BRALA31575, BRALA04855, BRALA20488, BRALA16980, BRALA30511, BRALA16953, BRALA16964, BRALA28033, BRALA16970, BRALA23206, BRALA31240, BRALA23084, BRALA03245, BRALA05270, BRALA21240, BRALA11603, BRALA32226, BRALA32225, BRALA14863, BRALA11595, BRALA11594, BRALA14897, BRALA10656, BRALA10655, BRALA22697, BRALA13629, BRALA13628, BRALA10659, BRALA13631
OG0000014	AMPFI_06643	BRALA07540
OG0000014	AMPFI_05504, AMPFI_16319	BRALA21801, BRALA21800, BRALA21799, BRALA01526, BRALA01524, BRALA18301, BRALA01520, BRALA04327, BRALA00445, BRALA00446, BRALA17457, BRALA17456, BRALA05967, BRALA05963, BRALA16193, BRALA05964, BRALA05965, BRALA06004, BRALA12570, BRALA24203, BRALA14273, BRALA09954, BRALA14267, BRALA14269, BRALA14274, BRALA07196, BRALA14079
OG0000014	AMPFI_16339	BRALA28626, BRALA28625, BRALA28624
OG0000014	AMPFI_02732	BRALA15621, BRALA12274
OG0000015	AMPFI_23995	BRALA18748, BRALA15755
OG0000016	AMPFI_06793	BRALA13647
OG0000016	AMPFI_04995	BRALA21428
OG0000016	AMPFI_13256, AMPFI_19016, AMPFI_14283, AMPFI_00661, AMPFI_20589, AMPFI_24031, AMPFI_06919	BRALA09688
OG0000016	AMPFI_20923	BRALA21418, BRALA29534, BRALA13585
OG0000016	AMPFI_08754	BRALA33945, BRALA35656, BRALA16777, BRALA04807, BRALA04808
OG0000016	AMPFI_20588, AMPFI_10703, AMPFI_18517, AMPFI_05465, AMPFI_00471, AMPFI_25144	BRALA09686
OG0000017	AMPFI_19153	BRALA05160
OG0000017	AMPFI_03602, AMPFI_25087	BRALA33969
OG0000017	AMPFI_16384	BRALA05159, BRALA12730
OG0000017	AMPFI_20980, AMPFI_00516, AMPFI_16762	BRALA24981, BRALA28546, BRALA31994
OG0000018	AMPFI_19746, AMPFI_23087, AMPFI_06333, AMPFI_21544, AMPFI_08183, AMPFI_15245, AMPFI_21772, AMPFI_22259, AMPFI_05295, AMPFI_18911	BRALA25938, BRALA02443, BRALA07959, BRALA03388, BRALA27096, BRALA25561
OG0000018	AMPFI_04871	BRALA31854, BRALA31809, BRALA33250, BRALA16195
OG0000018	AMPFI_08497, AMPFI_12503	BRALA13704, BRALA27948, BRALA23173, BRALA12914, BRALA25800, BRALA23152, BRALA29804, BRALA18094
OG0000018	AMPFI_11607	BRALA27952, BRALA31952
OG0000018	AMPFI_04983, AMPFI_11059, AMPFI_23717, AMPFI_12063, AMPFI_02180	BRALA27097
OG0000018	AMPFI_24359, AMPFI_11606, AMPFI_17730, AMPFI_25691, AMPFI_15911, AMPFI_10325, AMPFI_01217, AMPFI_21247, AMPFI_04821, AMPFI_11605, AMPFI_01478, AMPFI_15420, AMPFI_15421, AMPFI_02040	BRALA20530, BRALA30320, BRALA33187, BRALA27247, BRALA32183, BRALA17258, BRALA32989, BRALA30091, BRALA20808, BRALA24748, BRALA18020, BRALA23577, BRALA11468, BRALA26056, BRALA02824, BRALA06189, BRALA32094, BRALA32688, BRALA07025, BRALA20941, BRALA31799
OG0000018	AMPFI_01244	BRALA30292
OG0000018	AMPFI_16233	BRALA29803, BRALA00712
OG0000018	AMPFI_12214	BRALA26026
OG0000018	AMPFI_19679, AMPFI_16987, AMPFI_22107, AMPFI_09593, AMPFI_03755, AMPFI_23574, AMPFI_02255, AMPFI_04146, AMPFI_25008	BRALA21060, BRALA29268, BRALA14856, BRALA33527, BRALA20529, BRALA31173, BRALA31798, BRALA31682, BRALA20809, BRALA22881, BRALA23260, BRALA10388, BRALA26529, BRALA24038, BRALA26479, BRALA10888, BRALA14857, BRALA26062, BRALA19814, BRALA25485
OG0000019	AMPFI_10151	BRALA17788
OG0000019	AMPFI_01636	BRALA00309, BRALA00310, BRALA00311
OG0000019	AMPFI_01264, AMPFI_06523	BRALA00404, BRALA00405
OG0000019	AMPFI_03780	BRALA23253, BRALA16935, BRALA16938, BRALA16161, BRALA13485, BRALA13484, BRALA13482, BRALA33941, BRALA13483, BRALA08371, BRALA00611, BRALA01467, BRALA08352, BRALA01468, BRALA26666, BRALA08383, BRALA00610, BRALA13160
OG0000020	AMPFI_01847	BRALA11913
OG0000020	AMPFI_07852	BRALA28177, BRALA04365, BRALA09136, BRALA09135
OG0000020	AMPFI_03773	BRALA27241
OG0000020	AMPFI_15880	BRALA30618
OG0000020	AMPFI_19334	BRALA28848
OG0000020	AMPFI_23773	BRALA05608
OG0000020	AMPFI_11019	BRALA18984
OG0000020	AMPFI_06907	BRALA16287
OG0000020	AMPFI_24792	BRALA19612, BRALA00988, BRALA00987, BRALA34428, BRALA17137, BRALA26917, BRALA04450, BRALA19326, BRALA17705, BRALA01370, BRALA04503, BRALA22183, BRALA09492, BRALA12060, BRALA03276, BRALA03275, BRALA15785, BRALA31112, BRALA12011, BRALA22630, BRALA11869, BRALA14062
OG0000020	AMPFI_07932	BRALA27392
OG0000020	AMPFI_12343	BRALA11912
OG0000020	AMPFI_06129	BRALA18130
OG0000020	AMPFI_07388	BRALA12599
OG0000020	AMPFI_13969	BRALA10628
OG0000020	AMPFI_11845	BRALA23615
OG0000021	AMPFI_23043, AMPFI_10198	BRALA18098
OG0000021	AMPFI_08825	BRALA18043
OG0000021	AMPFI_16391, AMPFI_25518, AMPFI_19616, AMPFI_08794, AMPFI_23196, AMPFI_19941	BRALA06012
OG0000021	AMPFI_00389, AMPFI_07405, AMPFI_24716, AMPFI_19890, AMPFI_10085, AMPFI_07684	BRALA20360, BRALA20164
OG0000023	AMPFI_05477	BRALA34393, BRALA34449, BRALA33273
OG0000023	AMPFI_11289, AMPFI_18034	BRALA29325, BRALA12288
OG0000023	AMPFI_20581	BRALA25880
OG0000023	AMPFI_14885, AMPFI_23006, AMPFI_10764	BRALA05747, BRALA25168, BRALA25184, BRALA25185, BRALA29062, BRALA25437
OG0000023	AMPFI_05765, AMPFI_01138, AMPFI_10312	BRALA17881, BRALA21074, BRALA03421
OG0000023	AMPFI_11290	BRALA33103
OG0000024	AMPFI_03811, AMPFI_22635, AMPFI_19020, AMPFI_24666, AMPFI_12622, AMPFI_08274, AMPFI_13320, AMPFI_18394, AMPFI_01428, AMPFI_24702, AMPFI_24934, AMPFI_10763, AMPFI_23064, AMPFI_16191, AMPFI_11358, AMPFI_15816, AMPFI_08187, AMPFI_00910, AMPFI_05089, AMPFI_22388, AMPFI_12431, AMPFI_12438, AMPFI_03520, AMPFI_24082, AMPFI_14110, AMPFI_07368, AMPFI_00973, AMPFI_07770, AMPFI_22507, AMPFI_01046, AMPFI_13085, AMPFI_15762, AMPFI_01069, AMPFI_22054, AMPFI_08206	BRALA13162, BRALA17266
OG0000025	AMPFI_11202	BRALA34205
OG0000025	AMPFI_11412	BRALA25665
OG0000025	AMPFI_15078, AMPFI_16211, AMPFI_22145	BRALA30327
OG0000025	AMPFI_18559	BRALA32180
OG0000025	AMPFI_05802	BRALA29927, BRALA33380
OG0000025	AMPFI_26068	BRALA29928, BRALA29404, BRALA24909
OG0000025	AMPFI_00908, AMPFI_05133, AMPFI_20652, AMPFI_14460, AMPFI_00775, AMPFI_15832, AMPFI_13916, AMPFI_08944, AMPFI_10285, AMPFI_14793, AMPFI_16797, AMPFI_18161, AMPFI_05200, AMPFI_07652, AMPFI_13290, AMPFI_19524, AMPFI_20440, AMPFI_23451, AMPFI_18570, AMPFI_06556, AMPFI_26017, AMPFI_00622, AMPFI_04387	BRALA01670, BRALA20143, BRALA15727, BRALA11574, BRALA26555
OG0000025	AMPFI_23676, AMPFI_15176, AMPFI_09409	BRALA25473, BRALA25823
OG0000025	AMPFI_09357, AMPFI_15300, AMPFI_10444, AMPFI_09920	BRALA08078, BRALA28867, BRALA19412, BRALA08149, BRALA12844, BRALA13976, BRALA21247, BRALA25435, BRALA28795, BRALA26554
OG0000025	AMPFI_09073	BRALA29691, BRALA31389, BRALA33393, BRALA22035, BRALA31817, BRALA04997
OG0000025	AMPFI_15352, AMPFI_02855, AMPFI_22218, AMPFI_21289, AMPFI_13275, AMPFI_10675, AMPFI_17235	BRALA23330
OG0000025	AMPFI_02288	BRALA33595
OG0000025	AMPFI_04900, AMPFI_07607, AMPFI_18572, AMPFI_12331, AMPFI_12110, AMPFI_04240, AMPFI_22001, AMPFI_12673	BRALA15728, BRALA15173, BRALA17925, BRALA20091, BRALA25964, BRALA20492, BRALA24129, BRALA01765, BRALA32347
OG0000026	AMPFI_12171	BRALA07901, BRALA07423
OG0000026	AMPFI_01870, AMPFI_14564, AMPFI_11288, AMPFI_23391	BRALA11498
OG0000026	AMPFI_09960, AMPFI_03858, AMPFI_13122	BRALA22923, BRALA12678, BRALA12677
OG0000026	AMPFI_01077, AMPFI_16904	BRALA18399, BRALA07898, BRALA07900, BRALA07899, BRALA34641, BRALA22918
OG0000026	AMPFI_25654, AMPFI_23954, AMPFI_09282	BRALA01048
OG0000026	AMPFI_08447, AMPFI_21379, AMPFI_14524, AMPFI_00667, AMPFI_07824, AMPFI_23957	BRALA09041, BRALA20501, BRALA28179, BRALA02475, BRALA29792, BRALA23720, BRALA33266, BRALA32596, BRALA29794, BRALA27975, BRALA26635, BRALA07999, BRALA07996, BRALA27524, BRALA27525, BRALA11644, BRALA11643, BRALA01094, BRALA31858, BRALA29917, BRALA18251, BRALA01767, BRALA23099, BRALA26971, BRALA26970, BRALA13781
OG0000027	AMPFI_19869, AMPFI_04301, AMPFI_14462, AMPFI_23172	BRALA30064
OG0000027	AMPFI_03819	BRALA16500, BRALA16502
OG0000028	AMPFI_19162	BRALA26965, BRALA06262, BRALA06265, BRALA11957, BRALA28259, BRALA27261
OG0000029	AMPFI_05500	BRALA01099
OG0000029	AMPFI_18884	BRALA00240
OG0000030	AMPFI_02183	BRALA04160, BRALA13442
OG0000030	AMPFI_03176	BRALA21433, BRALA12198
OG0000031	AMPFI_01755, AMPFI_10718, AMPFI_14435	BRALA01948, BRALA09437, BRALA32909, BRALA01946, BRALA12064, BRALA09438, BRALA01951, BRALA14885, BRALA09441, BRALA09439, BRALA32910, BRALA01947, BRALA01952, BRALA14882, BRALA23662, BRALA14883, BRALA19306
OG0000031	AMPFI_16606	BRALA15256, BRALA15254, BRALA01977, BRALA22606
OG0000031	AMPFI_06256	BRALA04543
OG0000031	AMPFI_14304	BRALA04610
OG0000031	AMPFI_10484	BRALA13458
OG0000031	AMPFI_01333	BRALA16640
OG0000031	AMPFI_03768	BRALA15572
OG0000032	AMPFI_06764	BRALA09749, BRALA09755
OG0000032	AMPFI_03594	BRALA11179, BRALA11177, BRALA09647
OG0000032	AMPFI_03370	BRALA04146, BRALA04145, BRALA04144, BRALA00632, BRALA09098, BRALA21017, BRALA21018, BRALA21016, BRALA22581, BRALA14174
OG0000033	AMPFI_20487, AMPFI_01727, AMPFI_12232	BRALA25553, BRALA20115, BRALA24216, BRALA09750, BRALA29039, BRALA05632, BRALA33338, BRALA29286
OG0000033	AMPFI_17526, AMPFI_16483, AMPFI_06102, AMPFI_06688	BRALA24610, BRALA10541
OG0000033	AMPFI_14995, AMPFI_07513	BRALA33421, BRALA14172
OG0000033	AMPFI_22407, AMPFI_09240	BRALA10011, BRALA12783, BRALA04117, BRALA04068
OG0000033	AMPFI_04522, AMPFI_21146, AMPFI_08148, AMPFI_14365, AMPFI_00040, AMPFI_08182, AMPFI_15027, AMPFI_07723, AMPFI_20763, AMPFI_24138	BRALA31209, BRALA10775
OG0000033	AMPFI_22533	BRALA13255, BRALA23215, BRALA25545, BRALA32441
OG0000033	AMPFI_18759	BRALA27795, BRALA10774, BRALA00010
OG0000033	AMPFI_23966, AMPFI_19067, AMPFI_17279	BRALA22615, BRALA32032, BRALA32815, BRALA33133, BRALA19402
OG0000033	AMPFI_21967	BRALA25677
OG0000033	AMPFI_01844, AMPFI_20234	BRALA30835, BRALA20226
OG0000033	AMPFI_01742, AMPFI_17317	BRALA22616
OG0000033	AMPFI_01780	BRALA15957, BRALA23169, BRALA32611, BRALA24594, BRALA32612
OG0000033	AMPFI_01855, AMPFI_18243, AMPFI_02747	BRALA10244
OG0000034	AMPFI_25310, AMPFI_04753	BRALA27570
OG0000034	AMPFI_00398	BRALA08901, BRALA03079
OG0000035	AMPFI_17275	BRALA21367, BRALA35402
OG0000035	AMPFI_24612, AMPFI_24508, AMPFI_00269, AMPFI_05651, AMPFI_21566	BRALA13925
OG0000035	AMPFI_13261	BRALA13921
OG0000035	AMPFI_07620, AMPFI_08859, AMPFI_16822	BRALA29588
OG0000035	AMPFI_12878	BRALA13915, BRALA22877
OG0000035	AMPFI_11303	BRALA13917
OG0000036	AMPFI_11948	BRALA22400, BRALA22399, BRALA22398, BRALA02193, BRALA22463, BRALA05181
OG0000036	AMPFI_06932	BRALA35896
OG0000036	AMPFI_06864	BRALA06754
OG0000036	AMPFI_14775, AMPFI_19912	BRALA31321, BRALA06755, BRALA06753, BRALA18345
OG0000036	AMPFI_15407, AMPFI_19204, AMPFI_07474, AMPFI_19635, AMPFI_18831, AMPFI_22411	BRALA22402, BRALA22404
OG0000037	AMPFI_11581	BRALA22282
OG0000037	AMPFI_25668	BRALA22275
OG0000038	AMPFI_07219	BRALA32346
OG0000038	AMPFI_17412	BRALA22708
OG0000038	AMPFI_03880	BRALA13194
OG0000038	AMPFI_11821, AMPFI_12065	BRALA18077
OG0000038	AMPFI_11482, AMPFI_17061	BRALA04779
OG0000039	AMPFI_15658	BRALA01170, BRALA17648, BRALA19632, BRALA19635, BRALA01164
OG0000039	AMPFI_14066	BRALA31558
OG0000039	AMPFI_01199	BRALA21586
OG0000039	AMPFI_17373	BRALA02916, BRALA20258, BRALA27882, BRALA01626, BRALA01628, BRALA23751, BRALA01619, BRALA01617, BRALA01627, BRALA01624, BRALA01620, BRALA01618, BRALA04466, BRALA04471, BRALA01927, BRALA16092
OG0000039	AMPFI_20335, AMPFI_20685, AMPFI_03724	BRALA19542
OG0000040	AMPFI_24657	BRALA35825, BRALA27751
OG0000040	AMPFI_02741	BRALA28368, BRALA17917, BRALA31975, BRALA14369, BRALA25635, BRALA14529, BRALA07729, BRALA29177, BRALA06759, BRALA31556, BRALA17916, BRALA33438, BRALA30900, BRALA15606
OG0000042	AMPFI_03947, AMPFI_21934	BRALA34429
OG0000043	AMPFI_07177	BRALA27558, BRALA29904, BRALA27561, BRALA27544, BRALA25261, BRALA20700, BRALA31404, BRALA31409, BRALA11161, BRALA06431, BRALA06417, BRALA06396, BRALA06445, BRALA06452, BRALA06409
OG0000043	AMPFI_13817	BRALA06439, BRALA20722
OG0000043	AMPFI_04816	BRALA09159
OG0000044	AMPFI_13059	BRALA16330, BRALA33207
OG0000044	AMPFI_02748	BRALA28596
OG0000044	AMPFI_22687, AMPFI_10992, AMPFI_03970, AMPFI_03703, AMPFI_04838, AMPFI_22026, AMPFI_08823, AMPFI_04139, AMPFI_21628, AMPFI_17647	BRALA34838
OG0000044	AMPFI_05987, AMPFI_21776	BRALA03916, BRALA26507, BRALA16452, BRALA25594
OG0000044	AMPFI_15551	BRALA12952
OG0000045	AMPFI_20949	BRALA00161, BRALA00165, BRALA00163, BRALA00162
OG0000045	AMPFI_24368	BRALA00167, BRALA00176, BRALA00180
OG0000046	AMPFI_02275, AMPFI_17068	BRALA28946
OG0000046	AMPFI_00292	BRALA23725, BRALA23726, BRALA19361, BRALA20352, BRALA19394, BRALA23187, BRALA19360, BRALA17712, BRALA30574, BRALA17713, BRALA15856, BRALA28385, BRALA34030
OG0000046	AMPFI_19034	BRALA22862
OG0000046	AMPFI_08774	BRALA01521, BRALA01523, BRALA00548, BRALA15946
OG0000047	AMPFI_05489, AMPFI_11363, AMPFI_14142, AMPFI_19115, AMPFI_05578, AMPFI_04593, AMPFI_04594, AMPFI_21557, AMPFI_25065, AMPFI_03030, AMPFI_13573	BRALA08165
OG0000047	AMPFI_10932, AMPFI_21792, AMPFI_24520, AMPFI_09452, AMPFI_13036, AMPFI_05392, AMPFI_13977, AMPFI_21235, AMPFI_15495, AMPFI_03650	BRALA26369, BRALA32034, BRALA34020, BRALA28823, BRALA03575, BRALA05399, BRALA24725, BRALA07480, BRALA17974, BRALA28047, BRALA13926
OG0000047	AMPFI_19278, AMPFI_03417, AMPFI_12567, AMPFI_16279, AMPFI_24519, AMPFI_15062	BRALA33326, BRALA22587
OG0000047	AMPFI_00264, AMPFI_17658, AMPFI_22335, AMPFI_00558, AMPFI_22776, AMPFI_16779, AMPFI_01017, AMPFI_21621, AMPFI_03846	BRALA19798, BRALA16113, BRALA21906, BRALA29547, BRALA27015, BRALA09602, BRALA19327, BRALA19328, BRALA08009, BRALA30249, BRALA22247, BRALA27495, BRALA28592, BRALA15305, BRALA21551, BRALA30124, BRALA25680, BRALA18589, BRALA30988, BRALA33052
OG0000047	AMPFI_21704, AMPFI_23685	BRALA00424, BRALA02976, BRALA02069, BRALA27265, BRALA11914, BRALA08126, BRALA12628, BRALA20001, BRALA31913, BRALA33929, BRALA30421, BRALA10187, BRALA26702, BRALA12513, BRALA17224, BRALA02337, BRALA11367, BRALA31778, BRALA17391
OG0000047	AMPFI_15690	BRALA32269
OG0000047	AMPFI_20140, AMPFI_20456	BRALA10482
OG0000047	AMPFI_18136, AMPFI_01167	BRALA29231
OG0000047	AMPFI_20742, AMPFI_00834	BRALA23014, BRALA29849
OG0000047	AMPFI_06583	BRALA20843
OG0000047	AMPFI_10585, AMPFI_21811	BRALA14404
OG0000047	AMPFI_15701, AMPFI_15786, AMPFI_14921	BRALA28421, BRALA26027, BRALA20000
OG0000047	AMPFI_05600, AMPFI_04402, AMPFI_10874, AMPFI_23910	BRALA30328
OG0000047	AMPFI_24933, AMPFI_04403, AMPFI_01040	BRALA11646, BRALA13140, BRALA20817, BRALA14861
OG0000048	AMPFI_01185	BRALA06772
OG0000048	AMPFI_21987, AMPFI_06139	BRALA28757
OG0000048	AMPFI_22758	BRALA17809
OG0000048	AMPFI_10591, AMPFI_13556	BRALA10830
OG0000048	AMPFI_16815	BRALA23587
OG0000048	AMPFI_08767	BRALA03524
OG0000049	AMPFI_09959, AMPFI_25468, AMPFI_22815	BRALA08954, BRALA23719
OG0000050	AMPFI_23876, AMPFI_19742	BRALA21077
OG0000051	AMPFI_25569, AMPFI_12251, AMPFI_06956, AMPFI_18032	BRALA17952
OG0000051	AMPFI_18977	BRALA31109
OG0000051	AMPFI_01376, AMPFI_01979, AMPFI_15572, AMPFI_18266, AMPFI_05878, AMPFI_02130, AMPFI_25599	BRALA22978, BRALA25416
OG0000052	AMPFI_19325, AMPFI_18674, AMPFI_10009, AMPFI_13726, AMPFI_09858	BRALA31597, BRALA31990, BRALA23098, BRALA32359, BRALA01546, BRALA12749, BRALA03474, BRALA26667, BRALA27854, BRALA32884, BRALA17972, BRALA09204, BRALA19103, BRALA16841, BRALA01500, BRALA27314, BRALA07522, BRALA11636, BRALA13254, BRALA17955, BRALA23616, BRALA18886, BRALA12690, BRALA12254, BRALA10985, BRALA26548, BRALA15676, BRALA26833, BRALA21382, BRALA22722, BRALA22656, BRALA07767, BRALA20131, BRALA29503, BRALA17971, BRALA30145, BRALA21483, BRALA32358
OG0000052	AMPFI_21466, AMPFI_03992, AMPFI_08051, AMPFI_08453	BRALA33391, BRALA10645
OG0000052	AMPFI_20482	BRALA26537, BRALA17284, BRALA18010, BRALA07472
OG0000052	AMPFI_04772	BRALA28158
OG0000052	AMPFI_06573, AMPFI_21766, AMPFI_02333, AMPFI_17383, AMPFI_21399, AMPFI_24133	BRALA14154, BRALA03903, BRALA35146
OG0000052	AMPFI_00841, AMPFI_00866	BRALA04107
OG0000052	AMPFI_17846	BRALA20142
OG0000052	AMPFI_00993	BRALA23347
OG0000052	AMPFI_03740	BRALA14114
OG0000052	AMPFI_09055, AMPFI_22969, AMPFI_16643, AMPFI_18443, AMPFI_21368	BRALA26653
