Orthogroup	AMPFI_ok	STRPU_ok
OG0000005	AMPFI_18823	STRPU_02285, STRPU_00429, STRPU_17634, STRPU_02288, STRPU_17632, STRPU_02286, STRPU_17633, STRPU_19124, STRPU_02289, STRPU_17623, STRPU_02297, STRPU_17967, STRPU_17969, STRPU_02293, STRPU_02291, STRPU_02294, STRPU_17627, STRPU_17624, STRPU_02296, STRPU_17968, STRPU_17713, STRPU_17714, STRPU_21910, STRPU_15486, STRPU_15487, STRPU_22203, STRPU_22202, STRPU_17272
OG0000005	AMPFI_12557, AMPFI_17233, AMPFI_06946	STRPU_02665, STRPU_01699
OG0000006	AMPFI_22262	STRPU_19989
OG0000006	AMPFI_00206	STRPU_12593
OG0000006	AMPFI_02520	STRPU_20521
OG0000006	AMPFI_23503	STRPU_27125
OG0000006	AMPFI_09123	STRPU_27126
OG0000006	AMPFI_18507	STRPU_04454, STRPU_04403, STRPU_04401
OG0000006	AMPFI_06099	STRPU_21069
OG0000006	AMPFI_17130	STRPU_21071
OG0000006	AMPFI_12555	STRPU_14340
OG0000006	AMPFI_05072, AMPFI_22396	STRPU_22384
OG0000007	AMPFI_02812	STRPU_26581
OG0000007	AMPFI_07094	STRPU_21427
OG0000007	AMPFI_16775	STRPU_26977
OG0000007	AMPFI_26059	STRPU_16477
OG0000007	AMPFI_15806	STRPU_21790
OG0000007	AMPFI_22204	STRPU_08442
OG0000007	AMPFI_08786	STRPU_08417
OG0000007	AMPFI_17089	STRPU_12872
OG0000007	AMPFI_21281	STRPU_10590
OG0000007	AMPFI_23280	STRPU_21559
OG0000008	AMPFI_24346	STRPU_19365
OG0000008	AMPFI_10761	STRPU_13930, STRPU_13915
OG0000008	AMPFI_22833, AMPFI_19927, AMPFI_13893	STRPU_23377, STRPU_23376
OG0000009	AMPFI_18552, AMPFI_07288	STRPU_17808
OG0000009	AMPFI_05115	STRPU_15444, STRPU_03718, STRPU_18053, STRPU_20484
OG0000009	AMPFI_03236	STRPU_17807
OG0000009	AMPFI_19615	STRPU_16150
OG0000009	AMPFI_04561	STRPU_03684
OG0000009	AMPFI_07658	STRPU_09185
OG0000009	AMPFI_00045	STRPU_11405, STRPU_18563, STRPU_19504, STRPU_03685
OG0000009	AMPFI_14612, AMPFI_05867, AMPFI_15686	STRPU_03934, STRPU_19852, STRPU_13707, STRPU_25895
OG0000009	AMPFI_25789	STRPU_11543
OG0000009	AMPFI_02292, AMPFI_07211, AMPFI_22078	STRPU_16860, STRPU_03566, STRPU_20030, STRPU_20895, STRPU_03124, STRPU_12941, STRPU_10676, STRPU_24579, STRPU_16616, STRPU_17520, STRPU_20150, STRPU_01519
OG0000009	AMPFI_18638, AMPFI_23313	STRPU_27144, STRPU_05819, STRPU_12056, STRPU_26205
OG0000009	AMPFI_04909	STRPU_00264, STRPU_13826
OG0000009	AMPFI_20474	STRPU_19547, STRPU_26479, STRPU_00431, STRPU_17677, STRPU_03968
OG0000009	AMPFI_23431	STRPU_21356, STRPU_17025, STRPU_26652, STRPU_25389, STRPU_22050, STRPU_19627, STRPU_22581, STRPU_08423, STRPU_16702, STRPU_26575, STRPU_03959, STRPU_08817, STRPU_01475, STRPU_14722, STRPU_17642, STRPU_11125
OG0000009	AMPFI_05893	STRPU_08846
OG0000010	AMPFI_14307, AMPFI_14306, AMPFI_02722	STRPU_04522
OG0000010	AMPFI_20654	STRPU_08974, STRPU_08975
OG0000011	AMPFI_10527	STRPU_14781, STRPU_12222, STRPU_15041
OG0000011	AMPFI_13004	STRPU_03188
OG0000011	AMPFI_17028	STRPU_03644
OG0000011	AMPFI_10672	STRPU_01277, STRPU_02577
OG0000011	AMPFI_12525, AMPFI_04893	STRPU_20280, STRPU_12367
OG0000011	AMPFI_09690	STRPU_03079
OG0000011	AMPFI_25605	STRPU_10303
OG0000011	AMPFI_00004	STRPU_04871, STRPU_19442, STRPU_02972, STRPU_07599
OG0000012	AMPFI_05035, AMPFI_18913	STRPU_06380
OG0000012	AMPFI_24706	STRPU_22881, STRPU_22880, STRPU_22878, STRPU_22879, STRPU_22882, STRPU_22877, STRPU_19466, STRPU_26979
OG0000012	AMPFI_06478	STRPU_24328, STRPU_24329, STRPU_23798, STRPU_05978, STRPU_05979, STRPU_24259, STRPU_01047, STRPU_01046, STRPU_24260
OG0000013	AMPFI_18951	STRPU_03494, STRPU_03492, STRPU_03491, STRPU_03490, STRPU_24550, STRPU_24549, STRPU_03493, STRPU_13013, STRPU_13016, STRPU_13015, STRPU_26140, STRPU_26139, STRPU_26141, STRPU_26142, STRPU_26063, STRPU_26143, STRPU_26144, STRPU_26145, STRPU_26138, STRPU_12240, STRPU_17902, STRPU_12241
OG0000013	AMPFI_15921, AMPFI_25074, AMPFI_24928, AMPFI_06132	STRPU_05609, STRPU_18744, STRPU_18801, STRPU_18564, STRPU_18562, STRPU_19588, STRPU_25542, STRPU_26621, STRPU_26619, STRPU_13855, STRPU_22248, STRPU_22985, STRPU_05310, STRPU_03335, STRPU_03341, STRPU_05350, STRPU_17608, STRPU_10835, STRPU_10854, STRPU_27045, STRPU_27048, STRPU_27049, STRPU_14795, STRPU_15013, STRPU_15028, STRPU_15009, STRPU_15023, STRPU_15021, STRPU_21089, STRPU_27050, STRPU_21244, STRPU_17615, STRPU_17609, STRPU_17614, STRPU_23920, STRPU_13091, STRPU_13105
OG0000014	AMPFI_10576, AMPFI_00293	STRPU_08197, STRPU_03932
OG0000014	AMPFI_21375, AMPFI_08000, AMPFI_07725	STRPU_16744, STRPU_01717, STRPU_04369, STRPU_21238
OG0000014	AMPFI_16339	STRPU_17754, STRPU_17755
OG0000014	AMPFI_02732	STRPU_18535, STRPU_18486
OG0000015	AMPFI_03480	STRPU_27331
OG0000015	AMPFI_23995	STRPU_21905
OG0000016	AMPFI_14639	STRPU_06200, STRPU_06221
OG0000016	AMPFI_04995	STRPU_06872
OG0000016	AMPFI_13256, AMPFI_19016, AMPFI_14283, AMPFI_00661, AMPFI_20589, AMPFI_24031, AMPFI_06919	STRPU_23484
OG0000016	AMPFI_20923	STRPU_06664, STRPU_06873, STRPU_06665
OG0000016	AMPFI_06248	STRPU_21110
OG0000016	AMPFI_20588, AMPFI_10703, AMPFI_18517, AMPFI_05465, AMPFI_00471, AMPFI_25144	STRPU_22999, STRPU_00875, STRPU_22993, STRPU_22992, STRPU_22997, STRPU_22995
OG0000017	AMPFI_25878	STRPU_00117
OG0000017	AMPFI_24062	STRPU_14085
OG0000017	AMPFI_10075, AMPFI_09589, AMPFI_13357	STRPU_02089
OG0000017	AMPFI_16384	STRPU_17566
OG0000017	AMPFI_00815, AMPFI_23308	STRPU_08979, STRPU_00926
OG0000017	AMPFI_01137	STRPU_00092, STRPU_08117
OG0000017	AMPFI_00417	STRPU_16681, STRPU_03647, STRPU_16727, STRPU_02546, STRPU_25300, STRPU_26746, STRPU_14779, STRPU_14777, STRPU_04020, STRPU_04133, STRPU_04866, STRPU_07910, STRPU_10671, STRPU_24355, STRPU_24357, STRPU_13097, STRPU_00563, STRPU_22919, STRPU_24356, STRPU_00673, STRPU_23089, STRPU_16822, STRPU_04116, STRPU_07241, STRPU_24605, STRPU_26042, STRPU_04021
OG0000017	AMPFI_06710, AMPFI_19081	STRPU_03902, STRPU_16459
OG0000017	AMPFI_03641	STRPU_03570, STRPU_12313, STRPU_03243, STRPU_08248, STRPU_00491, STRPU_10677, STRPU_20978, STRPU_15661, STRPU_23626, STRPU_03877, STRPU_15842, STRPU_03876, STRPU_03569, STRPU_11160, STRPU_00513, STRPU_20404, STRPU_11779, STRPU_02604, STRPU_14263, STRPU_23627, STRPU_03875, STRPU_15841
OG0000017	AMPFI_20305, AMPFI_03931	STRPU_00925
OG0000017	AMPFI_06877	STRPU_25736, STRPU_21215, STRPU_25572, STRPU_19535, STRPU_25735, STRPU_25480, STRPU_20188, STRPU_11306, STRPU_06657, STRPU_04461, STRPU_08845, STRPU_10173, STRPU_07097, STRPU_13942, STRPU_19534, STRPU_13943
OG0000017	AMPFI_25954, AMPFI_15097	STRPU_06082, STRPU_08065, STRPU_15979, STRPU_18493, STRPU_13122, STRPU_20859, STRPU_13649
OG0000017	AMPFI_03217	STRPU_03568
OG0000018	AMPFI_24359, AMPFI_11606, AMPFI_17730, AMPFI_25691, AMPFI_15911, AMPFI_10325, AMPFI_01217	STRPU_21331
OG0000019	AMPFI_16723	STRPU_27424, STRPU_27423, STRPU_27421, STRPU_27422
OG0000019	AMPFI_01636	STRPU_04750
OG0000019	AMPFI_06523	STRPU_23414, STRPU_01023
OG0000019	AMPFI_24258	STRPU_07346, STRPU_07741, STRPU_13585, STRPU_01603, STRPU_05485, STRPU_05487, STRPU_05486, STRPU_05488, STRPU_05444, STRPU_12138, STRPU_12181, STRPU_01261, STRPU_18209, STRPU_01263, STRPU_18207, STRPU_18206
OG0000020	AMPFI_07852	STRPU_13949
OG0000020	AMPFI_19334	STRPU_20580
OG0000020	AMPFI_20737	STRPU_01068, STRPU_24239
OG0000020	AMPFI_23773	STRPU_19028, STRPU_00464
OG0000020	AMPFI_11019	STRPU_22748, STRPU_01903
OG0000020	AMPFI_11933	STRPU_22929
OG0000020	AMPFI_06907	STRPU_07115
OG0000020	AMPFI_24792	STRPU_26678
OG0000020	AMPFI_07932	STRPU_19861, STRPU_19888
OG0000020	AMPFI_12343	STRPU_05007
OG0000020	AMPFI_25813	STRPU_11453
OG0000020	AMPFI_21494	STRPU_04309, STRPU_04336
OG0000020	AMPFI_06129	STRPU_13832
OG0000020	AMPFI_07388	STRPU_05521
OG0000020	AMPFI_13969	STRPU_21977
OG0000020	AMPFI_11845	STRPU_05676
OG0000021	AMPFI_23043, AMPFI_10198	STRPU_21162, STRPU_21171, STRPU_21172, STRPU_13957, STRPU_27306, STRPU_06572
OG0000021	AMPFI_04441	STRPU_02204, STRPU_15604
OG0000021	AMPFI_24454	STRPU_05427
OG0000021	AMPFI_16391	STRPU_18709
OG0000021	AMPFI_25518	STRPU_19164
OG0000021	AMPFI_19616, AMPFI_08794, AMPFI_23196	STRPU_19932, STRPU_02595
OG0000021	AMPFI_19941	STRPU_19514, STRPU_20213
OG0000021	AMPFI_00389, AMPFI_07405, AMPFI_24716	STRPU_05298, STRPU_05227
OG0000021	AMPFI_19890, AMPFI_10085, AMPFI_07684	STRPU_05132, STRPU_05059
OG0000023	AMPFI_05477	STRPU_09714, STRPU_09758
OG0000023	AMPFI_12912	STRPU_09970
OG0000023	AMPFI_14885	STRPU_05490
OG0000023	AMPFI_23006	STRPU_14357
OG0000023	AMPFI_10764	STRPU_15269, STRPU_14358
OG0000023	AMPFI_08877, AMPFI_08668	STRPU_08363
OG0000023	AMPFI_05765, AMPFI_01138, AMPFI_10312	STRPU_04156, STRPU_04890, STRPU_04760, STRPU_04888, STRPU_04889, STRPU_04887, STRPU_09969, STRPU_09989, STRPU_09988, STRPU_09968, STRPU_09990
OG0000023	AMPFI_05031	STRPU_15044
OG0000024	AMPFI_01250, AMPFI_09417	STRPU_06195
OG0000024	AMPFI_13034, AMPFI_08529, AMPFI_11032	STRPU_03150
OG0000024	AMPFI_09766, AMPFI_20328, AMPFI_11488, AMPFI_14597, AMPFI_06959, AMPFI_07236, AMPFI_06755, AMPFI_03338, AMPFI_12963, AMPFI_15605, AMPFI_06015, AMPFI_05885, AMPFI_01680, AMPFI_19467, AMPFI_08281, AMPFI_06875, AMPFI_14904, AMPFI_08222, AMPFI_10693, AMPFI_13114, AMPFI_24998, AMPFI_12201, AMPFI_14926, AMPFI_12067, AMPFI_16824, AMPFI_25046, AMPFI_12131	STRPU_14183, STRPU_00265
OG0000024	AMPFI_17149, AMPFI_06930, AMPFI_01987, AMPFI_25530, AMPFI_19893	STRPU_07747
OG0000024	AMPFI_11381, AMPFI_02352, AMPFI_22670, AMPFI_08428, AMPFI_09931, AMPFI_03114	STRPU_03683
OG0000024	AMPFI_17497, AMPFI_13212, AMPFI_23039	STRPU_07586
OG0000024	AMPFI_03811	STRPU_06674, STRPU_07186, STRPU_02857
OG0000024	AMPFI_24702, AMPFI_24934, AMPFI_10763, AMPFI_23064, AMPFI_16191, AMPFI_11358, AMPFI_15816	STRPU_03977, STRPU_22594, STRPU_03380, STRPU_26193
OG0000024	AMPFI_13085	STRPU_16831
OG0000024	AMPFI_08206	STRPU_18887
OG0000025	AMPFI_11202, AMPFI_14491, AMPFI_02470, AMPFI_17353, AMPFI_19073, AMPFI_18567, AMPFI_11662, AMPFI_06326, AMPFI_02796, AMPFI_22451, AMPFI_01773, AMPFI_15894, AMPFI_18568, AMPFI_07912, AMPFI_20624, AMPFI_08523, AMPFI_09101, AMPFI_18571, AMPFI_06549, AMPFI_02396, AMPFI_25559, AMPFI_14786	STRPU_09349
OG0000025	AMPFI_04900, AMPFI_07607, AMPFI_18572, AMPFI_12331, AMPFI_12110, AMPFI_04240	STRPU_08707
OG0000026	AMPFI_24667	STRPU_24999
OG0000026	AMPFI_09960, AMPFI_03858, AMPFI_13122	STRPU_15199, STRPU_15256, STRPU_07319, STRPU_15257, STRPU_18096, STRPU_18095
OG0000026	AMPFI_12169	STRPU_03983, STRPU_03985, STRPU_03980, STRPU_03984, STRPU_15016, STRPU_14051, STRPU_15142, STRPU_15012, STRPU_15019, STRPU_15022, STRPU_15024, STRPU_00872, STRPU_00871, STRPU_14049, STRPU_14036, STRPU_14032, STRPU_15323, STRPU_26875, STRPU_08379, STRPU_15370, STRPU_15368
OG0000026	AMPFI_17661	STRPU_21822
OG0000026	AMPFI_08447, AMPFI_21379, AMPFI_14524, AMPFI_00667, AMPFI_07824, AMPFI_23957	STRPU_10195
OG0000026	AMPFI_09720, AMPFI_00659	STRPU_05748
OG0000027	AMPFI_23434	STRPU_21099, STRPU_13367, STRPU_13387, STRPU_13389, STRPU_13369, STRPU_13372, STRPU_13393, STRPU_13370, STRPU_13390, STRPU_13392, STRPU_13371, STRPU_21105, STRPU_21100, STRPU_21104, STRPU_05793, STRPU_05791, STRPU_05792, STRPU_13609, STRPU_02454, STRPU_13784, STRPU_13738, STRPU_13737
OG0000027	AMPFI_19869, AMPFI_04301, AMPFI_14462, AMPFI_23172	STRPU_02455
OG0000027	AMPFI_03819	STRPU_12280, STRPU_12282, STRPU_12281, STRPU_12283, STRPU_19609, STRPU_19529, STRPU_19530, STRPU_20300, STRPU_22112, STRPU_22111, STRPU_18177, STRPU_18176, STRPU_18178, STRPU_13457, STRPU_13538
OG0000028	AMPFI_13515, AMPFI_15765	STRPU_14662, STRPU_14664
OG0000028	AMPFI_04239	STRPU_27006
OG0000028	AMPFI_04248	STRPU_14468, STRPU_14467
OG0000028	AMPFI_13861	STRPU_15103, STRPU_02480
OG0000028	AMPFI_21505	STRPU_14326
OG0000029	AMPFI_24572, AMPFI_17682, AMPFI_23832	STRPU_25978
OG0000029	AMPFI_10300	STRPU_09836
OG0000029	AMPFI_01562, AMPFI_19753	STRPU_17433, STRPU_17432
OG0000029	AMPFI_05500	STRPU_01827, STRPU_19313
OG0000029	AMPFI_18884	STRPU_22529
OG0000029	AMPFI_24440	STRPU_09913, STRPU_25618, STRPU_13518, STRPU_27237, STRPU_27236, STRPU_27234, STRPU_27235, STRPU_11822, STRPU_11823, STRPU_18505, STRPU_20934, STRPU_20927, STRPU_10511, STRPU_10512, STRPU_00236
OG0000030	AMPFI_03176	STRPU_22548, STRPU_22870, STRPU_22868, STRPU_19590, STRPU_23769, STRPU_00032, STRPU_23383
OG0000031	AMPFI_06256	STRPU_24640
OG0000031	AMPFI_14304	STRPU_24636
OG0000031	AMPFI_10484	STRPU_27330
OG0000031	AMPFI_01333	STRPU_08004
OG0000031	AMPFI_05075	STRPU_18994
OG0000031	AMPFI_10833	STRPU_05368
OG0000031	AMPFI_02985	STRPU_24676
OG0000032	AMPFI_06764	STRPU_00037
OG0000032	AMPFI_10091	STRPU_21234, STRPU_24774, STRPU_24776
OG0000032	AMPFI_08698	STRPU_02932
OG0000032	AMPFI_03594	STRPU_24275
OG0000032	AMPFI_22327, AMPFI_04329	STRPU_24673, STRPU_24979, STRPU_24342, STRPU_10902, STRPU_10903, STRPU_08795, STRPU_24343
OG0000033	AMPFI_17526, AMPFI_16483, AMPFI_06102, AMPFI_06688	STRPU_26620
OG0000033	AMPFI_22407, AMPFI_09240, AMPFI_24844	STRPU_15689
OG0000033	AMPFI_22100, AMPFI_08482	STRPU_14417
OG0000033	AMPFI_05216	STRPU_03796, STRPU_03613, STRPU_12671, STRPU_12047
OG0000033	AMPFI_19595, AMPFI_18759	STRPU_02311, STRPU_18113
OG0000033	AMPFI_23966, AMPFI_19067, AMPFI_17279	STRPU_15158, STRPU_15977
OG0000033	AMPFI_01844, AMPFI_20234	STRPU_25841, STRPU_03301
OG0000034	AMPFI_04753	STRPU_15245, STRPU_15189
OG0000034	AMPFI_00398	STRPU_11930, STRPU_11885
OG0000035	AMPFI_17275	STRPU_25195, STRPU_01880, STRPU_04279, STRPU_01879, STRPU_25194
OG0000035	AMPFI_24612, AMPFI_24508, AMPFI_00269, AMPFI_05651, AMPFI_21566	STRPU_17279, STRPU_17277, STRPU_17278, STRPU_17275, STRPU_17274, STRPU_13032
OG0000035	AMPFI_20705	STRPU_27002
OG0000035	AMPFI_13261	STRPU_13051
OG0000035	AMPFI_07620	STRPU_12705
OG0000035	AMPFI_08859	STRPU_12704
OG0000035	AMPFI_12878	STRPU_12553
OG0000035	AMPFI_13349	STRPU_12554
OG0000035	AMPFI_11303	STRPU_12700
OG0000036	AMPFI_11948	STRPU_25659
OG0000036	AMPFI_06932	STRPU_09907
OG0000036	AMPFI_10500	STRPU_26233, STRPU_26087, STRPU_25627, STRPU_25622, STRPU_25626, STRPU_25620, STRPU_01762, STRPU_18074, STRPU_18073, STRPU_01763, STRPU_18071, STRPU_01764, STRPU_25619, STRPU_26269, STRPU_26295, STRPU_26296, STRPU_26270
OG0000036	AMPFI_15407	STRPU_26325, STRPU_26324
OG0000036	AMPFI_19204	STRPU_26321
OG0000036	AMPFI_07474	STRPU_16183, STRPU_16230, STRPU_25724
OG0000037	AMPFI_00972	STRPU_20688
OG0000037	AMPFI_25668	STRPU_20762
OG0000037	AMPFI_17087	STRPU_10122, STRPU_10049, STRPU_21007, STRPU_10050, STRPU_10123
OG0000038	AMPFI_17412, AMPFI_07007, AMPFI_22984, AMPFI_19985, AMPFI_07006, AMPFI_00855, AMPFI_03880	STRPU_17414, STRPU_17415
OG0000039	AMPFI_15658	STRPU_05101, STRPU_05100, STRPU_05180, STRPU_18219, STRPU_01274
OG0000039	AMPFI_01199	STRPU_21027
OG0000039	AMPFI_04473, AMPFI_17373	STRPU_18542, STRPU_18578, STRPU_18572, STRPU_12032, STRPU_12031, STRPU_12034, STRPU_01246
OG0000039	AMPFI_17767	STRPU_16658, STRPU_15546, STRPU_15547, STRPU_20012, STRPU_20010
OG0000040	AMPFI_24657	STRPU_00136
OG0000040	AMPFI_02741	STRPU_21773, STRPU_17271, STRPU_21617, STRPU_22119, STRPU_03662, STRPU_03674, STRPU_03673, STRPU_03661, STRPU_01945, STRPU_22786, STRPU_01944, STRPU_25141, STRPU_21378, STRPU_03732, STRPU_03735, STRPU_03733, STRPU_03734, STRPU_08305, STRPU_03737, STRPU_08238
OG0000042	AMPFI_02915, AMPFI_12175, AMPFI_02664, AMPFI_15276	STRPU_19876, STRPU_08611, STRPU_19901
OG0000042	AMPFI_24137	STRPU_20174, STRPU_18725, STRPU_18738, STRPU_18723, STRPU_20315, STRPU_20276, STRPU_19952, STRPU_13883, STRPU_13882, STRPU_18118, STRPU_13875, STRPU_07693, STRPU_13867, STRPU_02316, STRPU_13869
OG0000042	AMPFI_11309	STRPU_25773, STRPU_25790, STRPU_20448, STRPU_25770, STRPU_25789, STRPU_25771, STRPU_25788, STRPU_20447
OG0000043	AMPFI_07177	STRPU_00010, STRPU_00008, STRPU_00006, STRPU_00002
OG0000043	AMPFI_13817	STRPU_03522, STRPU_03585
OG0000043	AMPFI_04816	STRPU_10844, STRPU_10864
OG0000044	AMPFI_13059	STRPU_09802
OG0000044	AMPFI_12455	STRPU_13229, STRPU_13213
OG0000044	AMPFI_02748	STRPU_04938
OG0000044	AMPFI_25440	STRPU_10710
OG0000044	AMPFI_18408	STRPU_21629
OG0000044	AMPFI_15551	STRPU_02714, STRPU_24789
OG0000045	AMPFI_20949	STRPU_16212, STRPU_16247, STRPU_16854, STRPU_16858
OG0000045	AMPFI_24368	STRPU_22837
OG0000045	AMPFI_25297	STRPU_00473
OG0000046	AMPFI_02275, AMPFI_17068	STRPU_08327, STRPU_08328
OG0000046	AMPFI_08774	STRPU_13398, STRPU_13377, STRPU_13401, STRPU_13400, STRPU_13399
OG0000047	AMPFI_00607, AMPFI_06372, AMPFI_21301, AMPFI_11729, AMPFI_00637, AMPFI_07545, AMPFI_07270, AMPFI_17978, AMPFI_10021, AMPFI_11102, AMPFI_05597, AMPFI_15333, AMPFI_03574, AMPFI_11670, AMPFI_09476, AMPFI_06533	STRPU_02879
OG0000047	AMPFI_10932, AMPFI_21792, AMPFI_24520, AMPFI_09452, AMPFI_13036, AMPFI_05392, AMPFI_13977, AMPFI_21235, AMPFI_15495, AMPFI_03650	STRPU_17436
OG0000047	AMPFI_05720, AMPFI_04140, AMPFI_21607, AMPFI_11932, AMPFI_22910	STRPU_22038
OG0000047	AMPFI_00264, AMPFI_17658, AMPFI_22335, AMPFI_00558, AMPFI_22776, AMPFI_16779, AMPFI_01017, AMPFI_21621, AMPFI_03846	STRPU_00263, STRPU_17034
OG0000047	AMPFI_21496	STRPU_20917
OG0000047	AMPFI_15690	STRPU_04857
OG0000047	AMPFI_01167	STRPU_00254
OG0000047	AMPFI_06583	STRPU_08292, STRPU_03057, STRPU_19739, STRPU_08816
OG0000047	AMPFI_10585, AMPFI_21811	STRPU_09198
