Orthogroup	AMPFI_ok	LYTVA_ok
OG0000007	AMPFI_26059	LYTVA_03206
OG0000007	AMPFI_15806	LYTVA_12379, LYTVA_12378
OG0000007	AMPFI_22204	LYTVA_12480
OG0000007	AMPFI_08786	LYTVA_06652
OG0000007	AMPFI_17089	LYTVA_22810, LYTVA_20192
OG0000007	AMPFI_21281	LYTVA_19839
OG0000007	AMPFI_23280	LYTVA_05177
OG0000008	AMPFI_24346	LYTVA_11403
OG0000008	AMPFI_22833, AMPFI_19927, AMPFI_13893	LYTVA_19305
OG0000009	AMPFI_04649	LYTVA_08221, LYTVA_08216
OG0000009	AMPFI_20093	LYTVA_03649
OG0000009	AMPFI_03747	LYTVA_29726, LYTVA_09948, LYTVA_07513, LYTVA_08964, LYTVA_09966, LYTVA_22916
OG0000009	AMPFI_04561	LYTVA_03297
OG0000009	AMPFI_02892, AMPFI_01981, AMPFI_16576	LYTVA_00127, LYTVA_29384
OG0000009	AMPFI_04909, AMPFI_20474, AMPFI_23431, AMPFI_16179, AMPFI_02801, AMPFI_00566, AMPFI_18142, AMPFI_18445, AMPFI_06909, AMPFI_05893, AMPFI_14660, AMPFI_14374	LYTVA_30063, LYTVA_15489
OG0000010	AMPFI_14307, AMPFI_14306, AMPFI_02722	LYTVA_28049, LYTVA_14417, LYTVA_22894
OG0000011	AMPFI_20201	LYTVA_26033
OG0000011	AMPFI_19936	LYTVA_13841
OG0000011	AMPFI_10672	LYTVA_28284
OG0000011	AMPFI_12525, AMPFI_04893	LYTVA_29140
OG0000011	AMPFI_20832, AMPFI_15607, AMPFI_25605, AMPFI_02937, AMPFI_03824	LYTVA_25384
OG0000011	AMPFI_09080	LYTVA_11150
OG0000012	AMPFI_05035, AMPFI_18913	LYTVA_11199, LYTVA_24773
OG0000012	AMPFI_24706	LYTVA_09615, LYTVA_04959, LYTVA_13583, LYTVA_18163
OG0000012	AMPFI_06478	LYTVA_13720, LYTVA_05492
OG0000012	AMPFI_16130	LYTVA_24416
OG0000013	AMPFI_18951	LYTVA_14036, LYTVA_14035, LYTVA_24263, LYTVA_16177, LYTVA_17617, LYTVA_13019, LYTVA_13020, LYTVA_03982, LYTVA_05971, LYTVA_26708, LYTVA_02518, LYTVA_13739, LYTVA_21776, LYTVA_12310, LYTVA_12309
OG0000013	AMPFI_15921, AMPFI_25074, AMPFI_24928, AMPFI_06132	LYTVA_22713, LYTVA_22716, LYTVA_11879, LYTVA_09546, LYTVA_28541, LYTVA_13975, LYTVA_00129, LYTVA_18668, LYTVA_18187, LYTVA_18188, LYTVA_11839, LYTVA_02943, LYTVA_27265, LYTVA_27263, LYTVA_13649, LYTVA_17421, LYTVA_15176, LYTVA_12759, LYTVA_00164, LYTVA_00165, LYTVA_15941, LYTVA_29938, LYTVA_08916, LYTVA_23579, LYTVA_15177, LYTVA_22519
OG0000014	AMPFI_10576, AMPFI_00293	LYTVA_29722
OG0000014	AMPFI_21375, AMPFI_08000, AMPFI_07725	LYTVA_08715
OG0000014	AMPFI_16339	LYTVA_13955
OG0000014	AMPFI_02732	LYTVA_08890
OG0000015	AMPFI_03480	LYTVA_19488
OG0000015	AMPFI_23995	LYTVA_09631, LYTVA_17348, LYTVA_06152
OG0000016	AMPFI_10903	LYTVA_02016
OG0000016	AMPFI_20923	LYTVA_00562
OG0000016	AMPFI_20588, AMPFI_10703, AMPFI_18517, AMPFI_05465, AMPFI_00471, AMPFI_25144	LYTVA_13704
OG0000017	AMPFI_18434, AMPFI_21572	LYTVA_11588
OG0000017	AMPFI_00751, AMPFI_20980, AMPFI_00516, AMPFI_16762, AMPFI_01137	LYTVA_26989, LYTVA_01310, LYTVA_21335, LYTVA_04412
OG0000017	AMPFI_00417	LYTVA_16812, LYTVA_26507
OG0000018	AMPFI_07408, AMPFI_19746, AMPFI_23087, AMPFI_06333, AMPFI_21544, AMPFI_08183, AMPFI_15245, AMPFI_21772, AMPFI_22259, AMPFI_05295, AMPFI_18911, AMPFI_12397, AMPFI_06555, AMPFI_21165, AMPFI_08602, AMPFI_16845, AMPFI_06904, AMPFI_02063, AMPFI_23744, AMPFI_04871, AMPFI_08497, AMPFI_12503, AMPFI_15215, AMPFI_16636, AMPFI_22035, AMPFI_11607, AMPFI_04983, AMPFI_11059, AMPFI_23717, AMPFI_12063, AMPFI_02180, AMPFI_24359, AMPFI_11606, AMPFI_17730, AMPFI_25691, AMPFI_15911, AMPFI_10325, AMPFI_01217, AMPFI_21247, AMPFI_04821, AMPFI_11605, AMPFI_01478, AMPFI_15420, AMPFI_15421, AMPFI_02040	LYTVA_18794
OG0000018	AMPFI_24791	LYTVA_13519
OG0000018	AMPFI_13955	LYTVA_29229, LYTVA_12870
OG0000018	AMPFI_08768	LYTVA_07859, LYTVA_26503, LYTVA_00759, LYTVA_05774, LYTVA_08224, LYTVA_20675
OG0000018	AMPFI_19679	LYTVA_28161
OG0000018	AMPFI_16987, AMPFI_22107, AMPFI_09593, AMPFI_03755, AMPFI_23574, AMPFI_02255	LYTVA_00818
OG0000019	AMPFI_10151	LYTVA_17120
OG0000019	AMPFI_16723	LYTVA_18523, LYTVA_29569, LYTVA_29679
OG0000019	AMPFI_01636	LYTVA_04453
OG0000019	AMPFI_06523	LYTVA_01420
OG0000019	AMPFI_24258	LYTVA_13754, LYTVA_11044, LYTVA_03700, LYTVA_17123, LYTVA_06066, LYTVA_08335, LYTVA_00256, LYTVA_17122, LYTVA_14016, LYTVA_15207, LYTVA_22229
OG0000020	AMPFI_07852	LYTVA_00541, LYTVA_04295, LYTVA_19355
OG0000020	AMPFI_03773	LYTVA_21318
OG0000020	AMPFI_19334	LYTVA_09793
OG0000020	AMPFI_20737	LYTVA_10182
OG0000020	AMPFI_23773	LYTVA_04298
OG0000020	AMPFI_11019	LYTVA_23496
OG0000020	AMPFI_11933	LYTVA_21826
OG0000020	AMPFI_06907	LYTVA_05479
OG0000020	AMPFI_24792	LYTVA_08129
OG0000020	AMPFI_07932	LYTVA_23009
OG0000020	AMPFI_12343	LYTVA_12234
OG0000020	AMPFI_25813	LYTVA_17081
OG0000020	AMPFI_21494	LYTVA_06231
OG0000020	AMPFI_06129	LYTVA_13730
OG0000020	AMPFI_07388	LYTVA_09530
OG0000020	AMPFI_13969	LYTVA_00542
OG0000020	AMPFI_11845	LYTVA_26250
OG0000021	AMPFI_23043, AMPFI_10198	LYTVA_13480, LYTVA_00042, LYTVA_13481
OG0000021	AMPFI_04441	LYTVA_09981
OG0000021	AMPFI_24454	LYTVA_02440
OG0000021	AMPFI_16391	LYTVA_28466
OG0000021	AMPFI_25518	LYTVA_02036
OG0000021	AMPFI_19616, AMPFI_08794, AMPFI_23196	LYTVA_14564
OG0000021	AMPFI_19941	LYTVA_23987, LYTVA_25778
OG0000021	AMPFI_00389, AMPFI_07405, AMPFI_24716	LYTVA_01830, LYTVA_09376, LYTVA_05943
OG0000021	AMPFI_19890, AMPFI_10085, AMPFI_07684	LYTVA_10849
OG0000023	AMPFI_05477	LYTVA_11225
OG0000023	AMPFI_12912, AMPFI_20581	LYTVA_00179
OG0000023	AMPFI_14885	LYTVA_05858
OG0000023	AMPFI_23006	LYTVA_00206
OG0000023	AMPFI_10764	LYTVA_12353, LYTVA_13074
OG0000023	AMPFI_08877, AMPFI_08668	LYTVA_26027
OG0000023	AMPFI_05765, AMPFI_01138, AMPFI_10312	LYTVA_20952, LYTVA_04490, LYTVA_24711, LYTVA_01233, LYTVA_21144, LYTVA_20416
OG0000023	AMPFI_05031	LYTVA_27483
OG0000024	AMPFI_25530	LYTVA_01628
OG0000024	AMPFI_18607, AMPFI_04889, AMPFI_22182, AMPFI_24167, AMPFI_19324, AMPFI_19493, AMPFI_23479	LYTVA_03378
OG0000024	AMPFI_02445	LYTVA_17867
OG0000024	AMPFI_11381, AMPFI_02352, AMPFI_22670, AMPFI_08428, AMPFI_09931, AMPFI_03114	LYTVA_16563
OG0000024	AMPFI_10533, AMPFI_24308, AMPFI_17116	LYTVA_24038, LYTVA_07220, LYTVA_19086
OG0000024	AMPFI_23401	LYTVA_16350
OG0000024	AMPFI_00675	LYTVA_14629
OG0000025	AMPFI_11202, AMPFI_14491, AMPFI_02470, AMPFI_17353, AMPFI_19073, AMPFI_18567, AMPFI_11662, AMPFI_06326, AMPFI_02796, AMPFI_22451, AMPFI_01773, AMPFI_15894, AMPFI_18568, AMPFI_07912, AMPFI_20624, AMPFI_08523, AMPFI_09101, AMPFI_18571, AMPFI_06549, AMPFI_02396, AMPFI_25559, AMPFI_14786	LYTVA_14879, LYTVA_14642, LYTVA_07343
OG0000025	AMPFI_05802	LYTVA_13225
OG0000025	AMPFI_02471, AMPFI_23714, AMPFI_19965, AMPFI_22886, AMPFI_01749	LYTVA_12652
OG0000025	AMPFI_12966, AMPFI_01931, AMPFI_02062, AMPFI_05832	LYTVA_14317
OG0000025	AMPFI_06743	LYTVA_16991
OG0000025	AMPFI_19256	LYTVA_23249
OG0000026	AMPFI_12171	LYTVA_08598, LYTVA_05009, LYTVA_02302
OG0000026	AMPFI_24667	LYTVA_08564
OG0000026	AMPFI_17661	LYTVA_25399, LYTVA_26794
OG0000026	AMPFI_08447, AMPFI_21379, AMPFI_14524, AMPFI_00667, AMPFI_07824, AMPFI_23957	LYTVA_19796
OG0000027	AMPFI_23434	LYTVA_19671, LYTVA_28057, LYTVA_19674, LYTVA_23495, LYTVA_25604, LYTVA_04986, LYTVA_22090
OG0000027	AMPFI_03819	LYTVA_18136, LYTVA_21206, LYTVA_09140, LYTVA_26069, LYTVA_02318, LYTVA_09971, LYTVA_25862
OG0000028	AMPFI_13515, AMPFI_15765	LYTVA_06601
OG0000028	AMPFI_19162	LYTVA_03719
OG0000028	AMPFI_04248	LYTVA_11085
OG0000028	AMPFI_13861	LYTVA_07479, LYTVA_22824
OG0000028	AMPFI_21505	LYTVA_11743
OG0000029	AMPFI_17682, AMPFI_23832	LYTVA_19314
OG0000029	AMPFI_10300	LYTVA_19555
OG0000029	AMPFI_01562, AMPFI_19753	LYTVA_01403, LYTVA_23870
OG0000029	AMPFI_18884	LYTVA_25609
OG0000029	AMPFI_24440	LYTVA_16374, LYTVA_14118, LYTVA_17454, LYTVA_10670, LYTVA_10669, LYTVA_12106, LYTVA_25172, LYTVA_28751, LYTVA_15803, LYTVA_05470, LYTVA_12796, LYTVA_24295, LYTVA_15802, LYTVA_16107, LYTVA_15826, LYTVA_25550, LYTVA_16955, LYTVA_29691, LYTVA_23564, LYTVA_08386
OG0000030	AMPFI_04928, AMPFI_02183	LYTVA_13667
OG0000030	AMPFI_03176	LYTVA_25177, LYTVA_24082, LYTVA_18277, LYTVA_24623, LYTVA_26760
OG0000031	AMPFI_06256	LYTVA_04157, LYTVA_03000
OG0000031	AMPFI_14304	LYTVA_07394
OG0000031	AMPFI_10484	LYTVA_19491
OG0000031	AMPFI_01333	LYTVA_13645
OG0000031	AMPFI_05075	LYTVA_29658
OG0000031	AMPFI_02985	LYTVA_09735
OG0000031	AMPFI_03768	LYTVA_24172
OG0000032	AMPFI_10091	LYTVA_21601
OG0000032	AMPFI_08698	LYTVA_15486, LYTVA_13671
OG0000032	AMPFI_03594	LYTVA_00916
OG0000032	AMPFI_22327, AMPFI_04329	LYTVA_26011, LYTVA_24216, LYTVA_22020
OG0000033	AMPFI_12725	LYTVA_26430
OG0000033	AMPFI_17526, AMPFI_16483, AMPFI_06102, AMPFI_06688	LYTVA_28431
OG0000033	AMPFI_22418	LYTVA_01818
OG0000033	AMPFI_24844	LYTVA_26144
OG0000033	AMPFI_22100, AMPFI_08482	LYTVA_28731
OG0000033	AMPFI_05216	LYTVA_04922
OG0000033	AMPFI_19595, AMPFI_18759	LYTVA_02656, LYTVA_01378
OG0000033	AMPFI_23966, AMPFI_19067, AMPFI_17279	LYTVA_09579, LYTVA_17007, LYTVA_04337, LYTVA_20141, LYTVA_23929, LYTVA_14663, LYTVA_12466
OG0000033	AMPFI_21967	LYTVA_08031
OG0000033	AMPFI_01844, AMPFI_20234	LYTVA_19303, LYTVA_26986, LYTVA_09691, LYTVA_16830, LYTVA_23842, LYTVA_08232, LYTVA_25046, LYTVA_17139, LYTVA_00757, LYTVA_12726, LYTVA_28732, LYTVA_23242
OG0000033	AMPFI_01742, AMPFI_17317	LYTVA_20558, LYTVA_07100
OG0000033	AMPFI_01780, AMPFI_01855, AMPFI_18243, AMPFI_02747, AMPFI_01913, AMPFI_02903	LYTVA_19429, LYTVA_26229
OG0000034	AMPFI_04753	LYTVA_20191
OG0000034	AMPFI_00398	LYTVA_04080
OG0000035	AMPFI_24612, AMPFI_24508, AMPFI_00269, AMPFI_05651, AMPFI_21566	LYTVA_02303, LYTVA_16617
OG0000035	AMPFI_13261	LYTVA_27828
OG0000035	AMPFI_08859	LYTVA_22468
OG0000035	AMPFI_12878	LYTVA_12116
OG0000035	AMPFI_13349	LYTVA_12115
OG0000035	AMPFI_11303	LYTVA_04128
OG0000036	AMPFI_06932	LYTVA_14662, LYTVA_10525, LYTVA_29789, LYTVA_04431, LYTVA_20434
OG0000036	AMPFI_10500	LYTVA_13908, LYTVA_15589, LYTVA_17448, LYTVA_14119, LYTVA_09824, LYTVA_28930, LYTVA_28136
OG0000036	AMPFI_15407	LYTVA_07532
OG0000036	AMPFI_19204	LYTVA_03326
OG0000036	AMPFI_07474	LYTVA_18880, LYTVA_25896
OG0000036	AMPFI_18710	LYTVA_13566
OG0000037	AMPFI_00972	LYTVA_11127
OG0000037	AMPFI_17087	LYTVA_04662
OG0000038	AMPFI_07219	LYTVA_09821
OG0000038	AMPFI_17412, AMPFI_07007, AMPFI_22984, AMPFI_19985, AMPFI_07006, AMPFI_00855, AMPFI_03880	LYTVA_00437
OG0000038	AMPFI_11821, AMPFI_12065	LYTVA_05063
OG0000039	AMPFI_15658	LYTVA_16233, LYTVA_28543
OG0000039	AMPFI_01199	LYTVA_07607
OG0000039	AMPFI_04473, AMPFI_17373	LYTVA_13062
OG0000039	AMPFI_17767	LYTVA_02868
OG0000040	AMPFI_02741	LYTVA_16039, LYTVA_16036, LYTVA_22091, LYTVA_29527, LYTVA_27351, LYTVA_03168, LYTVA_11912, LYTVA_06756, LYTVA_18912, LYTVA_12532, LYTVA_15738, LYTVA_27452, LYTVA_05580, LYTVA_25285
OG0000042	AMPFI_02915, AMPFI_12175, AMPFI_02664, AMPFI_15276	LYTVA_24767, LYTVA_21894
OG0000042	AMPFI_24137	LYTVA_25081, LYTVA_25080, LYTVA_12139, LYTVA_18903, LYTVA_17561, LYTVA_10627, LYTVA_07504, LYTVA_30053
OG0000043	AMPFI_07177	LYTVA_05725, LYTVA_13550
OG0000043	AMPFI_13817	LYTVA_00226
OG0000043	AMPFI_04816	LYTVA_12710
OG0000044	AMPFI_13059	LYTVA_11853
OG0000044	AMPFI_10491	LYTVA_10017
OG0000044	AMPFI_12455	LYTVA_14074
OG0000044	AMPFI_02748	LYTVA_26561
OG0000044	AMPFI_18408	LYTVA_19279
OG0000044	AMPFI_15551	LYTVA_19469, LYTVA_22018
OG0000045	AMPFI_20949	LYTVA_24388, LYTVA_02507
OG0000046	AMPFI_02275, AMPFI_17068	LYTVA_22286
OG0000046	AMPFI_08774	LYTVA_20626
OG0000047	AMPFI_20742, AMPFI_00834	LYTVA_03680, LYTVA_24771
OG0000047	AMPFI_06583	LYTVA_29236, LYTVA_23656, LYTVA_28273
OG0000047	AMPFI_11820, AMPFI_21835	LYTVA_15082
OG0000047	AMPFI_23686	LYTVA_09701
OG0000048	AMPFI_07263	LYTVA_25775
OG0000048	AMPFI_06745	LYTVA_15043
OG0000048	AMPFI_01185	LYTVA_26635
OG0000048	AMPFI_22758	LYTVA_27999
OG0000048	AMPFI_10591	LYTVA_08149
OG0000048	AMPFI_16815	LYTVA_01464, LYTVA_09123
OG0000048	AMPFI_19210, AMPFI_10367, AMPFI_21707, AMPFI_01763	LYTVA_17485, LYTVA_17487, LYTVA_17489
OG0000048	AMPFI_08767	LYTVA_11620
OG0000049	AMPFI_25468	LYTVA_14034
OG0000049	AMPFI_21732	LYTVA_25007
OG0000049	AMPFI_05869	LYTVA_28129
OG0000050	AMPFI_09852, AMPFI_09851, AMPFI_22369, AMPFI_19942, AMPFI_15208	LYTVA_22634, LYTVA_29206, LYTVA_08549, LYTVA_25325, LYTVA_16900, LYTVA_03419
OG0000050	AMPFI_19742	LYTVA_16160, LYTVA_19016, LYTVA_06118, LYTVA_23189
OG0000050	AMPFI_12802	LYTVA_17620
OG0000051	AMPFI_12251, AMPFI_06956, AMPFI_18032	LYTVA_20043, LYTVA_13578, LYTVA_29605, LYTVA_13579, LYTVA_20045, LYTVA_20046, LYTVA_12866, LYTVA_12868, LYTVA_12869, LYTVA_29317, LYTVA_29318, LYTVA_29319, LYTVA_03012, LYTVA_09968, LYTVA_16489, LYTVA_16496, LYTVA_27370
OG0000051	AMPFI_18977	LYTVA_16492, LYTVA_16490
OG0000051	AMPFI_01376, AMPFI_01979, AMPFI_15572, AMPFI_18266, AMPFI_05878, AMPFI_02130, AMPFI_25599	LYTVA_02533, LYTVA_15636, LYTVA_24100, LYTVA_12428
OG0000052	AMPFI_03740	LYTVA_24950
OG0000052	AMPFI_09055, AMPFI_22969, AMPFI_16643, AMPFI_18443, AMPFI_21368	LYTVA_15380
OG0000052	AMPFI_24630, AMPFI_04652, AMPFI_10912, AMPFI_12754, AMPFI_13833, AMPFI_12690, AMPFI_19427, AMPFI_04582, AMPFI_02325, AMPFI_23491, AMPFI_05841, AMPFI_24118, AMPFI_20511, AMPFI_08366, AMPFI_13707, AMPFI_14605, AMPFI_11434, AMPFI_03965, AMPFI_20512, AMPFI_13505, AMPFI_14163, AMPFI_22708, AMPFI_14350, AMPFI_13327, AMPFI_07170, AMPFI_10973, AMPFI_20869, AMPFI_16702, AMPFI_09892, AMPFI_19128, AMPFI_20552, AMPFI_11422, AMPFI_14308	LYTVA_25360, LYTVA_13343, LYTVA_27172, LYTVA_14727, LYTVA_07095, LYTVA_26162
OG0000053	AMPFI_17492	LYTVA_06684, LYTVA_08646, LYTVA_29027
OG0000053	AMPFI_03971, AMPFI_14513	LYTVA_10692, LYTVA_10696
OG0000053	AMPFI_00195	LYTVA_06917, LYTVA_09771, LYTVA_17452, LYTVA_20115, LYTVA_20116, LYTVA_00662, LYTVA_05209
OG0000053	AMPFI_18591	LYTVA_10743, LYTVA_12622, LYTVA_05055, LYTVA_03521, LYTVA_18088, LYTVA_00806
OG0000053	AMPFI_19168	LYTVA_15391
OG0000053	AMPFI_10666, AMPFI_20177	LYTVA_18779, LYTVA_10493, LYTVA_28008, LYTVA_18776, LYTVA_09131
OG0000053	AMPFI_24389, AMPFI_03879	LYTVA_16852
OG0000054	AMPFI_10274	LYTVA_11502, LYTVA_10035, LYTVA_09103
OG0000055	AMPFI_18462	LYTVA_08084
OG0000055	AMPFI_10980	LYTVA_05724, LYTVA_23050
OG0000056	AMPFI_10015	LYTVA_03272
OG0000056	AMPFI_06567, AMPFI_06885	LYTVA_02051
OG0000056	AMPFI_21387	LYTVA_23383, LYTVA_28840
OG0000056	AMPFI_13952, AMPFI_00302	LYTVA_00266
OG0000057	AMPFI_01580, AMPFI_02256	LYTVA_05797, LYTVA_22815
OG0000058	AMPFI_22601	LYTVA_15397
OG0000058	AMPFI_13098	LYTVA_14164
OG0000058	AMPFI_05634	LYTVA_05598, LYTVA_13005
OG0000059	AMPFI_17417, AMPFI_04404, AMPFI_21031, AMPFI_04726, AMPFI_09318	LYTVA_05676
OG0000059	AMPFI_02192, AMPFI_01329	LYTVA_23483
OG0000060	AMPFI_23758	LYTVA_30158, LYTVA_18098
OG0000060	AMPFI_19643	LYTVA_02319
OG0000060	AMPFI_25991, AMPFI_02716	LYTVA_11689, LYTVA_07972
OG0000060	AMPFI_19058	LYTVA_16681, LYTVA_27455, LYTVA_18661, LYTVA_15046, LYTVA_11690, LYTVA_27067, LYTVA_20469, LYTVA_27945, LYTVA_28067, LYTVA_19641, LYTVA_23621, LYTVA_28547, LYTVA_22653, LYTVA_18637, LYTVA_13960, LYTVA_15384
OG0000062	AMPFI_07777, AMPFI_07778	LYTVA_15332
OG0000062	AMPFI_06193	LYTVA_01528
OG0000062	AMPFI_05434	LYTVA_18550
OG0000063	AMPFI_21664	LYTVA_28622
OG0000063	AMPFI_24747, AMPFI_13584	LYTVA_20066, LYTVA_07999
OG0000064	AMPFI_19990	LYTVA_25756, LYTVA_19553, LYTVA_11533, LYTVA_25986, LYTVA_20628, LYTVA_08302, LYTVA_26954, LYTVA_23516, LYTVA_23510, LYTVA_23508, LYTVA_20029, LYTVA_23509, LYTVA_23514, LYTVA_23515, LYTVA_23517, LYTVA_19853, LYTVA_19855, LYTVA_08702, LYTVA_12533, LYTVA_19854, LYTVA_18448, LYTVA_23953, LYTVA_01963
OG0000064	AMPFI_15929, AMPFI_24526, AMPFI_22622	LYTVA_26515, LYTVA_14352, LYTVA_25713, LYTVA_07922, LYTVA_29165, LYTVA_14963, LYTVA_01763, LYTVA_05680, LYTVA_01518, LYTVA_16673, LYTVA_20353, LYTVA_07078, LYTVA_28733
OG0000064	AMPFI_22486	LYTVA_17742, LYTVA_01814, LYTVA_24882, LYTVA_11536, LYTVA_13973, LYTVA_29064, LYTVA_20961, LYTVA_12243, LYTVA_20960, LYTVA_14350, LYTVA_14353
OG0000065	AMPFI_23067	LYTVA_24579
OG0000066	AMPFI_16063	LYTVA_01899
OG0000066	AMPFI_19169	LYTVA_28191
OG0000066	AMPFI_09400	LYTVA_14724
OG0000067	AMPFI_04770	LYTVA_00141, LYTVA_19952, LYTVA_28647
OG0000067	AMPFI_09466, AMPFI_18191, AMPFI_01682	LYTVA_07502, LYTVA_25538
OG0000067	AMPFI_10236	LYTVA_09112, LYTVA_09554, LYTVA_15190
OG0000067	AMPFI_12403	LYTVA_26045
OG0000068	AMPFI_16312	LYTVA_29801, LYTVA_20828
OG0000068	AMPFI_23414, AMPFI_23547, AMPFI_24987, AMPFI_02102, AMPFI_23184, AMPFI_04648, AMPFI_15422, AMPFI_22045, AMPFI_24986, AMPFI_14044, AMPFI_25888, AMPFI_25645, AMPFI_12166	LYTVA_07218, LYTVA_11696, LYTVA_13367, LYTVA_16452, LYTVA_16451, LYTVA_16446, LYTVA_11505, LYTVA_21833, LYTVA_15019, LYTVA_02519, LYTVA_23071, LYTVA_16450
OG0000068	AMPFI_21287	LYTVA_22369
OG0000068	AMPFI_06879	LYTVA_23647
OG0000069	AMPFI_08415	LYTVA_15781
OG0000069	AMPFI_07519	LYTVA_28251, LYTVA_19634, LYTVA_18557
OG0000069	AMPFI_12140	LYTVA_07535
OG0000069	AMPFI_20704, AMPFI_07178	LYTVA_16092, LYTVA_19233, LYTVA_24451, LYTVA_10412, LYTVA_00397, LYTVA_12821
OG0000072	AMPFI_20479	LYTVA_16436
OG0000072	AMPFI_21820	LYTVA_23422
OG0000072	AMPFI_10116	LYTVA_09419
OG0000073	AMPFI_17720, AMPFI_09678	LYTVA_08820, LYTVA_28046
OG0000073	AMPFI_15154	LYTVA_01047, LYTVA_24568
OG0000073	AMPFI_10119	LYTVA_03728
OG0000074	AMPFI_09812	LYTVA_27116, LYTVA_29211
OG0000074	AMPFI_05452	LYTVA_07270, LYTVA_29253
