Orthogroup	AMPFI_ok	DANRE
OG0000007	AMPFI_02812	DANRE38320, DANRE26009, DANRE40798, DANRE40799
OG0000007	AMPFI_07094	DANRE07019, DANRE07017, DANRE07018, DANRE13390, DANRE11787, DANRE11788, DANRE10909, DANRE10908
OG0000007	AMPFI_15871	DANRE03447
OG0000007	AMPFI_26059	DANRE08320, DANRE33659
OG0000007	AMPFI_15806	DANRE06830, DANRE11124, DANRE11125, DANRE11123, DANRE17691, DANRE17692, DANRE03760, DANRE05908
OG0000007	AMPFI_22204	DANRE30028, DANRE03038, DANRE28801
OG0000007	AMPFI_08786	DANRE30495, DANRE03657, DANRE03658
OG0000007	AMPFI_21281	DANRE02453, DANRE09326, DANRE09325
OG0000007	AMPFI_23280	DANRE11519, DANRE13255, DANRE02905, DANRE04393
OG0000008	AMPFI_03619	DANRE27059, DANRE36385, DANRE36384, DANRE36386, DANRE36383
OG0000008	AMPFI_18464	DANRE34310, DANRE39865
OG0000008	AMPFI_13893	DANRE15160, DANRE15161, DANRE09428, DANRE27450, DANRE27451, DANRE27453, DANRE27452
OG0000010	AMPFI_14170	DANRE21116, DANRE21115, DANRE21125, DANRE21126, DANRE21124, DANRE21123, DANRE21122, DANRE21119, DANRE21117, DANRE21118, DANRE21127, DANRE21136, DANRE33958, DANRE33959, DANRE40235, DANRE40234, DANRE40232, DANRE40233, DANRE21135, DANRE38562, DANRE38564, DANRE38563, DANRE08709, DANRE08676, DANRE08677, DANRE08708
OG0000010	AMPFI_04353	DANRE28016, DANRE28015, DANRE28014, DANRE30968
OG0000010	AMPFI_20654	DANRE39463, DANRE39462
OG0000011	AMPFI_20107	DANRE22618, DANRE32639, DANRE19908, DANRE03442
OG0000012	AMPFI_05035, AMPFI_18913	DANRE38177, DANRE38176
OG0000013	AMPFI_13640	DANRE02564, DANRE02565, DANRE02567, DANRE02566, DANRE02563, DANRE02568, DANRE41664, DANRE41663, DANRE41661, DANRE41662, DANRE41659, DANRE41658, DANRE41657, DANRE35359, DANRE35361, DANRE35360, DANRE35367, DANRE35365, DANRE35366, DANRE35364, DANRE33461, DANRE33468, DANRE33462, DANRE33466, DANRE33467, DANRE33465, DANRE33464, DANRE33463, DANRE24713, DANRE39935, DANRE39936, DANRE00714, DANRE37989, DANRE12210, DANRE15499, DANRE15493, DANRE15492, DANRE15491, DANRE15498, DANRE15497, DANRE15495, DANRE15494, DANRE25903, DANRE25904, DANRE25905, DANRE13233, DANRE13234, DANRE13231, DANRE13232, DANRE13235, DANRE00838
OG0000014	AMPFI_05504, AMPFI_16319	DANRE37898, DANRE35206, DANRE12526, DANRE12528, DANRE12527, DANRE40509, DANRE36844, DANRE43146, DANRE22544, DANRE03629, DANRE29858, DANRE04027, DANRE04029, DANRE04028, DANRE30100, DANRE03816, DANRE11299, DANRE03520, DANRE40391
OG0000014	AMPFI_18330	DANRE11197, DANRE03296
OG0000014	AMPFI_16339	DANRE17251, DANRE43403
OG0000015	AMPFI_23995	DANRE42903, DANRE42902, DANRE07145, DANRE07146, DANRE07144, DANRE33766, DANRE16271, DANRE06691, DANRE06693, DANRE06694, DANRE06695, DANRE06692
OG0000016	AMPFI_14639	DANRE38616, DANRE06628, DANRE06627, DANRE13366
OG0000016	AMPFI_02509, AMPFI_18398, AMPFI_25432, AMPFI_13256, AMPFI_19016, AMPFI_14283, AMPFI_00661, AMPFI_20589, AMPFI_24031, AMPFI_06919, AMPFI_11939	DANRE35611
OG0000016	AMPFI_06248	DANRE02012
OG0000016	AMPFI_15536, AMPFI_18220, AMPFI_13190	DANRE13447
OG0000018	AMPFI_15215, AMPFI_16636	DANRE32666
OG0000018	AMPFI_22035	DANRE04209, DANRE28234, DANRE04603, DANRE29058, DANRE05534, DANRE17601, DANRE09239, DANRE24202
OG0000018	AMPFI_04983, AMPFI_11059, AMPFI_23717, AMPFI_12063, AMPFI_02180, AMPFI_24359, AMPFI_11606, AMPFI_17730, AMPFI_25691, AMPFI_15911, AMPFI_10325, AMPFI_01217, AMPFI_21247, AMPFI_04821, AMPFI_11605, AMPFI_01478, AMPFI_15420, AMPFI_15421, AMPFI_02040	DANRE31993, DANRE10860, DANRE34666, DANRE28525, DANRE06532, DANRE42745, DANRE25935, DANRE41823, DANRE28532, DANRE32198, DANRE23599, DANRE04161, DANRE11286, DANRE13094
OG0000018	AMPFI_08768, AMPFI_18527, AMPFI_16233, AMPFI_08463, AMPFI_12214, AMPFI_19679, AMPFI_16987, AMPFI_22107, AMPFI_09593, AMPFI_03755, AMPFI_23574, AMPFI_02255, AMPFI_04146, AMPFI_25008	DANRE13954, DANRE13946
OG0000019	AMPFI_10151	DANRE41681
OG0000019	AMPFI_01264, AMPFI_06523	DANRE39715, DANRE24632, DANRE24631, DANRE21113, DANRE21112, DANRE29948, DANRE29945, DANRE29947, DANRE41684, DANRE41682, DANRE41683, DANRE35868, DANRE35867, DANRE35869
OG0000020	AMPFI_07852	DANRE10827, DANRE10826, DANRE10743
OG0000020	AMPFI_19334	DANRE10670
OG0000020	AMPFI_11019	DANRE40536
OG0000020	AMPFI_06907	DANRE42755
OG0000020	AMPFI_24792	DANRE24424, DANRE24423, DANRE27995, DANRE27624, DANRE27625
OG0000020	AMPFI_07932	DANRE27431, DANRE27432, DANRE27433
OG0000020	AMPFI_12343	DANRE06741, DANRE06740, DANRE15747
OG0000020	AMPFI_25813	DANRE22958, DANRE22959
OG0000020	AMPFI_21494	DANRE06663, DANRE06664
OG0000020	AMPFI_07388	DANRE18984
OG0000020	AMPFI_13969	DANRE27379
OG0000021	AMPFI_08825	DANRE39722, DANRE22090, DANRE36686, DANRE36683, DANRE36685, DANRE36633, DANRE13240, DANRE13243, DANRE13242, DANRE13246, DANRE13245, DANRE13241, DANRE24996, DANRE01663, DANRE01662
OG0000021	AMPFI_16391, AMPFI_25518, AMPFI_19616, AMPFI_08794, AMPFI_23196, AMPFI_19941	DANRE37717, DANRE02277
OG0000021	AMPFI_00389, AMPFI_07405, AMPFI_24716, AMPFI_19890, AMPFI_10085, AMPFI_07684	DANRE27401, DANRE27403, DANRE27400
OG0000023	AMPFI_14885, AMPFI_23006, AMPFI_10764	DANRE19492, DANRE40604, DANRE27752, DANRE38057, DANRE39283, DANRE25540, DANRE36925, DANRE26382, DANRE26381, DANRE29650, DANRE29649, DANRE03181, DANRE19476, DANRE19477
OG0000025	AMPFI_19256	DANRE19901, DANRE03302, DANRE09085, DANRE21568
OG0000026	AMPFI_12171	DANRE25537, DANRE36265
OG0000026	AMPFI_08394, AMPFI_03099, AMPFI_18185, AMPFI_25697, AMPFI_04674, AMPFI_24667, AMPFI_01870, AMPFI_14564, AMPFI_11288, AMPFI_23391	DANRE09875
OG0000026	AMPFI_01077, AMPFI_16904	DANRE42258, DANRE07529
OG0000028	AMPFI_19162	DANRE15903, DANRE06013, DANRE08736, DANRE08737, DANRE20375, DANRE07178
OG0000029	AMPFI_17682, AMPFI_23832	DANRE22154
OG0000029	AMPFI_13521, AMPFI_10300, AMPFI_01562, AMPFI_19753	DANRE39912, DANRE39910, DANRE39911, DANRE39909, DANRE12668, DANRE12669, DANRE40256, DANRE22155, DANRE11325, DANRE16818, DANRE16817, DANRE13326
OG0000030	AMPFI_02183	DANRE34589, DANRE34588
OG0000030	AMPFI_03176	DANRE16388, DANRE16389, DANRE14546, DANRE09884, DANRE09883, DANRE34902
OG0000031	AMPFI_13279, AMPFI_01755, AMPFI_10718, AMPFI_14435, AMPFI_16606	DANRE20694
OG0000031	AMPFI_06256	DANRE41496, DANRE35535, DANRE23155
OG0000031	AMPFI_14304	DANRE13622, DANRE13623
OG0000031	AMPFI_10484	DANRE26516
OG0000031	AMPFI_01333	DANRE11621
OG0000031	AMPFI_05075	DANRE27399, DANRE21472, DANRE14252
OG0000031	AMPFI_10833	DANRE16189, DANRE42315, DANRE15746
OG0000031	AMPFI_02985	DANRE42215, DANRE15380, DANRE42216, DANRE28106, DANRE23847, DANRE23848
OG0000032	AMPFI_10091, AMPFI_08698, AMPFI_15533, AMPFI_18245, AMPFI_03345, AMPFI_07304	DANRE30726, DANRE30725, DANRE33206, DANRE33207, DANRE33205, DANRE33204, DANRE33199, DANRE32929, DANRE32926, DANRE32927, DANRE33203, DANRE33202, DANRE32928, DANRE33200, DANRE33201, DANRE36261, DANRE20344, DANRE20343, DANRE12884, DANRE39037
OG0000032	AMPFI_03594	DANRE22486, DANRE22485, DANRE22487, DANRE22488
OG0000032	AMPFI_22327	DANRE24197
OG0000034	AMPFI_04753	DANRE35041
OG0000034	AMPFI_00398	DANRE29602, DANRE23932, DANRE37022, DANRE22465, DANRE31461, DANRE31460, DANRE12388, DANRE12387, DANRE25947
OG0000035	AMPFI_17275	DANRE23313
OG0000035	AMPFI_20705	DANRE40563, DANRE38347, DANRE12928, DANRE12929, DANRE27654
OG0000035	AMPFI_13261	DANRE31052, DANRE25078, DANRE12998, DANRE12997
OG0000035	AMPFI_07620, AMPFI_08859, AMPFI_16822	DANRE29644, DANRE29645, DANRE13480, DANRE13479, DANRE12467, DANRE12466, DANRE30988
OG0000035	AMPFI_12878	DANRE36852, DANRE22281, DANRE12942, DANRE38472, DANRE12371, DANRE12370, DANRE30757, DANRE30760, DANRE30759, DANRE30758, DANRE30761
OG0000035	AMPFI_11303	DANRE38222, DANRE38223, DANRE12948
OG0000036	AMPFI_11948	DANRE25335, DANRE27775, DANRE38068, DANRE26145, DANRE38623
OG0000036	AMPFI_14775, AMPFI_19912	DANRE07186, DANRE30853
OG0000036	AMPFI_15407, AMPFI_19204, AMPFI_07474, AMPFI_19635, AMPFI_18831, AMPFI_22411	DANRE11991, DANRE38630
OG0000037	AMPFI_11581	DANRE11959, DANRE17549, DANRE11958, DANRE11635, DANRE11634, DANRE17282, DANRE17582, DANRE10717, DANRE10716, DANRE06286, DANRE06287
OG0000037	AMPFI_25668	DANRE03950, DANRE03951, DANRE05592, DANRE05591, DANRE37805, DANRE37804, DANRE13383
OG0000038	AMPFI_17412, AMPFI_07007, AMPFI_22984, AMPFI_19985, AMPFI_07006, AMPFI_00855, AMPFI_03880	DANRE23401
OG0000038	AMPFI_11821, AMPFI_12065, AMPFI_11482, AMPFI_17061	DANRE41584
OG0000039	AMPFI_15658	DANRE38069, DANRE38070
OG0000039	AMPFI_20335, AMPFI_20685, AMPFI_03724	DANRE09344
OG0000040	AMPFI_24657	DANRE30036
OG0000040	AMPFI_02741	DANRE30032, DANRE30031, DANRE30033, DANRE30029, DANRE30030, DANRE30035, DANRE30034, DANRE17230
OG0000043	AMPFI_04816	DANRE43265
OG0000044	AMPFI_13059	DANRE20253, DANRE20252, DANRE04869, DANRE04868, DANRE04870, DANRE01471, DANRE01470, DANRE41195, DANRE41197, DANRE41200, DANRE41196, DANRE41199, DANRE05871, DANRE05873, DANRE05872, DANRE05874, DANRE05876, DANRE05875
OG0000044	AMPFI_10491	DANRE06946, DANRE06947, DANRE06457, DANRE17818, DANRE24284, DANRE24283
OG0000044	AMPFI_12455	DANRE24280
OG0000044	AMPFI_22687, AMPFI_10992, AMPFI_03970	DANRE13593
OG0000046	AMPFI_02275, AMPFI_17068	DANRE15742
OG0000048	AMPFI_06745	DANRE33718
OG0000048	AMPFI_01185	DANRE19398
OG0000048	AMPFI_21987, AMPFI_06139	DANRE08311
OG0000048	AMPFI_10591, AMPFI_13556	DANRE17556, DANRE05472
OG0000048	AMPFI_08767	DANRE26183
OG0000050	AMPFI_23876, AMPFI_19742	DANRE05388, DANRE16154, DANRE21370, DANRE14263, DANRE25768, DANRE00430, DANRE32860, DANRE42655, DANRE31654, DANRE32311, DANRE20964
OG0000050	AMPFI_12802	DANRE33098, DANRE32869, DANRE33097, DANRE32870
OG0000051	AMPFI_01376, AMPFI_01979, AMPFI_15572, AMPFI_18266, AMPFI_05878, AMPFI_02130, AMPFI_25599	DANRE04454, DANRE04455, DANRE04456, DANRE04458, DANRE04457
OG0000054	AMPFI_10274	DANRE06791, DANRE15743
OG0000054	AMPFI_23388, AMPFI_23387, AMPFI_06988, AMPFI_13427, AMPFI_13250, AMPFI_25267, AMPFI_10354, AMPFI_24076, AMPFI_02790, AMPFI_02789, AMPFI_19023	DANRE09041, DANRE09042
OG0000056	AMPFI_10015	DANRE01913, DANRE01914, DANRE39460, DANRE39459, DANRE15877, DANRE15878, DANRE15879, DANRE39458, DANRE26297, DANRE26296, DANRE26298, DANRE26299, DANRE30224, DANRE30223, DANRE17147, DANRE17148, DANRE17149, DANRE30238, DANRE01911, DANRE01910
OG0000056	AMPFI_13952, AMPFI_00302	DANRE30239
OG0000057	AMPFI_01580, AMPFI_02256	DANRE01491, DANRE01492, DANRE34768, DANRE34769, DANRE25607, DANRE38933
OG0000057	AMPFI_22187, AMPFI_02601, AMPFI_04153, AMPFI_22527	DANRE02560, DANRE02558, DANRE02559
OG0000058	AMPFI_18481	DANRE01466, DANRE01467
OG0000058	AMPFI_03991, AMPFI_22601, AMPFI_13098	DANRE15450
OG0000060	AMPFI_23758	DANRE15035, DANRE15034, DANRE05268
OG0000062	AMPFI_04452, AMPFI_07777, AMPFI_07778, AMPFI_06193	DANRE08107, DANRE08104, DANRE08105, DANRE08102, DANRE08103, DANRE08106, DANRE08101, DANRE08100, DANRE28562, DANRE28568, DANRE28566, DANRE28565, DANRE28573, DANRE28574, DANRE28576, DANRE28571, DANRE28572, DANRE28569, DANRE28442, DANRE28441, DANRE28577, DANRE28578, DANRE43388, DANRE28579, DANRE28570
OG0000062	AMPFI_05434	DANRE18807, DANRE18806
OG0000063	AMPFI_21664	DANRE30783, DANRE30785, DANRE30782, DANRE01805, DANRE01806, DANRE36784, DANRE36785
OG0000063	AMPFI_25718, AMPFI_20407, AMPFI_07613	DANRE15770
OG0000066	AMPFI_09400	DANRE40339, DANRE40338, DANRE40337, DANRE40336
OG0000067	AMPFI_09466, AMPFI_18191, AMPFI_01682, AMPFI_10236, AMPFI_18458, AMPFI_18044, AMPFI_00280, AMPFI_18852, AMPFI_24558, AMPFI_14845, AMPFI_03396, AMPFI_25574, AMPFI_12403, AMPFI_06999	DANRE05059, DANRE06045, DANRE20513, DANRE39179
OG0000068	AMPFI_04870	DANRE39760, DANRE39761, DANRE22550, DANRE22548, DANRE36056, DANRE22549, DANRE22547, DANRE39762, DANRE25132, DANRE31207, DANRE31206, DANRE31205, DANRE41310, DANRE31358, DANRE31357
OG0000068	AMPFI_23414, AMPFI_23547, AMPFI_24987, AMPFI_02102, AMPFI_23184, AMPFI_04648, AMPFI_15422, AMPFI_22045, AMPFI_24986, AMPFI_14044, AMPFI_25888, AMPFI_25645, AMPFI_12166	DANRE22551
OG0000069	AMPFI_08415	DANRE26091
OG0000069	AMPFI_20704, AMPFI_07178	DANRE37416
OG0000072	AMPFI_26076	DANRE15952, DANRE15953, DANRE00858, DANRE00856, DANRE00857, DANRE08517
OG0000072	AMPFI_21820	DANRE08498, DANRE08497, DANRE06006
OG0000073	AMPFI_10119	DANRE23044, DANRE24104, DANRE24103, DANRE27229, DANRE39355, DANRE27228, DANRE27227, DANRE24102, DANRE30709, DANRE30708, DANRE12382
OG0000074	AMPFI_22998, AMPFI_09812, AMPFI_05452	DANRE30953, DANRE23378, DANRE15580, DANRE43367, DANRE15578, DANRE15579, DANRE15576, DANRE15577, DANRE15581, DANRE15589, DANRE15590
OG0000074	AMPFI_19576	DANRE17935
OG0000074	AMPFI_22923, AMPFI_25359, AMPFI_19392, AMPFI_00530, AMPFI_02296	DANRE25680
OG0000075	AMPFI_17345, AMPFI_17344	DANRE03709, DANRE26359, DANRE26360
OG0000075	AMPFI_12462	DANRE41686, DANRE41687, DANRE35873, DANRE35872
OG0000075	AMPFI_03839	DANRE23134, DANRE23133
OG0000075	AMPFI_10510	DANRE09985, DANRE09984, DANRE09983, DANRE02787
OG0000075	AMPFI_15829	DANRE41688, DANRE23132
OG0000075	AMPFI_15139	DANRE36834, DANRE40515, DANRE12778
OG0000075	AMPFI_15917	DANRE30937, DANRE41300
OG0000075	AMPFI_17574	DANRE31021, DANRE31022
OG0000078	AMPFI_10742, AMPFI_19118, AMPFI_00030, AMPFI_21986	DANRE39894, DANRE39895, DANRE39896, DANRE26111, DANRE26112, DANRE36848, DANRE30865, DANRE30864
OG0000079	AMPFI_09380	DANRE41428, DANRE41431, DANRE41432, DANRE41429, DANRE41430, DANRE23441, DANRE01701, DANRE07129, DANRE07131, DANRE06662
OG0000079	AMPFI_09436, AMPFI_07753, AMPFI_20678, AMPFI_00442	DANRE00163, DANRE00164, DANRE00165, DANRE19082, DANRE19083, DANRE06228, DANRE06227, DANRE06226, DANRE06225, DANRE06229
OG0000079	AMPFI_24805	DANRE08425, DANRE08424, DANRE08423, DANRE08420, DANRE08416, DANRE08419, DANRE08415, DANRE01231, DANRE01230, DANRE08421, DANRE08418, DANRE08422, DANRE40812, DANRE40811, DANRE40809, DANRE40810, DANRE33381, DANRE40813
OG0000079	AMPFI_06359, AMPFI_07521	DANRE01827, DANRE01825, DANRE01824, DANRE01826
OG0000082	AMPFI_21007	DANRE33308
OG0000082	AMPFI_06890	DANRE06377
OG0000082	AMPFI_15952, AMPFI_11015	DANRE00971
OG0000082	AMPFI_13856, AMPFI_12634	DANRE00970
OG0000085	AMPFI_20771	DANRE03872, DANRE13568, DANRE10642, DANRE42815, DANRE01947
OG0000085	AMPFI_09379	DANRE34010, DANRE34949, DANRE08303, DANRE08302, DANRE35408
OG0000085	AMPFI_25819	DANRE10316
OG0000085	AMPFI_04349	DANRE14204, DANRE04562
OG0000086	AMPFI_08733	DANRE19051
OG0000086	AMPFI_05873	DANRE34828, DANRE34827, DANRE28936
OG0000086	AMPFI_16129, AMPFI_08667	DANRE36075, DANRE31941, DANRE19260
OG0000086	AMPFI_16003, AMPFI_11221, AMPFI_22909	DANRE33398
OG0000086	AMPFI_07935	DANRE07765
OG0000087	AMPFI_07196	DANRE02654, DANRE02653
OG0000087	AMPFI_09489, AMPFI_05588, AMPFI_13769	DANRE42135
OG0000087	AMPFI_08649	DANRE22805, DANRE22804
OG0000087	AMPFI_11171	DANRE24820, DANRE24821
OG0000087	AMPFI_19662, AMPFI_19663	DANRE42134
OG0000088	AMPFI_08023, AMPFI_23228, AMPFI_23443, AMPFI_08159, AMPFI_22112, AMPFI_19709, AMPFI_17224, AMPFI_20465, AMPFI_07330, AMPFI_26016, AMPFI_13620, AMPFI_12147, AMPFI_09459	DANRE05341, DANRE04380, DANRE25416, DANRE12560, DANRE26544, DANRE23867, DANRE36501, DANRE26035
OG0000089	AMPFI_00096	DANRE18392
OG0000091	AMPFI_04685, AMPFI_24623, AMPFI_10622	DANRE19328, DANRE19327, DANRE19329
OG0000094	AMPFI_02587, AMPFI_25694, AMPFI_04666	DANRE40961
OG0000094	AMPFI_18905, AMPFI_06525	DANRE26291, DANRE26290, DANRE39959, DANRE39958, DANRE34093, DANRE34091, DANRE34092, DANRE34090, DANRE34094, DANRE34095, DANRE19459, DANRE19458, DANRE39957, DANRE29718, DANRE29719, DANRE29717, DANRE02593, DANRE02592, DANRE02591
OG0000096	AMPFI_12180	DANRE06854, DANRE41409, DANRE15329, DANRE13475
OG0000096	AMPFI_22693	DANRE40526, DANRE02165, DANRE31394, DANRE31393
OG0000096	AMPFI_24766	DANRE36045, DANRE24893
OG0000096	AMPFI_09837	DANRE14485
OG0000096	AMPFI_11230	DANRE25948, DANRE29004, DANRE39826, DANRE25796, DANRE38945, DANRE38946, DANRE38947
OG0000096	AMPFI_25309	DANRE42235, DANRE21352, DANRE21353, DANRE21354
OG0000098	AMPFI_13259, AMPFI_24967	DANRE29634, DANRE03194, DANRE03198, DANRE03197, DANRE03193, DANRE03195, DANRE03196, DANRE38926, DANRE38925, DANRE42853, DANRE42852, DANRE42851
OG0000098	AMPFI_07962, AMPFI_03629	DANRE43096, DANRE26020, DANRE38317, DANRE38316, DANRE38318, DANRE26021, DANRE38315, DANRE33952, DANRE33953
OG0000100	AMPFI_19874, AMPFI_01211	DANRE31960, DANRE06447, DANRE35571, DANRE40178, DANRE28402
OG0000101	AMPFI_17596, AMPFI_21293	DANRE38569, DANRE26131, DANRE26132
OG0000101	AMPFI_24234, AMPFI_14741, AMPFI_20349	DANRE12070
OG0000101	AMPFI_14310, AMPFI_02729	DANRE23836
OG0000101	AMPFI_08160	DANRE42773, DANRE42772, DANRE21261, DANRE21260, DANRE42774
OG0000102	AMPFI_04172, AMPFI_16803	DANRE11526, DANRE22227, DANRE22226
OG0000103	AMPFI_21097	DANRE09436, DANRE09435, DANRE35623, DANRE35622, DANRE29899, DANRE29898, DANRE35659, DANRE28633, DANRE28634, DANRE35632, DANRE35633
OG0000104	AMPFI_14148	DANRE13410, DANRE13408, DANRE13409, DANRE13411, DANRE00019, DANRE00018, DANRE10295, DANRE10293, DANRE10294, DANRE10296
OG0000104	AMPFI_11040	DANRE08585, DANRE42030, DANRE42031, DANRE42032, DANRE42033, DANRE35890, DANRE03855
OG0000104	AMPFI_02710	DANRE00020, DANRE00021, DANRE13407
OG0000104	AMPFI_20370	DANRE42503, DANRE42504
OG0000104	AMPFI_08614	DANRE02766, DANRE02765, DANRE02767, DANRE30903, DANRE39783
OG0000105	AMPFI_20996, AMPFI_25994	DANRE18695
OG0000106	AMPFI_02407, AMPFI_14321	DANRE38871, DANRE25336, DANRE25339, DANRE25338, DANRE25337, DANRE27190, DANRE24604
OG0000106	AMPFI_12383, AMPFI_11950, AMPFI_07347, AMPFI_24930, AMPFI_15540, AMPFI_00989	DANRE00217, DANRE00219, DANRE00218, DANRE09198, DANRE09199, DANRE25823, DANRE25822
OG0000107	AMPFI_13094	DANRE26157, DANRE26076
OG0000108	AMPFI_01957	DANRE31270, DANRE31272, DANRE31271
OG0000108	AMPFI_14479, AMPFI_07737	DANRE37301, DANRE39470, DANRE39471, DANRE39472, DANRE27718, DANRE27717, DANRE27720, DANRE27719, DANRE27721, DANRE27716, DANRE27735, DANRE27737, DANRE27738, DANRE27736, DANRE27708, DANRE27707
OG0000108	AMPFI_15531	DANRE24437, DANRE26413, DANRE24288, DANRE24289, DANRE08164
OG0000108	AMPFI_21796, AMPFI_17500, AMPFI_00251, AMPFI_21770, AMPFI_12442, AMPFI_00608, AMPFI_24859, AMPFI_14656, AMPFI_01818, AMPFI_06648, AMPFI_19726, AMPFI_13596, AMPFI_03071	DANRE17705, DANRE29556, DANRE26378, DANRE24586, DANRE36583, DANRE23171, DANRE41391
OG0000109	AMPFI_17985	DANRE33256
OG0000110	AMPFI_17055, AMPFI_21701, AMPFI_03800, AMPFI_04584, AMPFI_16212, AMPFI_03550, AMPFI_18622, AMPFI_10052	DANRE11747, DANRE11748, DANRE11749
OG0000113	AMPFI_03282	DANRE34599, DANRE36419, DANRE36418, DANRE36417, DANRE36416, DANRE36415
OG0000114	AMPFI_10608, AMPFI_15203	DANRE09308, DANRE09309, DANRE09310
OG0000114	AMPFI_03529	DANRE05297, DANRE16133, DANRE16132, DANRE00562, DANRE00564, DANRE00563, DANRE02256, DANRE02257, DANRE36669, DANRE33480, DANRE33482, DANRE33481, DANRE22942
OG0000116	AMPFI_12986	DANRE10733
OG0000116	AMPFI_10925	DANRE41907, DANRE41905
OG0000117	AMPFI_04713, AMPFI_03384, AMPFI_02036, AMPFI_02592, AMPFI_04775, AMPFI_00066, AMPFI_22119	DANRE39915
OG0000117	AMPFI_05731, AMPFI_15869, AMPFI_04658	DANRE26217
OG0000117	AMPFI_06191, AMPFI_16639, AMPFI_21139, AMPFI_03902, AMPFI_06845	DANRE35421
OG0000118	AMPFI_21687	DANRE02926
OG0000119	AMPFI_25431	DANRE16116, DANRE16117, DANRE41481, DANRE41482, DANRE41480, DANRE07182, DANRE07181, DANRE29831, DANRE03249
OG0000119	AMPFI_07345, AMPFI_07307	DANRE41697, DANRE23346, DANRE23347, DANRE09855, DANRE09856, DANRE09854, DANRE29168, DANRE29167
OG0000119	AMPFI_24152	DANRE42690, DANRE42691, DANRE05898
OG0000120	AMPFI_15831	DANRE00402, DANRE25821, DANRE00097
OG0000121	AMPFI_02289, AMPFI_15541	DANRE29693, DANRE29694, DANRE29695, DANRE29696, DANRE29692, DANRE29691, DANRE29690
OG0000121	AMPFI_05928	DANRE23017
