Orthogroup	AMPFI_ok	HELIO_ok
OG0000004	AMPFI_11893	HELIO_11715, HELIO_04180, HELIO_04162, HELIO_05704, HELIO_06644, HELIO_05598, HELIO_04311, HELIO_05602
OG0000004	AMPFI_01544	HELIO_12155
OG0000004	AMPFI_11374, AMPFI_01179	HELIO_00370, HELIO_07295, HELIO_04128, HELIO_00658, HELIO_12195
OG0000004	AMPFI_03079	HELIO_09679, HELIO_06594
OG0000004	AMPFI_20230	HELIO_10453
OG0000004	AMPFI_03068	HELIO_05213
OG0000005	AMPFI_18823	HELIO_04530, HELIO_05062, HELIO_02098
OG0000005	AMPFI_12557, AMPFI_17233, AMPFI_06946	HELIO_04655
OG0000006	AMPFI_00206	HELIO_08259, HELIO_08264
OG0000006	AMPFI_02520	HELIO_06349
OG0000006	AMPFI_23503	HELIO_10345
OG0000006	AMPFI_09123	HELIO_08890
OG0000006	AMPFI_18507	HELIO_11381, HELIO_00450
OG0000006	AMPFI_06099	HELIO_08227
OG0000006	AMPFI_17130	HELIO_06418
OG0000006	AMPFI_05072, AMPFI_22396	HELIO_00028
OG0000007	AMPFI_02812	HELIO_10106
OG0000007	AMPFI_07094	HELIO_00643
OG0000007	AMPFI_16775	HELIO_06396
OG0000007	AMPFI_26059	HELIO_03703
OG0000007	AMPFI_15806	HELIO_07978
OG0000007	AMPFI_22204	HELIO_03118
OG0000007	AMPFI_08786	HELIO_07991
OG0000007	AMPFI_17089	HELIO_01456
OG0000007	AMPFI_21281	HELIO_04275
OG0000007	AMPFI_23280	HELIO_11721
OG0000008	AMPFI_24346	HELIO_09201
OG0000008	AMPFI_10761	HELIO_07090
OG0000009	AMPFI_18552, AMPFI_07288	HELIO_05064
OG0000009	AMPFI_03747, AMPFI_04561	HELIO_03078
OG0000009	AMPFI_22442, AMPFI_06910, AMPFI_19945	HELIO_04671
OG0000009	AMPFI_07658, AMPFI_17391	HELIO_06781
OG0000009	AMPFI_02892, AMPFI_01981	HELIO_07076
OG0000009	AMPFI_00045	HELIO_07717
OG0000009	AMPFI_02292, AMPFI_07211, AMPFI_22078	HELIO_07493
OG0000009	AMPFI_18638, AMPFI_23313	HELIO_05505
OG0000009	AMPFI_04909	HELIO_10113
OG0000009	AMPFI_20474	HELIO_06297
OG0000009	AMPFI_23431	HELIO_04676
OG0000011	AMPFI_23867, AMPFI_22257	HELIO_07225
OG0000011	AMPFI_10527	HELIO_08950
OG0000011	AMPFI_21384, AMPFI_25809, AMPFI_15812	HELIO_06546
OG0000011	AMPFI_20201	HELIO_09981
OG0000011	AMPFI_15511	HELIO_04800
OG0000011	AMPFI_17952, AMPFI_21604	HELIO_06242, HELIO_04650
OG0000011	AMPFI_19936	HELIO_01241
OG0000011	AMPFI_13004, AMPFI_17028, AMPFI_02695, AMPFI_10672	HELIO_00959
OG0000011	AMPFI_12525, AMPFI_04893	HELIO_05340
OG0000011	AMPFI_09690	HELIO_04969
OG0000011	AMPFI_25605	HELIO_05201
OG0000011	AMPFI_05936, AMPFI_19795	HELIO_07482
OG0000011	AMPFI_13344	HELIO_07422
OG0000011	AMPFI_09080, AMPFI_00394, AMPFI_19543, AMPFI_24100	HELIO_09607
OG0000011	AMPFI_00004	HELIO_07282
OG0000012	AMPFI_05035, AMPFI_18913	HELIO_04072
OG0000012	AMPFI_24706	HELIO_05989
OG0000012	AMPFI_24214, AMPFI_11332, AMPFI_02225	HELIO_00143
OG0000012	AMPFI_06478	HELIO_04633, HELIO_04925, HELIO_00422, HELIO_06460
OG0000013	AMPFI_18951	HELIO_02247, HELIO_05055, HELIO_04730, HELIO_06663, HELIO_03869, HELIO_04774
OG0000013	AMPFI_15921, AMPFI_25074, AMPFI_24928, AMPFI_06132	HELIO_05617, HELIO_06871, HELIO_00215, HELIO_05802, HELIO_03214, HELIO_09936, HELIO_00850, HELIO_04016, HELIO_04491, HELIO_12769, HELIO_05315, HELIO_05049, HELIO_10683, HELIO_05716, HELIO_11357, HELIO_00073, HELIO_05056, HELIO_05998
OG0000014	AMPFI_10576, AMPFI_00293	HELIO_03075
OG0000014	AMPFI_21375, AMPFI_08000, AMPFI_07725	HELIO_06653
OG0000014	AMPFI_16339	HELIO_12068
OG0000014	AMPFI_02732	HELIO_07123
OG0000015	AMPFI_03480	HELIO_10603
OG0000015	AMPFI_23995	HELIO_10798
OG0000016	AMPFI_14639	HELIO_10054
OG0000016	AMPFI_10903	HELIO_08807
OG0000016	AMPFI_06793	HELIO_05626, HELIO_09411
OG0000016	AMPFI_20923	HELIO_03738
OG0000016	AMPFI_06248	HELIO_04647
OG0000016	AMPFI_08754	HELIO_07791
OG0000016	AMPFI_20588, AMPFI_10703, AMPFI_18517, AMPFI_05465, AMPFI_00471, AMPFI_25144	HELIO_11041
OG0000017	AMPFI_19735, AMPFI_25830, AMPFI_19153, AMPFI_25878	HELIO_09340
OG0000017	AMPFI_24062	HELIO_08729
OG0000017	AMPFI_10075, AMPFI_09589, AMPFI_13357	HELIO_04627
OG0000017	AMPFI_25171	HELIO_04574
OG0000017	AMPFI_01137	HELIO_05297
OG0000017	AMPFI_00417	HELIO_07129, HELIO_03953
OG0000017	AMPFI_20305, AMPFI_03931	HELIO_10213
OG0000017	AMPFI_06877	HELIO_06568
OG0000018	AMPFI_23087, AMPFI_06333	HELIO_11953, HELIO_04805, HELIO_09132, HELIO_05854, HELIO_05254, HELIO_06191, HELIO_05532
OG0000018	AMPFI_21544, AMPFI_08183, AMPFI_15245	HELIO_03926
OG0000018	AMPFI_21772, AMPFI_22259, AMPFI_05295, AMPFI_18911	HELIO_06035
OG0000018	AMPFI_12397, AMPFI_06555, AMPFI_21165	HELIO_08639
OG0000018	AMPFI_02063	HELIO_07392, HELIO_03838, HELIO_04112
OG0000018	AMPFI_08497, AMPFI_12503	HELIO_05318
OG0000018	AMPFI_22035	HELIO_06652
OG0000018	AMPFI_11607	HELIO_04613
OG0000018	AMPFI_11059, AMPFI_23717, AMPFI_12063	HELIO_07465
OG0000018	AMPFI_24359, AMPFI_11606, AMPFI_17730, AMPFI_25691, AMPFI_15911, AMPFI_10325, AMPFI_01217	HELIO_07089
OG0000018	AMPFI_21247, AMPFI_04821	HELIO_06040
OG0000018	AMPFI_01478	HELIO_03912, HELIO_03992
OG0000018	AMPFI_15420, AMPFI_15421, AMPFI_02040	HELIO_02946
OG0000018	AMPFI_24791, AMPFI_19834	HELIO_07028
OG0000018	AMPFI_13955	HELIO_04549, HELIO_03495, HELIO_05613
OG0000018	AMPFI_18527	HELIO_05389
OG0000019	AMPFI_16723	HELIO_04729
OG0000019	AMPFI_01636	HELIO_05932
OG0000019	AMPFI_06523	HELIO_11234
OG0000019	AMPFI_24258	HELIO_00711, HELIO_04793, HELIO_04680
OG0000020	AMPFI_19334	HELIO_01087
OG0000020	AMPFI_20737	HELIO_03282
OG0000020	AMPFI_23773	HELIO_03892
OG0000020	AMPFI_11019	HELIO_08119
OG0000020	AMPFI_11933	HELIO_08325
OG0000020	AMPFI_06907	HELIO_10764
OG0000020	AMPFI_24792	HELIO_10811
OG0000020	AMPFI_07932	HELIO_12285
OG0000020	AMPFI_12343	HELIO_05828
OG0000020	AMPFI_25813	HELIO_10575
OG0000020	AMPFI_21494	HELIO_05888
OG0000020	AMPFI_06129	HELIO_07729
OG0000020	AMPFI_07388	HELIO_08365
OG0000020	AMPFI_13969	HELIO_01918
OG0000020	AMPFI_11845	HELIO_11794
OG0000021	AMPFI_23043, AMPFI_10198	HELIO_05564
OG0000021	AMPFI_04441	HELIO_07436
OG0000021	AMPFI_24454	HELIO_01018
OG0000021	AMPFI_16391	HELIO_10440
OG0000021	AMPFI_25518	HELIO_04726
OG0000021	AMPFI_19616, AMPFI_08794, AMPFI_23196	HELIO_09286
OG0000021	AMPFI_19941	HELIO_07603
OG0000021	AMPFI_00389, AMPFI_07405, AMPFI_24716	HELIO_08020, HELIO_10557
OG0000021	AMPFI_19890, AMPFI_10085, AMPFI_07684	HELIO_04069
OG0000023	AMPFI_05477	HELIO_07781
OG0000023	AMPFI_23006	HELIO_08618
OG0000023	AMPFI_10764	HELIO_08359, HELIO_11316
OG0000023	AMPFI_08877, AMPFI_08668	HELIO_04231
OG0000023	AMPFI_05765, AMPFI_01138, AMPFI_10312	HELIO_07887, HELIO_10788, HELIO_06647
OG0000024	AMPFI_16144, AMPFI_01273, AMPFI_25554, AMPFI_08066	HELIO_07449
OG0000024	AMPFI_01930, AMPFI_21703, AMPFI_25509	HELIO_00822
OG0000024	AMPFI_13034, AMPFI_08529, AMPFI_11032	HELIO_05196
OG0000024	AMPFI_12963	HELIO_10426
OG0000024	AMPFI_13114, AMPFI_24998, AMPFI_12201, AMPFI_14926, AMPFI_12067, AMPFI_16824, AMPFI_25046	HELIO_03946
OG0000024	AMPFI_11822	HELIO_07378
OG0000024	AMPFI_24855, AMPFI_01019	HELIO_06208
OG0000024	AMPFI_01380, AMPFI_07327, AMPFI_03050, AMPFI_12003, AMPFI_04946	HELIO_06845
OG0000024	AMPFI_25530	HELIO_03839
OG0000024	AMPFI_19400, AMPFI_02782, AMPFI_01292	HELIO_07972
OG0000024	AMPFI_23401	HELIO_05347
OG0000024	AMPFI_17497, AMPFI_13212, AMPFI_23039	HELIO_00021
OG0000024	AMPFI_22635, AMPFI_19020, AMPFI_24666	HELIO_10427
OG0000024	AMPFI_24702, AMPFI_24934, AMPFI_10763, AMPFI_23064, AMPFI_16191, AMPFI_11358, AMPFI_15816	HELIO_10803
OG0000024	AMPFI_01046, AMPFI_13085	HELIO_04022
OG0000025	AMPFI_19073	HELIO_01996, HELIO_02947, HELIO_11183
OG0000025	AMPFI_14786	HELIO_06398, HELIO_03661, HELIO_07622, HELIO_05856, HELIO_03903
OG0000025	AMPFI_06809	HELIO_05004
OG0000025	AMPFI_18559	HELIO_06624, HELIO_00097
OG0000025	AMPFI_02471, AMPFI_23714, AMPFI_19965, AMPFI_22886, AMPFI_01749	HELIO_04417, HELIO_06506, HELIO_01074
OG0000025	AMPFI_02454	HELIO_02115
OG0000025	AMPFI_26068	HELIO_01616
OG0000025	AMPFI_19256	HELIO_06817
OG0000025	AMPFI_05133	HELIO_01319
OG0000025	AMPFI_20652	HELIO_06548, HELIO_05151
OG0000025	AMPFI_14460, AMPFI_00775, AMPFI_15832	HELIO_05386, HELIO_05130
OG0000025	AMPFI_13916, AMPFI_08944, AMPFI_10285, AMPFI_14793, AMPFI_16797, AMPFI_18161, AMPFI_05200, AMPFI_07652	HELIO_04102
OG0000025	AMPFI_13290	HELIO_05474
OG0000025	AMPFI_19524	HELIO_04209
OG0000025	AMPFI_20440, AMPFI_23451, AMPFI_18570, AMPFI_06556, AMPFI_26017, AMPFI_00622, AMPFI_04387	HELIO_04160, HELIO_03948, HELIO_05479, HELIO_06857
OG0000025	AMPFI_16846	HELIO_05819, HELIO_05509, HELIO_05409
OG0000025	AMPFI_09357, AMPFI_15300, AMPFI_10444, AMPFI_09920, AMPFI_09073	HELIO_05333
OG0000025	AMPFI_15352, AMPFI_02855, AMPFI_22218, AMPFI_21289, AMPFI_13275, AMPFI_10675, AMPFI_17235	HELIO_02268
OG0000025	AMPFI_04900, AMPFI_07607, AMPFI_18572, AMPFI_12331, AMPFI_12110, AMPFI_04240	HELIO_05243, HELIO_04943, HELIO_07532, HELIO_06878
OG0000025	AMPFI_12673	HELIO_05701
OG0000026	AMPFI_24667	HELIO_04505
OG0000026	AMPFI_08447, AMPFI_21379, AMPFI_14524, AMPFI_00667, AMPFI_07824, AMPFI_23957	HELIO_09541
OG0000027	AMPFI_23434	HELIO_02455, HELIO_02456, HELIO_04291, HELIO_07880, HELIO_08186, HELIO_04887
OG0000027	AMPFI_03819	HELIO_06026, HELIO_07228, HELIO_05233, HELIO_07068, HELIO_05709
OG0000028	AMPFI_13515, AMPFI_15765	HELIO_06874, HELIO_00161
OG0000028	AMPFI_19162	HELIO_10800
OG0000028	AMPFI_04239	HELIO_06962
OG0000028	AMPFI_04248	HELIO_00147
OG0000028	AMPFI_13861	HELIO_06013
OG0000028	AMPFI_21505	HELIO_00961
OG0000029	AMPFI_10300	HELIO_10546
OG0000029	AMPFI_01562, AMPFI_19753	HELIO_00115
OG0000029	AMPFI_05500	HELIO_05447
OG0000029	AMPFI_18884	HELIO_05915
OG0000029	AMPFI_24440	HELIO_06866, HELIO_02296, HELIO_09944, HELIO_05648, HELIO_01633, HELIO_06816
OG0000030	AMPFI_03176	HELIO_11997, HELIO_04525, HELIO_09505
OG0000031	AMPFI_13279, AMPFI_01755, AMPFI_10718, AMPFI_14435, AMPFI_16606	HELIO_00637
OG0000031	AMPFI_06256	HELIO_00475
OG0000031	AMPFI_14304	HELIO_10166
OG0000031	AMPFI_10484	HELIO_00951
OG0000031	AMPFI_01333	HELIO_11573
OG0000031	AMPFI_05075	HELIO_00007
OG0000031	AMPFI_10833	HELIO_08452
OG0000031	AMPFI_02985	HELIO_02162
OG0000032	AMPFI_10091	HELIO_03061
OG0000032	AMPFI_08698	HELIO_11764
OG0000032	AMPFI_03594	HELIO_05612
OG0000032	AMPFI_22327, AMPFI_04329	HELIO_02546, HELIO_10763, HELIO_07665, HELIO_07198
OG0000033	AMPFI_14995, AMPFI_07513	HELIO_06429, HELIO_06966
OG0000033	AMPFI_22407, AMPFI_09240, AMPFI_24844	HELIO_06082
OG0000033	AMPFI_22100, AMPFI_08482	HELIO_04116
OG0000033	AMPFI_22533	HELIO_04366
OG0000033	AMPFI_19595, AMPFI_18759	HELIO_05274
OG0000033	AMPFI_23966, AMPFI_19067, AMPFI_17279	HELIO_05169
OG0000033	AMPFI_01844, AMPFI_20234, AMPFI_01742, AMPFI_17317, AMPFI_01780, AMPFI_01855, AMPFI_18243, AMPFI_02747, AMPFI_01913, AMPFI_02903	HELIO_06447
OG0000034	AMPFI_19171	HELIO_11044
OG0000034	AMPFI_25310	HELIO_03041
OG0000034	AMPFI_04753	HELIO_03040
OG0000034	AMPFI_00398	HELIO_10910
OG0000035	AMPFI_17275	HELIO_04621
OG0000035	AMPFI_24612, AMPFI_24508, AMPFI_00269, AMPFI_05651, AMPFI_21566	HELIO_03945, HELIO_04376
OG0000035	AMPFI_20705	HELIO_12501
OG0000035	AMPFI_13261	HELIO_03534
OG0000035	AMPFI_07620	HELIO_07811
OG0000035	AMPFI_08859	HELIO_06366
OG0000035	AMPFI_12878	HELIO_11539
OG0000035	AMPFI_13349	HELIO_10164
OG0000035	AMPFI_11303	HELIO_04984
OG0000036	AMPFI_11948	HELIO_09618
OG0000036	AMPFI_10500	HELIO_10881, HELIO_00206, HELIO_04367, HELIO_07074, HELIO_04322
OG0000036	AMPFI_14775, AMPFI_19912	HELIO_07711
OG0000036	AMPFI_19204	HELIO_02352
OG0000036	AMPFI_07474	HELIO_11421, HELIO_04744
OG0000037	AMPFI_00972	HELIO_07508
OG0000037	AMPFI_25668	HELIO_01421
OG0000037	AMPFI_17087	HELIO_09574, HELIO_11062, HELIO_01380
OG0000039	AMPFI_15658	HELIO_01180
OG0000039	AMPFI_01199	HELIO_07214
OG0000039	AMPFI_04473, AMPFI_17373	HELIO_00133
OG0000039	AMPFI_17767	HELIO_10409
OG0000040	AMPFI_02741	HELIO_00109, HELIO_04015, HELIO_04001, HELIO_06439, HELIO_00160, HELIO_06945
OG0000042	AMPFI_02915, AMPFI_12175, AMPFI_02664, AMPFI_15276	HELIO_00030
OG0000042	AMPFI_24137	HELIO_00050, HELIO_07171, HELIO_11180, HELIO_06419
OG0000042	AMPFI_11309	HELIO_12728
OG0000043	AMPFI_13817	HELIO_00563
OG0000043	AMPFI_04816	HELIO_03541
OG0000044	AMPFI_13059	HELIO_05461
OG0000044	AMPFI_12455	HELIO_08837
OG0000044	AMPFI_02748	HELIO_02529
OG0000044	AMPFI_21628, AMPFI_17647	HELIO_07264
OG0000044	AMPFI_15551	HELIO_01656
OG0000045	AMPFI_20949	HELIO_07351, HELIO_00342
OG0000046	AMPFI_02275, AMPFI_17068	HELIO_08475
OG0000047	AMPFI_03112, AMPFI_04645	HELIO_05425
OG0000047	AMPFI_10932, AMPFI_21792, AMPFI_24520, AMPFI_09452, AMPFI_13036, AMPFI_05392, AMPFI_13977, AMPFI_21235, AMPFI_15495, AMPFI_03650	HELIO_06314, HELIO_04036
OG0000047	AMPFI_05720, AMPFI_04140, AMPFI_21607, AMPFI_11932, AMPFI_22910	HELIO_10109
OG0000047	AMPFI_21496	HELIO_05583
OG0000047	AMPFI_15690	HELIO_06838
OG0000047	AMPFI_00531, AMPFI_17064	HELIO_06213, HELIO_05123, HELIO_00552, HELIO_05869
OG0000047	AMPFI_23759, AMPFI_01041	HELIO_06746, HELIO_05006
OG0000048	AMPFI_07263	HELIO_12500
OG0000048	AMPFI_06745	HELIO_03643
OG0000048	AMPFI_01185	HELIO_05568
OG0000048	AMPFI_22758	HELIO_11655
OG0000048	AMPFI_10591	HELIO_08708
OG0000048	AMPFI_16815	HELIO_04435, HELIO_12559
OG0000048	AMPFI_20083, AMPFI_23857, AMPFI_18512	HELIO_11103
OG0000048	AMPFI_19210, AMPFI_10367, AMPFI_21707, AMPFI_01763	HELIO_00288, HELIO_00660, HELIO_12560, HELIO_10706
OG0000048	AMPFI_08767	HELIO_05605
OG0000049	AMPFI_21732	HELIO_10175
OG0000049	AMPFI_05869	HELIO_12356
OG0000049	AMPFI_18773	HELIO_11403
OG0000050	AMPFI_09852, AMPFI_09851, AMPFI_22369, AMPFI_19942, AMPFI_15208	HELIO_04507, HELIO_05305
OG0000050	AMPFI_19742	HELIO_03827
OG0000051	AMPFI_12251, AMPFI_06956, AMPFI_18032	HELIO_06960, HELIO_04086, HELIO_00091, HELIO_07483, HELIO_04213, HELIO_04232, HELIO_11844
OG0000051	AMPFI_01376, AMPFI_01979, AMPFI_15572, AMPFI_18266, AMPFI_05878, AMPFI_02130, AMPFI_25599	HELIO_11965, HELIO_05090, HELIO_05789
OG0000052	AMPFI_06573, AMPFI_21766, AMPFI_02333, AMPFI_17383, AMPFI_21399, AMPFI_24133	HELIO_05693
OG0000052	AMPFI_24630, AMPFI_04652, AMPFI_10912, AMPFI_12754, AMPFI_13833, AMPFI_12690, AMPFI_19427, AMPFI_04582, AMPFI_02325, AMPFI_23491, AMPFI_05841, AMPFI_24118, AMPFI_20511, AMPFI_08366, AMPFI_13707, AMPFI_14605, AMPFI_11434, AMPFI_03965, AMPFI_20512, AMPFI_13505, AMPFI_14163, AMPFI_22708, AMPFI_14350, AMPFI_13327, AMPFI_07170, AMPFI_10973, AMPFI_20869, AMPFI_16702, AMPFI_09892, AMPFI_19128, AMPFI_20552, AMPFI_11422, AMPFI_14308	HELIO_04521
OG0000053	AMPFI_00195	HELIO_05796, HELIO_06409, HELIO_06980, HELIO_06107
OG0000053	AMPFI_18591	HELIO_03906, HELIO_04886
OG0000053	AMPFI_24389, AMPFI_03879	HELIO_00058
OG0000054	AMPFI_10274	HELIO_11556, HELIO_11049, HELIO_07252, HELIO_05216
OG0000056	AMPFI_10015	HELIO_05303
OG0000056	AMPFI_13951	HELIO_00064
OG0000057	AMPFI_01580, AMPFI_02256	HELIO_05858
OG0000057	AMPFI_23737	HELIO_07020
OG0000059	AMPFI_17417, AMPFI_04404, AMPFI_21031, AMPFI_04726, AMPFI_09318	HELIO_09805
OG0000059	AMPFI_02192, AMPFI_01329	HELIO_00753
OG0000060	AMPFI_23758	HELIO_02035
OG0000060	AMPFI_19643	HELIO_11213
OG0000060	AMPFI_19058	HELIO_01698, HELIO_08930, HELIO_10260
OG0000062	AMPFI_07777, AMPFI_07778	HELIO_01760
OG0000062	AMPFI_05434	HELIO_06316
OG0000062	AMPFI_05111, AMPFI_02667	HELIO_08446, HELIO_09104
OG0000063	AMPFI_21664	HELIO_12629
OG0000063	AMPFI_16608, AMPFI_24341, AMPFI_23675	HELIO_12062
OG0000063	AMPFI_24747, AMPFI_13584	HELIO_05484, HELIO_08778, HELIO_04019
OG0000064	AMPFI_19990	HELIO_01450, HELIO_11717
OG0000064	AMPFI_15929, AMPFI_24526, AMPFI_22622	HELIO_04032, HELIO_07061
OG0000064	AMPFI_22486	HELIO_00141, HELIO_07348, HELIO_02173
OG0000066	AMPFI_16063	HELIO_02871
OG0000066	AMPFI_02908	HELIO_08302
OG0000066	AMPFI_09400	HELIO_11387
OG0000067	AMPFI_04770	HELIO_11753, HELIO_06955
OG0000067	AMPFI_09466, AMPFI_18191, AMPFI_01682	HELIO_07211, HELIO_04257, HELIO_02907
OG0000067	AMPFI_10236	HELIO_01151, HELIO_02361
OG0000067	AMPFI_18458, AMPFI_18044, AMPFI_00280, AMPFI_18852, AMPFI_24558, AMPFI_14845, AMPFI_03396	HELIO_07310
OG0000067	AMPFI_12403	HELIO_09285
OG0000068	AMPFI_16312	HELIO_09495, HELIO_11520, HELIO_04643
OG0000068	AMPFI_23414, AMPFI_23547, AMPFI_24987, AMPFI_02102, AMPFI_23184, AMPFI_04648, AMPFI_15422, AMPFI_22045, AMPFI_24986, AMPFI_14044, AMPFI_25888, AMPFI_25645, AMPFI_12166	HELIO_09524, HELIO_08964
OG0000068	AMPFI_21287	HELIO_11774
OG0000068	AMPFI_06879	HELIO_01288
OG0000069	AMPFI_08415	HELIO_11698
OG0000069	AMPFI_07519	HELIO_03190
OG0000069	AMPFI_12140	HELIO_05270
OG0000071	AMPFI_07275	HELIO_00564
OG0000072	AMPFI_20479	HELIO_10317
OG0000072	AMPFI_21820	HELIO_10131
OG0000072	AMPFI_10116	HELIO_05118, HELIO_10379
OG0000073	AMPFI_15154	HELIO_06740, HELIO_06515, HELIO_11840, HELIO_11839
OG0000073	AMPFI_10119	HELIO_07437
OG0000074	AMPFI_22998	HELIO_11128
OG0000074	AMPFI_09812	HELIO_09183
OG0000074	AMPFI_05452	HELIO_01338, HELIO_05011
OG0000074	AMPFI_19576	HELIO_06403
OG0000074	AMPFI_22923, AMPFI_25359, AMPFI_19392	HELIO_06770
OG0000074	AMPFI_00530	HELIO_11885
OG0000075	AMPFI_17345, AMPFI_17344	HELIO_02705
OG0000075	AMPFI_12462	HELIO_12175
OG0000075	AMPFI_03839	HELIO_01007
OG0000075	AMPFI_10510	HELIO_07086
OG0000075	AMPFI_15829	HELIO_01193
OG0000075	AMPFI_15917	HELIO_09567
OG0000075	AMPFI_17574	HELIO_00684
OG0000076	AMPFI_23645	HELIO_04639
OG0000076	AMPFI_10916, AMPFI_10969, AMPFI_01700, AMPFI_25997, AMPFI_05517	HELIO_05357
OG0000076	AMPFI_13972, AMPFI_09993, AMPFI_08135	HELIO_05925
OG0000076	AMPFI_11010, AMPFI_23805	HELIO_11136
OG0000077	AMPFI_08518	HELIO_11466
OG0000078	AMPFI_00030	HELIO_04314, HELIO_00570
OG0000078	AMPFI_24840, AMPFI_23657, AMPFI_13938, AMPFI_22390	HELIO_06313
OG0000078	AMPFI_13696	HELIO_07319, HELIO_06987
OG0000078	AMPFI_20079	HELIO_02467
OG0000079	AMPFI_09380	HELIO_01794, HELIO_05740
OG0000079	AMPFI_24805	HELIO_00549
OG0000079	AMPFI_06359, AMPFI_07521	HELIO_01744, HELIO_07509
OG0000080	AMPFI_13421	HELIO_10367, HELIO_08678, HELIO_04917
OG0000080	AMPFI_17142	HELIO_04053, HELIO_10760
OG0000080	AMPFI_04897	HELIO_10773
OG0000080	AMPFI_22599	HELIO_07512
OG0000081	AMPFI_00581	HELIO_06946, HELIO_04954, HELIO_06101, HELIO_04830
OG0000082	AMPFI_21007	HELIO_12249
OG0000082	AMPFI_06890	HELIO_08556
OG0000082	AMPFI_15952	HELIO_06503
OG0000082	AMPFI_11015	HELIO_04026, HELIO_02219
OG0000082	AMPFI_13856, AMPFI_12634	HELIO_05158
OG0000083	AMPFI_25070, AMPFI_02950, AMPFI_03183, AMPFI_17026, AMPFI_02353, AMPFI_06007, AMPFI_06006, AMPFI_09389, AMPFI_12969, AMPFI_20938, AMPFI_06531, AMPFI_19967, AMPFI_19634, AMPFI_12970, AMPFI_07180, AMPFI_16886, AMPFI_05215, AMPFI_19858, AMPFI_09445, AMPFI_16696, AMPFI_22106, AMPFI_21518, AMPFI_02555, AMPFI_04299, AMPFI_21565, AMPFI_18422, AMPFI_09390, AMPFI_04259, AMPFI_17422, AMPFI_12422, AMPFI_18573	HELIO_10428
OG0000083	AMPFI_05014, AMPFI_16451, AMPFI_02295, AMPFI_09906, AMPFI_11280, AMPFI_20014, AMPFI_07179, AMPFI_25004, AMPFI_14557, AMPFI_11131, AMPFI_00181, AMPFI_24785, AMPFI_03500	HELIO_00249, HELIO_04318, HELIO_07120, HELIO_08700, HELIO_11391
