Orthogroup	AMPFI_ok	SACKO_ok
OG0000006	AMPFI_22255	SACKO_25366
OG0000006	AMPFI_24001	SACKO_23311, SACKO_02952
OG0000006	AMPFI_01603	SACKO_15269
OG0000006	AMPFI_22470	SACKO_21953
OG0000006	AMPFI_22262	SACKO_13650
OG0000006	AMPFI_02520	SACKO_23250
OG0000006	AMPFI_23503	SACKO_32440
OG0000006	AMPFI_09123	SACKO_32500
OG0000006	AMPFI_18507	SACKO_06429, SACKO_06435
OG0000006	AMPFI_06099	SACKO_32477
OG0000006	AMPFI_17130	SACKO_20803
OG0000006	AMPFI_12555	SACKO_32388
OG0000006	AMPFI_05072, AMPFI_22396	SACKO_22000
OG0000007	AMPFI_02812	SACKO_16486
OG0000007	AMPFI_07094	SACKO_25751
OG0000007	AMPFI_16775	SACKO_30170
OG0000007	AMPFI_15871	SACKO_15684
OG0000007	AMPFI_26059	SACKO_27771
OG0000007	AMPFI_15806	SACKO_27817
OG0000007	AMPFI_22204	SACKO_00927
OG0000007	AMPFI_08786	SACKO_02233
OG0000007	AMPFI_17089	SACKO_03579
OG0000007	AMPFI_21281	SACKO_31102, SACKO_31073
OG0000007	AMPFI_23280	SACKO_11981
OG0000008	AMPFI_24346	SACKO_31986, SACKO_33937, SACKO_05540
OG0000008	AMPFI_22833	SACKO_00440, SACKO_12800
OG0000009	AMPFI_04649	SACKO_05381
OG0000010	AMPFI_14170	SACKO_14205, SACKO_26471
OG0000011	AMPFI_19936, AMPFI_09932, AMPFI_21651, AMPFI_13004, AMPFI_17028, AMPFI_02695, AMPFI_10672, AMPFI_20419, AMPFI_21616, AMPFI_12025, AMPFI_12525, AMPFI_04893, AMPFI_09690, AMPFI_20832, AMPFI_15607, AMPFI_25605, AMPFI_02937, AMPFI_03824, AMPFI_05936, AMPFI_19795, AMPFI_03008, AMPFI_02519, AMPFI_18727, AMPFI_13344, AMPFI_21646, AMPFI_02603	SACKO_22764
OG0000012	AMPFI_05035, AMPFI_18913	SACKO_25852, SACKO_05170, SACKO_05236, SACKO_05231, SACKO_27422, SACKO_01346, SACKO_05227, SACKO_05213, SACKO_06922, SACKO_10565
OG0000013	AMPFI_15921, AMPFI_25074, AMPFI_24928, AMPFI_06132	SACKO_09997, SACKO_02509, SACKO_16247
OG0000014	AMPFI_10576, AMPFI_00293	SACKO_03371, SACKO_03415, SACKO_03391, SACKO_22208, SACKO_17210, SACKO_07037
OG0000014	AMPFI_03918, AMPFI_12155, AMPFI_04680	SACKO_09441, SACKO_09449, SACKO_09439, SACKO_09461, SACKO_06966, SACKO_06947, SACKO_08105, SACKO_08147, SACKO_09870, SACKO_16092, SACKO_31551, SACKO_29003, SACKO_10634, SACKO_14937, SACKO_17414, SACKO_06936, SACKO_32656, SACKO_09455, SACKO_09442, SACKO_09453, SACKO_09445, SACKO_09444, SACKO_09452, SACKO_06943, SACKO_06984
OG0000014	AMPFI_21375, AMPFI_08000, AMPFI_07725	SACKO_08621
OG0000014	AMPFI_05504, AMPFI_16319	SACKO_10784, SACKO_10786, SACKO_33738, SACKO_26423, SACKO_26460
OG0000014	AMPFI_18330	SACKO_21227
OG0000014	AMPFI_16339	SACKO_13283
OG0000014	AMPFI_02732	SACKO_33008, SACKO_33001, SACKO_33229, SACKO_27033, SACKO_03881, SACKO_03885, SACKO_33003
OG0000014	AMPFI_03612, AMPFI_14991, AMPFI_21256, AMPFI_03968	SACKO_06958
OG0000015	AMPFI_03480	SACKO_01122, SACKO_01126
OG0000015	AMPFI_23995	SACKO_11254, SACKO_29684, SACKO_11255, SACKO_11287, SACKO_11889, SACKO_08390, SACKO_24547, SACKO_24571, SACKO_02855, SACKO_24548, SACKO_22485, SACKO_22502, SACKO_22509
OG0000016	AMPFI_14639	SACKO_31968
OG0000016	AMPFI_13256, AMPFI_19016, AMPFI_14283, AMPFI_00661, AMPFI_20589, AMPFI_24031, AMPFI_06919	SACKO_19317, SACKO_06877, SACKO_04946
OG0000016	AMPFI_20923	SACKO_23373, SACKO_07103, SACKO_18319
OG0000016	AMPFI_06248	SACKO_14898
OG0000016	AMPFI_18220	SACKO_26527
OG0000016	AMPFI_20588, AMPFI_10703, AMPFI_18517, AMPFI_05465, AMPFI_00471, AMPFI_25144	SACKO_06390
OG0000016	AMPFI_11545	SACKO_25497
OG0000017	AMPFI_26001, AMPFI_24062, AMPFI_17267, AMPFI_03602, AMPFI_25087, AMPFI_10075, AMPFI_09589, AMPFI_13357, AMPFI_04506, AMPFI_25171	SACKO_32297
OG0000017	AMPFI_16384	SACKO_17667
OG0000017	AMPFI_03555, AMPFI_02100, AMPFI_22933, AMPFI_20010, AMPFI_04573, AMPFI_04127, AMPFI_13530, AMPFI_01348, AMPFI_00180, AMPFI_00815, AMPFI_23308	SACKO_00987, SACKO_29799
OG0000017	AMPFI_01137	SACKO_25642, SACKO_32786, SACKO_07720
OG0000018	AMPFI_19746, AMPFI_23087, AMPFI_06333	SACKO_10156
OG0000018	AMPFI_12214	SACKO_21669, SACKO_17074
OG0000018	AMPFI_19679, AMPFI_16987, AMPFI_22107, AMPFI_09593, AMPFI_03755, AMPFI_23574, AMPFI_02255, AMPFI_04146, AMPFI_25008	SACKO_20752
OG0000019	AMPFI_10151	SACKO_05035
OG0000019	AMPFI_01264	SACKO_23880
OG0000019	AMPFI_03780	SACKO_20403, SACKO_20414
OG0000019	AMPFI_24258	SACKO_10721
OG0000020	AMPFI_01847	SACKO_34195
OG0000020	AMPFI_07852	SACKO_25295, SACKO_05608, SACKO_22951
OG0000020	AMPFI_15880	SACKO_26712
OG0000020	AMPFI_20737	SACKO_15147
OG0000020	AMPFI_23773	SACKO_20642
OG0000020	AMPFI_11019	SACKO_08732
OG0000020	AMPFI_11933	SACKO_10515
OG0000020	AMPFI_06907	SACKO_21519
OG0000020	AMPFI_24792	SACKO_08704
OG0000020	AMPFI_07932	SACKO_16107, SACKO_20105
OG0000020	AMPFI_12343	SACKO_15854
OG0000020	AMPFI_25813	SACKO_20295
OG0000020	AMPFI_21494	SACKO_29670
OG0000020	AMPFI_06129	SACKO_04148
OG0000020	AMPFI_07388	SACKO_24638
OG0000020	AMPFI_13969	SACKO_04828
OG0000020	AMPFI_11845	SACKO_14423
OG0000021	AMPFI_23043, AMPFI_10198	SACKO_04567
OG0000021	AMPFI_04441	SACKO_33152
OG0000021	AMPFI_12629	SACKO_12803
OG0000021	AMPFI_24454	SACKO_31258, SACKO_00486, SACKO_14364, SACKO_10771, SACKO_11695, SACKO_09800, SACKO_24631
OG0000021	AMPFI_16391, AMPFI_25518, AMPFI_19616, AMPFI_08794, AMPFI_23196, AMPFI_19941	SACKO_25838
OG0000021	AMPFI_00389, AMPFI_07405, AMPFI_24716	SACKO_24640
OG0000023	AMPFI_05477	SACKO_10529
OG0000023	AMPFI_14885, AMPFI_23006, AMPFI_10764	SACKO_06926
OG0000023	AMPFI_05765, AMPFI_01138, AMPFI_10312	SACKO_14770
OG0000023	AMPFI_05031	SACKO_29082, SACKO_29077
OG0000024	AMPFI_18926, AMPFI_10659, AMPFI_09830	SACKO_13222
OG0000025	AMPFI_11202, AMPFI_14491, AMPFI_02470, AMPFI_17353, AMPFI_19073, AMPFI_18567, AMPFI_11662, AMPFI_06326, AMPFI_02796, AMPFI_22451, AMPFI_01773, AMPFI_15894, AMPFI_18568, AMPFI_07912, AMPFI_20624, AMPFI_08523, AMPFI_09101, AMPFI_18571, AMPFI_06549, AMPFI_02396, AMPFI_25559, AMPFI_14786	SACKO_19443
OG0000025	AMPFI_01136, AMPFI_02471, AMPFI_23714, AMPFI_19965, AMPFI_22886, AMPFI_01749, AMPFI_20213, AMPFI_20597, AMPFI_02104, AMPFI_17203, AMPFI_19993, AMPFI_02454	SACKO_21220
OG0000025	AMPFI_00908, AMPFI_05133, AMPFI_20652, AMPFI_14460, AMPFI_00775, AMPFI_15832, AMPFI_13916, AMPFI_08944, AMPFI_10285, AMPFI_14793, AMPFI_16797, AMPFI_18161, AMPFI_05200, AMPFI_07652, AMPFI_13290, AMPFI_19524, AMPFI_20440, AMPFI_23451, AMPFI_18570, AMPFI_06556, AMPFI_26017, AMPFI_00622, AMPFI_04387, AMPFI_23676, AMPFI_15176, AMPFI_09409, AMPFI_16846, AMPFI_09357, AMPFI_15300, AMPFI_10444, AMPFI_09920, AMPFI_09073, AMPFI_15352, AMPFI_02855, AMPFI_22218, AMPFI_21289, AMPFI_13275, AMPFI_10675, AMPFI_17235, AMPFI_02288	SACKO_13340
OG0000025	AMPFI_04900, AMPFI_07607, AMPFI_18572, AMPFI_12331, AMPFI_12110, AMPFI_04240, AMPFI_22001, AMPFI_12673	SACKO_20772, SACKO_33394, SACKO_06338
OG0000026	AMPFI_12171	SACKO_19144
OG0000026	AMPFI_01077, AMPFI_16904	SACKO_23233
OG0000026	AMPFI_25654, AMPFI_23954, AMPFI_09282	SACKO_30546, SACKO_02606, SACKO_02595, SACKO_02609, SACKO_24097
OG0000026	AMPFI_17661	SACKO_19336, SACKO_18847
OG0000026	AMPFI_08447, AMPFI_21379, AMPFI_14524, AMPFI_00667, AMPFI_07824, AMPFI_23957	SACKO_04619, SACKO_24091
OG0000026	AMPFI_09720, AMPFI_00659	SACKO_17435, SACKO_17896, SACKO_14191, SACKO_17424, SACKO_11660, SACKO_17379
OG0000027	AMPFI_23434	SACKO_16243, SACKO_16215, SACKO_20907, SACKO_20901, SACKO_20909, SACKO_20913, SACKO_20906, SACKO_20908, SACKO_20904, SACKO_01887, SACKO_01902, SACKO_24465, SACKO_19838, SACKO_12782, SACKO_13981
OG0000027	AMPFI_19869, AMPFI_04301	SACKO_20528
OG0000028	AMPFI_04239	SACKO_00031, SACKO_00042, SACKO_00048, SACKO_00060
OG0000028	AMPFI_04248	SACKO_21235
OG0000028	AMPFI_13861	SACKO_11105, SACKO_11126
OG0000028	AMPFI_21505	SACKO_32628
OG0000029	AMPFI_17682, AMPFI_23832	SACKO_10012, SACKO_10033
OG0000029	AMPFI_13521, AMPFI_10300, AMPFI_01562, AMPFI_19753	SACKO_12540, SACKO_04574
OG0000029	AMPFI_05500	SACKO_07374
OG0000029	AMPFI_18884	SACKO_14992, SACKO_14998, SACKO_15002
OG0000029	AMPFI_24440	SACKO_26681, SACKO_26700, SACKO_26680, SACKO_26670, SACKO_26667, SACKO_25014, SACKO_14195
OG0000030	AMPFI_04928	SACKO_19659
OG0000030	AMPFI_02183	SACKO_06190, SACKO_06196
OG0000030	AMPFI_03176	SACKO_19506, SACKO_22667, SACKO_24779, SACKO_06416, SACKO_06421, SACKO_06188, SACKO_06167, SACKO_15139, SACKO_15143, SACKO_15145, SACKO_06184, SACKO_15141, SACKO_15135, SACKO_06169, SACKO_06668, SACKO_06170
OG0000031	AMPFI_06256	SACKO_18621
OG0000031	AMPFI_10484	SACKO_16512
OG0000031	AMPFI_01333	SACKO_21501
OG0000031	AMPFI_05075	SACKO_32680
OG0000031	AMPFI_10833	SACKO_14578
OG0000031	AMPFI_02985	SACKO_03088
OG0000031	AMPFI_03768	SACKO_31006
OG0000032	AMPFI_06764, AMPFI_00055, AMPFI_06973, AMPFI_09679, AMPFI_00934	SACKO_20615
OG0000032	AMPFI_03594	SACKO_02664
OG0000032	AMPFI_03370	SACKO_04047, SACKO_04056, SACKO_31787, SACKO_31778, SACKO_31779, SACKO_31775, SACKO_31777, SACKO_31788, SACKO_31776, SACKO_31785, SACKO_04038, SACKO_28244, SACKO_28242, SACKO_28243
OG0000034	AMPFI_04753	SACKO_08906
OG0000034	AMPFI_00398	SACKO_19192
OG0000035	AMPFI_17275	SACKO_02558
OG0000035	AMPFI_24612, AMPFI_24508, AMPFI_00269, AMPFI_05651, AMPFI_21566	SACKO_31936
OG0000035	AMPFI_20705	SACKO_19408
OG0000035	AMPFI_13261	SACKO_12639
OG0000035	AMPFI_07620, AMPFI_08859, AMPFI_16822	SACKO_13246
OG0000035	AMPFI_12878	SACKO_19307, SACKO_22660
OG0000035	AMPFI_13349	SACKO_07333, SACKO_04598
OG0000035	AMPFI_11303	SACKO_08422
OG0000035	AMPFI_15071	SACKO_31959, SACKO_06432
OG0000036	AMPFI_11948	SACKO_28321
OG0000036	AMPFI_06932	SACKO_21179, SACKO_14647
OG0000036	AMPFI_06864	SACKO_15030
OG0000036	AMPFI_14775, AMPFI_19912	SACKO_09791, SACKO_09801, SACKO_09793, SACKO_25463, SACKO_16059, SACKO_11679, SACKO_11682, SACKO_11688
OG0000036	AMPFI_15407, AMPFI_19204, AMPFI_07474, AMPFI_19635, AMPFI_18831, AMPFI_22411	SACKO_28315
OG0000036	AMPFI_18710	SACKO_14641
OG0000037	AMPFI_11581	SACKO_22630
OG0000037	AMPFI_25668	SACKO_05171
OG0000037	AMPFI_08082, AMPFI_17087	SACKO_33312, SACKO_33301, SACKO_07664, SACKO_07652, SACKO_16025
OG0000038	AMPFI_07219, AMPFI_22293	SACKO_01199
OG0000038	AMPFI_17412, AMPFI_07007, AMPFI_22984, AMPFI_19985, AMPFI_07006, AMPFI_00855, AMPFI_03880	SACKO_00016
OG0000039	AMPFI_15658	SACKO_16726, SACKO_16701, SACKO_22588
OG0000039	AMPFI_01199	SACKO_15245
OG0000039	AMPFI_17767	SACKO_26168, SACKO_17372
OG0000040	AMPFI_02741	SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851
OG0000042	AMPFI_01541, AMPFI_11309	SACKO_09704, SACKO_06360, SACKO_13545, SACKO_01479, SACKO_01780, SACKO_01784, SACKO_06831, SACKO_06769, SACKO_11034, SACKO_11057, SACKO_23094, SACKO_05345, SACKO_01657, SACKO_14496
OG0000042	AMPFI_05668	SACKO_19954, SACKO_07145, SACKO_08954, SACKO_26828, SACKO_11730
OG0000042	AMPFI_19821	SACKO_02400
OG0000043	AMPFI_13817	SACKO_11078
OG0000043	AMPFI_04816	SACKO_09694
OG0000044	AMPFI_13059	SACKO_25267, SACKO_00121
OG0000044	AMPFI_02748	SACKO_11589
OG0000044	AMPFI_25440	SACKO_12560, SACKO_18675
OG0000044	AMPFI_03703	SACKO_33185, SACKO_12809, SACKO_27728, SACKO_25979
OG0000044	AMPFI_05987, AMPFI_21776	SACKO_13252, SACKO_02980, SACKO_02985, SACKO_02991, SACKO_02997, SACKO_02983, SACKO_02987, SACKO_02981, SACKO_13102, SACKO_01482
OG0000045	AMPFI_20949	SACKO_32932
OG0000045	AMPFI_24368	SACKO_19853
OG0000045	AMPFI_25297	SACKO_32920
OG0000046	AMPFI_02275, AMPFI_17068	SACKO_18448
OG0000046	AMPFI_00292	SACKO_27244, SACKO_27309, SACKO_27311, SACKO_25196, SACKO_25208
OG0000048	AMPFI_07263	SACKO_10818
OG0000048	AMPFI_06745	SACKO_04413
OG0000048	AMPFI_01185	SACKO_24161
OG0000048	AMPFI_17027, AMPFI_21987, AMPFI_06139	SACKO_12018
OG0000048	AMPFI_22758	SACKO_03133
OG0000048	AMPFI_10591, AMPFI_13556	SACKO_17673
OG0000048	AMPFI_19210, AMPFI_10367, AMPFI_21707, AMPFI_01763	SACKO_04525, SACKO_04530, SACKO_31187
OG0000048	AMPFI_08767	SACKO_29639
OG0000049	AMPFI_21732	SACKO_29659
OG0000049	AMPFI_05869	SACKO_17863
OG0000050	AMPFI_09852, AMPFI_09851, AMPFI_22369, AMPFI_19942	SACKO_16669, SACKO_28066
OG0000050	AMPFI_23876, AMPFI_19742	SACKO_21879, SACKO_14082, SACKO_12826, SACKO_19173, SACKO_06375, SACKO_10464, SACKO_01876, SACKO_20008
OG0000051	AMPFI_12251, AMPFI_06956, AMPFI_18032	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467
OG0000051	AMPFI_01376, AMPFI_01979, AMPFI_15572, AMPFI_18266, AMPFI_05878, AMPFI_02130, AMPFI_25599	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726
OG0000053	AMPFI_19168	SACKO_15467, SACKO_21226, SACKO_03699, SACKO_03709, SACKO_16849, SACKO_03708, SACKO_00170, SACKO_03706, SACKO_21212, SACKO_21731, SACKO_21734, SACKO_21245, SACKO_21203, SACKO_21243, SACKO_21250, SACKO_21249, SACKO_21277, SACKO_21223, SACKO_21269
OG0000054	AMPFI_10274	SACKO_17476
OG0000054	AMPFI_23388, AMPFI_23387, AMPFI_06988, AMPFI_13427, AMPFI_13250	SACKO_33924
OG0000054	AMPFI_25267, AMPFI_10354, AMPFI_24076	SACKO_28075
OG0000054	AMPFI_02790, AMPFI_02789	SACKO_02978, SACKO_02968, SACKO_33533, SACKO_31837, SACKO_03553, SACKO_03606, SACKO_03590, SACKO_22513
OG0000054	AMPFI_19023	SACKO_14957, SACKO_14966, SACKO_22867, SACKO_12976, SACKO_09411, SACKO_09416, SACKO_04221
OG0000055	AMPFI_18462	SACKO_00479
OG0000056	AMPFI_10015	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672
OG0000056	AMPFI_06567, AMPFI_06885	SACKO_14382, SACKO_02173, SACKO_16829, SACKO_08042, SACKO_11469
OG0000056	AMPFI_21387	SACKO_13827, SACKO_01900
OG0000056	AMPFI_13952, AMPFI_00302	SACKO_13826, SACKO_16845
OG0000057	AMPFI_14627, AMPFI_22750	SACKO_02521
OG0000058	AMPFI_18481	SACKO_23572
OG0000058	AMPFI_05634	SACKO_00929, SACKO_00933, SACKO_00911
OG0000059	AMPFI_10609	SACKO_31255, SACKO_10806, SACKO_13822
OG0000059	AMPFI_02192, AMPFI_01329	SACKO_27650, SACKO_27632, SACKO_27652, SACKO_13821, SACKO_17647
OG0000060	AMPFI_23758	SACKO_26044
OG0000060	AMPFI_19643	SACKO_07510
OG0000062	AMPFI_06193	SACKO_15963, SACKO_09033
OG0000062	AMPFI_05434	SACKO_15645
OG0000062	AMPFI_05111, AMPFI_02667	SACKO_01291, SACKO_22149
OG0000063	AMPFI_19149	SACKO_30345
OG0000063	AMPFI_21664	SACKO_30337
OG0000064	AMPFI_19990	SACKO_03953, SACKO_27131
OG0000064	AMPFI_24329, AMPFI_24419	SACKO_03813, SACKO_07759, SACKO_07741, SACKO_07740
OG0000064	AMPFI_15929, AMPFI_24526, AMPFI_22622	SACKO_28653, SACKO_03949, SACKO_30966, SACKO_31590, SACKO_03966, SACKO_08407, SACKO_05053, SACKO_04752, SACKO_29299, SACKO_08896, SACKO_08852, SACKO_28360, SACKO_17531, SACKO_08878, SACKO_02678, SACKO_02673, SACKO_31336, SACKO_31295, SACKO_22301, SACKO_21361, SACKO_10454, SACKO_26879, SACKO_12435
OG0000066	AMPFI_16063	SACKO_12792
OG0000066	AMPFI_02908	SACKO_04149, SACKO_32467
OG0000066	AMPFI_19169	SACKO_01637
OG0000066	AMPFI_09400	SACKO_23403
OG0000066	AMPFI_25704, AMPFI_24273	SACKO_09024
OG0000067	AMPFI_04770	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369
OG0000067	AMPFI_18458, AMPFI_18044, AMPFI_00280, AMPFI_18852, AMPFI_24558, AMPFI_14845, AMPFI_03396	SACKO_31855, SACKO_31833, SACKO_12536, SACKO_12547, SACKO_12538, SACKO_06258, SACKO_31568, SACKO_29251, SACKO_32787, SACKO_32780
OG0000067	AMPFI_12403	SACKO_16903, SACKO_03814, SACKO_03817, SACKO_18910
OG0000068	AMPFI_02504	SACKO_00510, SACKO_11410
OG0000068	AMPFI_11929	SACKO_06043
OG0000068	AMPFI_04870	SACKO_06365
OG0000068	AMPFI_23414	SACKO_13373
OG0000068	AMPFI_23547, AMPFI_24987	SACKO_07008, SACKO_31433, SACKO_13374, SACKO_13369, SACKO_13372, SACKO_13381
OG0000069	AMPFI_08415	SACKO_07016, SACKO_15035
OG0000071	AMPFI_07275	SACKO_23940
OG0000072	AMPFI_20479	SACKO_30660
OG0000072	AMPFI_26076	SACKO_25111
OG0000072	AMPFI_21820	SACKO_14515
OG0000072	AMPFI_17873	SACKO_32752, SACKO_14099, SACKO_32753, SACKO_32755, SACKO_14093, SACKO_31263, SACKO_24540
OG0000073	AMPFI_14948	SACKO_26782
OG0000074	AMPFI_22998, AMPFI_09812, AMPFI_05452	SACKO_04859
OG0000074	AMPFI_19576	SACKO_00567, SACKO_23013
OG0000074	AMPFI_22923, AMPFI_25359, AMPFI_19392, AMPFI_00530, AMPFI_02296	SACKO_01565, SACKO_20235, SACKO_20240, SACKO_02109, SACKO_12436, SACKO_31326, SACKO_31311, SACKO_16881, SACKO_29200, SACKO_29259, SACKO_32314, SACKO_29235, SACKO_02421, SACKO_29199, SACKO_29193, SACKO_29237, SACKO_29214, SACKO_02420, SACKO_15509, SACKO_14575, SACKO_14398, SACKO_14464, SACKO_14421, SACKO_26150, SACKO_06386, SACKO_14271, SACKO_08735
OG0000075	AMPFI_17345, AMPFI_17344	SACKO_07161
OG0000075	AMPFI_12462	SACKO_31868
OG0000075	AMPFI_03839	SACKO_31864
OG0000075	AMPFI_10510	SACKO_16948
OG0000075	AMPFI_15829	SACKO_31867
OG0000075	AMPFI_15139	SACKO_23452
OG0000075	AMPFI_15917	SACKO_23651
OG0000075	AMPFI_17574	SACKO_16926
OG0000076	AMPFI_23645	SACKO_10761, SACKO_34185
OG0000076	AMPFI_24862, AMPFI_16993, AMPFI_19534	SACKO_01868
OG0000076	AMPFI_13972, AMPFI_09993, AMPFI_08135	SACKO_08188, SACKO_33348
OG0000077	AMPFI_08518	SACKO_24085
OG0000078	AMPFI_10742, AMPFI_19118, AMPFI_00030, AMPFI_21986	SACKO_29101
OG0000078	AMPFI_24840	SACKO_28415
OG0000078	AMPFI_22390	SACKO_11720, SACKO_15315
OG0000078	AMPFI_13696	SACKO_15309
OG0000078	AMPFI_20079	SACKO_06423
OG0000079	AMPFI_09380	SACKO_22850
OG0000079	AMPFI_09436, AMPFI_07753, AMPFI_20678, AMPFI_00442	SACKO_28168
OG0000079	AMPFI_24805	SACKO_02973
OG0000080	AMPFI_01296, AMPFI_18772, AMPFI_23056	SACKO_06247
OG0000081	AMPFI_00581	SACKO_05106, SACKO_05124, SACKO_05154, SACKO_13455, SACKO_09019, SACKO_26158, SACKO_26128, SACKO_04585
OG0000082	AMPFI_21007	SACKO_10320, SACKO_23913, SACKO_28357, SACKO_23907, SACKO_09409, SACKO_23931, SACKO_23906, SACKO_26214, SACKO_32295
OG0000082	AMPFI_06890	SACKO_12474
OG0000082	AMPFI_15952, AMPFI_11015	SACKO_26490
OG0000082	AMPFI_13856	SACKO_23968
OG0000082	AMPFI_12634	SACKO_23962
OG0000083	AMPFI_05014, AMPFI_16451, AMPFI_02295, AMPFI_09906, AMPFI_11280, AMPFI_20014, AMPFI_07179, AMPFI_25004, AMPFI_14557, AMPFI_11131, AMPFI_00181, AMPFI_24785, AMPFI_03500, AMPFI_15650, AMPFI_03031, AMPFI_21300, AMPFI_13219, AMPFI_22069, AMPFI_15760, AMPFI_20105, AMPFI_03660, AMPFI_07901, AMPFI_17694, AMPFI_21854, AMPFI_06694, AMPFI_21611, AMPFI_00790, AMPFI_02867	SACKO_13802
OG0000085	AMPFI_20771	SACKO_23009
OG0000085	AMPFI_25543	SACKO_08919
OG0000085	AMPFI_25819	SACKO_25563
OG0000085	AMPFI_25579	SACKO_29731
OG0000085	AMPFI_04349	SACKO_33849
OG0000086	AMPFI_05946	SACKO_20053, SACKO_04196, SACKO_18274
OG0000086	AMPFI_16129, AMPFI_08667	SACKO_23869, SACKO_24641, SACKO_21619, SACKO_18827, SACKO_21646, SACKO_26892, SACKO_17064
OG0000086	AMPFI_22123	SACKO_08164, SACKO_15957, SACKO_13202, SACKO_13399, SACKO_20656, SACKO_08650, SACKO_03282, SACKO_02410
OG0000086	AMPFI_23485	SACKO_32643, SACKO_05113, SACKO_03451
OG0000086	AMPFI_00738	SACKO_19742, SACKO_21598
OG0000086	AMPFI_11751, AMPFI_07935, AMPFI_06308, AMPFI_21419	SACKO_16708
OG0000086	AMPFI_02756	SACKO_30002
OG0000087	AMPFI_20352	SACKO_19449
OG0000087	AMPFI_01947	SACKO_09961
OG0000087	AMPFI_25175	SACKO_21024
OG0000087	AMPFI_07196	SACKO_23310, SACKO_14360
OG0000087	AMPFI_08649	SACKO_23472
OG0000087	AMPFI_11171	SACKO_06733
OG0000088	AMPFI_22112	SACKO_22121, SACKO_03740, SACKO_08568, SACKO_17308, SACKO_10633, SACKO_10635
OG0000088	AMPFI_19709, AMPFI_17224, AMPFI_20465	SACKO_31806, SACKO_21553
