Orthogroup	STRPU_ok	APOSJ_ok
OG0000004	STRPU_26969	APOSJ_41801, APOSJ_41800, APOSJ_62352, APOSJ_41802
OG0000004	STRPU_26895	APOSJ_07413, APOSJ_07417, APOSJ_07420, APOSJ_07421, APOSJ_07415, APOSJ_28552, APOSJ_43344
OG0000004	STRPU_12971, STRPU_20214, STRPU_02497, STRPU_15118, STRPU_09105, STRPU_02076, STRPU_24332	APOSJ_41012
OG0000004	STRPU_01396, STRPU_08764, STRPU_27011, STRPU_08312, STRPU_01394, STRPU_01395, STRPU_08765, STRPU_01399, STRPU_26705, STRPU_26709, STRPU_26707, STRPU_26711	APOSJ_61234, APOSJ_40238, APOSJ_49811, APOSJ_28826
OG0000004	STRPU_25881, STRPU_23220, STRPU_23228, STRPU_25882, STRPU_25307	APOSJ_08124, APOSJ_12667
OG0000004	STRPU_26216	APOSJ_51632, APOSJ_51634, APOSJ_51633, APOSJ_51631
OG0000004	STRPU_14686, STRPU_14682	APOSJ_42139
OG0000005	STRPU_18110, STRPU_02307, STRPU_02309	APOSJ_41990, APOSJ_64784, APOSJ_14605, APOSJ_30108, APOSJ_32957, APOSJ_50291, APOSJ_50290, APOSJ_15668, APOSJ_15669, APOSJ_15667
OG0000005	STRPU_17631, STRPU_02287	APOSJ_31537
OG0000005	STRPU_18030, STRPU_17651, STRPU_02270, STRPU_17649, STRPU_17652, STRPU_02271, STRPU_02273	APOSJ_09482, APOSJ_09484, APOSJ_09485, APOSJ_09481, APOSJ_09483, APOSJ_09269, APOSJ_48428, APOSJ_48429
OG0000005	STRPU_02285, STRPU_00429, STRPU_17634, STRPU_02288, STRPU_17632, STRPU_02286, STRPU_17633, STRPU_19124, STRPU_02289, STRPU_17623, STRPU_02297, STRPU_17967, STRPU_17969, STRPU_02293, STRPU_02291, STRPU_02294, STRPU_17627, STRPU_17624, STRPU_02296, STRPU_17968, STRPU_17713, STRPU_17714, STRPU_21910, STRPU_15486, STRPU_15487, STRPU_22203, STRPU_22202, STRPU_17272	APOSJ_02028, APOSJ_23808, APOSJ_02027, APOSJ_42948, APOSJ_54441, APOSJ_42029, APOSJ_12417, APOSJ_20058, APOSJ_20056, APOSJ_19603, APOSJ_07516, APOSJ_11151, APOSJ_11154, APOSJ_11157, APOSJ_63887, APOSJ_11156, APOSJ_11155, APOSJ_11153, APOSJ_11152, APOSJ_50934, APOSJ_48695
OG0000005	STRPU_26723	APOSJ_28565, APOSJ_22524, APOSJ_48942, APOSJ_07813, APOSJ_10177, APOSJ_10170, APOSJ_30095
OG0000005	STRPU_06288, STRPU_06333	APOSJ_12734
OG0000005	STRPU_02665, STRPU_01699	APOSJ_43564, APOSJ_43561
OG0000006	STRPU_12837	APOSJ_12203, APOSJ_12202, APOSJ_12204
OG0000006	STRPU_04777	APOSJ_14510
OG0000006	STRPU_05111, STRPU_05037	APOSJ_43757
OG0000006	STRPU_19989	APOSJ_51998, APOSJ_52011, APOSJ_51992, APOSJ_23178
OG0000006	STRPU_12594	APOSJ_53154
OG0000006	STRPU_12593	APOSJ_09913, APOSJ_45177, APOSJ_09916, APOSJ_63967, APOSJ_09917
OG0000006	STRPU_09165, STRPU_02127	APOSJ_52128
OG0000006	STRPU_09164	APOSJ_22887
OG0000006	STRPU_27184, STRPU_27203	APOSJ_25002
OG0000006	STRPU_07314	APOSJ_24425, APOSJ_24424
OG0000006	STRPU_04454, STRPU_04403, STRPU_04401	APOSJ_38154
OG0000006	STRPU_21071	APOSJ_46492
OG0000007	STRPU_25459	APOSJ_59584
OG0000007	STRPU_26581	APOSJ_54414, APOSJ_55946, APOSJ_54415
OG0000007	STRPU_21427	APOSJ_59909
OG0000007	STRPU_18763	APOSJ_46494
OG0000007	STRPU_09815	APOSJ_04151
OG0000007	STRPU_25460	APOSJ_32909
OG0000007	STRPU_25458	APOSJ_33751
OG0000007	STRPU_16477	APOSJ_45510, APOSJ_50337
OG0000007	STRPU_21790	APOSJ_45418, APOSJ_45416, APOSJ_16951, APOSJ_45417
OG0000007	STRPU_08442	APOSJ_06582, APOSJ_20594
OG0000007	STRPU_08417	APOSJ_16847, APOSJ_57982, APOSJ_16846
OG0000007	STRPU_12872	APOSJ_61120, APOSJ_64094, APOSJ_61123, APOSJ_61124, APOSJ_61122, APOSJ_61121
OG0000007	STRPU_10590	APOSJ_33873, APOSJ_55281, APOSJ_26156, APOSJ_33878
OG0000007	STRPU_21559	APOSJ_55940, APOSJ_55941
OG0000008	STRPU_19365	APOSJ_08880
OG0000008	STRPU_13280	APOSJ_21452, APOSJ_49644, APOSJ_36622, APOSJ_36616, APOSJ_42527, APOSJ_42528
OG0000008	STRPU_10510	APOSJ_63140, APOSJ_63139, APOSJ_65328, APOSJ_41882, APOSJ_18021, APOSJ_18020, APOSJ_07175, APOSJ_32183
OG0000008	STRPU_13475	APOSJ_10775, APOSJ_03255
OG0000008	STRPU_13258	APOSJ_51676, APOSJ_19161, APOSJ_11616, APOSJ_11617
OG0000008	STRPU_13930, STRPU_13915	APOSJ_06622, APOSJ_23604
OG0000008	STRPU_23377, STRPU_23376	APOSJ_42337, APOSJ_52394, APOSJ_22900, APOSJ_49999, APOSJ_52396, APOSJ_52392, APOSJ_08921, APOSJ_58249, APOSJ_58247, APOSJ_08951, APOSJ_58246, APOSJ_50496
OG0000009	STRPU_17808	APOSJ_29156
OG0000009	STRPU_15444, STRPU_03718, STRPU_18053, STRPU_20484	APOSJ_61304, APOSJ_61303
OG0000009	STRPU_02854	APOSJ_39290
OG0000009	STRPU_16150	APOSJ_09416, APOSJ_58001, APOSJ_01900, APOSJ_01898
OG0000009	STRPU_15654, STRPU_26439, STRPU_09847, STRPU_13357, STRPU_23871, STRPU_21906, STRPU_16904, STRPU_04743, STRPU_04269, STRPU_14755	APOSJ_60169
OG0000009	STRPU_18212, STRPU_07052, STRPU_25104, STRPU_12260, STRPU_15899, STRPU_02542, STRPU_10057, STRPU_23106, STRPU_12842, STRPU_00804, STRPU_26779, STRPU_12417, STRPU_10065	APOSJ_56788, APOSJ_16191, APOSJ_29582, APOSJ_16189
OG0000009	STRPU_16860, STRPU_03566, STRPU_20030, STRPU_20895, STRPU_03124, STRPU_12941, STRPU_10676, STRPU_24579, STRPU_16616, STRPU_17520, STRPU_20150, STRPU_01519	APOSJ_59244, APOSJ_59242, APOSJ_53515, APOSJ_34367, APOSJ_61174, APOSJ_31715, APOSJ_13125, APOSJ_50535, APOSJ_31719, APOSJ_17359, APOSJ_50547, APOSJ_60011, APOSJ_17353, APOSJ_13127, APOSJ_13126, APOSJ_48325, APOSJ_48328, APOSJ_59469, APOSJ_48329, APOSJ_58890, APOSJ_48326, APOSJ_49841, APOSJ_49842, APOSJ_49840, APOSJ_49839, APOSJ_49838, APOSJ_42589, APOSJ_39562
OG0000009	STRPU_18124, STRPU_16867, STRPU_09178, STRPU_19207, STRPU_12303, STRPU_03189, STRPU_16868, STRPU_15303, STRPU_15345, STRPU_20427, STRPU_04877	APOSJ_56376, APOSJ_43608, APOSJ_01836, APOSJ_01834, APOSJ_01831, APOSJ_62939, APOSJ_62936, APOSJ_43607
OG0000009	STRPU_27144, STRPU_05819, STRPU_12056, STRPU_26205	APOSJ_49147, APOSJ_49146, APOSJ_49148
OG0000009	STRPU_26350, STRPU_21879, STRPU_07996, STRPU_24057, STRPU_13165, STRPU_08192, STRPU_01156, STRPU_23113, STRPU_05532	APOSJ_53043
OG0000009	STRPU_19547, STRPU_26479, STRPU_00431, STRPU_17677, STRPU_03968	APOSJ_08607, APOSJ_33774, APOSJ_21638
OG0000010	STRPU_08974, STRPU_08975	APOSJ_03628
OG0000010	STRPU_11814	APOSJ_36301, APOSJ_36300, APOSJ_03568, APOSJ_03074
OG0000011	STRPU_26402	APOSJ_62275, APOSJ_62276
OG0000011	STRPU_26685, STRPU_10728	APOSJ_55692, APOSJ_01636, APOSJ_36340, APOSJ_37738, APOSJ_37733, APOSJ_37734, APOSJ_17966, APOSJ_17967, APOSJ_17965
OG0000011	STRPU_14781, STRPU_12222, STRPU_15041	APOSJ_35621, APOSJ_35622
OG0000011	STRPU_03188, STRPU_03644, STRPU_13118, STRPU_15611, STRPU_01277, STRPU_02577	APOSJ_16662, APOSJ_58824, APOSJ_37653, APOSJ_37652, APOSJ_55526
OG0000011	STRPU_20280, STRPU_12367	APOSJ_25283, APOSJ_25285
OG0000011	STRPU_03079	APOSJ_21982
OG0000011	STRPU_16724	APOSJ_62277
OG0000012	STRPU_06380	APOSJ_58905, APOSJ_58906, APOSJ_58904, APOSJ_58903, APOSJ_58902
OG0000012	STRPU_06825	APOSJ_08161, APOSJ_08160
OG0000012	STRPU_22431	APOSJ_56324, APOSJ_56325, APOSJ_58381, APOSJ_56327, APOSJ_43063, APOSJ_43069, APOSJ_43070, APOSJ_43068, APOSJ_43067, APOSJ_43066, APOSJ_43065, APOSJ_43064, APOSJ_43930, APOSJ_28193, APOSJ_20947, APOSJ_09530, APOSJ_26007
OG0000012	STRPU_22218	APOSJ_34506, APOSJ_34505, APOSJ_18764, APOSJ_41502, APOSJ_41501, APOSJ_62490, APOSJ_23315, APOSJ_02166, APOSJ_26429, APOSJ_57968, APOSJ_60006, APOSJ_60001
OG0000012	STRPU_23191, STRPU_23193, STRPU_23192	APOSJ_08662
OG0000012	STRPU_24328, STRPU_24329, STRPU_23798, STRPU_05978, STRPU_05979, STRPU_24259, STRPU_01047, STRPU_01046, STRPU_24260	APOSJ_29241, APOSJ_29242, APOSJ_18379, APOSJ_27901, APOSJ_19235, APOSJ_27908, APOSJ_19236, APOSJ_27902, APOSJ_43527, APOSJ_27907, APOSJ_02479
OG0000012	STRPU_23513	APOSJ_20422
OG0000013	STRPU_03494, STRPU_03492, STRPU_03491, STRPU_03490, STRPU_24550, STRPU_24549, STRPU_03493, STRPU_13013, STRPU_13016, STRPU_13015, STRPU_26140, STRPU_26139, STRPU_26141, STRPU_26142, STRPU_26063, STRPU_26143, STRPU_26144, STRPU_26145, STRPU_26138, STRPU_12240, STRPU_17902, STRPU_12241	APOSJ_62947, APOSJ_26006, APOSJ_16913, APOSJ_41894, APOSJ_41895, APOSJ_61052, APOSJ_61056, APOSJ_61059, APOSJ_39191, APOSJ_41889, APOSJ_62706, APOSJ_61060, APOSJ_41763, APOSJ_41760, APOSJ_41759, APOSJ_61058, APOSJ_41893, APOSJ_41766, APOSJ_61057, APOSJ_41892, APOSJ_41887, APOSJ_41762, APOSJ_31949, APOSJ_41761, APOSJ_41764, APOSJ_47969, APOSJ_47968, APOSJ_41891, APOSJ_41758, APOSJ_62088, APOSJ_44152, APOSJ_09998
OG0000013	STRPU_05609	APOSJ_12246, APOSJ_12247, APOSJ_12245, APOSJ_11982
OG0000013	STRPU_19588, STRPU_25542, STRPU_26621, STRPU_26619, STRPU_13855, STRPU_22248, STRPU_22985, STRPU_05310, STRPU_03335, STRPU_03341	APOSJ_26214
OG0000013	STRPU_05350, STRPU_17608, STRPU_10835, STRPU_10854, STRPU_27045, STRPU_27048, STRPU_27049, STRPU_14795, STRPU_15013, STRPU_15028, STRPU_15009, STRPU_15023, STRPU_15021, STRPU_21089, STRPU_27050, STRPU_21244, STRPU_17615, STRPU_17609, STRPU_17614, STRPU_23920, STRPU_13091, STRPU_13105	APOSJ_33158, APOSJ_40794, APOSJ_56288, APOSJ_13713, APOSJ_22815, APOSJ_35010, APOSJ_22807, APOSJ_22820, APOSJ_53227, APOSJ_22812
OG0000014	STRPU_08197, STRPU_03932	APOSJ_22104, APOSJ_22107, APOSJ_22108, APOSJ_22106, APOSJ_22105
OG0000014	STRPU_16744, STRPU_01717, STRPU_04369, STRPU_21238	APOSJ_53128, APOSJ_57940, APOSJ_51674, APOSJ_39040, APOSJ_00798, APOSJ_00799, APOSJ_23863, APOSJ_61319, APOSJ_61320, APOSJ_26115, APOSJ_26117
OG0000014	STRPU_17754, STRPU_17755	APOSJ_28331, APOSJ_28332
OG0000014	STRPU_19509	APOSJ_23867, APOSJ_22503
OG0000015	STRPU_26052	APOSJ_42624, APOSJ_59632, APOSJ_31277, APOSJ_59631, APOSJ_43143, APOSJ_31279
OG0000015	STRPU_27331	APOSJ_62317, APOSJ_51506, APOSJ_06725
OG0000015	STRPU_05602, STRPU_05543	APOSJ_04715
OG0000015	STRPU_05546, STRPU_05605	APOSJ_09441, APOSJ_10165
OG0000015	STRPU_05547, STRPU_05606	APOSJ_50846, APOSJ_50844
OG0000016	STRPU_06927, STRPU_06051	APOSJ_25810, APOSJ_25809
OG0000016	STRPU_06086, STRPU_06084, STRPU_06503, STRPU_06525, STRPU_06574, STRPU_06085	APOSJ_38950, APOSJ_38952
OG0000016	STRPU_06200, STRPU_06221	APOSJ_43457
OG0000016	STRPU_09277	APOSJ_40020
OG0000016	STRPU_19934, STRPU_02593	APOSJ_51950, APOSJ_51936, APOSJ_51946, APOSJ_40118, APOSJ_12454, APOSJ_33617
OG0000016	STRPU_23484	APOSJ_06716, APOSJ_06717
OG0000016	STRPU_06664, STRPU_06873, STRPU_06665	APOSJ_45352, APOSJ_32030, APOSJ_32038, APOSJ_05163, APOSJ_32039, APOSJ_32033, APOSJ_32031, APOSJ_56442, APOSJ_56443, APOSJ_56445, APOSJ_56441
OG0000016	STRPU_21110	APOSJ_31207
OG0000016	STRPU_22999, STRPU_00875, STRPU_22993, STRPU_22992, STRPU_22997, STRPU_22995	APOSJ_58384
OG0000016	STRPU_00667, STRPU_23082	APOSJ_11248
OG0000017	STRPU_02089	APOSJ_52652, APOSJ_52651
OG0000017	STRPU_14020, STRPU_04049, STRPU_14783, STRPU_03128, STRPU_05415, STRPU_00068, STRPU_06377, STRPU_22862, STRPU_06733, STRPU_03412, STRPU_00906, STRPU_16710, STRPU_08383, STRPU_26123, STRPU_08138, STRPU_14019, STRPU_04048, STRPU_14782	APOSJ_34254, APOSJ_34253, APOSJ_34255, APOSJ_34251, APOSJ_33972, APOSJ_33973
OG0000017	STRPU_07242, STRPU_06186	APOSJ_11055
OG0000017	STRPU_03647, STRPU_16727, STRPU_02546, STRPU_25300, STRPU_26746, STRPU_14779, STRPU_14777	APOSJ_29917, APOSJ_29916
OG0000017	STRPU_04020, STRPU_04133	APOSJ_52476, APOSJ_39857, APOSJ_39853, APOSJ_39852, APOSJ_05386, APOSJ_05387, APOSJ_05389, APOSJ_58711, APOSJ_65196, APOSJ_65197, APOSJ_65193, APOSJ_65192, APOSJ_65178, APOSJ_42099, APOSJ_33478, APOSJ_05390, APOSJ_65198, APOSJ_65190, APOSJ_65189, APOSJ_58712
OG0000017	STRPU_04021	APOSJ_45809
OG0000017	STRPU_00925	APOSJ_32437
OG0000017	STRPU_12810, STRPU_06315, STRPU_01747, STRPU_12439, STRPU_14084	APOSJ_43655, APOSJ_43652, APOSJ_43651, APOSJ_43650, APOSJ_43653, APOSJ_43649
OG0000017	STRPU_22904, STRPU_09791, STRPU_16605, STRPU_08988, STRPU_08586, STRPU_11525	APOSJ_52033, APOSJ_20546, APOSJ_34527, APOSJ_34526, APOSJ_34525, APOSJ_05990
OG0000019	STRPU_27424, STRPU_27423, STRPU_27421, STRPU_27422, STRPU_27112, STRPU_27113	APOSJ_63124
OG0000019	STRPU_18936	APOSJ_50969
OG0000019	STRPU_21531, STRPU_04750, STRPU_27420, STRPU_26993, STRPU_26980, STRPU_26645, STRPU_26644, STRPU_26646, STRPU_26648, STRPU_26649, STRPU_26725, STRPU_26724	APOSJ_58483
OG0000019	STRPU_23414, STRPU_01023	APOSJ_49365
OG0000019	STRPU_07346, STRPU_07741, STRPU_13585, STRPU_01603, STRPU_05485, STRPU_05487, STRPU_05486, STRPU_05488, STRPU_05444, STRPU_12138, STRPU_12181, STRPU_01261, STRPU_18209, STRPU_01263, STRPU_18207, STRPU_18206	APOSJ_01085, APOSJ_65350, APOSJ_05565, APOSJ_64003, APOSJ_65353, APOSJ_05564, APOSJ_34752, APOSJ_65005, APOSJ_65352, APOSJ_65351, APOSJ_05568, APOSJ_64006, APOSJ_64005, APOSJ_07876, APOSJ_64004, APOSJ_48618, APOSJ_48619, APOSJ_48616, APOSJ_16280, APOSJ_48620, APOSJ_48621, APOSJ_30953
OG0000020	STRPU_13949	APOSJ_03215
OG0000020	STRPU_20580	APOSJ_60863, APOSJ_38143, APOSJ_60862
OG0000020	STRPU_01068, STRPU_24239	APOSJ_44342, APOSJ_44340, APOSJ_44341
OG0000020	STRPU_19028, STRPU_00464	APOSJ_25225, APOSJ_25228, APOSJ_25227, APOSJ_25226, APOSJ_25224, APOSJ_25223
OG0000020	STRPU_06549	APOSJ_17336, APOSJ_17335
OG0000020	STRPU_22232	APOSJ_45822, APOSJ_45820, APOSJ_45821
OG0000020	STRPU_19861, STRPU_19888	APOSJ_34911, APOSJ_34912, APOSJ_34909, APOSJ_34910
OG0000020	STRPU_05007	APOSJ_51246, APOSJ_35639
OG0000020	STRPU_11453	APOSJ_08125, APOSJ_51104
OG0000020	STRPU_04309, STRPU_04336	APOSJ_16758
OG0000020	STRPU_13832	APOSJ_38030, APOSJ_38032
OG0000020	STRPU_05521	APOSJ_64610, APOSJ_31490
OG0000020	STRPU_21977	APOSJ_45120
OG0000021	STRPU_22366, STRPU_22365	APOSJ_55570, APOSJ_22670, APOSJ_48399, APOSJ_48398, APOSJ_48401, APOSJ_48402, APOSJ_48404, APOSJ_26218
OG0000021	STRPU_23367	APOSJ_47375, APOSJ_47376
OG0000021	STRPU_21162, STRPU_21171, STRPU_21172, STRPU_13957, STRPU_27306, STRPU_06572	APOSJ_50915
OG0000021	STRPU_02204, STRPU_15604	APOSJ_16738, APOSJ_16737, APOSJ_16740, APOSJ_16736
OG0000021	STRPU_02212, STRPU_15595	APOSJ_56015, APOSJ_08859
OG0000021	STRPU_05427	APOSJ_16640, APOSJ_16638
OG0000021	STRPU_18709	APOSJ_34733, APOSJ_17339, APOSJ_22470, APOSJ_22469, APOSJ_16747, APOSJ_22471, APOSJ_33890, APOSJ_34732, APOSJ_64645, APOSJ_43284
OG0000021	STRPU_19932, STRPU_02595	APOSJ_00001
OG0000021	STRPU_19514, STRPU_20213	APOSJ_41267, APOSJ_41269, APOSJ_41268, APOSJ_41270
OG0000021	STRPU_05298	APOSJ_46341, APOSJ_46342, APOSJ_14192
OG0000021	STRPU_05227	APOSJ_54489, APOSJ_54488
OG0000023	STRPU_09714, STRPU_09758	APOSJ_12541
OG0000023	STRPU_09970	APOSJ_58633
OG0000023	STRPU_05490	APOSJ_27677, APOSJ_27676, APOSJ_27675, APOSJ_27674
OG0000023	STRPU_14357	APOSJ_01239
OG0000023	STRPU_04156, STRPU_04890, STRPU_04760, STRPU_04888, STRPU_04889, STRPU_04887, STRPU_09969, STRPU_09989, STRPU_09988, STRPU_09968, STRPU_09990	APOSJ_01093, APOSJ_01092, APOSJ_01091
OG0000023	STRPU_15044	APOSJ_42179
OG0000023	STRPU_02240, STRPU_15564, STRPU_02241, STRPU_15563	APOSJ_00272
OG0000024	STRPU_14183, STRPU_00265	APOSJ_61540, APOSJ_61541, APOSJ_41584, APOSJ_02508, APOSJ_02509, APOSJ_01723, APOSJ_49604, APOSJ_49606, APOSJ_49600, APOSJ_49609, APOSJ_01726, APOSJ_10812, APOSJ_01728, APOSJ_49603, APOSJ_01724, APOSJ_01725, APOSJ_49605, APOSJ_49608, APOSJ_49607, APOSJ_49602, APOSJ_01727, APOSJ_64694, APOSJ_36208, APOSJ_60045, APOSJ_60046, APOSJ_60043, APOSJ_60042, APOSJ_60044, APOSJ_60041, APOSJ_50597, APOSJ_50596, APOSJ_59030, APOSJ_52499, APOSJ_21171, APOSJ_52500, APOSJ_52498, APOSJ_22830, APOSJ_21196, APOSJ_44116, APOSJ_44115, APOSJ_38982, APOSJ_48566
OG0000024	STRPU_07747	APOSJ_03380, APOSJ_03379, APOSJ_18300, APOSJ_25967, APOSJ_38975, APOSJ_43890
OG0000024	STRPU_03683	APOSJ_22298
OG0000024	STRPU_07586	APOSJ_42203
OG0000024	STRPU_19118, STRPU_17926, STRPU_02880, STRPU_03048, STRPU_03977, STRPU_22594, STRPU_03380, STRPU_26193, STRPU_20421, STRPU_18659, STRPU_12498, STRPU_04067, STRPU_01267, STRPU_16831	APOSJ_60754
OG0000025	STRPU_09349	APOSJ_62497, APOSJ_37445, APOSJ_37447, APOSJ_37448, APOSJ_50888, APOSJ_50889, APOSJ_22933, APOSJ_37444, APOSJ_56575, APOSJ_07839, APOSJ_37446, APOSJ_52769, APOSJ_59374
OG0000025	STRPU_08707	APOSJ_06201
OG0000026	STRPU_24999	APOSJ_39679, APOSJ_39682
OG0000026	STRPU_03983, STRPU_03985, STRPU_03980, STRPU_03984, STRPU_15016, STRPU_14051, STRPU_15142, STRPU_15012, STRPU_15019, STRPU_15022, STRPU_15024, STRPU_00872, STRPU_00871, STRPU_14049, STRPU_14036, STRPU_14032, STRPU_15323, STRPU_26875, STRPU_08379, STRPU_15370, STRPU_15368	APOSJ_58273, APOSJ_64303
OG0000026	STRPU_13435, STRPU_25665, STRPU_06675, STRPU_06676	APOSJ_19082, APOSJ_19084, APOSJ_19083, APOSJ_14166, APOSJ_53551, APOSJ_63979, APOSJ_46283, APOSJ_28315, APOSJ_01642, APOSJ_47589, APOSJ_31703, APOSJ_43474
OG0000026	STRPU_21822	APOSJ_20027
OG0000026	STRPU_10195	APOSJ_00259, APOSJ_43475
