Orthogroup	STRPU_ok	AMPFI_ok
OG0000002	STRPU_22053, STRPU_10449, STRPU_10451, STRPU_10453, STRPU_11801, STRPU_04204, STRPU_04244, STRPU_03069, STRPU_04415, STRPU_16798, STRPU_15494, STRPU_16800, STRPU_16796, STRPU_04913, STRPU_04447	AMPFI_19052, AMPFI_09634, AMPFI_20301, AMPFI_00785, AMPFI_19979
OG0000002	STRPU_20582, STRPU_20566	AMPFI_23336
OG0000002	STRPU_00361	AMPFI_02191, AMPFI_00932, AMPFI_04499
OG0000002	STRPU_18021, STRPU_18027	AMPFI_16931, AMPFI_22489
OG0000003	STRPU_19737	AMPFI_16631
OG0000003	STRPU_08514	AMPFI_12750
OG0000003	STRPU_06865	AMPFI_16210
OG0000003	STRPU_12381, STRPU_12395, STRPU_12415, STRPU_12400, STRPU_12399, STRPU_12411, STRPU_12398, STRPU_12397, STRPU_12396, STRPU_12394, STRPU_12393, STRPU_12392, STRPU_12391, STRPU_12390, STRPU_12389, STRPU_12388, STRPU_12387, STRPU_12386, STRPU_12385, STRPU_12384, STRPU_12383, STRPU_12382, STRPU_12380, STRPU_12379, STRPU_12378	AMPFI_00352
OG0000003	STRPU_14457	AMPFI_02665, AMPFI_03204
OG0000003	STRPU_00063	AMPFI_07815
OG0000003	STRPU_02656, STRPU_06609	AMPFI_10369
OG0000003	STRPU_07634	AMPFI_18906
OG0000003	STRPU_08627	AMPFI_13081, AMPFI_01108
OG0000003	STRPU_00064	AMPFI_16587, AMPFI_13138
OG0000003	STRPU_13505	AMPFI_18427, AMPFI_25711, AMPFI_01607
OG0000003	STRPU_22956, STRPU_00065	AMPFI_17593
OG0000003	STRPU_00036	AMPFI_18383
OG0000003	STRPU_09153, STRPU_02119, STRPU_09154	AMPFI_15011
OG0000003	STRPU_09134	AMPFI_13545
OG0000003	STRPU_08511	AMPFI_16139
OG0000003	STRPU_12408	AMPFI_14808
OG0000003	STRPU_20154	AMPFI_23718
OG0000003	STRPU_09130	AMPFI_13137
OG0000003	STRPU_06867, STRPU_06866	AMPFI_11583
OG0000004	STRPU_25308	AMPFI_20212, AMPFI_25512, AMPFI_20381, AMPFI_24423
OG0000004	STRPU_02122	AMPFI_25238
OG0000004	STRPU_27431, STRPU_02833, STRPU_09499, STRPU_09497, STRPU_09498	AMPFI_12413
OG0000004	STRPU_04563	AMPFI_07977
OG0000004	STRPU_26895	AMPFI_21283
OG0000004	STRPU_18793, STRPU_18804, STRPU_18942, STRPU_18792, STRPU_18791, STRPU_25306, STRPU_07761, STRPU_07767, STRPU_15502, STRPU_03859, STRPU_25874, STRPU_03860, STRPU_14052, STRPU_24326, STRPU_12010, STRPU_01672, STRPU_12009, STRPU_19328, STRPU_27014, STRPU_12971, STRPU_20214, STRPU_02497, STRPU_15118, STRPU_09105, STRPU_02076, STRPU_24332, STRPU_03320, STRPU_03321	AMPFI_11893
OG0000004	STRPU_03895	AMPFI_01544, AMPFI_02173, AMPFI_17454, AMPFI_17455
OG0000004	STRPU_01396, STRPU_08764, STRPU_27011, STRPU_08312, STRPU_01394, STRPU_01395, STRPU_08765, STRPU_01399, STRPU_26705, STRPU_26709, STRPU_26707, STRPU_26711, STRPU_25881, STRPU_23220, STRPU_23228, STRPU_25882, STRPU_25307	AMPFI_11374, AMPFI_01179
OG0000004	STRPU_26216	AMPFI_03079
OG0000004	STRPU_12970, STRPU_00307, STRPU_08591	AMPFI_22025
OG0000004	STRPU_07773	AMPFI_01921
OG0000004	STRPU_19329	AMPFI_04189
OG0000004	STRPU_05439, STRPU_05438	AMPFI_20230
OG0000004	STRPU_14686, STRPU_14682	AMPFI_16756, AMPFI_00472, AMPFI_20231
OG0000005	STRPU_17631, STRPU_02287	AMPFI_18504
OG0000005	STRPU_17625, STRPU_17635, STRPU_02284	AMPFI_00525
OG0000005	STRPU_02285, STRPU_00429, STRPU_17634, STRPU_02288, STRPU_17632, STRPU_02286, STRPU_17633, STRPU_19124, STRPU_02289, STRPU_17623, STRPU_02297, STRPU_17967, STRPU_17969, STRPU_02293, STRPU_02291, STRPU_02294, STRPU_17627, STRPU_17624, STRPU_02296, STRPU_17968, STRPU_17713, STRPU_17714, STRPU_21910, STRPU_15486, STRPU_15487, STRPU_22203, STRPU_22202, STRPU_17272	AMPFI_18823
OG0000005	STRPU_02665, STRPU_01699	AMPFI_12557, AMPFI_17233, AMPFI_06946
OG0000006	STRPU_19989	AMPFI_22262
OG0000006	STRPU_12593	AMPFI_00206
OG0000006	STRPU_20521	AMPFI_02520
OG0000006	STRPU_27125	AMPFI_23503
OG0000006	STRPU_27126	AMPFI_09123
OG0000006	STRPU_04454, STRPU_04403, STRPU_04401	AMPFI_18507
OG0000006	STRPU_21069	AMPFI_06099
OG0000006	STRPU_21071	AMPFI_17130
OG0000006	STRPU_14340	AMPFI_12555
OG0000006	STRPU_22384	AMPFI_05072, AMPFI_22396
OG0000007	STRPU_26581	AMPFI_02812
OG0000007	STRPU_21427	AMPFI_07094
OG0000007	STRPU_26977	AMPFI_16775
OG0000007	STRPU_16477	AMPFI_26059
OG0000007	STRPU_21790	AMPFI_15806
OG0000007	STRPU_08442	AMPFI_22204
OG0000007	STRPU_08417	AMPFI_08786
OG0000007	STRPU_12872	AMPFI_17089
OG0000007	STRPU_10590	AMPFI_21281
OG0000007	STRPU_21559	AMPFI_23280
OG0000008	STRPU_19365	AMPFI_24346
OG0000008	STRPU_13930, STRPU_13915	AMPFI_10761
OG0000008	STRPU_23377, STRPU_23376	AMPFI_22833, AMPFI_19927, AMPFI_13893
OG0000009	STRPU_17808	AMPFI_18552, AMPFI_07288
OG0000009	STRPU_15444, STRPU_03718, STRPU_18053, STRPU_20484	AMPFI_05115
OG0000009	STRPU_17807	AMPFI_03236
OG0000009	STRPU_16150	AMPFI_19615
OG0000009	STRPU_03684	AMPFI_04561
OG0000009	STRPU_09185	AMPFI_07658
OG0000009	STRPU_11405, STRPU_18563, STRPU_19504, STRPU_03685	AMPFI_00045
OG0000009	STRPU_03934, STRPU_19852, STRPU_13707, STRPU_25895	AMPFI_14612, AMPFI_05867, AMPFI_15686
OG0000009	STRPU_11543	AMPFI_25789
OG0000009	STRPU_16860, STRPU_03566, STRPU_20030, STRPU_20895, STRPU_03124, STRPU_12941, STRPU_10676, STRPU_24579, STRPU_16616, STRPU_17520, STRPU_20150, STRPU_01519	AMPFI_02292, AMPFI_07211, AMPFI_22078
OG0000009	STRPU_27144, STRPU_05819, STRPU_12056, STRPU_26205	AMPFI_18638, AMPFI_23313
OG0000009	STRPU_00264, STRPU_13826	AMPFI_04909
OG0000009	STRPU_19547, STRPU_26479, STRPU_00431, STRPU_17677, STRPU_03968	AMPFI_20474
OG0000009	STRPU_21356, STRPU_17025, STRPU_26652, STRPU_25389, STRPU_22050, STRPU_19627, STRPU_22581, STRPU_08423, STRPU_16702, STRPU_26575, STRPU_03959, STRPU_08817, STRPU_01475, STRPU_14722, STRPU_17642, STRPU_11125	AMPFI_23431
OG0000009	STRPU_08846	AMPFI_05893
OG0000010	STRPU_04522	AMPFI_14307, AMPFI_14306, AMPFI_02722
OG0000010	STRPU_08974, STRPU_08975	AMPFI_20654
OG0000011	STRPU_14781, STRPU_12222, STRPU_15041	AMPFI_10527
OG0000011	STRPU_03188	AMPFI_13004
OG0000011	STRPU_03644	AMPFI_17028
OG0000011	STRPU_01277, STRPU_02577	AMPFI_10672
OG0000011	STRPU_20280, STRPU_12367	AMPFI_12525, AMPFI_04893
OG0000011	STRPU_03079	AMPFI_09690
OG0000011	STRPU_10303	AMPFI_25605
OG0000011	STRPU_04871, STRPU_19442, STRPU_02972, STRPU_07599	AMPFI_00004
OG0000012	STRPU_06380	AMPFI_05035, AMPFI_18913
OG0000012	STRPU_22881, STRPU_22880, STRPU_22878, STRPU_22879, STRPU_22882, STRPU_22877, STRPU_19466, STRPU_26979	AMPFI_24706
OG0000012	STRPU_24328, STRPU_24329, STRPU_23798, STRPU_05978, STRPU_05979, STRPU_24259, STRPU_01047, STRPU_01046, STRPU_24260	AMPFI_06478
OG0000013	STRPU_03494, STRPU_03492, STRPU_03491, STRPU_03490, STRPU_24550, STRPU_24549, STRPU_03493, STRPU_13013, STRPU_13016, STRPU_13015, STRPU_26140, STRPU_26139, STRPU_26141, STRPU_26142, STRPU_26063, STRPU_26143, STRPU_26144, STRPU_26145, STRPU_26138, STRPU_12240, STRPU_17902, STRPU_12241	AMPFI_18951
OG0000013	STRPU_05609, STRPU_18744, STRPU_18801, STRPU_18564, STRPU_18562, STRPU_19588, STRPU_25542, STRPU_26621, STRPU_26619, STRPU_13855, STRPU_22248, STRPU_22985, STRPU_05310, STRPU_03335, STRPU_03341, STRPU_05350, STRPU_17608, STRPU_10835, STRPU_10854, STRPU_27045, STRPU_27048, STRPU_27049, STRPU_14795, STRPU_15013, STRPU_15028, STRPU_15009, STRPU_15023, STRPU_15021, STRPU_21089, STRPU_27050, STRPU_21244, STRPU_17615, STRPU_17609, STRPU_17614, STRPU_23920, STRPU_13091, STRPU_13105	AMPFI_15921, AMPFI_25074, AMPFI_24928, AMPFI_06132
OG0000014	STRPU_08197, STRPU_03932	AMPFI_10576, AMPFI_00293
OG0000014	STRPU_16744, STRPU_01717, STRPU_04369, STRPU_21238	AMPFI_21375, AMPFI_08000, AMPFI_07725
OG0000014	STRPU_17754, STRPU_17755	AMPFI_16339
OG0000014	STRPU_18535, STRPU_18486	AMPFI_02732
OG0000015	STRPU_27331	AMPFI_03480
OG0000015	STRPU_21905	AMPFI_23995
OG0000016	STRPU_06200, STRPU_06221	AMPFI_14639
OG0000016	STRPU_06872	AMPFI_04995
OG0000016	STRPU_23484	AMPFI_13256, AMPFI_19016, AMPFI_14283, AMPFI_00661, AMPFI_20589, AMPFI_24031, AMPFI_06919
OG0000016	STRPU_06664, STRPU_06873, STRPU_06665	AMPFI_20923
OG0000016	STRPU_21110	AMPFI_06248
OG0000016	STRPU_22999, STRPU_00875, STRPU_22993, STRPU_22992, STRPU_22997, STRPU_22995	AMPFI_20588, AMPFI_10703, AMPFI_18517, AMPFI_05465, AMPFI_00471, AMPFI_25144
OG0000017	STRPU_00117	AMPFI_25878
OG0000017	STRPU_14085	AMPFI_24062
OG0000017	STRPU_02089	AMPFI_10075, AMPFI_09589, AMPFI_13357
OG0000017	STRPU_17566	AMPFI_16384
OG0000017	STRPU_08979, STRPU_00926	AMPFI_00815, AMPFI_23308
OG0000017	STRPU_00092, STRPU_08117	AMPFI_01137
OG0000017	STRPU_16681, STRPU_03647, STRPU_16727, STRPU_02546, STRPU_25300, STRPU_26746, STRPU_14779, STRPU_14777, STRPU_04020, STRPU_04133, STRPU_04866, STRPU_07910, STRPU_10671, STRPU_24355, STRPU_24357, STRPU_13097, STRPU_00563, STRPU_22919, STRPU_24356, STRPU_00673, STRPU_23089, STRPU_16822, STRPU_04116, STRPU_07241, STRPU_24605, STRPU_26042, STRPU_04021	AMPFI_00417
OG0000017	STRPU_03902, STRPU_16459	AMPFI_06710, AMPFI_19081
OG0000017	STRPU_03570, STRPU_12313, STRPU_03243, STRPU_08248, STRPU_00491, STRPU_10677, STRPU_20978, STRPU_15661, STRPU_23626, STRPU_03877, STRPU_15842, STRPU_03876, STRPU_03569, STRPU_11160, STRPU_00513, STRPU_20404, STRPU_11779, STRPU_02604, STRPU_14263, STRPU_23627, STRPU_03875, STRPU_15841	AMPFI_03641
OG0000017	STRPU_00925	AMPFI_20305, AMPFI_03931
OG0000017	STRPU_25736, STRPU_21215, STRPU_25572, STRPU_19535, STRPU_25735, STRPU_25480, STRPU_20188, STRPU_11306, STRPU_06657, STRPU_04461, STRPU_08845, STRPU_10173, STRPU_07097, STRPU_13942, STRPU_19534, STRPU_13943	AMPFI_06877
OG0000017	STRPU_06082, STRPU_08065, STRPU_15979, STRPU_18493, STRPU_13122, STRPU_20859, STRPU_13649	AMPFI_25954, AMPFI_15097
OG0000017	STRPU_03568	AMPFI_03217
OG0000018	STRPU_21331	AMPFI_24359, AMPFI_11606, AMPFI_17730, AMPFI_25691, AMPFI_15911, AMPFI_10325, AMPFI_01217
OG0000019	STRPU_27424, STRPU_27423, STRPU_27421, STRPU_27422	AMPFI_16723
OG0000019	STRPU_04750	AMPFI_01636
OG0000019	STRPU_23414, STRPU_01023	AMPFI_06523
OG0000019	STRPU_07346, STRPU_07741, STRPU_13585, STRPU_01603, STRPU_05485, STRPU_05487, STRPU_05486, STRPU_05488, STRPU_05444, STRPU_12138, STRPU_12181, STRPU_01261, STRPU_18209, STRPU_01263, STRPU_18207, STRPU_18206	AMPFI_24258
OG0000020	STRPU_13949	AMPFI_07852
OG0000020	STRPU_20580	AMPFI_19334
OG0000020	STRPU_01068, STRPU_24239	AMPFI_20737
OG0000020	STRPU_19028, STRPU_00464	AMPFI_23773
OG0000020	STRPU_22748, STRPU_01903	AMPFI_11019
OG0000020	STRPU_22929	AMPFI_11933
OG0000020	STRPU_07115	AMPFI_06907
OG0000020	STRPU_26678	AMPFI_24792
OG0000020	STRPU_19861, STRPU_19888	AMPFI_07932
OG0000020	STRPU_05007	AMPFI_12343
OG0000020	STRPU_11453	AMPFI_25813
OG0000020	STRPU_04309, STRPU_04336	AMPFI_21494
OG0000020	STRPU_13832	AMPFI_06129
OG0000020	STRPU_05521	AMPFI_07388
OG0000020	STRPU_21977	AMPFI_13969
OG0000020	STRPU_05676	AMPFI_11845
OG0000021	STRPU_21162, STRPU_21171, STRPU_21172, STRPU_13957, STRPU_27306, STRPU_06572	AMPFI_23043, AMPFI_10198
OG0000021	STRPU_02204, STRPU_15604	AMPFI_04441
OG0000021	STRPU_05427	AMPFI_24454
OG0000021	STRPU_18709	AMPFI_16391
OG0000021	STRPU_19164	AMPFI_25518
OG0000021	STRPU_19932, STRPU_02595	AMPFI_19616, AMPFI_08794, AMPFI_23196
OG0000021	STRPU_19514, STRPU_20213	AMPFI_19941
OG0000021	STRPU_05298, STRPU_05227	AMPFI_00389, AMPFI_07405, AMPFI_24716
OG0000021	STRPU_05132, STRPU_05059	AMPFI_19890, AMPFI_10085, AMPFI_07684
OG0000023	STRPU_09714, STRPU_09758	AMPFI_05477
OG0000023	STRPU_09970	AMPFI_12912
OG0000023	STRPU_05490	AMPFI_14885
OG0000023	STRPU_14357	AMPFI_23006
OG0000023	STRPU_15269, STRPU_14358	AMPFI_10764
OG0000023	STRPU_08363	AMPFI_08877, AMPFI_08668
OG0000023	STRPU_04156, STRPU_04890, STRPU_04760, STRPU_04888, STRPU_04889, STRPU_04887, STRPU_09969, STRPU_09989, STRPU_09988, STRPU_09968, STRPU_09990	AMPFI_05765, AMPFI_01138, AMPFI_10312
OG0000023	STRPU_15044	AMPFI_05031
OG0000024	STRPU_06195	AMPFI_01250, AMPFI_09417
OG0000024	STRPU_03150	AMPFI_13034, AMPFI_08529, AMPFI_11032
OG0000024	STRPU_14183, STRPU_00265	AMPFI_09766, AMPFI_20328, AMPFI_11488, AMPFI_14597, AMPFI_06959, AMPFI_07236, AMPFI_06755, AMPFI_03338, AMPFI_12963, AMPFI_15605, AMPFI_06015, AMPFI_05885, AMPFI_01680, AMPFI_19467, AMPFI_08281, AMPFI_06875, AMPFI_14904, AMPFI_08222, AMPFI_10693, AMPFI_13114, AMPFI_24998, AMPFI_12201, AMPFI_14926, AMPFI_12067, AMPFI_16824, AMPFI_25046, AMPFI_12131
OG0000024	STRPU_07747	AMPFI_17149, AMPFI_06930, AMPFI_01987, AMPFI_25530, AMPFI_19893
OG0000024	STRPU_03683	AMPFI_11381, AMPFI_02352, AMPFI_22670, AMPFI_08428, AMPFI_09931, AMPFI_03114
OG0000024	STRPU_07586	AMPFI_17497, AMPFI_13212, AMPFI_23039
OG0000024	STRPU_06674, STRPU_07186, STRPU_02857	AMPFI_03811
OG0000024	STRPU_03977, STRPU_22594, STRPU_03380, STRPU_26193	AMPFI_24702, AMPFI_24934, AMPFI_10763, AMPFI_23064, AMPFI_16191, AMPFI_11358, AMPFI_15816
OG0000024	STRPU_16831	AMPFI_13085
OG0000024	STRPU_18887	AMPFI_08206
OG0000025	STRPU_09349	AMPFI_11202, AMPFI_14491, AMPFI_02470, AMPFI_17353, AMPFI_19073, AMPFI_18567, AMPFI_11662, AMPFI_06326, AMPFI_02796, AMPFI_22451, AMPFI_01773, AMPFI_15894, AMPFI_18568, AMPFI_07912, AMPFI_20624, AMPFI_08523, AMPFI_09101, AMPFI_18571, AMPFI_06549, AMPFI_02396, AMPFI_25559, AMPFI_14786
OG0000025	STRPU_08707	AMPFI_04900, AMPFI_07607, AMPFI_18572, AMPFI_12331, AMPFI_12110, AMPFI_04240
OG0000026	STRPU_24999	AMPFI_24667
OG0000026	STRPU_15199, STRPU_15256, STRPU_07319, STRPU_15257, STRPU_18096, STRPU_18095	AMPFI_09960, AMPFI_03858, AMPFI_13122
OG0000026	STRPU_03983, STRPU_03985, STRPU_03980, STRPU_03984, STRPU_15016, STRPU_14051, STRPU_15142, STRPU_15012, STRPU_15019, STRPU_15022, STRPU_15024, STRPU_00872, STRPU_00871, STRPU_14049, STRPU_14036, STRPU_14032, STRPU_15323, STRPU_26875, STRPU_08379, STRPU_15370, STRPU_15368	AMPFI_12169
OG0000026	STRPU_21822	AMPFI_17661
OG0000026	STRPU_10195	AMPFI_08447, AMPFI_21379, AMPFI_14524, AMPFI_00667, AMPFI_07824, AMPFI_23957
OG0000026	STRPU_05748	AMPFI_09720, AMPFI_00659
OG0000027	STRPU_21099, STRPU_13367, STRPU_13387, STRPU_13389, STRPU_13369, STRPU_13372, STRPU_13393, STRPU_13370, STRPU_13390, STRPU_13392, STRPU_13371, STRPU_21105, STRPU_21100, STRPU_21104, STRPU_05793, STRPU_05791, STRPU_05792, STRPU_13609, STRPU_02454, STRPU_13784, STRPU_13738, STRPU_13737	AMPFI_23434
OG0000027	STRPU_02455	AMPFI_19869, AMPFI_04301, AMPFI_14462, AMPFI_23172
OG0000027	STRPU_12280, STRPU_12282, STRPU_12281, STRPU_12283, STRPU_19609, STRPU_19529, STRPU_19530, STRPU_20300, STRPU_22112, STRPU_22111, STRPU_18177, STRPU_18176, STRPU_18178, STRPU_13457, STRPU_13538	AMPFI_03819
OG0000028	STRPU_14662, STRPU_14664	AMPFI_13515, AMPFI_15765
OG0000028	STRPU_27006	AMPFI_04239
OG0000028	STRPU_14468, STRPU_14467	AMPFI_04248
OG0000028	STRPU_15103, STRPU_02480	AMPFI_13861
OG0000028	STRPU_14326	AMPFI_21505
OG0000029	STRPU_25978	AMPFI_24572, AMPFI_17682, AMPFI_23832
OG0000029	STRPU_09836	AMPFI_10300
OG0000029	STRPU_17433, STRPU_17432	AMPFI_01562, AMPFI_19753
OG0000029	STRPU_01827, STRPU_19313	AMPFI_05500
OG0000029	STRPU_22529	AMPFI_18884
OG0000029	STRPU_09913, STRPU_25618, STRPU_13518, STRPU_27237, STRPU_27236, STRPU_27234, STRPU_27235, STRPU_11822, STRPU_11823, STRPU_18505, STRPU_20934, STRPU_20927, STRPU_10511, STRPU_10512, STRPU_00236	AMPFI_24440
OG0000030	STRPU_22548, STRPU_22870, STRPU_22868, STRPU_19590, STRPU_23769, STRPU_00032, STRPU_23383	AMPFI_03176
OG0000031	STRPU_24640	AMPFI_06256
OG0000031	STRPU_24636	AMPFI_14304
OG0000031	STRPU_27330	AMPFI_10484
OG0000031	STRPU_08004	AMPFI_01333
OG0000031	STRPU_18994	AMPFI_05075
OG0000031	STRPU_05368	AMPFI_10833
OG0000031	STRPU_24676	AMPFI_02985
OG0000032	STRPU_00037	AMPFI_06764
OG0000032	STRPU_21234, STRPU_24774, STRPU_24776	AMPFI_10091
OG0000032	STRPU_02932	AMPFI_08698
OG0000032	STRPU_24275	AMPFI_03594
OG0000032	STRPU_24673, STRPU_24979, STRPU_24342, STRPU_10902, STRPU_10903, STRPU_08795, STRPU_24343	AMPFI_22327, AMPFI_04329
OG0000033	STRPU_26620	AMPFI_17526, AMPFI_16483, AMPFI_06102, AMPFI_06688
OG0000033	STRPU_15689	AMPFI_22407, AMPFI_09240, AMPFI_24844
OG0000033	STRPU_14417	AMPFI_22100, AMPFI_08482
OG0000033	STRPU_03796, STRPU_03613, STRPU_12671, STRPU_12047	AMPFI_05216
OG0000033	STRPU_02311, STRPU_18113	AMPFI_19595, AMPFI_18759
OG0000033	STRPU_15158, STRPU_15977	AMPFI_23966, AMPFI_19067, AMPFI_17279
OG0000033	STRPU_25841, STRPU_03301	AMPFI_01844, AMPFI_20234
OG0000034	STRPU_15245, STRPU_15189	AMPFI_04753
OG0000034	STRPU_11930, STRPU_11885	AMPFI_00398
OG0000035	STRPU_25195, STRPU_01880, STRPU_04279, STRPU_01879, STRPU_25194	AMPFI_17275
OG0000035	STRPU_17279, STRPU_17277, STRPU_17278, STRPU_17275, STRPU_17274, STRPU_13032	AMPFI_24612, AMPFI_24508, AMPFI_00269, AMPFI_05651, AMPFI_21566
OG0000035	STRPU_27002	AMPFI_20705
OG0000035	STRPU_13051	AMPFI_13261
OG0000035	STRPU_12705	AMPFI_07620
OG0000035	STRPU_12704	AMPFI_08859
OG0000035	STRPU_12553	AMPFI_12878
OG0000035	STRPU_12554	AMPFI_13349
OG0000035	STRPU_12700	AMPFI_11303
OG0000036	STRPU_25659	AMPFI_11948
OG0000036	STRPU_09907	AMPFI_06932
OG0000036	STRPU_26233, STRPU_26087, STRPU_25627, STRPU_25622, STRPU_25626, STRPU_25620, STRPU_01762, STRPU_18074, STRPU_18073, STRPU_01763, STRPU_18071, STRPU_01764, STRPU_25619, STRPU_26269, STRPU_26295, STRPU_26296, STRPU_26270	AMPFI_10500
OG0000036	STRPU_26325, STRPU_26324	AMPFI_15407
OG0000036	STRPU_26321	AMPFI_19204
OG0000036	STRPU_16183, STRPU_16230, STRPU_25724	AMPFI_07474
OG0000037	STRPU_20688	AMPFI_00972
OG0000037	STRPU_20762	AMPFI_25668
OG0000037	STRPU_10122, STRPU_10049, STRPU_21007, STRPU_10050, STRPU_10123	AMPFI_17087
OG0000038	STRPU_17414, STRPU_17415	AMPFI_17412, AMPFI_07007, AMPFI_22984, AMPFI_19985, AMPFI_07006, AMPFI_00855, AMPFI_03880
OG0000039	STRPU_05101, STRPU_05100, STRPU_05180, STRPU_18219, STRPU_01274	AMPFI_15658
OG0000039	STRPU_21027	AMPFI_01199
OG0000039	STRPU_18542, STRPU_18578, STRPU_18572, STRPU_12032, STRPU_12031, STRPU_12034, STRPU_01246	AMPFI_04473, AMPFI_17373
OG0000039	STRPU_16658, STRPU_15546, STRPU_15547, STRPU_20012, STRPU_20010	AMPFI_17767
OG0000040	STRPU_00136	AMPFI_24657
OG0000040	STRPU_21773, STRPU_17271, STRPU_21617, STRPU_22119, STRPU_03662, STRPU_03674, STRPU_03673, STRPU_03661, STRPU_01945, STRPU_22786, STRPU_01944, STRPU_25141, STRPU_21378, STRPU_03732, STRPU_03735, STRPU_03733, STRPU_03734, STRPU_08305, STRPU_03737, STRPU_08238	AMPFI_02741
OG0000042	STRPU_19876, STRPU_08611, STRPU_19901	AMPFI_02915, AMPFI_12175, AMPFI_02664, AMPFI_15276
OG0000042	STRPU_20174, STRPU_18725, STRPU_18738, STRPU_18723, STRPU_20315, STRPU_20276, STRPU_19952, STRPU_13883, STRPU_13882, STRPU_18118, STRPU_13875, STRPU_07693, STRPU_13867, STRPU_02316, STRPU_13869	AMPFI_24137
OG0000042	STRPU_25773, STRPU_25790, STRPU_20448, STRPU_25770, STRPU_25789, STRPU_25771, STRPU_25788, STRPU_20447	AMPFI_11309
OG0000043	STRPU_00010, STRPU_00008, STRPU_00006, STRPU_00002	AMPFI_07177
OG0000043	STRPU_03522, STRPU_03585	AMPFI_13817
OG0000043	STRPU_10844, STRPU_10864	AMPFI_04816
OG0000044	STRPU_09802	AMPFI_13059
OG0000044	STRPU_13229, STRPU_13213	AMPFI_12455
OG0000044	STRPU_04938	AMPFI_02748
OG0000044	STRPU_10710	AMPFI_25440
OG0000044	STRPU_21629	AMPFI_18408
OG0000044	STRPU_02714, STRPU_24789	AMPFI_15551
OG0000045	STRPU_16212, STRPU_16247, STRPU_16854, STRPU_16858	AMPFI_20949
OG0000045	STRPU_22837	AMPFI_24368
OG0000045	STRPU_00473	AMPFI_25297
OG0000046	STRPU_08327, STRPU_08328	AMPFI_02275, AMPFI_17068
OG0000046	STRPU_13398, STRPU_13377, STRPU_13401, STRPU_13400, STRPU_13399	AMPFI_08774
OG0000047	STRPU_02879	AMPFI_00607, AMPFI_06372, AMPFI_21301, AMPFI_11729, AMPFI_00637, AMPFI_07545, AMPFI_07270, AMPFI_17978, AMPFI_10021, AMPFI_11102, AMPFI_05597, AMPFI_15333, AMPFI_03574, AMPFI_11670, AMPFI_09476, AMPFI_06533
OG0000047	STRPU_17436	AMPFI_10932, AMPFI_21792, AMPFI_24520, AMPFI_09452, AMPFI_13036, AMPFI_05392, AMPFI_13977, AMPFI_21235, AMPFI_15495, AMPFI_03650
OG0000047	STRPU_22038	AMPFI_05720, AMPFI_04140, AMPFI_21607, AMPFI_11932, AMPFI_22910
OG0000047	STRPU_00263, STRPU_17034	AMPFI_00264, AMPFI_17658, AMPFI_22335, AMPFI_00558, AMPFI_22776, AMPFI_16779, AMPFI_01017, AMPFI_21621, AMPFI_03846
OG0000047	STRPU_20917	AMPFI_21496
OG0000047	STRPU_04857	AMPFI_15690
OG0000047	STRPU_00254	AMPFI_01167
OG0000047	STRPU_08292, STRPU_03057, STRPU_19739, STRPU_08816	AMPFI_06583
OG0000047	STRPU_09198	AMPFI_10585, AMPFI_21811
