Orthogroup	STRPU_ok	DROME
OG0000021	STRPU_23367	DROME18320, DROME18321
OG0000021	STRPU_02205, STRPU_15603	DROME08269
OG0000021	STRPU_02212, STRPU_15595	DROME00802, DROME00801
OG0000021	STRPU_19513, STRPU_20206, STRPU_16862, STRPU_18709, STRPU_19164, STRPU_19932, STRPU_02595, STRPU_19514, STRPU_20213	DROME08091
OG0000023	STRPU_05490, STRPU_14357, STRPU_15269, STRPU_14358	DROME04919, DROME04917, DROME04918
OG0000023	STRPU_04156, STRPU_04890, STRPU_04760, STRPU_04888, STRPU_04889, STRPU_04887, STRPU_09969, STRPU_09989, STRPU_09988, STRPU_09968, STRPU_09990	DROME08346, DROME08342, DROME08344, DROME08347, DROME08345, DROME08343
OG0000028	STRPU_27006	DROME09420, DROME12803, DROME12802, DROME12800, DROME12804, DROME12801, DROME19724, DROME16819, DROME16820, DROME16816, DROME16815, DROME16818
OG0000028	STRPU_27008	DROME01857, DROME01860, DROME01861, DROME01859, DROME01862, DROME01858, DROME21647, DROME21646, DROME02664
OG0000029	STRPU_09836, STRPU_17433, STRPU_17432	DROME19091
OG0000029	STRPU_23559	DROME01527, DROME01529
OG0000030	STRPU_22548, STRPU_22870, STRPU_22868, STRPU_19590, STRPU_23769, STRPU_00032	DROME07429, DROME07428
OG0000030	STRPU_23383	DROME15149
OG0000030	STRPU_08641, STRPU_01462, STRPU_08711	DROME11112, DROME11110, DROME11113, DROME11111
OG0000030	STRPU_19039	DROME12173, DROME12176
OG0000030	STRPU_10522, STRPU_06146, STRPU_06148	DROME06898
OG0000031	STRPU_24640	DROME19945
OG0000031	STRPU_24955	DROME19947, DROME19946, DROME19949, DROME19948
OG0000031	STRPU_05537, STRPU_05597	DROME09230
OG0000031	STRPU_18994, STRPU_05368	DROME05246
OG0000032	STRPU_21234, STRPU_24774, STRPU_24776, STRPU_02932, STRPU_12458	DROME02386
OG0000032	STRPU_24275, STRPU_24481, STRPU_24338, STRPU_24339, STRPU_24455, STRPU_24337, STRPU_24336, STRPU_24340, STRPU_24341, STRPU_09346, STRPU_24445, STRPU_24444, STRPU_24276, STRPU_24277, STRPU_24816	DROME01213
OG0000034	STRPU_15245, STRPU_15189	DROME20092, DROME20090, DROME20091
OG0000034	STRPU_11930, STRPU_11885	DROME00494, DROME00490, DROME00493, DROME00492, DROME00491, DROME00489
OG0000034	STRPU_27315	DROME13496
OG0000034	STRPU_11793	DROME18268, DROME18267, DROME18266, DROME18269
OG0000034	STRPU_19458	DROME03104, DROME03105
OG0000034	STRPU_12141, STRPU_12106	DROME20524
OG0000034	STRPU_12101, STRPU_12104	DROME11310, DROME11311
OG0000035	STRPU_02368, STRPU_12778	DROME11928
OG0000035	STRPU_25195, STRPU_01880, STRPU_04279, STRPU_01879, STRPU_25194	DROME05348, DROME01725, DROME03666, DROME01724
OG0000035	STRPU_12705, STRPU_12704	DROME19358, DROME19359
OG0000035	STRPU_12998, STRPU_12553	DROME17164, DROME17163
OG0000036	STRPU_26319, STRPU_09906, STRPU_26130, STRPU_25659	DROME02324, DROME17378, DROME11305
OG0000036	STRPU_26325, STRPU_26324, STRPU_26321, STRPU_16183, STRPU_16230, STRPU_25724	DROME20717, DROME20716, DROME20719, DROME20718
OG0000037	STRPU_10295, STRPU_10296, STRPU_10297	DROME08695, DROME15640, DROME04516
OG0000038	STRPU_18076, STRPU_01766	DROME10442
OG0000038	STRPU_17416	DROME15543
OG0000038	STRPU_18085, STRPU_01774, STRPU_18078, STRPU_18077, STRPU_18081, STRPU_01769, STRPU_18084, STRPU_01773, STRPU_01768, STRPU_18080, STRPU_06238, STRPU_18079, STRPU_01767, STRPU_18082, STRPU_01770, STRPU_18086	DROME13535, DROME13441
OG0000038	STRPU_18075, STRPU_01765	DROME13993
OG0000040	STRPU_00136, STRPU_21773, STRPU_17271, STRPU_21617, STRPU_22119, STRPU_03662, STRPU_03674, STRPU_03673, STRPU_03661, STRPU_01945, STRPU_22786, STRPU_01944, STRPU_25141, STRPU_21378, STRPU_03732, STRPU_03735, STRPU_03733, STRPU_03734, STRPU_08305, STRPU_03737, STRPU_08238	DROME01030, DROME01029, DROME06128, DROME06129, DROME06133, DROME06131, DROME06130, DROME17442, DROME06135, DROME06134, DROME06132, DROME04118, DROME04166, DROME06136, DROME06127, DROME04612, DROME04613, DROME16427, DROME07802, DROME14818, DROME05485, DROME04044, DROME05484, DROME05486, DROME21878, DROME14539, DROME04205, DROME04204, DROME05671, DROME08331
OG0000041	STRPU_12828	DROME01788, DROME01789
OG0000041	STRPU_13000	DROME21438, DROME21440, DROME21441, DROME21439, DROME21435, DROME21437, DROME21436, DROME21444, DROME21442, DROME21443, DROME21445
OG0000044	STRPU_13229, STRPU_13213, STRPU_04938	DROME01579, DROME01581, DROME01575, DROME01577, DROME01571, DROME01572, DROME01573, DROME01580, DROME01574, DROME01578, DROME01576
OG0000044	STRPU_00051	DROME03638
OG0000044	STRPU_02714, STRPU_24789	DROME17013
OG0000045	STRPU_00473	DROME00740, DROME05490, DROME00741, DROME00650
OG0000046	STRPU_13398, STRPU_13377, STRPU_13401, STRPU_13400, STRPU_13399	DROME13515, DROME01755, DROME02563, DROME17305, DROME17304, DROME11364, DROME11369
OG0000048	STRPU_05493	DROME07309
OG0000048	STRPU_09674	DROME15626, DROME15625
OG0000048	STRPU_06729, STRPU_06730, STRPU_06385, STRPU_20602	DROME19410, DROME04387, DROME04385, DROME04384, DROME04383, DROME04388, DROME04389
OG0000048	STRPU_26191	DROME01500
OG0000049	STRPU_10893	DROME04610, DROME04609, DROME04608, DROME04607, DROME04606
OG0000049	STRPU_23536	DROME18357, DROME18359, DROME18358
OG0000051	STRPU_04087, STRPU_04086, STRPU_04085, STRPU_04081, STRPU_04082, STRPU_04844, STRPU_04845, STRPU_04838, STRPU_04842, STRPU_04843, STRPU_04683, STRPU_04684, STRPU_08146, STRPU_04384, STRPU_04388, STRPU_04386, STRPU_04385, STRPU_11426, STRPU_04634, STRPU_04664	DROME06654, DROME06655
OG0000054	STRPU_24985, STRPU_17119, STRPU_17104, STRPU_17103, STRPU_17118	DROME20361
OG0000054	STRPU_04629, STRPU_04651, STRPU_21552, STRPU_04633, STRPU_04661, STRPU_04884, STRPU_04631, STRPU_04653	DROME11951, DROME18814, DROME18815, DROME18820, DROME18819, DROME01420, DROME08996, DROME18821, DROME09916, DROME18822, DROME04594, DROME04595, DROME01843, DROME04592, DROME04593, DROME20803, DROME20238, DROME18477, DROME18041, DROME06360
OG0000054	STRPU_24986	DROME21992
OG0000055	STRPU_20957, STRPU_01318, STRPU_11632, STRPU_00007, STRPU_00011, STRPU_00003, STRPU_00009, STRPU_22907, STRPU_22892, STRPU_07759, STRPU_04185, STRPU_03690, STRPU_21374, STRPU_07333, STRPU_23750, STRPU_01392, STRPU_08766, STRPU_11839, STRPU_12194, STRPU_09005, STRPU_02948, STRPU_05937, STRPU_06001, STRPU_06035, STRPU_05928, STRPU_05933	DROME03691, DROME03682, DROME03686, DROME03760, DROME03750, DROME03735, DROME03720, DROME03770, DROME03765, DROME03740, DROME03755, DROME03725, DROME03710, DROME03730, DROME03700, DROME03780, DROME03705, DROME03775, DROME03715, DROME03745, DROME03695, DROME03673, DROME03677
OG0000058	STRPU_08551	DROME06565
OG0000058	STRPU_10155, STRPU_10092	DROME14598
OG0000058	STRPU_09783	DROME04020, DROME19327, DROME12667, DROME15093, DROME07418, DROME14731
OG0000060	STRPU_18179	DROME18201
OG0000060	STRPU_25136, STRPU_17605, STRPU_17612, STRPU_17606, STRPU_17085, STRPU_24483, STRPU_24484, STRPU_21861, STRPU_10974, STRPU_10973, STRPU_22645, STRPU_20391, STRPU_24081, STRPU_24740, STRPU_24199, STRPU_24413	DROME02317, DROME02583, DROME02316
OG0000061	STRPU_13962	DROME05786, DROME05785, DROME05787, DROME20453
OG0000061	STRPU_13960, STRPU_13959, STRPU_13958	DROME05579, DROME05580, DROME06033
OG0000061	STRPU_13278, STRPU_13279	DROME18900, DROME18901, DROME18899
OG0000062	STRPU_08191	DROME03387, DROME03389, DROME03388, DROME03386, DROME03390, DROME01439, DROME01441, DROME01443, DROME01440, DROME01442, DROME02848, DROME01444
OG0000063	STRPU_18989	DROME03407, DROME03409, DROME03405, DROME03404, DROME03403, DROME03408, DROME03406
OG0000063	STRPU_23711	DROME17704, DROME17705, DROME17706, DROME17703, DROME17707
OG0000063	STRPU_18657	DROME10983, DROME10982
OG0000067	STRPU_12878, STRPU_12879, STRPU_02372, STRPU_12782, STRPU_12881	DROME11908, DROME11924, DROME11927, DROME05633
OG0000068	STRPU_22578, STRPU_22587, STRPU_22390, STRPU_23541, STRPU_07504, STRPU_07505, STRPU_07509, STRPU_07512, STRPU_07511, STRPU_21952, STRPU_21938, STRPU_07506, STRPU_21941, STRPU_21953, STRPU_07515, STRPU_07507, STRPU_07503, STRPU_21942, STRPU_21954, STRPU_21943, STRPU_21939	DROME18209
OG0000069	STRPU_24462, STRPU_06026	DROME03713
OG0000069	STRPU_26328, STRPU_04107, STRPU_05473, STRPU_05020, STRPU_25384, STRPU_24249, STRPU_09003, STRPU_01056, STRPU_05927, STRPU_06003, STRPU_05936, STRPU_05932, STRPU_06000	DROME03718
OG0000070	STRPU_17447, STRPU_05505	DROME04028, DROME04029, DROME06783
OG0000070	STRPU_09262	DROME17588, DROME17589, DROME19032
OG0000072	STRPU_05231, STRPU_05232	DROME12247, DROME12248
OG0000072	STRPU_05343	DROME00750
OG0000072	STRPU_04773	DROME14913
OG0000074	STRPU_24425, STRPU_15226, STRPU_25840, STRPU_24424, STRPU_09406, STRPU_01552, STRPU_16196, STRPU_16237, STRPU_01870, STRPU_25185, STRPU_01871, STRPU_25186	DROME03014
OG0000075	STRPU_25123	DROME01374
OG0000075	STRPU_25122	DROME01373
OG0000075	STRPU_25157	DROME01375
OG0000075	STRPU_23530	DROME04883, DROME04882
OG0000077	STRPU_10408	DROME15696, DROME15698, DROME15697
OG0000077	STRPU_07855	DROME07079, DROME07077, DROME07078
OG0000077	STRPU_09553	DROME18051
OG0000078	STRPU_08802, STRPU_23681, STRPU_23657	DROME08886, DROME17179, DROME17177, DROME17181, DROME19588, DROME14308, DROME18161, DROME07301, DROME20111
OG0000078	STRPU_13338, STRPU_24931, STRPU_21033, STRPU_21035, STRPU_13337	DROME15695
OG0000079	STRPU_23093, STRPU_23381, STRPU_23773	DROME14752, DROME17573, DROME17572, DROME17571, DROME17570, DROME14753, DROME17315, DROME17314, DROME17316
OG0000079	STRPU_04091	DROME14749, DROME14748, DROME14747, DROME14750
OG0000079	STRPU_02493, STRPU_15115	DROME11804, DROME11805, DROME11807, DROME11806, DROME11809, DROME11808, DROME11810
OG0000079	STRPU_26495, STRPU_19060	DROME01298
OG0000082	STRPU_19842	DROME20298
OG0000082	STRPU_09694, STRPU_09737	DROME05998
OG0000082	STRPU_22564, STRPU_22563, STRPU_20087	DROME11174, DROME11173, DROME15008
OG0000082	STRPU_20082, STRPU_20108, STRPU_20107, STRPU_20088, STRPU_20110, STRPU_20083, STRPU_20081, STRPU_20109, STRPU_20084, STRPU_20079, STRPU_20106, STRPU_20105, STRPU_20078, STRPU_20085, STRPU_03415, STRPU_03390, STRPU_03400, STRPU_03405, STRPU_02825	DROME14666, DROME14429, DROME14428, DROME14566, DROME14568, DROME14567, DROME14565, DROME16705
OG0000083	STRPU_05477, STRPU_05480, STRPU_05479	DROME17112
OG0000083	STRPU_03616, STRPU_17233	DROME20486, DROME20487
OG0000084	STRPU_10120, STRPU_10047	DROME13292, DROME13291, DROME13289, DROME13290
OG0000084	STRPU_04407, STRPU_04408	DROME17344, DROME17343, DROME17345
OG0000085	STRPU_15094	DROME19132, DROME19130, DROME19134, DROME19131, DROME19133
OG0000085	STRPU_25637	DROME00999, DROME00998, DROME01000
OG0000085	STRPU_14802	DROME19740
OG0000085	STRPU_17832	DROME10832, DROME10831
OG0000087	STRPU_06300, STRPU_06346	DROME22088
OG0000087	STRPU_22865	DROME21450
OG0000087	STRPU_25132	DROME03097
OG0000087	STRPU_23330	DROME08842
OG0000087	STRPU_23053, STRPU_00641, STRPU_08212	DROME09495
OG0000089	STRPU_25351	DROME18066, DROME18069, DROME12817
OG0000090	STRPU_20024, STRPU_20023	DROME02752
OG0000090	STRPU_05600, STRPU_05540	DROME00161, DROME00160, DROME00159, DROME00158
OG0000090	STRPU_15706	DROME16241, DROME16240, DROME16239
OG0000091	STRPU_24318, STRPU_24319, STRPU_24441, STRPU_24440, STRPU_24439, STRPU_09275	DROME18437, DROME18438, DROME20481
OG0000094	STRPU_22767, STRPU_01923	DROME02876, DROME02874, DROME02872, DROME02875, DROME02873, DROME02878, DROME02881, DROME02880, DROME02877, DROME02879
OG0000094	STRPU_19407	DROME20335, DROME20344, DROME20342, DROME20339, DROME20331, DROME20343, DROME20334, DROME20340, DROME20338, DROME20337, DROME20333, DROME20336, DROME20332, DROME20341
OG0000095	STRPU_02484, STRPU_15260, STRPU_15203, STRPU_15261, STRPU_15204, STRPU_15106, STRPU_02483, STRPU_15107, STRPU_02485, STRPU_14814	DROME01438
OG0000096	STRPU_06019	DROME08195, DROME08196
OG0000096	STRPU_23963, STRPU_23937	DROME08870
OG0000096	STRPU_22229	DROME13163
OG0000096	STRPU_27319	DROME06400
OG0000096	STRPU_15853, STRPU_15805	DROME13915
OG0000096	STRPU_11677	DROME09341
OG0000098	STRPU_26921, STRPU_27157	DROME06218, DROME06212, DROME06217, DROME06213, DROME06211, DROME06215, DROME06216, DROME06210, DROME06214
OG0000099	STRPU_05601, STRPU_05541, STRPU_05542, STRPU_05545, STRPU_05604	DROME10335, DROME10334, DROME09743
OG0000099	STRPU_16997, STRPU_16998	DROME18324, DROME18322, DROME18323, DROME18399, DROME18398, DROME16045, DROME03641, DROME03642, DROME00198, DROME01024, DROME01023, DROME16052, DROME16051, DROME16053, DROME15995, DROME15996
OG0000100	STRPU_03239	DROME09951
OG0000100	STRPU_01996, STRPU_02477, STRPU_09038, STRPU_14380	DROME10813
OG0000101	STRPU_17399, STRPU_17409	DROME05458
OG0000103	STRPU_08665	DROME02978, DROME02981, DROME02974, DROME02980, DROME02972, DROME02982, DROME02975, DROME02990, DROME02977, DROME02985, DROME02984, DROME02983, DROME02986, DROME02973, DROME02979, DROME02987, DROME02991, DROME02976, DROME02988, DROME02989
OG0000103	STRPU_08161	DROME08435, DROME08438, DROME08434, DROME08440, DROME08436, DROME08437, DROME08439
OG0000104	STRPU_03670, STRPU_03681	DROME09666, DROME09668, DROME09669, DROME09667, DROME09670
OG0000104	STRPU_22118	DROME16895, DROME16894
OG0000104	STRPU_03688, STRPU_03686	DROME16546, DROME16548, DROME16547, DROME16549
OG0000104	STRPU_02772	DROME17321, DROME17322
OG0000106	STRPU_25282	DROME02609
OG0000106	STRPU_24881, STRPU_24880, STRPU_01718, STRPU_24866, STRPU_24879, STRPU_24865, STRPU_18866, STRPU_18929, STRPU_18927, STRPU_18867, STRPU_14313, STRPU_24306, STRPU_24307	DROME14085, DROME16348, DROME17377, DROME10894, DROME10895
OG0000107	STRPU_24418	DROME03683, DROME03679, DROME03732, DROME03722, DROME03762, DROME03717, DROME03767, DROME03727, DROME03772, DROME03712, DROME03702, DROME03707, DROME03737, DROME03674, DROME03692, DROME03697, DROME03688, DROME03742, DROME14911, DROME03777, DROME03747, DROME03757, DROME03752
OG0000111	STRPU_08159, STRPU_24027, STRPU_02635, STRPU_27221	DROME11971, DROME11972, DROME11973, DROME11975
OG0000113	STRPU_10396, STRPU_18172	DROME10760, DROME10761, DROME10759, DROME10758, DROME10762
OG0000114	STRPU_11248, STRPU_11209	DROME08662, DROME08648, DROME08661, DROME08653, DROME08652, DROME08663, DROME08649, DROME08654, DROME08664, DROME08658, DROME08655, DROME08660, DROME08657, DROME08659, DROME08656
OG0000114	STRPU_06721, STRPU_06060, STRPU_06062, STRPU_11249, STRPU_11210	DROME04013, DROME04512, DROME04513
OG0000116	STRPU_21801, STRPU_21802	DROME05231
OG0000117	STRPU_25061, STRPU_13011	DROME17123
OG0000119	STRPU_13902	DROME20499, DROME20496, DROME20497, DROME20498, DROME20500, DROME20501
OG0000119	STRPU_13282, STRPU_14005, STRPU_13283, STRPU_13285, STRPU_04923, STRPU_13455, STRPU_13951	DROME21220, DROME21219
OG0000119	STRPU_13805, STRPU_13905	DROME06207, DROME06208, DROME08017, DROME06209
OG0000120	STRPU_00106	DROME11520, DROME01716, DROME13340, DROME11519, DROME11518
OG0000120	STRPU_23560	DROME00703, DROME01785
OG0000120	STRPU_16270, STRPU_16284, STRPU_25147	DROME04710
OG0000121	STRPU_17646, STRPU_02277	DROME17781, DROME08015
OG0000121	STRPU_00394, STRPU_04050, STRPU_11058, STRPU_00393, STRPU_11053, STRPU_11054, STRPU_11055, STRPU_11059	DROME10532
OG0000122	STRPU_24150	DROME10483, DROME10478, DROME10477, DROME10479, DROME10481, DROME10480, DROME10476
OG0000122	STRPU_24593, STRPU_24582, STRPU_24583, STRPU_24594	DROME01359, DROME01363, DROME01361, DROME01366, DROME01365, DROME01360, DROME01358, DROME01362, DROME01367, DROME01364
OG0000123	STRPU_09375, STRPU_09613	DROME17732, DROME17730, DROME17731
OG0000123	STRPU_04928, STRPU_04927, STRPU_09938	DROME14850, DROME14849, DROME14848, DROME14847
OG0000124	STRPU_06709	DROME17463
OG0000124	STRPU_09291	DROME08713, DROME09900
OG0000124	STRPU_10604	DROME21734
OG0000125	STRPU_11727	DROME04039, DROME04040, DROME04038
OG0000126	STRPU_06870	DROME21081, DROME21082, DROME21083, DROME21080
OG0000126	STRPU_04964	DROME05808, DROME05806, DROME05810, DROME05805, DROME05801, DROME05809, DROME05802, DROME05807, DROME05803, DROME05799, DROME05800, DROME05804
OG0000126	STRPU_26672	DROME14473, DROME14469, DROME14474, DROME14468, DROME14472, DROME14470, DROME14471
OG0000127	STRPU_06619	DROME11205, DROME11204
OG0000127	STRPU_07791	DROME08158
OG0000127	STRPU_07458	DROME05986
OG0000127	STRPU_08311	DROME18062
OG0000130	STRPU_04374	DROME11753, DROME15905, DROME02314, DROME10893, DROME15098, DROME15702, DROME15860
OG0000131	STRPU_00146, STRPU_03355, STRPU_03346, STRPU_03343, STRPU_03350, STRPU_03348, STRPU_03353, STRPU_03344, STRPU_03351, STRPU_03347	DROME18073, DROME18075, DROME18074
OG0000132	STRPU_25473, STRPU_27007, STRPU_05998, STRPU_06025, STRPU_05930, STRPU_06005	DROME03704, DROME03676, DROME03724, DROME03709, DROME03749, DROME03779, DROME03759, DROME03681, DROME03754, DROME03744, DROME03694, DROME03690, DROME03714, DROME03739, DROME03719, DROME03672, DROME03685, DROME03734, DROME03699, DROME03764, DROME03769, DROME03729, DROME03774
OG0000142	STRPU_25556	DROME07188
OG0000147	STRPU_10707	DROME06557, DROME06554, DROME06558, DROME06555, DROME06553, DROME06552, DROME06556
OG0000147	STRPU_24812	DROME06267, DROME06264, DROME06263, DROME06265, DROME06266
OG0000147	STRPU_19988	DROME03466
OG0000147	STRPU_20621	DROME17452, DROME17451
OG0000148	STRPU_21997, STRPU_22815, STRPU_01974, STRPU_01973, STRPU_22813, STRPU_22812, STRPU_01971	DROME19762, DROME19761, DROME19763
OG0000148	STRPU_00698, STRPU_22716, STRPU_00697, STRPU_22715	DROME12939
OG0000149	STRPU_22171, STRPU_22181, STRPU_22177, STRPU_22170, STRPU_11139, STRPU_11116, STRPU_01568, STRPU_09391, STRPU_01569, STRPU_09390, STRPU_22185, STRPU_17637, STRPU_02282, STRPU_17638, STRPU_17737, STRPU_17521, STRPU_17518, STRPU_17522	DROME17665, DROME17666, DROME17690, DROME17689, DROME17695, DROME17694, DROME07964, DROME16235, DROME16234, DROME16236
OG0000149	STRPU_04830, STRPU_00746	DROME14698, DROME14702, DROME14703, DROME14701, DROME14700, DROME14699
OG0000154	STRPU_17487	DROME12872, DROME12871
OG0000155	STRPU_07137	DROME05911, DROME05917, DROME05907, DROME05916, DROME05914, DROME05908, DROME05904, DROME05910, DROME05918, DROME05912, DROME05898, DROME05915, DROME05902, DROME05905, DROME05913, DROME05909, DROME05900, DROME05901, DROME05906, DROME05903, DROME05899
OG0000157	STRPU_22147	DROME05618, DROME05617, DROME05616
OG0000157	STRPU_22616	DROME09786
OG0000157	STRPU_25761	DROME05150, DROME05149
OG0000158	STRPU_07153	DROME06825, DROME06824
OG0000159	STRPU_17842	DROME09571, DROME09570
OG0000160	STRPU_11554, STRPU_15349	DROME21236, DROME21232, DROME21234, DROME21233, DROME21235, DROME20353
OG0000163	STRPU_08825	DROME12520
OG0000163	STRPU_08826	DROME07955
OG0000163	STRPU_22081	DROME19834, DROME00819
OG0000165	STRPU_05210	DROME15840, DROME15841
OG0000167	STRPU_08011	DROME04018, DROME04019
OG0000168	STRPU_18537, STRPU_18485, STRPU_00123, STRPU_18538, STRPU_18484	DROME01783
OG0000171	STRPU_24033, STRPU_02631	DROME21195, DROME21196, DROME21202, DROME21201, DROME21198, DROME21197, DROME21200, DROME21199
OG0000171	STRPU_19940, STRPU_02585, STRPU_04281	DROME18491, DROME18493, DROME18496, DROME18497, DROME18494, DROME18492, DROME18495
OG0000172	STRPU_25967, STRPU_00226	DROME05153, DROME05152, DROME05600, DROME14157, DROME11999, DROME15739, DROME15740, DROME07019, DROME09308
OG0000173	STRPU_11149	DROME18317, DROME18316, DROME18314, DROME18318, DROME18315
OG0000175	STRPU_02319, STRPU_12738	DROME19671, DROME02329, DROME16486, DROME16483
OG0000175	STRPU_24563	DROME03593, DROME00840
OG0000179	STRPU_04627, STRPU_04649	DROME11221, DROME21050
OG0000179	STRPU_00166, STRPU_27037, STRPU_27036	DROME07796
OG0000179	STRPU_05514	DROME10428
OG0000180	STRPU_10517	DROME21739, DROME21740
OG0000180	STRPU_10957	DROME11922, DROME11921, DROME12780, DROME11368, DROME11367
OG0000181	STRPU_22671	DROME18397
OG0000181	STRPU_15658, STRPU_15675	DROME06226
OG0000183	STRPU_21811	DROME07200, DROME07199, DROME07201, DROME07198, DROME07192, DROME07195, DROME07191, DROME07194, DROME07196, DROME07193
OG0000183	STRPU_03432, STRPU_03075	DROME07008
OG0000185	STRPU_25410	DROME12225, DROME12226
OG0000185	STRPU_01114, STRPU_24185	DROME03791, DROME03792
OG0000186	STRPU_17963	DROME18591
OG0000186	STRPU_21692, STRPU_21757	DROME04472
OG0000186	STRPU_21070	DROME05503, DROME05502
OG0000188	STRPU_04042	DROME16886, DROME16887
OG0000189	STRPU_03198, STRPU_03071	DROME11182
OG0000193	STRPU_26256	DROME10361, DROME10367, DROME10365, DROME10363, DROME01919, DROME10366, DROME10368, DROME10364, DROME09981
OG0000195	STRPU_06815	DROME10558, DROME10557, DROME10559, DROME09087
OG0000197	STRPU_14405	DROME14335, DROME14334, DROME14336
OG0000198	STRPU_19033, STRPU_00457, STRPU_19032, STRPU_00458	DROME17687
OG0000201	STRPU_08330	DROME11047
OG0000201	STRPU_14222	DROME19450
