Orthogroup	STRPU_ok	APOSC_ok
OG0000002	STRPU_22053, STRPU_10449, STRPU_10451, STRPU_10453, STRPU_11801, STRPU_04204, STRPU_04244, STRPU_03069, STRPU_04415, STRPU_16798, STRPU_15494, STRPU_16800, STRPU_16796, STRPU_04913, STRPU_04447	APOSC_18975, APOSC_26427, APOSC_18610, APOSC_20563
OG0000002	STRPU_25048	APOSC_26642
OG0000002	STRPU_00361	APOSC_19154
OG0000003	STRPU_08968, STRPU_08981	APOSC_21853
OG0000003	STRPU_06609	APOSC_21855
OG0000003	STRPU_07634	APOSC_00102
OG0000003	STRPU_08627	APOSC_02631, APOSC_04148, APOSC_07747
OG0000003	STRPU_02120	APOSC_20058
OG0000003	STRPU_18662	APOSC_26963
OG0000003	STRPU_15479, STRPU_02103, STRPU_20154	APOSC_20479
OG0000003	STRPU_09130, STRPU_06867, STRPU_06866	APOSC_06472
OG0000004	STRPU_02122	APOSC_06431, APOSC_27025
OG0000004	STRPU_04563	APOSC_21785
OG0000004	STRPU_26215, STRPU_26214	APOSC_28059
OG0000004	STRPU_26969	APOSC_18755
OG0000004	STRPU_26895	APOSC_20065, APOSC_20066, APOSC_25426, APOSC_09865, APOSC_00045
OG0000004	STRPU_12971, STRPU_20214, STRPU_02497, STRPU_15118, STRPU_09105, STRPU_02076, STRPU_24332	APOSC_28260
OG0000004	STRPU_01396, STRPU_08764, STRPU_27011, STRPU_08312, STRPU_01394, STRPU_01395, STRPU_08765, STRPU_01399, STRPU_26705, STRPU_26709, STRPU_26707, STRPU_26711	APOSC_27205, APOSC_09030, APOSC_06178, APOSC_04579, APOSC_04580, APOSC_19837
OG0000004	STRPU_25881, STRPU_23220, STRPU_23228, STRPU_25882, STRPU_25307	APOSC_03036
OG0000004	STRPU_26216	APOSC_11365
OG0000004	STRPU_14825, STRPU_00765, STRPU_14824, STRPU_14822, STRPU_14823, STRPU_14826	APOSC_04330
OG0000005	STRPU_18110, STRPU_02307, STRPU_02309	APOSC_24691
OG0000005	STRPU_17631, STRPU_02287	APOSC_28430, APOSC_12554
OG0000005	STRPU_18030, STRPU_17651, STRPU_02270, STRPU_17649, STRPU_17652, STRPU_02271, STRPU_02273	APOSC_09560, APOSC_20452, APOSC_23355, APOSC_10626
OG0000005	STRPU_02285, STRPU_00429, STRPU_17634, STRPU_02288, STRPU_17632, STRPU_02286, STRPU_17633, STRPU_19124, STRPU_02289, STRPU_17623, STRPU_02297, STRPU_17967, STRPU_17969, STRPU_02293, STRPU_02291, STRPU_02294, STRPU_17627, STRPU_17624, STRPU_02296, STRPU_17968, STRPU_17713, STRPU_17714, STRPU_21910, STRPU_15486, STRPU_15487, STRPU_22203, STRPU_22202, STRPU_17272	APOSC_18788, APOSC_17600, APOSC_23686, APOSC_20145, APOSC_28502, APOSC_09638, APOSC_03673, APOSC_25607, APOSC_10189, APOSC_26644
OG0000005	STRPU_26723	APOSC_15445, APOSC_13185, APOSC_03153
OG0000005	STRPU_06288, STRPU_06333	APOSC_23541
OG0000005	STRPU_02665, STRPU_01699	APOSC_21707
OG0000006	STRPU_12837	APOSC_21099
OG0000006	STRPU_04777	APOSC_10640
OG0000006	STRPU_05111, STRPU_05037	APOSC_17637
OG0000006	STRPU_06684	APOSC_08216
OG0000006	STRPU_19989	APOSC_08805
OG0000006	STRPU_12594	APOSC_27173
OG0000006	STRPU_12593	APOSC_08430, APOSC_08431
OG0000006	STRPU_20521	APOSC_25251, APOSC_25252
OG0000006	STRPU_09165, STRPU_02127	APOSC_19228
OG0000006	STRPU_27184, STRPU_27203	APOSC_11581
OG0000006	STRPU_27126	APOSC_10711
OG0000006	STRPU_04454, STRPU_04403, STRPU_04401	APOSC_28483, APOSC_20785, APOSC_25644
OG0000006	STRPU_21071	APOSC_06790, APOSC_06791
OG0000006	STRPU_22384	APOSC_23470
OG0000007	STRPU_25459	APOSC_04982
OG0000007	STRPU_26581	APOSC_19545
OG0000007	STRPU_21427	APOSC_11262
OG0000007	STRPU_26977	APOSC_11791
OG0000007	STRPU_18763	APOSC_29119
OG0000007	STRPU_09815	APOSC_07509
OG0000007	STRPU_25460	APOSC_11745
OG0000007	STRPU_25304	APOSC_21514
OG0000007	STRPU_25458	APOSC_25152
OG0000007	STRPU_08156, STRPU_08157	APOSC_15698
OG0000007	STRPU_16477	APOSC_04562
OG0000007	STRPU_21790	APOSC_09541, APOSC_09542
OG0000007	STRPU_08442	APOSC_22651
OG0000007	STRPU_08417	APOSC_10715
OG0000007	STRPU_12872	APOSC_26829
OG0000007	STRPU_10590	APOSC_17950
OG0000007	STRPU_21559	APOSC_07482
OG0000008	STRPU_19365	APOSC_29142
OG0000008	STRPU_13280	APOSC_21668
OG0000008	STRPU_10510	APOSC_21268, APOSC_17741, APOSC_28461, APOSC_04276, APOSC_07021, APOSC_04176, APOSC_04177
OG0000008	STRPU_13475	APOSC_19242
OG0000008	STRPU_13258	APOSC_27045, APOSC_15945, APOSC_29112, APOSC_03545
OG0000008	STRPU_13930, STRPU_13915	APOSC_21976, APOSC_21294, APOSC_21293
OG0000008	STRPU_23377, STRPU_23376	APOSC_03242, APOSC_29070, APOSC_27667, APOSC_17515, APOSC_10880, APOSC_20061, APOSC_27050, APOSC_00282, APOSC_13323, APOSC_01481, APOSC_20641, APOSC_25161
OG0000009	STRPU_15444, STRPU_03718, STRPU_18053, STRPU_20484	APOSC_14853
OG0000009	STRPU_02854	APOSC_18517
OG0000009	STRPU_16150	APOSC_11177, APOSC_07331
OG0000009	STRPU_15654, STRPU_26439, STRPU_09847, STRPU_13357, STRPU_23871, STRPU_21906, STRPU_16904, STRPU_04743, STRPU_04269, STRPU_14755	APOSC_02463
OG0000009	STRPU_09185	APOSC_15628
OG0000009	STRPU_18212, STRPU_07052, STRPU_25104, STRPU_12260, STRPU_15899, STRPU_02542, STRPU_10057, STRPU_23106, STRPU_12842, STRPU_00804, STRPU_26779, STRPU_12417, STRPU_10065	APOSC_23697, APOSC_22374
OG0000009	STRPU_16860, STRPU_03566, STRPU_20030, STRPU_20895, STRPU_03124, STRPU_12941, STRPU_10676, STRPU_24579, STRPU_16616, STRPU_17520, STRPU_20150, STRPU_01519	APOSC_18792, APOSC_21389, APOSC_26160, APOSC_24355, APOSC_01128
OG0000009	STRPU_18124, STRPU_16867, STRPU_09178, STRPU_19207, STRPU_12303, STRPU_03189, STRPU_16868, STRPU_15303, STRPU_15345, STRPU_20427, STRPU_04877	APOSC_15459
OG0000009	STRPU_27144, STRPU_05819, STRPU_12056, STRPU_26205	APOSC_11500
OG0000009	STRPU_03422, STRPU_01689, STRPU_15519, STRPU_03967, STRPU_21734, STRPU_21788, STRPU_12556	APOSC_00854
OG0000009	STRPU_26350, STRPU_21879, STRPU_07996, STRPU_24057, STRPU_13165, STRPU_08192, STRPU_01156, STRPU_23113, STRPU_05532	APOSC_26261
OG0000009	STRPU_00264, STRPU_13826, STRPU_19547, STRPU_26479, STRPU_00431, STRPU_17677, STRPU_03968, STRPU_21356, STRPU_17025, STRPU_26652, STRPU_25389, STRPU_22050, STRPU_19627, STRPU_22581, STRPU_08423, STRPU_16702, STRPU_26575, STRPU_03959, STRPU_08817, STRPU_01475, STRPU_14722, STRPU_17642, STRPU_11125	APOSC_11617
OG0000010	STRPU_11420	APOSC_12174
OG0000010	STRPU_08974, STRPU_08975	APOSC_14960, APOSC_11855, APOSC_00985, APOSC_21784, APOSC_19918
OG0000010	STRPU_11814	APOSC_26738, APOSC_01123, APOSC_00727
OG0000011	STRPU_26402	APOSC_17763, APOSC_18129
OG0000011	STRPU_26685, STRPU_10728	APOSC_05379, APOSC_05259, APOSC_08942, APOSC_02299, APOSC_21470
OG0000011	STRPU_14781, STRPU_12222, STRPU_15041	APOSC_16967
OG0000011	STRPU_01277, STRPU_02577	APOSC_01416, APOSC_25932
OG0000011	STRPU_20280, STRPU_12367	APOSC_19810
OG0000011	STRPU_16724	APOSC_01800
OG0000011	STRPU_04871, STRPU_19442, STRPU_02972, STRPU_07599	APOSC_13401
OG0000012	STRPU_06380	APOSC_26906
OG0000012	STRPU_06825	APOSC_13089
OG0000012	STRPU_22431	APOSC_13014, APOSC_18904, APOSC_16185, APOSC_27929, APOSC_28450, APOSC_10605
OG0000012	STRPU_22218	APOSC_00485, APOSC_13929, APOSC_27839, APOSC_02220, APOSC_02306, APOSC_12260, APOSC_27838, APOSC_16677, APOSC_16678, APOSC_19749, APOSC_06066, APOSC_04391
OG0000012	STRPU_22881, STRPU_22880, STRPU_22878, STRPU_22879, STRPU_22882, STRPU_22877, STRPU_19466, STRPU_26979	APOSC_15314
OG0000012	STRPU_23191, STRPU_23193, STRPU_23192	APOSC_13357
OG0000012	STRPU_24328, STRPU_24329, STRPU_23798, STRPU_05978, STRPU_05979, STRPU_24259, STRPU_01047, STRPU_01046, STRPU_24260	APOSC_14126, APOSC_26267, APOSC_20161, APOSC_12609, APOSC_06350
OG0000012	STRPU_23513	APOSC_26545
OG0000013	STRPU_03494, STRPU_03492, STRPU_03491, STRPU_03490, STRPU_24550, STRPU_24549, STRPU_03493, STRPU_13013, STRPU_13016, STRPU_13015, STRPU_26140, STRPU_26139, STRPU_26141, STRPU_26142, STRPU_26063, STRPU_26143, STRPU_26144, STRPU_26145, STRPU_26138, STRPU_12240, STRPU_17902, STRPU_12241	APOSC_22031, APOSC_08183, APOSC_13994, APOSC_09045, APOSC_26026
OG0000013	STRPU_05609	APOSC_16736
OG0000013	STRPU_19588, STRPU_25542, STRPU_26621, STRPU_26619, STRPU_13855, STRPU_22248, STRPU_22985, STRPU_05310, STRPU_03335, STRPU_03341	APOSC_11339
OG0000013	STRPU_05350, STRPU_17608, STRPU_10835, STRPU_10854, STRPU_27045, STRPU_27048, STRPU_27049, STRPU_14795, STRPU_15013, STRPU_15028, STRPU_15009, STRPU_15023, STRPU_15021, STRPU_21089, STRPU_27050, STRPU_21244, STRPU_17615, STRPU_17609, STRPU_17614, STRPU_23920, STRPU_13091, STRPU_13105	APOSC_25496, APOSC_21152, APOSC_27245, APOSC_17089
OG0000014	STRPU_08197, STRPU_03932	APOSC_12674
OG0000014	STRPU_16744, STRPU_01717, STRPU_04369, STRPU_21238	APOSC_23467, APOSC_12182, APOSC_12181, APOSC_04687, APOSC_28041, APOSC_18468, APOSC_13472
OG0000014	STRPU_12767, STRPU_02355	APOSC_19789
OG0000014	STRPU_17754, STRPU_17755	APOSC_00187
OG0000015	STRPU_26052	APOSC_12040
OG0000015	STRPU_27331	APOSC_14290, APOSC_28281, APOSC_03142
OG0000015	STRPU_05602, STRPU_05543	APOSC_28752
OG0000015	STRPU_05547, STRPU_05606	APOSC_04279
OG0000016	STRPU_06927, STRPU_06051	APOSC_05404
OG0000016	STRPU_06086, STRPU_06084, STRPU_06503, STRPU_06525, STRPU_06574, STRPU_06085	APOSC_06852
OG0000016	STRPU_06200, STRPU_06221	APOSC_19259
OG0000016	STRPU_09277	APOSC_09216
OG0000016	STRPU_19934, STRPU_02593	APOSC_00060, APOSC_00061, APOSC_17734
OG0000016	STRPU_23484	APOSC_26907
OG0000016	STRPU_06664, STRPU_06873, STRPU_06665	APOSC_26372, APOSC_26868, APOSC_26028
OG0000016	STRPU_21110	APOSC_14883
OG0000016	STRPU_22999, STRPU_00875, STRPU_22993, STRPU_22992, STRPU_22997, STRPU_22995	APOSC_05485
OG0000016	STRPU_00667, STRPU_23082	APOSC_19884
OG0000017	STRPU_22860, STRPU_02715, STRPU_12424	APOSC_10126
OG0000017	STRPU_14085	APOSC_04363
OG0000017	STRPU_02089	APOSC_17962
OG0000017	STRPU_14020, STRPU_04049, STRPU_14783, STRPU_03128, STRPU_05415, STRPU_00068, STRPU_06377, STRPU_22862, STRPU_06733, STRPU_03412, STRPU_00906, STRPU_16710, STRPU_08383, STRPU_26123, STRPU_08138, STRPU_14019, STRPU_04048, STRPU_14782	APOSC_24575, APOSC_11424
OG0000017	STRPU_07242, STRPU_06186	APOSC_16019
OG0000017	STRPU_09345, STRPU_15645, STRPU_16606	APOSC_28296
OG0000017	STRPU_07365, STRPU_21602, STRPU_02591, STRPU_21499, STRPU_05279, STRPU_11947, STRPU_09821, STRPU_09502, STRPU_04559, STRPU_12605, STRPU_18356, STRPU_06474, STRPU_10720, STRPU_15670, STRPU_16836, STRPU_10719	APOSC_22083, APOSC_26544
OG0000017	STRPU_03647, STRPU_16727, STRPU_02546, STRPU_25300, STRPU_26746, STRPU_14779, STRPU_14777	APOSC_02943
OG0000017	STRPU_04020, STRPU_04133	APOSC_15991, APOSC_14206, APOSC_06737
OG0000017	STRPU_04021	APOSC_16567
OG0000017	STRPU_03902, STRPU_16459, STRPU_03570, STRPU_12313, STRPU_03243, STRPU_08248, STRPU_00491, STRPU_10677, STRPU_20978, STRPU_15661, STRPU_23626, STRPU_03877, STRPU_15842, STRPU_03876, STRPU_03569, STRPU_11160, STRPU_00513, STRPU_20404, STRPU_11779, STRPU_02604, STRPU_14263, STRPU_23627, STRPU_03875, STRPU_15841, STRPU_00925	APOSC_22360
OG0000017	STRPU_22904, STRPU_09791, STRPU_16605, STRPU_08988, STRPU_08586, STRPU_11525	APOSC_27877, APOSC_17687, APOSC_06955, APOSC_23186
OG0000019	STRPU_27424, STRPU_27423, STRPU_27421, STRPU_27422	APOSC_15479
OG0000019	STRPU_27112, STRPU_27113	APOSC_21840
OG0000019	STRPU_18936	APOSC_11237
OG0000019	STRPU_04750	APOSC_15494
OG0000019	STRPU_23414, STRPU_01023	APOSC_14801, APOSC_11507
OG0000019	STRPU_07346, STRPU_07741, STRPU_13585, STRPU_01603, STRPU_05485, STRPU_05487, STRPU_05486, STRPU_05488, STRPU_05444, STRPU_12138, STRPU_12181, STRPU_01261, STRPU_18209, STRPU_01263, STRPU_18207, STRPU_18206	APOSC_10943, APOSC_07328, APOSC_07329, APOSC_13030, APOSC_10924, APOSC_18630, APOSC_20315
OG0000020	STRPU_13949	APOSC_14708
OG0000020	STRPU_20580	APOSC_13376
OG0000020	STRPU_01068, STRPU_24239	APOSC_27693
OG0000020	STRPU_19028, STRPU_00464	APOSC_28648
OG0000020	STRPU_06549	APOSC_26550
OG0000020	STRPU_22232	APOSC_09964
OG0000020	STRPU_19861, STRPU_19888	APOSC_00691
OG0000020	STRPU_05007	APOSC_03094
OG0000020	STRPU_04309, STRPU_04336	APOSC_05461
OG0000020	STRPU_13832	APOSC_07853
OG0000020	STRPU_05521	APOSC_14067
OG0000020	STRPU_21977	APOSC_25230
OG0000021	STRPU_22366, STRPU_22365	APOSC_23251, APOSC_13950, APOSC_23254, APOSC_23253
OG0000021	STRPU_23367	APOSC_11990
OG0000021	STRPU_21162, STRPU_21171, STRPU_21172, STRPU_13957, STRPU_27306, STRPU_06572	APOSC_13612
OG0000021	STRPU_02205, STRPU_15603	APOSC_02202
OG0000021	STRPU_02204, STRPU_15604	APOSC_26674
OG0000021	STRPU_02212, STRPU_15595	APOSC_27384
OG0000021	STRPU_05427	APOSC_09814
OG0000021	STRPU_18709	APOSC_03399
OG0000021	STRPU_19932, STRPU_02595	APOSC_23486, APOSC_20200
OG0000021	STRPU_19514, STRPU_20213	APOSC_20201
OG0000021	STRPU_05298	APOSC_04995, APOSC_08508, APOSC_08509
OG0000021	STRPU_05227	APOSC_11901, APOSC_23082
OG0000023	STRPU_09714, STRPU_09758	APOSC_14758
OG0000023	STRPU_09970	APOSC_18948, APOSC_18947
OG0000023	STRPU_05490	APOSC_12992
OG0000023	STRPU_14357	APOSC_08983, APOSC_08982
OG0000023	STRPU_08363	APOSC_21557
OG0000023	STRPU_04156, STRPU_04890, STRPU_04760, STRPU_04888, STRPU_04889, STRPU_04887, STRPU_09969, STRPU_09989, STRPU_09988, STRPU_09968, STRPU_09990	APOSC_18183, APOSC_27088, APOSC_07209, APOSC_18870
OG0000023	STRPU_15044	APOSC_12268
OG0000023	STRPU_02240, STRPU_15564, STRPU_02241, STRPU_15563	APOSC_15754, APOSC_15753
OG0000023	STRPU_20382, STRPU_04831, STRPU_00750, STRPU_00747, STRPU_00749, STRPU_00748	APOSC_23115
OG0000024	STRPU_03150	APOSC_07572
OG0000024	STRPU_14183, STRPU_00265	APOSC_01461, APOSC_26217, APOSC_01854, APOSC_01855, APOSC_18488, APOSC_05397, APOSC_28827, APOSC_12673, APOSC_17746, APOSC_17532, APOSC_17533, APOSC_28434, APOSC_09826, APOSC_02940, APOSC_15787, APOSC_15998, APOSC_01155
OG0000024	STRPU_07747	APOSC_26603, APOSC_13066, APOSC_21939, APOSC_21316
OG0000024	STRPU_07586	APOSC_23812
OG0000024	STRPU_06674, STRPU_07186, STRPU_02857	APOSC_21649
OG0000024	STRPU_18887	APOSC_21398
OG0000025	STRPU_09349	APOSC_07695, APOSC_28723, APOSC_05951, APOSC_03667, APOSC_14715, APOSC_08289, APOSC_16063, APOSC_22831, APOSC_28153, APOSC_04066, APOSC_17917, APOSC_10185
OG0000025	STRPU_08707	APOSC_25716
OG0000026	STRPU_24999	APOSC_25312
OG0000026	STRPU_13435, STRPU_25665, STRPU_06675, STRPU_06676	APOSC_19946, APOSC_16869, APOSC_02238, APOSC_26096, APOSC_26099, APOSC_26100, APOSC_26095, APOSC_02237, APOSC_26097, APOSC_26098, APOSC_26101, APOSC_29011, APOSC_29010
OG0000026	STRPU_21822	APOSC_17220
OG0000026	STRPU_10195	APOSC_14214
OG0000027	STRPU_21099, STRPU_13367, STRPU_13387, STRPU_13389, STRPU_13369, STRPU_13372, STRPU_13393, STRPU_13370, STRPU_13390, STRPU_13392, STRPU_13371, STRPU_21105, STRPU_21100, STRPU_21104, STRPU_05793, STRPU_05791, STRPU_05792, STRPU_13609, STRPU_02454, STRPU_13784, STRPU_13738, STRPU_13737	APOSC_00367, APOSC_04798, APOSC_15438, APOSC_25751, APOSC_07487, APOSC_07887, APOSC_13318, APOSC_08776, APOSC_13270
OG0000027	STRPU_12280, STRPU_12282, STRPU_12281, STRPU_12283	APOSC_23292
OG0000027	STRPU_19609, STRPU_19529, STRPU_19530, STRPU_20300, STRPU_22112, STRPU_22111, STRPU_18177, STRPU_18176, STRPU_18178, STRPU_13457, STRPU_13538	APOSC_07467, APOSC_02536, APOSC_10438, APOSC_21792
OG0000028	STRPU_14662, STRPU_14664	APOSC_00641
OG0000028	STRPU_14327	APOSC_02251
OG0000028	STRPU_27006	APOSC_18684
OG0000028	STRPU_14468, STRPU_14467	APOSC_14441
OG0000028	STRPU_15103, STRPU_02480	APOSC_06053
OG0000028	STRPU_14326	APOSC_22599
OG0000028	STRPU_27008	APOSC_17838, APOSC_17839
OG0000028	STRPU_10620	APOSC_22919, APOSC_22920
OG0000028	STRPU_26580	APOSC_04255
OG0000028	STRPU_26667, STRPU_26665, STRPU_26666, STRPU_26664	APOSC_27024
OG0000028	STRPU_26663	APOSC_04522
OG0000029	STRPU_09836	APOSC_07574
OG0000029	STRPU_17433, STRPU_17432	APOSC_20436
OG0000029	STRPU_01827, STRPU_19313	APOSC_04700
OG0000029	STRPU_22529	APOSC_18084
OG0000029	STRPU_09913, STRPU_25618, STRPU_13518, STRPU_27237, STRPU_27236, STRPU_27234, STRPU_27235, STRPU_11822, STRPU_11823, STRPU_18505, STRPU_20934, STRPU_20927, STRPU_10511, STRPU_10512, STRPU_00236	APOSC_15506
OG0000030	STRPU_22548, STRPU_22870, STRPU_22868, STRPU_19590, STRPU_23769, STRPU_00032	APOSC_23944, APOSC_11647, APOSC_21982
OG0000030	STRPU_23383	APOSC_21869, APOSC_21866, APOSC_21868, APOSC_21867
OG0000030	STRPU_18729, STRPU_18720	APOSC_00359
OG0000030	STRPU_08641	APOSC_18052
OG0000030	STRPU_01462, STRPU_08711	APOSC_19478
OG0000030	STRPU_19039	APOSC_12431, APOSC_12430
OG0000030	STRPU_10522, STRPU_06146, STRPU_06148	APOSC_12149
OG0000030	STRPU_09527	APOSC_27610
OG0000031	STRPU_24640	APOSC_14687
OG0000031	STRPU_24955	APOSC_14535
OG0000031	STRPU_27330	APOSC_00328
OG0000031	STRPU_08004	APOSC_01319
OG0000031	STRPU_05537, STRPU_05597	APOSC_17680
OG0000031	STRPU_18994	APOSC_02579
OG0000031	STRPU_24676	APOSC_22997
OG0000032	STRPU_21234	APOSC_07613, APOSC_02397, APOSC_12691, APOSC_10351, APOSC_01318, APOSC_23129
OG0000032	STRPU_24774, STRPU_24776	APOSC_10044
OG0000032	STRPU_24275	APOSC_24218
OG0000032	STRPU_24338, STRPU_24339, STRPU_24455, STRPU_24337, STRPU_24336	APOSC_15369, APOSC_23030, APOSC_14347, APOSC_17486, APOSC_15168, APOSC_06921, APOSC_26892, APOSC_15726
OG0000032	STRPU_24673, STRPU_24979, STRPU_24342, STRPU_10902, STRPU_10903, STRPU_08795, STRPU_24343	APOSC_11250, APOSC_11249, APOSC_24933
OG0000034	STRPU_15245, STRPU_15189	APOSC_28767, APOSC_28766
OG0000034	STRPU_11798	APOSC_01056
OG0000034	STRPU_11930, STRPU_11885	APOSC_00389
OG0000034	STRPU_27315	APOSC_10138
OG0000034	STRPU_11793	APOSC_10830
OG0000034	STRPU_04070	APOSC_23397
OG0000034	STRPU_19458	APOSC_00072
OG0000034	STRPU_12141, STRPU_12106	APOSC_15909
OG0000034	STRPU_12101, STRPU_12104	APOSC_25715
OG0000035	STRPU_02368, STRPU_12778	APOSC_21179
OG0000035	STRPU_25195, STRPU_01880, STRPU_04279, STRPU_01879, STRPU_25194	APOSC_27035
OG0000035	STRPU_17279, STRPU_17277, STRPU_17278, STRPU_17275, STRPU_17274, STRPU_13032	APOSC_22023, APOSC_22024, APOSC_12588, APOSC_03857, APOSC_23863, APOSC_01826
OG0000035	STRPU_27002	APOSC_25872
OG0000035	STRPU_13051	APOSC_04998
OG0000035	STRPU_12704	APOSC_25573
OG0000035	STRPU_12998	APOSC_08656
OG0000035	STRPU_12553	APOSC_21135, APOSC_21136
OG0000035	STRPU_12554	APOSC_16251
OG0000035	STRPU_12700	APOSC_27270
OG0000036	STRPU_26319	APOSC_08020
OG0000036	STRPU_09906	APOSC_04631, APOSC_04630
OG0000036	STRPU_25659	APOSC_25667
OG0000036	STRPU_26233, STRPU_26087, STRPU_25627, STRPU_25622, STRPU_25626, STRPU_25620, STRPU_01762, STRPU_18074, STRPU_18073, STRPU_01763, STRPU_18071, STRPU_01764, STRPU_25619, STRPU_26269, STRPU_26295, STRPU_26296, STRPU_26270	APOSC_07168, APOSC_20421, APOSC_22182
OG0000036	STRPU_26325, STRPU_26324	APOSC_22964, APOSC_22965
OG0000036	STRPU_26321, STRPU_16183, STRPU_16230, STRPU_25724	APOSC_06557, APOSC_05790
OG0000037	STRPU_20688	APOSC_16399
OG0000037	STRPU_21621, STRPU_21620	APOSC_03749, APOSC_00065
OG0000037	STRPU_20762	APOSC_24133
OG0000037	STRPU_24785	APOSC_28740
OG0000037	STRPU_10295, STRPU_10296	APOSC_09580
OG0000037	STRPU_10297	APOSC_09579
OG0000037	STRPU_10122, STRPU_10049, STRPU_21007, STRPU_10050, STRPU_10123	APOSC_20507, APOSC_00307
OG0000038	STRPU_17412, STRPU_17401	APOSC_27834
OG0000038	STRPU_17416	APOSC_23718
OG0000038	STRPU_18085, STRPU_01774, STRPU_18078, STRPU_18077, STRPU_18081, STRPU_01769, STRPU_18084, STRPU_01773, STRPU_01768, STRPU_18080, STRPU_06238, STRPU_18079, STRPU_01767, STRPU_18082, STRPU_01770	APOSC_26556, APOSC_03113
OG0000038	STRPU_17414, STRPU_17415	APOSC_10282, APOSC_28935, APOSC_28699, APOSC_05456, APOSC_13411, APOSC_17001, APOSC_06556, APOSC_03890, APOSC_04299
OG0000038	STRPU_17101, STRPU_17116	APOSC_05746
OG0000038	STRPU_18075, STRPU_01765	APOSC_25222, APOSC_10656
OG0000039	STRPU_13266	APOSC_12842, APOSC_27514
OG0000039	STRPU_05101, STRPU_05100, STRPU_05180, STRPU_18219, STRPU_01274	APOSC_00666
OG0000039	STRPU_18542, STRPU_18578, STRPU_18572, STRPU_12032, STRPU_12031, STRPU_12034, STRPU_01246	APOSC_22387
OG0000040	STRPU_21773, STRPU_17271, STRPU_21617, STRPU_22119, STRPU_03662, STRPU_03674, STRPU_03673, STRPU_03661, STRPU_01945, STRPU_22786, STRPU_01944, STRPU_25141, STRPU_21378, STRPU_03732, STRPU_03735, STRPU_03733, STRPU_03734, STRPU_08305, STRPU_03737, STRPU_08238	APOSC_12799, APOSC_05455, APOSC_11724, APOSC_11723, APOSC_18664, APOSC_11832, APOSC_16301, APOSC_16488, APOSC_28921, APOSC_07234
OG0000041	STRPU_12827, STRPU_12828	APOSC_19034
OG0000041	STRPU_13000	APOSC_26184
OG0000042	STRPU_25773, STRPU_25790, STRPU_20448, STRPU_25770, STRPU_25789, STRPU_25771, STRPU_25788, STRPU_20447	APOSC_17021, APOSC_22500
