Orthogroup	STRPU_ok	OWEFU
OG0000016	STRPU_22999, STRPU_00875, STRPU_22993, STRPU_22992, STRPU_22997, STRPU_22995, STRPU_22684, STRPU_23485, STRPU_23482, STRPU_23488, STRPU_23483, STRPU_23481, STRPU_23477, STRPU_23478, STRPU_22637, STRPU_00667, STRPU_23082	OFUSG14920.1.p1, OFUSG23914.1.p1
OG0000019	STRPU_27424, STRPU_27423, STRPU_27421, STRPU_27422, STRPU_27112, STRPU_27113	OFUSG08823.1.p1
OG0000019	STRPU_18936, STRPU_21531, STRPU_04750, STRPU_27420, STRPU_26993, STRPU_26980, STRPU_26645, STRPU_26644, STRPU_26646, STRPU_26648, STRPU_26649, STRPU_26725, STRPU_26724	OFUSG04421.1.p1, OFUSG13833.1.p1, OFUSG25829.1.p1, OFUSG14065.1.p1, OFUSG25830.1.p1, OFUSG14040.1.p1
OG0000019	STRPU_23414, STRPU_01023	OFUSG11853.1.p1, OFUSG11853.3.p1, OFUSG11853.2.p1
OG0000020	STRPU_13949	OFUSG19131.1.p1
OG0000020	STRPU_06549, STRPU_25741, STRPU_22929, STRPU_07115, STRPU_26678	OFUSG13406.1.p1
OG0000020	STRPU_22232	OFUSG14744.1.p1
OG0000021	STRPU_23367	OFUSG18643.1.p1
OG0000021	STRPU_25829	OFUSG26914.2.p1, OFUSG26914.3.p1, OFUSG26914.1.p1
OG0000021	STRPU_02205, STRPU_15603	OFUSG24230.1.p1, OFUSG15132.1.p1, OFUSG15132.2.p1
OG0000021	STRPU_05427	OFUSG03542.1.p1, OFUSG03403.1.p1, OFUSG03403.2.p1, OFUSG16515.1.p1, OFUSG16515.2.p1, OFUSG16222.2.p1, OFUSG16222.1.p1, OFUSG13726.2.p1, OFUSG13726.1.p1, OFUSG22547.2.p1, OFUSG22547.1.p1
OG0000021	STRPU_19513, STRPU_20206, STRPU_16862, STRPU_18709, STRPU_19164, STRPU_19932, STRPU_02595, STRPU_19514, STRPU_20213	OFUSG19689.1.p1, OFUSG09303.1.p1, OFUSG14494.2.p1, OFUSG14494.1.p1, OFUSG26703.1.p1, OFUSG06096.1.p1, OFUSG07156.1.p1
OG0000021	STRPU_05019, STRPU_05298, STRPU_05227, STRPU_05132, STRPU_05059	OFUSG25558.2.p1, OFUSG25558.1.p1, OFUSG03208.1.p1, OFUSG03209.1.p1, OFUSG03193.1.p1, OFUSG03185.1.p1, OFUSG03188.1.p1
OG0000023	STRPU_09714, STRPU_09758	OFUSG06069.1.p1
OG0000023	STRPU_05490, STRPU_14357, STRPU_15269, STRPU_14358	OFUSG15304.2.p1, OFUSG15304.1.p1, OFUSG15456.2.p1, OFUSG15456.1.p1
OG0000023	STRPU_04156, STRPU_04890, STRPU_04760, STRPU_04888, STRPU_04889, STRPU_04887, STRPU_09969, STRPU_09989, STRPU_09988, STRPU_09968, STRPU_09990, STRPU_15044, STRPU_02240, STRPU_15564, STRPU_02241, STRPU_15563	OFUSG14875.1.p1, OFUSG15289.1.p1, OFUSG15289.2.p1
OG0000026	STRPU_15199, STRPU_15256, STRPU_07319, STRPU_15257, STRPU_18096, STRPU_18095	OFUSG02601.1.p1
OG0000026	STRPU_03983, STRPU_03985, STRPU_03980, STRPU_03984, STRPU_15016, STRPU_14051, STRPU_15142, STRPU_15012, STRPU_15019, STRPU_15022, STRPU_15024, STRPU_00872, STRPU_00871, STRPU_14049, STRPU_14036, STRPU_14032, STRPU_15323, STRPU_26875, STRPU_08379, STRPU_15370, STRPU_15368	OFUSG00817.1.p1
OG0000026	STRPU_13435, STRPU_25665, STRPU_06675, STRPU_06676	OFUSG25446.1.p1
OG0000026	STRPU_10195	OFUSG24229.1.p1
OG0000028	STRPU_14662, STRPU_14664	OFUSG08406.1.p1, OFUSG07639.1.p1
OG0000028	STRPU_27006	OFUSG09732.1.p1, OFUSG14981.3.p1, OFUSG14981.2.p1, OFUSG14981.1.p1, OFUSG09734.1.p1, OFUSG08335.1.p1, OFUSG09733.1.p1, OFUSG09733.2.p1
OG0000028	STRPU_27008	OFUSG13583.2.p1, OFUSG13583.4.p1, OFUSG13584.1.p1, OFUSG13583.3.p1, OFUSG13583.1.p1, OFUSG09817.1.p1, OFUSG09817.2.p1, OFUSG09817.4.p1, OFUSG09817.3.p1, OFUSG09817.5.p1
OG0000028	STRPU_10620	OFUSG16442.1.p1, OFUSG16442.2.p1
OG0000028	STRPU_26580, STRPU_26667, STRPU_26665, STRPU_26666, STRPU_26664, STRPU_26663	OFUSG12432.2.p1, OFUSG12432.1.p1, OFUSG25286.1.p1, OFUSG11555.1.p1
OG0000029	STRPU_25978	OFUSG25151.1.p1, OFUSG10698.1.p1, OFUSG20711.1.p1
OG0000029	STRPU_09836, STRPU_17433, STRPU_17432	OFUSG26611.2.p1, OFUSG26611.1.p1
OG0000029	STRPU_23559	OFUSG13634.2.p1, OFUSG13634.1.p1, OFUSG01580.1.p1
OG0000029	STRPU_01827, STRPU_19313	OFUSG21155.1.p1
OG0000029	STRPU_14123	OFUSG16858.1.p1
OG0000029	STRPU_06877, STRPU_04841, STRPU_04839, STRPU_03689, STRPU_13344, STRPU_03096, STRPU_03095, STRPU_03099, STRPU_03098, STRPU_03097, STRPU_15299, STRPU_05507, STRPU_15311, STRPU_09913, STRPU_25618, STRPU_13518, STRPU_27237, STRPU_27236, STRPU_27234, STRPU_27235, STRPU_11822, STRPU_11823, STRPU_18505, STRPU_20934, STRPU_20927, STRPU_10511, STRPU_10512, STRPU_00236	OFUSG15790.1.p1, OFUSG00743.1.p1, OFUSG20635.1.p1, OFUSG20634.1.p1, OFUSG14781.1.p1, OFUSG14779.1.p1, OFUSG14780.1.p1, OFUSG14783.1.p1, OFUSG20636.1.p1, OFUSG20271.1.p1, OFUSG26756.1.p1, OFUSG04638.1.p1, OFUSG03243.1.p1, OFUSG11383.1.p1, OFUSG19505.1.p1, OFUSG16898.2.p1, OFUSG16898.1.p1
OG0000030	STRPU_22548, STRPU_22870, STRPU_22868, STRPU_19590, STRPU_23769, STRPU_00032	OFUSG07789.1.p1, OFUSG07787.1.p1
OG0000030	STRPU_23383	OFUSG04213.1.p1
OG0000030	STRPU_18729, STRPU_18720	OFUSG21119.1.p1
OG0000030	STRPU_08641, STRPU_01462, STRPU_08711	OFUSG17928.1.p1
OG0000030	STRPU_10522	OFUSG12869.1.p1
OG0000031	STRPU_24640	OFUSG03902.1.p1, OFUSG03902.2.p1
OG0000031	STRPU_24955	OFUSG16479.2.p1, OFUSG16479.1.p1
OG0000031	STRPU_24636	OFUSG03938.1.p1
OG0000031	STRPU_27330	OFUSG09754.1.p1
OG0000031	STRPU_08004	OFUSG12627.1.p1
OG0000031	STRPU_05537, STRPU_05597	OFUSG02210.1.p1
OG0000031	STRPU_18994	OFUSG17671.1.p1
OG0000031	STRPU_24676	OFUSG16797.1.p1
OG0000032	STRPU_21234, STRPU_24774, STRPU_24776, STRPU_02932, STRPU_12458	OFUSG18519.1.p1, OFUSG17008.1.p1, OFUSG09556.1.p1, OFUSG07282.1.p1, OFUSG25694.1.p1, OFUSG01271.1.p1, OFUSG01272.1.p1, OFUSG09756.1.p1, OFUSG20192.1.p1
OG0000032	STRPU_24275, STRPU_24481, STRPU_24338, STRPU_24339, STRPU_24455, STRPU_24337, STRPU_24336, STRPU_24340, STRPU_24341, STRPU_09346, STRPU_24445, STRPU_24444, STRPU_24276, STRPU_24277, STRPU_24816	OFUSG26521.2.p1, OFUSG26521.1.p1
OG0000034	STRPU_15245, STRPU_15189	OFUSG15530.3.p1, OFUSG15530.1.p1, OFUSG15530.2.p1
OG0000034	STRPU_11930, STRPU_11885	OFUSG01833.2.p1, OFUSG01833.1.p1
OG0000034	STRPU_27315	OFUSG08780.1.p1
OG0000034	STRPU_11793	OFUSG00313.1.p1
OG0000034	STRPU_19458	OFUSG08088.1.p1
OG0000034	STRPU_12141, STRPU_12106	OFUSG09735.1.p1
OG0000035	STRPU_02368, STRPU_12778	OFUSG08016.1.p1, OFUSG08016.2.p1
OG0000035	STRPU_25195, STRPU_01880, STRPU_04279, STRPU_01879, STRPU_25194	OFUSG16461.1.p1
OG0000035	STRPU_17279, STRPU_17277, STRPU_17278, STRPU_17275, STRPU_17274, STRPU_13032	OFUSG07703.1.p1
OG0000035	STRPU_27002	OFUSG09470.1.p1
OG0000035	STRPU_13051	OFUSG07007.1.p1, OFUSG07007.2.p1
OG0000035	STRPU_12705, STRPU_12704	OFUSG07851.1.p1
OG0000035	STRPU_12998, STRPU_12553	OFUSG25460.1.p1, OFUSG07717.1.p1
OG0000035	STRPU_12554, STRPU_12700	OFUSG07099.1.p1, OFUSG07288.1.p1, OFUSG07098.1.p1
OG0000036	STRPU_26319, STRPU_09906, STRPU_26130, STRPU_25659	OFUSG20712.1.p1, OFUSG08497.1.p1, OFUSG08495.1.p1
OG0000036	STRPU_09907, STRPU_23684, STRPU_25644, STRPU_25648, STRPU_25645, STRPU_08302, STRPU_08304, STRPU_08301, STRPU_26233, STRPU_26087, STRPU_25627, STRPU_25622, STRPU_25626, STRPU_25620, STRPU_01762, STRPU_18074, STRPU_18073, STRPU_01763, STRPU_18071, STRPU_01764, STRPU_25619, STRPU_26269, STRPU_26295, STRPU_26296, STRPU_26270	OFUSG16630.1.p1, OFUSG16630.2.p1, OFUSG14389.1.p1, OFUSG16691.1.p1
OG0000036	STRPU_26325, STRPU_26324, STRPU_26321, STRPU_16183, STRPU_16230, STRPU_25724	OFUSG05272.1.p1
OG0000037	STRPU_20762	OFUSG11664.2.p1, OFUSG11664.3.p1, OFUSG11664.1.p1
OG0000037	STRPU_10295, STRPU_10296, STRPU_10297	OFUSG24232.1.p1, OFUSG22475.1.p1
OG0000038	STRPU_17412, STRPU_17401	OFUSG06853.1.p1
OG0000038	STRPU_23732, STRPU_23731	OFUSG08090.1.p1
OG0000038	STRPU_04485	OFUSG07063.1.p1, OFUSG04821.1.p1, OFUSG19292.1.p1
OG0000038	STRPU_18085, STRPU_01774, STRPU_18078, STRPU_18077, STRPU_18081, STRPU_01769, STRPU_18084, STRPU_01773, STRPU_01768, STRPU_18080, STRPU_06238, STRPU_18079, STRPU_01767, STRPU_18082, STRPU_01770, STRPU_18086	OFUSG03339.1.p1
OG0000038	STRPU_17414, STRPU_17415	OFUSG04771.1.p1
OG0000038	STRPU_18075, STRPU_01765	OFUSG26080.1.p1, OFUSG26080.2.p1
OG0000039	STRPU_13266	OFUSG18528.1.p1, OFUSG18528.2.p1
OG0000039	STRPU_21027	OFUSG21070.1.p1, OFUSG21072.1.p1, OFUSG21071.1.p1, OFUSG07209.1.p1
OG0000039	STRPU_18542, STRPU_18578, STRPU_18572, STRPU_12032, STRPU_12031, STRPU_12034, STRPU_01246	OFUSG11857.1.p1
OG0000041	STRPU_12828	OFUSG15030.1.p1
OG0000041	STRPU_13000	OFUSG07896.1.p1
OG0000043	STRPU_03522, STRPU_03585	OFUSG22688.1.p1
OG0000044	STRPU_13229, STRPU_13213, STRPU_04938	OFUSG03166.1.p1
OG0000044	STRPU_21629	OFUSG11434.1.p1, OFUSG13798.1.p1, OFUSG12158.2.p1, OFUSG12158.1.p1
OG0000044	STRPU_02714, STRPU_24789	OFUSG22654.1.p1, OFUSG22653.1.p1, OFUSG15735.1.p1, OFUSG15574.1.p1, OFUSG15256.2.p1, OFUSG15256.1.p1, OFUSG15731.1.p1, OFUSG15125.1.p1, OFUSG23742.1.p1, OFUSG15245.1.p1
OG0000045	STRPU_16875, STRPU_16216	OFUSG07525.1.p1, OFUSG07525.2.p1, OFUSG07526.1.p1
OG0000045	STRPU_22837	OFUSG07521.1.p1
OG0000045	STRPU_16874, STRPU_19573, STRPU_18569, STRPU_16214	OFUSG11066.2.p1, OFUSG11066.1.p1
OG0000045	STRPU_27177, STRPU_27196, STRPU_27353, STRPU_27354, STRPU_26421, STRPU_26525, STRPU_26526, STRPU_26527, STRPU_26523, STRPU_26524, STRPU_00475, STRPU_00476, STRPU_19020, STRPU_00474, STRPU_00473	OFUSG07524.1.p1, OFUSG00566.1.p1, OFUSG00564.1.p1, OFUSG00563.1.p1, OFUSG00567.1.p1
OG0000045	STRPU_26903	OFUSG18977.1.p1
OG0000046	STRPU_13398, STRPU_13377, STRPU_13401, STRPU_13400, STRPU_13399	OFUSG08597.1.p1, OFUSG08595.1.p1, OFUSG25817.1.p1, OFUSG06162.1.p1, OFUSG17068.1.p1, OFUSG10763.1.p1, OFUSG10761.1.p1
OG0000048	STRPU_05493	OFUSG03456.1.p1
OG0000048	STRPU_20212	OFUSG15815.1.p1
OG0000048	STRPU_15458	OFUSG15705.1.p1
OG0000048	STRPU_09674	OFUSG19541.1.p1
OG0000048	STRPU_06729, STRPU_06730, STRPU_06385	OFUSG11584.1.p1
OG0000048	STRPU_20602	OFUSG11587.1.p1
OG0000048	STRPU_20482	OFUSG11562.2.p1, OFUSG11562.1.p1
OG0000048	STRPU_16799, STRPU_16795, STRPU_07185, STRPU_07193, STRPU_16454, STRPU_16791, STRPU_16794, STRPU_16792, STRPU_16789, STRPU_16451, STRPU_16475, STRPU_16452, STRPU_16790	OFUSG07757.1.p1, OFUSG07755.1.p1, OFUSG07756.1.p1, OFUSG07755.2.p2, OFUSG07756.2.p1, OFUSG07027.1.p1
OG0000048	STRPU_26191	OFUSG04756.1.p1
OG0000049	STRPU_17072	OFUSG00390.1.p1
OG0000049	STRPU_23537	OFUSG06038.1.p1
OG0000049	STRPU_10893	OFUSG23568.1.p1, OFUSG21437.1.p1
OG0000049	STRPU_01801, STRPU_17036	OFUSG10735.1.p1, OFUSG14837.1.p1, OFUSG06810.1.p1, OFUSG18275.1.p1, OFUSG20360.1.p1, OFUSG20359.1.p1, OFUSG20362.1.p1, OFUSG14327.1.p1, OFUSG01468.1.p1, OFUSG04791.1.p1, OFUSG24665.1.p1, OFUSG04926.1.p1, OFUSG10567.1.p1
OG0000049	STRPU_22320, STRPU_06696	OFUSG21750.1.p1, OFUSG17729.1.p1, OFUSG17727.1.p1, OFUSG17730.1.p1, OFUSG19421.1.p1, OFUSG19423.1.p1, OFUSG19424.1.p1
OG0000049	STRPU_04345	OFUSG19056.1.p1, OFUSG22443.1.p1
OG0000050	STRPU_10411	OFUSG09384.1.p1
OG0000051	STRPU_04087, STRPU_04086, STRPU_04085, STRPU_04081, STRPU_04082, STRPU_04844, STRPU_04845, STRPU_04838, STRPU_04842, STRPU_04843, STRPU_04683, STRPU_04684, STRPU_08146, STRPU_04384, STRPU_04388, STRPU_04386, STRPU_04385, STRPU_11426, STRPU_04634, STRPU_04664	OFUSG17623.1.p1, OFUSG24736.1.p1
OG0000053	STRPU_21567	OFUSG05561.1.p1
OG0000054	STRPU_24985, STRPU_17119, STRPU_17104, STRPU_17103, STRPU_17118	OFUSG08102.2.p1, OFUSG08102.1.p1
OG0000054	STRPU_04629, STRPU_04651, STRPU_21552, STRPU_04633, STRPU_04661, STRPU_04884, STRPU_04631, STRPU_04653	OFUSG09960.1.p1, OFUSG09960.2.p1, OFUSG09960.4.p1, OFUSG09960.5.p1, OFUSG09960.3.p1
OG0000055	STRPU_20957	OFUSG10859.2.p1, OFUSG10859.1.p1
OG0000055	STRPU_22907, STRPU_22892, STRPU_07759	OFUSG21722.1.p2
OG0000055	STRPU_01392, STRPU_08766, STRPU_11839, STRPU_12194, STRPU_09005, STRPU_02948, STRPU_05937, STRPU_06001, STRPU_06035, STRPU_05928, STRPU_05933	OFUSG08892.1.p1
OG0000056	STRPU_19327	OFUSG17281.1.p1
OG0000056	STRPU_12248, STRPU_11783	OFUSG00880.1.p1, OFUSG00880.2.p1
OG0000056	STRPU_15160, STRPU_15211, STRPU_12348	OFUSG19663.1.p1
OG0000056	STRPU_09650, STRPU_14115, STRPU_15286, STRPU_15300	OFUSG09997.1.p1, OFUSG11656.1.p1
OG0000056	STRPU_19358	OFUSG01275.1.p1
OG0000056	STRPU_06434	OFUSG00148.1.p1
OG0000057	STRPU_15511, STRPU_15515, STRPU_15513, STRPU_15522, STRPU_15517, STRPU_15521, STRPU_15512, STRPU_15518, STRPU_15524, STRPU_15520, STRPU_15523, STRPU_15510, STRPU_15514, STRPU_06456, STRPU_18393, STRPU_10377, STRPU_10376, STRPU_03172, STRPU_10378, STRPU_10379, STRPU_11849, STRPU_11850, STRPU_11851, STRPU_10380, STRPU_16444, STRPU_10382	OFUSG18495.1.p1
OG0000057	STRPU_13541, STRPU_06452	OFUSG16420.2.p1, OFUSG16420.3.p1, OFUSG16419.2.p1, OFUSG16420.1.p1, OFUSG16419.1.p1, OFUSG16418.1.p1
OG0000057	STRPU_09580	OFUSG02050.1.p1, OFUSG18016.1.p1, OFUSG01943.1.p1, OFUSG22981.1.p1, OFUSG23264.1.p1, OFUSG15744.1.p1, OFUSG15744.2.p1, OFUSG15743.1.p1, OFUSG15746.1.p1, OFUSG15746.2.p1, OFUSG15747.1.p1, OFUSG12096.1.p1, OFUSG12095.1.p1, OFUSG17581.1.p1
OG0000057	STRPU_10530, STRPU_02305, STRPU_18108, STRPU_09940	OFUSG08336.1.p1
OG0000058	STRPU_10155, STRPU_10092	OFUSG06504.1.p1
OG0000058	STRPU_09783	OFUSG18325.1.p1
OG0000058	STRPU_22659, STRPU_20114, STRPU_20092, STRPU_20113, STRPU_20091, STRPU_20112, STRPU_20090, STRPU_01463, STRPU_08710, STRPU_08708, STRPU_01464	OFUSG07699.1.p1
OG0000058	STRPU_08638	OFUSG25338.1.p1
OG0000059	STRPU_05822	OFUSG03529.1.p1, OFUSG03529.2.p1
OG0000059	STRPU_24694, STRPU_24697, STRPU_24828, STRPU_24005	OFUSG05392.2.p1, OFUSG05392.1.p1
OG0000060	STRPU_24855	OFUSG14955.1.p1, OFUSG23392.1.p1
OG0000060	STRPU_18179	OFUSG21371.2.p1, OFUSG21371.1.p1
OG0000061	STRPU_13962	OFUSG24472.3.p1, OFUSG24472.1.p1, OFUSG24472.2.p1, OFUSG16519.1.p1, OFUSG16362.1.p1, OFUSG16362.3.p1, OFUSG16362.2.p1
OG0000061	STRPU_02428, STRPU_13635	OFUSG04221.4.p1, OFUSG04221.3.p1, OFUSG04221.1.p1, OFUSG04221.2.p1
OG0000061	STRPU_13960, STRPU_13959, STRPU_13958	OFUSG16682.2.p1, OFUSG16682.1.p1
