Orthogroup	STRPU_ok	HELIO_ok
OG0000003	STRPU_07634	HELIO_06998, HELIO_07220
OG0000003	STRPU_17011	HELIO_07172
OG0000003	STRPU_17996	HELIO_07314
OG0000003	STRPU_22956, STRPU_00065	HELIO_06573
OG0000003	STRPU_09153, STRPU_02119, STRPU_09154	HELIO_09381
OG0000003	STRPU_08511	HELIO_06076
OG0000003	STRPU_17010	HELIO_10386
OG0000003	STRPU_15479, STRPU_02103	HELIO_00920
OG0000003	STRPU_09130	HELIO_04847
OG0000003	STRPU_06867, STRPU_06866	HELIO_01179
OG0000004	STRPU_25308	HELIO_07338
OG0000004	STRPU_09499, STRPU_09497, STRPU_09498	HELIO_03376
OG0000004	STRPU_22142	HELIO_11549, HELIO_05294
OG0000004	STRPU_04563	HELIO_07102
OG0000004	STRPU_26215, STRPU_26214	HELIO_06422
OG0000004	STRPU_03900	HELIO_04283
OG0000004	STRPU_26969	HELIO_08003
OG0000004	STRPU_26895	HELIO_01465, HELIO_01464
OG0000004	STRPU_18793, STRPU_18804, STRPU_18942, STRPU_18792, STRPU_18791, STRPU_25306	HELIO_11715
OG0000004	STRPU_19328	HELIO_04180
OG0000004	STRPU_12971	HELIO_05704
OG0000004	STRPU_09105	HELIO_06644
OG0000004	STRPU_02076	HELIO_05598
OG0000004	STRPU_03320	HELIO_04311
OG0000004	STRPU_03321	HELIO_05602
OG0000004	STRPU_03895	HELIO_12155
OG0000004	STRPU_01396, STRPU_08764, STRPU_27011, STRPU_08312, STRPU_01394, STRPU_01395, STRPU_08765, STRPU_01399, STRPU_26705, STRPU_26709, STRPU_26707, STRPU_26711	HELIO_00370
OG0000004	STRPU_25881	HELIO_07295
OG0000004	STRPU_23220, STRPU_23228	HELIO_04128
OG0000004	STRPU_25882	HELIO_00658
OG0000004	STRPU_25307	HELIO_12195
OG0000004	STRPU_26216	HELIO_09679
OG0000004	STRPU_14825, STRPU_00765, STRPU_14824, STRPU_14822, STRPU_14823, STRPU_14826	HELIO_02720
OG0000004	STRPU_05439, STRPU_05438	HELIO_10453
OG0000005	STRPU_18029	HELIO_02981
OG0000005	STRPU_18030	HELIO_07411
OG0000005	STRPU_17651, STRPU_02270, STRPU_17649, STRPU_17652, STRPU_02271, STRPU_02273	HELIO_06771
OG0000005	STRPU_17967, STRPU_17969, STRPU_02293, STRPU_02291, STRPU_02294, STRPU_17627, STRPU_17624, STRPU_02296, STRPU_17968	HELIO_04530
OG0000005	STRPU_15486, STRPU_15487	HELIO_05062
OG0000005	STRPU_22203, STRPU_22202, STRPU_17272	HELIO_02098
OG0000005	STRPU_26723	HELIO_00211
OG0000005	STRPU_06288, STRPU_06333	HELIO_09686
OG0000005	STRPU_02665, STRPU_01699	HELIO_04655
OG0000006	STRPU_12837	HELIO_00413
OG0000006	STRPU_04777	HELIO_09248
OG0000006	STRPU_06500	HELIO_04245
OG0000006	STRPU_12594	HELIO_08707
OG0000006	STRPU_12593	HELIO_08259, HELIO_08264
OG0000006	STRPU_20521	HELIO_06349
OG0000006	STRPU_09165, STRPU_02127	HELIO_00150
OG0000006	STRPU_27184, STRPU_27203	HELIO_12770
OG0000006	STRPU_27125	HELIO_10345
OG0000006	STRPU_27126	HELIO_08890
OG0000006	STRPU_04454	HELIO_11381
OG0000006	STRPU_04403	HELIO_00450
OG0000006	STRPU_21069	HELIO_08227
OG0000006	STRPU_21071	HELIO_06418
OG0000006	STRPU_22384	HELIO_00028
OG0000007	STRPU_25459	HELIO_01296
OG0000007	STRPU_26581	HELIO_10106
OG0000007	STRPU_21427	HELIO_00643
OG0000007	STRPU_26977	HELIO_06396
OG0000007	STRPU_18763	HELIO_00352
OG0000007	STRPU_09815	HELIO_11362
OG0000007	STRPU_25460	HELIO_11129
OG0000007	STRPU_25458	HELIO_04873
OG0000007	STRPU_08156, STRPU_08157	HELIO_06738
OG0000007	STRPU_16477	HELIO_03703
OG0000007	STRPU_21790	HELIO_07978
OG0000007	STRPU_08442	HELIO_03118
OG0000007	STRPU_08417	HELIO_07991
OG0000007	STRPU_12872	HELIO_01456
OG0000007	STRPU_10590	HELIO_04275
OG0000007	STRPU_21559	HELIO_11721
OG0000008	STRPU_08296	HELIO_10953, HELIO_01917
OG0000008	STRPU_19365	HELIO_09201
OG0000008	STRPU_13280	HELIO_07041
OG0000008	STRPU_13475	HELIO_01945
OG0000008	STRPU_13258	HELIO_05140
OG0000008	STRPU_13930, STRPU_13915	HELIO_07090
OG0000009	STRPU_02854	HELIO_06693
OG0000009	STRPU_03684	HELIO_03078
OG0000009	STRPU_09185	HELIO_06781
OG0000009	STRPU_21731, STRPU_03775	HELIO_11928
OG0000009	STRPU_11405, STRPU_18563, STRPU_19504, STRPU_03685	HELIO_07717
OG0000009	STRPU_03863, STRPU_08904, STRPU_06010, STRPU_00934, STRPU_04427, STRPU_20299, STRPU_07069, STRPU_19305	HELIO_06614
OG0000009	STRPU_16860, STRPU_03566, STRPU_20030, STRPU_20895, STRPU_03124, STRPU_12941, STRPU_10676, STRPU_24579, STRPU_16616, STRPU_17520, STRPU_20150, STRPU_01519	HELIO_07493
OG0000009	STRPU_27144, STRPU_05819, STRPU_12056, STRPU_26205	HELIO_05505
OG0000009	STRPU_26350, STRPU_21879, STRPU_07996, STRPU_24057, STRPU_13165, STRPU_08192, STRPU_01156, STRPU_23113, STRPU_05532	HELIO_04932
OG0000009	STRPU_00264, STRPU_13826	HELIO_10113
OG0000009	STRPU_19547, STRPU_26479, STRPU_00431, STRPU_17677, STRPU_03968	HELIO_06297
OG0000009	STRPU_21356, STRPU_17025, STRPU_26652	HELIO_04676
OG0000010	STRPU_08974, STRPU_08975	HELIO_11860
OG0000010	STRPU_10442, STRPU_10444	HELIO_00940
OG0000011	STRPU_26402	HELIO_04043
OG0000011	STRPU_14781, STRPU_12222, STRPU_15041	HELIO_08950
OG0000011	STRPU_20881	HELIO_01844, HELIO_04250, HELIO_06749, HELIO_07221
OG0000011	STRPU_03188, STRPU_03644, STRPU_13118, STRPU_15611, STRPU_01277, STRPU_02577	HELIO_00959
OG0000011	STRPU_20280, STRPU_12367	HELIO_05340
OG0000011	STRPU_03079	HELIO_04969
OG0000011	STRPU_16724	HELIO_03054
OG0000011	STRPU_10303	HELIO_05201
OG0000011	STRPU_09042	HELIO_09607
OG0000011	STRPU_04871, STRPU_19442, STRPU_02972, STRPU_07599	HELIO_07282
OG0000012	STRPU_06380	HELIO_04072
OG0000012	STRPU_06825	HELIO_05750
OG0000012	STRPU_22431	HELIO_06347
OG0000012	STRPU_22206	HELIO_04223
OG0000012	STRPU_22211	HELIO_07604
OG0000012	STRPU_22881, STRPU_22880, STRPU_22878, STRPU_22879, STRPU_22882, STRPU_22877, STRPU_19466, STRPU_26979	HELIO_05989
OG0000012	STRPU_24328, STRPU_24329	HELIO_04633
OG0000012	STRPU_23798	HELIO_04925
OG0000012	STRPU_05978, STRPU_05979	HELIO_00422
OG0000012	STRPU_24259, STRPU_01047, STRPU_01046, STRPU_24260	HELIO_06460
OG0000012	STRPU_23513	HELIO_06831
OG0000013	STRPU_03494, STRPU_03492, STRPU_03491, STRPU_03490, STRPU_24550	HELIO_02247
OG0000013	STRPU_24549, STRPU_03493	HELIO_05055
OG0000013	STRPU_13013, STRPU_13016, STRPU_13015	HELIO_04730
OG0000013	STRPU_26140, STRPU_26139	HELIO_06663
OG0000013	STRPU_26141, STRPU_26142, STRPU_26063, STRPU_26143, STRPU_26144, STRPU_26145	HELIO_03869
OG0000013	STRPU_26138	HELIO_04774
OG0000013	STRPU_05609	HELIO_05617
OG0000013	STRPU_18801	HELIO_00215
OG0000013	STRPU_18564, STRPU_18562	HELIO_05802
OG0000013	STRPU_25542	HELIO_03214
OG0000013	STRPU_26621, STRPU_26619	HELIO_09936
OG0000013	STRPU_13855	HELIO_00850
OG0000013	STRPU_22248, STRPU_22985	HELIO_04016
OG0000013	STRPU_03335, STRPU_03341	HELIO_04491
OG0000013	STRPU_05350	HELIO_12769, HELIO_05315
OG0000013	STRPU_17608	HELIO_05049
OG0000013	STRPU_10835, STRPU_10854, STRPU_27045	HELIO_10683
OG0000013	STRPU_27048	HELIO_05716
OG0000013	STRPU_27049	HELIO_11357
OG0000013	STRPU_14795, STRPU_15013, STRPU_15028, STRPU_15009, STRPU_15023, STRPU_15021, STRPU_21089, STRPU_27050	HELIO_00073
OG0000013	STRPU_21244	HELIO_05056
OG0000014	STRPU_08197, STRPU_03932	HELIO_03075
OG0000014	STRPU_16744, STRPU_01717, STRPU_04369, STRPU_21238	HELIO_06653
OG0000014	STRPU_20412	HELIO_08197
OG0000014	STRPU_20806	HELIO_07557
OG0000014	STRPU_06096	HELIO_08798
OG0000014	STRPU_17754, STRPU_17755	HELIO_12068
OG0000014	STRPU_18535, STRPU_18486	HELIO_07123
OG0000014	STRPU_19509	HELIO_10724
OG0000015	STRPU_27331	HELIO_10603
OG0000015	STRPU_05602, STRPU_05543	HELIO_09049
OG0000015	STRPU_21905	HELIO_10798
OG0000016	STRPU_06927	HELIO_05159
OG0000016	STRPU_06051	HELIO_08806
OG0000016	STRPU_06086, STRPU_06084	HELIO_03950
OG0000016	STRPU_06200, STRPU_06221	HELIO_10054
OG0000016	STRPU_19809, STRPU_00759, STRPU_00757, STRPU_19810	HELIO_08070
OG0000016	STRPU_06909	HELIO_09736
OG0000016	STRPU_09277	HELIO_05456
OG0000016	STRPU_19934, STRPU_02593	HELIO_09779
OG0000016	STRPU_06664, STRPU_06873, STRPU_06665	HELIO_03738
OG0000016	STRPU_21110	HELIO_04647
OG0000016	STRPU_22999, STRPU_00875, STRPU_22993, STRPU_22992, STRPU_22997, STRPU_22995	HELIO_11041
OG0000016	STRPU_23485	HELIO_07322
OG0000016	STRPU_23488, STRPU_23483	HELIO_06996
OG0000016	STRPU_23481, STRPU_23477, STRPU_23478	HELIO_05885
OG0000016	STRPU_22637	HELIO_04527
OG0000016	STRPU_00667, STRPU_23082	HELIO_04564
OG0000017	STRPU_00117	HELIO_09340
OG0000017	STRPU_24604	HELIO_04056
OG0000017	STRPU_14085	HELIO_08729
OG0000017	STRPU_02089	HELIO_04627
OG0000017	STRPU_14020, STRPU_04049, STRPU_14783, STRPU_03128, STRPU_05415, STRPU_00068, STRPU_06377, STRPU_22862, STRPU_06733, STRPU_03412, STRPU_00906, STRPU_16710, STRPU_08383, STRPU_26123, STRPU_08138, STRPU_14019, STRPU_04048, STRPU_14782	HELIO_08140
OG0000017	STRPU_07242, STRPU_06186	HELIO_07705
OG0000017	STRPU_00092, STRPU_08117	HELIO_05297
OG0000017	STRPU_09345, STRPU_15645, STRPU_16606	HELIO_04933
OG0000017	STRPU_04020, STRPU_04133	HELIO_03953
OG0000017	STRPU_00925	HELIO_10213
OG0000017	STRPU_12810, STRPU_06315, STRPU_01747, STRPU_12439, STRPU_14084	HELIO_05211
OG0000017	STRPU_25736, STRPU_21215, STRPU_25572, STRPU_19535, STRPU_25735, STRPU_25480, STRPU_20188, STRPU_11306, STRPU_06657, STRPU_04461, STRPU_08845, STRPU_10173, STRPU_07097, STRPU_13942, STRPU_19534, STRPU_13943	HELIO_06568
OG0000018	STRPU_21331	HELIO_07089
OG0000019	STRPU_27424	HELIO_04729
OG0000019	STRPU_27112	HELIO_05273
OG0000019	STRPU_18936	HELIO_07628
OG0000019	STRPU_04750	HELIO_05932
OG0000019	STRPU_26645, STRPU_26644	HELIO_06034
OG0000019	STRPU_26649	HELIO_06893
OG0000019	STRPU_23414, STRPU_01023	HELIO_11234
OG0000019	STRPU_13585, STRPU_01603	HELIO_00711
OG0000019	STRPU_05485	HELIO_04793
OG0000019	STRPU_05487, STRPU_05486, STRPU_05488, STRPU_05444	HELIO_04680
OG0000020	STRPU_20580	HELIO_01087
OG0000020	STRPU_01068, STRPU_24239	HELIO_03282
OG0000020	STRPU_19028, STRPU_00464	HELIO_03892
OG0000020	STRPU_22748, STRPU_01903	HELIO_08119
OG0000020	STRPU_25741	HELIO_03039
OG0000020	STRPU_22929	HELIO_08325
OG0000020	STRPU_07115	HELIO_10764
OG0000020	STRPU_26678	HELIO_10811
OG0000020	STRPU_19861, STRPU_19888	HELIO_12285
OG0000020	STRPU_05007	HELIO_05828
OG0000020	STRPU_11453	HELIO_10575
OG0000020	STRPU_04309, STRPU_04336	HELIO_05888
OG0000020	STRPU_13832	HELIO_07729
OG0000020	STRPU_05521	HELIO_08365
OG0000020	STRPU_21977	HELIO_01918
OG0000020	STRPU_05676	HELIO_11794
OG0000021	STRPU_22366, STRPU_22365	HELIO_05146
OG0000021	STRPU_21172	HELIO_05564
OG0000021	STRPU_02204, STRPU_15604	HELIO_07436
OG0000021	STRPU_02212, STRPU_15595	HELIO_09128
OG0000021	STRPU_05427	HELIO_01018
OG0000021	STRPU_19513	HELIO_08809
OG0000021	STRPU_20206, STRPU_16862	HELIO_00647
OG0000021	STRPU_18709	HELIO_10440
OG0000021	STRPU_19164	HELIO_04726
OG0000021	STRPU_19932, STRPU_02595	HELIO_09286
OG0000021	STRPU_19514, STRPU_20213	HELIO_07603
OG0000021	STRPU_05019	HELIO_02648
OG0000021	STRPU_05298	HELIO_08020
OG0000021	STRPU_05227	HELIO_10557
OG0000021	STRPU_05132, STRPU_05059	HELIO_04069
OG0000023	STRPU_09714, STRPU_09758	HELIO_07781
OG0000023	STRPU_14357	HELIO_08618
OG0000023	STRPU_15269	HELIO_08359
OG0000023	STRPU_14358	HELIO_11316
OG0000023	STRPU_14359, STRPU_14360	HELIO_06675
OG0000023	STRPU_08363	HELIO_04231
OG0000023	STRPU_04156	HELIO_07887
OG0000023	STRPU_04890	HELIO_10788
OG0000023	STRPU_04888, STRPU_04889, STRPU_04887	HELIO_06647
OG0000023	STRPU_02240, STRPU_15564, STRPU_02241, STRPU_15563	HELIO_00907
OG0000023	STRPU_20382	HELIO_07600
OG0000023	STRPU_04831, STRPU_00750, STRPU_00747, STRPU_00749, STRPU_00748	HELIO_09870
OG0000024	STRPU_03150	HELIO_05196
OG0000024	STRPU_14183, STRPU_00265	HELIO_10137, HELIO_05285, HELIO_06374, HELIO_10426, HELIO_03946
OG0000024	STRPU_07747	HELIO_06837, HELIO_05358, HELIO_03839, HELIO_05987
OG0000024	STRPU_07586	HELIO_00021
OG0000024	STRPU_03977, STRPU_22594, STRPU_03380, STRPU_26193	HELIO_10803
OG0000024	STRPU_20421, STRPU_18659, STRPU_12498, STRPU_04067	HELIO_04927
OG0000024	STRPU_01267	HELIO_07601
OG0000024	STRPU_16831	HELIO_04022
OG0000025	STRPU_09349	HELIO_01996, HELIO_02947, HELIO_11183, HELIO_06398, HELIO_03661, HELIO_07622, HELIO_05856, HELIO_03903, HELIO_08114, HELIO_07462
OG0000025	STRPU_08707	HELIO_05243, HELIO_04943, HELIO_07532, HELIO_06878
OG0000026	STRPU_24999	HELIO_04505
OG0000026	STRPU_13435	HELIO_00695
OG0000026	STRPU_25665, STRPU_06675, STRPU_06676	HELIO_00694
OG0000026	STRPU_10195	HELIO_09541
OG0000027	STRPU_13387, STRPU_13389, STRPU_13369, STRPU_13372, STRPU_13393, STRPU_13370, STRPU_13390, STRPU_13392, STRPU_13371, STRPU_21105, STRPU_21100, STRPU_21104	HELIO_02455, HELIO_02456, HELIO_04291
OG0000027	STRPU_05793, STRPU_05791, STRPU_05792	HELIO_07880
OG0000027	STRPU_13609, STRPU_02454	HELIO_08186
OG0000027	STRPU_13784, STRPU_13738, STRPU_13737	HELIO_04887
OG0000027	STRPU_12280, STRPU_12282, STRPU_12281, STRPU_12283	HELIO_06026
OG0000027	STRPU_19609, STRPU_19529, STRPU_19530	HELIO_07228
OG0000027	STRPU_20300	HELIO_05233
OG0000027	STRPU_22112, STRPU_22111	HELIO_07068
OG0000027	STRPU_18177, STRPU_18176, STRPU_18178	HELIO_05709
OG0000028	STRPU_14662	HELIO_06874
OG0000028	STRPU_14664	HELIO_00161
OG0000028	STRPU_14327	HELIO_08437
OG0000028	STRPU_27006	HELIO_06962
OG0000028	STRPU_14468, STRPU_14467	HELIO_00147
OG0000028	STRPU_15103, STRPU_02480	HELIO_06013
OG0000028	STRPU_14326	HELIO_00961
OG0000028	STRPU_27008	HELIO_06306
OG0000028	STRPU_10620	HELIO_06269
OG0000028	STRPU_26663	HELIO_12146
OG0000029	STRPU_09836	HELIO_10546
OG0000029	STRPU_17433, STRPU_17432	HELIO_00115
OG0000029	STRPU_01827, STRPU_19313	HELIO_05447
OG0000029	STRPU_22529	HELIO_05915
OG0000029	STRPU_02628	HELIO_11308
OG0000029	STRPU_14123	HELIO_11942
OG0000029	STRPU_06877, STRPU_04841, STRPU_04839, STRPU_03689, STRPU_13344, STRPU_03096, STRPU_03095, STRPU_03099, STRPU_03098, STRPU_03097, STRPU_15299, STRPU_05507, STRPU_15311	HELIO_00268
OG0000029	STRPU_27237	HELIO_06866
OG0000029	STRPU_27236	HELIO_02296
OG0000029	STRPU_11822, STRPU_11823, STRPU_18505	HELIO_09944
OG0000029	STRPU_20934, STRPU_20927	HELIO_05648
OG0000029	STRPU_10511	HELIO_01633
OG0000029	STRPU_10512	HELIO_06816
OG0000030	STRPU_22548, STRPU_22870, STRPU_22868, STRPU_19590, STRPU_23769, STRPU_00032	HELIO_11997
OG0000030	STRPU_23383	HELIO_04525, HELIO_09505
OG0000030	STRPU_18729, STRPU_18720	HELIO_06719
OG0000030	STRPU_09527	HELIO_06628
OG0000031	STRPU_24640	HELIO_00475
OG0000031	STRPU_24955	HELIO_11237
OG0000031	STRPU_24636	HELIO_10166
OG0000031	STRPU_27330	HELIO_00951
OG0000031	STRPU_08004	HELIO_11573
OG0000031	STRPU_23584	HELIO_11428
OG0000031	STRPU_05537, STRPU_05597	HELIO_00638
OG0000031	STRPU_18994	HELIO_00007
OG0000031	STRPU_05368	HELIO_08452
OG0000031	STRPU_24676	HELIO_02162
OG0000032	STRPU_21234	HELIO_03061
OG0000032	STRPU_02932	HELIO_11764
OG0000032	STRPU_12458	HELIO_06747
OG0000032	STRPU_24275	HELIO_05612
OG0000032	STRPU_24481	HELIO_01994
OG0000032	STRPU_24338	HELIO_06271
OG0000032	STRPU_24455	HELIO_05549
OG0000032	STRPU_24337	HELIO_06177
OG0000032	STRPU_24340	HELIO_11472
OG0000032	STRPU_24341	HELIO_11063
OG0000032	STRPU_09346, STRPU_24445, STRPU_24444	HELIO_05021
OG0000032	STRPU_24276, STRPU_24277, STRPU_24816	HELIO_02986
OG0000032	STRPU_24673	HELIO_02546
OG0000032	STRPU_24979	HELIO_10763
OG0000032	STRPU_24342	HELIO_07665
OG0000032	STRPU_08795, STRPU_24343	HELIO_07198
OG0000033	STRPU_15689	HELIO_06082
OG0000033	STRPU_14417	HELIO_04116
OG0000033	STRPU_02311, STRPU_18113	HELIO_05274
OG0000033	STRPU_15977	HELIO_05169
OG0000033	STRPU_02826	HELIO_06635
OG0000033	STRPU_19630	HELIO_07393
OG0000033	STRPU_25841, STRPU_03301, STRPU_11946	HELIO_06447
OG0000034	STRPU_15245, STRPU_15189	HELIO_03040
OG0000034	STRPU_11798	HELIO_11045
OG0000034	STRPU_11930, STRPU_11885	HELIO_10910
OG0000034	STRPU_27315	HELIO_05981
OG0000034	STRPU_11793	HELIO_12487
OG0000034	STRPU_04070	HELIO_11629
OG0000034	STRPU_12101	HELIO_08377
OG0000035	STRPU_02368, STRPU_12778	HELIO_06273
OG0000035	STRPU_25195, STRPU_01880, STRPU_04279, STRPU_01879, STRPU_25194	HELIO_04621
OG0000035	STRPU_17279, STRPU_17277, STRPU_17278, STRPU_17275	HELIO_03945
OG0000035	STRPU_13032	HELIO_04376
OG0000035	STRPU_27002	HELIO_12501
OG0000035	STRPU_13051	HELIO_03534
OG0000035	STRPU_12705	HELIO_07811
OG0000035	STRPU_12704	HELIO_06366
OG0000035	STRPU_12998	HELIO_00732
OG0000035	STRPU_12553	HELIO_11539
OG0000035	STRPU_12554	HELIO_10164
OG0000035	STRPU_12700	HELIO_04984
OG0000036	STRPU_26319	HELIO_01209, HELIO_01210
OG0000036	STRPU_09906	HELIO_09115
OG0000036	STRPU_26130	HELIO_04594
OG0000036	STRPU_25659	HELIO_09618
OG0000036	STRPU_26233	HELIO_10881
OG0000036	STRPU_26087	HELIO_00206
OG0000036	STRPU_25627	HELIO_04367
OG0000036	STRPU_18073, STRPU_01763, STRPU_18071, STRPU_01764	HELIO_07074
OG0000036	STRPU_26269, STRPU_26295, STRPU_26296, STRPU_26270	HELIO_04322
OG0000036	STRPU_26321	HELIO_02352
OG0000036	STRPU_16183, STRPU_16230	HELIO_11421
OG0000036	STRPU_25724	HELIO_04744
OG0000036	STRPU_26320	HELIO_00078
OG0000037	STRPU_21189	HELIO_04596
OG0000037	STRPU_21188	HELIO_02436
OG0000037	STRPU_20688	HELIO_07508
OG0000037	STRPU_21621	HELIO_06312
OG0000037	STRPU_21620	HELIO_10715
OG0000037	STRPU_20762	HELIO_01421
OG0000037	STRPU_24785	HELIO_01377
OG0000037	STRPU_10297	HELIO_04770
OG0000037	STRPU_10122, STRPU_10049	HELIO_09574
OG0000037	STRPU_21007	HELIO_11062
OG0000037	STRPU_10050, STRPU_10123	HELIO_01380
OG0000039	STRPU_05101, STRPU_05100, STRPU_05180, STRPU_18219, STRPU_01274	HELIO_01180
OG0000039	STRPU_21027	HELIO_07214
OG0000039	STRPU_18542, STRPU_18578, STRPU_18572, STRPU_12032, STRPU_12031, STRPU_12034, STRPU_01246	HELIO_00133
OG0000039	STRPU_16658, STRPU_15546, STRPU_15547, STRPU_20012, STRPU_20010	HELIO_10409
OG0000040	STRPU_21773	HELIO_00109
OG0000040	STRPU_17271, STRPU_21617, STRPU_22119	HELIO_04015
OG0000040	STRPU_03662, STRPU_03674, STRPU_03673, STRPU_03661	HELIO_04001
OG0000040	STRPU_01945, STRPU_22786, STRPU_01944, STRPU_25141, STRPU_21378	HELIO_06439
OG0000040	STRPU_03732, STRPU_03735, STRPU_03733	HELIO_00160
OG0000040	STRPU_08305	HELIO_06945
OG0000041	STRPU_12827	HELIO_03057
OG0000042	STRPU_19876, STRPU_08611, STRPU_19901	HELIO_00030
OG0000042	STRPU_19965, STRPU_01196, STRPU_02799, STRPU_11464, STRPU_02797, STRPU_02796, STRPU_02798, STRPU_02800	HELIO_05918
OG0000042	STRPU_02718	HELIO_12031
OG0000042	STRPU_20174	HELIO_00050
OG0000042	STRPU_18725, STRPU_18738, STRPU_18723, STRPU_20315, STRPU_20276	HELIO_07171
OG0000042	STRPU_19952	HELIO_11180
OG0000042	STRPU_13883, STRPU_13882, STRPU_18118, STRPU_13875, STRPU_07693, STRPU_13867, STRPU_02316, STRPU_13869	HELIO_06419
OG0000042	STRPU_25773, STRPU_25790, STRPU_20448, STRPU_25770, STRPU_25789, STRPU_25771, STRPU_25788, STRPU_20447	HELIO_12728
OG0000043	STRPU_20956, STRPU_23749, STRPU_07332	HELIO_04067
OG0000043	STRPU_03522, STRPU_03585	HELIO_00563
OG0000043	STRPU_10844, STRPU_10864	HELIO_03541
OG0000044	STRPU_09802	HELIO_05461
OG0000044	STRPU_13229, STRPU_13213	HELIO_08837
OG0000044	STRPU_04938	HELIO_02529
OG0000044	STRPU_02714	HELIO_01656
OG0000045	STRPU_16854, STRPU_16858	HELIO_07351, HELIO_00342
OG0000045	STRPU_27177	HELIO_00381
OG0000045	STRPU_27196	HELIO_10516
OG0000045	STRPU_27353	HELIO_06348
OG0000045	STRPU_26421	HELIO_06793
OG0000045	STRPU_26605	HELIO_03034
OG0000045	STRPU_26903	HELIO_01585
OG0000046	STRPU_08327, STRPU_08328	HELIO_08475
OG0000047	STRPU_17436	HELIO_06314, HELIO_04036
OG0000047	STRPU_22038	HELIO_10109
OG0000047	STRPU_20917	HELIO_05583
OG0000047	STRPU_04857	HELIO_06838
OG0000048	STRPU_05493	HELIO_10223
OG0000048	STRPU_20212	HELIO_12500
OG0000048	STRPU_15458	HELIO_03643
OG0000048	STRPU_09674	HELIO_05568
OG0000048	STRPU_06729	HELIO_05826
OG0000048	STRPU_06730	HELIO_06221
OG0000048	STRPU_20602	HELIO_11655
OG0000048	STRPU_20482	HELIO_08708
OG0000048	STRPU_17966, STRPU_17965	HELIO_04435, HELIO_12559
OG0000048	STRPU_16799, STRPU_16795	HELIO_00288
OG0000048	STRPU_07185, STRPU_07193, STRPU_16454, STRPU_16791	HELIO_00660
OG0000048	STRPU_16794, STRPU_16792	HELIO_12560
OG0000048	STRPU_16789, STRPU_16451, STRPU_16475, STRPU_16452, STRPU_16790	HELIO_10706
OG0000048	STRPU_26191	HELIO_05605
OG0000049	STRPU_23534	HELIO_02366
OG0000049	STRPU_06696	HELIO_10175
OG0000049	STRPU_04345	HELIO_12356
OG0000050	STRPU_06209, STRPU_11559, STRPU_20985	HELIO_04635
OG0000050	STRPU_03815	HELIO_04600
OG0000050	STRPU_10411	HELIO_04507, HELIO_05305
