Orthogroup	STRPU_ok	PFLAV
OG0000009	STRPU_15444, STRPU_03718, STRPU_18053, STRPU_20484	TCONS_00015545.p1, TCONS_00013954.p1
OG0000009	STRPU_16150	TCONS_00025442.p1
OG0000009	STRPU_03684	TCONS_00025851.p1, TCONS_00043074.p1, TCONS_00009542.p1
OG0000009	STRPU_15654, STRPU_26439, STRPU_09847, STRPU_13357, STRPU_23871, STRPU_21906, STRPU_16904, STRPU_04743, STRPU_04269, STRPU_14755	TCONS_00017424.p1, TCONS_00029219.p1, TCONS_00043312.p1, TCONS_00025216.p1
OG0000009	STRPU_09185	TCONS_00025230.p1, TCONS_00023849.p1, TCONS_00024354.p1
OG0000009	STRPU_21731, STRPU_03775	TCONS_00041833.p1, TCONS_00028866.p1, TCONS_00017705.p1
OG0000009	STRPU_18212, STRPU_07052, STRPU_25104, STRPU_12260, STRPU_15899, STRPU_02542, STRPU_10057, STRPU_23106, STRPU_12842, STRPU_00804, STRPU_26779, STRPU_12417, STRPU_10065	TCONS_00035090.p1, TCONS_00009406.p1, TCONS_00032577.p1
OG0000009	STRPU_11405, STRPU_18563, STRPU_19504, STRPU_03685, STRPU_03934, STRPU_19852, STRPU_13707, STRPU_25895, STRPU_03863, STRPU_08904, STRPU_06010, STRPU_00934, STRPU_04427, STRPU_20299, STRPU_07069, STRPU_19305	TCONS_00003937.p1, TCONS_00040217.p1, TCONS_00006910.p1, TCONS_00028935.p1, TCONS_00024506.p1, TCONS_00037020.p1
OG0000009	STRPU_11543	TCONS_00018133.p1, TCONS_00001741.p1, TCONS_00002573.p1
OG0000009	STRPU_16860, STRPU_03566, STRPU_20030, STRPU_20895, STRPU_03124, STRPU_12941, STRPU_10676, STRPU_24579, STRPU_16616, STRPU_17520, STRPU_20150, STRPU_01519	TCONS_00017823.p1, TCONS_00056063.p1
OG0000009	STRPU_21043, STRPU_16701, STRPU_21874	TCONS_00035789.p1
OG0000009	STRPU_18124, STRPU_16867, STRPU_09178, STRPU_19207, STRPU_12303, STRPU_03189, STRPU_16868, STRPU_15303, STRPU_15345, STRPU_20427, STRPU_04877, STRPU_27144, STRPU_05819, STRPU_12056, STRPU_26205, STRPU_03422, STRPU_01689, STRPU_15519, STRPU_03967, STRPU_21734, STRPU_21788, STRPU_12556, STRPU_26350, STRPU_21879, STRPU_07996, STRPU_24057, STRPU_13165, STRPU_08192, STRPU_01156, STRPU_23113, STRPU_05532	TCONS_00037803.p1, TCONS_00017368.p1, TCONS_00033541.p1
OG0000009	STRPU_19547, STRPU_26479, STRPU_00431, STRPU_17677, STRPU_03968	TCONS_00019627.p1
OG0000009	STRPU_08846	TCONS_00028870.p1
OG0000010	STRPU_08974, STRPU_08975	TCONS_00043350.p1, TCONS_00043340.p1, TCONS_00043354.p1, TCONS_00043343.p1, TCONS_00031454.p1, TCONS_00017962.p1, TCONS_00017965.p1, TCONS_00017966.p1, TCONS_00017964.p1
OG0000011	STRPU_26402, STRPU_26685, STRPU_10728	TCONS_00034059.p1
OG0000011	STRPU_14781, STRPU_12222, STRPU_15041	TCONS_00008526.p1
OG0000011	STRPU_20881	TCONS_00031358.p1
OG0000011	STRPU_20280, STRPU_12367	TCONS_00025195.p1, TCONS_00051327.p1
OG0000011	STRPU_03079	TCONS_00035599.p1
OG0000011	STRPU_09042	TCONS_00041434.p1, TCONS_00057000.p1
OG0000011	STRPU_04871, STRPU_19442, STRPU_02972, STRPU_07599	TCONS_00031655.p1, TCONS_00002470.p1
OG0000012	STRPU_06380, STRPU_06825	TCONS_00015125.p1, TCONS_00011214.p1, TCONS_00011213.p1, TCONS_00011211.p1, TCONS_00009883.p1, TCONS_00015085.p1, TCONS_00044328.p1, TCONS_00015086.p1, TCONS_00011207.p1, TCONS_00011209.p1, TCONS_00021579.p1, TCONS_00021578.p1
OG0000012	STRPU_23191, STRPU_23193, STRPU_23192	TCONS_00003238.p1
OG0000012	STRPU_24328, STRPU_24329, STRPU_23798, STRPU_05978, STRPU_05979, STRPU_24259, STRPU_01047, STRPU_01046, STRPU_24260	TCONS_00002832.p1
OG0000012	STRPU_23513	TCONS_00041660.p1, TCONS_00041661.p1
OG0000013	STRPU_05609, STRPU_18744, STRPU_18801, STRPU_18564, STRPU_18562, STRPU_19588, STRPU_25542, STRPU_26621, STRPU_26619, STRPU_13855, STRPU_22248, STRPU_22985, STRPU_05310, STRPU_03335, STRPU_03341, STRPU_05350, STRPU_17608, STRPU_10835, STRPU_10854, STRPU_27045, STRPU_27048, STRPU_27049, STRPU_14795, STRPU_15013, STRPU_15028, STRPU_15009, STRPU_15023, STRPU_15021, STRPU_21089, STRPU_27050, STRPU_21244, STRPU_17615, STRPU_17609, STRPU_17614, STRPU_23920, STRPU_13091, STRPU_13105	TCONS_00017254.p1
OG0000014	STRPU_08197, STRPU_03932	TCONS_00027485.p1, TCONS_00027177.p1, TCONS_00026948.p1, TCONS_00026951.p1, TCONS_00026432.p1, TCONS_00026431.p1, TCONS_00011368.p1, TCONS_00011367.p1, TCONS_00019370.p1, TCONS_00055951.p1
OG0000014	STRPU_20412, STRPU_20806, STRPU_06096	TCONS_00000124.p1
OG0000014	STRPU_17754, STRPU_17755	TCONS_00048226.p1, TCONS_00048227.p1, TCONS_00048225.p1, TCONS_00001555.p1, TCONS_00000431.p1
OG0000014	STRPU_18535, STRPU_18486	TCONS_00018576.p1, TCONS_00018574.p1, TCONS_00018581.p1, TCONS_00000312.p1, TCONS_00001858.p1, TCONS_00017715.p1, TCONS_00017563.p1, TCONS_00017559.p1, TCONS_00017555.p1, TCONS_00017562.p1, TCONS_00017557.p1, TCONS_00018572.p1, TCONS_00017567.p1, TCONS_00017565.p1, TCONS_00017560.p1, TCONS_00017553.p1, TCONS_00017554.p1, TCONS_00018563.p1, TCONS_00017039.p1, TCONS_00017041.p1, TCONS_00017038.p1, TCONS_00016927.p1, TCONS_00053337.p1, TCONS_00054007.p1, TCONS_00017566.p1, TCONS_00017552.p1, TCONS_00017551.p1
OG0000015	STRPU_26052	TCONS_00007433.p1
OG0000015	STRPU_27331	TCONS_00029137.p1, TCONS_00028127.p1
OG0000015	STRPU_05602, STRPU_05543	TCONS_00043495.p1
OG0000015	STRPU_05546, STRPU_05605	TCONS_00043861.p1
OG0000015	STRPU_05547, STRPU_05606	TCONS_00043863.p1
OG0000015	STRPU_21905	TCONS_00017456.p1, TCONS_00018530.p1, TCONS_00017014.p1, TCONS_00018220.p1, TCONS_00042403.p1, TCONS_00047528.p1, TCONS_00048847.p1, TCONS_00017787.p1, TCONS_00042857.p1, TCONS_00017072.p1, TCONS_00018222.p1
OG0000016	STRPU_06927, STRPU_06051	TCONS_00021259.p1, TCONS_00021263.p1, TCONS_00021262.p1, TCONS_00021257.p1, TCONS_00021260.p1
OG0000016	STRPU_06086, STRPU_06084, STRPU_06503, STRPU_06525, STRPU_06574, STRPU_06085, STRPU_06200, STRPU_06221	TCONS_00021265.p1, TCONS_00021132.p1, TCONS_00022476.p1, TCONS_00021082.p1
OG0000016	STRPU_23484	TCONS_00048322.p1, TCONS_00049537.p1, TCONS_00047912.p1
OG0000016	STRPU_06664, STRPU_06873, STRPU_06665	TCONS_00022184.p1
OG0000016	STRPU_21110	TCONS_00003602.p1
OG0000016	STRPU_22999, STRPU_00875, STRPU_22993, STRPU_22992, STRPU_22997, STRPU_22995	TCONS_00049735.p1
OG0000016	STRPU_22684, STRPU_23485, STRPU_23482, STRPU_23488, STRPU_23483, STRPU_23481, STRPU_23477, STRPU_23478, STRPU_22637, STRPU_00667, STRPU_23082	TCONS_00048016.p1, TCONS_00006587.p1, TCONS_00006585.p1, TCONS_00006586.p1, TCONS_00025201.p1, TCONS_00044922.p1, TCONS_00049648.p1, TCONS_00049647.p1, TCONS_00047522.p1, TCONS_00047523.p1, TCONS_00020558.p1, TCONS_00020423.p1, TCONS_00020419.p1, TCONS_00020810.p1, TCONS_00020323.p1, TCONS_00020321.p1, TCONS_00047919.p1, TCONS_00047915.p1, TCONS_00047927.p1, TCONS_00047930.p1, TCONS_00047932.p1, TCONS_00047911.p1, TCONS_00047917.p1, TCONS_00047907.p1, TCONS_00049536.p1, TCONS_00049538.p1, TCONS_00049540.p1, TCONS_00049543.p1, TCONS_00049542.p1, TCONS_00048321.p1, TCONS_00048323.p1, TCONS_00048325.p1, TCONS_00048328.p1
OG0000017	STRPU_22860, STRPU_02715, STRPU_12424	TCONS_00015500.p1, TCONS_00014886.p1, TCONS_00040430.p1, TCONS_00029800.p1, TCONS_00024558.p1
OG0000017	STRPU_24604	TCONS_00050389.p1, TCONS_00031952.p1, TCONS_00031929.p1
OG0000017	STRPU_02089	TCONS_00003294.p1, TCONS_00017646.p1, TCONS_00035188.p1
OG0000017	STRPU_14020, STRPU_04049, STRPU_14783, STRPU_03128, STRPU_05415, STRPU_00068, STRPU_06377, STRPU_22862, STRPU_06733, STRPU_03412, STRPU_00906, STRPU_16710, STRPU_08383, STRPU_26123, STRPU_08138, STRPU_14019, STRPU_04048, STRPU_14782, STRPU_07242, STRPU_06186	TCONS_00053694.p1
OG0000017	STRPU_17566	TCONS_00034099.p1, TCONS_00035359.p1, TCONS_00049944.p1, TCONS_00032138.p1, TCONS_00052165.p1
OG0000017	STRPU_08979, STRPU_00926	TCONS_00037011.p1
OG0000017	STRPU_00092, STRPU_08117	TCONS_00049861.p1
OG0000017	STRPU_07365, STRPU_21602, STRPU_02591, STRPU_21499, STRPU_05279, STRPU_11947, STRPU_09821, STRPU_09502, STRPU_04559, STRPU_12605, STRPU_18356, STRPU_06474, STRPU_10720, STRPU_15670, STRPU_16836, STRPU_10719	TCONS_00032137.p1
OG0000017	STRPU_03647, STRPU_16727, STRPU_02546, STRPU_25300, STRPU_26746, STRPU_14779, STRPU_14777	TCONS_00002336.p1
OG0000017	STRPU_04020, STRPU_04133	TCONS_00044273.p1, TCONS_00027912.p1, TCONS_00036791.p1
OG0000017	STRPU_07241, STRPU_24605, STRPU_26042, STRPU_04021	TCONS_00033854.p1
OG0000017	STRPU_03568	TCONS_00046187.p1
OG0000018	STRPU_21331	TCONS_00025800.p1, TCONS_00020519.p1, TCONS_00031825.p1
OG0000019	STRPU_27424, STRPU_27423, STRPU_27421, STRPU_27422	TCONS_00028088.p1
OG0000019	STRPU_27112, STRPU_27113	TCONS_00014266.p1, TCONS_00027859.p1
OG0000019	STRPU_04750	TCONS_00048059.p1
OG0000019	STRPU_23414, STRPU_01023	TCONS_00007955.p1
OG0000019	STRPU_07346, STRPU_07741, STRPU_13585, STRPU_01603, STRPU_05485, STRPU_05487, STRPU_05486, STRPU_05488, STRPU_05444, STRPU_12138, STRPU_12181, STRPU_01261, STRPU_18209, STRPU_01263, STRPU_18207, STRPU_18206	TCONS_00009589.p1, TCONS_00043166.p1, TCONS_00043167.p1, TCONS_00050243.p1, TCONS_00050238.p1, TCONS_00050241.p1, TCONS_00050235.p1, TCONS_00050242.p1, TCONS_00050237.p1, TCONS_00050240.p1, TCONS_00050234.p1, TCONS_00050233.p1, TCONS_00050246.p1, TCONS_00050249.p1, TCONS_00043170.p1, TCONS_00043821.p1
OG0000020	STRPU_13949	TCONS_00055662.p1
OG0000020	STRPU_20580	TCONS_00011932.p1, TCONS_00014940.p1, TCONS_00014941.p1
OG0000020	STRPU_01068, STRPU_24239	TCONS_00018790.p1
OG0000020	STRPU_19028, STRPU_00464	TCONS_00054537.p1
OG0000020	STRPU_22748, STRPU_01903	TCONS_00047850.p1
OG0000020	STRPU_06549	TCONS_00020870.p1
OG0000020	STRPU_25741	TCONS_00009371.p1
OG0000020	STRPU_22929	TCONS_00020242.p1
OG0000020	STRPU_07115	TCONS_00045845.p1
OG0000020	STRPU_26678	TCONS_00028429.p1
OG0000020	STRPU_22232	TCONS_00019497.p1
OG0000020	STRPU_19861, STRPU_19888	TCONS_00016378.p1
OG0000020	STRPU_11453	TCONS_00051401.p1
OG0000020	STRPU_04309, STRPU_04336	TCONS_00031077.p1
OG0000020	STRPU_13832	TCONS_00056690.p1
OG0000020	STRPU_05521	TCONS_00042754.p1
OG0000020	STRPU_21977	TCONS_00019367.p1
OG0000020	STRPU_05676	TCONS_00041844.p1
OG0000021	STRPU_22366, STRPU_22365	TCONS_00047235.p1, TCONS_00047455.p1
OG0000021	STRPU_21162, STRPU_21171, STRPU_21172, STRPU_13957, STRPU_27306, STRPU_06572	TCONS_00025493.p1
OG0000021	STRPU_25829	TCONS_00007765.p1
OG0000021	STRPU_02205, STRPU_15603	TCONS_00006555.p1
OG0000021	STRPU_02204, STRPU_15604	TCONS_00005425.p1
OG0000021	STRPU_02212, STRPU_15595	TCONS_00005068.p1, TCONS_00005066.p1
OG0000021	STRPU_05427	TCONS_00048529.p1, TCONS_00048461.p1, TCONS_00048530.p1, TCONS_00048462.p1, TCONS_00048631.p1, TCONS_00047352.p1, TCONS_00044070.p1, TCONS_00044077.p1
OG0000021	STRPU_19513, STRPU_20206, STRPU_16862, STRPU_18709, STRPU_19164, STRPU_19932, STRPU_02595, STRPU_19514, STRPU_20213	TCONS_00016243.p1
OG0000021	STRPU_05019	TCONS_00042218.p1, TCONS_00044055.p1, TCONS_00043288.p1, TCONS_00043292.p1, TCONS_00042744.p1, TCONS_00020733.p1, TCONS_00020708.p1, TCONS_00042745.p1, TCONS_00043294.p1, TCONS_00043289.p1, TCONS_00043283.p1, TCONS_00041935.p1
OG0000021	STRPU_05298, STRPU_05227	TCONS_00044068.p1
OG0000023	STRPU_09714, STRPU_09758	TCONS_00026137.p1
OG0000023	STRPU_05490, STRPU_14357, STRPU_15269, STRPU_14358	TCONS_00004930.p1
OG0000023	STRPU_04156, STRPU_04890, STRPU_04760, STRPU_04888, STRPU_04889, STRPU_04887, STRPU_09969, STRPU_09989, STRPU_09988, STRPU_09968, STRPU_09990	TCONS_00029827.p1
OG0000023	STRPU_15044	TCONS_00006339.p1, TCONS_00006341.p1
OG0000023	STRPU_02240, STRPU_15564, STRPU_02241, STRPU_15563	TCONS_00023484.p1, TCONS_00023448.p1, TCONS_00023486.p1, TCONS_00023450.p1, TCONS_00023451.p1, TCONS_00023489.p1, TCONS_00006187.p1, TCONS_00006188.p1, TCONS_00006190.p1
OG0000024	STRPU_14183, STRPU_00265	TCONS_00009471.p1, TCONS_00032712.p1, TCONS_00003610.p1, TCONS_00052950.p1, TCONS_00002982.p1, TCONS_00039372.p1, TCONS_00038234.p1, TCONS_00054692.p1, TCONS_00050908.p1, TCONS_00023169.p1, TCONS_00025719.p1, TCONS_00045646.p1, TCONS_00035184.p1, TCONS_00045722.p1, TCONS_00030268.p1, TCONS_00004208.p1, TCONS_00032509.p1
OG0000024	STRPU_07747	TCONS_00001559.p1, TCONS_00034182.p2, TCONS_00025224.p1
OG0000024	STRPU_19357	TCONS_00031312.p1
OG0000024	STRPU_06674, STRPU_07186, STRPU_02857	TCONS_00004499.p1
OG0000024	STRPU_19118, STRPU_17926, STRPU_02880, STRPU_03048	TCONS_00014607.p1
OG0000024	STRPU_03977, STRPU_22594, STRPU_03380, STRPU_26193	TCONS_00044135.p1
OG0000024	STRPU_01267	TCONS_00043577.p1, TCONS_00054855.p1, TCONS_00028368.p1, TCONS_00044844.p1
OG0000024	STRPU_16831	TCONS_00009651.p1, TCONS_00024337.p1
OG0000025	STRPU_09349	TCONS_00051612.p1, TCONS_00049388.p1, TCONS_00032662.p1, TCONS_00033000.p1, TCONS_00029213.p1, TCONS_00014263.p1
OG0000026	STRPU_13435, STRPU_25665, STRPU_06675, STRPU_06676	TCONS_00006376.p1, TCONS_00020194.p1
OG0000026	STRPU_21822	TCONS_00031948.p1
OG0000026	STRPU_10195	TCONS_00043670.p1
OG0000026	STRPU_05748	TCONS_00038740.p1, TCONS_00052092.p1
OG0000027	STRPU_21099, STRPU_13367, STRPU_13387, STRPU_13389, STRPU_13369, STRPU_13372, STRPU_13393, STRPU_13370, STRPU_13390, STRPU_13392, STRPU_13371, STRPU_21105, STRPU_21100, STRPU_21104, STRPU_05793, STRPU_05791, STRPU_05792, STRPU_13609, STRPU_02454, STRPU_13784, STRPU_13738, STRPU_13737	TCONS_00036982.p1, TCONS_00038160.p1, TCONS_00043390.p1, TCONS_00043383.p1, TCONS_00043158.p1, TCONS_00041772.p1, TCONS_00011611.p1, TCONS_00012601.p1, TCONS_00013252.p1, TCONS_00029640.p1
OG0000027	STRPU_02455	TCONS_00049177.p1, TCONS_00049160.p1, TCONS_00051661.p1
OG0000028	STRPU_27006	TCONS_00029701.p1, TCONS_00029704.p1, TCONS_00029474.p1, TCONS_00029475.p1
OG0000028	STRPU_14468, STRPU_14467	TCONS_00006156.p1, TCONS_00006138.p1
OG0000028	STRPU_15103, STRPU_02480	TCONS_00006185.p1, TCONS_00006184.p1
OG0000028	STRPU_14326	TCONS_00038444.p1, TCONS_00038402.p1
OG0000028	STRPU_27008	TCONS_00029777.p1, TCONS_00029776.p1
OG0000028	STRPU_10620	TCONS_00002058.p1, TCONS_00002059.p1, TCONS_00042376.p1, TCONS_00051030.p1
OG0000028	STRPU_26580	TCONS_00029577.p1
OG0000028	STRPU_26667, STRPU_26665, STRPU_26666, STRPU_26664	TCONS_00029851.p1
OG0000028	STRPU_26663	TCONS_00028862.p1
OG0000029	STRPU_25978	TCONS_00004006.p1
OG0000029	STRPU_01827, STRPU_19313	TCONS_00053078.p1
OG0000029	STRPU_22529, STRPU_02628	TCONS_00019159.p1
OG0000029	STRPU_14123	TCONS_00020525.p1
OG0000029	STRPU_06877, STRPU_04841, STRPU_04839, STRPU_03689, STRPU_13344, STRPU_03096, STRPU_03095, STRPU_03099, STRPU_03098, STRPU_03097, STRPU_15299, STRPU_05507, STRPU_15311, STRPU_09913, STRPU_25618, STRPU_13518, STRPU_27237, STRPU_27236, STRPU_27234, STRPU_27235, STRPU_11822, STRPU_11823, STRPU_18505, STRPU_20934, STRPU_20927, STRPU_10511, STRPU_10512, STRPU_00236	TCONS_00019133.p1, TCONS_00019127.p1, TCONS_00019135.p1, TCONS_00019138.p1, TCONS_00019136.p1, TCONS_00019137.p1, TCONS_00019126.p1, TCONS_00050506.p1, TCONS_00051607.p1
OG0000030	STRPU_22548, STRPU_22870, STRPU_22868, STRPU_19590, STRPU_23769, STRPU_00032	TCONS_00020726.p1, TCONS_00020728.p1, TCONS_00020088.p1
OG0000030	STRPU_23383	TCONS_00019673.p1
OG0000030	STRPU_18729, STRPU_18720	TCONS_00054176.p1, TCONS_00054136.p1
