Orthogroup	STRPU_ok	CAEEL
OG0000021	STRPU_02205, STRPU_15603	CAEEL00422
OG0000021	STRPU_19932, STRPU_02595	CAEEL00784, CAEEL15377
OG0000023	STRPU_20382, STRPU_04831, STRPU_00750, STRPU_00747, STRPU_00749, STRPU_00748	CAEEL13426
OG0000026	STRPU_15199, STRPU_15256, STRPU_07319, STRPU_15257, STRPU_18096, STRPU_18095	CAEEL08121
OG0000028	STRPU_27006	CAEEL01691, CAEEL12110, CAEEL19077, CAEEL19076, CAEEL00764, CAEEL00826, CAEEL19899, CAEEL19703, CAEEL20254, CAEEL00656
OG0000028	STRPU_27008	CAEEL01726, CAEEL20276, CAEEL05087, CAEEL06397, CAEEL18628, CAEEL05010, CAEEL01184, CAEEL14863, CAEEL14864, CAEEL10517
OG0000028	STRPU_10620	CAEEL19515, CAEEL07887
OG0000029	STRPU_25978	CAEEL20320
OG0000029	STRPU_09836, STRPU_17433, STRPU_17432	CAEEL11851, CAEEL20612
OG0000030	STRPU_23383	CAEEL00681, CAEEL00682, CAEEL00680
OG0000030	STRPU_08641, STRPU_01462, STRPU_08711, STRPU_19039	CAEEL04353
OG0000030	STRPU_09527	CAEEL15855, CAEEL16494, CAEEL16974, CAEEL00280, CAEEL15338, CAEEL14827, CAEEL17980, CAEEL05619, CAEEL05420, CAEEL05421, CAEEL05419, CAEEL05617, CAEEL03830
OG0000031	STRPU_24640, STRPU_24955	CAEEL02023
OG0000031	STRPU_27330	CAEEL04718
OG0000031	STRPU_05537, STRPU_05597	CAEEL07076
OG0000032	STRPU_21234, STRPU_24774, STRPU_24776, STRPU_02932, STRPU_12458	CAEEL19615
OG0000032	STRPU_24275, STRPU_24481, STRPU_24338, STRPU_24339, STRPU_24455, STRPU_24337, STRPU_24336, STRPU_24340, STRPU_24341, STRPU_09346, STRPU_24445, STRPU_24444, STRPU_24276, STRPU_24277, STRPU_24816, STRPU_24673, STRPU_24979, STRPU_24342, STRPU_10902, STRPU_10903, STRPU_08795, STRPU_24343	CAEEL08739, CAEEL18742, CAEEL18342
OG0000034	STRPU_15245, STRPU_15189	CAEEL07900
OG0000034	STRPU_11798	CAEEL13037
OG0000034	STRPU_11930, STRPU_11885	CAEEL04773, CAEEL04774, CAEEL06717, CAEEL13034
OG0000034	STRPU_27315	CAEEL01132
OG0000034	STRPU_11793	CAEEL03140, CAEEL03141
OG0000035	STRPU_25195, STRPU_01880, STRPU_04279, STRPU_01879, STRPU_25194	CAEEL01943
OG0000035	STRPU_12554	CAEEL20458
OG0000036	STRPU_26319, STRPU_09906, STRPU_26130, STRPU_25659	CAEEL15057
OG0000036	STRPU_26325, STRPU_26324, STRPU_26321, STRPU_16183, STRPU_16230, STRPU_25724	CAEEL10476, CAEEL02253, CAEEL00335, CAEEL15639, CAEEL03284, CAEEL09948
OG0000037	STRPU_20762	CAEEL17629, CAEEL17628
OG0000037	STRPU_24785	CAEEL20275
OG0000037	STRPU_10295, STRPU_10296, STRPU_10297	CAEEL09012, CAEEL08645
OG0000038	STRPU_17751	CAEEL19549
OG0000038	STRPU_18076, STRPU_01766	CAEEL01554
OG0000038	STRPU_18075, STRPU_01765	CAEEL07106
OG0000038	STRPU_17312	CAEEL05761, CAEEL02595, CAEEL01907, CAEEL08943
OG0000039	STRPU_18542, STRPU_18578, STRPU_18572, STRPU_12032, STRPU_12031, STRPU_12034, STRPU_01246	CAEEL01773, CAEEL00466
OG0000041	STRPU_12828	CAEEL16024, CAEEL05122, CAEEL05121
OG0000041	STRPU_13000	CAEEL05494
OG0000044	STRPU_21629	CAEEL08025
OG0000049	STRPU_17072	CAEEL02028
OG0000049	STRPU_23537	CAEEL19631
OG0000051	STRPU_04087, STRPU_04086, STRPU_04085, STRPU_04081, STRPU_04082, STRPU_04844, STRPU_04845, STRPU_04838, STRPU_04842, STRPU_04843, STRPU_04683, STRPU_04684, STRPU_08146, STRPU_04384, STRPU_04388, STRPU_04386, STRPU_04385, STRPU_11426, STRPU_04634, STRPU_04664	CAEEL18565
OG0000051	STRPU_17901, STRPU_17577, STRPU_17576, STRPU_17547, STRPU_17574, STRPU_17579, STRPU_17578, STRPU_17575, STRPU_02970, STRPU_16946	CAEEL09464
OG0000054	STRPU_04629, STRPU_04651, STRPU_21552, STRPU_04633, STRPU_04661, STRPU_04884, STRPU_04631, STRPU_04653	CAEEL17602, CAEEL12164, CAEEL11714, CAEEL10176
OG0000056	STRPU_19327, STRPU_18531, STRPU_18489	CAEEL05273
OG0000058	STRPU_10155, STRPU_10092	CAEEL06550
OG0000058	STRPU_09783	CAEEL18778, CAEEL15540, CAEEL15542, CAEEL15541
OG0000059	STRPU_05822	CAEEL08332
OG0000059	STRPU_26445	CAEEL07152
OG0000061	STRPU_13962	CAEEL08422
OG0000061	STRPU_13278, STRPU_13279	CAEEL07898
OG0000061	STRPU_13961	CAEEL20509
OG0000062	STRPU_08191	CAEEL02955
OG0000063	STRPU_18989	CAEEL05773
OG0000063	STRPU_18657	CAEEL04400
OG0000066	STRPU_23239	CAEEL18679
OG0000066	STRPU_07404, STRPU_19100	CAEEL20109
OG0000068	STRPU_22578, STRPU_22587, STRPU_22390, STRPU_23541, STRPU_07504, STRPU_07505, STRPU_07509, STRPU_07512, STRPU_07511, STRPU_21952, STRPU_21938, STRPU_07506, STRPU_21941, STRPU_21953, STRPU_07515, STRPU_07507, STRPU_07503, STRPU_21942, STRPU_21954, STRPU_21943, STRPU_21939	CAEEL06439
OG0000069	STRPU_24462	CAEEL14766
OG0000069	STRPU_08964, STRPU_21393	CAEEL19293
OG0000069	STRPU_26328, STRPU_04107, STRPU_05473, STRPU_05020, STRPU_25384, STRPU_24249, STRPU_09003, STRPU_01056, STRPU_05927, STRPU_06003, STRPU_05936, STRPU_05932, STRPU_06000	CAEEL06325, CAEEL10740, CAEEL11694, CAEEL10933, CAEEL14936, CAEEL19176, CAEEL14950, CAEEL14856, CAEEL16895, CAEEL14955, CAEEL11715, CAEEL06329, CAEEL06330, CAEEL06334, CAEEL11699
OG0000070	STRPU_09262	CAEEL19861
OG0000071	STRPU_18392, STRPU_12567, STRPU_20613, STRPU_20615, STRPU_25995, STRPU_26372, STRPU_26374, STRPU_26373, STRPU_26371, STRPU_26370, STRPU_25994, STRPU_20810, STRPU_05831	CAEEL00127, CAEEL07218, CAEEL19627, CAEEL19032, CAEEL20453, CAEEL07787, CAEEL04311, CAEEL04929, CAEEL18077
OG0000072	STRPU_05231, STRPU_05232	CAEEL07368
OG0000073	STRPU_08362	CAEEL09341, CAEEL03298, CAEEL12078, CAEEL13687, CAEEL13686, CAEEL12075, CAEEL12081, CAEEL12108, CAEEL12079, CAEEL12083, CAEEL12080, CAEEL12084, CAEEL12085, CAEEL03838, CAEEL12074, CAEEL11792, CAEEL12073, CAEEL17564, CAEEL17565, CAEEL17725
OG0000075	STRPU_10595	CAEEL03008
OG0000075	STRPU_01897, STRPU_22743	CAEEL11367
OG0000075	STRPU_23530, STRPU_23991	CAEEL11291
OG0000077	STRPU_09555	CAEEL01559
OG0000077	STRPU_10408	CAEEL18883
OG0000077	STRPU_07855	CAEEL06904
OG0000077	STRPU_09553	CAEEL18420
OG0000078	STRPU_13338, STRPU_24931, STRPU_21033, STRPU_21035, STRPU_13337	CAEEL18404, CAEEL11831
OG0000079	STRPU_23093, STRPU_23381, STRPU_23773	CAEEL18822, CAEEL09849
OG0000079	STRPU_04091	CAEEL10489
OG0000079	STRPU_02493, STRPU_15115, STRPU_15116, STRPU_02495	CAEEL07248
OG0000082	STRPU_19842	CAEEL18954, CAEEL04897
OG0000082	STRPU_09694, STRPU_09737	CAEEL13927
OG0000082	STRPU_22564, STRPU_22563, STRPU_20087	CAEEL12687
OG0000082	STRPU_20082, STRPU_20108, STRPU_20107, STRPU_20088, STRPU_20110, STRPU_20083, STRPU_20081, STRPU_20109, STRPU_20084, STRPU_20079, STRPU_20106, STRPU_20105, STRPU_20078, STRPU_20085, STRPU_03415, STRPU_03390, STRPU_03400, STRPU_03405, STRPU_02825	CAEEL01784, CAEEL05942, CAEEL05941
OG0000084	STRPU_10120, STRPU_10047	CAEEL10610, CAEEL18185
OG0000084	STRPU_04407, STRPU_04408	CAEEL10989
OG0000084	STRPU_04405	CAEEL08514, CAEEL10452
OG0000085	STRPU_24977	CAEEL06909
OG0000085	STRPU_15094	CAEEL07542
OG0000085	STRPU_25637	CAEEL03085
OG0000085	STRPU_14802	CAEEL08077
OG0000090	STRPU_20024, STRPU_20023	CAEEL18451
OG0000090	STRPU_05600, STRPU_05540, STRPU_02923, STRPU_21514, STRPU_21513, STRPU_05470, STRPU_12619, STRPU_12620, STRPU_12618, STRPU_25226, STRPU_18685, STRPU_15706	CAEEL10114
OG0000094	STRPU_22767, STRPU_01923	CAEEL10719
OG0000094	STRPU_19407	CAEEL18425
OG0000095	STRPU_20727, STRPU_00724, STRPU_20728, STRPU_00725, STRPU_00723, STRPU_16377, STRPU_14969, STRPU_20725, STRPU_00722, STRPU_15591, STRPU_02215, STRPU_15590, STRPU_02216, STRPU_02484, STRPU_15260, STRPU_15203, STRPU_15261, STRPU_15204, STRPU_15106, STRPU_02483, STRPU_15107, STRPU_02485, STRPU_14814, STRPU_15048, STRPU_02486, STRPU_24542	CAEEL01281, CAEEL01461, CAEEL00113, CAEEL00488, CAEEL02022, CAEEL00110, CAEEL00114
OG0000096	STRPU_06019	CAEEL16555
OG0000096	STRPU_23963, STRPU_23937	CAEEL11088
OG0000096	STRPU_22229	CAEEL08533
OG0000096	STRPU_15853, STRPU_15805	CAEEL11776
OG0000096	STRPU_11677	CAEEL06051
OG0000096	STRPU_13124, STRPU_02569	CAEEL07422
OG0000098	STRPU_26921, STRPU_27157	CAEEL11671, CAEEL01601, CAEEL11678
OG0000099	STRPU_05601, STRPU_05541, STRPU_05542, STRPU_05545, STRPU_05604	CAEEL07999, CAEEL08340
OG0000099	STRPU_16997, STRPU_16998	CAEEL05000, CAEEL01295
OG0000101	STRPU_00056, STRPU_00044, STRPU_13993, STRPU_09278, STRPU_14078, STRPU_00843, STRPU_14047	CAEEL00869, CAEEL00870, CAEEL19361, CAEEL15684, CAEEL14201
OG0000103	STRPU_08665	CAEEL15823, CAEEL20082, CAEEL02938, CAEEL01332, CAEEL14754, CAEEL09258
OG0000103	STRPU_08161	CAEEL01469, CAEEL18445
OG0000104	STRPU_03670, STRPU_03681	CAEEL04070
OG0000104	STRPU_22118, STRPU_03688, STRPU_03686, STRPU_02772, STRPU_23716	CAEEL18800
OG0000106	STRPU_24881, STRPU_24880, STRPU_01718, STRPU_24866, STRPU_24879, STRPU_24865, STRPU_18866, STRPU_18929, STRPU_18927, STRPU_18867, STRPU_14313, STRPU_24306, STRPU_24307	CAEEL19130, CAEEL20701
OG0000107	STRPU_24099	CAEEL14935
OG0000107	STRPU_25385	CAEEL14956
OG0000107	STRPU_10863	CAEEL11700
OG0000107	STRPU_13897	CAEEL10932
OG0000107	STRPU_01057	CAEEL15125
OG0000107	STRPU_05929	CAEEL06328
OG0000107	STRPU_03377	CAEEL14857
OG0000107	STRPU_05996	CAEEL16896
OG0000107	STRPU_04108	CAEEL10739
OG0000107	STRPU_10843	CAEEL11693
OG0000107	STRPU_09004	CAEEL19175
OG0000110	STRPU_20491, STRPU_21462, STRPU_21461, STRPU_24363	CAEEL10319, CAEEL17689
OG0000111	STRPU_08159, STRPU_24027, STRPU_02635, STRPU_27221	CAEEL20845
OG0000113	STRPU_10396, STRPU_18172	CAEEL06358, CAEEL06359, CAEEL06360
OG0000114	STRPU_11248, STRPU_11209	CAEEL03306, CAEEL13040
OG0000114	STRPU_06721, STRPU_06060, STRPU_06062, STRPU_11249, STRPU_11210	CAEEL18136
OG0000116	STRPU_21801, STRPU_21802	CAEEL14875
OG0000117	STRPU_25061, STRPU_13011	CAEEL07433
OG0000119	STRPU_13902	CAEEL08480
OG0000119	STRPU_13282, STRPU_14005, STRPU_13283, STRPU_13285, STRPU_04923, STRPU_13455, STRPU_13951	CAEEL08396
OG0000120	STRPU_25147	CAEEL10840
OG0000122	STRPU_24593, STRPU_24582, STRPU_24583, STRPU_24594	CAEEL01544
OG0000124	STRPU_06709	CAEEL19897
OG0000124	STRPU_09293	CAEEL12548, CAEEL09889
OG0000124	STRPU_10604	CAEEL04963
OG0000124	STRPU_21471	CAEEL15384, CAEEL15382
OG0000125	STRPU_12461, STRPU_14800	CAEEL19671
OG0000126	STRPU_04964	CAEEL09101
OG0000126	STRPU_26672	CAEEL10194
OG0000127	STRPU_06620	CAEEL19207
OG0000127	STRPU_06619	CAEEL20452
OG0000127	STRPU_07791	CAEEL00838
OG0000128	STRPU_10852, STRPU_10834, STRPU_17766, STRPU_17387, STRPU_17765, STRPU_17386, STRPU_24545, STRPU_20813, STRPU_00080, STRPU_21124, STRPU_21123, STRPU_21127, STRPU_21125	CAEEL18038, CAEEL19894, CAEEL19895
OG0000129	STRPU_06625	CAEEL12325
OG0000131	STRPU_00146, STRPU_03355, STRPU_03346, STRPU_03343, STRPU_03350, STRPU_03348, STRPU_03353, STRPU_03344, STRPU_03351, STRPU_03347	CAEEL08663
OG0000131	STRPU_21319	CAEEL07634
OG0000132	STRPU_02132, STRPU_09170	CAEEL16523, CAEEL19325, CAEEL13180, CAEEL10482, CAEEL00965, CAEEL13910, CAEEL20417
OG0000137	STRPU_17715, STRPU_18673, STRPU_18678	CAEEL10559
OG0000142	STRPU_05787	CAEEL19543
OG0000147	STRPU_10707	CAEEL04811
OG0000147	STRPU_24812	CAEEL18488
OG0000148	STRPU_21997, STRPU_22815, STRPU_01974, STRPU_01973, STRPU_22813, STRPU_22812, STRPU_01971	CAEEL09804
OG0000149	STRPU_00890, STRPU_00893, STRPU_23020, STRPU_23018, STRPU_00891	CAEEL02847
OG0000154	STRPU_17487	CAEEL02932
OG0000155	STRPU_07135	CAEEL02327, CAEEL02328, CAEEL02326, CAEEL10961, CAEEL10957
OG0000157	STRPU_22147	CAEEL00241
OG0000157	STRPU_25761	CAEEL01390
OG0000157	STRPU_19481	CAEEL14384, CAEEL15927, CAEEL15568, CAEEL01598, CAEEL16076, CAEEL14820, CAEEL15084, CAEEL11463
OG0000158	STRPU_07153	CAEEL20117, CAEEL08684
OG0000158	STRPU_01554	CAEEL06141
OG0000159	STRPU_24070	CAEEL19486
OG0000159	STRPU_17842	CAEEL02031
OG0000159	STRPU_20008, STRPU_16418, STRPU_16719, STRPU_16429, STRPU_16426, STRPU_03276, STRPU_03235, STRPU_16278, STRPU_16427, STRPU_16430	CAEEL05281
OG0000160	STRPU_26893, STRPU_26892, STRPU_15431, STRPU_19000, STRPU_24405, STRPU_11554, STRPU_15349	CAEEL00042, CAEEL17979, CAEEL14963, CAEEL12528
OG0000163	STRPU_08825	CAEEL08313
OG0000163	STRPU_22081	CAEEL20194, CAEEL08850
OG0000164	STRPU_26661, STRPU_25258, STRPU_25757, STRPU_25759, STRPU_25755, STRPU_25753, STRPU_25754, STRPU_25756, STRPU_25257, STRPU_27032, STRPU_26561	CAEEL09304
OG0000165	STRPU_05210	CAEEL07846
OG0000167	STRPU_08011	CAEEL02846
OG0000168	STRPU_18537, STRPU_18485, STRPU_00123, STRPU_18538, STRPU_18484	CAEEL19018
OG0000171	STRPU_04281	CAEEL11480
OG0000172	STRPU_25967, STRPU_00226	CAEEL04412
OG0000173	STRPU_11148, STRPU_11149	CAEEL04156
OG0000174	STRPU_16145, STRPU_16138, STRPU_15886, STRPU_09192, STRPU_15884, STRPU_15888, STRPU_15882, STRPU_15832, STRPU_15834, STRPU_15887, STRPU_15891, STRPU_15838, STRPU_15890, STRPU_15892, STRPU_15836, STRPU_15835, STRPU_15883, STRPU_15881, STRPU_15885, STRPU_15839, STRPU_15833, STRPU_15831, STRPU_15837	CAEEL12711
OG0000174	STRPU_00043, STRPU_16005	CAEEL09479
OG0000175	STRPU_02319, STRPU_12738	CAEEL19241
OG0000175	STRPU_24563	CAEEL15650, CAEEL01525, CAEEL01870
OG0000179	STRPU_04627, STRPU_04649	CAEEL13640
OG0000179	STRPU_00166, STRPU_27037, STRPU_27036	CAEEL02965, CAEEL06713
OG0000179	STRPU_05514	CAEEL19466, CAEEL07193
OG0000180	STRPU_00336	CAEEL06539
OG0000181	STRPU_22671	CAEEL10858
OG0000181	STRPU_21403, STRPU_21400, STRPU_21401	CAEEL10772
OG0000181	STRPU_15658, STRPU_15675	CAEEL12632
OG0000183	STRPU_21811	CAEEL16310, CAEEL16311, CAEEL16312
OG0000183	STRPU_03432, STRPU_03075	CAEEL18435
OG0000184	STRPU_19370, STRPU_19368	CAEEL11515, CAEEL12978, CAEEL08834, CAEEL11519, CAEEL16164
OG0000185	STRPU_25410	CAEEL14200
OG0000186	STRPU_17963	CAEEL00795, CAEEL05654
OG0000186	STRPU_20742	CAEEL18013
OG0000186	STRPU_21070	CAEEL13010
OG0000188	STRPU_04042	CAEEL20699
OG0000193	STRPU_26256	CAEEL09482, CAEEL14826
OG0000193	STRPU_10096, STRPU_10159	CAEEL11204, CAEEL11203, CAEEL08224, CAEEL02079
OG0000195	STRPU_10942, STRPU_10980, STRPU_10944, STRPU_11087, STRPU_11086, STRPU_10939, STRPU_10941, STRPU_10940, STRPU_10458	CAEEL13568, CAEEL02653, CAEEL02314, CAEEL02312
OG0000195	STRPU_13259	CAEEL16482, CAEEL10039, CAEEL10038, CAEEL10040, CAEEL02220, CAEEL16481
OG0000197	STRPU_25764, STRPU_20837, STRPU_20874	CAEEL04387
OG0000197	STRPU_14405	CAEEL01207, CAEEL01205, CAEEL16235, CAEEL16239, CAEEL13188
OG0000198	STRPU_19033, STRPU_00457, STRPU_19032, STRPU_00458	CAEEL03057, CAEEL05629, CAEEL09718
OG0000201	STRPU_14222	CAEEL07587
OG0000202	STRPU_10193, STRPU_10194	CAEEL20283
OG0000203	STRPU_10908, STRPU_10896, STRPU_10907, STRPU_10827	CAEEL09812
OG0000205	STRPU_21337	CAEEL13029
OG0000205	STRPU_01859, STRPU_03971, STRPU_13489	CAEEL07272, CAEEL07274, CAEEL07273
OG0000207	STRPU_02190, STRPU_09226, STRPU_10587, STRPU_12464, STRPU_12640, STRPU_12639, STRPU_25640, STRPU_25623, STRPU_25638, STRPU_25639, STRPU_04360, STRPU_02462, STRPU_13603, STRPU_25406, STRPU_02460, STRPU_06266, STRPU_06310, STRPU_16641, STRPU_06673	CAEEL05874, CAEEL00203
OG0000209	STRPU_04592	CAEEL07432
OG0000210	STRPU_06342	CAEEL19469
OG0000211	STRPU_21779	CAEEL15290
OG0000211	STRPU_26341	CAEEL02311
OG0000215	STRPU_23803, STRPU_19259, STRPU_19208	CAEEL10179, CAEEL11490, CAEEL11487, CAEEL11489, CAEEL10284, CAEEL15289
OG0000218	STRPU_24450, STRPU_24451, STRPU_20177, STRPU_20178, STRPU_06428, STRPU_20179, STRPU_23041, STRPU_23040, STRPU_20377, STRPU_20378, STRPU_09181, STRPU_02145, STRPU_02142, STRPU_02143, STRPU_09179, STRPU_02146, STRPU_02147, STRPU_02144, STRPU_02140, STRPU_02149, STRPU_20379	CAEEL07824, CAEEL20213
OG0000221	STRPU_25006	CAEEL10747
OG0000221	STRPU_16065	CAEEL06648
OG0000225	STRPU_22829, STRPU_01990, STRPU_01991, STRPU_22830, STRPU_22831, STRPU_22388	CAEEL00458, CAEEL19815, CAEEL15154, CAEEL15740, CAEEL15741, CAEEL19370, CAEEL18881
OG0000226	STRPU_15493, STRPU_14272, STRPU_14288, STRPU_20979, STRPU_21277	CAEEL12318
OG0000227	STRPU_13886, STRPU_26643, STRPU_25172, STRPU_25142	CAEEL19645
OG0000229	STRPU_07750, STRPU_07293, STRPU_07277, STRPU_07294, STRPU_07280	CAEEL06197, CAEEL17603, CAEEL13012, CAEEL06557, CAEEL18948, CAEEL14398, CAEEL00944, CAEEL00539, CAEEL02569, CAEEL04344, CAEEL20487, CAEEL15045, CAEEL08855, CAEEL08478
OG0000230	STRPU_08039	CAEEL14845, CAEEL19792
OG0000230	STRPU_15060, STRPU_14962, STRPU_14992, STRPU_15398	CAEEL16226, CAEEL13679, CAEEL03009, CAEEL10796, CAEEL05825
OG0000231	STRPU_04949	CAEEL08481
OG0000231	STRPU_25853	CAEEL01724
OG0000233	STRPU_19457	CAEEL19660, CAEEL15634
OG0000234	STRPU_22182	CAEEL02295
OG0000234	STRPU_11520	CAEEL03013, CAEEL03014
OG0000235	STRPU_12526, STRPU_12500, STRPU_12529, STRPU_12612, STRPU_12606, STRPU_20821, STRPU_21865, STRPU_21093, STRPU_21863, STRPU_21866, STRPU_21864, STRPU_20820	CAEEL10795, CAEEL07012
OG0000236	STRPU_20268	CAEEL19835
OG0000238	STRPU_00959, STRPU_08862	CAEEL15430, CAEEL15432, CAEEL15171, CAEEL15387
OG0000239	STRPU_20505	CAEEL14926
OG0000239	STRPU_01873, STRPU_25188	CAEEL00570
OG0000242	STRPU_12016, STRPU_20158, STRPU_20161, STRPU_12217	CAEEL05302
OG0000242	STRPU_22571	CAEEL01149, CAEEL01953, CAEEL01038, CAEEL11304, CAEEL00585, CAEEL01041, CAEEL01477
OG0000243	STRPU_11928	CAEEL13597, CAEEL13598
OG0000244	STRPU_25421, STRPU_23304, STRPU_23303, STRPU_25990	CAEEL11789, CAEEL12688
OG0000249	STRPU_27055	CAEEL00206
OG0000250	STRPU_27110	CAEEL11963
OG0000250	STRPU_05823	CAEEL07261
OG0000250	STRPU_04285	CAEEL04698
OG0000250	STRPU_12654, STRPU_00094	CAEEL06732
OG0000251	STRPU_10551	CAEEL03667
OG0000251	STRPU_10615, STRPU_10619	CAEEL03882, CAEEL05921, CAEEL16332, CAEEL04207
OG0000255	STRPU_06497	CAEEL05168
OG0000255	STRPU_04137, STRPU_13419, STRPU_12912, STRPU_26210, STRPU_18620, STRPU_12446, STRPU_12447, STRPU_12953, STRPU_12950	CAEEL05715
OG0000256	STRPU_19461	CAEEL11937, CAEEL19468
OG0000257	STRPU_27378	CAEEL01910, CAEEL15386
OG0000258	STRPU_08779, STRPU_08780	CAEEL19537
OG0000258	STRPU_22696	CAEEL09342
OG0000258	STRPU_21352	CAEEL15770
OG0000260	STRPU_22982, STRPU_10375	CAEEL11482
OG0000261	STRPU_06507	CAEEL20767
OG0000265	STRPU_19907	CAEEL20581
