Orthogroup	STRPU_ok	LYTVA_ok
OG0000005	STRPU_17635, STRPU_02284	LYTVA_23825
OG0000005	STRPU_18029	LYTVA_21648
OG0000005	STRPU_17935	LYTVA_29628
OG0000005	STRPU_18030, STRPU_17651, STRPU_02270, STRPU_17649, STRPU_17652, STRPU_02271, STRPU_02273	LYTVA_20265
OG0000005	STRPU_02285, STRPU_00429, STRPU_17634, STRPU_02288, STRPU_17632, STRPU_02286, STRPU_17633, STRPU_19124, STRPU_02289	LYTVA_15344
OG0000005	STRPU_17623, STRPU_02297	LYTVA_25103
OG0000005	STRPU_17967, STRPU_17969, STRPU_02293, STRPU_02291, STRPU_02294, STRPU_17627, STRPU_17624, STRPU_02296, STRPU_17968	LYTVA_15340
OG0000005	STRPU_17713, STRPU_17714, STRPU_21910	LYTVA_25468
OG0000005	STRPU_15486, STRPU_15487	LYTVA_12344
OG0000005	STRPU_22203, STRPU_22202	LYTVA_12436, LYTVA_12448, LYTVA_12437, LYTVA_01084, LYTVA_10225
OG0000005	STRPU_17272	LYTVA_01083, LYTVA_05447
OG0000005	STRPU_26723	LYTVA_21111
OG0000005	STRPU_06288, STRPU_06333	LYTVA_05821
OG0000005	STRPU_02665, STRPU_01699	LYTVA_12392
OG0000006	STRPU_04777	LYTVA_15901
OG0000006	STRPU_05111, STRPU_05037	LYTVA_21289
OG0000006	STRPU_06684	LYTVA_12321
OG0000006	STRPU_06500	LYTVA_03511
OG0000006	STRPU_12594	LYTVA_25253
OG0000006	STRPU_20521	LYTVA_07373
OG0000006	STRPU_09165, STRPU_02127	LYTVA_23957
OG0000006	STRPU_09164	LYTVA_14827
OG0000006	STRPU_27184, STRPU_27203	LYTVA_29757
OG0000006	STRPU_07314	LYTVA_18169
OG0000006	STRPU_04403	LYTVA_29412
OG0000006	STRPU_04401	LYTVA_25462
OG0000006	STRPU_21069	LYTVA_16832
OG0000006	STRPU_21071	LYTVA_16844
OG0000006	STRPU_14340	LYTVA_08878
OG0000006	STRPU_22384	LYTVA_23230
OG0000007	STRPU_25459	LYTVA_29912
OG0000007	STRPU_26581	LYTVA_22273
OG0000007	STRPU_21427	LYTVA_23216
OG0000007	STRPU_26977	LYTVA_18159
OG0000007	STRPU_18763	LYTVA_27359
OG0000007	STRPU_10770	LYTVA_29395
OG0000007	STRPU_25460	LYTVA_10898
OG0000007	STRPU_25304	LYTVA_17245
OG0000007	STRPU_25458	LYTVA_04121
OG0000007	STRPU_08156, STRPU_08157	LYTVA_25288
OG0000007	STRPU_16477	LYTVA_03206
OG0000007	STRPU_21790	LYTVA_12378
OG0000007	STRPU_08442	LYTVA_12480
OG0000007	STRPU_08417	LYTVA_06652
OG0000007	STRPU_12872	LYTVA_22810, LYTVA_20192
OG0000007	STRPU_10590	LYTVA_19839
OG0000007	STRPU_21559	LYTVA_05177
OG0000008	STRPU_10214	LYTVA_21710
OG0000008	STRPU_08296	LYTVA_29228
OG0000008	STRPU_19365	LYTVA_11403
OG0000008	STRPU_13280	LYTVA_19861, LYTVA_22487
OG0000008	STRPU_03459, STRPU_03457, STRPU_03460, STRPU_00849, STRPU_03461, STRPU_14070, STRPU_03456, STRPU_03463, STRPU_03458, STRPU_03462, STRPU_03455, STRPU_12544, STRPU_03784, STRPU_03464, STRPU_14928, STRPU_12790	LYTVA_07209
OG0000008	STRPU_03232	LYTVA_30098
OG0000008	STRPU_00158, STRPU_07059, STRPU_03783, STRPU_19364	LYTVA_03259
OG0000008	STRPU_13273	LYTVA_22677
OG0000008	STRPU_03138, STRPU_03137	LYTVA_18254, LYTVA_27377
OG0000008	STRPU_13274, STRPU_13272	LYTVA_16908, LYTVA_03442
OG0000008	STRPU_13436	LYTVA_14312
OG0000008	STRPU_13475	LYTVA_30051
OG0000008	STRPU_13258	LYTVA_21093
OG0000008	STRPU_23377, STRPU_23376	LYTVA_19305
OG0000009	STRPU_03684	LYTVA_03297
OG0000009	STRPU_15654, STRPU_26439, STRPU_09847, STRPU_13357, STRPU_23871, STRPU_21906, STRPU_16904, STRPU_04743, STRPU_04269, STRPU_14755	LYTVA_10698, LYTVA_02136, LYTVA_14470
OG0000009	STRPU_21731, STRPU_03775	LYTVA_14775
OG0000009	STRPU_00264, STRPU_13826, STRPU_19547, STRPU_26479, STRPU_00431, STRPU_17677, STRPU_03968, STRPU_21356, STRPU_17025, STRPU_26652, STRPU_25389, STRPU_22050, STRPU_19627, STRPU_22581, STRPU_08423, STRPU_16702, STRPU_26575, STRPU_03959, STRPU_08817, STRPU_01475, STRPU_14722, STRPU_17642, STRPU_11125, STRPU_08846	LYTVA_30063, LYTVA_15489
OG0000010	STRPU_04522	LYTVA_28049, LYTVA_14417, LYTVA_22894
OG0000010	STRPU_10442, STRPU_10444	LYTVA_02513
OG0000010	STRPU_11814	LYTVA_21273
OG0000011	STRPU_01277, STRPU_02577	LYTVA_28284
OG0000011	STRPU_20280, STRPU_12367	LYTVA_29140
OG0000011	STRPU_16724	LYTVA_27141
OG0000011	STRPU_10303	LYTVA_25384
OG0000012	STRPU_06380	LYTVA_11199, LYTVA_24773
OG0000012	STRPU_06825	LYTVA_27764
OG0000012	STRPU_22431	LYTVA_27819, LYTVA_13632
OG0000012	STRPU_22027	LYTVA_19503
OG0000012	STRPU_22206	LYTVA_04725
OG0000012	STRPU_22210, STRPU_22209, STRPU_22208, STRPU_22207, STRPU_22205	LYTVA_04724
OG0000012	STRPU_22216	LYTVA_28598
OG0000012	STRPU_22214	LYTVA_04726
OG0000012	STRPU_22212, STRPU_22213	LYTVA_05905
OG0000012	STRPU_22211	LYTVA_16828
OG0000012	STRPU_22881, STRPU_22880	LYTVA_09615
OG0000012	STRPU_22878, STRPU_22879, STRPU_22882	LYTVA_04959
OG0000012	STRPU_19466	LYTVA_13583
OG0000012	STRPU_26979	LYTVA_18163
OG0000012	STRPU_23191, STRPU_23193, STRPU_23192	LYTVA_22482
OG0000012	STRPU_24328, STRPU_24329	LYTVA_13720
OG0000012	STRPU_23798	LYTVA_05492
OG0000012	STRPU_23513	LYTVA_12515, LYTVA_06149
OG0000013	STRPU_03494, STRPU_03492, STRPU_03491, STRPU_03490, STRPU_24550	LYTVA_14036, LYTVA_14035
OG0000013	STRPU_24549	LYTVA_24263
OG0000013	STRPU_03493	LYTVA_16177
OG0000013	STRPU_13013	LYTVA_17617
OG0000013	STRPU_13016, STRPU_13015	LYTVA_13019, LYTVA_13020
OG0000013	STRPU_26140	LYTVA_03982
OG0000013	STRPU_26139	LYTVA_05971
OG0000013	STRPU_26141, STRPU_26142, STRPU_26063, STRPU_26143, STRPU_26144, STRPU_26145	LYTVA_26708, LYTVA_02518, LYTVA_13739
OG0000013	STRPU_26138	LYTVA_21776
OG0000013	STRPU_12240, STRPU_17902	LYTVA_12310
OG0000013	STRPU_12241	LYTVA_12309
OG0000013	STRPU_05609	LYTVA_22713, LYTVA_22716
OG0000013	STRPU_18744	LYTVA_11879
OG0000013	STRPU_18564, STRPU_18562	LYTVA_28541
OG0000013	STRPU_19588	LYTVA_13975
OG0000013	STRPU_25542	LYTVA_00129
OG0000013	STRPU_26621, STRPU_26619	LYTVA_18668
OG0000013	STRPU_13855	LYTVA_18187, LYTVA_18188
OG0000013	STRPU_22248	LYTVA_11839
OG0000013	STRPU_22985	LYTVA_02943
OG0000013	STRPU_03335, STRPU_03341	LYTVA_27265, LYTVA_27263, LYTVA_13649
OG0000013	STRPU_05350	LYTVA_17421
OG0000013	STRPU_17608	LYTVA_15176
OG0000013	STRPU_10835, STRPU_10854, STRPU_27045	LYTVA_12759
OG0000013	STRPU_27048	LYTVA_00164
OG0000013	STRPU_27049	LYTVA_00165
OG0000013	STRPU_14795	LYTVA_15941
OG0000013	STRPU_15013, STRPU_15028, STRPU_15009, STRPU_15023, STRPU_15021	LYTVA_29938, LYTVA_08916
OG0000013	STRPU_21089, STRPU_27050	LYTVA_23579
OG0000013	STRPU_17615, STRPU_17609, STRPU_17614, STRPU_23920	LYTVA_15177, LYTVA_22519
OG0000014	STRPU_08197, STRPU_03932	LYTVA_29722
OG0000014	STRPU_16744, STRPU_01717, STRPU_04369, STRPU_21238	LYTVA_08715
OG0000014	STRPU_20412, STRPU_20806	LYTVA_19649, LYTVA_07770
OG0000014	STRPU_06096	LYTVA_25588, LYTVA_00400
OG0000014	STRPU_12767, STRPU_02355	LYTVA_09996
OG0000014	STRPU_17754, STRPU_17755	LYTVA_13955
OG0000014	STRPU_18535, STRPU_18486	LYTVA_08890
OG0000014	STRPU_19509	LYTVA_23372
OG0000015	STRPU_26052	LYTVA_04651
OG0000015	STRPU_27331	LYTVA_19488
OG0000015	STRPU_05546, STRPU_05605	LYTVA_26004
OG0000015	STRPU_05547, STRPU_05606	LYTVA_26002
OG0000015	STRPU_21905	LYTVA_09631, LYTVA_17348, LYTVA_06152
OG0000016	STRPU_06927	LYTVA_02179
OG0000016	STRPU_06086, STRPU_06084	LYTVA_09460
OG0000016	STRPU_06525, STRPU_06574	LYTVA_20745
OG0000016	STRPU_19809, STRPU_00759, STRPU_00757, STRPU_19810	LYTVA_14743
OG0000016	STRPU_06909	LYTVA_05193
OG0000016	STRPU_09277	LYTVA_21831, LYTVA_18288
OG0000016	STRPU_19934, STRPU_02593	LYTVA_27143
OG0000016	STRPU_06664, STRPU_06873, STRPU_06665	LYTVA_00562
OG0000016	STRPU_15361	LYTVA_03299, LYTVA_00787
OG0000016	STRPU_22999, STRPU_00875, STRPU_22993, STRPU_22992, STRPU_22997, STRPU_22995	LYTVA_13704
OG0000016	STRPU_22684	LYTVA_26617
OG0000016	STRPU_23485	LYTVA_17022
OG0000016	STRPU_23482	LYTVA_17023
OG0000016	STRPU_23488	LYTVA_17018
OG0000016	STRPU_23483	LYTVA_17017
OG0000016	STRPU_23481, STRPU_23477, STRPU_23478	LYTVA_17021
OG0000016	STRPU_22637	LYTVA_10327, LYTVA_03034
OG0000016	STRPU_00667, STRPU_23082	LYTVA_01978
OG0000017	STRPU_14020, STRPU_04049, STRPU_14783, STRPU_03128, STRPU_05415, STRPU_00068, STRPU_06377, STRPU_22862, STRPU_06733, STRPU_03412, STRPU_00906, STRPU_16710, STRPU_08383, STRPU_26123, STRPU_08138, STRPU_14019, STRPU_04048, STRPU_14782	LYTVA_20423
OG0000017	STRPU_07242, STRPU_06186	LYTVA_02523, LYTVA_13694, LYTVA_17853, LYTVA_14292
OG0000017	STRPU_00092, STRPU_08117	LYTVA_26989, LYTVA_01310, LYTVA_21335, LYTVA_04412
OG0000017	STRPU_09345, STRPU_15645, STRPU_16606	LYTVA_13468
OG0000017	STRPU_03647, STRPU_16727, STRPU_02546, STRPU_25300, STRPU_26746, STRPU_14779, STRPU_14777	LYTVA_16812
OG0000017	STRPU_07241, STRPU_24605, STRPU_26042, STRPU_04021	LYTVA_26507
OG0000018	STRPU_21331	LYTVA_18794
OG0000019	STRPU_27424	LYTVA_18523
OG0000019	STRPU_27423, STRPU_27421, STRPU_27422	LYTVA_29569, LYTVA_29679
OG0000019	STRPU_27112	LYTVA_04809
OG0000019	STRPU_27113	LYTVA_22729
OG0000019	STRPU_18936	LYTVA_12149
OG0000019	STRPU_21531	LYTVA_22145
OG0000019	STRPU_04750	LYTVA_04453
OG0000019	STRPU_27420	LYTVA_29578
OG0000019	STRPU_26993, STRPU_26980	LYTVA_18165
OG0000019	STRPU_26645, STRPU_26644	LYTVA_00831
OG0000019	STRPU_26646	LYTVA_25953, LYTVA_25954
OG0000019	STRPU_26648	LYTVA_07425, LYTVA_07424
OG0000019	STRPU_26649	LYTVA_20407, LYTVA_25834
OG0000019	STRPU_26725, STRPU_26724	LYTVA_07423
OG0000019	STRPU_05531, STRPU_05528, STRPU_05592	LYTVA_20852
OG0000019	STRPU_23414, STRPU_01023	LYTVA_01420
OG0000019	STRPU_13585, STRPU_01603	LYTVA_13754, LYTVA_11044
OG0000019	STRPU_05485	LYTVA_03700
OG0000019	STRPU_05487	LYTVA_17123
OG0000019	STRPU_05486	LYTVA_06066, LYTVA_08335, LYTVA_00256
OG0000019	STRPU_05488	LYTVA_17122
OG0000019	STRPU_05444	LYTVA_14016
OG0000019	STRPU_12138, STRPU_12181, STRPU_01261, STRPU_18209, STRPU_01263, STRPU_18207	LYTVA_15207
OG0000019	STRPU_18206	LYTVA_22229
OG0000020	STRPU_13949	LYTVA_19355
OG0000020	STRPU_20580	LYTVA_09793
OG0000020	STRPU_01068, STRPU_24239	LYTVA_10182
OG0000020	STRPU_19028, STRPU_00464	LYTVA_04298
OG0000020	STRPU_22748, STRPU_01903	LYTVA_23496
OG0000020	STRPU_06549	LYTVA_26274
OG0000020	STRPU_25741	LYTVA_21287
OG0000020	STRPU_22929	LYTVA_21826
OG0000020	STRPU_07115	LYTVA_05479
OG0000020	STRPU_26678	LYTVA_08129
OG0000020	STRPU_22232	LYTVA_26447
OG0000020	STRPU_19861, STRPU_19888	LYTVA_23009
OG0000020	STRPU_05007	LYTVA_12234
OG0000020	STRPU_11453	LYTVA_17081
OG0000020	STRPU_04309, STRPU_04336	LYTVA_06231
OG0000020	STRPU_13832	LYTVA_13730
OG0000020	STRPU_05521	LYTVA_09530
OG0000020	STRPU_21977	LYTVA_00542
OG0000020	STRPU_05676	LYTVA_26250
OG0000021	STRPU_22366, STRPU_22365	LYTVA_18860
OG0000021	STRPU_23367	LYTVA_04917
OG0000021	STRPU_21172	LYTVA_13480
OG0000021	STRPU_13957	LYTVA_00042
OG0000021	STRPU_27306, STRPU_06572	LYTVA_13481
OG0000021	STRPU_25829	LYTVA_10118
OG0000021	STRPU_02205, STRPU_15603	LYTVA_09991
OG0000021	STRPU_02204, STRPU_15604	LYTVA_09981
OG0000021	STRPU_05427	LYTVA_02440
OG0000021	STRPU_19513	LYTVA_23988
OG0000021	STRPU_20206, STRPU_16862	LYTVA_17642
OG0000021	STRPU_18709	LYTVA_28466
OG0000021	STRPU_19164	LYTVA_02036
OG0000021	STRPU_19932, STRPU_02595	LYTVA_14564
OG0000021	STRPU_19514	LYTVA_23987
OG0000021	STRPU_20213	LYTVA_25778
OG0000021	STRPU_05019	LYTVA_00398
OG0000021	STRPU_05298	LYTVA_01830
OG0000021	STRPU_05227	LYTVA_09376, LYTVA_05943
OG0000021	STRPU_05132, STRPU_05059	LYTVA_10849
OG0000023	STRPU_09714, STRPU_09758	LYTVA_11225
OG0000023	STRPU_09970	LYTVA_00179
OG0000023	STRPU_05490	LYTVA_05858
OG0000023	STRPU_14357	LYTVA_00206
OG0000023	STRPU_15269	LYTVA_12353
OG0000023	STRPU_14358	LYTVA_13074
OG0000023	STRPU_14359, STRPU_14360	LYTVA_10626
OG0000023	STRPU_08363	LYTVA_26027
OG0000023	STRPU_04156	LYTVA_20952
OG0000023	STRPU_04890	LYTVA_04490
OG0000023	STRPU_04760	LYTVA_24711
OG0000023	STRPU_04888, STRPU_04889, STRPU_04887	LYTVA_01233
OG0000023	STRPU_09969, STRPU_09989, STRPU_09988, STRPU_09968, STRPU_09990	LYTVA_21144
OG0000023	STRPU_15044	LYTVA_27483
OG0000023	STRPU_02240, STRPU_15564	LYTVA_08392
OG0000023	STRPU_02241, STRPU_15563	LYTVA_08393
OG0000023	STRPU_04831, STRPU_00750, STRPU_00747, STRPU_00749, STRPU_00748	LYTVA_24785
OG0000024	STRPU_07747	LYTVA_01628
OG0000024	STRPU_19357	LYTVA_25158
OG0000024	STRPU_03683	LYTVA_16563
OG0000025	STRPU_09349	LYTVA_14879, LYTVA_14642, LYTVA_07343
OG0000026	STRPU_24999	LYTVA_08564
OG0000026	STRPU_13435	LYTVA_25523
OG0000026	STRPU_25665, STRPU_06675, STRPU_06676	LYTVA_12516
OG0000026	STRPU_21822	LYTVA_25399, LYTVA_26794
OG0000026	STRPU_10195	LYTVA_19796
OG0000027	STRPU_13387, STRPU_13389, STRPU_13369, STRPU_13372, STRPU_13393, STRPU_13370, STRPU_13390, STRPU_13392, STRPU_13371, STRPU_21105, STRPU_21100, STRPU_21104	LYTVA_19671, LYTVA_28057, LYTVA_19674
OG0000027	STRPU_05793, STRPU_05791, STRPU_05792	LYTVA_23495
OG0000027	STRPU_13609, STRPU_02454	LYTVA_22090
OG0000027	STRPU_02455	LYTVA_13316
OG0000027	STRPU_12280, STRPU_12282, STRPU_12281, STRPU_12283	LYTVA_18136
OG0000027	STRPU_19609, STRPU_19529, STRPU_19530	LYTVA_21206, LYTVA_09140
OG0000027	STRPU_22112, STRPU_22111	LYTVA_26069
OG0000027	STRPU_18177, STRPU_18176	LYTVA_02318
OG0000027	STRPU_18178	LYTVA_09971
OG0000027	STRPU_13457, STRPU_13538	LYTVA_25862
OG0000028	STRPU_14662, STRPU_14664	LYTVA_06601
OG0000028	STRPU_14468, STRPU_14467	LYTVA_11085
OG0000028	STRPU_15103, STRPU_02480	LYTVA_07479, LYTVA_22824
OG0000028	STRPU_14326	LYTVA_11743
OG0000028	STRPU_27008	LYTVA_12763
OG0000028	STRPU_26580	LYTVA_10314
OG0000028	STRPU_26667, STRPU_26665, STRPU_26666, STRPU_26664	LYTVA_29171
OG0000028	STRPU_26663	LYTVA_29172
OG0000029	STRPU_25978	LYTVA_19314
OG0000029	STRPU_09836	LYTVA_19555
OG0000029	STRPU_17433	LYTVA_01403
OG0000029	STRPU_17432	LYTVA_23870
OG0000029	STRPU_23559	LYTVA_08522
OG0000029	STRPU_22529	LYTVA_25609
OG0000029	STRPU_02628	LYTVA_12911, LYTVA_03248
OG0000029	STRPU_14123	LYTVA_02569, LYTVA_10073
OG0000029	STRPU_06877, STRPU_04841, STRPU_04839, STRPU_03689, STRPU_13344, STRPU_03096, STRPU_03095, STRPU_03099, STRPU_03098, STRPU_03097	LYTVA_08387, LYTVA_22534, LYTVA_00646, LYTVA_22532, LYTVA_00647, LYTVA_22533, LYTVA_18531, LYTVA_06596, LYTVA_23983, LYTVA_23982, LYTVA_14667, LYTVA_03114, LYTVA_21079, LYTVA_11087
OG0000029	STRPU_15299, STRPU_05507, STRPU_15311	LYTVA_07847
OG0000029	STRPU_09913	LYTVA_16374
OG0000029	STRPU_25618	LYTVA_14118
OG0000029	STRPU_13518	LYTVA_17454, LYTVA_10670, LYTVA_10669, LYTVA_12106, LYTVA_25172, LYTVA_28751
OG0000029	STRPU_27237	LYTVA_15803, LYTVA_05470, LYTVA_12796
OG0000029	STRPU_27236	LYTVA_24295
OG0000029	STRPU_27234, STRPU_27235	LYTVA_15802
OG0000029	STRPU_11822, STRPU_11823	LYTVA_16107
OG0000029	STRPU_18505	LYTVA_15826, LYTVA_25550, LYTVA_16955
OG0000029	STRPU_10511	LYTVA_29691
OG0000029	STRPU_10512	LYTVA_23564
OG0000029	STRPU_00236	LYTVA_08386
OG0000030	STRPU_00450, STRPU_03952	LYTVA_02137
OG0000030	STRPU_22548	LYTVA_25177
OG0000030	STRPU_22870, STRPU_22868	LYTVA_24082
OG0000030	STRPU_19590	LYTVA_18277
OG0000030	STRPU_23769	LYTVA_24623
OG0000030	STRPU_23383	LYTVA_26760
OG0000030	STRPU_18729, STRPU_18720	LYTVA_28697
OG0000030	STRPU_08641	LYTVA_20955
OG0000030	STRPU_01462, STRPU_08711	LYTVA_09651
OG0000030	STRPU_19039	LYTVA_26586
OG0000030	STRPU_10522	LYTVA_27291, LYTVA_25957
OG0000030	STRPU_09527	LYTVA_27440
OG0000031	STRPU_24640	LYTVA_04157, LYTVA_03000
OG0000031	STRPU_24955	LYTVA_07242
OG0000031	STRPU_24636	LYTVA_07394
OG0000031	STRPU_27330	LYTVA_19491
OG0000031	STRPU_08004	LYTVA_13645
OG0000031	STRPU_05537, STRPU_05597	LYTVA_05124
OG0000031	STRPU_18994	LYTVA_29658
OG0000031	STRPU_24676	LYTVA_09735
OG0000032	STRPU_07046	LYTVA_14158
OG0000032	STRPU_21234	LYTVA_21601
OG0000032	STRPU_02932	LYTVA_15486, LYTVA_13671
OG0000032	STRPU_12458	LYTVA_08468, LYTVA_02734
OG0000032	STRPU_24275	LYTVA_00916
OG0000032	STRPU_24481	LYTVA_07790
OG0000032	STRPU_24338	LYTVA_22021
OG0000032	STRPU_24455	LYTVA_08868
OG0000032	STRPU_24337	LYTVA_21508
OG0000032	STRPU_24336	LYTVA_13715
OG0000032	STRPU_09346, STRPU_24445, STRPU_24444	LYTVA_12246
OG0000032	STRPU_24276, STRPU_24277	LYTVA_11875
OG0000032	STRPU_24816	LYTVA_02746
OG0000032	STRPU_24673	LYTVA_26011
OG0000032	STRPU_24979	LYTVA_24216
