Orthogroup	STRPU_ok	BRALA
OG0000014	STRPU_17754, STRPU_17755	BRALA28626, BRALA28625, BRALA28624
OG0000014	STRPU_18535, STRPU_18486	BRALA15621, BRALA12274
OG0000014	STRPU_19509	BRALA09953, BRALA20835, BRALA21213, BRALA14270
OG0000015	STRPU_05546, STRPU_05605	BRALA21862, BRALA21864, BRALA21860, BRALA21861, BRALA07518, BRALA07541, BRALA18254, BRALA18253, BRALA26423, BRALA21859, BRALA21858, BRALA21865, BRALA07699, BRALA22448
OG0000015	STRPU_05547, STRPU_05606	BRALA22447
OG0000015	STRPU_21905	BRALA18748, BRALA15755
OG0000016	STRPU_06927, STRPU_06051	BRALA00485
OG0000016	STRPU_19809, STRPU_00759, STRPU_00757, STRPU_19810	BRALA00484, BRALA00482, BRALA24680
OG0000016	STRPU_06872	BRALA21428
OG0000016	STRPU_09277	BRALA32113, BRALA10406
OG0000016	STRPU_23484	BRALA09688
OG0000016	STRPU_06664, STRPU_06873, STRPU_06665	BRALA21418, BRALA29534, BRALA13585
OG0000016	STRPU_15361	BRALA24127
OG0000016	STRPU_22999, STRPU_00875, STRPU_22993, STRPU_22992, STRPU_22997, STRPU_22995	BRALA09686
OG0000016	STRPU_22684, STRPU_23485, STRPU_23482, STRPU_23488, STRPU_23483, STRPU_23481, STRPU_23477, STRPU_23478, STRPU_22637, STRPU_00667, STRPU_23082	BRALA22170
OG0000017	STRPU_17566	BRALA05159, BRALA12730
OG0000017	STRPU_07365, STRPU_21602, STRPU_02591, STRPU_21499, STRPU_05279, STRPU_11947, STRPU_09821, STRPU_09502, STRPU_04559, STRPU_12605, STRPU_18356, STRPU_06474, STRPU_10720, STRPU_15670, STRPU_16836, STRPU_10719	BRALA23160, BRALA12731
OG0000018	STRPU_21331	BRALA20530, BRALA30320, BRALA33187, BRALA27247, BRALA32183, BRALA17258, BRALA32989, BRALA30091, BRALA20808, BRALA24748, BRALA18020, BRALA23577, BRALA11468, BRALA26056, BRALA02824, BRALA06189, BRALA32094, BRALA32688, BRALA07025, BRALA20941, BRALA31799
OG0000019	STRPU_18936, STRPU_21531, STRPU_04750, STRPU_27420, STRPU_26993, STRPU_26980, STRPU_26645, STRPU_26644, STRPU_26646, STRPU_26648, STRPU_26649, STRPU_26725, STRPU_26724	BRALA00309, BRALA00310, BRALA00311
OG0000019	STRPU_23414, STRPU_01023	BRALA00404, BRALA00405
OG0000020	STRPU_13949	BRALA09135
OG0000020	STRPU_20580	BRALA28848
OG0000020	STRPU_19028, STRPU_00464	BRALA05608
OG0000020	STRPU_22748, STRPU_01903	BRALA18984
OG0000020	STRPU_07115	BRALA16287
OG0000020	STRPU_26678	BRALA19612, BRALA00988, BRALA00987, BRALA34428, BRALA17137, BRALA26917, BRALA04450, BRALA19326, BRALA17705, BRALA01370, BRALA04503, BRALA22183, BRALA09492, BRALA12060, BRALA03276, BRALA03275, BRALA15785, BRALA31112, BRALA12011, BRALA22630, BRALA11869, BRALA14062
OG0000020	STRPU_19861, STRPU_19888	BRALA27392
OG0000020	STRPU_05007	BRALA11912
OG0000020	STRPU_13832	BRALA18130
OG0000020	STRPU_05521	BRALA12599
OG0000020	STRPU_21977	BRALA10628
OG0000020	STRPU_05676	BRALA23615
OG0000021	STRPU_23367	BRALA18963
OG0000021	STRPU_21162, STRPU_21171, STRPU_21172, STRPU_13957, STRPU_27306, STRPU_06572	BRALA18098
OG0000021	STRPU_25829	BRALA22428
OG0000021	STRPU_02205, STRPU_15603	BRALA30352
OG0000021	STRPU_02212, STRPU_15595	BRALA34639, BRALA31905
OG0000021	STRPU_18709, STRPU_19164, STRPU_19932, STRPU_02595, STRPU_19514, STRPU_20213	BRALA06012
OG0000021	STRPU_05019, STRPU_05298, STRPU_05227, STRPU_05132, STRPU_05059	BRALA20360, BRALA20164
OG0000023	STRPU_09714, STRPU_09758	BRALA34393, BRALA34449, BRALA33273
OG0000023	STRPU_05490, STRPU_14357, STRPU_15269, STRPU_14358	BRALA05747, BRALA25168, BRALA25184, BRALA25185, BRALA29062, BRALA25437
OG0000023	STRPU_04156, STRPU_04890, STRPU_04760, STRPU_04888, STRPU_04889, STRPU_04887, STRPU_09969, STRPU_09989, STRPU_09988, STRPU_09968, STRPU_09990	BRALA17881, BRALA21074, BRALA03421
OG0000024	STRPU_06674, STRPU_07186, STRPU_02857, STRPU_19118, STRPU_17926, STRPU_02880, STRPU_03048, STRPU_03977, STRPU_22594, STRPU_03380, STRPU_26193, STRPU_20421, STRPU_18659, STRPU_12498, STRPU_04067, STRPU_01267, STRPU_16831, STRPU_18887	BRALA13162, BRALA17266
OG0000025	STRPU_09349	BRALA34205
OG0000025	STRPU_08707	BRALA15728, BRALA15173, BRALA17925, BRALA20091, BRALA25964, BRALA20492, BRALA24129, BRALA01765, BRALA32347
OG0000026	STRPU_15199, STRPU_15256, STRPU_07319, STRPU_15257, STRPU_18096, STRPU_18095	BRALA22923, BRALA12678, BRALA12677
OG0000026	STRPU_10195	BRALA01767
OG0000027	STRPU_02455	BRALA30064
OG0000027	STRPU_12280, STRPU_12282, STRPU_12281, STRPU_12283, STRPU_19609, STRPU_19529, STRPU_19530, STRPU_20300, STRPU_22112, STRPU_22111, STRPU_18177, STRPU_18176, STRPU_18178, STRPU_13457, STRPU_13538	BRALA16500, BRALA16502
OG0000028	STRPU_27008	BRALA08523
OG0000028	STRPU_10620	BRALA00011, BRALA12956, BRALA12957
OG0000028	STRPU_26580, STRPU_26667, STRPU_26665, STRPU_26666, STRPU_26664, STRPU_26663	BRALA19589, BRALA19590, BRALA06381, BRALA06380, BRALA21277
OG0000029	STRPU_01827, STRPU_19313	BRALA01099
OG0000029	STRPU_22529, STRPU_02628	BRALA00240
OG0000029	STRPU_14123	BRALA18593, BRALA15599, BRALA21105, BRALA06813, BRALA30989, BRALA00525, BRALA00526, BRALA00527, BRALA00523, BRALA00522, BRALA00528, BRALA09392, BRALA20510, BRALA08676
OG0000030	STRPU_18729, STRPU_18720	BRALA32549, BRALA32573
OG0000030	STRPU_08641, STRPU_01462, STRPU_08711	BRALA13032
OG0000030	STRPU_10522	BRALA10449
OG0000030	STRPU_09527	BRALA32176
OG0000031	STRPU_24640	BRALA04543
OG0000031	STRPU_24955	BRALA04547
OG0000031	STRPU_24636	BRALA04610
OG0000031	STRPU_27330	BRALA13458
OG0000031	STRPU_08004	BRALA16640
OG0000031	STRPU_05537, STRPU_05597	BRALA28311
OG0000032	STRPU_00037	BRALA09749, BRALA09755
OG0000032	STRPU_24275, STRPU_24481, STRPU_24338, STRPU_24339, STRPU_24455, STRPU_24337, STRPU_24336, STRPU_24340, STRPU_24341, STRPU_09346, STRPU_24445, STRPU_24444, STRPU_24276, STRPU_24277, STRPU_24816	BRALA11179, BRALA11177, BRALA09647
OG0000033	STRPU_26620	BRALA24610, BRALA10541
OG0000033	STRPU_15689	BRALA10011, BRALA12783, BRALA04117, BRALA04068
OG0000033	STRPU_22584	BRALA13238
OG0000033	STRPU_09354	BRALA23172
OG0000033	STRPU_02311, STRPU_18113	BRALA27795, BRALA10774, BRALA00010
OG0000033	STRPU_15158, STRPU_15977	BRALA22615, BRALA32032, BRALA32815, BRALA33133, BRALA19402
OG0000033	STRPU_02826, STRPU_19630	BRALA00758, BRALA22567, BRALA31294, BRALA28294
OG0000033	STRPU_25841, STRPU_03301	BRALA30835, BRALA20226
OG0000033	STRPU_11946	BRALA25684, BRALA27595, BRALA30827, BRALA34440, BRALA21407, BRALA29940, BRALA33100, BRALA11728
OG0000034	STRPU_15245, STRPU_15189	BRALA27570
OG0000034	STRPU_11798	BRALA08751
OG0000034	STRPU_11930, STRPU_11885	BRALA08901, BRALA03079
OG0000034	STRPU_27315	BRALA17580
OG0000034	STRPU_11793	BRALA08885
OG0000034	STRPU_04070	BRALA06594
OG0000034	STRPU_19458	BRALA18444
OG0000034	STRPU_12141, STRPU_12106	BRALA02412
OG0000035	STRPU_25195, STRPU_01880, STRPU_04279, STRPU_01879, STRPU_25194	BRALA21367, BRALA35402
OG0000035	STRPU_17279, STRPU_17277, STRPU_17278, STRPU_17275, STRPU_17274, STRPU_13032	BRALA13925
OG0000035	STRPU_13051	BRALA13921
OG0000035	STRPU_12705, STRPU_12704	BRALA29588
OG0000035	STRPU_12998, STRPU_12553	BRALA13915, BRALA22877
OG0000035	STRPU_12700	BRALA13917
OG0000036	STRPU_26319, STRPU_09906, STRPU_26130, STRPU_25659	BRALA22400, BRALA22399, BRALA22398, BRALA02193, BRALA22463, BRALA05181
OG0000036	STRPU_09907	BRALA35896
OG0000036	STRPU_26325, STRPU_26324, STRPU_26321, STRPU_16183, STRPU_16230, STRPU_25724	BRALA22402, BRALA22404
OG0000037	STRPU_20762	BRALA22275
OG0000037	STRPU_24785	BRALA16015
OG0000037	STRPU_10295, STRPU_10296, STRPU_10297	BRALA16388
OG0000038	STRPU_04485	BRALA03789
OG0000038	STRPU_17414, STRPU_17415	BRALA15513, BRALA22708, BRALA13194
OG0000038	STRPU_18075, STRPU_01765	BRALA27417
OG0000039	STRPU_05101, STRPU_05100, STRPU_05180	BRALA19632, BRALA19635
OG0000039	STRPU_21027	BRALA21586
OG0000039	STRPU_18542, STRPU_18578, STRPU_18572, STRPU_12032, STRPU_12031, STRPU_12034, STRPU_01246	BRALA02916, BRALA20258, BRALA27882, BRALA01626, BRALA01628, BRALA23751, BRALA01619, BRALA01617, BRALA01627, BRALA01624, BRALA01620, BRALA01618, BRALA04466, BRALA04471, BRALA01927, BRALA16092
OG0000040	STRPU_00136	BRALA35825, BRALA27751
OG0000040	STRPU_21773, STRPU_17271, STRPU_21617, STRPU_22119, STRPU_03662, STRPU_03674, STRPU_03673, STRPU_03661, STRPU_01945, STRPU_22786, STRPU_01944, STRPU_25141, STRPU_21378, STRPU_03732, STRPU_03735, STRPU_03733, STRPU_03734, STRPU_08305, STRPU_03737, STRPU_08238	BRALA28368, BRALA17917, BRALA31975, BRALA14369, BRALA25635, BRALA14529, BRALA07729, BRALA29177, BRALA06759, BRALA31556, BRALA17916, BRALA33438, BRALA30900, BRALA15606
OG0000041	STRPU_13000	BRALA07763, BRALA29216, BRALA11960, BRALA35158
OG0000042	STRPU_19965, STRPU_01196, STRPU_02799, STRPU_11464, STRPU_02797, STRPU_02796, STRPU_02798, STRPU_02800, STRPU_18986, STRPU_02718	BRALA07355
OG0000043	STRPU_06030, STRPU_05999, STRPU_05926, STRPU_05935, STRPU_05931, STRPU_05994, STRPU_06002, STRPU_25650, STRPU_06033, STRPU_06024, STRPU_21373, STRPU_04184, STRPU_00010, STRPU_00008, STRPU_00006, STRPU_00002	BRALA27558, BRALA29904, BRALA27561, BRALA27544, BRALA25261, BRALA20700, BRALA31404, BRALA31409, BRALA11161, BRALA06431, BRALA06417, BRALA06396, BRALA06445, BRALA06452, BRALA06409
OG0000043	STRPU_03522, STRPU_03585	BRALA06439, BRALA20722
OG0000043	STRPU_10844, STRPU_10864	BRALA09159
OG0000044	STRPU_09802	BRALA16330, BRALA33207
OG0000044	STRPU_04938	BRALA28596
OG0000044	STRPU_00051	BRALA27747
OG0000044	STRPU_02714, STRPU_24789	BRALA12952
OG0000045	STRPU_16212, STRPU_16247, STRPU_16854, STRPU_16858	BRALA00161, BRALA00165, BRALA00163, BRALA00162
OG0000045	STRPU_16875, STRPU_16216	BRALA00171
OG0000045	STRPU_22837	BRALA00167, BRALA00176, BRALA00180
OG0000045	STRPU_16874, STRPU_19573, STRPU_18569	BRALA00169, BRALA00174
OG0000045	STRPU_16214	BRALA06480
OG0000045	STRPU_26605	BRALA01913, BRALA01918, BRALA01920
OG0000045	STRPU_26903	BRALA22894
OG0000045	STRPU_16861, STRPU_16872	BRALA18221, BRALA26831, BRALA13064, BRALA13057, BRALA13058, BRALA33491, BRALA00181
OG0000046	STRPU_24167, STRPU_08327, STRPU_08328	BRALA28946
OG0000046	STRPU_13398, STRPU_13377, STRPU_13401, STRPU_13400, STRPU_13399	BRALA05184, BRALA05187, BRALA01521, BRALA01523, BRALA00548, BRALA15946
OG0000047	STRPU_17436	BRALA26369, BRALA32034, BRALA34020, BRALA28823, BRALA03575, BRALA05399, BRALA24725, BRALA07480, BRALA17974, BRALA28047, BRALA13926
OG0000047	STRPU_00263, STRPU_17034	BRALA19798, BRALA16113, BRALA21906, BRALA29547, BRALA27015, BRALA09602, BRALA19327, BRALA19328, BRALA08009, BRALA30249, BRALA22247, BRALA27495, BRALA28592, BRALA15305, BRALA21551, BRALA30124, BRALA25680, BRALA18589, BRALA30988, BRALA33052
OG0000047	STRPU_04857	BRALA32269
OG0000047	STRPU_07874, STRPU_00254	BRALA29231
OG0000047	STRPU_08292, STRPU_03057, STRPU_19739	BRALA20843
OG0000047	STRPU_09198	BRALA14404
OG0000047	STRPU_24560	BRALA28421, BRALA26027, BRALA20000, BRALA11368, BRALA03322
OG0000048	STRPU_05493	BRALA08224
OG0000048	STRPU_09674	BRALA06772
OG0000048	STRPU_20602	BRALA17809
OG0000048	STRPU_20482	BRALA10830
OG0000048	STRPU_17966, STRPU_17965	BRALA23587
OG0000048	STRPU_26191	BRALA03524
OG0000049	STRPU_17072	BRALA08952, BRALA08950, BRALA08951
OG0000049	STRPU_23537	BRALA15334
OG0000049	STRPU_10893	BRALA17285, BRALA26771
OG0000049	STRPU_17685, STRPU_17686	BRALA08954, BRALA23719
OG0000049	STRPU_23536	BRALA35874, BRALA15337
OG0000050	STRPU_06209, STRPU_11559, STRPU_20985, STRPU_20001, STRPU_23015, STRPU_00753	BRALA29504, BRALA33239
OG0000050	STRPU_10411	BRALA27959, BRALA01945, BRALA33449, BRALA32066, BRALA01944, BRALA30000, BRALA21559, BRALA15438, BRALA30119
OG0000050	STRPU_16312	BRALA35714
OG0000050	STRPU_07810, STRPU_07823, STRPU_11057, STRPU_09032, STRPU_09040, STRPU_20428, STRPU_00461	BRALA21077
OG0000051	STRPU_04087, STRPU_04086, STRPU_04085, STRPU_04081, STRPU_04082, STRPU_04844, STRPU_04845, STRPU_04838, STRPU_04842, STRPU_04843, STRPU_04683, STRPU_04684, STRPU_08146, STRPU_04384, STRPU_04388, STRPU_04386, STRPU_04385, STRPU_11426, STRPU_04634, STRPU_04664	BRALA17952
OG0000051	STRPU_17901, STRPU_17577, STRPU_17576, STRPU_17547, STRPU_17574, STRPU_17579, STRPU_17578, STRPU_17575, STRPU_02970, STRPU_16946	BRALA22978, BRALA25416
OG0000052	STRPU_00276, STRPU_03183	BRALA14154, BRALA03903, BRALA35146, BRALA04107, BRALA33473, BRALA20142, BRALA23347
OG0000052	STRPU_16462, STRPU_09642, STRPU_12463, STRPU_09640, STRPU_09643, STRPU_15631, STRPU_23975, STRPU_23951, STRPU_09641, STRPU_12462, STRPU_10210, STRPU_06254, STRPU_06255, STRPU_05990, STRPU_18874	BRALA01780, BRALA19636, BRALA03448, BRALA25177, BRALA34774, BRALA19340, BRALA19337, BRALA13175, BRALA29756, BRALA21907, BRALA29760, BRALA26550, BRALA11628, BRALA30906, BRALA27793, BRALA29469, BRALA18478, BRALA20881, BRALA32444, BRALA27554, BRALA22559, BRALA28706, BRALA23403, BRALA12582, BRALA24313, BRALA03336, BRALA01309, BRALA00341, BRALA01921, BRALA17134, BRALA09402, BRALA13022, BRALA11458, BRALA26226, BRALA32281, BRALA31303
OG0000053	STRPU_21567	BRALA35406
OG0000054	STRPU_24985, STRPU_17119, STRPU_17104, STRPU_17103, STRPU_17118	BRALA24089
OG0000054	STRPU_04629, STRPU_04651, STRPU_21552, STRPU_04633, STRPU_04661, STRPU_04884, STRPU_04631, STRPU_04653	BRALA02118
OG0000054	STRPU_24986	BRALA25223
OG0000055	STRPU_22907, STRPU_22892, STRPU_07759	BRALA06465, BRALA06467
OG0000056	STRPU_19327	BRALA00682, BRALA22096
OG0000056	STRPU_18531, STRPU_18489	BRALA17447, BRALA17448, BRALA17452, BRALA17449
OG0000056	STRPU_12248, STRPU_11783	BRALA21309
OG0000056	STRPU_09650, STRPU_14115, STRPU_15286, STRPU_15300	BRALA08250
OG0000057	STRPU_09574, STRPU_09581	BRALA05192
OG0000057	STRPU_15511, STRPU_15515, STRPU_15513, STRPU_15522, STRPU_15517, STRPU_15521, STRPU_15512, STRPU_15518, STRPU_15524, STRPU_15520, STRPU_15523, STRPU_15510, STRPU_15514, STRPU_06456, STRPU_18393, STRPU_10377, STRPU_10376, STRPU_03172, STRPU_10378, STRPU_10379, STRPU_11849, STRPU_11850, STRPU_11851, STRPU_10380, STRPU_16444, STRPU_10382	BRALA22206, BRALA11691, BRALA27516, BRALA21236
OG0000057	STRPU_13541, STRPU_06452	BRALA15976
OG0000057	STRPU_10530, STRPU_02305, STRPU_18108, STRPU_09940	BRALA00966, BRALA09850, BRALA13889, BRALA10001, BRALA13910, BRALA23224, BRALA06484, BRALA33854, BRALA09469, BRALA07816, BRALA07817, BRALA07813, BRALA34412, BRALA23522, BRALA07814, BRALA23123, BRALA16040
OG0000058	STRPU_10155, STRPU_10092	BRALA24063
OG0000058	STRPU_08934	BRALA06324
OG0000058	STRPU_09783	BRALA25998, BRALA27305, BRALA06328, BRALA03972, BRALA06644, BRALA08742, BRALA24463, BRALA24460
OG0000058	STRPU_22659, STRPU_20114, STRPU_20092, STRPU_20113, STRPU_20091, STRPU_20112, STRPU_20090, STRPU_01463, STRPU_08710, STRPU_08708, STRPU_01464	BRALA20989, BRALA20988
OG0000058	STRPU_08638	BRALA27304
OG0000058	STRPU_07320, STRPU_07322, STRPU_07323, STRPU_07321	BRALA06325
OG0000059	STRPU_05220	BRALA11568
OG0000059	STRPU_05822	BRALA28531, BRALA32778, BRALA23279
OG0000059	STRPU_13764, STRPU_01483, STRPU_26445	BRALA15311, BRALA34589, BRALA15310, BRALA15309, BRALA15308
OG0000059	STRPU_19726, STRPU_19725, STRPU_03376, STRPU_02976	BRALA20330, BRALA08042, BRALA20333, BRALA20334, BRALA18048, BRALA33673, BRALA34416, BRALA33406, BRALA33715
OG0000059	STRPU_24694, STRPU_24697, STRPU_24828, STRPU_24005	BRALA19963, BRALA20366
OG0000060	STRPU_24855	BRALA01718
OG0000060	STRPU_18179	BRALA00658, BRALA22074
OG0000060	STRPU_17613	BRALA13737
OG0000061	STRPU_13962	BRALA07400
OG0000061	STRPU_02428, STRPU_13635	BRALA23690, BRALA23691, BRALA23692, BRALA33700, BRALA14844, BRALA22663, BRALA26552, BRALA22659, BRALA26551, BRALA26563
OG0000061	STRPU_13960, STRPU_13959, STRPU_13958	BRALA09017, BRALA07401, BRALA14793, BRALA14792
OG0000061	STRPU_13278, STRPU_13279, STRPU_13961	BRALA07399, BRALA11283, BRALA07094, BRALA17504
