Orthogroup	HELIO_ok	PFLAV
OG0000015	HELIO_10798	TCONS_00017456.p1, TCONS_00018530.p1, TCONS_00017014.p1, TCONS_00018220.p1, TCONS_00042403.p1, TCONS_00047528.p1, TCONS_00048847.p1, TCONS_00017787.p1, TCONS_00042857.p1, TCONS_00017072.p1, TCONS_00018222.p1
OG0000016	HELIO_05159, HELIO_08806	TCONS_00021259.p1, TCONS_00021263.p1, TCONS_00021262.p1, TCONS_00021257.p1, TCONS_00021260.p1
OG0000016	HELIO_03950, HELIO_10054	TCONS_00021265.p1, TCONS_00021132.p1, TCONS_00022476.p1, TCONS_00021082.p1
OG0000016	HELIO_03738	TCONS_00022184.p1
OG0000016	HELIO_04647	TCONS_00003602.p1
OG0000016	HELIO_07791	TCONS_00020809.p1
OG0000016	HELIO_11041	TCONS_00049735.p1
OG0000016	HELIO_07322, HELIO_06996, HELIO_05885, HELIO_04527, HELIO_04564	TCONS_00048016.p1, TCONS_00006587.p1, TCONS_00006585.p1, TCONS_00006586.p1, TCONS_00025201.p1, TCONS_00044922.p1, TCONS_00049648.p1, TCONS_00049647.p1, TCONS_00047522.p1, TCONS_00047523.p1, TCONS_00020558.p1, TCONS_00020423.p1, TCONS_00020419.p1, TCONS_00020810.p1, TCONS_00020323.p1, TCONS_00020321.p1, TCONS_00047919.p1, TCONS_00047915.p1, TCONS_00047927.p1, TCONS_00047930.p1, TCONS_00047932.p1, TCONS_00047911.p1, TCONS_00047917.p1, TCONS_00047907.p1, TCONS_00049536.p1, TCONS_00049538.p1, TCONS_00049540.p1, TCONS_00049543.p1, TCONS_00049542.p1, TCONS_00048321.p1, TCONS_00048323.p1, TCONS_00048325.p1, TCONS_00048328.p1
OG0000017	HELIO_09340	TCONS_00056547.p1, TCONS_00003153.p1, TCONS_00035681.p1
OG0000017	HELIO_04056	TCONS_00050389.p1, TCONS_00031952.p1, TCONS_00031929.p1
OG0000017	HELIO_04627	TCONS_00003294.p1, TCONS_00017646.p1, TCONS_00035188.p1
OG0000017	HELIO_08140, HELIO_07705	TCONS_00053694.p1
OG0000017	HELIO_06928	TCONS_00054246.p1
OG0000017	HELIO_05297	TCONS_00049861.p1
OG0000017	HELIO_03953	TCONS_00044273.p1, TCONS_00027912.p1, TCONS_00036791.p1
OG0000018	HELIO_01806	TCONS_00053509.p1
OG0000018	HELIO_11953, HELIO_04805, HELIO_09132, HELIO_05854, HELIO_05254, HELIO_06191, HELIO_05532	TCONS_00018552.p2
OG0000018	HELIO_03926	TCONS_00046113.p1
OG0000018	HELIO_07392, HELIO_03838, HELIO_04112	TCONS_00010244.p1, TCONS_00003946.p1, TCONS_00041463.p1, TCONS_00001385.p1, TCONS_00054557.p1, TCONS_00017020.p1, TCONS_00054901.p1, TCONS_00008322.p1, TCONS_00015725.p1, TCONS_00040210.p1, TCONS_00044497.p1, TCONS_00007384.p1, TCONS_00025883.p1
OG0000018	HELIO_05318	TCONS_00031056.p1, TCONS_00001449.p1, TCONS_00001450.p1, TCONS_00037298.p1, TCONS_00024927.p2, TCONS_00009066.p2, TCONS_00023275.p1
OG0000018	HELIO_06652	TCONS_00052465.p2
OG0000018	HELIO_04613	TCONS_00032947.p1, TCONS_00032969.p1, TCONS_00000391.p1, TCONS_00048935.p1, TCONS_00033860.p1
OG0000018	HELIO_07465	TCONS_00054542.p1, TCONS_00015986.p1, TCONS_00002662.p1, TCONS_00016420.p1
OG0000018	HELIO_07089, HELIO_06040, HELIO_03912, HELIO_03992, HELIO_02946	TCONS_00025800.p1, TCONS_00020519.p1, TCONS_00031825.p1
OG0000018	HELIO_07028	TCONS_00022055.p1
OG0000018	HELIO_04549, HELIO_03495, HELIO_05613	TCONS_00056724.p1, TCONS_00044128.p1, TCONS_00015747.p1, TCONS_00041407.p1, TCONS_00035049.p1, TCONS_00031144.p1
OG0000018	HELIO_05389	TCONS_00016618.p3, TCONS_00049850.p1
OG0000019	HELIO_04729	TCONS_00028088.p1
OG0000019	HELIO_05273	TCONS_00014266.p1, TCONS_00027859.p1
OG0000019	HELIO_05932	TCONS_00048059.p1
OG0000019	HELIO_11234	TCONS_00007955.p1
OG0000019	HELIO_00711, HELIO_04793, HELIO_04680	TCONS_00009589.p1, TCONS_00043166.p1, TCONS_00043167.p1, TCONS_00050243.p1, TCONS_00050238.p1, TCONS_00050241.p1, TCONS_00050235.p1, TCONS_00050242.p1, TCONS_00050237.p1, TCONS_00050240.p1, TCONS_00050234.p1, TCONS_00050233.p1, TCONS_00050246.p1, TCONS_00050249.p1, TCONS_00043170.p1, TCONS_00043821.p1
OG0000020	HELIO_01087	TCONS_00011932.p1, TCONS_00014940.p1, TCONS_00014941.p1
OG0000020	HELIO_03282	TCONS_00018790.p1
OG0000020	HELIO_03892	TCONS_00054537.p1
OG0000020	HELIO_08119	TCONS_00047850.p1
OG0000020	HELIO_03039	TCONS_00009371.p1
OG0000020	HELIO_08325	TCONS_00020242.p1
OG0000020	HELIO_10764	TCONS_00045845.p1
OG0000020	HELIO_10811	TCONS_00028429.p1
OG0000020	HELIO_12285	TCONS_00016378.p1
OG0000020	HELIO_10575	TCONS_00051401.p1
OG0000020	HELIO_05888	TCONS_00031077.p1
OG0000020	HELIO_07729	TCONS_00056690.p1
OG0000020	HELIO_08365	TCONS_00042754.p1
OG0000020	HELIO_01918	TCONS_00019367.p1
OG0000020	HELIO_11794	TCONS_00041844.p1
OG0000021	HELIO_00817, HELIO_05146	TCONS_00047235.p1, TCONS_00047455.p1
OG0000021	HELIO_05564	TCONS_00025493.p1
OG0000021	HELIO_02163	TCONS_00048454.p1
OG0000021	HELIO_07436	TCONS_00005425.p1
OG0000021	HELIO_09128	TCONS_00005068.p1, TCONS_00005066.p1
OG0000021	HELIO_01018	TCONS_00048529.p1, TCONS_00048461.p1, TCONS_00048530.p1, TCONS_00048462.p1, TCONS_00048631.p1, TCONS_00047352.p1, TCONS_00044070.p1, TCONS_00044077.p1
OG0000021	HELIO_08809, HELIO_00647, HELIO_10440, HELIO_04726, HELIO_09286, HELIO_07603	TCONS_00016243.p1
OG0000021	HELIO_02648	TCONS_00042218.p1, TCONS_00044055.p1, TCONS_00043288.p1, TCONS_00043292.p1, TCONS_00042744.p1, TCONS_00020733.p1, TCONS_00020708.p1, TCONS_00042745.p1, TCONS_00043294.p1, TCONS_00043289.p1, TCONS_00043283.p1, TCONS_00041935.p1
OG0000021	HELIO_08020, HELIO_10557	TCONS_00044068.p1
OG0000022	HELIO_07323	TCONS_00034326.p1, TCONS_00034361.p1
OG0000023	HELIO_07781	TCONS_00026137.p1
OG0000023	HELIO_08618, HELIO_08359, HELIO_11316	TCONS_00004930.p1
OG0000023	HELIO_07887, HELIO_10788, HELIO_06647	TCONS_00029827.p1
OG0000023	HELIO_00907	TCONS_00023484.p1, TCONS_00023448.p1, TCONS_00023486.p1, TCONS_00023450.p1, TCONS_00023451.p1, TCONS_00023489.p1, TCONS_00006187.p1, TCONS_00006188.p1, TCONS_00006190.p1
OG0000024	HELIO_06046, HELIO_05379, HELIO_07449	TCONS_00027765.p1
OG0000024	HELIO_07047	TCONS_00038533.p1
OG0000024	HELIO_00822	TCONS_00021650.p1
OG0000024	HELIO_03946	TCONS_00009471.p1, TCONS_00032712.p1, TCONS_00003610.p1, TCONS_00052950.p1, TCONS_00002982.p1, TCONS_00039372.p1, TCONS_00038234.p1, TCONS_00054692.p1, TCONS_00050908.p1, TCONS_00023169.p1, TCONS_00025719.p1, TCONS_00045646.p1, TCONS_00035184.p1, TCONS_00045722.p1, TCONS_00030268.p1, TCONS_00004208.p1
OG0000024	HELIO_10427	TCONS_00053773.p1, TCONS_00015293.p1
OG0000024	HELIO_10803	TCONS_00044135.p1
OG0000024	HELIO_07601	TCONS_00043577.p1, TCONS_00054855.p1, TCONS_00028368.p1, TCONS_00044844.p1
OG0000024	HELIO_04022	TCONS_00009651.p1, TCONS_00024337.p1
OG0000025	HELIO_08114	TCONS_00051612.p1
OG0000025	HELIO_07462	TCONS_00049388.p1
OG0000025	HELIO_06624	TCONS_00029873.p1, TCONS_00041153.p1
OG0000025	HELIO_04952	TCONS_00055238.p1, TCONS_00029214.p1, TCONS_00044396.p1, TCONS_00037441.p1, TCONS_00053206.p1, TCONS_00033951.p1
OG0000025	HELIO_01616	TCONS_00016476.p1, TCONS_00004608.p1
OG0000025	HELIO_04661	TCONS_00027603.p1, TCONS_00027215.p2
OG0000025	HELIO_11891, HELIO_06548, HELIO_05151, HELIO_05386, HELIO_05130, HELIO_05684, HELIO_07410, HELIO_06241, HELIO_08914, HELIO_07084, HELIO_05071, HELIO_06217, HELIO_04102, HELIO_05474, HELIO_04209, HELIO_04160, HELIO_03948, HELIO_05479, HELIO_06857	TCONS_00031481.p1, TCONS_00007104.p1, TCONS_00029375.p1, TCONS_00056090.p1, TCONS_00009489.p1, TCONS_00032646.p1, TCONS_00026371.p1
OG0000025	HELIO_05333	TCONS_00031198.p1, TCONS_00018673.p1, TCONS_00024081.p1, TCONS_00016477.p1, TCONS_00034579.p1, TCONS_00034352.p1, TCONS_00038052.p1
OG0000025	HELIO_02268	TCONS_00038243.p1, TCONS_00032040.p1, TCONS_00009183.p1
OG0000025	HELIO_05701	TCONS_00031703.p1, TCONS_00012858.p1, TCONS_00007266.p1, TCONS_00049623.p1, TCONS_00019473.p1, TCONS_00044920.p1, TCONS_00044570.p1, TCONS_00032176.p1, TCONS_00032902.p1, TCONS_00033001.p1, TCONS_00030113.p1, TCONS_00010596.p1, TCONS_00056440.p1, TCONS_00028828.p1, TCONS_00052217.p2, TCONS_00048535.p1, TCONS_00032079.p1
OG0000026	HELIO_00695, HELIO_00694	TCONS_00006376.p1, TCONS_00020194.p1
OG0000026	HELIO_09541	TCONS_00043670.p1
OG0000027	HELIO_02455, HELIO_02456, HELIO_04291, HELIO_07880, HELIO_08186, HELIO_04887	TCONS_00036982.p1, TCONS_00038160.p1, TCONS_00043390.p1, TCONS_00043383.p1, TCONS_00043158.p1, TCONS_00041772.p1, TCONS_00011611.p1, TCONS_00012601.p1, TCONS_00013252.p1, TCONS_00029640.p1
OG0000028	HELIO_10800	TCONS_00008790.p1
OG0000028	HELIO_06962	TCONS_00029701.p1, TCONS_00029704.p1, TCONS_00029474.p1, TCONS_00029475.p1
OG0000028	HELIO_00147	TCONS_00006156.p1, TCONS_00006138.p1
OG0000028	HELIO_06013	TCONS_00006185.p1, TCONS_00006184.p1
OG0000028	HELIO_00961	TCONS_00038444.p1, TCONS_00038402.p1
OG0000028	HELIO_06306	TCONS_00029777.p1, TCONS_00029776.p1
OG0000028	HELIO_06269	TCONS_00002058.p1, TCONS_00002059.p1, TCONS_00042376.p1, TCONS_00051030.p1
OG0000028	HELIO_12146	TCONS_00028862.p1
OG0000029	HELIO_05447	TCONS_00053078.p1
OG0000029	HELIO_05915, HELIO_11308	TCONS_00019159.p1
OG0000029	HELIO_11942	TCONS_00020525.p1
OG0000029	HELIO_00268, HELIO_06866, HELIO_02296, HELIO_09944, HELIO_05648, HELIO_01633, HELIO_06816	TCONS_00019133.p1, TCONS_00019127.p1, TCONS_00019135.p1, TCONS_00019138.p1, TCONS_00019136.p1, TCONS_00019137.p1, TCONS_00019126.p1, TCONS_00050506.p1, TCONS_00051607.p1
OG0000030	HELIO_11997	TCONS_00020726.p1, TCONS_00020728.p1, TCONS_00020088.p1
OG0000030	HELIO_04525, HELIO_09505	TCONS_00019673.p1
OG0000030	HELIO_06719	TCONS_00054176.p1, TCONS_00054136.p1
OG0000030	HELIO_06628	TCONS_00027726.p1
OG0000031	HELIO_00637	TCONS_00047108.p1, TCONS_00005437.p1
OG0000031	HELIO_11237	TCONS_00003900.p1
OG0000031	HELIO_10166	TCONS_00002937.p1
OG0000031	HELIO_00951	TCONS_00028162.p1
OG0000031	HELIO_11573	TCONS_00046710.p1, TCONS_00045709.p1
OG0000031	HELIO_00638	TCONS_00041599.p1
OG0000031	HELIO_00007	TCONS_00054588.p1
OG0000031	HELIO_08452	TCONS_00042947.p1
OG0000031	HELIO_02162	TCONS_00003964.p1
OG0000032	HELIO_03061, HELIO_11764	TCONS_00016893.p1
OG0000032	HELIO_06747	TCONS_00044343.p1, TCONS_00035361.p1, TCONS_00017411.p1, TCONS_00050123.p1, TCONS_00016786.p1, TCONS_00017609.p1, TCONS_00050122.p1, TCONS_00017607.p1, TCONS_00017604.p1, TCONS_00016860.p1, TCONS_00016861.p1, TCONS_00016865.p1, TCONS_00017410.p1, TCONS_00012833.p1, TCONS_00012832.p1
OG0000032	HELIO_05612, HELIO_01994, HELIO_06271, HELIO_05549, HELIO_06177, HELIO_11472, HELIO_11063, HELIO_05021, HELIO_02986	TCONS_00045890.p1, TCONS_00018770.p1
OG0000033	HELIO_03854	TCONS_00053510.p1
OG0000033	HELIO_05274, HELIO_05169, HELIO_06635, HELIO_07393	TCONS_00036759.p1, TCONS_00047220.p1, TCONS_00023095.p1, TCONS_00038290.p1, TCONS_00009749.p1, TCONS_00036215.p1, TCONS_00015661.p1, TCONS_00045647.p1
OG0000034	HELIO_11044	TCONS_00007418.p1
OG0000034	HELIO_03041, HELIO_03040	TCONS_00005924.p1
OG0000034	HELIO_10910	TCONS_00049881.p1, TCONS_00037015.p1
OG0000034	HELIO_05981	TCONS_00029638.p1
OG0000034	HELIO_12487	TCONS_00037982.p1
OG0000034	HELIO_11629	TCONS_00029930.p1
OG0000034	HELIO_08377	TCONS_00036269.p1, TCONS_00036263.p1
OG0000035	HELIO_06273	TCONS_00023765.p1
OG0000035	HELIO_04621	TCONS_00003567.p1
OG0000035	HELIO_03945, HELIO_04376	TCONS_00025160.p1
OG0000035	HELIO_12501	TCONS_00041944.p1, TCONS_00028232.p1
OG0000035	HELIO_03534	TCONS_00023673.p1
OG0000035	HELIO_07811, HELIO_06366	TCONS_00024074.p1
OG0000035	HELIO_00732	TCONS_00023006.p1
OG0000035	HELIO_11539	TCONS_00025465.p1
OG0000035	HELIO_10164	TCONS_00024093.p1
OG0000035	HELIO_04984	TCONS_00025514.p1
OG0000036	HELIO_01209, HELIO_01210, HELIO_09115, HELIO_04594, HELIO_09618	TCONS_00008906.p1
OG0000036	HELIO_07711	TCONS_00004743.p1, TCONS_00047870.p1, TCONS_00047869.p1, TCONS_00052470.p1, TCONS_00042048.p1, TCONS_00042050.p1, TCONS_00042049.p1, TCONS_00043406.p1
OG0000036	HELIO_02352, HELIO_11421, HELIO_04744	TCONS_00007681.p1
OG0000037	HELIO_01421	TCONS_00011218.p1
OG0000037	HELIO_01377	TCONS_00017535.p1
OG0000037	HELIO_04770	TCONS_00009673.p1
OG0000037	HELIO_09574, HELIO_11062, HELIO_01380	TCONS_00001517.p1, TCONS_00001518.p1, TCONS_00001527.p1, TCONS_00001346.p1, TCONS_00001949.p1, TCONS_00054047.p1, TCONS_00052956.p1, TCONS_00031395.p1, TCONS_00044661.p1
OG0000039	HELIO_01180	TCONS_00053909.p1, TCONS_00044047.p1, TCONS_00008253.p1, TCONS_00044435.p1, TCONS_00042739.p1, TCONS_00042734.p1
OG0000039	HELIO_07214	TCONS_00011057.p1
OG0000039	HELIO_00133	TCONS_00003433.p1
OG0000040	HELIO_00109, HELIO_04015, HELIO_04001, HELIO_06439, HELIO_00160, HELIO_06945	TCONS_00024097.p1, TCONS_00024098.p1, TCONS_00045509.p1, TCONS_00045506.p1, TCONS_00045516.p1, TCONS_00045517.p1, TCONS_00045514.p1, TCONS_00045510.p1, TCONS_00045512.p1, TCONS_00046641.p1, TCONS_00045518.p1, TCONS_00046639.p1, TCONS_00046638.p1, TCONS_00046635.p1, TCONS_00046634.p1, TCONS_00046632.p1, TCONS_00046631.p1, TCONS_00046636.p1, TCONS_00046637.p1, TCONS_00046648.p1, TCONS_00046649.p1, TCONS_00046633.p1, TCONS_00046630.p1, TCONS_00046629.p1
OG0000041	HELIO_03057	TCONS_00025634.p1
OG0000042	HELIO_12728	TCONS_00008406.p1, TCONS_00026990.p1, TCONS_00046239.p1, TCONS_00043759.p1, TCONS_00043760.p1
OG0000043	HELIO_04067	TCONS_00039125.p1
OG0000043	HELIO_00563	TCONS_00039467.p1, TCONS_00033828.p1
OG0000043	HELIO_03541	TCONS_00023271.p1
OG0000044	HELIO_05461	TCONS_00051346.p1, TCONS_00051348.p1, TCONS_00053656.p1, TCONS_00027232.p1, TCONS_00052493.p1, TCONS_00053655.p1
OG0000044	HELIO_02529	TCONS_00042476.p1
OG0000044	HELIO_07264	TCONS_00038566.p1
OG0000044	HELIO_01656	TCONS_00019797.p1
OG0000045	HELIO_07351, HELIO_00342	TCONS_00056914.p1
OG0000045	HELIO_03034	TCONS_00029637.p1
OG0000045	HELIO_01585	TCONS_00028538.p1, TCONS_00022841.p1
OG0000046	HELIO_08475	TCONS_00014287.p1, TCONS_00014285.p1
OG0000047	HELIO_05583, HELIO_01306	TCONS_00034735.p1, TCONS_00028463.p1, TCONS_00019059.p1, TCONS_00043202.p1, TCONS_00021946.p1, TCONS_00040505.p1, TCONS_00011376.p1, TCONS_00033721.p1
OG0000047	HELIO_06838	TCONS_00039178.p1, TCONS_00035743.p1
OG0000047	HELIO_06213, HELIO_05123, HELIO_00552, HELIO_05869	TCONS_00047770.p1
OG0000048	HELIO_12500	TCONS_00017594.p1, TCONS_00017595.p1, TCONS_00047230.p1
OG0000048	HELIO_03643	TCONS_00006570.p1
OG0000048	HELIO_05568	TCONS_00026749.p1
OG0000048	HELIO_05826, HELIO_06221	TCONS_00009734.p1
OG0000048	HELIO_11655	TCONS_00011079.p1
OG0000048	HELIO_08708	TCONS_00011575.p1
OG0000048	HELIO_05605	TCONS_00007155.p1
OG0000049	HELIO_02366	TCONS_00047286.p1
OG0000049	HELIO_12356	TCONS_00030952.p1
