Orthogroup	HELIO_ok	SACKO_ok
OG0000008	HELIO_10953, HELIO_01917	SACKO_08466
OG0000008	HELIO_09201	SACKO_31986, SACKO_33937, SACKO_05540
OG0000010	HELIO_07073	SACKO_31740
OG0000011	HELIO_01241, HELIO_00959, HELIO_05340, HELIO_03542, HELIO_04969, HELIO_03053, HELIO_03054, HELIO_06328, HELIO_05201, HELIO_07608, HELIO_07482, HELIO_06122, HELIO_07422	SACKO_22764
OG0000012	HELIO_04072, HELIO_05750	SACKO_25852, SACKO_05170, SACKO_05236, SACKO_05231, SACKO_27422, SACKO_01346, SACKO_05227, SACKO_05213, SACKO_06922, SACKO_10565
OG0000012	HELIO_06831	SACKO_01736
OG0000013	HELIO_12769, HELIO_05315, HELIO_05049, HELIO_10683, HELIO_05716, HELIO_11357, HELIO_00073, HELIO_05056, HELIO_05998	SACKO_02509, SACKO_16247
OG0000014	HELIO_03075	SACKO_03371, SACKO_03415, SACKO_03391, SACKO_22208, SACKO_17210, SACKO_07037
OG0000014	HELIO_06653	SACKO_08621
OG0000014	HELIO_08197, HELIO_07557, HELIO_08798	SACKO_25933, SACKO_00449, SACKO_12265, SACKO_12257
OG0000014	HELIO_12068	SACKO_13283
OG0000014	HELIO_07123	SACKO_33008, SACKO_33001, SACKO_33229, SACKO_27033, SACKO_03881, SACKO_03885, SACKO_33003
OG0000015	HELIO_10603	SACKO_01122, SACKO_01126
OG0000015	HELIO_09049	SACKO_09494
OG0000015	HELIO_10798	SACKO_11254, SACKO_29684, SACKO_11255, SACKO_11287, SACKO_11889, SACKO_08390, SACKO_24547, SACKO_24571, SACKO_02855, SACKO_24548, SACKO_22485, SACKO_22502, SACKO_22509
OG0000016	HELIO_05159, HELIO_08806	SACKO_08552, SACKO_02763, SACKO_27519
OG0000016	HELIO_03950, HELIO_10054	SACKO_31968
OG0000016	HELIO_03738	SACKO_23373, SACKO_07103, SACKO_18319
OG0000016	HELIO_04647	SACKO_14898
OG0000016	HELIO_11041	SACKO_06390
OG0000016	HELIO_07322, HELIO_06996, HELIO_05885, HELIO_04527, HELIO_04564	SACKO_10752, SACKO_25451, SACKO_06368, SACKO_16222, SACKO_01152, SACKO_01198, SACKO_02850, SACKO_02856, SACKO_23460, SACKO_02844, SACKO_00542, SACKO_04938, SACKO_04247, SACKO_12793, SACKO_30133, SACKO_06151, SACKO_06139, SACKO_16244, SACKO_18686, SACKO_27061, SACKO_06906, SACKO_06367, SACKO_06917
OG0000017	HELIO_04056, HELIO_08729, HELIO_04627, HELIO_04574, HELIO_08140, HELIO_07705	SACKO_32297
OG0000017	HELIO_06230, HELIO_06928	SACKO_00987, SACKO_29799
OG0000017	HELIO_05297	SACKO_32786, SACKO_07720
OG0000018	HELIO_01806	SACKO_25250
OG0000018	HELIO_11953, HELIO_04805, HELIO_09132, HELIO_05854, HELIO_05254, HELIO_06191, HELIO_05532	SACKO_10156
OG0000019	HELIO_05273	SACKO_29254
OG0000019	HELIO_07628	SACKO_34115
OG0000019	HELIO_00711, HELIO_04793, HELIO_04680	SACKO_10721
OG0000020	HELIO_01087	SACKO_32378
OG0000020	HELIO_03282	SACKO_15147
OG0000020	HELIO_03892	SACKO_20642
OG0000020	HELIO_08119	SACKO_08732
OG0000020	HELIO_03039	SACKO_26857
OG0000020	HELIO_08325	SACKO_10515
OG0000020	HELIO_10764	SACKO_21519
OG0000020	HELIO_10811	SACKO_08704
OG0000020	HELIO_12285	SACKO_16107, SACKO_20105
OG0000020	HELIO_05828	SACKO_15854
OG0000020	HELIO_10575	SACKO_20295
OG0000020	HELIO_05888	SACKO_29670
OG0000020	HELIO_07729	SACKO_04148
OG0000020	HELIO_08365	SACKO_24638
OG0000020	HELIO_01918	SACKO_04828
OG0000020	HELIO_11794	SACKO_14423
OG0000021	HELIO_00817, HELIO_05146	SACKO_17226, SACKO_17242, SACKO_17184
OG0000021	HELIO_05564	SACKO_04567
OG0000021	HELIO_07436	SACKO_33152
OG0000021	HELIO_09128	SACKO_29742
OG0000021	HELIO_01018	SACKO_31258, SACKO_00486, SACKO_14364, SACKO_10771, SACKO_11695, SACKO_09800, SACKO_24631
OG0000021	HELIO_08809, HELIO_00647, HELIO_10440, HELIO_04726, HELIO_09286, HELIO_07603	SACKO_25838
OG0000021	HELIO_02648	SACKO_24637, SACKO_24630, SACKO_24646
OG0000021	HELIO_08020, HELIO_10557	SACKO_24640
OG0000022	HELIO_07323	SACKO_01356
OG0000023	HELIO_07781	SACKO_10529
OG0000023	HELIO_08618, HELIO_08359, HELIO_11316	SACKO_06926
OG0000023	HELIO_07887, HELIO_10788, HELIO_06647	SACKO_14770
OG0000023	HELIO_00907	SACKO_02636, SACKO_32832, SACKO_04746, SACKO_21615, SACKO_02641, SACKO_06924
OG0000025	HELIO_01996, HELIO_02947, HELIO_11183, HELIO_06398, HELIO_03661, HELIO_07622, HELIO_05856, HELIO_03903, HELIO_08114, HELIO_07462	SACKO_19443
OG0000025	HELIO_04952	SACKO_16534
OG0000025	HELIO_04417, HELIO_06506, HELIO_01074, HELIO_11595, HELIO_06776, HELIO_10300, HELIO_05266, HELIO_08184, HELIO_05181, HELIO_02115	SACKO_21220
OG0000025	HELIO_04661, HELIO_01319, HELIO_11891, HELIO_06548, HELIO_05151, HELIO_05386, HELIO_05130, HELIO_05684, HELIO_07410, HELIO_06241, HELIO_08914, HELIO_07084, HELIO_05071, HELIO_06217, HELIO_04102, HELIO_05474, HELIO_04209, HELIO_04160, HELIO_03948, HELIO_05479, HELIO_06857, HELIO_06997, HELIO_11383, HELIO_05819, HELIO_05509, HELIO_05409, HELIO_05333, HELIO_02268	SACKO_13340
OG0000025	HELIO_05243, HELIO_04943, HELIO_07532, HELIO_06878, HELIO_07309, HELIO_06949, HELIO_05701, HELIO_05635, HELIO_06741	SACKO_20772, SACKO_33394, SACKO_06338
OG0000026	HELIO_00695, HELIO_00694	SACKO_15830
OG0000026	HELIO_09541	SACKO_24091
OG0000027	HELIO_02455, HELIO_02456, HELIO_04291, HELIO_07880, HELIO_08186, HELIO_04887	SACKO_16243, SACKO_16215, SACKO_20907, SACKO_20901, SACKO_20909, SACKO_20913, SACKO_20906, SACKO_20908, SACKO_20904, SACKO_01887, SACKO_01902, SACKO_24465, SACKO_19838, SACKO_12782, SACKO_13981
OG0000028	HELIO_06962	SACKO_00031, SACKO_00042, SACKO_00048, SACKO_00060
OG0000028	HELIO_00147	SACKO_21235
OG0000028	HELIO_06013	SACKO_11105, SACKO_11126
OG0000028	HELIO_00961	SACKO_32628
OG0000028	HELIO_06306	SACKO_00054, SACKO_29910
OG0000028	HELIO_06269	SACKO_21077, SACKO_21076, SACKO_18955, SACKO_29407
OG0000028	HELIO_12146	SACKO_04520
OG0000029	HELIO_10546, HELIO_00115	SACKO_12540, SACKO_04574
OG0000029	HELIO_05447	SACKO_07374
OG0000029	HELIO_05915, HELIO_11308	SACKO_14992, SACKO_14998, SACKO_15002
OG0000029	HELIO_11942	SACKO_15001
OG0000029	HELIO_00268, HELIO_06866, HELIO_02296, HELIO_09944, HELIO_05648, HELIO_01633, HELIO_06816	SACKO_26681, SACKO_26700, SACKO_26680, SACKO_26670, SACKO_26667, SACKO_25014, SACKO_14195
OG0000030	HELIO_11997	SACKO_06188, SACKO_06167, SACKO_15139, SACKO_15143
OG0000030	HELIO_04525, HELIO_09505	SACKO_15145, SACKO_06184, SACKO_15141, SACKO_15135, SACKO_06169, SACKO_06668, SACKO_06170
OG0000030	HELIO_06719	SACKO_23559
OG0000030	HELIO_06628	SACKO_33974
OG0000031	HELIO_00475	SACKO_18621
OG0000031	HELIO_11237	SACKO_18614
OG0000031	HELIO_00951	SACKO_16512
OG0000031	HELIO_11573	SACKO_21501
OG0000031	HELIO_00638	SACKO_14417
OG0000031	HELIO_00007	SACKO_32680
OG0000031	HELIO_08452	SACKO_14578
OG0000031	HELIO_02162	SACKO_03088
OG0000032	HELIO_06747	SACKO_20618, SACKO_18250, SACKO_18255, SACKO_27193, SACKO_27208, SACKO_28754
OG0000032	HELIO_05612, HELIO_01994, HELIO_06271, HELIO_05549, HELIO_06177, HELIO_11472, HELIO_11063, HELIO_05021, HELIO_02986	SACKO_02664
OG0000034	HELIO_03040	SACKO_08906
OG0000034	HELIO_11045	SACKO_15619
OG0000034	HELIO_10910	SACKO_19192
OG0000034	HELIO_05981	SACKO_16505
OG0000034	HELIO_12487	SACKO_05860
OG0000034	HELIO_11629	SACKO_29852
OG0000034	HELIO_08377	SACKO_21906
OG0000035	HELIO_06273	SACKO_31939
OG0000035	HELIO_04621	SACKO_02558
OG0000035	HELIO_03945, HELIO_04376	SACKO_31936
OG0000035	HELIO_12501	SACKO_19408
OG0000035	HELIO_03534	SACKO_12639
OG0000035	HELIO_07811, HELIO_06366	SACKO_13246
OG0000035	HELIO_00732	SACKO_16912
OG0000035	HELIO_11539	SACKO_19307, SACKO_22660
OG0000035	HELIO_10164	SACKO_07333, SACKO_04598
OG0000035	HELIO_04984	SACKO_08422
OG0000036	HELIO_01209, HELIO_01210, HELIO_09115, HELIO_04594, HELIO_09618	SACKO_28321
OG0000036	HELIO_07711	SACKO_09791, SACKO_09801, SACKO_09793, SACKO_25463, SACKO_16059, SACKO_11679, SACKO_11682, SACKO_11688
OG0000036	HELIO_02352, HELIO_11421, HELIO_04744	SACKO_28315
OG0000037	HELIO_01421	SACKO_05171
OG0000037	HELIO_01377	SACKO_15149
OG0000037	HELIO_04770	SACKO_17953, SACKO_17956
OG0000037	HELIO_09574, HELIO_11062, HELIO_01380	SACKO_33312, SACKO_33301, SACKO_07664, SACKO_07652, SACKO_16025
OG0000039	HELIO_01180	SACKO_16726, SACKO_16701
OG0000039	HELIO_07214	SACKO_15245
OG0000039	HELIO_10409	SACKO_26168, SACKO_17372
OG0000040	HELIO_00109, HELIO_04015, HELIO_04001, HELIO_06439, HELIO_00160, HELIO_06945	SACKO_18377, SACKO_18375, SACKO_18381, SACKO_18372, SACKO_21524, SACKO_18370, SACKO_21492, SACKO_21526, SACKO_12837, SACKO_20866, SACKO_06279, SACKO_20851
OG0000042	HELIO_12728	SACKO_09704, SACKO_06360, SACKO_13545, SACKO_01479, SACKO_01780, SACKO_01784, SACKO_06831, SACKO_06769, SACKO_11034, SACKO_11057, SACKO_23094, SACKO_05345, SACKO_01657, SACKO_14496
OG0000043	HELIO_00563	SACKO_11078
OG0000043	HELIO_03541	SACKO_09694
OG0000044	HELIO_05461	SACKO_25267, SACKO_00121
OG0000044	HELIO_02529	SACKO_11589
OG0000045	HELIO_07351, HELIO_00342	SACKO_32932
OG0000045	HELIO_03034	SACKO_11824
OG0000045	HELIO_01585	SACKO_03986, SACKO_29244
OG0000046	HELIO_08475	SACKO_18448
OG0000048	HELIO_12500	SACKO_10818
OG0000048	HELIO_03643	SACKO_04413
OG0000048	HELIO_05568	SACKO_24161
OG0000048	HELIO_11655	SACKO_03133
OG0000048	HELIO_08708	SACKO_17673
OG0000048	HELIO_00288, HELIO_00660, HELIO_12560, HELIO_10706	SACKO_04525, SACKO_04530, SACKO_31187
OG0000048	HELIO_05605	SACKO_29639
OG0000049	HELIO_02366	SACKO_25472
OG0000049	HELIO_10175	SACKO_29659
OG0000049	HELIO_12356	SACKO_17863
OG0000050	HELIO_04635	SACKO_33502, SACKO_27829, SACKO_28831, SACKO_23972
OG0000050	HELIO_04600	SACKO_14672, SACKO_27112, SACKO_18956, SACKO_28081, SACKO_24685
OG0000050	HELIO_04507, HELIO_05305	SACKO_16669, SACKO_28066, SACKO_21118
OG0000050	HELIO_03827, HELIO_11651, HELIO_10651, HELIO_07585	SACKO_21879, SACKO_14082, SACKO_12826, SACKO_19173, SACKO_06375, SACKO_10464, SACKO_01876, SACKO_20008
OG0000050	HELIO_00791, HELIO_04892, HELIO_11650	SACKO_16143
OG0000051	HELIO_06960, HELIO_04086, HELIO_00091, HELIO_07483, HELIO_04213, HELIO_04232, HELIO_11844	SACKO_01323, SACKO_05894, SACKO_05920, SACKO_05919, SACKO_05947, SACKO_05961, SACKO_05937, SACKO_05924, SACKO_05914, SACKO_05927, SACKO_21265, SACKO_05598, SACKO_21276, SACKO_00826, SACKO_19765, SACKO_21267, SACKO_21272, SACKO_21225, SACKO_21248, SACKO_21467
OG0000051	HELIO_11965, HELIO_05090, HELIO_05789	SACKO_26547, SACKO_15743, SACKO_15729, SACKO_15742, SACKO_15726
OG0000053	HELIO_04512	SACKO_23808
OG0000054	HELIO_03625, HELIO_05561	SACKO_11814, SACKO_18179
OG0000054	HELIO_11556, HELIO_11049, HELIO_07252, HELIO_05216	SACKO_17476
OG0000056	HELIO_05303	SACKO_33679, SACKO_33678, SACKO_33948, SACKO_33672
OG0000056	HELIO_09232	SACKO_04324, SACKO_33186
OG0000056	HELIO_07150	SACKO_24135
OG0000056	HELIO_07637	SACKO_05139
OG0000058	HELIO_04764, HELIO_06019	SACKO_00929, SACKO_00933, SACKO_00911
OG0000059	HELIO_08348	SACKO_01899
OG0000059	HELIO_00630, HELIO_02571	SACKO_10142, SACKO_10130, SACKO_25287, SACKO_10138, SACKO_34062, SACKO_14060, SACKO_25475, SACKO_34023, SACKO_34073
OG0000059	HELIO_00753, HELIO_11973	SACKO_27650, SACKO_27632, SACKO_27652, SACKO_13821, SACKO_17647
OG0000059	HELIO_07693, HELIO_05488	SACKO_18357
OG0000060	HELIO_02035	SACKO_26044
OG0000060	HELIO_11213	SACKO_07510
OG0000060	HELIO_12113	SACKO_08309
OG0000061	HELIO_11204	SACKO_02041
OG0000061	HELIO_04007, HELIO_00294, HELIO_10663	SACKO_02064
OG0000061	HELIO_00140	SACKO_22956, SACKO_22933
OG0000061	HELIO_07930	SACKO_27147
OG0000062	HELIO_06316	SACKO_15645
OG0000062	HELIO_08446, HELIO_09104	SACKO_01291, SACKO_22149
OG0000063	HELIO_10147	SACKO_12392
OG0000063	HELIO_12629	SACKO_30337
OG0000063	HELIO_04155	SACKO_15119
OG0000064	HELIO_01450, HELIO_11717	SACKO_03953, SACKO_27131
OG0000066	HELIO_02871	SACKO_12792
OG0000066	HELIO_08302	SACKO_04149, SACKO_32467
OG0000066	HELIO_11387	SACKO_23403
OG0000067	HELIO_11753, HELIO_06955	SACKO_23382, SACKO_23385, SACKO_23388, SACKO_23378, SACKO_23369
OG0000067	HELIO_07310	SACKO_31855, SACKO_31833, SACKO_12536, SACKO_12547, SACKO_12538, SACKO_06258, SACKO_31568, SACKO_29251, SACKO_32787, SACKO_32780
OG0000067	HELIO_09285	SACKO_16903, SACKO_03814, SACKO_03817, SACKO_18910
OG0000068	HELIO_09524, HELIO_08964	SACKO_13373, SACKO_07008, SACKO_31433, SACKO_13374, SACKO_13369, SACKO_13372, SACKO_13381
OG0000069	HELIO_11698	SACKO_07016, SACKO_15035
OG0000070	HELIO_05047, HELIO_00591	SACKO_10050, SACKO_01480, SACKO_29930
OG0000071	HELIO_00564	SACKO_23940, SACKO_34202
OG0000071	HELIO_11788	SACKO_24289
OG0000071	HELIO_04987	SACKO_08311
OG0000072	HELIO_10317	SACKO_30660
OG0000072	HELIO_09782	SACKO_25103
OG0000072	HELIO_10131	SACKO_14515
OG0000072	HELIO_05118, HELIO_10379	SACKO_31517
OG0000074	HELIO_11128, HELIO_09183, HELIO_01338, HELIO_05011, HELIO_10435, HELIO_08963	SACKO_04859
OG0000074	HELIO_06403	SACKO_00567, SACKO_23013
OG0000074	HELIO_01439, HELIO_07384, HELIO_06770, HELIO_11885	SACKO_01565, SACKO_20235, SACKO_20240, SACKO_02109, SACKO_12436, SACKO_31326, SACKO_31311, SACKO_16881, SACKO_29200, SACKO_29259, SACKO_32314, SACKO_29235, SACKO_02421, SACKO_29199, SACKO_29193, SACKO_29237, SACKO_29214, SACKO_02420, SACKO_15509, SACKO_14575, SACKO_14398, SACKO_14464, SACKO_14421, SACKO_26150, SACKO_06386, SACKO_14271, SACKO_08735
OG0000075	HELIO_02705	SACKO_07161
OG0000075	HELIO_12175	SACKO_31868
OG0000075	HELIO_01007	SACKO_31864
OG0000075	HELIO_07086	SACKO_16948
OG0000075	HELIO_01193	SACKO_31867
OG0000075	HELIO_09567	SACKO_23651
OG0000075	HELIO_05177	SACKO_09677
OG0000075	HELIO_00684	SACKO_16926
OG0000076	HELIO_04639	SACKO_34185
OG0000076	HELIO_05925	SACKO_08188, SACKO_33348
OG0000077	HELIO_05657	SACKO_13734
OG0000077	HELIO_00295	SACKO_16621, SACKO_13762, SACKO_02025
OG0000077	HELIO_11466	SACKO_24085
OG0000078	HELIO_06334, HELIO_11613, HELIO_04314, HELIO_00570	SACKO_29101
OG0000078	HELIO_06313	SACKO_28717, SACKO_28415, SACKO_06107, SACKO_11720, SACKO_15315
OG0000078	HELIO_07319, HELIO_06987	SACKO_15309
OG0000078	HELIO_02467	SACKO_06423
OG0000079	HELIO_01794, HELIO_05740	SACKO_22850
OG0000079	HELIO_00549	SACKO_02973
OG0000081	HELIO_06946, HELIO_04954, HELIO_06101, HELIO_04830	SACKO_05106, SACKO_05124, SACKO_05154, SACKO_13455, SACKO_09019, SACKO_26158, SACKO_26128, SACKO_04585
OG0000082	HELIO_12249	SACKO_10320, SACKO_23913, SACKO_28357, SACKO_23907, SACKO_09409, SACKO_23931, SACKO_23906, SACKO_26214, SACKO_32295
OG0000082	HELIO_08556	SACKO_12474
OG0000082	HELIO_06503, HELIO_04026, HELIO_02219	SACKO_26490
OG0000082	HELIO_05158	SACKO_23968, SACKO_23962
OG0000083	HELIO_00249, HELIO_04318, HELIO_07120, HELIO_08700, HELIO_11391, HELIO_00176, HELIO_06864, HELIO_06088, HELIO_07519, HELIO_05673	SACKO_13802
OG0000083	HELIO_03497, HELIO_03496	SACKO_04040
OG0000084	HELIO_06950	SACKO_19861, SACKO_03000
OG0000085	HELIO_02405	SACKO_23009
OG0000085	HELIO_08642	SACKO_29731
OG0000085	HELIO_11582	SACKO_33849
OG0000086	HELIO_04790	SACKO_19742, SACKO_21598
OG0000086	HELIO_03940	SACKO_07097, SACKO_30002
OG0000087	HELIO_02848	SACKO_19449
OG0000087	HELIO_02847, HELIO_02846	SACKO_18343
OG0000087	HELIO_10299	SACKO_31124
OG0000087	HELIO_09425	SACKO_09961
OG0000087	HELIO_04335	SACKO_21024
OG0000087	HELIO_00773	SACKO_23310, SACKO_14360
OG0000087	HELIO_06633	SACKO_23472
OG0000087	HELIO_01983	SACKO_06733
OG0000088	HELIO_00040	SACKO_22121, SACKO_03740, SACKO_08568, SACKO_17308, SACKO_10633, SACKO_10635
OG0000088	HELIO_06555, HELIO_11791, HELIO_06055, HELIO_05195, HELIO_00315, HELIO_08555	SACKO_32685, SACKO_32679, SACKO_28645, SACKO_11604, SACKO_11610, SACKO_24227, SACKO_24190, SACKO_14146, SACKO_31824, SACKO_31840, SACKO_27885, SACKO_20075
OG0000088	HELIO_06391	SACKO_18749, SACKO_25662, SACKO_04357, SACKO_25835, SACKO_02277, SACKO_25182, SACKO_33837, SACKO_01867, SACKO_33325
OG0000088	HELIO_08028	SACKO_11683
OG0000089	HELIO_06684	SACKO_27338
OG0000090	HELIO_12415	SACKO_21411
OG0000090	HELIO_09255	SACKO_07409
OG0000090	HELIO_03859, HELIO_12616	SACKO_28463, SACKO_27294, SACKO_22823, SACKO_27256, SACKO_22832, SACKO_22824
OG0000091	HELIO_06734, HELIO_05437, HELIO_01871, HELIO_05996	SACKO_25558, SACKO_23916
OG0000094	HELIO_07015	SACKO_30142
OG0000094	HELIO_03878	SACKO_14416
OG0000095	HELIO_01565, HELIO_06183, HELIO_04673, HELIO_07611	SACKO_28112, SACKO_28146, SACKO_22238, SACKO_22239, SACKO_09533, SACKO_14638, SACKO_28141, SACKO_28147, SACKO_28111, SACKO_05633, SACKO_28134, SACKO_05646, SACKO_28114
OG0000095	HELIO_04751, HELIO_04874	SACKO_28131, SACKO_05648
OG0000096	HELIO_07466	SACKO_00041
OG0000096	HELIO_03681	SACKO_02842
OG0000096	HELIO_03321	SACKO_13904
OG0000096	HELIO_03947	SACKO_24537
OG0000096	HELIO_09595	SACKO_27312, SACKO_27255
OG0000097	HELIO_06145	SACKO_05734, SACKO_32747, SACKO_18258, SACKO_18299, SACKO_18263
OG0000097	HELIO_05308	SACKO_09795, SACKO_16800, SACKO_17524, SACKO_16802, SACKO_10228, SACKO_19559, SACKO_01366, SACKO_19548, SACKO_17961, SACKO_17950, SACKO_31266, SACKO_11687, SACKO_11694, SACKO_10750, SACKO_30828, SACKO_01368, SACKO_01358, SACKO_10227, SACKO_19566, SACKO_19554, SACKO_19549
OG0000097	HELIO_04942	SACKO_15806
OG0000098	HELIO_07543	SACKO_30373, SACKO_19685
OG0000098	HELIO_11416	SACKO_15840
OG0000099	HELIO_00318, HELIO_06995	SACKO_03078
OG0000099	HELIO_00319	SACKO_07176
OG0000100	HELIO_08550	SACKO_30403
OG0000100	HELIO_06465	SACKO_05750
OG0000101	HELIO_03317	SACKO_13586, SACKO_13587, SACKO_31937
OG0000101	HELIO_11521	SACKO_23978, SACKO_23977
OG0000101	HELIO_06274, HELIO_11624, HELIO_06876	SACKO_17213, SACKO_17194, SACKO_17207, SACKO_30330
OG0000102	HELIO_08564	SACKO_09072, SACKO_09096, SACKO_13190
OG0000103	HELIO_03996	SACKO_33359
OG0000103	HELIO_12543	SACKO_23497
OG0000104	HELIO_04946	SACKO_13626
OG0000104	HELIO_03807	SACKO_19425
OG0000104	HELIO_05172	SACKO_13617
OG0000104	HELIO_02282	SACKO_13688
OG0000104	HELIO_00006	SACKO_16066
OG0000106	HELIO_07474	SACKO_19035
OG0000106	HELIO_05614	SACKO_31163, SACKO_03309, SACKO_31157
OG0000106	HELIO_10877	SACKO_26319
OG0000108	HELIO_02724	SACKO_19835, SACKO_20865
OG0000108	HELIO_11770	SACKO_17008
OG0000109	HELIO_04458	SACKO_21546, SACKO_09770, SACKO_24622, SACKO_09772, SACKO_21400, SACKO_09259, SACKO_17753, SACKO_17339, SACKO_27007, SACKO_17752, SACKO_07357
OG0000110	HELIO_11542	SACKO_10755, SACKO_10759, SACKO_10764, SACKO_28436, SACKO_28440, SACKO_19692, SACKO_19702
OG0000110	HELIO_04706	SACKO_09064
OG0000110	HELIO_12166, HELIO_08016, HELIO_01452	SACKO_22197
OG0000113	HELIO_06754	SACKO_14235, SACKO_07253, SACKO_22562, SACKO_28107
OG0000113	HELIO_04446, HELIO_08405	SACKO_08824, SACKO_32049, SACKO_03802, SACKO_24392, SACKO_25438, SACKO_24416, SACKO_01082
OG0000114	HELIO_08152	SACKO_05494
OG0000114	HELIO_00027, HELIO_06292	SACKO_05497, SACKO_05499, SACKO_05519
OG0000115	HELIO_10330	SACKO_25171
OG0000116	HELIO_08217, HELIO_10553	SACKO_31632
OG0000116	HELIO_07865	SACKO_28117
OG0000117	HELIO_07925	SACKO_11514
OG0000117	HELIO_12672	SACKO_17564, SACKO_17585, SACKO_17575, SACKO_17577, SACKO_17609, SACKO_17600
OG0000117	HELIO_11112, HELIO_11113	SACKO_03547
OG0000119	HELIO_09291	SACKO_14170
OG0000119	HELIO_08423	SACKO_28303
OG0000121	HELIO_11384	SACKO_13416, SACKO_17485, SACKO_17484, SACKO_03657
OG0000121	HELIO_00672	SACKO_04710
OG0000121	HELIO_05376	SACKO_31429, SACKO_21563
OG0000122	HELIO_03986, HELIO_09221	SACKO_31419
OG0000123	HELIO_00165	SACKO_21671
OG0000123	HELIO_08717	SACKO_13259
OG0000123	HELIO_08884	SACKO_30225
OG0000123	HELIO_06757	SACKO_24090
OG0000123	HELIO_09783	SACKO_12014
OG0000123	HELIO_10689	SACKO_31894
OG0000124	HELIO_02264	SACKO_33754, SACKO_22345
OG0000124	HELIO_07531	SACKO_19309
OG0000124	HELIO_01505	SACKO_02327
OG0000125	HELIO_09637, HELIO_09639	SACKO_31925
OG0000125	HELIO_08654	SACKO_18243, SACKO_25407
OG0000125	HELIO_11225	SACKO_18622
OG0000125	HELIO_03951	SACKO_17275
OG0000125	HELIO_08019	SACKO_21397, SACKO_06987
OG0000126	HELIO_05678	SACKO_30837
