Orthogroup	HELIO_ok	BRALA
OG0000009	HELIO_05505, HELIO_04932	BRALA12697, BRALA27847
OG0000009	HELIO_10113, HELIO_06297, HELIO_04676	BRALA32265, BRALA29866, BRALA26277, BRALA33071, BRALA32981, BRALA30024, BRALA26298, BRALA26297, BRALA06338
OG0000010	HELIO_11860	BRALA17508, BRALA01650
OG0000010	HELIO_07073	BRALA01026, BRALA09806
OG0000010	HELIO_05291	BRALA12875
OG0000011	HELIO_09981, HELIO_04800	BRALA22896, BRALA17910
OG0000011	HELIO_01844, HELIO_04250, HELIO_06749, HELIO_07221	BRALA24606, BRALA21132, BRALA19164, BRALA01848, BRALA33125, BRALA17676, BRALA20767, BRALA04035, BRALA23557, BRALA32799, BRALA32249
OG0000011	HELIO_04650	BRALA19887
OG0000011	HELIO_01241, HELIO_00959	BRALA07657, BRALA07658, BRALA14523, BRALA24764, BRALA15476, BRALA23449, BRALA24766, BRALA32763, BRALA07512, BRALA05037
OG0000011	HELIO_05340	BRALA06517, BRALA01847, BRALA32798
OG0000011	HELIO_09607	BRALA25154, BRALA13222, BRALA19792
OG0000011	HELIO_07282	BRALA17612
OG0000012	HELIO_04072, HELIO_05750	BRALA12212, BRALA16898, BRALA21507, BRALA26960, BRALA19503, BRALA19502, BRALA19501, BRALA18532, BRALA31453, BRALA26961, BRALA08455, BRALA12215
OG0000012	HELIO_06831	BRALA22947
OG0000014	HELIO_12068	BRALA28626, BRALA28625, BRALA28624
OG0000014	HELIO_07123	BRALA15621, BRALA12274
OG0000014	HELIO_10724	BRALA09953, BRALA20835, BRALA21213, BRALA14270
OG0000015	HELIO_10798	BRALA18748, BRALA15755
OG0000016	HELIO_04641	BRALA34743
OG0000016	HELIO_05159, HELIO_08806	BRALA00485
OG0000016	HELIO_08070	BRALA00484, BRALA00482, BRALA24680
OG0000016	HELIO_05626, HELIO_09411	BRALA13647
OG0000016	HELIO_05456	BRALA32113, BRALA10406
OG0000016	HELIO_03738	BRALA21418, BRALA29534, BRALA13585
OG0000016	HELIO_07791	BRALA33945, BRALA35656, BRALA16777, BRALA04807, BRALA04808
OG0000016	HELIO_11041	BRALA09686
OG0000016	HELIO_07322, HELIO_06996, HELIO_05885, HELIO_04527, HELIO_04564	BRALA22170
OG0000017	HELIO_09340	BRALA05160
OG0000018	HELIO_01806, HELIO_11953, HELIO_04805, HELIO_09132, HELIO_05854, HELIO_05254, HELIO_06191, HELIO_05532, HELIO_03926, HELIO_06035	BRALA25938, BRALA02443, BRALA07959, BRALA03388, BRALA27096, BRALA25561
OG0000018	HELIO_05318	BRALA13704, BRALA27948, BRALA23173, BRALA12914, BRALA25800, BRALA23152, BRALA29804, BRALA18094
OG0000018	HELIO_05992, HELIO_04247	BRALA34486
OG0000018	HELIO_04613	BRALA27952, BRALA31952
OG0000018	HELIO_06631, HELIO_07465	BRALA27097
OG0000018	HELIO_07089, HELIO_06040, HELIO_03912, HELIO_03992, HELIO_02946	BRALA20530, BRALA30320, BRALA33187, BRALA27247, BRALA32183, BRALA17258, BRALA32989, BRALA30091, BRALA20808, BRALA24748, BRALA18020, BRALA23577, BRALA11468, BRALA26056, BRALA02824, BRALA06189, BRALA32094, BRALA32688, BRALA07025, BRALA20941, BRALA31799
OG0000019	HELIO_07628, HELIO_05932, HELIO_06034, HELIO_06893	BRALA00309, BRALA00310, BRALA00311
OG0000019	HELIO_11234	BRALA00404, BRALA00405
OG0000020	HELIO_01087	BRALA28848
OG0000020	HELIO_03892	BRALA05608
OG0000020	HELIO_08119	BRALA18984
OG0000020	HELIO_10764	BRALA16287
OG0000020	HELIO_10811	BRALA19612, BRALA00988, BRALA00987, BRALA34428, BRALA17137, BRALA26917, BRALA04450, BRALA19326, BRALA17705, BRALA01370, BRALA04503, BRALA22183, BRALA09492, BRALA12060, BRALA03276, BRALA03275, BRALA15785, BRALA31112, BRALA12011, BRALA22630, BRALA11869, BRALA14062
OG0000020	HELIO_12285	BRALA27392
OG0000020	HELIO_05828	BRALA11912
OG0000020	HELIO_07729	BRALA18130
OG0000020	HELIO_08365	BRALA12599
OG0000020	HELIO_01918	BRALA10628
OG0000020	HELIO_11794	BRALA23615
OG0000021	HELIO_05564	BRALA18098
OG0000021	HELIO_09128	BRALA34639, BRALA31905
OG0000021	HELIO_10440, HELIO_04726, HELIO_09286, HELIO_07603	BRALA06012
OG0000021	HELIO_02648, HELIO_08020, HELIO_10557, HELIO_04069	BRALA20360, BRALA20164
OG0000023	HELIO_07781	BRALA34393, BRALA34449, BRALA33273
OG0000023	HELIO_08618, HELIO_08359, HELIO_11316	BRALA05747, BRALA25168, BRALA25184, BRALA25185, BRALA29062, BRALA25437
OG0000023	HELIO_07887, HELIO_10788, HELIO_06647	BRALA17881, BRALA21074, BRALA03421
OG0000024	HELIO_10427, HELIO_10803, HELIO_04927, HELIO_04554, HELIO_07194, HELIO_07601, HELIO_04022	BRALA13162, BRALA17266
OG0000025	HELIO_06624	BRALA32180
OG0000025	HELIO_06776	BRALA21990, BRALA01764, BRALA20092
OG0000025	HELIO_01616	BRALA29928, BRALA29404, BRALA24909
OG0000025	HELIO_04661, HELIO_01319, HELIO_11891, HELIO_06548, HELIO_05151, HELIO_05386, HELIO_05130, HELIO_05684, HELIO_07410, HELIO_06241, HELIO_08914, HELIO_07084, HELIO_05071, HELIO_06217, HELIO_04102, HELIO_05474, HELIO_04209, HELIO_04160, HELIO_03948, HELIO_05479, HELIO_06857	BRALA01670, BRALA20143, BRALA15727, BRALA11574, BRALA26555
OG0000025	HELIO_05333	BRALA08078, BRALA28867, BRALA19412, BRALA08149, BRALA12844, BRALA13976, BRALA21247, BRALA25435, BRALA28795, BRALA26554, BRALA29691, BRALA31389, BRALA33393, BRALA22035, BRALA31817, BRALA04997
OG0000025	HELIO_02268	BRALA23330
OG0000025	HELIO_05243, HELIO_04943, HELIO_07532, HELIO_06878, HELIO_07309, HELIO_06949, HELIO_05701, HELIO_05635, HELIO_06741	BRALA15728, BRALA15173, BRALA17925, BRALA20091, BRALA25964, BRALA20492, BRALA24129, BRALA01765, BRALA32347
OG0000026	HELIO_09541	BRALA01767
OG0000027	HELIO_06026, HELIO_07228, HELIO_05233, HELIO_07068, HELIO_05709	BRALA16500, BRALA16502
OG0000028	HELIO_06306	BRALA08523
OG0000028	HELIO_06269	BRALA00011, BRALA12956, BRALA12957
OG0000028	HELIO_12146	BRALA19589, BRALA19590, BRALA06381, BRALA06380, BRALA21277
OG0000029	HELIO_05447	BRALA01099
OG0000029	HELIO_05915, HELIO_11308	BRALA00240
OG0000029	HELIO_11942	BRALA18593, BRALA15599, BRALA21105, BRALA06813, BRALA30989, BRALA00525, BRALA00526, BRALA00527, BRALA00523, BRALA00522, BRALA00528, BRALA09392, BRALA20510, BRALA08676
OG0000030	HELIO_06719	BRALA32549, BRALA32573
OG0000030	HELIO_06628	BRALA32176
OG0000031	HELIO_00637	BRALA28310, BRALA01948, BRALA09437, BRALA32909, BRALA01946, BRALA12064, BRALA09438, BRALA01951, BRALA14885, BRALA09441, BRALA09439, BRALA32910, BRALA01947, BRALA01952, BRALA14882, BRALA23662, BRALA14883, BRALA19306, BRALA05713, BRALA17265, BRALA15256, BRALA15254, BRALA01977, BRALA22606
OG0000031	HELIO_00475	BRALA04543
OG0000031	HELIO_11237	BRALA04547
OG0000031	HELIO_10166	BRALA04610
OG0000031	HELIO_00951	BRALA13458
OG0000031	HELIO_11573	BRALA16640
OG0000031	HELIO_00638	BRALA28311
OG0000032	HELIO_05612, HELIO_01994, HELIO_06271, HELIO_05549, HELIO_06177, HELIO_11472, HELIO_11063, HELIO_05021, HELIO_02986	BRALA11179, BRALA11177, BRALA09647
OG0000033	HELIO_05494	BRALA24907, BRALA25475, BRALA07998, BRALA07997, BRALA14864, BRALA20167, BRALA15709, BRALA30462, BRALA29514, BRALA21331, BRALA01502, BRALA25179
OG0000033	HELIO_06429, HELIO_06966	BRALA33421, BRALA14172
OG0000033	HELIO_06082	BRALA10011, BRALA12783, BRALA04117, BRALA04068
OG0000033	HELIO_04366	BRALA13255, BRALA23215, BRALA25545, BRALA32441
OG0000033	HELIO_05274	BRALA27795, BRALA10774, BRALA00010
OG0000033	HELIO_05169	BRALA22615, BRALA32032, BRALA32815, BRALA33133, BRALA19402
OG0000033	HELIO_06635, HELIO_07393	BRALA00758, BRALA22567, BRALA31294, BRALA28294
OG0000033	HELIO_06447	BRALA30835, BRALA20226, BRALA25684, BRALA27595, BRALA30827, BRALA34440, BRALA21407, BRALA29940, BRALA33100, BRALA11728, BRALA22616, BRALA29799, BRALA33689, BRALA15957, BRALA23169, BRALA32611, BRALA24594, BRALA32612, BRALA10244
OG0000034	HELIO_03041, HELIO_03040	BRALA27570
OG0000034	HELIO_11045	BRALA08751
OG0000034	HELIO_10910	BRALA08901, BRALA03079
OG0000034	HELIO_05981	BRALA17580
OG0000034	HELIO_12487	BRALA08885
OG0000034	HELIO_11629	BRALA06594
OG0000035	HELIO_04621	BRALA21367, BRALA35402
OG0000035	HELIO_03945, HELIO_04376	BRALA13925
OG0000035	HELIO_03534	BRALA13921
OG0000035	HELIO_07811, HELIO_06366	BRALA29588
OG0000035	HELIO_00732, HELIO_11539	BRALA13915, BRALA22877
OG0000035	HELIO_04984	BRALA13917
OG0000036	HELIO_01209, HELIO_01210, HELIO_09115, HELIO_04594, HELIO_09618	BRALA22400, BRALA22399, BRALA22398, BRALA02193, BRALA22463, BRALA05181
OG0000036	HELIO_07711	BRALA31321, BRALA06755, BRALA06753, BRALA18345
OG0000036	HELIO_02352, HELIO_11421, HELIO_04744	BRALA22402, BRALA22404
OG0000037	HELIO_01421	BRALA22275
OG0000037	HELIO_01377	BRALA16015
OG0000037	HELIO_04770	BRALA16388
OG0000038	HELIO_07209	BRALA18077
OG0000039	HELIO_01180	BRALA01170, BRALA17648, BRALA19632, BRALA19635
OG0000039	HELIO_07214	BRALA21586
OG0000039	HELIO_00133	BRALA02916, BRALA20258, BRALA27882, BRALA01626, BRALA01628, BRALA23751, BRALA01619, BRALA01617, BRALA01627, BRALA01624, BRALA01620, BRALA01618, BRALA04466, BRALA04471, BRALA01927, BRALA16092
OG0000040	HELIO_00109, HELIO_04015, HELIO_04001, HELIO_06439, HELIO_00160, HELIO_06945	BRALA28368, BRALA17917, BRALA31975, BRALA14369, BRALA25635, BRALA14529, BRALA07729, BRALA29177, BRALA06759, BRALA31556, BRALA17916, BRALA33438, BRALA30900, BRALA15606
OG0000042	HELIO_05918, HELIO_12031	BRALA07355
OG0000043	HELIO_00563	BRALA06439, BRALA20722
OG0000043	HELIO_03541	BRALA09159
OG0000044	HELIO_05461	BRALA16330, BRALA33207
OG0000044	HELIO_02529	BRALA28596
OG0000044	HELIO_07264	BRALA34838
OG0000044	HELIO_01656	BRALA12952
OG0000045	HELIO_07351, HELIO_00342	BRALA00161, BRALA00165, BRALA00163, BRALA00162
OG0000045	HELIO_03034	BRALA01913, BRALA01918, BRALA01920
OG0000045	HELIO_01585	BRALA22894
OG0000046	HELIO_08475	BRALA28946
OG0000047	HELIO_06314, HELIO_04036	BRALA26369, BRALA32034, BRALA34020, BRALA28823, BRALA03575, BRALA05399, BRALA24725, BRALA07480, BRALA17974, BRALA28047, BRALA13926
OG0000047	HELIO_01306	BRALA23218, BRALA14165, BRALA14164, BRALA28069
OG0000047	HELIO_06838	BRALA32269
OG0000048	HELIO_10223	BRALA08224
OG0000048	HELIO_05568	BRALA06772
OG0000048	HELIO_11655	BRALA17809
OG0000048	HELIO_08708	BRALA10830
OG0000048	HELIO_04435, HELIO_12559	BRALA23587
OG0000048	HELIO_05605	BRALA03524
OG0000050	HELIO_04635	BRALA29504, BRALA33239
OG0000050	HELIO_04507, HELIO_05305	BRALA27959, BRALA01945, BRALA33449, BRALA32066, BRALA01944, BRALA30000, BRALA21559, BRALA15438, BRALA30119
OG0000050	HELIO_03827, HELIO_11651, HELIO_10651, HELIO_07585	BRALA21077
OG0000051	HELIO_06960, HELIO_04086, HELIO_00091, HELIO_07483, HELIO_04213, HELIO_04232, HELIO_11844	BRALA17952
OG0000051	HELIO_11965, HELIO_05090, HELIO_05789	BRALA22978, BRALA25416
OG0000052	HELIO_05693	BRALA14154, BRALA03903, BRALA35146
OG0000052	HELIO_04521	BRALA01780, BRALA19636, BRALA03448, BRALA25177, BRALA34774, BRALA19340, BRALA19337, BRALA13175, BRALA29756, BRALA21907, BRALA29760, BRALA26550, BRALA11628, BRALA30906, BRALA27793, BRALA29469, BRALA18478, BRALA20881, BRALA32444, BRALA27554, BRALA22559, BRALA28706, BRALA23403, BRALA12582, BRALA24313, BRALA03336, BRALA01309, BRALA00341, BRALA01921, BRALA17134, BRALA09402, BRALA13022, BRALA11458, BRALA26226, BRALA32281, BRALA31303
OG0000054	HELIO_03625, HELIO_05561	BRALA24089
OG0000054	HELIO_11556, HELIO_11049, HELIO_07252, HELIO_05216	BRALA02118
OG0000056	HELIO_05303	BRALA00682, BRALA22096
OG0000056	HELIO_03513	BRALA21309
OG0000057	HELIO_05858	BRALA22206, BRALA11691, BRALA27516, BRALA21236
OG0000057	HELIO_07020	BRALA00966, BRALA09850, BRALA13889, BRALA10001, BRALA13910, BRALA23224, BRALA06484, BRALA33854, BRALA09469, BRALA07816, BRALA07817, BRALA07813, BRALA34412, BRALA23522, BRALA07814, BRALA23123, BRALA16040
OG0000058	HELIO_04764, HELIO_06019	BRALA27304
OG0000059	HELIO_08348	BRALA11568
OG0000059	HELIO_09805	BRALA15311, BRALA34589, BRALA15310, BRALA15309, BRALA15308
OG0000059	HELIO_00630, HELIO_02571, HELIO_00753, HELIO_11973	BRALA20330, BRALA08042, BRALA20333, BRALA20334, BRALA18048, BRALA33673, BRALA34416, BRALA33406, BRALA33715
OG0000059	HELIO_07693, HELIO_05488	BRALA19963, BRALA20366
OG0000060	HELIO_02035	BRALA01718
OG0000060	HELIO_11213	BRALA00658, BRALA22074
OG0000061	HELIO_11204	BRALA07400
OG0000061	HELIO_04007, HELIO_00294, HELIO_10663	BRALA09017, BRALA07401, BRALA14793, BRALA14792
OG0000061	HELIO_00140, HELIO_07930	BRALA07399, BRALA11283, BRALA07094, BRALA17504
OG0000062	HELIO_06316	BRALA31607
OG0000062	HELIO_08446, HELIO_09104	BRALA35327, BRALA00098
OG0000063	HELIO_12062	BRALA01329
OG0000063	HELIO_04155	BRALA04998, BRALA01208, BRALA05262, BRALA05245, BRALA05098, BRALA01012, BRALA05297
OG0000066	HELIO_08302	BRALA25173, BRALA12022, BRALA14833, BRALA25174, BRALA14834, BRALA12019, BRALA12020, BRALA12018, BRALA25175
OG0000066	HELIO_11387	BRALA25733
OG0000066	HELIO_05268	BRALA34593, BRALA24323, BRALA27164
OG0000067	HELIO_11753, HELIO_06955	BRALA04453
OG0000067	HELIO_07310	BRALA35634, BRALA09451
OG0000069	HELIO_11698	BRALA31904, BRALA27769, BRALA28929
OG0000070	HELIO_00590	BRALA24904
OG0000070	HELIO_05047, HELIO_00591	BRALA22763, BRALA01254
OG0000071	HELIO_11788	BRALA16857
OG0000071	HELIO_04987, HELIO_11295	BRALA32052, BRALA20842, BRALA32055, BRALA20769
OG0000072	HELIO_10317	BRALA08308
OG0000072	HELIO_09782	BRALA12631
OG0000072	HELIO_10131	BRALA35229, BRALA34984, BRALA33639, BRALA31916
OG0000072	HELIO_05118, HELIO_10379	BRALA03848
OG0000072	HELIO_04791	BRALA18086
OG0000073	HELIO_07437	BRALA22888, BRALA02628, BRALA09933, BRALA18280
OG0000074	HELIO_06403	BRALA08058
OG0000075	HELIO_02705	BRALA11316
OG0000075	HELIO_01007	BRALA07062
OG0000075	HELIO_07086	BRALA18754
OG0000075	HELIO_01193	BRALA11318
OG0000075	HELIO_09567	BRALA20309
OG0000075	HELIO_05177	BRALA25719
OG0000075	HELIO_00684	BRALA17324
OG0000076	HELIO_06908	BRALA30389
OG0000076	HELIO_05357	BRALA10512, BRALA29888
OG0000076	HELIO_06296	BRALA06580
OG0000076	HELIO_11136	BRALA29887
OG0000077	HELIO_05657	BRALA11472
OG0000077	HELIO_00295	BRALA35746, BRALA06424
OG0000077	HELIO_11466	BRALA09898
OG0000078	HELIO_04314, HELIO_00570	BRALA02325
OG0000079	HELIO_01794, HELIO_05740	BRALA00097, BRALA00109
OG0000079	HELIO_00549	BRALA22809
OG0000079	HELIO_01744, HELIO_07509	BRALA13477, BRALA00141, BRALA16237, BRALA25844, BRALA16235
OG0000080	HELIO_10367, HELIO_08678, HELIO_04917, HELIO_06961	BRALA16765
OG0000081	HELIO_00244	BRALA18450, BRALA18449, BRALA18446, BRALA18452, BRALA05158, BRALA05161
OG0000082	HELIO_12249	BRALA23665
OG0000082	HELIO_08556	BRALA23991
OG0000082	HELIO_06503, HELIO_04026, HELIO_02219	BRALA10738
OG0000082	HELIO_05158	BRALA12024
OG0000083	HELIO_10428	BRALA34234, BRALA06829
OG0000083	HELIO_00249, HELIO_04318, HELIO_07120, HELIO_08700, HELIO_11391, HELIO_00176, HELIO_06864, HELIO_06088, HELIO_07519, HELIO_05673	BRALA25048
OG0000084	HELIO_06950	BRALA06864, BRALA06861, BRALA24902, BRALA20804
OG0000085	HELIO_02405	BRALA10231
OG0000085	HELIO_05344	BRALA35021
OG0000085	HELIO_08642	BRALA25560
OG0000085	HELIO_11582	BRALA18829
OG0000086	HELIO_04467	BRALA30393
OG0000087	HELIO_10299	BRALA25013
OG0000087	HELIO_04335	BRALA04156
OG0000087	HELIO_00773	BRALA02414
OG0000087	HELIO_02061	BRALA11395
OG0000087	HELIO_06411	BRALA13093
OG0000088	HELIO_00040, HELIO_06555, HELIO_11791, HELIO_06055, HELIO_05195, HELIO_00315, HELIO_08555, HELIO_06391	BRALA15338, BRALA01326, BRALA11261, BRALA04185, BRALA11262, BRALA11263, BRALA13073, BRALA15449, BRALA28619, BRALA23225, BRALA05764, BRALA00340
OG0000088	HELIO_08028	BRALA17728
OG0000089	HELIO_06389, HELIO_03526, HELIO_07518, HELIO_10304	BRALA30280, BRALA11321, BRALA01875, BRALA04469, BRALA29882, BRALA04174, BRALA10340, BRALA11376, BRALA20593
OG0000089	HELIO_06684	BRALA34209
OG0000089	HELIO_10658	BRALA08976, BRALA35711, BRALA10278
OG0000090	HELIO_04390	BRALA02609
OG0000090	HELIO_12415	BRALA02611
OG0000090	HELIO_09255	BRALA09731
OG0000090	HELIO_03859, HELIO_12616	BRALA04706
OG0000091	HELIO_06609	BRALA15793, BRALA15791, BRALA21812, BRALA21813, BRALA21766, BRALA17200, BRALA17198
OG0000093	HELIO_00044	BRALA28377, BRALA20522, BRALA17985, BRALA09980, BRALA27134, BRALA10169, BRALA26746, BRALA09214, BRALA09292, BRALA09217, BRALA09420, BRALA04873, BRALA21833, BRALA30465, BRALA09212, BRALA07003, BRALA04758, BRALA20840, BRALA13823, BRALA28274, BRALA31045, BRALA13918, BRALA16091, BRALA31189
OG0000093	HELIO_04928, HELIO_06889	BRALA11908, BRALA24397, BRALA24396, BRALA11910, BRALA11909, BRALA28868, BRALA21888, BRALA08104, BRALA25999, BRALA23972, BRALA01382, BRALA01380, BRALA08219, BRALA08221, BRALA08220, BRALA11214, BRALA23556, BRALA22226, BRALA29727, BRALA11781, BRALA11780, BRALA23126, BRALA16469, BRALA00842, BRALA15704
OG0000094	HELIO_07015	BRALA34518
OG0000094	HELIO_03878	BRALA09222, BRALA24092
OG0000095	HELIO_01565, HELIO_06183, HELIO_04673, HELIO_07611, HELIO_04751, HELIO_04874	BRALA15122, BRALA25718, BRALA09730, BRALA09773, BRALA27146, BRALA20760, BRALA08842
OG0000096	HELIO_07466	BRALA29898, BRALA29897
OG0000096	HELIO_03321	BRALA16859
OG0000096	HELIO_03947	BRALA08595, BRALA28945
OG0000096	HELIO_09595	BRALA24883
OG0000097	HELIO_05308	BRALA05553, BRALA14233, BRALA32615, BRALA14235, BRALA25549
OG0000097	HELIO_04942	BRALA20028
OG0000098	HELIO_07543	BRALA00433
OG0000098	HELIO_11416	BRALA09558
OG0000099	HELIO_00318, HELIO_06995	BRALA15695, BRALA29540, BRALA29541
OG0000100	HELIO_04500	BRALA19071, BRALA30449, BRALA23531, BRALA30448, BRALA28361, BRALA30991, BRALA23157
OG0000100	HELIO_06465	BRALA10562
OG0000100	HELIO_03096	BRALA34789
OG0000101	HELIO_03317	BRALA27830
OG0000101	HELIO_11521	BRALA35778, BRALA34308
OG0000101	HELIO_06274, HELIO_11624, HELIO_06876	BRALA07967, BRALA07968, BRALA07970, BRALA07971, BRALA07969, BRALA14905, BRALA34983, BRALA04209, BRALA32337, BRALA04500, BRALA17899, BRALA22970
OG0000102	HELIO_08564	BRALA25931
OG0000103	HELIO_03996	BRALA12702, BRALA24770, BRALA25187, BRALA25191, BRALA31877, BRALA22032, BRALA34609, BRALA35379, BRALA31987, BRALA22034, BRALA22033
OG0000104	HELIO_04946	BRALA24676, BRALA24677
OG0000104	HELIO_03807	BRALA26650
OG0000104	HELIO_05172	BRALA24675
OG0000104	HELIO_02282	BRALA25097, BRALA25098
OG0000104	HELIO_00006	BRALA20458, BRALA20457
OG0000105	HELIO_01100, HELIO_00114, HELIO_07550, HELIO_11647, HELIO_00723, HELIO_10734, HELIO_00015, HELIO_04422, HELIO_00218, HELIO_01340, HELIO_05453, HELIO_04143, HELIO_02007, HELIO_06456, HELIO_11991, HELIO_08647, HELIO_10468	BRALA27301, BRALA27302, BRALA27300
OG0000106	HELIO_02364	BRALA03304, BRALA03303, BRALA03302, BRALA03305
OG0000106	HELIO_07474	BRALA17617
OG0000106	HELIO_05614	BRALA24272, BRALA34814, BRALA05381, BRALA14365, BRALA14367
OG0000107	HELIO_04878	BRALA31407
OG0000108	HELIO_11770	BRALA16179, BRALA16183, BRALA16198, BRALA02119
OG0000109	HELIO_00715	BRALA25227
OG0000109	HELIO_03843, HELIO_03964, HELIO_08891	BRALA05286
OG0000109	HELIO_04429, HELIO_05774, HELIO_07157, HELIO_04749	BRALA09718, BRALA05752, BRALA07075, BRALA09722, BRALA27279, BRALA10367, BRALA14686, BRALA05751, BRALA05749
OG0000110	HELIO_05242, HELIO_00041, HELIO_11542, HELIO_10665, HELIO_00526, HELIO_02476, HELIO_10466, HELIO_10465, HELIO_05234, HELIO_11191	BRALA05542, BRALA08593, BRALA22079, BRALA25609
OG0000110	HELIO_04706	BRALA29111, BRALA29112, BRALA24555, BRALA29879, BRALA15145
OG0000110	HELIO_12166, HELIO_08016, HELIO_01452	BRALA25881, BRALA05405, BRALA34750
OG0000113	HELIO_06754	BRALA05711, BRALA05736
OG0000113	HELIO_04446, HELIO_08405	BRALA26605, BRALA26606, BRALA30624, BRALA26607, BRALA21348, BRALA30625
OG0000114	HELIO_10462, HELIO_00027, HELIO_06292	BRALA11944, BRALA13019, BRALA11943, BRALA15794, BRALA06610
OG0000115	HELIO_10283, HELIO_10284	BRALA30509, BRALA29658, BRALA14118, BRALA14121, BRALA14703, BRALA24899, BRALA20099, BRALA32445, BRALA17801, BRALA24179
OG0000117	HELIO_12672	BRALA22187
OG0000119	HELIO_09291	BRALA06707, BRALA09190
OG0000119	HELIO_08423, HELIO_01329	BRALA14028, BRALA14029
OG0000121	HELIO_11384	BRALA03924, BRALA20434, BRALA03923
OG0000121	HELIO_00672	BRALA32936
OG0000121	HELIO_05376	BRALA32320
OG0000122	HELIO_09221	BRALA04629
OG0000122	HELIO_07753	BRALA07001
OG0000123	HELIO_00165	BRALA11476
OG0000123	HELIO_08717	BRALA16281
OG0000123	HELIO_08884	BRALA11475
OG0000124	HELIO_07531	BRALA26544
OG0000124	HELIO_01505	BRALA23466
OG0000125	HELIO_11225	BRALA11353
OG0000125	HELIO_03951	BRALA11356
OG0000126	HELIO_02617	BRALA11885
OG0000126	HELIO_12717	BRALA21733
OG0000127	HELIO_00274	BRALA34921
OG0000127	HELIO_04203	BRALA06066
OG0000127	HELIO_00760	BRALA17083
OG0000127	HELIO_10652	BRALA16654
OG0000127	HELIO_03723	BRALA06242
