Orthogroup	HELIO_ok	AMPFI_ok
OG0000009	HELIO_06781	AMPFI_07658, AMPFI_17391
OG0000009	HELIO_07076	AMPFI_02892, AMPFI_01981
OG0000009	HELIO_07717	AMPFI_00045
OG0000009	HELIO_07493	AMPFI_02292, AMPFI_07211, AMPFI_22078
OG0000009	HELIO_05505	AMPFI_18638, AMPFI_23313
OG0000009	HELIO_10113	AMPFI_04909
OG0000009	HELIO_06297	AMPFI_20474
OG0000009	HELIO_04676	AMPFI_23431
OG0000011	HELIO_07225	AMPFI_23867, AMPFI_22257
OG0000011	HELIO_08950	AMPFI_10527
OG0000011	HELIO_06546	AMPFI_21384, AMPFI_25809, AMPFI_15812
OG0000011	HELIO_09981	AMPFI_20201
OG0000011	HELIO_04800	AMPFI_15511
OG0000011	HELIO_06242, HELIO_04650	AMPFI_17952, AMPFI_21604
OG0000011	HELIO_01241	AMPFI_19936
OG0000011	HELIO_00959	AMPFI_13004, AMPFI_17028, AMPFI_02695, AMPFI_10672
OG0000011	HELIO_05340	AMPFI_12525, AMPFI_04893
OG0000011	HELIO_04969	AMPFI_09690
OG0000011	HELIO_05201	AMPFI_25605
OG0000011	HELIO_07482	AMPFI_05936, AMPFI_19795
OG0000011	HELIO_07422	AMPFI_13344
OG0000011	HELIO_09607	AMPFI_09080, AMPFI_00394, AMPFI_19543, AMPFI_24100
OG0000011	HELIO_07282	AMPFI_00004
OG0000012	HELIO_04072	AMPFI_05035, AMPFI_18913
OG0000012	HELIO_05989	AMPFI_24706
OG0000012	HELIO_00143	AMPFI_24214, AMPFI_11332, AMPFI_02225
OG0000012	HELIO_04633, HELIO_04925, HELIO_00422, HELIO_06460	AMPFI_06478
OG0000013	HELIO_02247, HELIO_05055, HELIO_04730, HELIO_06663, HELIO_03869, HELIO_04774	AMPFI_18951
OG0000013	HELIO_05617, HELIO_06871, HELIO_00215, HELIO_05802, HELIO_03214, HELIO_09936, HELIO_00850, HELIO_04016, HELIO_04491, HELIO_12769, HELIO_05315, HELIO_05049, HELIO_10683, HELIO_05716, HELIO_11357, HELIO_00073, HELIO_05056, HELIO_05998	AMPFI_15921, AMPFI_25074, AMPFI_24928, AMPFI_06132
OG0000014	HELIO_03075	AMPFI_10576, AMPFI_00293
OG0000014	HELIO_06653	AMPFI_21375, AMPFI_08000, AMPFI_07725
OG0000014	HELIO_12068	AMPFI_16339
OG0000014	HELIO_07123	AMPFI_02732
OG0000015	HELIO_10603	AMPFI_03480
OG0000015	HELIO_10798	AMPFI_23995
OG0000016	HELIO_10054	AMPFI_14639
OG0000016	HELIO_08807	AMPFI_10903
OG0000016	HELIO_05626, HELIO_09411	AMPFI_06793
OG0000016	HELIO_03738	AMPFI_20923
OG0000016	HELIO_04647	AMPFI_06248
OG0000016	HELIO_07791	AMPFI_08754
OG0000016	HELIO_11041	AMPFI_20588, AMPFI_10703, AMPFI_18517, AMPFI_05465, AMPFI_00471, AMPFI_25144
OG0000017	HELIO_09340	AMPFI_19735, AMPFI_25830, AMPFI_19153, AMPFI_25878
OG0000017	HELIO_08729	AMPFI_24062
OG0000017	HELIO_04627	AMPFI_10075, AMPFI_09589, AMPFI_13357
OG0000017	HELIO_04574	AMPFI_25171
OG0000017	HELIO_05297	AMPFI_01137
OG0000017	HELIO_07129, HELIO_03953	AMPFI_00417
OG0000017	HELIO_10213	AMPFI_20305, AMPFI_03931
OG0000017	HELIO_06568	AMPFI_06877
OG0000018	HELIO_11953, HELIO_04805, HELIO_09132, HELIO_05854, HELIO_05254, HELIO_06191, HELIO_05532	AMPFI_23087, AMPFI_06333
OG0000018	HELIO_03926	AMPFI_21544, AMPFI_08183, AMPFI_15245
OG0000018	HELIO_06035	AMPFI_21772, AMPFI_22259, AMPFI_05295, AMPFI_18911
OG0000018	HELIO_08639	AMPFI_12397, AMPFI_06555, AMPFI_21165
OG0000018	HELIO_07392, HELIO_03838, HELIO_04112	AMPFI_02063
OG0000018	HELIO_05318	AMPFI_08497, AMPFI_12503
OG0000018	HELIO_06652	AMPFI_22035
OG0000018	HELIO_04613	AMPFI_11607
OG0000018	HELIO_07465	AMPFI_11059, AMPFI_23717, AMPFI_12063
OG0000018	HELIO_07089	AMPFI_24359, AMPFI_11606, AMPFI_17730, AMPFI_25691, AMPFI_15911, AMPFI_10325, AMPFI_01217
OG0000018	HELIO_06040	AMPFI_21247, AMPFI_04821
OG0000018	HELIO_03912, HELIO_03992	AMPFI_01478
OG0000018	HELIO_02946	AMPFI_15420, AMPFI_15421, AMPFI_02040
OG0000018	HELIO_07028	AMPFI_24791, AMPFI_19834
OG0000018	HELIO_04549, HELIO_03495, HELIO_05613	AMPFI_13955
OG0000018	HELIO_05389	AMPFI_18527
OG0000019	HELIO_04729	AMPFI_16723
OG0000019	HELIO_05932	AMPFI_01636
OG0000019	HELIO_11234	AMPFI_06523
OG0000019	HELIO_00711, HELIO_04793, HELIO_04680	AMPFI_24258
OG0000020	HELIO_01087	AMPFI_19334
OG0000020	HELIO_03282	AMPFI_20737
OG0000020	HELIO_03892	AMPFI_23773
OG0000020	HELIO_08119	AMPFI_11019
OG0000020	HELIO_08325	AMPFI_11933
OG0000020	HELIO_10764	AMPFI_06907
OG0000020	HELIO_10811	AMPFI_24792
OG0000020	HELIO_12285	AMPFI_07932
OG0000020	HELIO_05828	AMPFI_12343
OG0000020	HELIO_10575	AMPFI_25813
OG0000020	HELIO_05888	AMPFI_21494
OG0000020	HELIO_07729	AMPFI_06129
OG0000020	HELIO_08365	AMPFI_07388
OG0000020	HELIO_01918	AMPFI_13969
OG0000020	HELIO_11794	AMPFI_11845
OG0000021	HELIO_05564	AMPFI_23043, AMPFI_10198
OG0000021	HELIO_07436	AMPFI_04441
OG0000021	HELIO_01018	AMPFI_24454
OG0000021	HELIO_10440	AMPFI_16391
OG0000021	HELIO_04726	AMPFI_25518
OG0000021	HELIO_09286	AMPFI_19616, AMPFI_08794, AMPFI_23196
OG0000021	HELIO_07603	AMPFI_19941
OG0000021	HELIO_08020, HELIO_10557	AMPFI_00389, AMPFI_07405, AMPFI_24716
OG0000021	HELIO_04069	AMPFI_19890, AMPFI_10085, AMPFI_07684
OG0000023	HELIO_07781	AMPFI_05477
OG0000023	HELIO_08618	AMPFI_23006
OG0000023	HELIO_08359, HELIO_11316	AMPFI_10764
OG0000023	HELIO_04231	AMPFI_08877, AMPFI_08668
OG0000023	HELIO_07887, HELIO_10788, HELIO_06647	AMPFI_05765, AMPFI_01138, AMPFI_10312
OG0000024	HELIO_07449	AMPFI_16144, AMPFI_01273, AMPFI_25554, AMPFI_08066
OG0000024	HELIO_00822	AMPFI_01930, AMPFI_21703, AMPFI_25509
OG0000024	HELIO_05196	AMPFI_13034, AMPFI_08529, AMPFI_11032
OG0000024	HELIO_10426	AMPFI_12963
OG0000024	HELIO_03946	AMPFI_13114, AMPFI_24998, AMPFI_12201, AMPFI_14926, AMPFI_12067, AMPFI_16824, AMPFI_25046
OG0000024	HELIO_07378	AMPFI_11822
OG0000024	HELIO_06208	AMPFI_24855, AMPFI_01019
OG0000024	HELIO_06845	AMPFI_01380, AMPFI_07327, AMPFI_03050, AMPFI_12003, AMPFI_04946
OG0000024	HELIO_03839	AMPFI_25530
OG0000024	HELIO_07972	AMPFI_19400, AMPFI_02782, AMPFI_01292
OG0000024	HELIO_05347	AMPFI_23401
OG0000024	HELIO_00021	AMPFI_17497, AMPFI_13212, AMPFI_23039
OG0000024	HELIO_10427	AMPFI_22635, AMPFI_19020, AMPFI_24666
OG0000024	HELIO_10803	AMPFI_24702, AMPFI_24934, AMPFI_10763, AMPFI_23064, AMPFI_16191, AMPFI_11358, AMPFI_15816
OG0000024	HELIO_04022	AMPFI_01046, AMPFI_13085
OG0000025	HELIO_01996, HELIO_02947, HELIO_11183	AMPFI_19073
OG0000025	HELIO_06398, HELIO_03661, HELIO_07622, HELIO_05856, HELIO_03903	AMPFI_14786
OG0000025	HELIO_05004	AMPFI_06809
OG0000025	HELIO_06624, HELIO_00097	AMPFI_18559
OG0000025	HELIO_04417, HELIO_06506, HELIO_01074	AMPFI_02471, AMPFI_23714, AMPFI_19965, AMPFI_22886, AMPFI_01749
OG0000025	HELIO_02115	AMPFI_02454
OG0000025	HELIO_01616	AMPFI_26068
OG0000025	HELIO_06817	AMPFI_19256
OG0000025	HELIO_01319	AMPFI_05133
OG0000025	HELIO_06548, HELIO_05151	AMPFI_20652
OG0000025	HELIO_05386, HELIO_05130	AMPFI_14460, AMPFI_00775, AMPFI_15832
OG0000025	HELIO_04102	AMPFI_13916, AMPFI_08944, AMPFI_10285, AMPFI_14793, AMPFI_16797, AMPFI_18161, AMPFI_05200, AMPFI_07652
OG0000025	HELIO_05474	AMPFI_13290
OG0000025	HELIO_04209	AMPFI_19524
OG0000025	HELIO_04160, HELIO_03948, HELIO_05479, HELIO_06857	AMPFI_20440, AMPFI_23451, AMPFI_18570, AMPFI_06556, AMPFI_26017, AMPFI_00622, AMPFI_04387
OG0000025	HELIO_05819, HELIO_05509, HELIO_05409	AMPFI_16846
OG0000025	HELIO_05333	AMPFI_09357, AMPFI_15300, AMPFI_10444, AMPFI_09920, AMPFI_09073
OG0000025	HELIO_02268	AMPFI_15352, AMPFI_02855, AMPFI_22218, AMPFI_21289, AMPFI_13275, AMPFI_10675, AMPFI_17235
OG0000025	HELIO_05243, HELIO_04943, HELIO_07532, HELIO_06878	AMPFI_04900, AMPFI_07607, AMPFI_18572, AMPFI_12331, AMPFI_12110, AMPFI_04240
OG0000025	HELIO_05701	AMPFI_12673
OG0000026	HELIO_04505	AMPFI_24667
OG0000026	HELIO_09541	AMPFI_08447, AMPFI_21379, AMPFI_14524, AMPFI_00667, AMPFI_07824, AMPFI_23957
OG0000027	HELIO_02455, HELIO_02456, HELIO_04291, HELIO_07880, HELIO_08186, HELIO_04887	AMPFI_23434
OG0000027	HELIO_06026, HELIO_07228, HELIO_05233, HELIO_07068, HELIO_05709	AMPFI_03819
OG0000028	HELIO_06874, HELIO_00161	AMPFI_13515, AMPFI_15765
OG0000028	HELIO_10800	AMPFI_19162
OG0000028	HELIO_06962	AMPFI_04239
OG0000028	HELIO_00147	AMPFI_04248
OG0000028	HELIO_06013	AMPFI_13861
OG0000028	HELIO_00961	AMPFI_21505
OG0000029	HELIO_10546	AMPFI_10300
OG0000029	HELIO_00115	AMPFI_01562, AMPFI_19753
OG0000029	HELIO_05447	AMPFI_05500
OG0000029	HELIO_05915	AMPFI_18884
OG0000029	HELIO_06866, HELIO_02296, HELIO_09944, HELIO_05648, HELIO_01633, HELIO_06816	AMPFI_24440
OG0000030	HELIO_11997, HELIO_04525, HELIO_09505	AMPFI_03176
OG0000031	HELIO_00637	AMPFI_13279, AMPFI_01755, AMPFI_10718, AMPFI_14435, AMPFI_16606
OG0000031	HELIO_00475	AMPFI_06256
OG0000031	HELIO_10166	AMPFI_14304
OG0000031	HELIO_00951	AMPFI_10484
OG0000031	HELIO_11573	AMPFI_01333
OG0000031	HELIO_00007	AMPFI_05075
OG0000031	HELIO_08452	AMPFI_10833
OG0000031	HELIO_02162	AMPFI_02985
OG0000032	HELIO_03061	AMPFI_10091
OG0000032	HELIO_11764	AMPFI_08698
OG0000032	HELIO_05612	AMPFI_03594
OG0000032	HELIO_02546, HELIO_10763, HELIO_07665, HELIO_07198	AMPFI_22327, AMPFI_04329
OG0000033	HELIO_06429, HELIO_06966	AMPFI_14995, AMPFI_07513
OG0000033	HELIO_06082	AMPFI_22407, AMPFI_09240, AMPFI_24844
OG0000033	HELIO_04116	AMPFI_22100, AMPFI_08482
OG0000033	HELIO_04366	AMPFI_22533
OG0000033	HELIO_05274	AMPFI_19595, AMPFI_18759
OG0000033	HELIO_05169	AMPFI_23966, AMPFI_19067, AMPFI_17279
OG0000033	HELIO_06447	AMPFI_01844, AMPFI_20234, AMPFI_01742, AMPFI_17317, AMPFI_01780, AMPFI_01855, AMPFI_18243, AMPFI_02747, AMPFI_01913, AMPFI_02903
OG0000034	HELIO_11044	AMPFI_19171
OG0000034	HELIO_03041	AMPFI_25310
OG0000034	HELIO_03040	AMPFI_04753
OG0000034	HELIO_10910	AMPFI_00398
OG0000035	HELIO_04621	AMPFI_17275
OG0000035	HELIO_03945, HELIO_04376	AMPFI_24612, AMPFI_24508, AMPFI_00269, AMPFI_05651, AMPFI_21566
OG0000035	HELIO_12501	AMPFI_20705
OG0000035	HELIO_03534	AMPFI_13261
OG0000035	HELIO_07811	AMPFI_07620
OG0000035	HELIO_06366	AMPFI_08859
OG0000035	HELIO_11539	AMPFI_12878
OG0000035	HELIO_10164	AMPFI_13349
OG0000035	HELIO_04984	AMPFI_11303
OG0000036	HELIO_09618	AMPFI_11948
OG0000036	HELIO_10881, HELIO_00206, HELIO_04367, HELIO_07074, HELIO_04322	AMPFI_10500
OG0000036	HELIO_07711	AMPFI_14775, AMPFI_19912
OG0000036	HELIO_02352	AMPFI_19204
OG0000036	HELIO_11421, HELIO_04744	AMPFI_07474
OG0000037	HELIO_07508	AMPFI_00972
OG0000037	HELIO_01421	AMPFI_25668
OG0000037	HELIO_09574, HELIO_11062, HELIO_01380	AMPFI_17087
OG0000039	HELIO_01180	AMPFI_15658
OG0000039	HELIO_07214	AMPFI_01199
OG0000039	HELIO_00133	AMPFI_04473, AMPFI_17373
OG0000039	HELIO_10409	AMPFI_17767
OG0000040	HELIO_00109, HELIO_04015, HELIO_04001, HELIO_06439, HELIO_00160, HELIO_06945	AMPFI_02741
OG0000042	HELIO_00030	AMPFI_02915, AMPFI_12175, AMPFI_02664, AMPFI_15276
OG0000042	HELIO_00050, HELIO_07171, HELIO_11180, HELIO_06419	AMPFI_24137
OG0000042	HELIO_12728	AMPFI_11309
OG0000043	HELIO_00563	AMPFI_13817
OG0000043	HELIO_03541	AMPFI_04816
OG0000044	HELIO_05461	AMPFI_13059
OG0000044	HELIO_08837	AMPFI_12455
OG0000044	HELIO_02529	AMPFI_02748
OG0000044	HELIO_07264	AMPFI_21628, AMPFI_17647
OG0000044	HELIO_01656	AMPFI_15551
OG0000045	HELIO_07351, HELIO_00342	AMPFI_20949
OG0000046	HELIO_08475	AMPFI_02275, AMPFI_17068
OG0000047	HELIO_05425	AMPFI_03112, AMPFI_04645
OG0000047	HELIO_06314, HELIO_04036	AMPFI_10932, AMPFI_21792, AMPFI_24520, AMPFI_09452, AMPFI_13036, AMPFI_05392, AMPFI_13977, AMPFI_21235, AMPFI_15495, AMPFI_03650
OG0000047	HELIO_10109	AMPFI_05720, AMPFI_04140, AMPFI_21607, AMPFI_11932, AMPFI_22910
OG0000047	HELIO_05583	AMPFI_21496
OG0000047	HELIO_06838	AMPFI_15690
OG0000047	HELIO_06213, HELIO_05123, HELIO_00552, HELIO_05869	AMPFI_00531, AMPFI_17064
OG0000047	HELIO_06746, HELIO_05006	AMPFI_23759, AMPFI_01041
OG0000048	HELIO_12500	AMPFI_07263
OG0000048	HELIO_03643	AMPFI_06745
OG0000048	HELIO_05568	AMPFI_01185
OG0000048	HELIO_11655	AMPFI_22758
OG0000048	HELIO_08708	AMPFI_10591
OG0000048	HELIO_04435, HELIO_12559	AMPFI_16815
OG0000048	HELIO_11103	AMPFI_20083, AMPFI_23857, AMPFI_18512
OG0000048	HELIO_00288, HELIO_00660, HELIO_12560, HELIO_10706	AMPFI_19210, AMPFI_10367, AMPFI_21707, AMPFI_01763
OG0000048	HELIO_05605	AMPFI_08767
OG0000049	HELIO_10175	AMPFI_21732
OG0000049	HELIO_12356	AMPFI_05869
OG0000049	HELIO_11403	AMPFI_18773
OG0000050	HELIO_04507, HELIO_05305	AMPFI_09852, AMPFI_09851, AMPFI_22369, AMPFI_19942, AMPFI_15208
OG0000050	HELIO_03827	AMPFI_19742
OG0000051	HELIO_06960, HELIO_04086, HELIO_00091, HELIO_07483, HELIO_04213, HELIO_04232, HELIO_11844	AMPFI_12251, AMPFI_06956, AMPFI_18032
OG0000051	HELIO_11965, HELIO_05090, HELIO_05789	AMPFI_01376, AMPFI_01979, AMPFI_15572, AMPFI_18266, AMPFI_05878, AMPFI_02130, AMPFI_25599
OG0000052	HELIO_05693	AMPFI_06573, AMPFI_21766, AMPFI_02333, AMPFI_17383, AMPFI_21399, AMPFI_24133
OG0000052	HELIO_04521	AMPFI_24630, AMPFI_04652, AMPFI_10912, AMPFI_12754, AMPFI_13833, AMPFI_12690, AMPFI_19427, AMPFI_04582, AMPFI_02325, AMPFI_23491, AMPFI_05841, AMPFI_24118, AMPFI_20511, AMPFI_08366, AMPFI_13707, AMPFI_14605, AMPFI_11434, AMPFI_03965, AMPFI_20512, AMPFI_13505, AMPFI_14163, AMPFI_22708, AMPFI_14350, AMPFI_13327, AMPFI_07170, AMPFI_10973, AMPFI_20869, AMPFI_16702, AMPFI_09892, AMPFI_19128, AMPFI_20552, AMPFI_11422, AMPFI_14308
OG0000053	HELIO_05796, HELIO_06409, HELIO_06980, HELIO_06107	AMPFI_00195
OG0000053	HELIO_03906, HELIO_04886	AMPFI_18591
OG0000053	HELIO_00058	AMPFI_24389, AMPFI_03879
OG0000054	HELIO_11556, HELIO_11049, HELIO_07252, HELIO_05216	AMPFI_10274
OG0000056	HELIO_05303	AMPFI_10015
OG0000056	HELIO_00064	AMPFI_13951
OG0000057	HELIO_05858	AMPFI_01580, AMPFI_02256
OG0000057	HELIO_07020	AMPFI_23737
OG0000059	HELIO_09805	AMPFI_17417, AMPFI_04404, AMPFI_21031, AMPFI_04726, AMPFI_09318
OG0000059	HELIO_00753	AMPFI_02192, AMPFI_01329
OG0000060	HELIO_02035	AMPFI_23758
OG0000060	HELIO_11213	AMPFI_19643
OG0000060	HELIO_01698, HELIO_08930, HELIO_10260	AMPFI_19058
OG0000062	HELIO_01760	AMPFI_07777, AMPFI_07778
OG0000062	HELIO_06316	AMPFI_05434
OG0000062	HELIO_08446, HELIO_09104	AMPFI_05111, AMPFI_02667
OG0000063	HELIO_12629	AMPFI_21664
OG0000063	HELIO_12062	AMPFI_16608, AMPFI_24341, AMPFI_23675
OG0000063	HELIO_05484, HELIO_08778, HELIO_04019	AMPFI_24747, AMPFI_13584
OG0000064	HELIO_01450, HELIO_11717	AMPFI_19990
OG0000064	HELIO_04032, HELIO_07061	AMPFI_15929, AMPFI_24526, AMPFI_22622
OG0000064	HELIO_00141, HELIO_07348, HELIO_02173	AMPFI_22486
OG0000066	HELIO_02871	AMPFI_16063
OG0000066	HELIO_08302	AMPFI_02908
OG0000066	HELIO_11387	AMPFI_09400
OG0000067	HELIO_11753, HELIO_06955	AMPFI_04770
OG0000067	HELIO_07211, HELIO_04257, HELIO_02907	AMPFI_09466, AMPFI_18191, AMPFI_01682
OG0000067	HELIO_01151, HELIO_02361	AMPFI_10236
OG0000067	HELIO_07310	AMPFI_18458, AMPFI_18044, AMPFI_00280, AMPFI_18852, AMPFI_24558, AMPFI_14845, AMPFI_03396
OG0000067	HELIO_09285	AMPFI_12403
OG0000068	HELIO_09495, HELIO_11520, HELIO_04643	AMPFI_16312
OG0000068	HELIO_09524, HELIO_08964	AMPFI_23414, AMPFI_23547, AMPFI_24987, AMPFI_02102, AMPFI_23184, AMPFI_04648, AMPFI_15422, AMPFI_22045, AMPFI_24986, AMPFI_14044, AMPFI_25888, AMPFI_25645, AMPFI_12166
OG0000068	HELIO_11774	AMPFI_21287
OG0000068	HELIO_01288	AMPFI_06879
OG0000069	HELIO_11698	AMPFI_08415
OG0000069	HELIO_03190	AMPFI_07519
OG0000069	HELIO_05270	AMPFI_12140
OG0000071	HELIO_00564	AMPFI_07275
OG0000072	HELIO_10317	AMPFI_20479
OG0000072	HELIO_10131	AMPFI_21820
OG0000072	HELIO_05118, HELIO_10379	AMPFI_10116
OG0000073	HELIO_06740, HELIO_06515, HELIO_11840, HELIO_11839	AMPFI_15154
OG0000073	HELIO_07437	AMPFI_10119
OG0000074	HELIO_11128	AMPFI_22998
OG0000074	HELIO_09183	AMPFI_09812
OG0000074	HELIO_01338, HELIO_05011	AMPFI_05452
OG0000074	HELIO_06403	AMPFI_19576
OG0000074	HELIO_06770	AMPFI_22923, AMPFI_25359, AMPFI_19392
OG0000074	HELIO_11885	AMPFI_00530
OG0000075	HELIO_02705	AMPFI_17345, AMPFI_17344
OG0000075	HELIO_12175	AMPFI_12462
OG0000075	HELIO_01007	AMPFI_03839
OG0000075	HELIO_07086	AMPFI_10510
OG0000075	HELIO_01193	AMPFI_15829
OG0000075	HELIO_09567	AMPFI_15917
OG0000075	HELIO_00684	AMPFI_17574
OG0000076	HELIO_04639	AMPFI_23645
OG0000076	HELIO_05357	AMPFI_10916, AMPFI_10969, AMPFI_01700, AMPFI_25997, AMPFI_05517
OG0000076	HELIO_05925	AMPFI_13972, AMPFI_09993, AMPFI_08135
OG0000076	HELIO_11136	AMPFI_11010, AMPFI_23805
OG0000077	HELIO_11466	AMPFI_08518
OG0000078	HELIO_04314, HELIO_00570	AMPFI_00030
OG0000078	HELIO_06313	AMPFI_24840, AMPFI_23657, AMPFI_13938, AMPFI_22390
OG0000078	HELIO_07319, HELIO_06987	AMPFI_13696
OG0000078	HELIO_02467	AMPFI_20079
OG0000079	HELIO_01794, HELIO_05740	AMPFI_09380
OG0000079	HELIO_00549	AMPFI_24805
OG0000079	HELIO_01744, HELIO_07509	AMPFI_06359, AMPFI_07521
OG0000080	HELIO_10367, HELIO_08678, HELIO_04917	AMPFI_13421
OG0000080	HELIO_04053, HELIO_10760	AMPFI_17142
OG0000080	HELIO_10773	AMPFI_04897
OG0000080	HELIO_07512	AMPFI_22599
OG0000081	HELIO_06946, HELIO_04954, HELIO_06101, HELIO_04830	AMPFI_00581
OG0000082	HELIO_12249	AMPFI_21007
OG0000082	HELIO_08556	AMPFI_06890
OG0000082	HELIO_06503	AMPFI_15952
OG0000082	HELIO_04026, HELIO_02219	AMPFI_11015
OG0000082	HELIO_05158	AMPFI_13856, AMPFI_12634
OG0000083	HELIO_10428	AMPFI_25070, AMPFI_02950, AMPFI_03183, AMPFI_17026, AMPFI_02353, AMPFI_06007, AMPFI_06006, AMPFI_09389, AMPFI_12969, AMPFI_20938, AMPFI_06531, AMPFI_19967, AMPFI_19634, AMPFI_12970, AMPFI_07180, AMPFI_16886, AMPFI_05215, AMPFI_19858, AMPFI_09445, AMPFI_16696, AMPFI_22106, AMPFI_21518, AMPFI_02555, AMPFI_04299, AMPFI_21565, AMPFI_18422, AMPFI_09390, AMPFI_04259, AMPFI_17422, AMPFI_12422, AMPFI_18573
OG0000083	HELIO_00249, HELIO_04318, HELIO_07120, HELIO_08700, HELIO_11391	AMPFI_05014, AMPFI_16451, AMPFI_02295, AMPFI_09906, AMPFI_11280, AMPFI_20014, AMPFI_07179, AMPFI_25004, AMPFI_14557, AMPFI_11131, AMPFI_00181, AMPFI_24785, AMPFI_03500
