Orthogroup	HELIO_ok	NEMVE
OG0000006	HELIO_12770	NEMVE16957
OG0000006	HELIO_10345	NEMVE13593
OG0000006	HELIO_08890	NEMVE14647
OG0000006	HELIO_11381, HELIO_00450	NEMVE04712
OG0000006	HELIO_08227	NEMVE13538
OG0000006	HELIO_06418	NEMVE09477, NEMVE18497, NEMVE09475
OG0000006	HELIO_00028	NEMVE22273, NEMVE03946
OG0000007	HELIO_01296	NEMVE15003
OG0000007	HELIO_10106	NEMVE14764
OG0000007	HELIO_00643	NEMVE13570
OG0000007	HELIO_06396	NEMVE08145
OG0000007	HELIO_00352	NEMVE06210
OG0000007	HELIO_11362	NEMVE09701, NEMVE03333
OG0000007	HELIO_04873	NEMVE16064
OG0000007	HELIO_03703	NEMVE09467
OG0000007	HELIO_07978	NEMVE03824
OG0000007	HELIO_03118	NEMVE09051
OG0000007	HELIO_07991	NEMVE03714
OG0000007	HELIO_01456	NEMVE10605
OG0000007	HELIO_04275	NEMVE09289
OG0000007	HELIO_11721	NEMVE05677
OG0000008	HELIO_09201	NEMVE08509, NEMVE08519, NEMVE09930
OG0000008	HELIO_07041	NEMVE02162
OG0000008	HELIO_05140	NEMVE02218, NEMVE02180
OG0000008	HELIO_07090	NEMVE04749, NEMVE07849
OG0000009	HELIO_05064, HELIO_06693	NEMVE06521
OG0000009	HELIO_03078	NEMVE08980
OG0000009	HELIO_04671, HELIO_06781	NEMVE09219
OG0000009	HELIO_07702, HELIO_07076, HELIO_12655, HELIO_11928, HELIO_07717, HELIO_06614, HELIO_07493, HELIO_07413, HELIO_05505, HELIO_04932	NEMVE02901
OG0000009	HELIO_06297	NEMVE03675
OG0000010	HELIO_07073	NEMVE08097, NEMVE05663, NEMVE09594, NEMVE01139, NEMVE10384, NEMVE08328, NEMVE12787, NEMVE21978, NEMVE15512, NEMVE00299, NEMVE10065, NEMVE10064, NEMVE11692, NEMVE10063
OG0000011	HELIO_07134, HELIO_05491, HELIO_06444, HELIO_06546, HELIO_09981, HELIO_04800, HELIO_01844, HELIO_04250, HELIO_06749, HELIO_07221, HELIO_06242, HELIO_04650	NEMVE10152
OG0000011	HELIO_01241, HELIO_00959, HELIO_05340, HELIO_03542, HELIO_04969, HELIO_03053, HELIO_03054, HELIO_06328, HELIO_05201, HELIO_07608, HELIO_07482, HELIO_06122, HELIO_07422	NEMVE11104
OG0000011	HELIO_09607	NEMVE15531
OG0000012	HELIO_06831	NEMVE09268, NEMVE05547
OG0000014	HELIO_12068	NEMVE10548, NEMVE12737, NEMVE10549, NEMVE11550, NEMVE11398, NEMVE01819
OG0000014	HELIO_07123	NEMVE10866, NEMVE17722, NEMVE05756, NEMVE15955, NEMVE15452, NEMVE14131, NEMVE05653, NEMVE05088
OG0000015	HELIO_09049	NEMVE05324, NEMVE02429, NEMVE04966, NEMVE18055, NEMVE18768, NEMVE20100, NEMVE21922, NEMVE03454, NEMVE06696, NEMVE01531, NEMVE16715, NEMVE01580, NEMVE06889, NEMVE01713, NEMVE06874, NEMVE07446, NEMVE02999, NEMVE07669, NEMVE00606, NEMVE10760, NEMVE10763, NEMVE03039, NEMVE11855, NEMVE07220
OG0000016	HELIO_04641	NEMVE12514, NEMVE12424, NEMVE01060
OG0000016	HELIO_05159, HELIO_08806, HELIO_03950, HELIO_10054	NEMVE10959
OG0000016	HELIO_04647	NEMVE05675
OG0000017	HELIO_09340	NEMVE10140
OG0000017	HELIO_04627	NEMVE02741
OG0000017	HELIO_06230, HELIO_06928	NEMVE21656
OG0000017	HELIO_04933, HELIO_07129, HELIO_03953, HELIO_10213, HELIO_05211, HELIO_06568	NEMVE05055, NEMVE07301, NEMVE11302, NEMVE11298, NEMVE10134
OG0000018	HELIO_01806, HELIO_11953, HELIO_04805, HELIO_09132, HELIO_05854, HELIO_05254, HELIO_06191, HELIO_05532, HELIO_03926, HELIO_06035, HELIO_08639, HELIO_07392, HELIO_03838, HELIO_04112, HELIO_05318, HELIO_05992, HELIO_04247, HELIO_06652, HELIO_06972, HELIO_04613, HELIO_04249, HELIO_06631, HELIO_07465, HELIO_07089, HELIO_06040, HELIO_03912, HELIO_03992, HELIO_02946	NEMVE07261
OG0000018	HELIO_07028, HELIO_04549, HELIO_03495, HELIO_05613	NEMVE17996
OG0000018	HELIO_05389	NEMVE12742, NEMVE12416
OG0000019	HELIO_04729, HELIO_05273	NEMVE19477, NEMVE18845, NEMVE09968, NEMVE08427, NEMVE18382, NEMVE10945, NEMVE18794, NEMVE16950
OG0000019	HELIO_07628, HELIO_05932, HELIO_06034, HELIO_06893	NEMVE10214
OG0000019	HELIO_11234	NEMVE10489
OG0000019	HELIO_00711, HELIO_04793, HELIO_04680	NEMVE04731, NEMVE23135, NEMVE19085, NEMVE07512, NEMVE17584, NEMVE17583, NEMVE17474, NEMVE18398, NEMVE17585, NEMVE18173, NEMVE15506, NEMVE15391, NEMVE15390, NEMVE00086, NEMVE20105, NEMVE02817, NEMVE03394, NEMVE11745, NEMVE11242, NEMVE19708
OG0000020	HELIO_01087	NEMVE05671
OG0000020	HELIO_03282	NEMVE21971
OG0000020	HELIO_03892	NEMVE18721
OG0000020	HELIO_08119	NEMVE14242
OG0000020	HELIO_03039, HELIO_08325, HELIO_10764, HELIO_10811	NEMVE13317, NEMVE16589, NEMVE10183, NEMVE17621, NEMVE03465, NEMVE14976, NEMVE21956, NEMVE21862
OG0000020	HELIO_12285	NEMVE05506
OG0000020	HELIO_05828	NEMVE08770, NEMVE22771
OG0000020	HELIO_10575	NEMVE13577
OG0000020	HELIO_05888	NEMVE13307
OG0000020	HELIO_08365	NEMVE21746
OG0000020	HELIO_01918	NEMVE13092
OG0000020	HELIO_11794	NEMVE15151
OG0000021	HELIO_00817	NEMVE01551, NEMVE13918
OG0000021	HELIO_05564	NEMVE25647
OG0000021	HELIO_07436	NEMVE17642, NEMVE17644, NEMVE21888
OG0000021	HELIO_09128	NEMVE14759, NEMVE06841, NEMVE12110, NEMVE22480, NEMVE21761, NEMVE08095
OG0000021	HELIO_01018, HELIO_08809, HELIO_00647, HELIO_10440, HELIO_04726, HELIO_09286, HELIO_07603, HELIO_02648, HELIO_08020, HELIO_10557, HELIO_04069	NEMVE04837
OG0000023	HELIO_07781	NEMVE01882
OG0000023	HELIO_08618, HELIO_08359, HELIO_11316	NEMVE02033, NEMVE05058, NEMVE00878
OG0000023	HELIO_07887, HELIO_10788, HELIO_06647	NEMVE13647
OG0000024	HELIO_06046, HELIO_05379, HELIO_07449, HELIO_07047, HELIO_00822, HELIO_05196, HELIO_10137, HELIO_05285, HELIO_06374, HELIO_10426, HELIO_03946, HELIO_07378, HELIO_06208, HELIO_06845, HELIO_06837, HELIO_05358, HELIO_03839, HELIO_05987	NEMVE05736, NEMVE12848
OG0000024	HELIO_07972, HELIO_05347, HELIO_02782	NEMVE10194, NEMVE06283, NEMVE03385, NEMVE10736, NEMVE10243, NEMVE12039
OG0000024	HELIO_10427, HELIO_10803, HELIO_04927, HELIO_04554, HELIO_07194, HELIO_07601, HELIO_04022	NEMVE19722
OG0000025	HELIO_06624, HELIO_00097	NEMVE03788, NEMVE03827, NEMVE02880, NEMVE02751
OG0000025	HELIO_06776	NEMVE18322
OG0000025	HELIO_01616	NEMVE00738
OG0000025	HELIO_06817	NEMVE11507, NEMVE09420
OG0000025	HELIO_05333	NEMVE02929
OG0000025	HELIO_05243, HELIO_04943, HELIO_07532, HELIO_06878, HELIO_07309, HELIO_06949, HELIO_05701, HELIO_05635, HELIO_06741	NEMVE03316
OG0000026	HELIO_04505	NEMVE14231, NEMVE02456, NEMVE19119, NEMVE15036, NEMVE11860, NEMVE10138, NEMVE10137, NEMVE10629, NEMVE11596, NEMVE02542, NEMVE02515, NEMVE03115, NEMVE17182, NEMVE10477, NEMVE10141, NEMVE11809, NEMVE11355, NEMVE11214, NEMVE10424, NEMVE10535, NEMVE10632, NEMVE10426, NEMVE10474, NEMVE10479, NEMVE15004, NEMVE00616, NEMVE01360, NEMVE10139, NEMVE00722, NEMVE10481, NEMVE00708, NEMVE00807
OG0000027	HELIO_02455, HELIO_02456, HELIO_04291, HELIO_07880, HELIO_08186, HELIO_04887, HELIO_06026, HELIO_07228, HELIO_05233, HELIO_07068, HELIO_05709	NEMVE04577, NEMVE04559, NEMVE05475, NEMVE15843, NEMVE08337, NEMVE08327, NEMVE07686, NEMVE07706
OG0000028	HELIO_06269	NEMVE06026, NEMVE05984
OG0000028	HELIO_12146	NEMVE03003, NEMVE23660, NEMVE03469, NEMVE05286, NEMVE04640, NEMVE08022, NEMVE16966, NEMVE16972, NEMVE16973, NEMVE02982, NEMVE08442, NEMVE03100, NEMVE06698, NEMVE03432, NEMVE18759, NEMVE09822, NEMVE00992, NEMVE03007, NEMVE02052, NEMVE16048, NEMVE08155, NEMVE16956, NEMVE02432, NEMVE01030, NEMVE02426
OG0000029	HELIO_10546, HELIO_00115	NEMVE03602, NEMVE01722, NEMVE08343
OG0000029	HELIO_05447	NEMVE10355, NEMVE09829, NEMVE10357
OG0000030	HELIO_06628	NEMVE06265
OG0000031	HELIO_00637	NEMVE00311, NEMVE00632, NEMVE02249, NEMVE08151
OG0000031	HELIO_00475	NEMVE01854
OG0000031	HELIO_11237	NEMVE06981
OG0000031	HELIO_10166	NEMVE01806
OG0000031	HELIO_00951	NEMVE01412
OG0000031	HELIO_11573	NEMVE02343
OG0000031	HELIO_00638	NEMVE07820
OG0000031	HELIO_00007	NEMVE12067
OG0000031	HELIO_08452	NEMVE21885
OG0000031	HELIO_02162	NEMVE22486
OG0000032	HELIO_02546, HELIO_10763, HELIO_07665, HELIO_07198	NEMVE03085
OG0000033	HELIO_05494, HELIO_08641	NEMVE07263, NEMVE03185, NEMVE16828, NEMVE02598, NEMVE24679, NEMVE02584, NEMVE12391
OG0000033	HELIO_05274, HELIO_05169, HELIO_06635, HELIO_07393	NEMVE05503, NEMVE18079, NEMVE02721, NEMVE15415, NEMVE10748, NEMVE03167, NEMVE08927, NEMVE11580, NEMVE03129, NEMVE03126, NEMVE11341
OG0000033	HELIO_06447	NEMVE08276, NEMVE09890, NEMVE21344, NEMVE15725, NEMVE19380, NEMVE03161, NEMVE11272, NEMVE09721, NEMVE02571, NEMVE10598, NEMVE19678, NEMVE24522, NEMVE02588, NEMVE11685, NEMVE21301
OG0000034	HELIO_11044	NEMVE16906, NEMVE16907
OG0000034	HELIO_03040	NEMVE07311, NEMVE07285
OG0000034	HELIO_10910	NEMVE10927
OG0000034	HELIO_05981	NEMVE10961, NEMVE24294
OG0000034	HELIO_12487	NEMVE06675, NEMVE11922, NEMVE10845
OG0000034	HELIO_11629	NEMVE05344
OG0000035	HELIO_04621	NEMVE23841
OG0000035	HELIO_12501	NEMVE22676
OG0000035	HELIO_03534	NEMVE22226, NEMVE05357, NEMVE02194
OG0000035	HELIO_07811, HELIO_06366	NEMVE15629, NEMVE22520, NEMVE22285, NEMVE20289, NEMVE01710, NEMVE22620, NEMVE22233
OG0000036	HELIO_02352, HELIO_11421, HELIO_04744	NEMVE14673, NEMVE17825, NEMVE21872, NEMVE13905, NEMVE22602, NEMVE13688, NEMVE22372
OG0000036	HELIO_00078	NEMVE05905, NEMVE18359, NEMVE11471, NEMVE02197
OG0000037	HELIO_04596, HELIO_02436, HELIO_07508, HELIO_06312, HELIO_10715, HELIO_01421	NEMVE00865, NEMVE01113
OG0000037	HELIO_01377	NEMVE10401
OG0000039	HELIO_01180	NEMVE09831, NEMVE16411, NEMVE04657
OG0000043	HELIO_00563	NEMVE14296
OG0000044	HELIO_08837, HELIO_02529	NEMVE05548, NEMVE05555, NEMVE06435, NEMVE06437, NEMVE08743
OG0000045	HELIO_01585	NEMVE11131, NEMVE17534, NEMVE17201, NEMVE15169, NEMVE02656, NEMVE08142, NEMVE20592, NEMVE17847
OG0000046	HELIO_08475	NEMVE08905, NEMVE15252
OG0000047	HELIO_05425, HELIO_06314, HELIO_04036, HELIO_10109, HELIO_05583, HELIO_01306, HELIO_06838, HELIO_06213, HELIO_05123, HELIO_00552, HELIO_05869	NEMVE12741, NEMVE05419
OG0000047	HELIO_06746, HELIO_05006	NEMVE12937
OG0000048	HELIO_10223	NEMVE05567
OG0000048	HELIO_05826, HELIO_06221, HELIO_11655	NEMVE14912
OG0000048	HELIO_08708	NEMVE14024
OG0000048	HELIO_00288, HELIO_00660, HELIO_12560, HELIO_10706, HELIO_05605	NEMVE15061
OG0000049	HELIO_02366	NEMVE19461, NEMVE02399, NEMVE21864
OG0000049	HELIO_10175	NEMVE16905, NEMVE16051, NEMVE24775, NEMVE01999, NEMVE16789, NEMVE16790, NEMVE16128, NEMVE01975, NEMVE02047, NEMVE16717, NEMVE08586, NEMVE23821, NEMVE10283, NEMVE01510, NEMVE06990, NEMVE03443, NEMVE05693, NEMVE00604, NEMVE19016, NEMVE00041
OG0000050	HELIO_04635, HELIO_04600	NEMVE20299
OG0000050	HELIO_04507, HELIO_05305	NEMVE17503, NEMVE02458
OG0000050	HELIO_03827, HELIO_11651, HELIO_10651, HELIO_07585	NEMVE01136
OG0000051	HELIO_06960, HELIO_04086, HELIO_00091, HELIO_07483, HELIO_04213, HELIO_04232, HELIO_11844	NEMVE14426, NEMVE13406, NEMVE08489, NEMVE22548
OG0000051	HELIO_11965, HELIO_05090, HELIO_05789	NEMVE18951, NEMVE15008
OG0000054	HELIO_03625, HELIO_05561	NEMVE01268
OG0000054	HELIO_11556, HELIO_11049, HELIO_07252, HELIO_05216	NEMVE15086, NEMVE10916
OG0000056	HELIO_02100	NEMVE11933
OG0000056	HELIO_05303	NEMVE01724, NEMVE05835, NEMVE01653
OG0000056	HELIO_03513	NEMVE01503, NEMVE04541
OG0000056	HELIO_09232, HELIO_07150	NEMVE11865, NEMVE19274, NEMVE04833, NEMVE10670
OG0000056	HELIO_00064	NEMVE16764, NEMVE18863, NEMVE02201
OG0000056	HELIO_07637	NEMVE15228
OG0000057	HELIO_05858	NEMVE05190, NEMVE02467, NEMVE05216, NEMVE05223, NEMVE05204, NEMVE05225, NEMVE12328, NEMVE05177, NEMVE05220, NEMVE03446, NEMVE07617, NEMVE07622, NEMVE25939, NEMVE23329, NEMVE05208, NEMVE02722, NEMVE16190
OG0000057	HELIO_07020	NEMVE10389, NEMVE10288, NEMVE05767, NEMVE05753, NEMVE07561, NEMVE16869, NEMVE12777, NEMVE13925, NEMVE09515, NEMVE17706
OG0000059	HELIO_07693, HELIO_05488	NEMVE15315, NEMVE02009, NEMVE06154
OG0000060	HELIO_11213	NEMVE15983, NEMVE23420, NEMVE00402
OG0000060	HELIO_01698, HELIO_08930, HELIO_10260	NEMVE02438
OG0000060	HELIO_12113	NEMVE01006, NEMVE11210, NEMVE00908, NEMVE18881, NEMVE00777
OG0000062	HELIO_08709	NEMVE10327
OG0000062	HELIO_06316	NEMVE14126
OG0000062	HELIO_08446, HELIO_09104	NEMVE00002, NEMVE17871
OG0000063	HELIO_10147	NEMVE05614
OG0000063	HELIO_12629	NEMVE00961
OG0000063	HELIO_04155	NEMVE09684
OG0000064	HELIO_01450, HELIO_11717, HELIO_05378, HELIO_04032, HELIO_07061, HELIO_00141, HELIO_07348, HELIO_02173	NEMVE19911, NEMVE17597, NEMVE15687
OG0000065	HELIO_07590, HELIO_07271, HELIO_03598, HELIO_00678, HELIO_00187, HELIO_05936, HELIO_05480	NEMVE02128, NEMVE02142, NEMVE07842, NEMVE11941, NEMVE09169, NEMVE17235, NEMVE07009, NEMVE07010, NEMVE01667, NEMVE07812, NEMVE11483, NEMVE06777, NEMVE05666, NEMVE09396, NEMVE07281, NEMVE13551
OG0000066	HELIO_11387	NEMVE02094, NEMVE00829, NEMVE23938
OG0000066	HELIO_05268	NEMVE06765, NEMVE09456
OG0000067	HELIO_11753, HELIO_06955	NEMVE10714
OG0000067	HELIO_07211, HELIO_04257, HELIO_02907, HELIO_01151, HELIO_02361, HELIO_07310, HELIO_09285, HELIO_10782	NEMVE14139, NEMVE14099
OG0000068	HELIO_09495, HELIO_11520, HELIO_04643, HELIO_09524, HELIO_08964, HELIO_11774, HELIO_01288	NEMVE24661, NEMVE20048
OG0000069	HELIO_11698	NEMVE14181
OG0000069	HELIO_03190	NEMVE15092
OG0000071	HELIO_00564	NEMVE11425, NEMVE00556, NEMVE14043
OG0000071	HELIO_11788	NEMVE03090
OG0000071	HELIO_11295	NEMVE04901
OG0000072	HELIO_10317	NEMVE01460
OG0000072	HELIO_09782	NEMVE07818
OG0000074	HELIO_06403	NEMVE04681
OG0000075	HELIO_02705	NEMVE23844
OG0000075	HELIO_01007	NEMVE13100
OG0000075	HELIO_07086	NEMVE15115
OG0000075	HELIO_01193	NEMVE18051
OG0000075	HELIO_09567	NEMVE22411
OG0000075	HELIO_05177	NEMVE17771
OG0000075	HELIO_00684	NEMVE07707
OG0000076	HELIO_04639	NEMVE17104
OG0000076	HELIO_06908, HELIO_11294, HELIO_07038, HELIO_05357	NEMVE17640, NEMVE07717, NEMVE12326
OG0000076	HELIO_06296, HELIO_11136, HELIO_04187	NEMVE11563
OG0000077	HELIO_05657, HELIO_00295, HELIO_11466, HELIO_12145	NEMVE04990
OG0000078	HELIO_04314, HELIO_00570	NEMVE17207
OG0000078	HELIO_06313	NEMVE13703, NEMVE01522
OG0000078	HELIO_07319, HELIO_06987	NEMVE20033
OG0000079	HELIO_01794, HELIO_05740	NEMVE07219, NEMVE03189
OG0000079	HELIO_00549	NEMVE08009
OG0000079	HELIO_01744, HELIO_07509	NEMVE00715, NEMVE10337, NEMVE10329, NEMVE05451
OG0000080	HELIO_10367, HELIO_08678, HELIO_04917, HELIO_06961, HELIO_06750, HELIO_05591, HELIO_07354, HELIO_07366, HELIO_06819, HELIO_04053, HELIO_10760, HELIO_07099, HELIO_10773, HELIO_07512	NEMVE06862
OG0000082	HELIO_12249	NEMVE19066
OG0000082	HELIO_08556	NEMVE05388
OG0000082	HELIO_06503, HELIO_04026, HELIO_02219	NEMVE14867, NEMVE15134
OG0000083	HELIO_10428, HELIO_00249, HELIO_04318, HELIO_07120, HELIO_08700, HELIO_11391, HELIO_00176, HELIO_06864, HELIO_06088, HELIO_07519, HELIO_05673, HELIO_03497, HELIO_03496	NEMVE19216
OG0000084	HELIO_06950	NEMVE25083, NEMVE02496, NEMVE03047, NEMVE03526, NEMVE00179, NEMVE00159, NEMVE02096, NEMVE04809, NEMVE15190, NEMVE01631
OG0000085	HELIO_02405	NEMVE09794, NEMVE03205
OG0000085	HELIO_05344	NEMVE07289
OG0000087	HELIO_02848	NEMVE09998
OG0000087	HELIO_02847, HELIO_02846	NEMVE14074
OG0000087	HELIO_10299	NEMVE12577
OG0000087	HELIO_09425	NEMVE07184
OG0000087	HELIO_10321	NEMVE03741, NEMVE21845
OG0000087	HELIO_02061	NEMVE21432
OG0000087	HELIO_06633	NEMVE02951
OG0000087	HELIO_01983	NEMVE25319
OG0000087	HELIO_04560, HELIO_06411, HELIO_07580	NEMVE20307
OG0000088	HELIO_08028	NEMVE07906, NEMVE16345, NEMVE14559, NEMVE09565, NEMVE02110
OG0000089	HELIO_06684, HELIO_10658	NEMVE15803
OG0000089	HELIO_05968, HELIO_04877, HELIO_00224, HELIO_05928	NEMVE15621, NEMVE15853
OG0000090	HELIO_12415	NEMVE05578
OG0000090	HELIO_09255, HELIO_00241	NEMVE24660, NEMVE20728
OG0000090	HELIO_11634	NEMVE02391
OG0000091	HELIO_06734, HELIO_05437, HELIO_01871, HELIO_05996, HELIO_06609	NEMVE05463, NEMVE05476, NEMVE13252
OG0000093	HELIO_04928, HELIO_06889	NEMVE00805, NEMVE08071
OG0000094	HELIO_07015	NEMVE05621
OG0000094	HELIO_03878	NEMVE03407, NEMVE03409, NEMVE03406
OG0000095	HELIO_07611	NEMVE15802
OG0000095	HELIO_04751, HELIO_04874	NEMVE10556, NEMVE02903, NEMVE22347, NEMVE15792, NEMVE05620, NEMVE06820, NEMVE05611
OG0000096	HELIO_07466	NEMVE15121
OG0000096	HELIO_03681	NEMVE14782
OG0000096	HELIO_03321	NEMVE22574
OG0000096	HELIO_06897	NEMVE22432
OG0000096	HELIO_03947	NEMVE25573
OG0000096	HELIO_09595	NEMVE14773
OG0000098	HELIO_07543	NEMVE25900
OG0000098	HELIO_00467, HELIO_11416	NEMVE07244, NEMVE05378
OG0000099	HELIO_00319	NEMVE07525, NEMVE20970
OG0000100	HELIO_04500, HELIO_07576	NEMVE03538, NEMVE17567, NEMVE12243, NEMVE05040, NEMVE03088
OG0000100	HELIO_08550	NEMVE07544
OG0000100	HELIO_06465	NEMVE09111, NEMVE09709
OG0000100	HELIO_03096	NEMVE09610
OG0000101	HELIO_03317, HELIO_11521	NEMVE09668, NEMVE18669, NEMVE09674, NEMVE09673, NEMVE09675, NEMVE09670, NEMVE14294, NEMVE01377, NEMVE13283, NEMVE10270, NEMVE14668, NEMVE10030, NEMVE00231, NEMVE06943, NEMVE05036, NEMVE08533
OG0000101	HELIO_06274, HELIO_11624, HELIO_06876	NEMVE18515
OG0000102	HELIO_08564	NEMVE01554, NEMVE04730
OG0000103	HELIO_03996	NEMVE06305
OG0000103	HELIO_12543	NEMVE09043
OG0000104	HELIO_04946	NEMVE07990
OG0000104	HELIO_03807	NEMVE01265
OG0000104	HELIO_05172	NEMVE01905
OG0000104	HELIO_02282	NEMVE06744
OG0000104	HELIO_00006	NEMVE00656, NEMVE11959, NEMVE06478, NEMVE02810, NEMVE06126
OG0000105	HELIO_01100, HELIO_00114, HELIO_07550, HELIO_11647, HELIO_00723, HELIO_10734, HELIO_00015, HELIO_04422, HELIO_00218, HELIO_01340, HELIO_05453, HELIO_04143, HELIO_02007, HELIO_06456, HELIO_11991, HELIO_08647, HELIO_10468	NEMVE16845
OG0000106	HELIO_02364	NEMVE07221, NEMVE07805
OG0000106	HELIO_05614, HELIO_10877	NEMVE16024
OG0000110	HELIO_05242, HELIO_00041, HELIO_11542, HELIO_10665, HELIO_00526, HELIO_02476, HELIO_10466, HELIO_10465, HELIO_05234, HELIO_11191	NEMVE15411
OG0000110	HELIO_04706	NEMVE13920, NEMVE12399
OG0000114	HELIO_08152	NEMVE07046, NEMVE14943
OG0000116	HELIO_07865	NEMVE00509, NEMVE00502
OG0000117	HELIO_07925	NEMVE10004
OG0000119	HELIO_09291	NEMVE22896
OG0000119	HELIO_08423, HELIO_01329	NEMVE15248
OG0000120	HELIO_07920	NEMVE05327
OG0000121	HELIO_11384	NEMVE22381
OG0000121	HELIO_05376	NEMVE22385
OG0000122	HELIO_03986, HELIO_09221	NEMVE05937, NEMVE10909
OG0000124	HELIO_07531	NEMVE24720
OG0000124	HELIO_08965	NEMVE14854
OG0000124	HELIO_01505	NEMVE13714
OG0000126	HELIO_05678	NEMVE08729, NEMVE02964
OG0000126	HELIO_02617	NEMVE00909
OG0000126	HELIO_12717	NEMVE02955
OG0000127	HELIO_00274	NEMVE24353
OG0000127	HELIO_04203	NEMVE22473
OG0000127	HELIO_00760	NEMVE10526
OG0000127	HELIO_10652	NEMVE06686, NEMVE13457
OG0000127	HELIO_03723	NEMVE22419
OG0000128	HELIO_05183, HELIO_03924, HELIO_07945, HELIO_04974	NEMVE12106, NEMVE04961, NEMVE01987, NEMVE18699, NEMVE05813, NEMVE00993, NEMVE10370, NEMVE09954, NEMVE24226, NEMVE08877, NEMVE02973, NEMVE07718, NEMVE13536, NEMVE16591, NEMVE07067, NEMVE16738, NEMVE06927
OG0000129	HELIO_05477	NEMVE05043
OG0000129	HELIO_12045	NEMVE14958
OG0000131	HELIO_05019, HELIO_00530, HELIO_08397, HELIO_04270, HELIO_03420	NEMVE07984, NEMVE05410
OG0000132	HELIO_04353	NEMVE01902, NEMVE00818, NEMVE00836, NEMVE00732, NEMVE00832, NEMVE00761, NEMVE00751, NEMVE00762, NEMVE00731, NEMVE15492, NEMVE01916
OG0000136	HELIO_09300	NEMVE21871, NEMVE12116, NEMVE17146, NEMVE19897, NEMVE21999, NEMVE13550, NEMVE21919, NEMVE05559, NEMVE05597, NEMVE22000, NEMVE03184, NEMVE01065, NEMVE22390, NEMVE13986, NEMVE09509, NEMVE09511, NEMVE15908
OG0000137	HELIO_10563	NEMVE20817, NEMVE18407
OG0000137	HELIO_05850, HELIO_01589, HELIO_12262	NEMVE09537, NEMVE02104, NEMVE16617, NEMVE07756, NEMVE01665, NEMVE07752, NEMVE04562, NEMVE10746, NEMVE08414, NEMVE08549, NEMVE22935
OG0000139	HELIO_08181, HELIO_05560, HELIO_06714, HELIO_07305, HELIO_04806, HELIO_02194	NEMVE16959, NEMVE19997, NEMVE23512, NEMVE25194
OG0000142	HELIO_07399	NEMVE18434
