Orthogroup	HELIO_ok	XENTR
OG0000007	HELIO_04873	XENTR04990, XENTR05942
OG0000007	HELIO_03703	XENTR09461, XENTR01137
OG0000007	HELIO_07978	XENTR03031, XENTR06562
OG0000007	HELIO_03118	XENTR16583
OG0000007	HELIO_07991	XENTR07405, XENTR01816
OG0000007	HELIO_04275	XENTR09232, XENTR15271
OG0000009	HELIO_07702, HELIO_07076, HELIO_12655	XENTR08209
OG0000010	HELIO_07073	XENTR08285, XENTR08284, XENTR12501, XENTR02618, XENTR13366, XENTR13367, XENTR13368, XENTR13360, XENTR13363, XENTR18987, XENTR13365, XENTR13362, XENTR13361, XENTR14666, XENTR14667, XENTR13349, XENTR15864, XENTR13352, XENTR13346, XENTR13354, XENTR13358, XENTR13359
OG0000010	HELIO_09797	XENTR04584, XENTR06998, XENTR03807
OG0000011	HELIO_09607	XENTR06336, XENTR06335
OG0000012	HELIO_04072, HELIO_05750	XENTR00246, XENTR14489, XENTR13810, XENTR10002
OG0000012	HELIO_06831	XENTR07259, XENTR07258, XENTR07257, XENTR07260, XENTR18170, XENTR07256
OG0000014	HELIO_12068	XENTR09147, XENTR00681
OG0000014	HELIO_10724	XENTR14500
OG0000015	HELIO_10798	XENTR13566, XENTR03288, XENTR15069
OG0000016	HELIO_05159, HELIO_08806, HELIO_03950, HELIO_10054	XENTR10586, XENTR06233
OG0000016	HELIO_05456	XENTR01362, XENTR01363, XENTR07382
OG0000016	HELIO_09779	XENTR12717
OG0000016	HELIO_04647	XENTR17802
OG0000016	HELIO_07322, HELIO_06996, HELIO_05885, HELIO_04527, HELIO_04564	XENTR18390
OG0000018	HELIO_06631, HELIO_07465, HELIO_07089, HELIO_06040, HELIO_03912, HELIO_03992, HELIO_02946	XENTR09178, XENTR08162, XENTR13012, XENTR02564, XENTR05956, XENTR09576, XENTR03694, XENTR00858, XENTR02889, XENTR06547, XENTR13927, XENTR13322, XENTR12397, XENTR08345, XENTR10008, XENTR11346, XENTR19127, XENTR10010
OG0000018	HELIO_05389	XENTR19110
OG0000019	HELIO_11234	XENTR07225, XENTR02749, XENTR04194
OG0000020	HELIO_01087	XENTR14576
OG0000020	HELIO_03892	XENTR00311
OG0000020	HELIO_08119	XENTR13299
OG0000020	HELIO_10764	XENTR05411
OG0000020	HELIO_10811	XENTR15461, XENTR03248, XENTR03249
OG0000020	HELIO_12285	XENTR04697
OG0000020	HELIO_05828	XENTR07864, XENTR11783
OG0000020	HELIO_10575	XENTR08063
OG0000020	HELIO_08365	XENTR15846
OG0000020	HELIO_01918	XENTR15636
OG0000021	HELIO_02163	XENTR06809, XENTR02794
OG0000021	HELIO_10440, HELIO_04726, HELIO_09286, HELIO_07603	XENTR13705, XENTR13394, XENTR13393
OG0000021	HELIO_02648, HELIO_08020, HELIO_10557, HELIO_04069	XENTR00007
OG0000023	HELIO_07781	XENTR02017, XENTR13173, XENTR18800, XENTR18648
OG0000023	HELIO_08618, HELIO_08359, HELIO_11316	XENTR00841, XENTR15918, XENTR00481, XENTR16829, XENTR12543, XENTR17774, XENTR00784
OG0000023	HELIO_07600, HELIO_09870	XENTR05772, XENTR05769, XENTR05767, XENTR05768, XENTR05773, XENTR05777, XENTR05778, XENTR12643, XENTR01709, XENTR01708, XENTR05774, XENTR05776, XENTR05775, XENTR18976
OG0000024	HELIO_07449	XENTR04811, XENTR06883, XENTR09943, XENTR01595, XENTR09488
OG0000028	HELIO_06306	XENTR10277, XENTR06737
OG0000029	HELIO_10546, HELIO_00115	XENTR18699, XENTR18411, XENTR10325, XENTR07438, XENTR16899, XENTR09562, XENTR10017, XENTR09646, XENTR13058, XENTR12335
OG0000029	HELIO_11942	XENTR11755, XENTR10534
OG0000030	HELIO_04525, HELIO_09505	XENTR18219
OG0000030	HELIO_06719	XENTR14147
OG0000031	HELIO_00475	XENTR05405, XENTR03766
OG0000031	HELIO_11237	XENTR08553, XENTR05384, XENTR03164
OG0000031	HELIO_10166	XENTR03163
OG0000031	HELIO_11573	XENTR00229
OG0000031	HELIO_00638	XENTR12584, XENTR00918
OG0000031	HELIO_00007	XENTR00006, XENTR16792, XENTR04300
OG0000031	HELIO_08452	XENTR00917, XENTR11778
OG0000031	HELIO_02162	XENTR09425
OG0000032	HELIO_03061, HELIO_11764, HELIO_06747	XENTR18392, XENTR18393, XENTR06098, XENTR03124
OG0000032	HELIO_05612, HELIO_01994, HELIO_06271, HELIO_05549, HELIO_06177, HELIO_11472, HELIO_11063, HELIO_05021, HELIO_02986	XENTR17016
OG0000034	HELIO_03040	XENTR04943
OG0000034	HELIO_11045	XENTR11418, XENTR11419, XENTR10883, XENTR07417
OG0000034	HELIO_10910	XENTR01252, XENTR11199, XENTR07072, XENTR12065
OG0000034	HELIO_05981	XENTR15456
OG0000034	HELIO_12487	XENTR10156
OG0000034	HELIO_11629	XENTR16254
OG0000035	HELIO_04621	XENTR05239
OG0000035	HELIO_12501	XENTR05079, XENTR05317, XENTR05866, XENTR05867
OG0000035	HELIO_03534	XENTR07648
OG0000035	HELIO_07811, HELIO_06366	XENTR17453, XENTR14129, XENTR07651, XENTR11799
OG0000035	HELIO_00732, HELIO_11539	XENTR11381, XENTR11382, XENTR12076, XENTR01605
OG0000035	HELIO_04984	XENTR13293, XENTR09857
OG0000036	HELIO_01209, HELIO_01210, HELIO_09115, HELIO_04594, HELIO_09618	XENTR07761, XENTR12415, XENTR07272
OG0000036	HELIO_07711	XENTR01038, XENTR15969
OG0000036	HELIO_02352, HELIO_11421, HELIO_04744	XENTR16237, XENTR16236, XENTR05174, XENTR07278
OG0000037	HELIO_01421	XENTR16580, XENTR14770, XENTR03861
OG0000037	HELIO_01377	XENTR10865, XENTR10696
OG0000037	HELIO_04770	XENTR18131
OG0000039	HELIO_01180	XENTR17227
OG0000040	HELIO_00109, HELIO_04015, HELIO_04001, HELIO_06439, HELIO_00160, HELIO_06945	XENTR18548, XENTR04218, XENTR04219, XENTR10472, XENTR10474, XENTR10473
OG0000043	HELIO_03541	XENTR13561, XENTR13559
OG0000044	HELIO_05461	XENTR08740, XENTR08871, XENTR02238, XENTR13100
OG0000044	HELIO_08837	XENTR04387, XENTR17931
OG0000046	HELIO_08475	XENTR04959
OG0000047	HELIO_06838	XENTR07962
OG0000048	HELIO_10223	XENTR03701
OG0000048	HELIO_03643	XENTR01169
OG0000048	HELIO_05568	XENTR18412
OG0000048	HELIO_11655	XENTR04117
OG0000048	HELIO_08708	XENTR05160
OG0000050	HELIO_04507, HELIO_05305	XENTR17952, XENTR07342, XENTR01845, XENTR01386, XENTR11958, XENTR03951, XENTR08402, XENTR03429, XENTR15018, XENTR17520, XENTR02104
OG0000052	HELIO_05693	XENTR09745, XENTR16766, XENTR16795
OG0000054	HELIO_11556, HELIO_11049, HELIO_07252, HELIO_05216	XENTR04962, XENTR04961
OG0000056	HELIO_05303	XENTR00422, XENTR06505, XENTR06516, XENTR06514, XENTR06515, XENTR06513, XENTR06506
OG0000056	HELIO_03513	XENTR00781
OG0000057	HELIO_05858	XENTR04236, XENTR01413, XENTR01414
OG0000059	HELIO_08348	XENTR09381
OG0000059	HELIO_07693, HELIO_05488	XENTR06961, XENTR16370
OG0000060	HELIO_02035	XENTR09513
OG0000060	HELIO_12113	XENTR11489, XENTR04114, XENTR08957
OG0000061	HELIO_11204	XENTR00116, XENTR05367
OG0000061	HELIO_04007, HELIO_00294, HELIO_10663	XENTR10609, XENTR10747
OG0000062	HELIO_01760, HELIO_09809, HELIO_08709	XENTR15501, XENTR17622, XENTR14200, XENTR18173, XENTR15500, XENTR15498, XENTR15499, XENTR15497, XENTR15494, XENTR11355, XENTR11358, XENTR11354, XENTR16052, XENTR16051, XENTR19033, XENTR17596, XENTR16050, XENTR15496
OG0000062	HELIO_06316	XENTR09512
OG0000063	HELIO_10147	XENTR10234, XENTR04709, XENTR00319
OG0000063	HELIO_12629	XENTR11311
OG0000063	HELIO_04155	XENTR08048, XENTR02007, XENTR01303
OG0000066	HELIO_11387	XENTR18882
OG0000067	HELIO_07211, HELIO_04257, HELIO_02907, HELIO_01151, HELIO_02361, HELIO_07310, HELIO_09285, HELIO_10782	XENTR13783, XENTR04874
OG0000069	HELIO_11698	XENTR15529
OG0000070	HELIO_00590, HELIO_05047, HELIO_00591	XENTR00314, XENTR18775, XENTR18776, XENTR05723, XENTR09834
OG0000072	HELIO_09782	XENTR03548, XENTR18546
OG0000072	HELIO_10131	XENTR01057
OG0000072	HELIO_05118, HELIO_10379	XENTR13152
OG0000073	HELIO_07437	XENTR03006, XENTR09344, XENTR05966, XENTR05967, XENTR09343, XENTR13665
OG0000074	HELIO_11128, HELIO_09183, HELIO_01338, HELIO_05011, HELIO_10435, HELIO_08963	XENTR10798, XENTR10797, XENTR11114
OG0000074	HELIO_06403	XENTR14396
OG0000074	HELIO_01439, HELIO_07384, HELIO_06770, HELIO_11885	XENTR07269, XENTR06689
OG0000075	HELIO_02705	XENTR02757, XENTR11353, XENTR12610
OG0000075	HELIO_01007	XENTR06215
OG0000075	HELIO_07086	XENTR09250
OG0000075	HELIO_01193	XENTR04179, XENTR06216
OG0000075	HELIO_09567	XENTR10723
OG0000075	HELIO_05177	XENTR06816, XENTR17547, XENTR16124
OG0000075	HELIO_00684	XENTR05986, XENTR05987
OG0000077	HELIO_05657	XENTR06888, XENTR17790, XENTR02687
OG0000077	HELIO_00295	XENTR07875, XENTR00642, XENTR04757
OG0000077	HELIO_12145	XENTR13588
OG0000078	HELIO_04372, HELIO_06334, HELIO_11613, HELIO_04314, HELIO_00570	XENTR05046, XENTR08333, XENTR08953, XENTR08952
OG0000078	HELIO_02467	XENTR19100
OG0000079	HELIO_01794, HELIO_05740	XENTR07112, XENTR07113, XENTR07163, XENTR03342, XENTR03648
OG0000079	HELIO_00549	XENTR01194
OG0000079	HELIO_01744, HELIO_07509	XENTR15371
OG0000081	HELIO_00244	XENTR18129, XENTR18128, XENTR18130, XENTR17315, XENTR17314, XENTR18127, XENTR17316, XENTR16305, XENTR17318, XENTR17317
OG0000082	HELIO_12249	XENTR16096
OG0000082	HELIO_08556	XENTR01624, XENTR01625
OG0000085	HELIO_02405	XENTR01729, XENTR03138
OG0000085	HELIO_05344	XENTR04052, XENTR12507
OG0000085	HELIO_11582	XENTR12352, XENTR12351
OG0000087	HELIO_02848, HELIO_02847, HELIO_02846	XENTR17246
OG0000087	HELIO_09425	XENTR13447, XENTR13446
OG0000087	HELIO_04335	XENTR06736
OG0000087	HELIO_00773	XENTR07023
OG0000087	HELIO_06633	XENTR06016
OG0000087	HELIO_01983	XENTR00988
OG0000087	HELIO_06411, HELIO_07580	XENTR18799
OG0000088	HELIO_00040, HELIO_06555, HELIO_11791, HELIO_06055, HELIO_05195, HELIO_00315, HELIO_08555, HELIO_06391, HELIO_08028	XENTR13149, XENTR04460, XENTR16769, XENTR11326, XENTR09069, XENTR10979, XENTR05948, XENTR02110
OG0000089	HELIO_06684, HELIO_10658	XENTR04109
OG0000090	HELIO_12415	XENTR11768
OG0000090	HELIO_03859, HELIO_12616	XENTR06545
OG0000091	HELIO_06609	XENTR08624
OG0000093	HELIO_04928, HELIO_06889	XENTR11592, XENTR02843, XENTR08380
OG0000094	HELIO_07015	XENTR10717, XENTR18065, XENTR15146
OG0000094	HELIO_03878	XENTR09915, XENTR14788, XENTR17591
OG0000096	HELIO_07466	XENTR02028, XENTR07076, XENTR03113
OG0000096	HELIO_03681	XENTR02339, XENTR11518
OG0000096	HELIO_03321	XENTR01880
OG0000096	HELIO_06897	XENTR18613
OG0000096	HELIO_03947	XENTR18353, XENTR11491, XENTR07413, XENTR11633
OG0000096	HELIO_09595	XENTR17893
OG0000098	HELIO_07543	XENTR05433, XENTR18578, XENTR17176
OG0000098	HELIO_00467, HELIO_11416	XENTR13786, XENTR13233, XENTR09318, XENTR06987
OG0000099	HELIO_00318, HELIO_06995	XENTR08245, XENTR06050, XENTR16324, XENTR11719, XENTR12540
OG0000099	HELIO_00319	XENTR08433
OG0000100	HELIO_08550	XENTR03308, XENTR15328
OG0000101	HELIO_03317	XENTR09885, XENTR05951
OG0000101	HELIO_11521	XENTR10544, XENTR10545
OG0000101	HELIO_06274, HELIO_11624, HELIO_06876	XENTR08772, XENTR05240, XENTR13420, XENTR13421, XENTR13418, XENTR13417, XENTR13424, XENTR13419, XENTR13422, XENTR13423, XENTR08771
OG0000102	HELIO_08564	XENTR10759, XENTR05530
OG0000103	HELIO_03996	XENTR12408, XENTR09108, XENTR09106, XENTR06370, XENTR18537, XENTR03858, XENTR09105, XENTR09107, XENTR09109, XENTR12407, XENTR12406, XENTR01493
OG0000103	HELIO_12543	XENTR11203, XENTR09120, XENTR09119, XENTR01361, XENTR05614
OG0000104	HELIO_04946	XENTR05699, XENTR11871
OG0000104	HELIO_03807	XENTR03188, XENTR10251
OG0000104	HELIO_05172	XENTR11872, XENTR05698
OG0000104	HELIO_02282	XENTR07142
OG0000104	HELIO_00006	XENTR02594, XENTR10789, XENTR16122
OG0000106	HELIO_02364	XENTR16525, XENTR07760, XENTR12554, XENTR12553, XENTR12551, XENTR12552, XENTR12555
OG0000106	HELIO_07474	XENTR07802
OG0000106	HELIO_05614, HELIO_10877	XENTR05910, XENTR12158, XENTR05297
OG0000113	HELIO_06754	XENTR00307
OG0000114	HELIO_10462, HELIO_00027, HELIO_06292	XENTR08858, XENTR12456, XENTR00845, XENTR00844, XENTR00843, XENTR01175, XENTR08055
OG0000115	HELIO_10283, HELIO_10284	XENTR10985
OG0000116	HELIO_08217, HELIO_10553	XENTR12530
OG0000119	HELIO_09291	XENTR05393, XENTR05242, XENTR06871
OG0000119	HELIO_06886, HELIO_09246, HELIO_05606, HELIO_03015	XENTR00115, XENTR07107, XENTR12433, XENTR15934, XENTR15933
OG0000119	HELIO_08423, HELIO_01329	XENTR01125, XENTR14071
OG0000121	HELIO_11384	XENTR04902, XENTR18080
OG0000122	HELIO_09221	XENTR06907, XENTR17281
OG0000122	HELIO_00601, HELIO_11330	XENTR02708, XENTR14715, XENTR10342, XENTR01730, XENTR03137, XENTR03802
OG0000123	HELIO_08717	XENTR09572, XENTR12457, XENTR17140
OG0000123	HELIO_08884	XENTR02182
OG0000123	HELIO_09001	XENTR10906
OG0000124	HELIO_02264	XENTR05926
OG0000124	HELIO_07531	XENTR10247, XENTR00962, XENTR04813
OG0000124	HELIO_08965	XENTR09248, XENTR09249
OG0000124	HELIO_01505	XENTR13084, XENTR11997
OG0000125	HELIO_11225	XENTR01735, XENTR14091, XENTR08560
OG0000125	HELIO_03951	XENTR01738, XENTR14098
OG0000125	HELIO_08019	XENTR05425
OG0000126	HELIO_05678	XENTR02718, XENTR02062, XENTR09023
OG0000126	HELIO_02617	XENTR14632, XENTR03466
OG0000126	HELIO_12717	XENTR05061, XENTR11942, XENTR13975, XENTR08532
OG0000127	HELIO_00274	XENTR02720, XENTR03441, XENTR09025
OG0000127	HELIO_04203	XENTR10923, XENTR12718
OG0000127	HELIO_00760	XENTR18212
OG0000127	HELIO_10652	XENTR03639, XENTR18292, XENTR04635, XENTR04636, XENTR18893
OG0000127	HELIO_03723	XENTR01486, XENTR04784, XENTR07585
OG0000128	HELIO_05183	XENTR09496, XENTR10668
OG0000128	HELIO_03924	XENTR08486, XENTR08487
OG0000128	HELIO_00789	XENTR04418
OG0000129	HELIO_08318	XENTR14286
OG0000129	HELIO_05477	XENTR13439, XENTR09476, XENTR13435, XENTR13438, XENTR13437, XENTR12648, XENTR00152, XENTR06673
OG0000129	HELIO_12045	XENTR14278, XENTR11921, XENTR18992, XENTR15519
OG0000130	HELIO_00229	XENTR04860
OG0000131	HELIO_00530, HELIO_08397	XENTR10944
OG0000132	HELIO_02084, HELIO_02083, HELIO_03711	XENTR17991, XENTR17911, XENTR17992, XENTR18068, XENTR18069, XENTR13502, XENTR19190, XENTR04255
OG0000132	HELIO_04353	XENTR04795
OG0000137	HELIO_10563	XENTR10738, XENTR07993, XENTR07994
OG0000137	HELIO_05850	XENTR11062, XENTR17418
OG0000137	HELIO_01589, HELIO_12262	XENTR10667
OG0000141	HELIO_03491, HELIO_06248, HELIO_06291, HELIO_06766, HELIO_00102, HELIO_10597	XENTR13160
OG0000147	HELIO_12780	XENTR03268, XENTR13018
OG0000147	HELIO_07856	XENTR02156, XENTR12287
OG0000147	HELIO_02877	XENTR01301, XENTR12003
OG0000147	HELIO_07688	XENTR15311
OG0000148	HELIO_12241	XENTR10464, XENTR17112, XENTR02369, XENTR07951
OG0000148	HELIO_01322	XENTR11222, XENTR06966, XENTR07952, XENTR02368
OG0000149	HELIO_11224	XENTR03422, XENTR03423
OG0000149	HELIO_09667, HELIO_05786, HELIO_08463, HELIO_10026	XENTR01442, XENTR00579
OG0000149	HELIO_08561	XENTR04855
OG0000151	HELIO_02909	XENTR04929, XENTR06165, XENTR12078, XENTR11745
OG0000151	HELIO_01067	XENTR14804, XENTR06918, XENTR07090, XENTR00143, XENTR00142
OG0000151	HELIO_11427	XENTR06824, XENTR00446, XENTR00447
OG0000154	HELIO_00470	XENTR11406, XENTR12586
OG0000155	HELIO_02785	XENTR03823
OG0000155	HELIO_06336	XENTR18176
OG0000155	HELIO_10305	XENTR13673, XENTR05745, XENTR13672
OG0000157	HELIO_02764	XENTR09579, XENTR08086
OG0000157	HELIO_02898	XENTR09559
OG0000158	HELIO_05890	XENTR17930, XENTR04115, XENTR04631
OG0000159	HELIO_11077	XENTR09320, XENTR09321
OG0000159	HELIO_07755	XENTR09386
OG0000160	HELIO_11870	XENTR02472
OG0000160	HELIO_09094	XENTR00861, XENTR00862
OG0000162	HELIO_02633	XENTR19069
OG0000163	HELIO_05553	XENTR17419
OG0000163	HELIO_02290	XENTR06573, XENTR03895
OG0000163	HELIO_07317	XENTR10844, XENTR07114, XENTR03341
OG0000164	HELIO_04867	XENTR03117, XENTR11443, XENTR03405, XENTR11930
OG0000165	HELIO_01649	XENTR15301, XENTR13043, XENTR16873, XENTR11658, XENTR00720, XENTR14265, XENTR04481, XENTR04329, XENTR18883, XENTR08529, XENTR02768, XENTR13290, XENTR13289, XENTR02058, XENTR02059, XENTR19075, XENTR04395, XENTR09345
OG0000166	HELIO_00134, HELIO_00135	XENTR01839
OG0000166	HELIO_11547	XENTR14691, XENTR00874, XENTR00875, XENTR00043, XENTR01855
OG0000167	HELIO_07346	XENTR18214, XENTR04642, XENTR04643, XENTR03633, XENTR12761, XENTR09151, XENTR05471, XENTR02446, XENTR12175
OG0000168	HELIO_11699	XENTR11485, XENTR09871
OG0000168	HELIO_07708	XENTR11542, XENTR17377, XENTR00071, XENTR05864, XENTR04725
OG0000169	HELIO_04309, HELIO_11118, HELIO_04365, HELIO_12257	XENTR07575, XENTR17682, XENTR17683, XENTR17684, XENTR17885
OG0000171	HELIO_09820	XENTR12901
OG0000171	HELIO_01149	XENTR09537, XENTR13400, XENTR13399
OG0000171	HELIO_03619	XENTR05662
OG0000172	HELIO_09881	XENTR03780, XENTR04175, XENTR04174, XENTR04177, XENTR16551
OG0000173	HELIO_09570, HELIO_09571	XENTR18313, XENTR17877, XENTR06255, XENTR06090, XENTR08570, XENTR13645, XENTR00648, XENTR00654, XENTR08279, XENTR13600, XENTR17945, XENTR13599, XENTR05902
OG0000174	HELIO_09480, HELIO_04614, HELIO_10809	XENTR18562, XENTR12376
OG0000174	HELIO_01069	XENTR02208, XENTR05576
OG0000175	HELIO_05633	XENTR08289, XENTR15844
OG0000175	HELIO_11471	XENTR03000, XENTR09335, XENTR04649
OG0000179	HELIO_05015	XENTR01942
OG0000179	HELIO_04929	XENTR00560, XENTR12119
OG0000179	HELIO_08122	XENTR05649
OG0000180	HELIO_10517	XENTR00269
OG0000180	HELIO_01389	XENTR14458, XENTR09734, XENTR04382, XENTR05909
OG0000181	HELIO_03744	XENTR06005
OG0000181	HELIO_11084, HELIO_06953	XENTR17190, XENTR17189, XENTR03816
OG0000181	HELIO_10771	XENTR09033, XENTR12669
OG0000182	HELIO_06024	XENTR14471
OG0000183	HELIO_03106, HELIO_07785	XENTR02086, XENTR13524, XENTR16217
OG0000183	HELIO_12279	XENTR02643
OG0000183	HELIO_02987	XENTR02630
OG0000184	HELIO_04383	XENTR04682, XENTR04685, XENTR04684, XENTR04683, XENTR04680, XENTR04681, XENTR03930, XENTR04679, XENTR03929
OG0000185	HELIO_02917	XENTR06208, XENTR17890
OG0000185	HELIO_08141	XENTR09757, XENTR04609
OG0000185	HELIO_12016	XENTR12734
OG0000188	HELIO_10975	XENTR02204, XENTR07576, XENTR05663
OG0000192	HELIO_08116	XENTR01061
OG0000192	HELIO_04385	XENTR03994, XENTR04308
OG0000192	HELIO_03071	XENTR16408
OG0000192	HELIO_03349	XENTR01771
OG0000194	HELIO_04375, HELIO_03596, HELIO_05547, HELIO_11820, HELIO_06680, HELIO_07417	XENTR14824, XENTR18660, XENTR00280, XENTR10034
OG0000195	HELIO_05982	XENTR11322, XENTR09909, XENTR17326
OG0000197	HELIO_06777, HELIO_03671	XENTR05307, XENTR15908
OG0000197	HELIO_03884	XENTR03218, XENTR03217, XENTR15281, XENTR12861, XENTR09625, XENTR08202, XENTR08199, XENTR08201
OG0000198	HELIO_07810	XENTR01193, XENTR17668, XENTR11605, XENTR06767, XENTR06766, XENTR18054
OG0000201	HELIO_03794	XENTR16600, XENTR16601, XENTR04781
OG0000201	HELIO_07497	XENTR04564
OG0000201	HELIO_09400	XENTR12187, XENTR00868
OG0000202	HELIO_09483, HELIO_08601	XENTR10504, XENTR02700, XENTR02277, XENTR01975, XENTR01974, XENTR01976, XENTR01977, XENTR07918, XENTR13180, XENTR02012, XENTR17556
OG0000203	HELIO_11397	XENTR08192, XENTR07634
OG0000203	HELIO_01088	XENTR09015, XENTR08065
OG0000203	HELIO_02460	XENTR04067
OG0000204	HELIO_05845	XENTR04113, XENTR02352
OG0000205	HELIO_00076	XENTR12959, XENTR05519
OG0000205	HELIO_00236	XENTR16886, XENTR01752, XENTR14923
OG0000205	HELIO_00235, HELIO_07450	XENTR18445, XENTR10749, XENTR03131
OG0000206	HELIO_05908	XENTR10880, XENTR04135
OG0000206	HELIO_09072, HELIO_05036, HELIO_06863, HELIO_08368	XENTR10501, XENTR13106, XENTR12355
OG0000207	HELIO_04136, HELIO_05670, HELIO_01226, HELIO_01015, HELIO_08023	XENTR04496, XENTR02974
OG0000208	HELIO_06822, HELIO_08975	XENTR16926, XENTR03526, XENTR09459, XENTR16011, XENTR11826, XENTR05993
OG0000210	HELIO_02498	XENTR12375
OG0000210	HELIO_10527	XENTR19252
OG0000210	HELIO_12121	XENTR04415
OG0000211	HELIO_11401	XENTR02626
OG0000211	HELIO_00554	XENTR00605
OG0000211	HELIO_04759	XENTR12567, XENTR17201, XENTR17202
OG0000211	HELIO_11035	XENTR15376, XENTR01456
OG0000213	HELIO_04918, HELIO_01073, HELIO_04313, HELIO_04336, HELIO_06549	XENTR03518, XENTR08248
OG0000215	HELIO_05873, HELIO_05161, HELIO_03905	XENTR01627, XENTR06477
OG0000218	HELIO_12321	XENTR06015
OG0000220	HELIO_04722	XENTR07581
OG0000220	HELIO_04300, HELIO_10035, HELIO_12042	XENTR15742
OG0000221	HELIO_06860	XENTR04171, XENTR10605, XENTR06942
OG0000221	HELIO_10767	XENTR03108, XENTR08434, XENTR08435
OG0000221	HELIO_06340	XENTR10392, XENTR01755, XENTR16885
OG0000223	HELIO_07967	XENTR15744, XENTR02504, XENTR10692
OG0000225	HELIO_03666, HELIO_05507, HELIO_12455	XENTR02888, XENTR02887, XENTR02890, XENTR02882, XENTR02884, XENTR10481, XENTR16882, XENTR02814, XENTR02816, XENTR02864, XENTR03767, XENTR05141, XENTR06741, XENTR17843, XENTR17844
OG0000227	HELIO_02891	XENTR13632
OG0000227	HELIO_06498, HELIO_04590	XENTR00522, XENTR04987
OG0000228	HELIO_05990	XENTR07707, XENTR15692
OG0000229	HELIO_12626, HELIO_08788, HELIO_08327	XENTR07694
OG0000230	HELIO_01183	XENTR08030, XENTR08029
OG0000231	HELIO_00476	XENTR00474, XENTR12545
OG0000233	HELIO_09993	XENTR14531
OG0000234	HELIO_06356	XENTR08092, XENTR06076, XENTR18346
OG0000234	HELIO_10361	XENTR00774, XENTR10873
OG0000235	HELIO_01611, HELIO_06097, HELIO_07273	XENTR08759
OG0000236	HELIO_10807	XENTR04703
OG0000236	HELIO_03897, HELIO_07442	XENTR08003
OG0000238	HELIO_10889	XENTR01828
OG0000238	HELIO_06126	XENTR07222, XENTR07219, XENTR07220, XENTR07221, XENTR05205
OG0000239	HELIO_09847	XENTR02896, XENTR08392
OG0000239	HELIO_06585	XENTR09596
OG0000239	HELIO_09876	XENTR06920, XENTR03351
OG0000242	HELIO_08165	XENTR11501, XENTR00387, XENTR02580, XENTR18495, XENTR12685
OG0000242	HELIO_01488	XENTR19139, XENTR02853
OG0000242	HELIO_07151	XENTR01304
OG0000244	HELIO_03531, HELIO_03532	XENTR01354
OG0000245	HELIO_12327, HELIO_04665	XENTR14120, XENTR18573, XENTR17216, XENTR17307, XENTR08599, XENTR10449, XENTR14505, XENTR07584, XENTR00128, XENTR05671, XENTR04790
OG0000246	HELIO_12542	XENTR12561
OG0000248	HELIO_03449	XENTR05728, XENTR06749, XENTR18294, XENTR06755, XENTR06750, XENTR06752
OG0000250	HELIO_03230	XENTR02680
OG0000250	HELIO_09216	XENTR13730
OG0000250	HELIO_02167	XENTR12693
