Orthogroup	HELIO_ok	DROME
OG0000040	HELIO_00109, HELIO_04015, HELIO_04001, HELIO_06439, HELIO_00160, HELIO_06945	DROME01030, DROME01029, DROME06128, DROME06129, DROME06133, DROME06131, DROME06130, DROME17442, DROME06135, DROME06134, DROME06132, DROME04118, DROME04166, DROME06136, DROME06127, DROME04612, DROME04613, DROME16427, DROME07802, DROME14818, DROME05485, DROME04044, DROME05484, DROME05486, DROME21878, DROME14539, DROME04205, DROME04204, DROME05671, DROME08331
OG0000044	HELIO_08837, HELIO_02529	DROME01579, DROME01581, DROME01575, DROME01577, DROME01571, DROME01572, DROME01573, DROME01580, DROME01574, DROME01578, DROME01576
OG0000044	HELIO_01656	DROME17013
OG0000048	HELIO_10223	DROME07309
OG0000048	HELIO_05568	DROME15626, DROME15625
OG0000048	HELIO_05826, HELIO_06221, HELIO_11655	DROME19410, DROME04387, DROME04385, DROME04384, DROME04383, DROME04388, DROME04389
OG0000048	HELIO_05605	DROME01500
OG0000051	HELIO_06960, HELIO_04086, HELIO_00091, HELIO_07483, HELIO_04213, HELIO_04232, HELIO_11844	DROME06654, DROME06655
OG0000054	HELIO_03625, HELIO_05561	DROME20361
OG0000054	HELIO_11556, HELIO_11049, HELIO_07252, HELIO_05216	DROME11951, DROME18814, DROME18815, DROME18820, DROME18819, DROME01420, DROME08996, DROME18821, DROME09916, DROME18822, DROME04594, DROME04595, DROME01843, DROME04592, DROME04593, DROME20803, DROME20238, DROME18477, DROME18041, DROME06360
OG0000055	HELIO_03751, HELIO_10362	DROME03691, DROME03682, DROME03686, DROME03760, DROME03750, DROME03735, DROME03720, DROME03770, DROME03765, DROME03740, DROME03755, DROME03725, DROME03710, DROME03730, DROME03700, DROME03780, DROME03705, DROME03775, DROME03715, DROME03745, DROME03695, DROME03673, DROME03677
OG0000060	HELIO_11213	DROME18201
OG0000060	HELIO_01698, HELIO_08930, HELIO_10260	DROME02317, DROME02583, DROME02316
OG0000061	HELIO_11204	DROME05786, DROME05785, DROME05787, DROME20453
OG0000061	HELIO_04007, HELIO_00294, HELIO_10663	DROME05579, DROME05580, DROME06033
OG0000061	HELIO_00140	DROME18900, DROME18901, DROME18899
OG0000062	HELIO_06316	DROME03387, DROME03389, DROME03388, DROME03386, DROME03390, DROME01439, DROME01441, DROME01443, DROME01440, DROME01442, DROME02848, DROME01444
OG0000063	HELIO_10147	DROME03407, DROME03409, DROME03405, DROME03404, DROME03403, DROME03408, DROME03406
OG0000063	HELIO_12629	DROME17704, DROME17705, DROME17706, DROME17703, DROME17707
OG0000063	HELIO_04155	DROME10983, DROME10982
OG0000067	HELIO_11753, HELIO_06955	DROME11908, DROME11924, DROME11927, DROME05633
OG0000068	HELIO_09495, HELIO_11520, HELIO_04643, HELIO_09524, HELIO_08964	DROME18209
OG0000069	HELIO_11698	DROME03713
OG0000069	HELIO_05270	DROME03718
OG0000072	HELIO_10317	DROME12247, DROME12248
OG0000072	HELIO_10131	DROME00750
OG0000072	HELIO_04791	DROME14913
OG0000074	HELIO_11128, HELIO_09183, HELIO_01338, HELIO_05011, HELIO_10435, HELIO_08963	DROME03014
OG0000075	HELIO_12175	DROME01374
OG0000075	HELIO_01007	DROME01373
OG0000075	HELIO_01193	DROME01375
OG0000075	HELIO_05177	DROME04883, DROME04882
OG0000077	HELIO_00295	DROME07079, DROME07077, DROME07078
OG0000077	HELIO_11466	DROME18051
OG0000078	HELIO_06313	DROME08886, DROME17179, DROME17177, DROME17181, DROME19588, DROME14308, DROME18161, DROME07301, DROME20111
OG0000078	HELIO_07319, HELIO_06987	DROME15695
OG0000079	HELIO_01794, HELIO_05740	DROME14752, DROME17573, DROME17572, DROME17571, DROME17570, DROME14753, DROME17315, DROME17314, DROME17316
OG0000079	HELIO_00549	DROME11804, DROME11805, DROME11807, DROME11806, DROME11809, DROME11808, DROME11810
OG0000079	HELIO_01744, HELIO_07509	DROME01298
OG0000082	HELIO_12249	DROME20298
OG0000082	HELIO_08556	DROME05998
OG0000082	HELIO_06503, HELIO_04026, HELIO_02219	DROME11174, DROME11173, DROME15008
OG0000085	HELIO_05344	DROME19132, DROME19130, DROME19134, DROME19131, DROME19133
OG0000085	HELIO_11582	DROME10832, DROME10831
OG0000087	HELIO_02848, HELIO_02847, HELIO_02846	DROME22088
OG0000087	HELIO_04335	DROME21450
OG0000087	HELIO_02061, HELIO_03338, HELIO_06633	DROME08842
OG0000087	HELIO_01983, HELIO_04560, HELIO_06411, HELIO_07580	DROME09495
OG0000090	HELIO_12415	DROME02752
OG0000090	HELIO_03859, HELIO_12616	DROME16241, DROME16240, DROME16239
OG0000094	HELIO_07015	DROME02876, DROME02874, DROME02872, DROME02875, DROME02873, DROME02878, DROME02881, DROME02880, DROME02877, DROME02879
OG0000094	HELIO_03878	DROME20335, DROME20344, DROME20342, DROME20339, DROME20331, DROME20343, DROME20334, DROME20340, DROME20338, DROME20337, DROME20333, DROME20336, DROME20332, DROME20341
OG0000095	HELIO_07611	DROME01438
OG0000096	HELIO_07466	DROME08195, DROME08196
OG0000096	HELIO_03681	DROME08870
OG0000096	HELIO_03321	DROME13163
OG0000096	HELIO_06897	DROME06400
OG0000096	HELIO_03947	DROME13915
OG0000098	HELIO_00467, HELIO_11416	DROME06218, DROME06212, DROME06217, DROME06213, DROME06211, DROME06215, DROME06216, DROME06210, DROME06214
OG0000099	HELIO_00318, HELIO_06995	DROME18324, DROME18322, DROME18323, DROME18399, DROME18398, DROME16045, DROME03641, DROME03642, DROME00198, DROME01024, DROME01023, DROME16052, DROME16051, DROME16053, DROME15995, DROME15996
OG0000100	HELIO_06465	DROME09951
OG0000100	HELIO_06606, HELIO_03096	DROME10813
OG0000101	HELIO_11521	DROME05458
OG0000103	HELIO_03996	DROME02978, DROME02981, DROME02974, DROME02980, DROME02972, DROME02982, DROME02975, DROME02990, DROME02977, DROME02985, DROME02984, DROME02983, DROME02986, DROME02973, DROME02979, DROME02987, DROME02991, DROME02976, DROME02988, DROME02989
OG0000103	HELIO_12543	DROME08435, DROME08438, DROME08434, DROME08440, DROME08436, DROME08437, DROME08439
OG0000104	HELIO_04946	DROME09666, DROME09668, DROME09669, DROME09667, DROME09670
OG0000104	HELIO_03807	DROME16895, DROME16894
OG0000104	HELIO_05172	DROME16546, DROME16548, DROME16547, DROME16549
OG0000104	HELIO_02282	DROME17321, DROME17322
OG0000106	HELIO_02364	DROME02609
OG0000106	HELIO_05614, HELIO_10877	DROME14085, DROME16348, DROME17377, DROME10894, DROME10895
OG0000113	HELIO_06754	DROME10760, DROME10761, DROME10759, DROME10758, DROME10762
OG0000114	HELIO_08152	DROME08662, DROME08648, DROME08661, DROME08653, DROME08652, DROME08663, DROME08649, DROME08654, DROME08664, DROME08658, DROME08655, DROME08660, DROME08657, DROME08659, DROME08656
OG0000114	HELIO_10462, HELIO_00027, HELIO_06292	DROME04013, DROME04512, DROME04513
OG0000116	HELIO_08217, HELIO_10553	DROME05231
OG0000117	HELIO_01494	DROME17123
OG0000119	HELIO_09291	DROME20499, DROME20496, DROME20497, DROME20498, DROME20500, DROME20501
OG0000119	HELIO_06886, HELIO_09246, HELIO_05606, HELIO_03015	DROME21220, DROME21219
OG0000119	HELIO_08423, HELIO_01329	DROME06207, DROME06208, DROME08017, DROME06209
OG0000120	HELIO_07920	DROME04710
OG0000121	HELIO_11384	DROME17781, DROME08015
OG0000121	HELIO_05376	DROME10532
OG0000122	HELIO_09221	DROME10483, DROME10478, DROME10477, DROME10479, DROME10481, DROME10480, DROME10476
OG0000122	HELIO_00601, HELIO_11330, HELIO_07753	DROME01359, DROME01363, DROME01361, DROME01366, DROME01365, DROME01360, DROME01358, DROME01362, DROME01367, DROME01364
OG0000123	HELIO_00165	DROME17732, DROME17730, DROME17731
OG0000123	HELIO_10689	DROME14850, DROME14849, DROME14848, DROME14847
OG0000124	HELIO_02264	DROME17463
OG0000124	HELIO_07531	DROME08713, DROME09900
OG0000124	HELIO_08965	DROME21734
OG0000125	HELIO_08019	DROME04039, DROME04040, DROME04038
OG0000126	HELIO_05678	DROME21081, DROME21082, DROME21083, DROME21080
OG0000126	HELIO_02617	DROME05808, DROME05806, DROME05810, DROME05805, DROME05801, DROME05809, DROME05802, DROME05807, DROME05803, DROME05799, DROME05800, DROME05804
OG0000126	HELIO_12717	DROME14473, DROME14469, DROME14474, DROME14468, DROME14472, DROME14470, DROME14471
OG0000127	HELIO_04203	DROME11205, DROME11204
OG0000127	HELIO_00760	DROME08158
OG0000127	HELIO_10652	DROME05986
OG0000127	HELIO_03723	DROME18062
OG0000131	HELIO_00530, HELIO_08397	DROME18073, DROME18075, DROME18074
OG0000132	HELIO_02084, HELIO_02083, HELIO_03711	DROME03704, DROME03676, DROME03724, DROME03709, DROME03749, DROME03779, DROME03759, DROME03681, DROME03754, DROME03744, DROME03694, DROME03690, DROME03714, DROME03739, DROME03719, DROME03672, DROME03685, DROME03734, DROME03699, DROME03764, DROME03769, DROME03729, DROME03774
OG0000142	HELIO_07399	DROME07188
OG0000147	HELIO_12780	DROME06557, DROME06554, DROME06558, DROME06555, DROME06553, DROME06552, DROME06556
OG0000147	HELIO_07856	DROME06267, DROME06264, DROME06263, DROME06265, DROME06266
OG0000147	HELIO_02877	DROME03466
OG0000147	HELIO_07688	DROME17452, DROME17451
OG0000148	HELIO_09000, HELIO_12241	DROME19762, DROME19761, DROME19763
OG0000148	HELIO_01322	DROME12939
OG0000149	HELIO_09667, HELIO_05786, HELIO_08463, HELIO_10026	DROME17665, DROME17666, DROME17690, DROME17689, DROME17695, DROME17694, DROME07964, DROME16235, DROME16234, DROME16236
OG0000149	HELIO_08561	DROME14698, DROME14702, DROME14703, DROME14701, DROME14700, DROME14699
OG0000154	HELIO_00470	DROME12872, DROME12871
OG0000155	HELIO_10305	DROME05911, DROME05917, DROME05907, DROME05916, DROME05914, DROME05908, DROME05904, DROME05910, DROME05918, DROME05912, DROME05898, DROME05915, DROME05902, DROME05905, DROME05913, DROME05909, DROME05900, DROME05901, DROME05906, DROME05903, DROME05899
OG0000157	HELIO_02764	DROME05618, DROME05617, DROME05616
OG0000157	HELIO_02973	DROME09786
OG0000157	HELIO_02898	DROME05150, DROME05149
OG0000158	HELIO_05890	DROME06825, DROME06824
OG0000159	HELIO_07755	DROME09571, DROME09570
OG0000160	HELIO_09094	DROME21236, DROME21232, DROME21234, DROME21233, DROME21235, DROME20353
OG0000163	HELIO_05553, HELIO_10661	DROME12520
OG0000163	HELIO_02290	DROME07955
OG0000163	HELIO_07317	DROME19834, DROME00819
OG0000164	HELIO_11223	DROME13554, DROME13556, DROME13557, DROME13558, DROME13555, DROME13562, DROME13560, DROME14237, DROME13430, DROME13559, DROME14238, DROME13561
OG0000165	HELIO_01649	DROME15840, DROME15841
OG0000167	HELIO_01889	DROME04018, DROME04019
OG0000168	HELIO_07708, HELIO_00592	DROME01783
OG0000171	HELIO_01149, HELIO_03619	DROME18491, DROME18493, DROME18496, DROME18497, DROME18494, DROME18492, DROME18495
OG0000172	HELIO_11555	DROME05153, DROME05152, DROME05600, DROME14157, DROME11999, DROME15739, DROME15740, DROME07019, DROME09308
OG0000173	HELIO_09570, HELIO_09571	DROME18317, DROME18316, DROME18314, DROME18318, DROME18315
OG0000175	HELIO_05633	DROME19671, DROME02329, DROME16486, DROME16483
OG0000175	HELIO_11471	DROME03593, DROME00840
OG0000179	HELIO_05015	DROME11221, DROME21050
OG0000179	HELIO_04929	DROME07796
OG0000179	HELIO_08122	DROME10428
OG0000180	HELIO_10517	DROME21739, DROME21740
OG0000180	HELIO_01389	DROME11922, DROME11921, DROME12780, DROME11368, DROME11367
OG0000181	HELIO_03744	DROME18397
OG0000181	HELIO_10771	DROME06226
OG0000183	HELIO_03106, HELIO_07785	DROME07200, DROME07199, DROME07201, DROME07198, DROME07192, DROME07195, DROME07191, DROME07194, DROME07196, DROME07193
OG0000183	HELIO_12279, HELIO_02987	DROME07008
OG0000185	HELIO_08141	DROME12225, DROME12226
OG0000185	HELIO_12016	DROME03791, DROME03792
OG0000186	HELIO_02314	DROME18591
OG0000186	HELIO_09501, HELIO_02377	DROME04472
OG0000188	HELIO_10975	DROME16886, DROME16887
OG0000189	HELIO_07994	DROME11182
OG0000195	HELIO_05982	DROME10558, DROME10557, DROME10559, DROME09087
OG0000197	HELIO_03884	DROME14335, DROME14334, DROME14336
OG0000198	HELIO_07810	DROME17687
OG0000201	HELIO_03794	DROME11047
OG0000201	HELIO_11591, HELIO_07497	DROME19450
OG0000201	HELIO_09400	DROME18513, DROME18512, DROME18511, DROME18514
OG0000202	HELIO_09483, HELIO_08601	DROME14920, DROME14921
OG0000203	HELIO_11397	DROME04489
OG0000204	HELIO_05845	DROME10849, DROME10848
OG0000205	HELIO_00236	DROME06842, DROME06843
OG0000205	HELIO_00235, HELIO_07450	DROME08187
OG0000207	HELIO_04136, HELIO_05670, HELIO_01226, HELIO_01015, HELIO_08023, HELIO_10947, HELIO_04894, HELIO_01091	DROME06000
OG0000208	HELIO_08975	DROME02132
OG0000210	HELIO_12121	DROME14047, DROME11376
OG0000211	HELIO_00554	DROME17290
OG0000222	HELIO_04924	DROME09565, DROME16074, DROME09564, DROME04893, DROME12542, DROME12543, DROME13909, DROME07721, DROME07723, DROME07722, DROME20893, DROME03346, DROME18058, DROME18059
OG0000223	HELIO_07967, HELIO_04535	DROME10256
OG0000225	HELIO_03666, HELIO_05507, HELIO_12455	DROME11929
OG0000226	HELIO_05355, HELIO_07871, HELIO_09435	DROME14660
OG0000227	HELIO_02891	DROME20242
OG0000227	HELIO_06498, HELIO_04590	DROME04927, DROME04926
OG0000229	HELIO_12626, HELIO_08788, HELIO_08327	DROME04047
OG0000230	HELIO_01434, HELIO_10443	DROME03186
OG0000231	HELIO_05053	DROME20855, DROME20857, DROME20856, DROME20854
OG0000231	HELIO_00476	DROME07628, DROME07629
OG0000232	HELIO_10566	DROME10139
OG0000233	HELIO_03649	DROME00414, DROME00405, DROME00404, DROME00403
OG0000234	HELIO_06356	DROME11138, DROME11135, DROME11141, DROME11133, DROME11139, DROME11144, DROME11137, DROME11134, DROME11136, DROME11140, DROME11145, DROME11132, DROME11143
OG0000234	HELIO_10361	DROME02357, DROME02356, DROME02359, DROME02355, DROME02358, DROME02367, DROME02366, DROME02368, DROME02364, DROME02365
OG0000235	HELIO_01611, HELIO_06097, HELIO_07273	DROME11735
OG0000236	HELIO_10807	DROME03355
OG0000236	HELIO_10705, HELIO_05040	DROME12102, DROME12101, DROME12103, DROME12096, DROME12097, DROME12095, DROME12094, DROME12092, DROME12100, DROME12099, DROME12098, DROME12093
OG0000238	HELIO_10889	DROME01901, DROME01902
OG0000238	HELIO_06126	DROME05364, DROME05367, DROME05366, DROME05365, DROME05361, DROME05360, DROME05362, DROME05359, DROME05357, DROME05358
OG0000238	HELIO_04152	DROME08037, DROME08034, DROME08036, DROME08035, DROME08031, DROME08032, DROME08033
OG0000239	HELIO_09847	DROME05270, DROME05269, DROME05271, DROME05268
OG0000239	HELIO_09876	DROME03549, DROME03548, DROME03550, DROME03551
OG0000240	HELIO_07617	DROME20536, DROME04915, DROME04914, DROME21863, DROME21862
OG0000242	HELIO_08165	DROME19192, DROME19194, DROME19193, DROME19191, DROME20266, DROME20267, DROME20264, DROME20265
OG0000245	HELIO_09311	DROME16573, DROME16572, DROME16571, DROME16570, DROME16517, DROME16515, DROME16518, DROME16516, DROME16514
OG0000246	HELIO_12542	DROME13185, DROME13186, DROME13188, DROME13187
OG0000249	HELIO_11329, HELIO_11328	DROME06506, DROME06505, DROME06488, DROME06489, DROME06490
OG0000250	HELIO_03230	DROME14382
OG0000250	HELIO_09216	DROME11256, DROME11255, DROME11257
OG0000251	HELIO_12261	DROME21783
OG0000251	HELIO_00192	DROME19364, DROME15998, DROME15997
OG0000251	HELIO_05418	DROME12998, DROME12997
OG0000255	HELIO_11786	DROME15943
OG0000255	HELIO_04587, HELIO_06197, HELIO_12461, HELIO_12238, HELIO_00118, HELIO_05381, HELIO_00573	DROME20722, DROME05791, DROME18596
OG0000256	HELIO_11169	DROME08251, DROME08252, DROME07911, DROME07910, DROME02059, DROME02058
OG0000257	HELIO_10210	DROME01840, DROME01838, DROME01839, DROME01837
OG0000258	HELIO_01832	DROME06596, DROME06597, DROME06595, DROME06598, DROME06594
OG0000258	HELIO_07834	DROME20383
OG0000258	HELIO_11938	DROME17641, DROME17639, DROME17640
OG0000260	HELIO_02123	DROME17607, DROME17608, DROME17606
OG0000260	HELIO_12046	DROME16635, DROME16636
OG0000261	HELIO_10678	DROME06684, DROME06680, DROME06690, DROME06687, DROME06691, DROME06685, DROME06688, DROME06681, DROME06686, DROME06689, DROME06679, DROME06682, DROME06683
OG0000265	HELIO_10981	DROME20971, DROME20976, DROME20973, DROME20972, DROME20977, DROME20974, DROME20975
OG0000265	HELIO_02949	DROME00452
OG0000268	HELIO_11907	DROME00943, DROME00944
OG0000270	HELIO_08940	DROME17877, DROME17878, DROME17879
OG0000270	HELIO_11284	DROME14671, DROME14672, DROME14673, DROME14674
OG0000270	HELIO_00681	DROME08572, DROME08571, DROME08577, DROME08573, DROME08576, DROME08574, DROME08575
OG0000271	HELIO_09338, HELIO_09337, HELIO_12202, HELIO_10271, HELIO_11250	DROME19668, DROME19667
OG0000272	HELIO_06926	DROME05031, DROME05029, DROME05030
OG0000273	HELIO_05150	DROME09248, DROME09247, DROME10822, DROME20533
OG0000273	HELIO_03083	DROME11374, DROME11373
OG0000273	HELIO_01650	DROME08809, DROME08810
OG0000273	HELIO_02819	DROME18369
OG0000274	HELIO_06815	DROME03975, DROME03976, DROME03972, DROME03974, DROME03973, DROME17174, DROME21409
OG0000274	HELIO_04008	DROME01792
OG0000277	HELIO_01369	DROME03338, DROME03337, DROME03339, DROME03340, DROME03341, DROME03342
OG0000277	HELIO_01920	DROME03640, DROME03639, DROME21210, DROME21209, DROME08160
OG0000282	HELIO_10802	DROME05714
OG0000284	HELIO_09271, HELIO_08507, HELIO_03356	DROME17657
OG0000284	HELIO_04011	DROME09381, DROME09382
OG0000285	HELIO_08936, HELIO_07805, HELIO_08935, HELIO_08587	DROME00993
OG0000287	HELIO_05533, HELIO_06539	DROME09449, DROME09452, DROME09453, DROME09454, DROME09451, DROME09448, DROME09450, DROME09456, DROME09455
OG0000288	HELIO_01393	DROME02838, DROME18143, DROME18843, DROME19403, DROME18842, DROME13122, DROME08694, DROME09407, DROME04916, DROME16609, DROME16610, DROME04910, DROME04913, DROME01225, DROME08693, DROME16360, DROME10946, DROME09605, DROME03357, DROME03358, DROME01394, DROME03352, DROME03350, DROME03351, DROME01393
OG0000289	HELIO_07121	DROME14029, DROME14030, DROME14032, DROME14033, DROME16652, DROME14031, DROME07017, DROME07018, DROME16470, DROME04966, DROME16392, DROME16393, DROME16389, DROME16394, DROME13607, DROME12960, DROME12961, DROME12959, DROME12962
OG0000289	HELIO_08142	DROME10658, DROME10659
OG0000296	HELIO_03893	DROME17565, DROME17564, DROME17562, DROME17563
OG0000299	HELIO_09503	DROME07127, DROME07124, DROME07123
OG0000301	HELIO_11537	DROME18912, DROME14231, DROME14230
OG0000302	HELIO_04163	DROME06085
OG0000302	HELIO_06390, HELIO_10727, HELIO_01169, HELIO_05782	DROME10773, DROME10774, DROME10775, DROME06441
OG0000305	HELIO_04494	DROME05696, DROME05695, DROME05694, DROME14843, DROME05690, DROME05691, DROME05692
OG0000305	HELIO_11371	DROME04466
OG0000306	HELIO_09402	DROME18377, DROME18374, DROME18379, DROME18378, DROME18380, DROME18375, DROME18381, DROME18376
OG0000308	HELIO_01621, HELIO_08987	DROME05159
OG0000308	HELIO_05751	DROME12865
OG0000310	HELIO_00168, HELIO_06381, HELIO_04123, HELIO_12468, HELIO_07977, HELIO_10589	DROME16770
OG0000312	HELIO_01538	DROME07843, DROME07844, DROME07846, DROME07845
OG0000312	HELIO_09957	DROME16932
OG0000312	HELIO_10360	DROME10814, DROME10815
OG0000313	HELIO_06905	DROME15510
OG0000313	HELIO_11614	DROME02549, DROME02550
OG0000313	HELIO_01266	DROME21546
OG0000314	HELIO_03371	DROME09997, DROME09992, DROME09995, DROME09999, DROME09991, DROME09996, DROME09998, DROME10001, DROME09993, DROME10000, DROME09994
OG0000315	HELIO_08178	DROME13631
OG0000315	HELIO_09319	DROME06438, DROME06439, DROME06437
OG0000316	HELIO_00705	DROME10369
OG0000316	HELIO_01356	DROME07384
OG0000316	HELIO_01799, HELIO_11514, HELIO_05676	DROME19451, DROME19452
OG0000317	HELIO_09420	DROME12241
OG0000321	HELIO_08196	DROME16482
OG0000321	HELIO_12621	DROME05701, DROME05702
OG0000321	HELIO_08301	DROME13031
OG0000323	HELIO_09877	DROME18717, DROME18722, DROME18719, DROME18716, DROME18712, DROME18721, DROME18718, DROME18714, DROME18715, DROME18723, DROME18720, DROME18713
OG0000324	HELIO_07602, HELIO_06417, HELIO_04716, HELIO_05325	DROME20725
OG0000328	HELIO_12519	DROME07568, DROME07570, DROME07572, DROME07569, DROME07567, DROME07566, DROME07571, DROME13228, DROME13229, DROME13227, DROME13226, DROME13225, DROME13222, DROME13223, DROME13224, DROME13221
OG0000329	HELIO_09475	DROME07577, DROME07578
OG0000333	HELIO_00226	DROME19659
OG0000338	HELIO_11240	DROME21194, DROME21193
OG0000338	HELIO_09261	DROME21975
OG0000338	HELIO_11115	DROME04558
OG0000339	HELIO_05723, HELIO_01207	DROME16744
OG0000341	HELIO_08174, HELIO_08173	DROME01201, DROME01199, DROME01200
OG0000343	HELIO_11255, HELIO_11254, HELIO_11253, HELIO_04075	DROME13475, DROME13478, DROME13474, DROME13476, DROME13480, DROME13477, DROME13473, DROME13481, DROME13479
OG0000344	HELIO_01783	DROME19431
OG0000345	HELIO_06324	DROME12026, DROME12025, DROME12024
OG0000346	HELIO_07117	DROME17127, DROME17125, DROME17122, DROME17126, DROME17124, DROME17129, DROME17130, DROME17128, DROME17131, DROME17134, DROME17137, DROME17133, DROME17136, DROME17135, DROME17132, DROME17139, DROME17138
OG0000350	HELIO_10069	DROME03410, DROME08099
OG0000350	HELIO_10189, HELIO_09346	DROME00438
OG0000352	HELIO_07849	DROME14143, DROME14145, DROME14147, DROME14146, DROME14148, DROME14144
OG0000353	HELIO_00605, HELIO_03865, HELIO_04423	DROME09963, DROME09967, DROME09962, DROME09961, DROME09960, DROME09954, DROME09959, DROME09952, DROME09965, DROME09966, DROME09964, DROME09957, DROME09953, DROME09955, DROME09969, DROME09968, DROME18221
