Orthogroup	HELIO_ok	LYTVA_ok
OG0000009	HELIO_07702, HELIO_07076, HELIO_12655	LYTVA_00127, LYTVA_29384
OG0000009	HELIO_11928	LYTVA_14775
OG0000009	HELIO_10113, HELIO_06297, HELIO_04676	LYTVA_30063, LYTVA_15489
OG0000010	HELIO_00940	LYTVA_02513
OG0000010	HELIO_05291	LYTVA_02515
OG0000011	HELIO_07134	LYTVA_12978
OG0000011	HELIO_09981	LYTVA_26033
OG0000011	HELIO_01241	LYTVA_13841
OG0000011	HELIO_00959	LYTVA_28284
OG0000011	HELIO_05340	LYTVA_29140
OG0000011	HELIO_03054	LYTVA_27141
OG0000011	HELIO_05201, HELIO_07608	LYTVA_25384
OG0000011	HELIO_06122	LYTVA_21583
OG0000011	HELIO_09607	LYTVA_11150, LYTVA_18878, LYTVA_18199
OG0000012	HELIO_04072	LYTVA_11199, LYTVA_24773
OG0000012	HELIO_05750	LYTVA_27764
OG0000012	HELIO_06347	LYTVA_27819, LYTVA_13632
OG0000012	HELIO_04223	LYTVA_04725
OG0000012	HELIO_03832	LYTVA_24982, LYTVA_01955
OG0000012	HELIO_07604	LYTVA_16828
OG0000012	HELIO_05989	LYTVA_09615, LYTVA_04959, LYTVA_13583, LYTVA_18163
OG0000012	HELIO_04633	LYTVA_13720
OG0000012	HELIO_04925	LYTVA_05492
OG0000012	HELIO_06831	LYTVA_12515, LYTVA_06149
OG0000013	HELIO_02247	LYTVA_14036, LYTVA_14035
OG0000013	HELIO_05055	LYTVA_24263, LYTVA_16177
OG0000013	HELIO_04730	LYTVA_17617, LYTVA_13019, LYTVA_13020
OG0000013	HELIO_06663	LYTVA_03982, LYTVA_05971
OG0000013	HELIO_03869	LYTVA_26708, LYTVA_02518, LYTVA_13739
OG0000013	HELIO_04774	LYTVA_21776
OG0000013	HELIO_05617	LYTVA_22713, LYTVA_22716
OG0000013	HELIO_06871	LYTVA_09546
OG0000013	HELIO_05802	LYTVA_28541
OG0000013	HELIO_03214	LYTVA_00129
OG0000013	HELIO_09936	LYTVA_18668
OG0000013	HELIO_00850	LYTVA_18187, LYTVA_18188
OG0000013	HELIO_04016	LYTVA_11839, LYTVA_02943
OG0000013	HELIO_04491	LYTVA_27265, LYTVA_27263, LYTVA_13649
OG0000013	HELIO_12769, HELIO_05315	LYTVA_17421
OG0000013	HELIO_05049	LYTVA_15176
OG0000013	HELIO_10683	LYTVA_12759
OG0000013	HELIO_05716	LYTVA_00164
OG0000013	HELIO_11357	LYTVA_00165
OG0000013	HELIO_00073	LYTVA_15941, LYTVA_29938, LYTVA_08916, LYTVA_23579
OG0000014	HELIO_03075	LYTVA_29722
OG0000014	HELIO_06653	LYTVA_08715
OG0000014	HELIO_08197, HELIO_07557	LYTVA_19649, LYTVA_07770
OG0000014	HELIO_08798	LYTVA_25588, LYTVA_00400
OG0000014	HELIO_12068	LYTVA_13955
OG0000014	HELIO_07123	LYTVA_08890
OG0000014	HELIO_10724	LYTVA_23372
OG0000015	HELIO_10603	LYTVA_19488
OG0000015	HELIO_10798	LYTVA_09631, LYTVA_17348, LYTVA_06152
OG0000016	HELIO_05159	LYTVA_02179
OG0000016	HELIO_03950	LYTVA_09460
OG0000016	HELIO_08070	LYTVA_14743
OG0000016	HELIO_08807	LYTVA_02016
OG0000016	HELIO_09736	LYTVA_05193
OG0000016	HELIO_05456	LYTVA_21831, LYTVA_18288
OG0000016	HELIO_09779	LYTVA_27143
OG0000016	HELIO_03738	LYTVA_00562
OG0000016	HELIO_11041	LYTVA_13704
OG0000016	HELIO_07322	LYTVA_17022
OG0000016	HELIO_06996	LYTVA_17018, LYTVA_17017
OG0000016	HELIO_05885	LYTVA_17021
OG0000016	HELIO_04527	LYTVA_10327, LYTVA_03034
OG0000016	HELIO_04564	LYTVA_01978
OG0000017	HELIO_08140	LYTVA_20423
OG0000017	HELIO_07705	LYTVA_02523, LYTVA_13694, LYTVA_17853, LYTVA_14292
OG0000017	HELIO_06230	LYTVA_04996
OG0000017	HELIO_06928	LYTVA_19500
OG0000017	HELIO_05297	LYTVA_26989, LYTVA_01310, LYTVA_21335, LYTVA_04412
OG0000017	HELIO_04933	LYTVA_13468
OG0000018	HELIO_01806, HELIO_11953, HELIO_04805, HELIO_09132, HELIO_05854, HELIO_05254, HELIO_06191, HELIO_05532, HELIO_03926, HELIO_06035, HELIO_08639, HELIO_07392, HELIO_03838, HELIO_04112, HELIO_05318, HELIO_05992, HELIO_04247, HELIO_06652, HELIO_06972, HELIO_04613, HELIO_04249, HELIO_06631, HELIO_07465, HELIO_07089, HELIO_06040, HELIO_03912, HELIO_03992, HELIO_02946	LYTVA_18794
OG0000018	HELIO_07028	LYTVA_13519, LYTVA_01656
OG0000018	HELIO_04549, HELIO_03495, HELIO_05613	LYTVA_29229, LYTVA_12870
OG0000019	HELIO_04729	LYTVA_18523
OG0000019	HELIO_05273	LYTVA_04809
OG0000019	HELIO_07628	LYTVA_12149
OG0000019	HELIO_05932	LYTVA_04453
OG0000019	HELIO_06034	LYTVA_00831
OG0000019	HELIO_06893	LYTVA_20407, LYTVA_25834
OG0000019	HELIO_11234	LYTVA_01420
OG0000019	HELIO_00711	LYTVA_13754, LYTVA_11044
OG0000019	HELIO_04793	LYTVA_03700
OG0000019	HELIO_04680	LYTVA_17123, LYTVA_06066, LYTVA_08335, LYTVA_00256, LYTVA_17122, LYTVA_14016
OG0000020	HELIO_01087	LYTVA_09793
OG0000020	HELIO_03282	LYTVA_10182
OG0000020	HELIO_03892	LYTVA_04298
OG0000020	HELIO_08119	LYTVA_23496
OG0000020	HELIO_03039	LYTVA_21287
OG0000020	HELIO_08325	LYTVA_21826
OG0000020	HELIO_10764	LYTVA_05479
OG0000020	HELIO_10811	LYTVA_08129
OG0000020	HELIO_12285	LYTVA_23009
OG0000020	HELIO_05828	LYTVA_12234
OG0000020	HELIO_10575	LYTVA_17081
OG0000020	HELIO_05888	LYTVA_06231
OG0000020	HELIO_07729	LYTVA_13730
OG0000020	HELIO_08365	LYTVA_09530
OG0000020	HELIO_01918	LYTVA_00542
OG0000020	HELIO_11794	LYTVA_26250
OG0000021	HELIO_00817	LYTVA_14789
OG0000021	HELIO_05146	LYTVA_18860
OG0000021	HELIO_05564	LYTVA_13480
OG0000021	HELIO_02163	LYTVA_13831
OG0000021	HELIO_07436	LYTVA_09981
OG0000021	HELIO_01018	LYTVA_02440
OG0000021	HELIO_08809	LYTVA_23988
OG0000021	HELIO_00647	LYTVA_17642
OG0000021	HELIO_10440	LYTVA_28466
OG0000021	HELIO_04726	LYTVA_02036
OG0000021	HELIO_09286	LYTVA_14564
OG0000021	HELIO_07603	LYTVA_23987, LYTVA_25778
OG0000021	HELIO_02648	LYTVA_00398
OG0000021	HELIO_08020	LYTVA_01830
OG0000021	HELIO_10557	LYTVA_09376, LYTVA_05943
OG0000021	HELIO_04069	LYTVA_10849
OG0000023	HELIO_07781	LYTVA_11225
OG0000023	HELIO_08618	LYTVA_00206
OG0000023	HELIO_08359	LYTVA_12353
OG0000023	HELIO_11316	LYTVA_13074
OG0000023	HELIO_06675	LYTVA_10626
OG0000023	HELIO_04231	LYTVA_26027
OG0000023	HELIO_07887	LYTVA_20952
OG0000023	HELIO_10788	LYTVA_04490
OG0000023	HELIO_06647	LYTVA_01233
OG0000023	HELIO_00907	LYTVA_08392, LYTVA_08393
OG0000023	HELIO_09870	LYTVA_24785
OG0000024	HELIO_03839	LYTVA_01628
OG0000024	HELIO_05347	LYTVA_16350
OG0000024	HELIO_02782	LYTVA_11585
OG0000025	HELIO_01996, HELIO_02947, HELIO_11183, HELIO_06398, HELIO_03661, HELIO_07622, HELIO_05856, HELIO_03903, HELIO_08114, HELIO_07462	LYTVA_14879, LYTVA_14642, LYTVA_07343
OG0000025	HELIO_04417, HELIO_06506, HELIO_01074	LYTVA_12652
OG0000025	HELIO_06817	LYTVA_23249
OG0000026	HELIO_04505	LYTVA_08564
OG0000026	HELIO_00695	LYTVA_25523
OG0000026	HELIO_00694	LYTVA_12516
OG0000026	HELIO_09541	LYTVA_19796
OG0000027	HELIO_02455, HELIO_02456, HELIO_04291	LYTVA_19671, LYTVA_28057, LYTVA_19674
OG0000027	HELIO_07880	LYTVA_23495
OG0000027	HELIO_08186	LYTVA_22090
OG0000027	HELIO_06026	LYTVA_18136
OG0000027	HELIO_07228	LYTVA_21206, LYTVA_09140
OG0000027	HELIO_07068	LYTVA_26069
OG0000027	HELIO_05709	LYTVA_02318, LYTVA_09971
OG0000028	HELIO_06874, HELIO_00161	LYTVA_06601
OG0000028	HELIO_00147	LYTVA_11085
OG0000028	HELIO_06013	LYTVA_07479, LYTVA_22824
OG0000028	HELIO_00961	LYTVA_11743
OG0000028	HELIO_06306	LYTVA_12763
OG0000028	HELIO_12146	LYTVA_29172
OG0000029	HELIO_10546	LYTVA_19555
OG0000029	HELIO_00115	LYTVA_01403, LYTVA_23870
OG0000029	HELIO_05915	LYTVA_25609
OG0000029	HELIO_11308	LYTVA_12911, LYTVA_03248
OG0000029	HELIO_11942	LYTVA_02569, LYTVA_10073
OG0000029	HELIO_00268	LYTVA_21024, LYTVA_08387, LYTVA_22534, LYTVA_00646, LYTVA_22532, LYTVA_00647, LYTVA_22533, LYTVA_18531, LYTVA_06596, LYTVA_23983, LYTVA_23982, LYTVA_14667, LYTVA_03114, LYTVA_21079, LYTVA_11087, LYTVA_07847
OG0000029	HELIO_06866	LYTVA_15803, LYTVA_05470, LYTVA_12796
OG0000029	HELIO_02296	LYTVA_24295
OG0000029	HELIO_09944	LYTVA_16107, LYTVA_15826, LYTVA_25550, LYTVA_16955
OG0000029	HELIO_01633	LYTVA_29691
OG0000029	HELIO_06816	LYTVA_23564
OG0000030	HELIO_11997	LYTVA_25177, LYTVA_24082, LYTVA_18277, LYTVA_24623
OG0000030	HELIO_04525, HELIO_09505	LYTVA_26760
OG0000030	HELIO_06719	LYTVA_28697
OG0000030	HELIO_06628	LYTVA_27440
OG0000031	HELIO_00475	LYTVA_04157, LYTVA_03000
OG0000031	HELIO_11237	LYTVA_07242
OG0000031	HELIO_10166	LYTVA_07394
OG0000031	HELIO_00951	LYTVA_19491
OG0000031	HELIO_11573	LYTVA_13645
OG0000031	HELIO_00638	LYTVA_05124
OG0000031	HELIO_00007	LYTVA_29658
OG0000031	HELIO_02162	LYTVA_09735
OG0000032	HELIO_03061	LYTVA_21601
OG0000032	HELIO_11764	LYTVA_15486, LYTVA_13671
OG0000032	HELIO_06747	LYTVA_08468, LYTVA_02734
OG0000032	HELIO_05612	LYTVA_00916
OG0000032	HELIO_01994	LYTVA_07790
OG0000032	HELIO_06271	LYTVA_22021
OG0000032	HELIO_05549	LYTVA_08868
OG0000032	HELIO_06177	LYTVA_21508
OG0000032	HELIO_05021	LYTVA_12246
OG0000032	HELIO_02986	LYTVA_11875, LYTVA_02746
OG0000032	HELIO_02546	LYTVA_26011
OG0000032	HELIO_10763	LYTVA_24216
OG0000032	HELIO_07198	LYTVA_22020
OG0000033	HELIO_05494	LYTVA_01770
OG0000033	HELIO_08641	LYTVA_25352, LYTVA_24710, LYTVA_25174, LYTVA_05977, LYTVA_28117, LYTVA_12027, LYTVA_20003, LYTVA_15744, LYTVA_22340, LYTVA_20039, LYTVA_20241
OG0000033	HELIO_06082	LYTVA_26144
OG0000033	HELIO_04116	LYTVA_28731
OG0000033	HELIO_05274	LYTVA_02656, LYTVA_01378
OG0000033	HELIO_05169	LYTVA_17007, LYTVA_04337, LYTVA_20141
OG0000033	HELIO_06447	LYTVA_18292, LYTVA_19303, LYTVA_26986, LYTVA_09691, LYTVA_16830, LYTVA_23842, LYTVA_08232, LYTVA_25046, LYTVA_17139, LYTVA_00757, LYTVA_12726, LYTVA_28732, LYTVA_23242, LYTVA_13507, LYTVA_15542, LYTVA_29590, LYTVA_21552, LYTVA_20558, LYTVA_07100, LYTVA_19459, LYTVA_19429, LYTVA_26229
OG0000034	HELIO_03040	LYTVA_20191
OG0000034	HELIO_11045	LYTVA_09293
OG0000034	HELIO_10910	LYTVA_04080
OG0000034	HELIO_05981	LYTVA_29167, LYTVA_10612
OG0000034	HELIO_12487	LYTVA_11788
OG0000034	HELIO_11629	LYTVA_12673
OG0000034	HELIO_08377	LYTVA_00403
OG0000035	HELIO_06273	LYTVA_03445
OG0000035	HELIO_03945	LYTVA_02303
OG0000035	HELIO_04376	LYTVA_16617
OG0000035	HELIO_03534	LYTVA_27828
OG0000035	HELIO_06366	LYTVA_22468
OG0000035	HELIO_11539	LYTVA_12116
OG0000035	HELIO_10164	LYTVA_12115
OG0000035	HELIO_04984	LYTVA_04128
OG0000036	HELIO_01209, HELIO_01210	LYTVA_03325
OG0000036	HELIO_09115	LYTVA_20435, LYTVA_20437
OG0000036	HELIO_04594	LYTVA_25631, LYTVA_25629, LYTVA_25630, LYTVA_25628, LYTVA_10478, LYTVA_03947
OG0000036	HELIO_10881	LYTVA_13908
OG0000036	HELIO_00206	LYTVA_15589
OG0000036	HELIO_04367	LYTVA_17448
OG0000036	HELIO_04322	LYTVA_28930, LYTVA_28136
OG0000036	HELIO_02352	LYTVA_03326
OG0000036	HELIO_11421	LYTVA_18880
OG0000036	HELIO_04744	LYTVA_25896
OG0000036	HELIO_00078	LYTVA_10871
OG0000037	HELIO_04596, HELIO_02436	LYTVA_05257, LYTVA_19733
OG0000037	HELIO_07508	LYTVA_11127
OG0000037	HELIO_06312	LYTVA_06887
OG0000037	HELIO_10715	LYTVA_08523, LYTVA_24218, LYTVA_22087
OG0000037	HELIO_01377	LYTVA_02747
OG0000037	HELIO_11062	LYTVA_04662
OG0000038	HELIO_07209	LYTVA_05063
OG0000039	HELIO_01180	LYTVA_16233, LYTVA_28543
OG0000039	HELIO_07214	LYTVA_07607
OG0000039	HELIO_00133	LYTVA_13062
OG0000039	HELIO_10409	LYTVA_02868
OG0000040	HELIO_00109	LYTVA_16039, LYTVA_16036
OG0000040	HELIO_04015	LYTVA_22091, LYTVA_29527
OG0000040	HELIO_04001	LYTVA_11912, LYTVA_06756, LYTVA_18912
OG0000040	HELIO_06439	LYTVA_12532, LYTVA_15738
OG0000040	HELIO_00160	LYTVA_27452, LYTVA_05580
OG0000041	HELIO_03057	LYTVA_08901
OG0000042	HELIO_00030	LYTVA_24767, LYTVA_21894
OG0000042	HELIO_05918	LYTVA_08434, LYTVA_16298
OG0000042	HELIO_12031	LYTVA_01660, LYTVA_12527
OG0000042	HELIO_00050	LYTVA_25081, LYTVA_25080, LYTVA_12139, LYTVA_18903
OG0000042	HELIO_11180	LYTVA_17561
OG0000042	HELIO_06419	LYTVA_10627, LYTVA_07504, LYTVA_30053
OG0000043	HELIO_04067	LYTVA_24763, LYTVA_20678, LYTVA_30007
OG0000043	HELIO_00563	LYTVA_00226
OG0000043	HELIO_03541	LYTVA_12710
OG0000044	HELIO_05461	LYTVA_11853
OG0000044	HELIO_08837	LYTVA_14074
OG0000044	HELIO_02529	LYTVA_26561
OG0000044	HELIO_01656	LYTVA_19469, LYTVA_22018
OG0000045	HELIO_07351, HELIO_00342	LYTVA_02507
OG0000045	HELIO_00381	LYTVA_07146
OG0000045	HELIO_06348	LYTVA_18766
OG0000045	HELIO_06793	LYTVA_11571, LYTVA_03087
OG0000045	HELIO_03034	LYTVA_12531
OG0000045	HELIO_01585	LYTVA_10187, LYTVA_26738
OG0000046	HELIO_08475	LYTVA_22286
OG0000048	HELIO_10223	LYTVA_06179
OG0000048	HELIO_12500	LYTVA_25775
OG0000048	HELIO_03643	LYTVA_15043
OG0000048	HELIO_05568	LYTVA_26635
OG0000048	HELIO_06221	LYTVA_17720
OG0000048	HELIO_11655	LYTVA_27999
OG0000048	HELIO_08708	LYTVA_08149
OG0000048	HELIO_04435, HELIO_12559	LYTVA_01464, LYTVA_09123
OG0000048	HELIO_00660	LYTVA_17485, LYTVA_17487
OG0000048	HELIO_10706	LYTVA_17489
OG0000048	HELIO_05605	LYTVA_11620
OG0000049	HELIO_10175	LYTVA_25007
OG0000049	HELIO_12356	LYTVA_28129
OG0000050	HELIO_04635	LYTVA_22854, LYTVA_13054
OG0000050	HELIO_04600	LYTVA_19706
OG0000050	HELIO_04507	LYTVA_22634
OG0000050	HELIO_05305	LYTVA_29206, LYTVA_08549, LYTVA_25325
OG0000050	HELIO_03827	LYTVA_16160, LYTVA_19016, LYTVA_06118, LYTVA_23189
OG0000050	HELIO_00791, HELIO_04892, HELIO_11650	LYTVA_13929
OG0000051	HELIO_06960	LYTVA_29605, LYTVA_13579
OG0000051	HELIO_04086	LYTVA_20046, LYTVA_12866, LYTVA_12868
OG0000051	HELIO_00091	LYTVA_29317, LYTVA_29318
OG0000051	HELIO_07483	LYTVA_29319
OG0000051	HELIO_04213	LYTVA_03012
OG0000051	HELIO_11844	LYTVA_16489, LYTVA_16496
OG0000051	HELIO_11965	LYTVA_02533
OG0000051	HELIO_05090	LYTVA_15636
OG0000051	HELIO_05789	LYTVA_24100
OG0000052	HELIO_04521	LYTVA_15866, LYTVA_01043, LYTVA_25360, LYTVA_13343, LYTVA_27172, LYTVA_14727, LYTVA_07095, LYTVA_26162
OG0000053	HELIO_06044	LYTVA_16375
OG0000053	HELIO_06677	LYTVA_09995
OG0000053	HELIO_04652	LYTVA_09644, LYTVA_11537, LYTVA_11539, LYTVA_00784, LYTVA_11538
OG0000053	HELIO_05796	LYTVA_06917, LYTVA_09771
OG0000053	HELIO_06409	LYTVA_17452, LYTVA_20115, LYTVA_20116
OG0000053	HELIO_06980	LYTVA_00662, LYTVA_05209
OG0000053	HELIO_03906	LYTVA_12622
OG0000053	HELIO_04886	LYTVA_03521, LYTVA_18088, LYTVA_00806
OG0000053	HELIO_04512	LYTVA_28577, LYTVA_28578
OG0000053	HELIO_12219, HELIO_10545	LYTVA_11130, LYTVA_14984
OG0000053	HELIO_00058	LYTVA_16852
OG0000054	HELIO_03625	LYTVA_10090
OG0000054	HELIO_05561	LYTVA_07086, LYTVA_21421, LYTVA_17925, LYTVA_09472, LYTVA_10089
OG0000054	HELIO_11556	LYTVA_11502
OG0000054	HELIO_11049	LYTVA_10035
OG0000054	HELIO_07252	LYTVA_09103
OG0000055	HELIO_03751	LYTVA_28790
OG0000055	HELIO_10362	LYTVA_10558, LYTVA_00384, LYTVA_20676, LYTVA_30008, LYTVA_16090, LYTVA_10734
OG0000056	HELIO_02100	LYTVA_05867
OG0000056	HELIO_05303	LYTVA_03272
OG0000056	HELIO_03513	LYTVA_17286
OG0000056	HELIO_07150	LYTVA_25903
OG0000056	HELIO_07638	LYTVA_29706
OG0000056	HELIO_07637	LYTVA_13357
OG0000057	HELIO_05858	LYTVA_22815
OG0000058	HELIO_04784	LYTVA_09175, LYTVA_09177, LYTVA_25827
OG0000058	HELIO_04764	LYTVA_05598, LYTVA_13005
OG0000058	HELIO_12406	LYTVA_11473
OG0000058	HELIO_12430	LYTVA_09178
OG0000059	HELIO_08348	LYTVA_18957
OG0000059	HELIO_09805	LYTVA_05676
OG0000059	HELIO_00630	LYTVA_14597
OG0000059	HELIO_02571	LYTVA_19539
OG0000059	HELIO_00753	LYTVA_23483
OG0000059	HELIO_11973	LYTVA_23387
OG0000059	HELIO_07693	LYTVA_06967, LYTVA_19211
OG0000059	HELIO_05488	LYTVA_17534
OG0000060	HELIO_02035	LYTVA_30158, LYTVA_18098
OG0000060	HELIO_11213	LYTVA_02319
OG0000060	HELIO_01698	LYTVA_16681
OG0000060	HELIO_08930	LYTVA_27455
OG0000060	HELIO_10260	LYTVA_28547
OG0000060	HELIO_12113	LYTVA_10196
OG0000061	HELIO_11204	LYTVA_16102
OG0000061	HELIO_04007	LYTVA_02993
OG0000061	HELIO_00294	LYTVA_26455
OG0000061	HELIO_10663	LYTVA_26459
OG0000061	HELIO_00140	LYTVA_19867
OG0000061	HELIO_07930	LYTVA_16101
OG0000062	HELIO_01760	LYTVA_15332
OG0000062	HELIO_09809	LYTVA_27501, LYTVA_24383
OG0000062	HELIO_08709	LYTVA_05092
OG0000062	HELIO_06316	LYTVA_18550
OG0000062	HELIO_06187	LYTVA_02333, LYTVA_05093, LYTVA_01566
OG0000063	HELIO_10147	LYTVA_03474
OG0000063	HELIO_12629	LYTVA_28622
OG0000063	HELIO_12335, HELIO_11425	LYTVA_11640
OG0000063	HELIO_08778	LYTVA_20066
OG0000063	HELIO_04019	LYTVA_07999
OG0000063	HELIO_04155	LYTVA_16178
OG0000064	HELIO_01450	LYTVA_25756
OG0000064	HELIO_11717	LYTVA_01963
OG0000064	HELIO_05378	LYTVA_21779
OG0000064	HELIO_04032	LYTVA_07922, LYTVA_29165, LYTVA_14963, LYTVA_01763, LYTVA_05680, LYTVA_01518, LYTVA_16673
OG0000064	HELIO_07061	LYTVA_20353, LYTVA_07078, LYTVA_28733
OG0000064	HELIO_00141	LYTVA_01814
OG0000064	HELIO_07348	LYTVA_24882, LYTVA_11536, LYTVA_13973, LYTVA_29064, LYTVA_20961, LYTVA_12243, LYTVA_20960
OG0000064	HELIO_02173	LYTVA_14350, LYTVA_14353
OG0000065	HELIO_07590	LYTVA_25952, LYTVA_19899, LYTVA_19900, LYTVA_28478
OG0000065	HELIO_07271	LYTVA_28637, LYTVA_28640, LYTVA_16549, LYTVA_05941, LYTVA_26146
OG0000065	HELIO_03598, HELIO_00678	LYTVA_02630
OG0000065	HELIO_00187	LYTVA_21036, LYTVA_12929, LYTVA_23872, LYTVA_25877, LYTVA_10381
OG0000065	HELIO_05936	LYTVA_30035
OG0000065	HELIO_05480	LYTVA_14067, LYTVA_17290, LYTVA_13082, LYTVA_17296
OG0000066	HELIO_02871	LYTVA_01899
OG0000066	HELIO_11387	LYTVA_14724
OG0000067	HELIO_11753	LYTVA_00141
OG0000067	HELIO_06955	LYTVA_19952, LYTVA_28647
OG0000067	HELIO_07211	LYTVA_07502
OG0000067	HELIO_04257, HELIO_02907	LYTVA_25538
OG0000067	HELIO_01151	LYTVA_09112, LYTVA_09554
OG0000067	HELIO_02361	LYTVA_15190
OG0000067	HELIO_09285	LYTVA_26045
OG0000068	HELIO_09495	LYTVA_29801
OG0000068	HELIO_11520	LYTVA_20828
OG0000068	HELIO_09524	LYTVA_07218, LYTVA_11696
OG0000068	HELIO_08964	LYTVA_16450
OG0000068	HELIO_11774	LYTVA_22369
OG0000068	HELIO_01288	LYTVA_23647
OG0000069	HELIO_11698	LYTVA_15781
OG0000069	HELIO_03190	LYTVA_28251, LYTVA_19634, LYTVA_18557
