Orthogroup	HELIO_ok	STRPU_ok
OG0000006	HELIO_08707	STRPU_12594
OG0000006	HELIO_08259, HELIO_08264	STRPU_12593
OG0000006	HELIO_06349	STRPU_20521
OG0000006	HELIO_00150	STRPU_09165, STRPU_02127
OG0000006	HELIO_12770	STRPU_27184, STRPU_27203
OG0000006	HELIO_10345	STRPU_27125
OG0000006	HELIO_08890	STRPU_27126
OG0000006	HELIO_11381	STRPU_04454
OG0000006	HELIO_00450	STRPU_04403
OG0000006	HELIO_08227	STRPU_21069
OG0000006	HELIO_06418	STRPU_21071
OG0000006	HELIO_00028	STRPU_22384
OG0000007	HELIO_01296	STRPU_25459
OG0000007	HELIO_10106	STRPU_26581
OG0000007	HELIO_00643	STRPU_21427
OG0000007	HELIO_06396	STRPU_26977
OG0000007	HELIO_00352	STRPU_18763
OG0000007	HELIO_11362	STRPU_09815
OG0000007	HELIO_11129	STRPU_25460
OG0000007	HELIO_04873	STRPU_25458
OG0000007	HELIO_06738	STRPU_08156, STRPU_08157
OG0000007	HELIO_03703	STRPU_16477
OG0000007	HELIO_07978	STRPU_21790
OG0000007	HELIO_03118	STRPU_08442
OG0000007	HELIO_07991	STRPU_08417
OG0000007	HELIO_01456	STRPU_12872
OG0000007	HELIO_04275	STRPU_10590
OG0000007	HELIO_11721	STRPU_21559
OG0000008	HELIO_10953, HELIO_01917	STRPU_08296
OG0000008	HELIO_09201	STRPU_19365
OG0000008	HELIO_07041	STRPU_13280
OG0000008	HELIO_01945	STRPU_13475
OG0000008	HELIO_05140	STRPU_13258
OG0000008	HELIO_07090	STRPU_13930, STRPU_13915
OG0000009	HELIO_06693	STRPU_02854
OG0000009	HELIO_03078	STRPU_03684
OG0000009	HELIO_06781	STRPU_09185
OG0000009	HELIO_11928	STRPU_21731, STRPU_03775
OG0000009	HELIO_07717	STRPU_11405, STRPU_18563, STRPU_19504, STRPU_03685
OG0000009	HELIO_06614	STRPU_03863, STRPU_08904, STRPU_06010, STRPU_00934, STRPU_04427, STRPU_20299, STRPU_07069, STRPU_19305
OG0000009	HELIO_07493	STRPU_16860, STRPU_03566, STRPU_20030, STRPU_20895, STRPU_03124, STRPU_12941, STRPU_10676, STRPU_24579, STRPU_16616, STRPU_17520, STRPU_20150, STRPU_01519
OG0000009	HELIO_05505	STRPU_27144, STRPU_05819, STRPU_12056, STRPU_26205
OG0000009	HELIO_04932	STRPU_26350, STRPU_21879, STRPU_07996, STRPU_24057, STRPU_13165, STRPU_08192, STRPU_01156, STRPU_23113, STRPU_05532
OG0000009	HELIO_10113	STRPU_00264, STRPU_13826
OG0000009	HELIO_06297	STRPU_19547, STRPU_26479, STRPU_00431, STRPU_17677, STRPU_03968
OG0000009	HELIO_04676	STRPU_21356, STRPU_17025, STRPU_26652
OG0000010	HELIO_11860	STRPU_08974, STRPU_08975
OG0000010	HELIO_00940	STRPU_10442, STRPU_10444
OG0000011	HELIO_04043	STRPU_26402
OG0000011	HELIO_08950	STRPU_14781, STRPU_12222, STRPU_15041
OG0000011	HELIO_01844, HELIO_04250, HELIO_06749, HELIO_07221	STRPU_20881
OG0000011	HELIO_00959	STRPU_03188, STRPU_03644, STRPU_13118, STRPU_15611, STRPU_01277, STRPU_02577
OG0000011	HELIO_05340	STRPU_20280, STRPU_12367
OG0000011	HELIO_04969	STRPU_03079
OG0000011	HELIO_03054	STRPU_16724
OG0000011	HELIO_05201	STRPU_10303
OG0000011	HELIO_09607	STRPU_09042
OG0000011	HELIO_07282	STRPU_04871, STRPU_19442, STRPU_02972, STRPU_07599
OG0000012	HELIO_04072	STRPU_06380
OG0000012	HELIO_05750	STRPU_06825
OG0000012	HELIO_06347	STRPU_22431
OG0000012	HELIO_04223	STRPU_22206
OG0000012	HELIO_07604	STRPU_22211
OG0000012	HELIO_05989	STRPU_22881, STRPU_22880, STRPU_22878, STRPU_22879, STRPU_22882, STRPU_22877, STRPU_19466, STRPU_26979
OG0000012	HELIO_04633	STRPU_24328, STRPU_24329
OG0000012	HELIO_04925	STRPU_23798
OG0000012	HELIO_00422	STRPU_05978, STRPU_05979
OG0000012	HELIO_06460	STRPU_24259, STRPU_01047, STRPU_01046, STRPU_24260
OG0000012	HELIO_06831	STRPU_23513
OG0000013	HELIO_02247	STRPU_03494, STRPU_03492, STRPU_03491, STRPU_03490, STRPU_24550
OG0000013	HELIO_05055	STRPU_24549, STRPU_03493
OG0000013	HELIO_04730	STRPU_13013, STRPU_13016, STRPU_13015
OG0000013	HELIO_06663	STRPU_26140, STRPU_26139
OG0000013	HELIO_03869	STRPU_26141, STRPU_26142, STRPU_26063, STRPU_26143, STRPU_26144, STRPU_26145
OG0000013	HELIO_04774	STRPU_26138
OG0000013	HELIO_05617	STRPU_05609
OG0000013	HELIO_00215	STRPU_18801
OG0000013	HELIO_05802	STRPU_18564, STRPU_18562
OG0000013	HELIO_03214	STRPU_25542
OG0000013	HELIO_09936	STRPU_26621, STRPU_26619
OG0000013	HELIO_00850	STRPU_13855
OG0000013	HELIO_04016	STRPU_22248, STRPU_22985
OG0000013	HELIO_04491	STRPU_03335, STRPU_03341
OG0000013	HELIO_12769, HELIO_05315	STRPU_05350
OG0000013	HELIO_05049	STRPU_17608
OG0000013	HELIO_10683	STRPU_10835, STRPU_10854, STRPU_27045
OG0000013	HELIO_05716	STRPU_27048
OG0000013	HELIO_11357	STRPU_27049
OG0000013	HELIO_00073	STRPU_14795, STRPU_15013, STRPU_15028, STRPU_15009, STRPU_15023, STRPU_15021, STRPU_21089, STRPU_27050
OG0000013	HELIO_05056	STRPU_21244
OG0000014	HELIO_03075	STRPU_08197, STRPU_03932
OG0000014	HELIO_06653	STRPU_16744, STRPU_01717, STRPU_04369, STRPU_21238
OG0000014	HELIO_08197	STRPU_20412
OG0000014	HELIO_07557	STRPU_20806
OG0000014	HELIO_08798	STRPU_06096
OG0000014	HELIO_12068	STRPU_17754, STRPU_17755
OG0000014	HELIO_07123	STRPU_18535, STRPU_18486
OG0000014	HELIO_10724	STRPU_19509
OG0000015	HELIO_10603	STRPU_27331
OG0000015	HELIO_09049	STRPU_05602, STRPU_05543
OG0000015	HELIO_10798	STRPU_21905
OG0000016	HELIO_05159	STRPU_06927
OG0000016	HELIO_08806	STRPU_06051
OG0000016	HELIO_03950	STRPU_06086, STRPU_06084
OG0000016	HELIO_10054	STRPU_06200, STRPU_06221
OG0000016	HELIO_08070	STRPU_19809, STRPU_00759, STRPU_00757, STRPU_19810
OG0000016	HELIO_09736	STRPU_06909
OG0000016	HELIO_05456	STRPU_09277
OG0000016	HELIO_09779	STRPU_19934, STRPU_02593
OG0000016	HELIO_03738	STRPU_06664, STRPU_06873, STRPU_06665
OG0000016	HELIO_04647	STRPU_21110
OG0000016	HELIO_11041	STRPU_22999, STRPU_00875, STRPU_22993, STRPU_22992, STRPU_22997, STRPU_22995
OG0000016	HELIO_07322	STRPU_23485
OG0000016	HELIO_06996	STRPU_23488, STRPU_23483
OG0000016	HELIO_05885	STRPU_23481, STRPU_23477, STRPU_23478
OG0000016	HELIO_04527	STRPU_22637
OG0000016	HELIO_04564	STRPU_00667, STRPU_23082
OG0000017	HELIO_09340	STRPU_00117
OG0000017	HELIO_04056	STRPU_24604
OG0000017	HELIO_08729	STRPU_14085
OG0000017	HELIO_04627	STRPU_02089
OG0000017	HELIO_08140	STRPU_14020, STRPU_04049, STRPU_14783, STRPU_03128, STRPU_05415, STRPU_00068, STRPU_06377, STRPU_22862, STRPU_06733, STRPU_03412, STRPU_00906, STRPU_16710, STRPU_08383, STRPU_26123, STRPU_08138, STRPU_14019, STRPU_04048, STRPU_14782
OG0000017	HELIO_07705	STRPU_07242, STRPU_06186
OG0000017	HELIO_05297	STRPU_00092, STRPU_08117
OG0000017	HELIO_04933	STRPU_09345, STRPU_15645, STRPU_16606
OG0000017	HELIO_03953	STRPU_04020, STRPU_04133
OG0000017	HELIO_10213	STRPU_00925
OG0000017	HELIO_05211	STRPU_12810, STRPU_06315, STRPU_01747, STRPU_12439, STRPU_14084
OG0000017	HELIO_06568	STRPU_25736, STRPU_21215, STRPU_25572, STRPU_19535, STRPU_25735, STRPU_25480, STRPU_20188, STRPU_11306, STRPU_06657, STRPU_04461, STRPU_08845, STRPU_10173, STRPU_07097, STRPU_13942, STRPU_19534, STRPU_13943
OG0000018	HELIO_07089	STRPU_21331
OG0000019	HELIO_04729	STRPU_27424
OG0000019	HELIO_05273	STRPU_27112
OG0000019	HELIO_07628	STRPU_18936
OG0000019	HELIO_05932	STRPU_04750
OG0000019	HELIO_06034	STRPU_26645, STRPU_26644
OG0000019	HELIO_06893	STRPU_26649
OG0000019	HELIO_11234	STRPU_23414, STRPU_01023
OG0000019	HELIO_00711	STRPU_13585, STRPU_01603
OG0000019	HELIO_04793	STRPU_05485
OG0000019	HELIO_04680	STRPU_05487, STRPU_05486, STRPU_05488, STRPU_05444
OG0000020	HELIO_01087	STRPU_20580
OG0000020	HELIO_03282	STRPU_01068, STRPU_24239
OG0000020	HELIO_03892	STRPU_19028, STRPU_00464
OG0000020	HELIO_08119	STRPU_22748, STRPU_01903
OG0000020	HELIO_03039	STRPU_25741
OG0000020	HELIO_08325	STRPU_22929
OG0000020	HELIO_10764	STRPU_07115
OG0000020	HELIO_10811	STRPU_26678
OG0000020	HELIO_12285	STRPU_19861, STRPU_19888
OG0000020	HELIO_05828	STRPU_05007
OG0000020	HELIO_10575	STRPU_11453
OG0000020	HELIO_05888	STRPU_04309, STRPU_04336
OG0000020	HELIO_07729	STRPU_13832
OG0000020	HELIO_08365	STRPU_05521
OG0000020	HELIO_01918	STRPU_21977
OG0000020	HELIO_11794	STRPU_05676
OG0000021	HELIO_05146	STRPU_22366, STRPU_22365
OG0000021	HELIO_05564	STRPU_21172
OG0000021	HELIO_07436	STRPU_02204, STRPU_15604
OG0000021	HELIO_09128	STRPU_02212, STRPU_15595
OG0000021	HELIO_01018	STRPU_05427
OG0000021	HELIO_08809	STRPU_19513
OG0000021	HELIO_00647	STRPU_20206, STRPU_16862
OG0000021	HELIO_10440	STRPU_18709
OG0000021	HELIO_04726	STRPU_19164
OG0000021	HELIO_09286	STRPU_19932, STRPU_02595
OG0000021	HELIO_07603	STRPU_19514, STRPU_20213
OG0000021	HELIO_02648	STRPU_05019
OG0000021	HELIO_08020	STRPU_05298
OG0000021	HELIO_10557	STRPU_05227
OG0000021	HELIO_04069	STRPU_05132, STRPU_05059
OG0000023	HELIO_07781	STRPU_09714, STRPU_09758
OG0000023	HELIO_08618	STRPU_14357
OG0000023	HELIO_08359	STRPU_15269
OG0000023	HELIO_11316	STRPU_14358
OG0000023	HELIO_06675	STRPU_14359, STRPU_14360
OG0000023	HELIO_04231	STRPU_08363
OG0000023	HELIO_07887	STRPU_04156
OG0000023	HELIO_10788	STRPU_04890
OG0000023	HELIO_06647	STRPU_04888, STRPU_04889, STRPU_04887
OG0000023	HELIO_00907	STRPU_02240, STRPU_15564, STRPU_02241, STRPU_15563
OG0000023	HELIO_07600	STRPU_20382
OG0000023	HELIO_09870	STRPU_04831, STRPU_00750, STRPU_00747, STRPU_00749, STRPU_00748
OG0000024	HELIO_05196	STRPU_03150
OG0000024	HELIO_10137, HELIO_05285, HELIO_06374, HELIO_10426, HELIO_03946	STRPU_14183, STRPU_00265
OG0000024	HELIO_06837, HELIO_05358, HELIO_03839, HELIO_05987	STRPU_07747
OG0000024	HELIO_00021	STRPU_07586
OG0000024	HELIO_10803	STRPU_03977, STRPU_22594, STRPU_03380, STRPU_26193
OG0000024	HELIO_04927	STRPU_20421, STRPU_18659, STRPU_12498, STRPU_04067
OG0000024	HELIO_07601	STRPU_01267
OG0000024	HELIO_04022	STRPU_16831
OG0000025	HELIO_01996, HELIO_02947, HELIO_11183, HELIO_06398, HELIO_03661, HELIO_07622, HELIO_05856, HELIO_03903, HELIO_08114, HELIO_07462	STRPU_09349
OG0000025	HELIO_05243, HELIO_04943, HELIO_07532, HELIO_06878	STRPU_08707
OG0000026	HELIO_04505	STRPU_24999
OG0000026	HELIO_00695	STRPU_13435
OG0000026	HELIO_00694	STRPU_25665, STRPU_06675, STRPU_06676
OG0000026	HELIO_09541	STRPU_10195
OG0000027	HELIO_02455, HELIO_02456, HELIO_04291	STRPU_13387, STRPU_13389, STRPU_13369, STRPU_13372, STRPU_13393, STRPU_13370, STRPU_13390, STRPU_13392, STRPU_13371, STRPU_21105, STRPU_21100, STRPU_21104
OG0000027	HELIO_07880	STRPU_05793, STRPU_05791, STRPU_05792
OG0000027	HELIO_08186	STRPU_13609, STRPU_02454
OG0000027	HELIO_04887	STRPU_13784, STRPU_13738, STRPU_13737
OG0000027	HELIO_06026	STRPU_12280, STRPU_12282, STRPU_12281, STRPU_12283
OG0000027	HELIO_07228	STRPU_19609, STRPU_19529, STRPU_19530
OG0000027	HELIO_05233	STRPU_20300
OG0000027	HELIO_07068	STRPU_22112, STRPU_22111
OG0000027	HELIO_05709	STRPU_18177, STRPU_18176, STRPU_18178
OG0000028	HELIO_06874	STRPU_14662
OG0000028	HELIO_00161	STRPU_14664
OG0000028	HELIO_08437	STRPU_14327
OG0000028	HELIO_06962	STRPU_27006
OG0000028	HELIO_00147	STRPU_14468, STRPU_14467
OG0000028	HELIO_06013	STRPU_15103, STRPU_02480
OG0000028	HELIO_00961	STRPU_14326
OG0000028	HELIO_06306	STRPU_27008
OG0000028	HELIO_06269	STRPU_10620
OG0000028	HELIO_12146	STRPU_26663
OG0000029	HELIO_10546	STRPU_09836
OG0000029	HELIO_00115	STRPU_17433, STRPU_17432
OG0000029	HELIO_05447	STRPU_01827, STRPU_19313
OG0000029	HELIO_05915	STRPU_22529
OG0000029	HELIO_11308	STRPU_02628
OG0000029	HELIO_11942	STRPU_14123
OG0000029	HELIO_00268	STRPU_06877, STRPU_04841, STRPU_04839, STRPU_03689, STRPU_13344, STRPU_03096, STRPU_03095, STRPU_03099, STRPU_03098, STRPU_03097, STRPU_15299, STRPU_05507, STRPU_15311
OG0000029	HELIO_06866	STRPU_27237
OG0000029	HELIO_02296	STRPU_27236
OG0000029	HELIO_09944	STRPU_11822, STRPU_11823, STRPU_18505
OG0000029	HELIO_05648	STRPU_20934, STRPU_20927
OG0000029	HELIO_01633	STRPU_10511
OG0000029	HELIO_06816	STRPU_10512
OG0000030	HELIO_11997	STRPU_22548, STRPU_22870, STRPU_22868, STRPU_19590, STRPU_23769, STRPU_00032
OG0000030	HELIO_04525, HELIO_09505	STRPU_23383
OG0000030	HELIO_06719	STRPU_18729, STRPU_18720
OG0000030	HELIO_06628	STRPU_09527
OG0000031	HELIO_00475	STRPU_24640
OG0000031	HELIO_11237	STRPU_24955
OG0000031	HELIO_10166	STRPU_24636
OG0000031	HELIO_00951	STRPU_27330
OG0000031	HELIO_11573	STRPU_08004
OG0000031	HELIO_11428	STRPU_23584
OG0000031	HELIO_00638	STRPU_05537, STRPU_05597
OG0000031	HELIO_00007	STRPU_18994
OG0000031	HELIO_08452	STRPU_05368
OG0000031	HELIO_02162	STRPU_24676
OG0000032	HELIO_03061	STRPU_21234
OG0000032	HELIO_11764	STRPU_02932
OG0000032	HELIO_06747	STRPU_12458
OG0000032	HELIO_05612	STRPU_24275
OG0000032	HELIO_01994	STRPU_24481
OG0000032	HELIO_06271	STRPU_24338
OG0000032	HELIO_05549	STRPU_24455
OG0000032	HELIO_06177	STRPU_24337
OG0000032	HELIO_11472	STRPU_24340
OG0000032	HELIO_11063	STRPU_24341
OG0000032	HELIO_05021	STRPU_09346, STRPU_24445, STRPU_24444
OG0000032	HELIO_02986	STRPU_24276, STRPU_24277, STRPU_24816
OG0000032	HELIO_02546	STRPU_24673
OG0000032	HELIO_10763	STRPU_24979
OG0000032	HELIO_07665	STRPU_24342
OG0000032	HELIO_07198	STRPU_08795, STRPU_24343
OG0000033	HELIO_06082	STRPU_15689
OG0000033	HELIO_04116	STRPU_14417
OG0000033	HELIO_05274	STRPU_02311, STRPU_18113
OG0000033	HELIO_05169	STRPU_15977
OG0000033	HELIO_06635	STRPU_02826
OG0000033	HELIO_07393	STRPU_19630
OG0000033	HELIO_06447	STRPU_25841, STRPU_03301, STRPU_11946
OG0000034	HELIO_03040	STRPU_15245, STRPU_15189
OG0000034	HELIO_11045	STRPU_11798
OG0000034	HELIO_10910	STRPU_11930, STRPU_11885
OG0000034	HELIO_05981	STRPU_27315
OG0000034	HELIO_12487	STRPU_11793
OG0000034	HELIO_11629	STRPU_04070
OG0000034	HELIO_08377	STRPU_12101
OG0000035	HELIO_06273	STRPU_02368, STRPU_12778
OG0000035	HELIO_04621	STRPU_25195, STRPU_01880, STRPU_04279, STRPU_01879, STRPU_25194
OG0000035	HELIO_03945	STRPU_17279, STRPU_17277, STRPU_17278, STRPU_17275
OG0000035	HELIO_04376	STRPU_13032
OG0000035	HELIO_12501	STRPU_27002
OG0000035	HELIO_03534	STRPU_13051
OG0000035	HELIO_07811	STRPU_12705
OG0000035	HELIO_06366	STRPU_12704
OG0000035	HELIO_00732	STRPU_12998
OG0000035	HELIO_11539	STRPU_12553
OG0000035	HELIO_10164	STRPU_12554
OG0000035	HELIO_04984	STRPU_12700
OG0000036	HELIO_01209, HELIO_01210	STRPU_26319
OG0000036	HELIO_09115	STRPU_09906
OG0000036	HELIO_04594	STRPU_26130
OG0000036	HELIO_09618	STRPU_25659
OG0000036	HELIO_10881	STRPU_26233
OG0000036	HELIO_00206	STRPU_26087
OG0000036	HELIO_04367	STRPU_25627
OG0000036	HELIO_07074	STRPU_18073, STRPU_01763, STRPU_18071, STRPU_01764
OG0000036	HELIO_04322	STRPU_26269, STRPU_26295, STRPU_26296, STRPU_26270
OG0000036	HELIO_02352	STRPU_26321
OG0000036	HELIO_11421	STRPU_16183, STRPU_16230
OG0000036	HELIO_04744	STRPU_25724
OG0000036	HELIO_00078	STRPU_26320
OG0000037	HELIO_04596	STRPU_21189
OG0000037	HELIO_02436	STRPU_21188
OG0000037	HELIO_07508	STRPU_20688
OG0000037	HELIO_06312	STRPU_21621
OG0000037	HELIO_10715	STRPU_21620
OG0000037	HELIO_01421	STRPU_20762
OG0000037	HELIO_01377	STRPU_24785
OG0000037	HELIO_04770	STRPU_10297
OG0000037	HELIO_09574	STRPU_10122, STRPU_10049
OG0000037	HELIO_11062	STRPU_21007
OG0000037	HELIO_01380	STRPU_10050, STRPU_10123
OG0000039	HELIO_01180	STRPU_05101, STRPU_05100, STRPU_05180, STRPU_18219, STRPU_01274
OG0000039	HELIO_07214	STRPU_21027
OG0000039	HELIO_00133	STRPU_18542, STRPU_18578, STRPU_18572, STRPU_12032, STRPU_12031, STRPU_12034, STRPU_01246
OG0000039	HELIO_10409	STRPU_16658, STRPU_15546, STRPU_15547, STRPU_20012, STRPU_20010
OG0000040	HELIO_00109	STRPU_21773
OG0000040	HELIO_04015	STRPU_17271, STRPU_21617, STRPU_22119
OG0000040	HELIO_04001	STRPU_03662, STRPU_03674, STRPU_03673, STRPU_03661
OG0000040	HELIO_06439	STRPU_01945, STRPU_22786, STRPU_01944, STRPU_25141, STRPU_21378
OG0000040	HELIO_00160	STRPU_03732, STRPU_03735, STRPU_03733
OG0000040	HELIO_06945	STRPU_08305
OG0000041	HELIO_03057	STRPU_12827
OG0000042	HELIO_00030	STRPU_19876, STRPU_08611, STRPU_19901
OG0000042	HELIO_05918	STRPU_19965, STRPU_01196, STRPU_02799, STRPU_11464, STRPU_02797, STRPU_02796, STRPU_02798, STRPU_02800
OG0000042	HELIO_12031	STRPU_02718
OG0000042	HELIO_00050	STRPU_20174
OG0000042	HELIO_07171	STRPU_18725, STRPU_18738, STRPU_18723, STRPU_20315, STRPU_20276
OG0000042	HELIO_11180	STRPU_19952
OG0000042	HELIO_06419	STRPU_13883, STRPU_13882, STRPU_18118, STRPU_13875, STRPU_07693, STRPU_13867, STRPU_02316, STRPU_13869
OG0000042	HELIO_12728	STRPU_25773, STRPU_25790, STRPU_20448, STRPU_25770, STRPU_25789, STRPU_25771, STRPU_25788, STRPU_20447
OG0000043	HELIO_04067	STRPU_20956, STRPU_23749, STRPU_07332
OG0000043	HELIO_00563	STRPU_03522, STRPU_03585
OG0000043	HELIO_03541	STRPU_10844, STRPU_10864
OG0000044	HELIO_05461	STRPU_09802
OG0000044	HELIO_08837	STRPU_13229, STRPU_13213
OG0000044	HELIO_02529	STRPU_04938
OG0000044	HELIO_01656	STRPU_02714
OG0000045	HELIO_07351, HELIO_00342	STRPU_16854, STRPU_16858
OG0000045	HELIO_00381	STRPU_27177
OG0000045	HELIO_10516	STRPU_27196
OG0000045	HELIO_06348	STRPU_27353
OG0000045	HELIO_06793	STRPU_26421
OG0000045	HELIO_03034	STRPU_26605
OG0000045	HELIO_01585	STRPU_26903
OG0000046	HELIO_08475	STRPU_08327, STRPU_08328
OG0000047	HELIO_06314, HELIO_04036	STRPU_17436
OG0000047	HELIO_10109	STRPU_22038
OG0000047	HELIO_05583	STRPU_20917
OG0000047	HELIO_06838	STRPU_04857
OG0000048	HELIO_10223	STRPU_05493
OG0000048	HELIO_12500	STRPU_20212
OG0000048	HELIO_03643	STRPU_15458
OG0000048	HELIO_05568	STRPU_09674
OG0000048	HELIO_05826	STRPU_06729
OG0000048	HELIO_06221	STRPU_06730
OG0000048	HELIO_11655	STRPU_20602
OG0000048	HELIO_08708	STRPU_20482
OG0000048	HELIO_04435, HELIO_12559	STRPU_17966, STRPU_17965
OG0000048	HELIO_00288	STRPU_16799, STRPU_16795
OG0000048	HELIO_00660	STRPU_07185, STRPU_07193, STRPU_16454, STRPU_16791
OG0000048	HELIO_12560	STRPU_16794, STRPU_16792
OG0000048	HELIO_10706	STRPU_16789, STRPU_16451, STRPU_16475, STRPU_16452, STRPU_16790
OG0000048	HELIO_05605	STRPU_26191
OG0000049	HELIO_02366	STRPU_23534
OG0000049	HELIO_10175	STRPU_06696
OG0000049	HELIO_12356	STRPU_04345
OG0000050	HELIO_04635	STRPU_06209, STRPU_11559, STRPU_20985
OG0000050	HELIO_04600	STRPU_03815
OG0000050	HELIO_04507, HELIO_05305	STRPU_10411
