Orthogroup	DANRE	Other
OG0000240	DANRE40602, DANRE40603, DANRE19496, DANRE33483	TCONS_00005653.p1
OG0000260	DANRE04207, DANRE04206	MOUSE03191
OG0000263	DANRE01961, DANRE01962	AMPFI_01637
OG0000265	DANRE17651	SACKO_28292
OG0000265	DANRE17651	LYTVA_27571
OG0000278	DANRE33682	LYTVA_17374
OG0000306	DANRE01566, DANRE33720, DANRE33719	STRPU_00072
OG0000306	DANRE01566, DANRE33720, DANRE33719	APOSC_12441
OG0000306	DANRE01567, DANRE39184, DANRE01564, DANRE39185, DANRE04108	ORYLA02312
OG0000306	DANRE01567, DANRE39184, DANRE01564, DANRE39185, DANRE04108	ORYLA02312
OG0000306	DANRE01567, DANRE39184, DANRE01564, DANRE39185, DANRE04108	AMPFI_01092
OG0000306	DANRE01564, DANRE39185	TCONS_00030411.p1, TCONS_00031228.p1, TCONS_00031225.p1
OG0000306	DANRE01564, DANRE39185	CAEEL11447, CAEEL11444, CAEEL11445
OG0000306	DANRE01564, DANRE39185	SCHMD02490
OG0000306	DANRE01564, DANRE39185	APOSC_12441
OG0000306	DANRE01564, DANRE39185	APOSC_12441
OG0000306	DANRE01564, DANRE39185	BRALA03883
OG0000306	DANRE01564, DANRE39185	STRPU_00072
OG0000306	DANRE01564, DANRE39185	STRPU_00072
OG0000306	DANRE01564	MOUSE19585, MOUSE19586
OG0000306	DANRE39185	MOUSE31468, MOUSE31467
OG0000306	DANRE04108	SCHMD21359
OG0000306	DANRE04108	HUMAN26265
OG0000306	DANRE04108	MOUSE11059
OG0000320	DANRE18363	BRALA04996
OG0000372	DANRE15256	APOSC_25245
OG0000374	DANRE35506	HELIO_12548
OG0000374	DANRE35506	STRPU_24137
OG0000374	DANRE35506	LYTVA_22056
OG0000374	DANRE35506	APOSC_09620
OG0000374	DANRE35506	APOSJ_38286, APOSJ_38287
OG0000374	DANRE35506	AMPFI_06145
OG0000374	DANRE35506	AENJA_24763
OG0000374	DANRE23152, DANRE23151, DANRE27829	OFUSG15949.1.p1
OG0000397	DANRE04699, DANRE04698	BRALA35642
OG0000397	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720	DROME14885
OG0000397	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720	OFUSG03578.1.p1
OG0000397	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720	bflo_09318
OG0000397	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720	BRALA34670
OG0000397	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720	TCONS_00027690.p1
OG0000397	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720	SACKO_06461
OG0000397	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720	NEMVE01578
OG0000397	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720	STRPU_10143, STRPU_10081
OG0000397	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720	HELIO_10979
OG0000397	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720	LYTVA_01829
OG0000397	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720	APOSJ_27317, APOSJ_35633
OG0000397	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720	APOSC_08278
OG0000397	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720	AMPFI_12772
OG0000397	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720	AENJA_26085
OG0000399	DANRE09642	APOSJ_47890
OG0000399	DANRE09642	APOSC_12699
OG0000399	DANRE09642	HELIO_04949
OG0000399	DANRE09642	LYTVA_10216
OG0000399	DANRE09642	STRPU_07796
OG0000399	DANRE09642	AENJA_11784, AENJA_23430, AENJA_13359, AENJA_24563, AENJA_03668
OG0000399	DANRE09642	bflo_06800
OG0000399	DANRE09642	AMPFI_24563
OG0000399	DANRE09642	SCHMD23059
OG0000399	DANRE09642	MOUSE30468
OG0000399	DANRE09642	MOUSE30468
OG0000405	DANRE01496, DANRE01497, DANRE01495, DANRE01502, DANRE01500, DANRE01499, DANRE01501, DANRE34777, DANRE34779, DANRE34778	MOUSE10145, MOUSE10152
OG0000411	DANRE13512	APOSJ_58040, APOSJ_61992
OG0000425	DANRE16734	AMPFI_13246
OG0000425	DANRE16734	STRPU_20952
OG0000427	DANRE26773, DANRE26772	APOSC_18019
OG0000442	DANRE24242, DANRE14641, DANRE10018, DANRE14640	BRALA33737
OG0000459	DANRE19705, DANRE16614	SACKO_12873
OG0000465	DANRE26401, DANRE26400	HUMAN13778
OG0000465	DANRE26401, DANRE26400	SACKO_34041
OG0000465	DANRE26401, DANRE26400	STRPU_07200
OG0000465	DANRE26401, DANRE26400	LYTVA_30093
OG0000465	DANRE26401, DANRE26400	SCHMD09590
OG0000465	DANRE26401, DANRE26400	TCONS_00046928.p1, TCONS_00045554.p1
OG0000465	DANRE26401, DANRE26400	NEMVE13428
OG0000465	DANRE26401, DANRE26400	MOUSE18960
OG0000467	DANRE22610	APOSC_08499
OG0000474	DANRE15391, DANRE15390, DANRE15392	APOSC_06438
OG0000490	DANRE35144	OFUSG08032.1.p1
OG0000490	DANRE35144	DROME19662, DROME19663, DROME19666, DROME19664, DROME19665
OG0000490	DANRE35144	NEMVE01389
OG0000490	DANRE35144	SCHMD21870
OG0000525	DANRE37919, DANRE37918	STRPU_08645
OG0000527	DANRE28028	APOSC_02938
OG0000527	DANRE28028	APOSJ_00812, APOSJ_05084, APOSJ_47034, APOSJ_26263, APOSJ_47035, APOSJ_26260
OG0000527	DANRE28028	CAEEL20771
OG0000560	DANRE40243, DANRE40242	DROME17254
OG0000560	DANRE40243, DANRE40242	AENJA_00930, AENJA_00927
OG0000560	DANRE40243, DANRE40242	APOSC_22346
OG0000560	DANRE40243, DANRE40242	LYTVA_01495
OG0000560	DANRE40243, DANRE40242	STRPU_10871
OG0000560	DANRE40243, DANRE40242	AMPFI_02096
OG0000560	DANRE40243, DANRE40242	TCONS_00051476.p1
OG0000560	DANRE40243, DANRE40242	SACKO_30877
OG0000560	DANRE40243, DANRE40242	bflo_25015
OG0000560	DANRE40243, DANRE40242	BRALA19574
OG0000579	DANRE25634, DANRE39934	AENJA_20737
OG0000590	DANRE29030	AMPFI_19054
OG0000600	DANRE15568	SACKO_30716
OG0000611	DANRE38844, DANRE38845, DANRE38847	OFUSG22889.2.p1, OFUSG22889.1.p1
OG0000635	DANRE13256	STRPU_24923, STRPU_24924
OG0000636	DANRE03730, DANRE03729, DANRE07041, DANRE07045, DANRE07042, DANRE07043, DANRE07044, DANRE07046, DANRE05815, DANRE05816, DANRE05814, DANRE03924, DANRE03926, DANRE03923	APOSC_03996
OG0000662	DANRE07121, DANRE07120, DANRE07123, DANRE07122	HELIO_03239
OG0000688	DANRE09485	SCHMD18275
OG0000690	DANRE06379	APOSC_06077
OG0000707	DANRE29542, DANRE29543	STRPU_05171, STRPU_26965, STRPU_05172, STRPU_05093
OG0000707	DANRE29542, DANRE29543	LYTVA_16227, LYTVA_05498, LYTVA_07776
OG0000707	DANRE29542, DANRE29543	HELIO_04545
OG0000707	DANRE29542, DANRE29543	APOSJ_19331, APOSJ_39241, APOSJ_19964, APOSJ_39242, APOSJ_19963, APOSJ_45444, APOSJ_39244, APOSJ_19965, APOSJ_45428
OG0000707	DANRE29542, DANRE29543	APOSC_10132
OG0000708	DANRE09020, DANRE39758, DANRE39759	AMPFI_19554
OG0000757	DANRE28939	BRALA34967
OG0000809	DANRE40060, DANRE40059, DANRE40058	SACKO_11703
OG0000851	DANRE41550, DANRE41551, DANRE41552, DANRE35899, DANRE35901, DANRE35900, DANRE16797, DANRE16796	APOSJ_05432, APOSJ_09645, APOSJ_05433
OG0000873	DANRE12209	APOSJ_25707
OG0000877	DANRE41354, DANRE41352, DANRE41353	APOSJ_22156
OG0000877	DANRE41354, DANRE41352, DANRE41353	LYTVA_26866, LYTVA_01909
OG0000921	DANRE41397	SCHMD07722
OG0000921	DANRE41397	HUMAN17556, HUMAN17558, HUMAN17557, HUMAN17559
OG0000921	DANRE41397	MOUSE23301, MOUSE23303, MOUSE23302, MOUSE23300
OG0000921	DANRE41397	NEMVE04805
OG0000965	DANRE07376	bflo_07554
OG0000982	DANRE21553, DANRE28338, DANRE28339, DANRE14101, DANRE09208, DANRE39834, DANRE00506, DANRE00508, DANRE00507, DANRE00509	APOSJ_12877
OG0000984	DANRE19378, DANRE19379, DANRE19380, DANRE19381	TCONS_00019326.p1
OG0001000	DANRE42296, DANRE42294, DANRE42295, DANRE07070, DANRE07071	AMPFI_02319
OG0001110	DANRE26726, DANRE26727, DANRE24537, DANRE24538, DANRE39856, DANRE19108, DANRE39854, DANRE39855	SACKO_15731
OG0001158	DANRE24676, DANRE36873	DROME08138, DROME08137
OG0001158	DANRE24676, DANRE36873	OFUSG20905.2.p1, OFUSG20905.1.p1
OG0001158	DANRE24676, DANRE36873	BRALA34638
OG0001158	DANRE24676, DANRE36873	bflo_11159
OG0001158	DANRE36873	AMPFI_03369
OG0001158	DANRE36873	SACKO_17286
OG0001158	DANRE36873	SCHMD01514
OG0001158	DANRE36873	MOUSE28962
OG0001158	DANRE36873	MOUSE28962
OG0001175	DANRE40566, DANRE40568, DANRE40567, DANRE40616, DANRE40615, DANRE00572, DANRE40617	AMPFI_01688
OG0001184	DANRE14295	MOUSE17556, MOUSE17557
OG0001184	DANRE14295	HUMAN24892, HUMAN24891
OG0001184	DANRE14295	TCONS_00015015.p1
OG0001184	DANRE14295	SCHMD12752
OG0001221	DANRE38048, DANRE38049	TCONS_00038811.p1, TCONS_00038873.p1, TCONS_00038810.p1, TCONS_00038875.p1, TCONS_00038876.p1, TCONS_00038807.p1, TCONS_00038874.p1
OG0001221	DANRE38048, DANRE38049	SACKO_15128
OG0001241	DANRE22500, DANRE22501	SCHMD04757
OG0001264	DANRE14753, DANRE14754, DANRE37060, DANRE37059, DANRE37061, DANRE39137, DANRE14755, DANRE14750, DANRE14751, DANRE14752	LYTVA_04650
OG0001279	DANRE13251, DANRE13250, DANRE00031, DANRE00032	APOSC_10702
OG0001294	DANRE05494	ORYLA11435
OG0001294	DANRE05494	ORYLA11435
OG0001294	DANRE05494	AENJA_25092
OG0001294	DANRE05494	TCONS_00009763.p1
OG0001294	DANRE05494	SACKO_03533
OG0001294	DANRE05494	OFUSG12455.1.p1, OFUSG12455.2.p1, OFUSG12455.4.p1, OFUSG12455.3.p1
OG0001294	DANRE05494	AMPFI_01514
OG0001294	DANRE05494	HELIO_08951
OG0001294	DANRE05494	STRPU_21633
OG0001294	DANRE05494	LYTVA_19271
OG0001294	DANRE05494	APOSJ_33881, APOSJ_12351, APOSJ_55521, APOSJ_60130, APOSJ_60133, APOSJ_55523, APOSJ_60129, APOSJ_55517, APOSJ_33889, APOSJ_12353, APOSJ_12350, APOSJ_55520, APOSJ_12352, APOSJ_55516, APOSJ_55525, APOSJ_12355, APOSJ_12354, APOSJ_12349, APOSJ_55519, APOSJ_55524, APOSJ_60131, APOSJ_60128, APOSJ_55522
OG0001294	DANRE05494	APOSC_15979, APOSC_15980, APOSC_15981
OG0001294	DANRE05494	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418
OG0001294	DANRE05494	DROME19278
OG0001294	DANRE05494	NEMVE10810
OG0001306	DANRE26353, DANRE26352, DANRE17686, DANRE17685, DANRE17684	AMPFI_04010
OG0001306	DANRE26353, DANRE26352, DANRE17686, DANRE17685, DANRE17684	AENJA_04590
OG0001312	DANRE33360, DANRE33361	APOSC_18881
OG0001312	DANRE33360, DANRE33361	APOSJ_41375
OG0001312	DANRE33360, DANRE33361	OFUSG17940.1.p1, OFUSG19112.1.p1
OG0001312	DANRE33360, DANRE33361	SACKO_03694
OG0001312	DANRE33360, DANRE33361	TCONS_00001714.p1, TCONS_00001713.p1
OG0001312	DANRE33360, DANRE33361	AENJA_19595, AENJA_24384, AENJA_06846
OG0001312	DANRE33360, DANRE33361	HELIO_11963
OG0001312	DANRE33360, DANRE33361	STRPU_18010, STRPU_24489, STRPU_17750
OG0001312	DANRE33360, DANRE33361	LYTVA_06396
OG0001312	DANRE33360, DANRE33361	SCHMD02056, SCHMD02055
OG0001316	DANRE06942	AENJA_08714
OG0001316	DANRE06942	SACKO_32180
OG0001316	DANRE06942	LYTVA_13297, LYTVA_13299
OG0001316	DANRE06942	HELIO_08864
OG0001316	DANRE06942	STRPU_15726
OG0001316	DANRE06942	AMPFI_11413
OG0001316	DANRE06942	BRALA15900
OG0001316	DANRE06942	APOSJ_23602
OG0001316	DANRE06942	TCONS_00057280.p1
OG0001316	DANRE06942	SCHMD15981
OG0001326	DANRE33553, DANRE33551	MOUSE21836
OG0001326	DANRE33553, DANRE33551	HUMAN17367
OG0001326	DANRE33553, DANRE33551	ORYLA02304
OG0001326	DANRE33553, DANRE33551	XENTR01916, XENTR08643
OG0001329	DANRE16282	AENJA_19033
OG0001329	DANRE16282	bflo_08763, bflo_14333
OG0001329	DANRE16282	BRALA32195, BRALA12680
OG0001329	DANRE16282	OFUSG06594.1.p1
OG0001329	DANRE16282	SCHMD15324
OG0001329	DANRE16282	CAEEL03625, CAEEL07934
OG0001331	DANRE05980, DANRE05978, DANRE05981, DANRE20417	BRALA34734
OG0001375	DANRE10157	TCONS_00045949.p1
OG0001378	DANRE04190, DANRE04191	SACKO_24430
OG0001383	DANRE11521	MOUSE27507
OG0001408	DANRE24539	ASTMX19996
OG0001408	DANRE24539	AENJA_10000
OG0001461	DANRE25864	AENJA_09214
OG0001461	DANRE25864	TCONS_00047793.p1
OG0001461	DANRE25864	CAPO305472
OG0001461	DANRE25864	NEMVE00568
OG0001461	DANRE25864	SACKO_33755
OG0001461	DANRE25864	AMPFI_23123, AMPFI_22344
OG0001461	DANRE25864	BRALA30847
OG0001461	DANRE25864	SCHMD13257
OG0001474	DANRE03668	AMPFI_25092
OG0001484	DANRE22299, DANRE22301, DANRE36964, DANRE36965, DANRE36967	AMPFI_09544
OG0001500	DANRE41826, DANRE41827	AMPFI_22915
OG0001503	DANRE28515, DANRE28514	MOUSE41773
OG0001518	DANRE26765, DANRE26770, DANRE26766, DANRE26769, DANRE26768, DANRE26767	APOSJ_06109
OG0001557	DANRE37687, DANRE37688	APOSC_03713
OG0001582	DANRE00147, DANRE00146, DANRE08340, DANRE08339, DANRE00774, DANRE00775, DANRE28929, DANRE28926, DANRE28927, DANRE28928	STRPU_06829, STRPU_06376
OG0001609	DANRE02201	LYTVA_09772
OG0001632	DANRE40470	ORYLA19517
OG0001632	DANRE40470	STRPU_23809, STRPU_23843
OG0001632	DANRE40470	AMPFI_15399
OG0001632	DANRE40470	TCONS_00048758.p1
OG0001632	DANRE40470	SACKO_01195
OG0001632	DANRE40470	bflo_11892
OG0001632	DANRE40470	BRALA09279
OG0001632	DANRE40470	ORYLA19517
OG0001632	DANRE40470	CAEEL16035
OG0001632	DANRE40470	SCHMD12105, SCHMD26476
OG0001633	DANRE38756	STRPU_24119, STRPU_24126
OG0001633	DANRE38756	SACKO_20042, SACKO_31542, SACKO_20001
OG0001633	DANRE38756	APOSJ_27888
OG0001633	DANRE38756	APOSC_23714, APOSC_22234, APOSC_12879
OG0001633	DANRE38756	HELIO_08917
OG0001633	DANRE38756	LYTVA_21365
OG0001633	DANRE38756	NEMVE17622
OG0001633	DANRE38756	OFUSG16369.1.p1, OFUSG16369.2.p1
OG0001633	DANRE38756	bflo_11217
OG0001633	DANRE38756	BRALA20356
OG0001633	DANRE38756	TCONS_00003251.p1
OG0001633	DANRE38756	AENJA_18234
OG0001633	DANRE38756	HUMAN15429
OG0001633	DANRE38756	HUMAN15429
OG0001657	DANRE33903, DANRE16790	BRALA35457
OG0001661	DANRE24032	APOSJ_45271, APOSJ_16132
OG0001664	DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712	XENTR11452
OG0001664	DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712	ORYLA17083
OG0001664	DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712	ASTMX14304
OG0001664	DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712	MOUSE47904
OG0001664	DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712	LYTVA_11249
OG0001664	DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712	APOSJ_52558
OG0001664	DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712	AENJA_22480
OG0001664	DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712	BRALA01214
OG0001664	DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712	CAEEL04260
OG0001664	DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712	SCHMD13680, SCHMD17585
OG0001664	DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712	MOUSE47904
OG0001710	DANRE12478	AMPFI_00172
OG0001710	DANRE12478	AENJA_01527
OG0001718	DANRE11963	APOSC_06428
OG0001785	DANRE42337	LYTVA_20637
OG0001785	DANRE42337	HELIO_04363
OG0001785	DANRE42337	TCONS_00008317.p1
OG0001785	DANRE42337	SCHMD16368
OG0001785	DANRE42337	APOSJ_60373, APOSJ_52917
OG0001785	DANRE42337	APOSC_05920
OG0001785	DANRE42337	AMPFI_02986
OG0001809	DANRE21533	SACKO_20097
OG0001852	DANRE43025	HELIO_00847
OG0001852	DANRE43025	LYTVA_04485
OG0001852	DANRE43025	STRPU_23919
OG0001852	DANRE43025	AMPFI_09915
OG0001852	DANRE43025	APOSJ_34711
OG0001852	DANRE43025	APOSC_08845
OG0001852	DANRE43025	TCONS_00047986.p1
OG0001852	DANRE43025	HUMAN20900, HUMAN20899
OG0001852	DANRE43025	HUMAN20900, HUMAN20899
OG0001852	DANRE43025	bflo_15363
OG0001852	DANRE43025	SACKO_00057
OG0001852	DANRE43025	AENJA_18334
OG0001852	DANRE43025	SCHMD01397
OG0001875	DANRE04850	OFUSG10883.1.p1
OG0001875	DANRE04850	DROME16885
OG0001875	DANRE04850	CAEEL09917
OG0001875	DANRE04850	SACKO_22430
OG0001875	DANRE04850	SCHMD11568
OG0001875	DANRE04850	AENJA_16491
OG0001875	DANRE04850	bflo_08517
OG0001875	DANRE04850	AMPFI_06025
OG0001875	DANRE04850	TCONS_00048169.p2
OG0001875	DANRE04850	BRALA04016
OG0001875	DANRE04850	MOUSE31669
OG0001875	DANRE04850	MOUSE31669
OG0001923	DANRE35425, DANRE35424	LYTVA_02896
OG0001923	DANRE35425, DANRE35424	APOSJ_02740, APOSJ_02734, APOSJ_45692
OG0001944	DANRE05548, DANRE05550, DANRE05549, DANRE21872, DANRE21874, DANRE21873	APOSC_02088
OG0001946	DANRE20165	XENTR07293
OG0001946	DANRE20165	HUMAN03301
OG0001946	DANRE20165	MOUSE11051, MOUSE11053
OG0001946	DANRE20165	BRALA24922
OG0001946	DANRE20165	bflo_08444
OG0001946	DANRE20165	TCONS_00030253.p1, TCONS_00030260.p1
OG0001978	DANRE22030, DANRE29268, DANRE30502, DANRE03554, DANRE30508, DANRE30507, DANRE30505, DANRE30503, DANRE30506, DANRE03556, DANRE03555	CAEEL00552
OG0001988	DANRE10195	AENJA_00356
OG0001988	DANRE10195	TCONS_00046879.p1, TCONS_00045602.p1
OG0001988	DANRE10195	SACKO_19763
OG0001988	DANRE10195	STRPU_07708
OG0001988	DANRE10195	HELIO_07776
OG0001988	DANRE10195	LYTVA_13692
OG0001988	DANRE10195	APOSC_25583, APOSC_25582
OG0001988	DANRE10195	APOSJ_61860, APOSJ_07661, APOSJ_61861, APOSJ_34710, APOSJ_54838, APOSJ_54840, APOSJ_54841, APOSJ_61862, APOSJ_07662, APOSJ_54842, APOSJ_07657, APOSJ_07660, APOSJ_54839, APOSJ_07658, APOSJ_07659
OG0001988	DANRE10195	OFUSG17151.1.p1
OG0001988	DANRE10195	bflo_06652
OG0001988	DANRE10195	BRALA17550
OG0001988	DANRE10195	AMPFI_17891
OG0001988	DANRE10195	NEMVE13461, NEMVE20802, NEMVE11686
OG0001988	DANRE10195	LYTVA_16970
OG0001988	DANRE10195	HUMAN28138, HUMAN28140, HUMAN28139
OG0001988	DANRE10195	LYTVA_16970
OG0001988	DANRE10195	HUMAN28138, HUMAN28140, HUMAN28139
OG0001992	DANRE11762, DANRE04530, DANRE04529, DANRE11763	SCHMD23667
OG0001992	DANRE04530, DANRE04529, DANRE11763	BRALA35588
OG0002028	DANRE21869	LYTVA_02071
OG0002031	DANRE10346	CAEEL07288
OG0002031	DANRE10346	APOSJ_34265, APOSJ_34264
OG0002031	DANRE10346	APOSC_24523
OG0002031	DANRE10346	LYTVA_03117
OG0002031	DANRE10346	HELIO_07245
OG0002031	DANRE10346	STRPU_00644, STRPU_23058
OG0002031	DANRE10346	AMPFI_08223
OG0002031	DANRE10346	AENJA_20118
OG0002031	DANRE10346	SCHMD21628, SCHMD14088
OG0002031	DANRE10346	MOUSE35281
OG0002031	DANRE10346	MOUSE35281
OG0002057	DANRE40573	BRALA13905
OG0002094	DANRE22168	APOSC_18728
OG0002094	DANRE22168	APOSJ_16585, APOSJ_16588, APOSJ_16589, APOSJ_16586, APOSJ_16587
OG0002094	DANRE22168	STRPU_23249, STRPU_23832, STRPU_23869
OG0002094	DANRE22168	LYTVA_25874, LYTVA_02272
OG0002094	DANRE22168	HELIO_05259, HELIO_04476
OG0002094	DANRE22168	TCONS_00049467.p1
OG0002094	DANRE22168	SACKO_08816, SACKO_08826
OG0002094	DANRE22168	AENJA_21114
OG0002094	DANRE22168	AMPFI_06144
OG0002125	DANRE39736	AMPFI_19443, AMPFI_19550
OG0002125	DANRE39736	SCHMD01906
OG0002125	DANRE39736	BRALA27093
OG0002160	DANRE22821	APOSC_08854, APOSC_02505, APOSC_23874
OG0002160	DANRE22820	APOSC_04273
OG0002169	DANRE38142, DANRE38141, DANRE03316, DANRE38144	BRALA33277
OG0002190	DANRE00930, DANRE00929	AMPFI_03087
OG0002223	DANRE02289, DANRE30589, DANRE30588, DANRE30590	bflo_22378
OG0002227	DANRE27372, DANRE27373, DANRE27374, DANRE27375, DANRE27376, DANRE38788	NEMVE05812, NEMVE00081
OG0002227	DANRE27372, DANRE27373, DANRE27374, DANRE27375, DANRE27376, DANRE38788	HUMAN28363
OG0002227	DANRE27372, DANRE27373, DANRE27374, DANRE27375, DANRE27376, DANRE38788	HUMAN28363
OG0002227	DANRE27372, DANRE27373, DANRE27374, DANRE27375, DANRE27376, DANRE38788	AENJA_02303
OG0002227	DANRE27372, DANRE27373, DANRE27374, DANRE27375, DANRE27376, DANRE38788	BRALA33920
OG0002258	DANRE39263, DANRE39262	AMPFI_24977
