Orthogroup	AMPFI_ok	Other
OG0000026	AMPFI_12243, AMPFI_19577, AMPFI_24734, AMPFI_07664, AMPFI_25563, AMPFI_09392	OFUSG26427.1.p1
OG0000026	AMPFI_12243, AMPFI_19577, AMPFI_24734, AMPFI_07664, AMPFI_25563, AMPFI_09392	bflo_26853, bflo_07376
OG0000026	AMPFI_12243, AMPFI_19577, AMPFI_24734, AMPFI_07664, AMPFI_25563, AMPFI_09392	APOSJ_61877, APOSJ_61922
OG0000026	AMPFI_12243, AMPFI_19577, AMPFI_24734, AMPFI_07664, AMPFI_25563, AMPFI_09392	APOSJ_61877, APOSJ_61922
OG0000026	AMPFI_07664	BRALA18399
OG0000026	AMPFI_25563	BRALA07898, BRALA07900, BRALA07899
OG0000031	AMPFI_01755, AMPFI_10718, AMPFI_14435	APOSJ_52458, APOSJ_52455
OG0000034	AMPFI_04753	APOSJ_42839, APOSJ_42842, APOSJ_42843
OG0000038	AMPFI_03880	LYTVA_14520
OG0000039	AMPFI_17373	bflo_13135, bflo_00692
OG0000047	AMPFI_21621	BRALA14436
OG0000048	AMPFI_17027, AMPFI_21987, AMPFI_06139	OFUSG11585.1.p1, OFUSG11583.1.p1
OG0000052	AMPFI_17342, AMPFI_21992, AMPFI_16769	HELIO_05693
OG0000052	AMPFI_17342, AMPFI_21992, AMPFI_16769	TCONS_00009543.p1
OG0000052	AMPFI_17342, AMPFI_21992, AMPFI_16769	BRALA14154, BRALA03903, BRALA35146
OG0000052	AMPFI_17342, AMPFI_21992, AMPFI_16769	XENTR09745, XENTR16766, XENTR16795
OG0000052	AMPFI_13833, AMPFI_12690, AMPFI_19427, AMPFI_04582, AMPFI_02325, AMPFI_23491	LYTVA_15866
OG0000052	AMPFI_05841, AMPFI_24118, AMPFI_20511, AMPFI_08366, AMPFI_13707, AMPFI_14605, AMPFI_11434, AMPFI_03965, AMPFI_20512, AMPFI_13505, AMPFI_14163, AMPFI_22708, AMPFI_14350, AMPFI_13327, AMPFI_07170, AMPFI_10973, AMPFI_20869, AMPFI_16702, AMPFI_09892, AMPFI_19128, AMPFI_20552, AMPFI_11422, AMPFI_14308	LYTVA_01043
OG0000067	AMPFI_18458, AMPFI_18044	SACKO_29221
OG0000068	AMPFI_04648, AMPFI_15422, AMPFI_22045, AMPFI_24986, AMPFI_14044, AMPFI_25888	LYTVA_12287
OG0000085	AMPFI_25543	bflo_05617
OG0000089	AMPFI_24059	TCONS_00000886.p1
OG0000089	AMPFI_24059	APOSJ_11659, APOSJ_42252
OG0000089	AMPFI_24059	APOSJ_11659, APOSJ_42252
OG0000089	AMPFI_24059	BRALA34579
OG0000089	AMPFI_24059	SACKO_27360
OG0000089	AMPFI_24059	LYTVA_15322
OG0000089	AMPFI_24059	AENJA_09728
OG0000089	AMPFI_03609	HUMAN25675
OG0000089	AMPFI_03609	AENJA_01807
OG0000089	AMPFI_03609	STRPU_25351
OG0000089	AMPFI_03609	DANRE18392
OG0000089	AMPFI_03609	LYTVA_28799
OG0000089	AMPFI_03609	DROME18066, DROME18069, DROME12817
OG0000094	AMPFI_02587	APOSJ_63079
OG0000094	AMPFI_25694	APOSC_24152
OG0000094	AMPFI_06525	ASTMX08392
OG0000094	AMPFI_06525	MOUSE25209
OG0000094	AMPFI_06525	HUMAN14814, HUMAN29867, HUMAN14812
OG0000094	AMPFI_18905	MOUSE25209
OG0000094	AMPFI_18905	HUMAN14814, HUMAN29867, HUMAN14812
OG0000094	AMPFI_18905	bflo_11484
OG0000094	AMPFI_18905	BRALA09222
OG0000094	AMPFI_18905	SCHMD19921, SCHMD19919, SCHMD25650, SCHMD09889, SCHMD04692, SCHMD17398, SCHMD14751, SCHMD25649, SCHMD27362, SCHMD18377, SCHMD18375
OG0000094	AMPFI_18905	MOUSE25209
OG0000094	AMPFI_18905	HUMAN14814, HUMAN29867, HUMAN14812
OG0000098	AMPFI_13259, AMPFI_24967	XENTR18632
OG0000101	AMPFI_14310, AMPFI_02729	BRALA34771
OG0000101	AMPFI_14310, AMPFI_02729	TCONS_00000321.p1
OG0000122	AMPFI_04266, AMPFI_05019	DROME10483, DROME10478, DROME10477, DROME10479, DROME10481, DROME10480, DROME10476
OG0000122	AMPFI_04266, AMPFI_05019	ASTMX10444, ASTMX20272, ASTMX16361, ASTMX12761, ASTMX10832
OG0000122	AMPFI_04266, AMPFI_05019	DANRE03356, DANRE03355, DANRE29132, DANRE27353, DANRE24610, DANRE24611, DANRE42733
OG0000122	AMPFI_04266, AMPFI_05019	ORYLA07892, ORYLA16400, ORYLA09254, ORYLA06471
OG0000122	AMPFI_04266, AMPFI_05019	XENTR06907, XENTR17281
OG0000122	AMPFI_04266, AMPFI_05019	HUMAN12772, HUMAN27264, HUMAN18288
OG0000122	AMPFI_04266, AMPFI_05019	MOUSE05693, MOUSE35483, MOUSE35485, MOUSE35486, MOUSE22654
OG0000122	AMPFI_04266, AMPFI_05019	BRALA04629
OG0000122	AMPFI_04266, AMPFI_05019	bflo_02060, bflo_02098, bflo_02745
OG0000124	AMPFI_24111	DANRE08738
OG0000124	AMPFI_24111	MOUSE45403
OG0000124	AMPFI_07499, AMPFI_07500	APOSC_24532
OG0000128	AMPFI_16622, AMPFI_18803, AMPFI_04850	ASTMX18325
OG0000128	AMPFI_04850	HUMAN21996
OG0000128	AMPFI_16622, AMPFI_18803	HUMAN21996
OG0000128	AMPFI_16622, AMPFI_18803	BRALA31378
OG0000128	AMPFI_16622, AMPFI_18803	SCHMD29825
OG0000128	AMPFI_16622, AMPFI_18803	YEAST01398, YEAST05967, YEAST05716
OG0000128	AMPFI_16622, AMPFI_18803	HUMAN21996
OG0000138	AMPFI_19008, AMPFI_24504, AMPFI_22568	BRALA29104
OG0000157	AMPFI_07870	HUMAN14308
OG0000192	AMPFI_10868	DANRE39461
OG0000208	AMPFI_25316	HUMAN11859
OG0000208	AMPFI_25934, AMPFI_04187	SACKO_05740
OG0000208	AMPFI_04187	HUMAN11860
OG0000227	AMPFI_07507	bflo_10496
OG0000227	AMPFI_07507	OFUSG15888.1.p1
OG0000239	AMPFI_08248	TCONS_00010986.p1
OG0000239	AMPFI_08248	SACKO_03853
OG0000239	AMPFI_08248	bflo_05968
OG0000239	AMPFI_08248	BRALA30155
OG0000240	AMPFI_05219, AMPFI_05218	TCONS_00005653.p1
OG0000241	AMPFI_20927, AMPFI_21075	APOSJ_36030, APOSJ_36033, APOSJ_34568
OG0000260	AMPFI_02009	MOUSE03191
OG0000260	AMPFI_19737	MOUSE46801
OG0000263	AMPFI_01637	XENTR08076
OG0000263	AMPFI_01637	HUMAN25245
OG0000263	AMPFI_01637	MOUSE21739
OG0000263	AMPFI_01637	ASTMX18876
OG0000263	AMPFI_01637	DANRE01961, DANRE01962
OG0000263	AMPFI_01637	ORYLA00024
OG0000306	AMPFI_01092	ORYLA02312
OG0000306	AMPFI_01092	DANRE01567, DANRE39184, DANRE01564, DANRE39185, DANRE04108
OG0000306	AMPFI_01092	STRPU_00072
OG0000306	AMPFI_01092	APOSC_12441
OG0000306	AMPFI_20442	STRPU_04180
OG0000309	AMPFI_00020, AMPFI_05314, AMPFI_03296	HUMAN02856
OG0000309	AMPFI_05314	MOUSE11293
OG0000309	AMPFI_03296	MOUSE24979
OG0000320	AMPFI_22513	BRALA04996
OG0000326	AMPFI_07142	BRALA08568
OG0000329	AMPFI_20416	HUMAN12535, HUMAN06603
OG0000372	AMPFI_06343	APOSC_25245
OG0000374	AMPFI_06145	DANRE35506
OG0000374	AMPFI_05049	OFUSG15949.1.p1
OG0000397	AMPFI_12772	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720
OG0000399	AMPFI_24563	DANRE09642
OG0000399	AMPFI_24563	MOUSE30468
OG0000403	AMPFI_17320	HUMAN05389
OG0000405	AMPFI_10725	MOUSE10160
OG0000419	AMPFI_16286	MOUSE23531
OG0000425	AMPFI_13246	XENTR18784
OG0000425	AMPFI_13246	HUMAN15883
OG0000425	AMPFI_13246	AENJA_24238
OG0000425	AMPFI_13246	DANRE16734
OG0000425	AMPFI_13246	SCHMD24026, SCHMD08029
OG0000425	AMPFI_13246	STRPU_20952
OG0000425	AMPFI_13246	STRPU_20952
OG0000427	AMPFI_08931	SACKO_09178
OG0000427	AMPFI_08931	TCONS_00051959.p1, TCONS_00051958.p1, TCONS_00051956.p1
OG0000427	AMPFI_08931	bflo_23993
OG0000427	AMPFI_08931	BRALA26778, BRALA26788
OG0000436	AMPFI_15525	MOUSE23254
OG0000446	AMPFI_02401	ASTMX14082
OG0000450	AMPFI_01260	MOUSE46534
OG0000454	AMPFI_16132	ORYLA14943
OG0000480	AMPFI_18780	ASTMX07171
OG0000501	AMPFI_07485, AMPFI_13181, AMPFI_25271, AMPFI_05442	SACKO_31636
OG0000501	AMPFI_07485, AMPFI_13181	BRALA21637
OG0000503	AMPFI_17798	ORYLA15009
OG0000503	AMPFI_17798	MOUSE39194, MOUSE39200, MOUSE39201
OG0000523	AMPFI_10423	BRALA18475
OG0000524	AMPFI_14569	MOUSE11129, MOUSE11143
OG0000527	AMPFI_21522	HUMAN02304
OG0000527	AMPFI_21522	MOUSE25384
OG0000545	AMPFI_15543	MOUSE43194
OG0000560	AMPFI_02096	DANRE40243, DANRE40242
OG0000563	AMPFI_08659, AMPFI_10297	LYTVA_03057, LYTVA_03056, LYTVA_01124
OG0000582	AMPFI_03684	APOSJ_53691, APOSJ_16083, APOSJ_53686, APOSJ_53687
OG0000582	AMPFI_03684	APOSC_19006
OG0000582	AMPFI_03684	ORYLA18132
OG0000582	AMPFI_03684	MOUSE23948
OG0000590	AMPFI_19054	ASTMX20440
OG0000590	AMPFI_19054	MOUSE05523
OG0000590	AMPFI_19054	DANRE29030
OG0000590	AMPFI_19054	HUMAN20582
OG0000611	AMPFI_03941	OFUSG22889.2.p1, OFUSG22889.1.p1
OG0000634	AMPFI_00141	APOSJ_45060, APOSJ_45061, APOSJ_21324, APOSJ_58639, APOSJ_45059, APOSJ_34473
OG0000634	AMPFI_00141	APOSC_15603, APOSC_28004, APOSC_28003, APOSC_15604, APOSC_15606, APOSC_12030, APOSC_15602, APOSC_15605, APOSC_05420
OG0000634	AMPFI_00141	BRALA11661
OG0000634	AMPFI_00141	bflo_21508, bflo_21507
OG0000658	AMPFI_03440	OFUSG21109.1.p1
OG0000658	AMPFI_03440	TCONS_00053518.p1
OG0000658	AMPFI_03440	SACKO_23223
OG0000658	AMPFI_03440	BRALA13305
OG0000658	AMPFI_03440	bflo_12934
OG0000684	AMPFI_21883, AMPFI_26002	HUMAN13720
OG0000688	AMPFI_25967	SCHMD18275
OG0000708	AMPFI_19554	ORYLA10826, ORYLA20261, ORYLA20260
OG0000708	AMPFI_19554	ASTMX01986, ASTMX04018
OG0000708	AMPFI_19554	HUMAN06223, HUMAN30508, HUMAN30507
OG0000708	AMPFI_19554	MOUSE14490, MOUSE54269, MOUSE54268
OG0000708	AMPFI_19554	DANRE09020, DANRE39758, DANRE39759
OG0000708	AMPFI_19554	XENTR06811
OG0000708	AMPFI_19554	bflo_11530
OG0000708	AMPFI_19554	BRALA10976
OG0000718	AMPFI_05696, AMPFI_05695	ASTMX22450
OG0000734	AMPFI_12486	CAEEL18835
OG0000734	AMPFI_12486	MOUSE31240
OG0000734	AMPFI_12486	SCHMD11583, SCHMD14768, SCHMD09332, SCHMD02937, SCHMD07242, SCHMD04118, SCHMD01513, SCHMD07878, SCHMD24039, SCHMD13942, SCHMD22315, SCHMD14455, SCHMD27004, SCHMD20850, SCHMD13509, SCHMD10084, SCHMD08723, SCHMD14485, SCHMD25295, SCHMD26519, SCHMD04103, SCHMD26949, SCHMD09270, SCHMD20387, SCHMD03648, SCHMD09683, SCHMD10543, SCHMD08018, SCHMD27636, SCHMD18698, SCHMD07342
OG0000755	AMPFI_24528	bflo_13054
OG0000755	AMPFI_24528	BRALA12515
OG0000755	AMPFI_24528	NEMVE04854
OG0000755	AMPFI_24528	OFUSG22904.1.p1
OG0000778	AMPFI_04331, AMPFI_25999, AMPFI_02206	bflo_24104
OG0000787	AMPFI_10777	HUMAN24286
OG0000798	AMPFI_16263	ASTMX11679
OG0000812	AMPFI_22391	TCONS_00016121.p2, TCONS_00026040.p1, TCONS_00029853.p1, TCONS_00004561.p1, TCONS_00033747.p1, TCONS_00002817.p1, TCONS_00003729.p1
OG0000812	AMPFI_22391	OFUSG16288.1.p2, OFUSG26263.2.p2, OFUSG08214.1.p2
OG0000812	AMPFI_22391	SACKO_09567
OG0000812	AMPFI_22391	STRPU_12749, STRPU_03038
OG0000812	AMPFI_22391	HELIO_06900, HELIO_08476
OG0000812	AMPFI_22391	BRALA34233, BRALA02243, BRALA29914
OG0000812	AMPFI_22391	bflo_04832
OG0000812	AMPFI_22391	ORYLA14679
OG0000812	AMPFI_22087	TCONS_00024513.p1, TCONS_00004506.p1, TCONS_00038838.p1, TCONS_00024581.p1, TCONS_00040015.p1, TCONS_00043191.p1, TCONS_00053717.p1, TCONS_00035920.p1, TCONS_00024241.p1, TCONS_00020941.p1, TCONS_00039648.p1, TCONS_00038251.p1, TCONS_00043192.p1, TCONS_00007913.p1, TCONS_00050956.p1, TCONS_00044518.p1, TCONS_00036310.p1, TCONS_00005468.p1
OG0000812	AMPFI_22087	bflo_23602
OG0000812	AMPFI_22087	BRALA34685, BRALA13930, BRALA29641, BRALA03892, BRALA27114, BRALA31846, BRALA29017, BRALA35871, BRALA26285, BRALA28307, BRALA03896, BRALA15535, BRALA35348
OG0000812	AMPFI_22087	OFUSG00290.1.p1, OFUSG01508.1.p2
OG0000814	AMPFI_05882	HELIO_12586
OG0000842	AMPFI_11234	MOUSE39642
OG0000842	AMPFI_11234	HUMAN28734
OG0000873	AMPFI_00271	APOSJ_25707
OG0000875	AMPFI_14018	MOUSE22325, MOUSE22324
OG0000894	AMPFI_21192	SCHMD26280
OG0000957	AMPFI_23600	MOUSE13271, MOUSE01612
OG0000957	AMPFI_23600	HUMAN29142
OG0000965	AMPFI_19565, AMPFI_15550	bflo_07554
OG0000971	AMPFI_19239	SACKO_31352
OG0000971	AMPFI_19239	BRALA04950
OG0000971	AMPFI_19239	NEMVE04764
OG0000980	AMPFI_16246	TCONS_00050181.p1
OG0000984	AMPFI_10960	TCONS_00019326.p1
OG0001000	AMPFI_02319	SCHMD22725
OG0001000	AMPFI_02319	BRALA29242
OG0001000	AMPFI_02319	bflo_17958, bflo_27228
OG0001000	AMPFI_02319	DANRE42296, DANRE42294, DANRE42295, DANRE07070, DANRE07071
OG0001000	AMPFI_02319	ASTMX00037, ASTMX14963
OG0001000	AMPFI_02319	ORYLA09416, ORYLA00982, ORYLA11450
OG0001000	AMPFI_02319	MOUSE53658, MOUSE53659, MOUSE54860, MOUSE54857, MOUSE54859, MOUSE54858, MOUSE16553, MOUSE16552, MOUSE16554, MOUSE16556, MOUSE16555
OG0001000	AMPFI_02319	HUMAN29732, HUMAN30113, HUMAN25791
OG0001000	AMPFI_02319	XENTR02326, XENTR14403
OG0001042	AMPFI_23740	ORYLA11092
OG0001076	AMPFI_03111, AMPFI_09505, AMPFI_03148	MOUSE36456
OG0001076	AMPFI_21677	CAEEL07541
OG0001076	AMPFI_21677	CAPO306580
OG0001076	AMPFI_21677	SCHMD07131
OG0001076	AMPFI_21677	MOUSE36456
OG0001076	AMPFI_21677	MOUSE36456
OG0001091	AMPFI_08267	MOUSE26426
OG0001102	AMPFI_14421	bflo_15231
OG0001158	AMPFI_03369	MOUSE28962
OG0001158	AMPFI_03369	DANRE36873
OG0001158	AMPFI_03369	ORYLA13611
OG0001170	AMPFI_08205	TCONS_00002128.p1
OG0001170	AMPFI_08205	bflo_04525
OG0001175	AMPFI_01688	NEMVE18808, NEMVE00944
OG0001175	AMPFI_01688	SCHMD18473
OG0001175	AMPFI_01688	XENTR04334, XENTR01937
OG0001175	AMPFI_01688	MOUSE47768, MOUSE27822
OG0001175	AMPFI_01688	HUMAN27761, HUMAN17515
OG0001175	AMPFI_01688	ORYLA17323, ORYLA17834, ORYLA02704
OG0001175	AMPFI_01688	DANRE40566, DANRE40568, DANRE40567, DANRE40616, DANRE40615, DANRE00572, DANRE40617
OG0001175	AMPFI_01688	ASTMX15626, ASTMX17938, ASTMX10319
OG0001175	AMPFI_01688	OFUSG26257.3.p1
OG0001175	AMPFI_01688	BRALA00132
OG0001178	AMPFI_18821	HELIO_07560
OG0001184	AMPFI_08874	SACKO_02591
OG0001288	AMPFI_00778	TCONS_00029022.p1, TCONS_00036487.p1
OG0001294	AMPFI_01514	ORYLA11435
OG0001294	AMPFI_01514	DANRE05494
OG0001300	AMPFI_08329	LYTVA_05607
OG0001300	AMPFI_08329	bflo_05339
OG0001304	AMPFI_10342	HUMAN07988
OG0001306	AMPFI_04010	bflo_25980
OG0001306	AMPFI_04010	BRALA05038
OG0001306	AMPFI_04010	XENTR00068
OG0001306	AMPFI_04010	MOUSE33396, MOUSE33395, MOUSE33394, MOUSE33397
OG0001306	AMPFI_04010	HUMAN01015, HUMAN01014
OG0001306	AMPFI_04010	ORYLA06638, ORYLA13454
OG0001306	AMPFI_04010	ASTMX15047, ASTMX12449
OG0001306	AMPFI_04010	DANRE26353, DANRE26352, DANRE17686, DANRE17685, DANRE17684
OG0001306	AMPFI_04010	NEMVE16218
OG0001306	AMPFI_04010	SCHMD04516
OG0001306	AMPFI_04010	CAEEL05042
OG0001306	AMPFI_04010	AENJA_04590
OG0001306	AMPFI_04010	AENJA_04590
OG0001314	AMPFI_14399	STRPU_17675
OG0001316	AMPFI_11413	DANRE06942
OG0001323	AMPFI_22091	MOUSE43335
OG0001331	AMPFI_12424	BRALA34734
OG0001339	AMPFI_22494, AMPFI_15490	HUMAN25157
OG0001350	AMPFI_25832	MOUSE33385
OG0001383	AMPFI_07068, AMPFI_11555	MOUSE27507
OG0001405	AMPFI_15743	APOSJ_37660, APOSJ_37658
OG0001428	AMPFI_11938	MOUSE04268
OG0001434	AMPFI_06188, AMPFI_09637	XENTR14258
OG0001436	AMPFI_07709	MOUSE32581
OG0001452	AMPFI_17582	MOUSE30199, MOUSE44846, MOUSE44847
OG0001456	AMPFI_00318	ASTMX18389
OG0001461	AMPFI_23123, AMPFI_22344	DANRE25864
OG0001474	AMPFI_25092	XENTR01827
OG0001474	AMPFI_25092	ASTMX07703
OG0001474	AMPFI_25092	DANRE03668
OG0001474	AMPFI_25092	ORYLA07769
OG0001474	AMPFI_25092	HUMAN10738, HUMAN10739, HUMAN10736
OG0001474	AMPFI_25092	MOUSE46193, MOUSE46194
OG0001484	AMPFI_09544	NEMVE23070
OG0001484	AMPFI_09544	MOUSE53748, MOUSE53749, MOUSE53750, MOUSE52709, MOUSE52710, MOUSE52703, MOUSE52708, MOUSE52704, MOUSE52702, MOUSE52705
OG0001484	AMPFI_09544	HUMAN29782, HUMAN20929
OG0001484	AMPFI_09544	ORYLA15816, ORYLA13829, ORYLA13710
OG0001484	AMPFI_09544	DANRE22299, DANRE22301, DANRE36964, DANRE36965, DANRE36967
OG0001484	AMPFI_09544	ASTMX18774
OG0001484	AMPFI_09544	XENTR07065
OG0001484	AMPFI_09544	TCONS_00048364.p1
OG0001484	AMPFI_09544	SACKO_06239
OG0001484	AMPFI_09544	BRALA22671
OG0001484	AMPFI_09544	bflo_12487
OG0001484	AMPFI_09544	OFUSG06287.1.p1
OG0001500	AMPFI_22915	MOUSE12950
OG0001500	AMPFI_22915	DANRE41826, DANRE41827
OG0001500	AMPFI_22915	ASTMX07006
OG0001500	AMPFI_22915	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570
OG0001500	AMPFI_22915	HUMAN18404
OG0001503	AMPFI_06513	MOUSE41773
OG0001505	AMPFI_04877, AMPFI_09677	ORYLA10202
OG0001505	AMPFI_04877	APOSC_06533
OG0001507	AMPFI_16748	MOUSE20175, MOUSE20176, MOUSE07523
OG0001510	AMPFI_24135	LYTVA_09042
OG0001515	AMPFI_22558	HUMAN19954
OG0001522	AMPFI_18320, AMPFI_13603	OFUSG12012.1.p1
OG0001522	AMPFI_18320, AMPFI_13603	BRALA29451
OG0001522	AMPFI_18320, AMPFI_13603	bflo_07703
OG0001522	AMPFI_18320, AMPFI_13603	TCONS_00003488.p1
OG0001522	AMPFI_18320, AMPFI_13603	SACKO_04762
OG0001522	AMPFI_18320	NEMVE03232
OG0001522	AMPFI_13603	MOUSE31620
OG0001527	AMPFI_06183	MOUSE04312
OG0001538	AMPFI_06922	APOSC_24317
OG0001555	AMPFI_20766, AMPFI_04413	TCONS_00046603.p1, TCONS_00046601.p1, TCONS_00046602.p1
OG0001596	AMPFI_14311, AMPFI_21924	MOUSE09371
OG0001620	AMPFI_12324	HUMAN02053
OG0001623	AMPFI_14540	OFUSG24254.1.p1
OG0001623	AMPFI_14540	DROME05390, DROME05391, DROME05392, DROME05025, DROME06770, DROME11013, DROME11014, DROME00601, DROME13253, DROME13252, DROME13251
OG0001623	AMPFI_14540	MOUSE25872, MOUSE25874
OG0001623	AMPFI_14540	SCHMD12998, SCHMD29690, SCHMD08483
OG0001632	AMPFI_15399	DANRE40470
OG0001632	AMPFI_15399	ORYLA19517
OG0001635	AMPFI_19476	XENTR03970
OG0001660	AMPFI_15599	ASTMX08833, ASTMX08831
OG0001661	AMPFI_16309	APOSJ_45271, APOSJ_16132
OG0001673	AMPFI_18848	XENTR14539
OG0001673	AMPFI_18848	ASTMX10983
OG0001710	AMPFI_00172	SACKO_07572, SACKO_32793
OG0001710	AMPFI_00172	DANRE12478
OG0001710	AMPFI_00172	AENJA_01527
OG0001710	AMPFI_00172	AENJA_01527
OG0001712	AMPFI_03150	HUMAN03209
OG0001712	AMPFI_03150	OFUSG17970.1.p1
OG0001712	AMPFI_03150	MOUSE31593, MOUSE40438
OG0001731	AMPFI_24445	MOUSE01917
OG0001731	AMPFI_24445	ASTMX21815
OG0001740	AMPFI_08487	BRALA30517
OG0001778	AMPFI_14017, AMPFI_10692	TCONS_00019832.p1
OG0001778	AMPFI_14017	MOUSE12293
OG0001779	AMPFI_14359, AMPFI_04902, AMPFI_15956, AMPFI_09586	SACKO_22394
OG0001785	AMPFI_02986	DANRE42337
OG0001789	AMPFI_24598, AMPFI_14245	ASTMX22705
OG0001810	AMPFI_19617	MOUSE38995, MOUSE38993
OG0001818	AMPFI_13689	MOUSE18124
OG0001852	AMPFI_09915	HUMAN20900, HUMAN20899
OG0001852	AMPFI_09915	DANRE43025
OG0001875	AMPFI_06025	MOUSE31669
OG0001875	AMPFI_06025	DANRE04850
OG0001883	AMPFI_12080	TCONS_00013916.p1
OG0001883	AMPFI_12080	SACKO_02765
OG0001883	AMPFI_12080	BRALA21969
OG0001883	AMPFI_12080	bflo_23357
OG0001883	AMPFI_12080	APOSJ_32482, APOSJ_32480, APOSJ_03750, APOSJ_03744, APOSJ_03743
OG0001883	AMPFI_12080	MOUSE06117
OG0001889	AMPFI_19720	MOUSE30874, MOUSE30875, MOUSE30877
OG0001896	AMPFI_00391	ASTMX03109
OG0001914	AMPFI_23742	SACKO_00613
OG0001914	AMPFI_23742	TCONS_00013820.p1
OG0001914	AMPFI_23742	bflo_23119
OG0001914	AMPFI_23742	BRALA13023
OG0001941	AMPFI_23257, AMPFI_25029, AMPFI_22977	MOUSE53037
OG0001943	AMPFI_17954	XENTR02451
OG0001943	AMPFI_17954	HUMAN18949
OG0001945	AMPFI_00770	ORYLA09524
OG0001951	AMPFI_06568	SACKO_09715
OG0001988	AMPFI_17891	DANRE10195
OG0001988	AMPFI_17891	LYTVA_16970
OG0001988	AMPFI_17891	HUMAN28138, HUMAN28140, HUMAN28139
OG0001992	AMPFI_09449	SCHMD23667
OG0001992	AMPFI_09449	BRALA35588
OG0002006	AMPFI_06516	MOUSE05504
OG0002013	AMPFI_00191	APOSC_00249
OG0002013	AMPFI_00191	APOSJ_27027, APOSJ_17194
OG0002013	AMPFI_00191	bflo_12622, bflo_17120, bflo_00734, bflo_03858, bflo_00561, bflo_00614
OG0002013	AMPFI_00191	BRALA12490, BRALA13240, BRALA30429, BRALA20683, BRALA32151, BRALA00130, BRALA00131, BRALA12565, BRALA00129
OG0002031	AMPFI_08223	MOUSE35281
OG0002031	AMPFI_08223	DANRE10346
OG0002060	AMPFI_08802	HUMAN08798
OG0002060	AMPFI_08802	MOUSE07891
OG0002061	AMPFI_12327	MOUSE48024, MOUSE48025
OG0002076	AMPFI_24244	MOUSE02518
OG0002094	AMPFI_06144	DANRE22168
OG0002125	AMPFI_19443, AMPFI_19550	DANRE39736
OG0002138	AMPFI_24662	HELIO_10373
OG0002141	AMPFI_24291	ASTMX22344
OG0002151	AMPFI_09038	ORYLA00735
OG0002169	AMPFI_21144	BRALA33277
OG0002189	AMPFI_03764	LYTVA_28734
OG0002190	AMPFI_03087	NEMVE00300
OG0002190	AMPFI_03087	ORYLA05925
OG0002190	AMPFI_03087	DANRE00930, DANRE00929
OG0002190	AMPFI_03087	ASTMX15824
OG0002190	AMPFI_03087	MOUSE15990, MOUSE15989, MOUSE15988
OG0002190	AMPFI_03087	HUMAN21255, HUMAN21256
