Orthogroup	APOSJ_ok	Other
OG0000094	APOSJ_53754, APOSJ_53752, APOSJ_65048, APOSJ_47218, APOSJ_27262, APOSJ_47216, APOSJ_45516, APOSJ_53755, APOSJ_53750, APOSJ_43553, APOSJ_53751, APOSJ_27263, APOSJ_13209, APOSJ_53749, APOSJ_13205, APOSJ_41126, APOSJ_58382, APOSJ_53747, APOSJ_41131, APOSJ_47213, APOSJ_44712, APOSJ_13203, APOSJ_44716, APOSJ_53748, APOSJ_41124, APOSJ_41129, APOSJ_44710, APOSJ_53753, APOSJ_47217, APOSJ_41133, APOSJ_47215, APOSJ_41125, APOSJ_44715, APOSJ_41128	HUMAN14814, HUMAN29867, HUMAN14812
OG0000098	APOSJ_49529	XENTR18632
OG0000101	APOSJ_27406	BRALA34771
OG0000101	APOSJ_27406	TCONS_00000321.p1
OG0000124	APOSJ_39871, APOSJ_49014, APOSJ_23030, APOSJ_23033, APOSJ_14455, APOSJ_23031, APOSJ_23028, APOSJ_49016, APOSJ_49026, APOSJ_49027, APOSJ_46416, APOSJ_23035, APOSJ_39873, APOSJ_23032, APOSJ_49018, APOSJ_23034, APOSJ_23029, APOSJ_49028	DANRE08738
OG0000124	APOSJ_39871, APOSJ_49014, APOSJ_23030, APOSJ_23033, APOSJ_14455, APOSJ_23031, APOSJ_23028, APOSJ_49016, APOSJ_49026, APOSJ_49027, APOSJ_46416, APOSJ_23035, APOSJ_39873, APOSJ_23032, APOSJ_49018, APOSJ_23034, APOSJ_23029, APOSJ_49028	MOUSE45403
OG0000157	APOSJ_40938, APOSJ_40935	HUMAN14308
OG0000185	APOSJ_00507	HELIO_12016
OG0000185	APOSJ_00507	STRPU_01114, STRPU_24185
OG0000185	APOSJ_00507	LYTVA_27187
OG0000185	APOSJ_00507	AENJA_19885
OG0000208	APOSJ_54582, APOSJ_16859, APOSJ_51886, APOSJ_02748, APOSJ_02744, APOSJ_47498, APOSJ_51889, APOSJ_02746, APOSJ_02749, APOSJ_47504, APOSJ_51890, APOSJ_51892, APOSJ_16865, APOSJ_51888, APOSJ_02745, APOSJ_51887, APOSJ_51891	HUMAN11859
OG0000208	APOSJ_12031, APOSJ_10526	HUMAN11860
OG0000227	APOSJ_44126, APOSJ_46997	bflo_10496
OG0000227	APOSJ_44126	OFUSG15888.1.p1
OG0000240	APOSJ_51868, APOSJ_63263	TCONS_00005653.p1
OG0000241	APOSJ_36030, APOSJ_36033, APOSJ_34568	NEMVE18298
OG0000241	APOSJ_36030, APOSJ_36033, APOSJ_34568	AMPFI_20927, AMPFI_21075
OG0000241	APOSJ_36030, APOSJ_36033, APOSJ_34568	TCONS_00038621.p1, TCONS_00031490.p1, TCONS_00040088.p1, TCONS_00006955.p1
OG0000241	APOSJ_36030, APOSJ_36033, APOSJ_34568	LYTVA_07057, LYTVA_11465, LYTVA_05117
OG0000241	APOSJ_36030, APOSJ_36033, APOSJ_34568	AENJA_22855, AENJA_24849
OG0000309	APOSJ_47573, APOSJ_32978, APOSJ_32977, APOSJ_08466, APOSJ_08467, APOSJ_08468, APOSJ_54931, APOSJ_62351, APOSJ_62350	HUMAN02856
OG0000326	APOSJ_48521, APOSJ_48518, APOSJ_27267, APOSJ_27268, APOSJ_48520, APOSJ_48519	BRALA08568
OG0000329	APOSJ_62928, APOSJ_33711	HUMAN12535
OG0000329	APOSJ_01332, APOSJ_18484, APOSJ_36539, APOSJ_60553, APOSJ_60551, APOSJ_60546, APOSJ_18481, APOSJ_18480, APOSJ_01338, APOSJ_01335, APOSJ_18477, APOSJ_06966, APOSJ_01336, APOSJ_06967, APOSJ_60550, APOSJ_60554, APOSJ_06968, APOSJ_60549, APOSJ_06965, APOSJ_06963, APOSJ_01334, APOSJ_18482, APOSJ_01339, APOSJ_18483, APOSJ_08295, APOSJ_18485, APOSJ_43929, APOSJ_18479, APOSJ_01337, APOSJ_43939, APOSJ_60552, APOSJ_60545, APOSJ_18478, APOSJ_43938, APOSJ_01333	HUMAN06603
OG0000340	APOSJ_15357	AENJA_14243, AENJA_06778, AENJA_01246, AENJA_19241
OG0000374	APOSJ_38286, APOSJ_38287	DANRE35506
OG0000374	APOSJ_63316, APOSJ_52272, APOSJ_63313, APOSJ_63315	OFUSG15949.1.p1
OG0000397	APOSJ_27317, APOSJ_35633	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720
OG0000399	APOSJ_47890	DANRE09642
OG0000399	APOSJ_47890	MOUSE30468
OG0000403	APOSJ_43150, APOSJ_08755, APOSJ_08759, APOSJ_08761, APOSJ_08757, APOSJ_08760, APOSJ_08756	XENTR17855
OG0000405	APOSJ_63025, APOSJ_63022, APOSJ_27533, APOSJ_27536, APOSJ_27531, APOSJ_27534, APOSJ_63023, APOSJ_27532, APOSJ_27535, APOSJ_27528, APOSJ_27530, APOSJ_27529	MOUSE10160
OG0000411	APOSJ_58040, APOSJ_61992	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028
OG0000411	APOSJ_58040, APOSJ_61992	OFUSG01804.1.p1
OG0000411	APOSJ_58040, APOSJ_61992	DANRE13512
OG0000411	APOSJ_58040, APOSJ_61992	BRALA33932
OG0000411	APOSJ_58040, APOSJ_61992	SCHMD01429
OG0000436	APOSJ_08955, APOSJ_08956, APOSJ_28155, APOSJ_20785, APOSJ_28151, APOSJ_46522, APOSJ_62168, APOSJ_20013, APOSJ_28156, APOSJ_26846, APOSJ_20011, APOSJ_20014, APOSJ_23211, APOSJ_20012, APOSJ_23209, APOSJ_28157, APOSJ_28158, APOSJ_62167, APOSJ_62176, APOSJ_28160, APOSJ_28154, APOSJ_23207, APOSJ_23208, APOSJ_28159, APOSJ_23213, APOSJ_28152, APOSJ_20010, APOSJ_20009, APOSJ_28153	MOUSE23254
OG0000446	APOSJ_03580	ASTMX14082
OG0000450	APOSJ_17390, APOSJ_17391, APOSJ_17389, APOSJ_17392, APOSJ_17388, APOSJ_17393	MOUSE46534
OG0000456	APOSJ_42120, APOSJ_42119	BRALA33420, BRALA35405
OG0000501	APOSJ_06661, APOSJ_19719, APOSJ_19718	SACKO_31636
OG0000521	APOSJ_42057, APOSJ_42056, APOSJ_42055, APOSJ_42054	ASTMX16377
OG0000524	APOSJ_32896, APOSJ_32901, APOSJ_32898, APOSJ_32899, APOSJ_32897, APOSJ_32900	MOUSE11129, MOUSE11143
OG0000527	APOSJ_65018, APOSJ_06433, APOSJ_20427, APOSJ_05086, APOSJ_20425, APOSJ_00813, APOSJ_65009, APOSJ_20426, APOSJ_00811, APOSJ_00815, APOSJ_65017, APOSJ_00814, APOSJ_00816, APOSJ_12256, APOSJ_65015	MOUSE25384
OG0000527	APOSJ_00812, APOSJ_05084, APOSJ_47034, APOSJ_26263, APOSJ_47035, APOSJ_26260	DANRE28028
OG0000545	APOSJ_11134	MOUSE43194
OG0000568	APOSJ_51198	TCONS_00018921.p1, TCONS_00039383.p1, TCONS_00032287.p1
OG0000568	APOSJ_51198	SACKO_15842, SACKO_14342
OG0000568	APOSJ_51198	AENJA_00234, AENJA_14560, AENJA_16990
OG0000568	APOSJ_51198	LYTVA_15169, LYTVA_08231, LYTVA_23287
OG0000582	APOSJ_53691, APOSJ_16083, APOSJ_53686, APOSJ_53687	AMPFI_03684
OG0000591	APOSJ_27883, APOSJ_27882	ASTMX06564
OG0000591	APOSJ_27883, APOSJ_27882	HUMAN17607
OG0000608	APOSJ_31338, APOSJ_25747, APOSJ_25749, APOSJ_25748, APOSJ_50494	MOUSE14207
OG0000608	APOSJ_11343	MOUSE14208
OG0000611	APOSJ_58652	OFUSG22889.2.p1, OFUSG22889.1.p1
OG0000634	APOSJ_45060, APOSJ_45061, APOSJ_21324, APOSJ_58639, APOSJ_45059, APOSJ_34473	AMPFI_00141
OG0000676	APOSJ_06120, APOSJ_06122, APOSJ_06117, APOSJ_06121	ASTMX03141
OG0000707	APOSJ_19331, APOSJ_39241, APOSJ_19964, APOSJ_39242, APOSJ_19963, APOSJ_45444, APOSJ_39244, APOSJ_19965, APOSJ_45428	DANRE29542, DANRE29543
OG0000718	APOSJ_33271, APOSJ_33274, APOSJ_33273, APOSJ_33272	ASTMX22450
OG0000750	APOSJ_40920	XENTR08374
OG0000778	APOSJ_27515, APOSJ_27517, APOSJ_27516, APOSJ_27519, APOSJ_27520, APOSJ_27518	bflo_24104
OG0000787	APOSJ_43413, APOSJ_01851, APOSJ_01850, APOSJ_43419, APOSJ_01847, APOSJ_05854, APOSJ_40802, APOSJ_43417, APOSJ_01845, APOSJ_43418, APOSJ_01848, APOSJ_43415, APOSJ_01844, APOSJ_43416, APOSJ_37424, APOSJ_05862	HUMAN24286
OG0000835	APOSJ_42069, APOSJ_02483, APOSJ_02485, APOSJ_15072, APOSJ_14519, APOSJ_14522, APOSJ_14520, APOSJ_27386, APOSJ_48184, APOSJ_47257, APOSJ_48182, APOSJ_33110, APOSJ_48181, APOSJ_48183, APOSJ_48179, APOSJ_37505, APOSJ_48180, APOSJ_47256, APOSJ_48185	HUMAN19696
OG0000842	APOSJ_02046, APOSJ_02045, APOSJ_12472, APOSJ_02044	MOUSE39642
OG0000842	APOSJ_02046, APOSJ_02045, APOSJ_12472, APOSJ_02044	HUMAN28734
OG0000851	APOSJ_05432, APOSJ_09645, APOSJ_05433	XENTR10592, XENTR01014
OG0000851	APOSJ_05432, APOSJ_09645, APOSJ_05433	HUMAN17389, HUMAN22898
OG0000851	APOSJ_05432, APOSJ_09645, APOSJ_05433	MOUSE21881, MOUSE21886, MOUSE21884, MOUSE21885, MOUSE21878, MOUSE21877, MOUSE21880, MOUSE21879, MOUSE21883, MOUSE21882, MOUSE48757, MOUSE48751, MOUSE48756, MOUSE48754, MOUSE48752, MOUSE48755
OG0000851	APOSJ_05432, APOSJ_09645, APOSJ_05433	DANRE41550, DANRE41551, DANRE41552, DANRE35899, DANRE35901, DANRE35900, DANRE16797, DANRE16796
OG0000851	APOSJ_05432, APOSJ_09645, APOSJ_05433	ORYLA09558, ORYLA08388
OG0000851	APOSJ_05432, APOSJ_09645, APOSJ_05433	ASTMX09789, ASTMX17144, ASTMX08263
OG0000851	APOSJ_05432, APOSJ_09645, APOSJ_05433	OFUSG02239.1.p1, OFUSG02239.2.p1
OG0000851	APOSJ_05432, APOSJ_09645, APOSJ_05433	NEMVE23273
OG0000851	APOSJ_05432, APOSJ_09645, APOSJ_05433	DROME20685, DROME20686
OG0000851	APOSJ_05432, APOSJ_09645, APOSJ_05433	CAEEL08745
OG0000851	APOSJ_05432, APOSJ_09645, APOSJ_05433	SCHMD21876, SCHMD17205
OG0000851	APOSJ_05432, APOSJ_09645, APOSJ_05433	ASTMX09788
OG0000851	APOSJ_05432, APOSJ_09645, APOSJ_05433	ASTMX09788
OG0000873	APOSJ_25707	OFUSG09849.1.p1
OG0000873	APOSJ_25707	AMPFI_00271
OG0000873	APOSJ_25707	SCHMD02655, SCHMD05829
OG0000873	APOSJ_25707	NEMVE11481
OG0000873	APOSJ_25707	ASTMX22220
OG0000873	APOSJ_25707	DANRE12209
OG0000873	APOSJ_25707	BRALA17119
OG0000875	APOSJ_52605, APOSJ_58380	MOUSE22325, MOUSE22324
OG0000877	APOSJ_22156	ASTMX02085
OG0000877	APOSJ_22156	ORYLA15563
OG0000877	APOSJ_22156	DANRE41354, DANRE41352, DANRE41353
OG0000877	APOSJ_22156	bflo_12965, bflo_12968
OG0000877	APOSJ_22156	BRALA03177, BRALA03178
OG0000877	APOSJ_22156	NEMVE16415
OG0000877	APOSJ_22156	HUMAN20047
OG0000877	APOSJ_22156	MOUSE01806, MOUSE01805
OG0000877	APOSJ_22156	AENJA_09093
OG0000877	APOSJ_22156	LYTVA_26866, LYTVA_01909
OG0000877	APOSJ_22156	LYTVA_26866, LYTVA_01909
OG0000877	APOSJ_22156	CAEEL14736, CAEEL01576, CAEEL15069, CAEEL11424, CAEEL10392, CAEEL07961, CAEEL14735, CAEEL06683, CAEEL20717
OG0000894	APOSJ_29737, APOSJ_28706, APOSJ_28705	SCHMD26280
OG0000957	APOSJ_09728, APOSJ_62676, APOSJ_09727	MOUSE13271, MOUSE01612
OG0000957	APOSJ_09728, APOSJ_62676, APOSJ_09727	HUMAN29142
OG0000965	APOSJ_29601, APOSJ_29603, APOSJ_03389, APOSJ_21200, APOSJ_03396, APOSJ_03390, APOSJ_03391, APOSJ_03393, APOSJ_03394	bflo_07554
OG0000982	APOSJ_12877	DANRE21553, DANRE28338, DANRE28339, DANRE14101, DANRE09208, DANRE39834, DANRE00506, DANRE00508, DANRE00507, DANRE00509
OG0000982	APOSJ_12877	ASTMX07919, ASTMX18187, ASTMX11536, ASTMX07445, ASTMX13438, ASTMX10025
OG0000982	APOSJ_12877	ORYLA13484, ORYLA06837, ORYLA05721, ORYLA17666, ORYLA02909
OG0000982	APOSJ_12877	MOUSE01632, MOUSE01629, MOUSE01628, MOUSE01633, MOUSE30694, MOUSE30693, MOUSE30696, MOUSE30695, MOUSE20747, MOUSE20746
OG0000982	APOSJ_12877	HUMAN14333, HUMAN01637, HUMAN28757
OG0000982	APOSJ_12877	XENTR15733, XENTR18658, XENTR06997
OG0000982	APOSJ_12877	SCHMD08717
OG0001042	APOSJ_46719, APOSJ_46717, APOSJ_46718, APOSJ_46720	ORYLA11092
OG0001076	APOSJ_20280	MOUSE36456
OG0001102	APOSJ_62424, APOSJ_01923, APOSJ_09690	bflo_15231
OG0001114	APOSJ_15885	bflo_04550
OG0001114	APOSJ_15885	SCHMD27710, SCHMD15592, SCHMD14156
OG0001114	APOSJ_15885	SACKO_08523
OG0001114	APOSJ_15885	MOUSE51577, MOUSE51576, MOUSE51579, MOUSE51580, MOUSE51575, MOUSE51581, MOUSE30318
OG0001170	APOSJ_58947, APOSJ_53815, APOSJ_65389, APOSJ_65390, APOSJ_53814, APOSJ_65388, APOSJ_65384	TCONS_00002128.p1
OG0001170	APOSJ_58947, APOSJ_53815, APOSJ_65389, APOSJ_65390, APOSJ_53814, APOSJ_65388, APOSJ_65384	bflo_04525
OG0001286	APOSJ_64115	OFUSG08045.2.p1, OFUSG08045.1.p1
OG0001286	APOSJ_64115	DROME11490, DROME11489, DROME11491
OG0001286	APOSJ_64115	CAEEL20246
OG0001286	APOSJ_64115	SCHMD05790
OG0001286	APOSJ_64115	MOUSE47132
OG0001288	APOSJ_22796	TCONS_00029022.p1, TCONS_00036487.p1
OG0001294	APOSJ_33881, APOSJ_12351, APOSJ_55521, APOSJ_60130, APOSJ_60133, APOSJ_55523, APOSJ_60129, APOSJ_55517, APOSJ_33889, APOSJ_12353, APOSJ_12350, APOSJ_55520, APOSJ_12352, APOSJ_55516, APOSJ_55525, APOSJ_12355, APOSJ_12354, APOSJ_12349, APOSJ_55519, APOSJ_55524, APOSJ_60131, APOSJ_60128, APOSJ_55522	ORYLA11435
OG0001294	APOSJ_33881, APOSJ_12351, APOSJ_55521, APOSJ_60130, APOSJ_60133, APOSJ_55523, APOSJ_60129, APOSJ_55517, APOSJ_33889, APOSJ_12353, APOSJ_12350, APOSJ_55520, APOSJ_12352, APOSJ_55516, APOSJ_55525, APOSJ_12355, APOSJ_12354, APOSJ_12349, APOSJ_55519, APOSJ_55524, APOSJ_60131, APOSJ_60128, APOSJ_55522	DANRE05494
OG0001300	APOSJ_00778	bflo_05339
OG0001302	APOSJ_52700, APOSJ_52698	STRPU_14524
OG0001302	APOSJ_52700, APOSJ_52698	LYTVA_08998
OG0001302	APOSJ_52700, APOSJ_52698	HELIO_08651
OG0001302	APOSJ_52700, APOSJ_52698	BRALA17951
OG0001302	APOSJ_52700, APOSJ_52698	bflo_08709
OG0001312	APOSJ_41375	DANRE33360, DANRE33361
OG0001316	APOSJ_23602	DANRE06942
OG0001323	APOSJ_22973	MOUSE43335
OG0001331	APOSJ_64248, APOSJ_56897, APOSJ_19276, APOSJ_64250, APOSJ_19283, APOSJ_19279, APOSJ_25098, APOSJ_19280, APOSJ_64249, APOSJ_64244, APOSJ_19284, APOSJ_25100, APOSJ_64247, APOSJ_64246, APOSJ_19281, APOSJ_19278, APOSJ_06702, APOSJ_26972, APOSJ_19282, APOSJ_25099, APOSJ_64245, APOSJ_64251, APOSJ_19275	BRALA34734
OG0001405	APOSJ_37660, APOSJ_37658	bflo_13790
OG0001405	APOSJ_37660, APOSJ_37658	BRALA22383
OG0001405	APOSJ_37660, APOSJ_37658	AMPFI_15743
OG0001405	APOSJ_37660, APOSJ_37658	LYTVA_11923
OG0001428	APOSJ_61295, APOSJ_40068, APOSJ_08747, APOSJ_02448	MOUSE04268
OG0001434	APOSJ_18726	XENTR14258
OG0001436	APOSJ_52665, APOSJ_52664	MOUSE32581
OG0001450	APOSJ_32187	MOUSE54265
OG0001452	APOSJ_12826, APOSJ_12828, APOSJ_12827, APOSJ_12825	MOUSE30199, MOUSE44846, MOUSE44847
OG0001456	APOSJ_36129, APOSJ_36127, APOSJ_36126, APOSJ_36125, APOSJ_36128, APOSJ_36124, APOSJ_14012, APOSJ_25848	ASTMX18389
OG0001502	APOSJ_52685, APOSJ_52686, APOSJ_52688, APOSJ_58829, APOSJ_52681, APOSJ_52682, APOSJ_52683, APOSJ_52684, APOSJ_52687	ASTMX07826
OG0001503	APOSJ_26139, APOSJ_26137, APOSJ_26138, APOSJ_26136	MOUSE41773
OG0001505	APOSJ_22967	ORYLA10202
OG0001507	APOSJ_54371, APOSJ_54370	MOUSE20175, MOUSE20176, MOUSE07523
OG0001515	APOSJ_15158	HUMAN19954
OG0001518	APOSJ_06109	HUMAN21520, HUMAN20795, HUMAN21522
OG0001518	APOSJ_06109	MOUSE52417, MOUSE52416, MOUSE52422, MOUSE52424, MOUSE52423, MOUSE52425, MOUSE53077, MOUSE52419, MOUSE52418
OG0001518	APOSJ_06109	XENTR06101
OG0001518	APOSJ_06109	ASTMX10339
OG0001518	APOSJ_06109	ORYLA06952
OG0001518	APOSJ_06109	DANRE26765, DANRE26770, DANRE26766, DANRE26769, DANRE26768, DANRE26767
OG0001527	APOSJ_12095	MOUSE04312
OG0001615	APOSJ_02743	MOUSE27062
OG0001620	APOSJ_13629, APOSJ_60470, APOSJ_13630	HUMAN02053
OG0001633	APOSJ_27888	DANRE38756
OG0001660	APOSJ_24838	ASTMX08833, ASTMX08831
OG0001661	APOSJ_45271, APOSJ_16132	bflo_20556
OG0001661	APOSJ_45271, APOSJ_16132	BRALA27100
OG0001661	APOSJ_45271, APOSJ_16132	XENTR10294
OG0001661	APOSJ_45271, APOSJ_16132	ASTMX14504
OG0001661	APOSJ_45271, APOSJ_16132	NEMVE10092, NEMVE22246
OG0001661	APOSJ_45271, APOSJ_16132	ORYLA09181
OG0001661	APOSJ_45271, APOSJ_16132	DANRE24032
OG0001661	APOSJ_45271, APOSJ_16132	AMPFI_16309
OG0001664	APOSJ_52558	DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712
OG0001664	APOSJ_52558	MOUSE47904
OG0001673	APOSJ_53472, APOSJ_63447, APOSJ_63452	XENTR14539
OG0001673	APOSJ_53472, APOSJ_63447, APOSJ_63452	ASTMX10983
OG0001778	APOSJ_24440, APOSJ_35841, APOSJ_35840, APOSJ_35839	TCONS_00019832.p1
OG0001778	APOSJ_24440, APOSJ_35841, APOSJ_35840, APOSJ_35839	MOUSE12293
OG0001785	APOSJ_60373, APOSJ_52917	DANRE42337
OG0001789	APOSJ_49885, APOSJ_49884	ASTMX22705
OG0001818	APOSJ_11675	MOUSE18124
OG0001852	APOSJ_34711	HUMAN20900, HUMAN20899
OG0001852	APOSJ_34711	DANRE43025
OG0001883	APOSJ_32482, APOSJ_32480, APOSJ_03750, APOSJ_03744, APOSJ_03743	AMPFI_12080
OG0001896	APOSJ_05101	ASTMX03109
OG0001922	APOSJ_07897	BRALA02392, BRALA12207
OG0001923	APOSJ_02740, APOSJ_02734, APOSJ_45692	XENTR13216
OG0001923	APOSJ_02740, APOSJ_02734, APOSJ_45692	DANRE35425, DANRE35424
OG0001923	APOSJ_02740, APOSJ_02734, APOSJ_45692	ASTMX15481
OG0001923	APOSJ_02740, APOSJ_02734, APOSJ_45692	ORYLA00273
OG0001923	APOSJ_02740, APOSJ_02734, APOSJ_45692	LYTVA_02896
OG0001923	APOSJ_02740, APOSJ_02734, APOSJ_45692	BRALA01345
OG0001923	APOSJ_02740, APOSJ_02734, APOSJ_45692	HUMAN14921
OG0001923	APOSJ_02740, APOSJ_02734, APOSJ_45692	LYTVA_02896
OG0001943	APOSJ_50356, APOSJ_45596	XENTR02451
OG0001943	APOSJ_50356, APOSJ_45596	HUMAN18949
OG0001951	APOSJ_33380, APOSJ_33379, APOSJ_33378, APOSJ_33377	SACKO_09715
OG0001988	APOSJ_61860, APOSJ_07661, APOSJ_61861, APOSJ_34710, APOSJ_54838, APOSJ_54840, APOSJ_54841, APOSJ_61862, APOSJ_07662, APOSJ_54842, APOSJ_07657, APOSJ_07660, APOSJ_54839, APOSJ_07658, APOSJ_07659	DANRE10195
OG0001988	APOSJ_61860, APOSJ_07661, APOSJ_61861, APOSJ_34710, APOSJ_54838, APOSJ_54840, APOSJ_54841, APOSJ_61862, APOSJ_07662, APOSJ_54842, APOSJ_07657, APOSJ_07660, APOSJ_54839, APOSJ_07658, APOSJ_07659	HUMAN28138, HUMAN28140, HUMAN28139
OG0001992	APOSJ_25203, APOSJ_25202	SCHMD23667
OG0002006	APOSJ_49837, APOSJ_37690	MOUSE05504
OG0002013	APOSJ_27027, APOSJ_17194	AMPFI_00191
OG0002031	APOSJ_34265, APOSJ_34264	MOUSE35281
OG0002031	APOSJ_34265, APOSJ_34264	DANRE10346
OG0002060	APOSJ_49383	HUMAN08798
OG0002060	APOSJ_49383	MOUSE07891
OG0002061	APOSJ_50641, APOSJ_50640	MOUSE48024, MOUSE48025
OG0002065	APOSJ_05621, APOSJ_30601	bflo_12280
OG0002065	APOSJ_05621, APOSJ_30601	BRALA05661
