Orthogroup	OWEFU	Other
OG0000048	OFUSG11585.1.p1, OFUSG11583.1.p1	bflo_17882, bflo_09143, bflo_09129, bflo_09102, bflo_27224
OG0000048	OFUSG11585.1.p1, OFUSG11583.1.p1	BRALA35359, BRALA30640, BRALA30891, BRALA13398, BRALA28757
OG0000048	OFUSG11585.1.p1, OFUSG11583.1.p1	APOSJ_10763, APOSJ_10766
OG0000048	OFUSG11585.1.p1, OFUSG11583.1.p1	AMPFI_17027, AMPFI_21987, AMPFI_06139
OG0000048	OFUSG11585.1.p1, OFUSG11583.1.p1	DANRE08311
OG0000066	OFUSG24368.1.p1	BRALA31760
OG0000085	OFUSG17241.1.p1	bflo_05617
OG0000094	OFUSG06104.1.p1	APOSC_24152
OG0000098	OFUSG19724.1.p1, OFUSG12695.1.p1	XENTR18632
OG0000124	OFUSG17860.1.p1	APOSC_24532
OG0000192	OFUSG25720.1.p1	HELIO_03073
OG0000205	OFUSG16771.1.p1	ORYLA08886
OG0000208	OFUSG05257.1.p1, OFUSG15720.2.p1, OFUSG15720.1.p1, OFUSG15720.3.p1, OFUSG10265.1.p1, OFUSG15667.1.p1, OFUSG22350.1.p1, OFUSG01785.1.p1, OFUSG01785.2.p1, OFUSG24045.1.p1, OFUSG24046.2.p1, OFUSG24046.1.p1	HUMAN11859, HUMAN11860
OG0000227	OFUSG15888.1.p1	bflo_10496
OG0000227	OFUSG15888.1.p1	bflo_10496
OG0000227	OFUSG15888.1.p1	NEMVE07017, NEMVE03569
OG0000227	OFUSG15888.1.p1	HELIO_06498
OG0000227	OFUSG15888.1.p1	LYTVA_00289
OG0000227	OFUSG15888.1.p1	STRPU_25172
OG0000227	OFUSG15888.1.p1	APOSJ_44126
OG0000227	OFUSG15888.1.p1	APOSC_05191, APOSC_01281
OG0000227	OFUSG15888.1.p1	TCONS_00003628.p1
OG0000227	OFUSG15888.1.p1	AENJA_15987
OG0000227	OFUSG15888.1.p1	AMPFI_07507
OG0000240	OFUSG25838.1.p1, OFUSG23383.1.p1, OFUSG01957.1.p1, OFUSG25513.1.p1, OFUSG13581.1.p1, OFUSG02370.1.p1, OFUSG00223.1.p1, OFUSG24220.1.p1, OFUSG20470.1.p1, OFUSG20471.1.p1, OFUSG13190.2.p1, OFUSG13190.1.p1, OFUSG22069.1.p1, OFUSG22658.1.p1	TCONS_00005653.p1
OG0000326	OFUSG15828.2.p1, OFUSG15828.1.p1	BRALA08568
OG0000374	OFUSG15949.1.p1	AMPFI_05049
OG0000374	OFUSG15949.1.p1	LYTVA_17909
OG0000374	OFUSG15949.1.p1	HELIO_07571
OG0000374	OFUSG15949.1.p1	STRPU_01884, STRPU_25198
OG0000374	OFUSG15949.1.p1	APOSC_21959
OG0000374	OFUSG15949.1.p1	APOSJ_63316, APOSJ_52272, APOSJ_63313, APOSJ_63315
OG0000374	OFUSG15949.1.p1	AENJA_10989
OG0000374	OFUSG15949.1.p1	XENTR06197, XENTR03155
OG0000374	OFUSG15949.1.p1	ORYLA15743, ORYLA10304, ORYLA09808
OG0000374	OFUSG15949.1.p1	ASTMX04768, ASTMX06554, ASTMX08406
OG0000374	OFUSG15949.1.p1	DANRE23152, DANRE23151, DANRE27829
OG0000374	OFUSG15949.1.p1	MOUSE14767, MOUSE26220
OG0000374	OFUSG15949.1.p1	HUMAN06431, HUMAN06430, HUMAN17757
OG0000374	OFUSG15949.1.p1	DROME04429, DROME04427, DROME04428
OG0000374	OFUSG15949.1.p1	bflo_02486
OG0000374	OFUSG15949.1.p1	TCONS_00002546.p1
OG0000374	OFUSG15949.1.p1	SACKO_03086
OG0000397	OFUSG03578.1.p1	DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720
OG0000403	OFUSG00753.1.p1, OFUSG00756.1.p1	HUMAN05389
OG0000403	OFUSG00753.1.p1, OFUSG00756.1.p1	MOUSE53959, MOUSE53961
OG0000411	OFUSG01804.1.p1	APOSJ_58040, APOSJ_61992
OG0000470	OFUSG12357.1.p1, OFUSG12357.2.p1	TCONS_00010825.p1
OG0000478	OFUSG06603.1.p1, OFUSG06780.1.p1	SACKO_25523
OG0000490	OFUSG08032.1.p1	DANRE35144
OG0000501	OFUSG05132.1.p1, OFUSG08027.1.p1, OFUSG11389.1.p1, OFUSG21090.1.p1, OFUSG15540.1.p1, OFUSG17744.1.p1, OFUSG13693.1.p1, OFUSG00424.1.p1	BRALA21637, BRALA16550
OG0000501	OFUSG05132.1.p1, OFUSG08027.1.p1, OFUSG11389.1.p1, OFUSG21090.1.p1, OFUSG15540.1.p1, OFUSG17744.1.p1, OFUSG13693.1.p1, OFUSG00424.1.p1	SACKO_31636
OG0000523	OFUSG08726.1.p1, OFUSG09673.1.p1, OFUSG07041.1.p1	BRALA18475
OG0000525	OFUSG17865.2.p1, OFUSG17865.1.p1	STRPU_08645
OG0000563	OFUSG15273.1.p1	LYTVA_03057, LYTVA_03056, LYTVA_01124
OG0000591	OFUSG18333.1.p1	ASTMX06564
OG0000591	OFUSG18333.1.p1	HUMAN17607
OG0000597	OFUSG24146.1.p1, OFUSG24148.1.p1	APOSC_18654
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	bflo_13769
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	AENJA_13627
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	SACKO_26761
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	TCONS_00008633.p1
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	APOSC_21101
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	APOSJ_58652
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	HELIO_06952
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	LYTVA_21486
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	STRPU_26016
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	AMPFI_03941
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	BRALA27313
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	HUMAN11001, HUMAN11004
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	MOUSE48953, MOUSE48957
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	XENTR00513
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	ORYLA12728
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	DANRE38844, DANRE38845, DANRE38847
OG0000611	OFUSG22889.2.p1, OFUSG22889.1.p1	ASTMX12827
OG0000626	OFUSG21226.2.p1, OFUSG21226.4.p1, OFUSG21226.1.p1, OFUSG21226.3.p1, OFUSG21226.5.p1	HELIO_03382
OG0000628	OFUSG13391.1.p1	ORYLA19646
OG0000635	OFUSG03398.2.p1, OFUSG03398.1.p1, OFUSG03399.1.p1, OFUSG03393.1.p1, OFUSG03395.1.p1, OFUSG03397.1.p1, OFUSG03390.1.p1, OFUSG03392.1.p1, OFUSG03392.2.p1, OFUSG23741.1.p1, OFUSG23735.1.p1, OFUSG09557.1.p1, OFUSG09558.1.p1, OFUSG04843.1.p1, OFUSG01426.1.p1, OFUSG09659.1.p1	STRPU_24923, STRPU_24924
OG0000635	OFUSG23741.1.p1, OFUSG23735.1.p1, OFUSG09557.1.p1, OFUSG09558.1.p1, OFUSG04843.1.p1, OFUSG01426.1.p1, OFUSG09659.1.p1	AENJA_03389
OG0000636	OFUSG19283.1.p1	APOSC_03996
OG0000658	OFUSG21109.1.p1	AMPFI_03440
OG0000750	OFUSG12214.1.p1	XENTR08374
OG0000755	OFUSG22904.1.p1	AMPFI_24528
OG0000757	OFUSG15507.1.p1	BRALA34967
OG0000777	OFUSG10317.1.p1, OFUSG10318.1.p1	STRPU_26898, STRPU_26897
OG0000787	OFUSG11014.1.p1	HUMAN24286
OG0000809	OFUSG17351.1.p1, OFUSG17351.2.p1	SACKO_11703
OG0000809	OFUSG17351.1.p1, OFUSG17351.2.p1	MOUSE48490, MOUSE10214
OG0000810	OFUSG25434.3.p1, OFUSG25434.2.p1, OFUSG25434.1.p1	LYTVA_14958
OG0000812	OFUSG16288.1.p2, OFUSG26263.2.p2, OFUSG08214.1.p2	AMPFI_22391
OG0000812	OFUSG00290.1.p1, OFUSG01508.1.p2	AMPFI_22087
OG0000835	OFUSG01553.1.p1, OFUSG01553.2.p1, OFUSG21973.1.p1	HUMAN19696
OG0000842	OFUSG17660.1.p1	MOUSE39642
OG0000842	OFUSG17660.1.p1	HUMAN28734
OG0000851	OFUSG02239.1.p1, OFUSG02239.2.p1	APOSJ_05432, APOSJ_09645, APOSJ_05433
OG0000851	OFUSG02239.1.p1, OFUSG02239.2.p1	ASTMX09788
OG0000873	OFUSG09849.1.p1	APOSJ_25707
OG0000875	OFUSG16237.1.p1	MOUSE22325, MOUSE22324
OG0000942	OFUSG01806.1.p1	LYTVA_19043, LYTVA_21137
OG0000945	OFUSG22805.2.p1, OFUSG22805.1.p1, OFUSG24268.1.p1	AENJA_01600
OG0000965	OFUSG10177.1.p1	bflo_07554
OG0000980	OFUSG12236.1.p1, OFUSG19448.1.p1	TCONS_00050181.p1
OG0001031	OFUSG14788.2.p1, OFUSG14788.1.p1	MOUSE19158
OG0001045	OFUSG02021.1.p1, OFUSG02023.1.p1, OFUSG02022.1.p1, OFUSG02019.1.p1, OFUSG03692.1.p1, OFUSG19959.1.p1, OFUSG02020.1.p1, OFUSG08123.2.p1, OFUSG08123.1.p1, OFUSG16051.1.p1, OFUSG08074.1.p1, OFUSG15512.1.p1, OFUSG20790.1.p1, OFUSG14863.1.p1, OFUSG14991.1.p1, OFUSG01891.2.p1, OFUSG01891.1.p1, OFUSG17422.1.p1, OFUSG17430.1.p1	BRALA33554
OG0001045	OFUSG02021.1.p1, OFUSG02023.1.p1, OFUSG02022.1.p1, OFUSG02019.1.p1, OFUSG03692.1.p1, OFUSG19959.1.p1, OFUSG02020.1.p1, OFUSG08123.2.p1, OFUSG08123.1.p1, OFUSG16051.1.p1, OFUSG08074.1.p1, OFUSG15512.1.p1, OFUSG20790.1.p1, OFUSG14863.1.p1, OFUSG14991.1.p1, OFUSG01891.2.p1, OFUSG01891.1.p1, OFUSG17422.1.p1, OFUSG17430.1.p1	HELIO_10745
OG0001102	OFUSG11952.1.p1, OFUSG11951.2.p1, OFUSG11951.1.p1	bflo_15231
OG0001109	OFUSG13382.1.p1, OFUSG03479.1.p1, OFUSG03480.1.p1, OFUSG02782.1.p1, OFUSG02782.2.p1	HUMAN13297
OG0001110	OFUSG08276.1.p1	SACKO_15731
OG0001158	OFUSG20905.2.p1, OFUSG20905.1.p1	DANRE24676, DANRE36873
OG0001158	OFUSG20905.2.p1, OFUSG20905.1.p1	MOUSE28962
OG0001158	OFUSG20905.2.p1, OFUSG20905.1.p1	ORYLA13611
OG0001175	OFUSG26257.3.p1	AMPFI_01688
OG0001178	OFUSG12774.1.p1	HELIO_07560
OG0001188	OFUSG12424.3.p1, OFUSG12424.2.p1, OFUSG12424.4.p1, OFUSG12424.1.p1	ORYLA10083
OG0001286	OFUSG08045.2.p1, OFUSG08045.1.p1	APOSJ_64115
OG0001294	OFUSG12455.1.p1, OFUSG12455.2.p1, OFUSG12455.4.p1, OFUSG12455.3.p1	ORYLA11435
OG0001294	OFUSG12455.1.p1, OFUSG12455.2.p1, OFUSG12455.4.p1, OFUSG12455.3.p1	DANRE05494
OG0001300	OFUSG06989.2.p1, OFUSG06989.1.p1, OFUSG06989.3.p1, OFUSG06989.4.p1	bflo_05339
OG0001312	OFUSG17940.1.p1, OFUSG19112.1.p1	DANRE33360, DANRE33361
OG0001314	OFUSG01280.1.p1	STRPU_17675
OG0001329	OFUSG06594.1.p1	DANRE16282
OG0001331	OFUSG06502.1.p1	BRALA34734
OG0001350	OFUSG20926.1.p1	MOUSE33385
OG0001383	OFUSG08386.1.p1, OFUSG08386.2.p1	MOUSE27507
OG0001434	OFUSG01506.1.p1	XENTR14258
OG0001450	OFUSG03190.1.p1	MOUSE54265
OG0001456	OFUSG19840.1.p1	ASTMX18389
OG0001484	OFUSG06287.1.p1	AMPFI_09544
OG0001502	OFUSG10006.1.p1, OFUSG10006.2.p1	ASTMX07826
OG0001522	OFUSG12012.1.p1	AMPFI_18320, AMPFI_13603
OG0001527	OFUSG15032.1.p1	MOUSE04312
OG0001557	OFUSG07059.1.p1	APOSC_03713
OG0001596	OFUSG06350.1.p1	MOUSE09371
OG0001615	OFUSG01248.1.p1, OFUSG01248.2.p1, OFUSG01248.3.p1, OFUSG01248.4.p1	MOUSE27062
OG0001620	OFUSG08065.1.p1	HUMAN02053
OG0001623	OFUSG24254.1.p1	AMPFI_14540
OG0001633	OFUSG16369.1.p1, OFUSG16369.2.p1	DANRE38756
OG0001673	OFUSG11305.1.p1	XENTR14539
OG0001673	OFUSG11305.1.p1	ASTMX10983
OG0001682	OFUSG24638.2.p1, OFUSG24638.1.p1	HELIO_05905
OG0001712	OFUSG17970.1.p1	AMPFI_03150
OG0001778	OFUSG19319.1.p1	MOUSE12293
OG0001778	OFUSG19319.1.p1	TCONS_00019832.p1
OG0001789	OFUSG22370.1.p1	ASTMX22705
OG0001875	OFUSG10883.1.p1	MOUSE31669
OG0001875	OFUSG10883.1.p1	DANRE04850
OG0001929	OFUSG19800.1.p1, OFUSG19647.1.p1, OFUSG19800.2.p1	MOUSE17382
OG0001945	OFUSG01546.1.p1	ORYLA09524
OG0001988	OFUSG17151.1.p1	DANRE10195
OG0001988	OFUSG17151.1.p1	LYTVA_16970
OG0001988	OFUSG17151.1.p1	HUMAN28138, HUMAN28140, HUMAN28139
OG0001992	OFUSG11780.1.p1, OFUSG11780.2.p1	SCHMD23667
OG0001992	OFUSG11780.1.p1, OFUSG11780.2.p1	BRALA35588
OG0002060	OFUSG22066.1.p1	HUMAN08798
OG0002060	OFUSG22066.1.p1	MOUSE07891
OG0002061	OFUSG05763.1.p1	MOUSE48024, MOUSE48025
OG0002138	OFUSG25383.3.p1, OFUSG25383.1.p1, OFUSG25383.2.p1	HELIO_10373
OG0002141	OFUSG03101.2.p1, OFUSG03101.1.p1	ASTMX22344
OG0002169	OFUSG19247.1.p1	BRALA33277
OG0002258	OFUSG14984.1.p1	AMPFI_24977
OG0002261	OFUSG10665.1.p1	APOSC_01376
OG0002261	OFUSG10665.1.p1	AMPFI_00774
OG0002272	OFUSG08163.1.p1	ASTMX06090
OG0002320	OFUSG08593.1.p1	MOUSE50960
OG0002328	OFUSG11177.1.p1	LYTVA_01279
OG0002406	OFUSG16824.1.p1	SACKO_33790
OG0002413	OFUSG17059.1.p1	ORYLA07321
OG0002511	OFUSG03967.2.p1, OFUSG03967.1.p1	ASTMX22741
OG0002520	OFUSG10725.1.p1	APOSC_09886
OG0002590	OFUSG23108.1.p1	LYTVA_05045
OG0002592	OFUSG18883.1.p1	SACKO_33979
OG0002654	OFUSG21242.1.p1	DANRE40237, DANRE40238, DANRE40239, DANRE40236
OG0002654	OFUSG21242.1.p1	APOSJ_49598
OG0002708	OFUSG00085.1.p1	DROME16440
OG0002715	OFUSG06599.1.p1, OFUSG06599.3.p1, OFUSG06599.2.p1	DANRE02874
OG0002751	OFUSG05851.1.p1	HELIO_10298
OG0002763	OFUSG04521.1.p1, OFUSG04521.2.p1	HUMAN12876
OG0002774	OFUSG08706.1.p1, OFUSG08706.2.p1	XENTR18198
OG0002874	OFUSG06465.1.p1	HUMAN20546
OG0002874	OFUSG06465.1.p1	ASTMX22419
OG0002889	OFUSG05655.2.p1, OFUSG05655.1.p1	AMPFI_18322
OG0002965	OFUSG00878.1.p1	HELIO_08079
OG0002977	OFUSG06351.1.p1, OFUSG06351.2.p1	AMPFI_18550
OG0003011	OFUSG02280.1.p1, OFUSG02280.2.p1	HUMAN10459
OG0003011	OFUSG02280.1.p1, OFUSG02280.2.p1	ORYLA00615
OG0003024	OFUSG12479.1.p1	MOUSE24540
OG0003037	OFUSG12491.1.p1	AMPFI_14720
OG0003044	OFUSG22295.1.p1	AMPFI_18286
OG0003113	OFUSG17339.1.p1	TCONS_00045474.p1
OG0003200	OFUSG20992.1.p1	AMPFI_08232
OG0003258	OFUSG13654.2.p1, OFUSG13654.1.p1	AENJA_01707
OG0003296	OFUSG22700.1.p1	APOSC_07542
OG0003319	OFUSG13392.1.p1	HUMAN19328
OG0003388	OFUSG05574.1.p1, OFUSG12062.1.p1	AMPFI_20188
OG0003388	OFUSG12062.1.p1	APOSC_17998
OG0003392	OFUSG10509.1.p1	APOSJ_30179
OG0003447	OFUSG06024.1.p1, OFUSG12698.1.p1, OFUSG26757.1.p1, OFUSG20272.1.p1, OFUSG26758.1.p1, OFUSG15514.1.p1, OFUSG15514.2.p1	AMPFI_22475
OG0003447	OFUSG06024.1.p1, OFUSG12698.1.p1, OFUSG26757.1.p1, OFUSG20272.1.p1, OFUSG26758.1.p1, OFUSG15514.1.p1, OFUSG15514.2.p1	APOSJ_05681
OG0003447	OFUSG12697.1.p1	APOSJ_41166, APOSJ_41167
OG0003462	OFUSG25414.1.p1	MOUSE50378
OG0003462	OFUSG25414.1.p1	LYTVA_28602, LYTVA_22633
OG0003505	OFUSG05340.1.p1	LYTVA_23504
OG0003505	OFUSG05340.1.p1	TCONS_00008628.p1
OG0003511	OFUSG19651.1.p1	AMPFI_18153
OG0003546	OFUSG18888.1.p1	BRALA35137
OG0003546	OFUSG18888.1.p1	STRPU_19646
OG0003696	OFUSG05739.1.p1	MOUSE35451, MOUSE35452
OG0003696	OFUSG05739.1.p1	DANRE24940
OG0003721	OFUSG25364.1.p1	DANRE11800
OG0003755	OFUSG15040.1.p1	MOUSE04960
OG0003831	OFUSG05930.2.p1, OFUSG05930.1.p1	APOSC_04801, APOSC_16984
OG0003853	OFUSG11282.1.p1	MOUSE18179
OG0003853	OFUSG11282.1.p1	DANRE05313
OG0003859	OFUSG18306.1.p1	DANRE18445
OG0003944	OFUSG25022.1.p1	APOSC_03774, APOSC_25388, APOSC_28777
OG0004040	OFUSG02275.1.p1, OFUSG02275.2.p1	LYTVA_01753
OG0004070	OFUSG10593.1.p1	DANRE15502, DANRE15500
OG0004070	OFUSG10593.1.p1	ASTMX20983
OG0004123	OFUSG21171.1.p1, OFUSG21171.2.p1	HUMAN05601
OG0004229	OFUSG18108.1.p1	LYTVA_26921
OG0004269	OFUSG06518.1.p1	LYTVA_07560
OG0004269	OFUSG06518.1.p1	HUMAN03614
OG0004269	OFUSG06518.1.p1	STRPU_09465
OG0004279	OFUSG26158.2.p1, OFUSG26158.1.p1	AENJA_07838, AENJA_17816
OG0004284	OFUSG19168.1.p1	DROME19835, DROME19836
OG0004284	OFUSG19168.1.p1	AMPFI_07793
OG0004284	OFUSG19168.1.p1	HELIO_08102
OG0004284	OFUSG19168.1.p1	STRPU_10181
OG0004284	OFUSG19168.1.p1	LYTVA_21849, LYTVA_03684
OG0004284	OFUSG19168.1.p1	APOSJ_05498, APOSJ_34344
OG0004284	OFUSG19168.1.p1	APOSC_01925
OG0004284	OFUSG19168.1.p1	AENJA_07958
OG0004284	OFUSG19168.1.p1	SACKO_19468, SACKO_24083
OG0004284	OFUSG19168.1.p1	TCONS_00026190.p1
OG0004284	OFUSG19168.1.p1	NEMVE10541
OG0004284	OFUSG19168.1.p1	bflo_10091
OG0004332	OFUSG09842.3.p1, OFUSG09842.2.p1, OFUSG09842.1.p1	MOUSE51034, MOUSE51033
OG0004358	OFUSG05940.1.p1	AMPFI_19007
OG0004358	OFUSG05940.1.p1	AENJA_18673
OG0004385	OFUSG25604.1.p1	AMPFI_02615
OG0004516	OFUSG22450.1.p1	bflo_04748
OG0004520	OFUSG14215.1.p1	APOSC_25046
OG0004537	OFUSG19069.1.p1	STRPU_12968
OG0004559	OFUSG09948.1.p1	MOUSE06489, MOUSE06490
OG0004559	OFUSG09948.1.p1	HUMAN13596, HUMAN13595
OG0004573	OFUSG14867.1.p1	BRALA32832
OG0004600	OFUSG14651.1.p1	MOUSE25947
OG0004647	OFUSG20121.1.p1, OFUSG20121.2.p1, OFUSG20121.5.p1, OFUSG20121.4.p1, OFUSG20121.3.p1	bflo_25260
OG0004659	OFUSG05707.2.p1, OFUSG05707.1.p1	AMPFI_24972
OG0004664	OFUSG14191.1.p1	DANRE07607
OG0004728	OFUSG19340.1.p1	DANRE39344
OG0004728	OFUSG19340.1.p1	HUMAN11622
OG0004748	OFUSG08583.1.p1	AENJA_02211
OG0004754	OFUSG17881.2.p1, OFUSG17881.1.p1	LYTVA_09941
OG0004795	OFUSG15100.1.p1, OFUSG15100.2.p1	BRALA35226, BRALA35282
OG0004795	OFUSG15100.1.p1, OFUSG15100.2.p1	ASTMX05972
OG0004835	OFUSG22629.1.p1	bflo_13560
OG0004836	OFUSG21246.1.p1	DANRE07543
OG0004836	OFUSG21246.1.p1	MOUSE38155
OG0004836	OFUSG21246.1.p1	HUMAN26406
OG0004854	OFUSG02448.1.p1	APOSC_24117
OG0004865	OFUSG15043.1.p1	BRALA32090
OG0004887	OFUSG12649.1.p1, OFUSG12649.2.p1	HUMAN00786
OG0004903	OFUSG04757.1.p1, OFUSG04757.2.p1	bflo_05231
OG0004922	OFUSG09234.1.p1	AENJA_18036
OG0004949	OFUSG07349.1.p1	LYTVA_17623
OG0005075	OFUSG06293.3.p1, OFUSG06293.2.p1, OFUSG06293.1.p1	bflo_10876
OG0005107	OFUSG00742.1.p1	AMPFI_08427
OG0005139	OFUSG01555.1.p1	HELIO_08484
OG0005144	OFUSG18995.1.p1, OFUSG18995.2.p1	MOUSE31301, MOUSE31302, MOUSE31300
OG0005155	OFUSG25768.1.p1	STRPU_06007
OG0005237	OFUSG25015.1.p1	SCHMD13955
OG0005305	OFUSG23187.1.p1	AMPFI_00085
OG0005459	OFUSG06854.2.p1, OFUSG06854.4.p1, OFUSG06854.3.p1, OFUSG06854.1.p1	STRPU_23360
OG0005459	OFUSG06854.2.p1, OFUSG06854.4.p1, OFUSG06854.3.p1, OFUSG06854.1.p1	bflo_12126
OG0005479	OFUSG08880.1.p1	HUMAN11180
OG0005499	OFUSG18597.1.p1	APOSC_20319
OG0005551	OFUSG09351.1.p1	DANRE03835
OG0005600	OFUSG18695.1.p1	AMPFI_21973
OG0005652	OFUSG06459.1.p1	MOUSE31214
OG0005729	OFUSG16386.1.p1	SCHMD24968
OG0005738	OFUSG06832.1.p1	HUMAN21605
OG0005763	OFUSG20141.1.p1	HUMAN23715
OG0005791	OFUSG03900.1.p1, OFUSG07148.1.p1	ASTMX13552
OG0005791	OFUSG03900.1.p1, OFUSG07148.1.p1	DANRE35362
OG0005791	OFUSG03900.1.p1, OFUSG07148.1.p1	HUMAN22458
OG0005803	OFUSG12897.1.p1	SCHMD24297
OG0005812	OFUSG11647.1.p1	ASTMX06754
OG0005813	OFUSG22102.2.p1, OFUSG22102.1.p1	STRPU_15598, STRPU_02209
OG0005813	OFUSG22102.2.p1, OFUSG22102.1.p1	AENJA_10290
OG0005813	OFUSG22102.2.p1, OFUSG22102.1.p1	LYTVA_09987
OG0005813	OFUSG22102.2.p1, OFUSG22102.1.p1	APOSJ_27239, APOSJ_27240
OG0005813	OFUSG22102.2.p1, OFUSG22102.1.p1	APOSC_25713
OG0005813	OFUSG22102.2.p1, OFUSG22102.1.p1	AMPFI_11130
OG0005838	OFUSG22578.1.p1	STRPU_00058
OG0005899	OFUSG07835.1.p1	HUMAN15102
OG0005945	OFUSG21619.1.p1	APOSJ_27334
OG0006000	OFUSG11468.1.p1	APOSJ_59193
OG0006146	OFUSG10156.1.p1	MOUSE41109
OG0006154	OFUSG04390.1.p1	DANRE21590
OG0006231	OFUSG13273.1.p1, OFUSG13275.1.p1	ASTMX22936
OG0006231	OFUSG13275.1.p1	APOSC_21160
OG0006286	OFUSG08272.1.p1	MOUSE35474
OG0006361	OFUSG20881.1.p1	XENTR00507
OG0006364	OFUSG04672.1.p1	ORYLA17403
OG0006496	OFUSG25735.1.p1	MOUSE23970
OG0006496	OFUSG25735.1.p1	HUMAN02168
OG0006670	OFUSG26654.1.p1	APOSC_09168
OG0006686	OFUSG07659.1.p1	bflo_17043
OG0006758	OFUSG25525.1.p1	APOSC_29158
OG0006758	OFUSG25525.1.p1	APOSJ_41069
OG0006850	OFUSG00970.2.p1, OFUSG00970.3.p1, OFUSG00970.1.p1	HUMAN22746
OG0006916	OFUSG09124.1.p1	LYTVA_25691, LYTVA_07151
OG0006946	OFUSG07877.1.p1	HUMAN29373, HUMAN29374
OG0006987	OFUSG25536.1.p1	TCONS_00016667.p1
OG0007038	OFUSG18813.1.p1	MOUSE31028
OG0007134	OFUSG05978.1.p1	HUMAN03575
OG0007149	OFUSG07733.1.p1	BRALA06387, BRALA06385
OG0007188	OFUSG16212.1.p1	MOUSE26114, MOUSE26113, MOUSE26115
OG0007309	OFUSG12545.1.p1	APOSJ_58403
OG0007419	OFUSG18337.1.p1	HUMAN12143
OG0007963	OFUSG16928.1.p1	HUMAN00079
OG0008078	OFUSG25752.1.p1	TCONS_00056338.p1, TCONS_00056307.p1
