#Name (cmd = mergePeaks /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_3/bg.clean.pos /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_3/target.clean..pos -d 200 -cobound 1 -prefix /home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_3/0.0498026971045.2.tmp)	chr	start	end	strand	stat	stat2	/home/ska/aperpos/projects/ptychodera_cisreg_development/outputs/homer/results_atac_clusters/homer_output_pfla_ATAC_cluster_3/target.clean..pos
BGpeak23410	Scaffold_15_1_contigs	13741481	13741808	+	0.000	0.000	peak23410
BGpeak23440	Scaffold_15_1_contigs	14009585	14009904	+	0.000	0.000	peak23440
BGpeak23453	Scaffold_15_1_contigs	14153823	14154450	+	0.000	0.000	peak23453
BGpeak23481	Scaffold_15_1_contigs	14360359	14360872	+	0.000	0.000	peak23481
BGpeak4911	Scaffold_11_1_contigs	17170119	17170391	+	0.000	0.000	peak4911
BGpeak23521	Scaffold_15_1_contigs	14711903	14712368	+	0.000	0.000	peak23521
BGpeak23549	Scaffold_15_1_contigs	14996712	14997480	+	0.000	0.000	peak23549
BGpeak23700	Scaffold_15_1_contigs	15783963	15784431	+	0.000	0.000	peak23700
BGpeak23717	Scaffold_15_1_contigs	15970650	15971044	+	0.000	0.000	peak23717
BGpeak23767	Scaffold_15_1_contigs	16362164	16362498	+	0.000	0.000	peak23767
BGpeak23988	Scaffold_15_1_contigs	18664864	18665254	+	0.000	0.000	peak23988
BGpeak76279	Scaffold_8_1_contigs	13418170	13418904	+	0.000	0.000	peak76279
BGpeak76293	Scaffold_8_1_contigs	13549061	13549737	+	0.000	0.000	peak76293
BGpeak76319	Scaffold_8_1_contigs	13735433	13735738	+	0.000	0.000	peak76319
BGpeak76355	Scaffold_8_1_contigs	13871474	13871871	+	0.000	0.000	peak76355
BGpeak76389	Scaffold_8_1_contigs	14399775	14400089	+	0.000	0.000	peak76389
BGpeak76451	Scaffold_8_1_contigs	15047168	15047440	+	0.000	0.000	peak76451
BGpeak76723	Scaffold_8_1_contigs	17651463	17652319	+	0.000	0.000	peak76723
BGpeak76853	Scaffold_8_1_contigs	20380951	20381275	+	0.000	0.000	peak76853
BGpeak76954	Scaffold_8_1_contigs	22205065	22205416	+	0.000	0.000	peak76954
BGpeak76983	Scaffold_8_1_contigs	23260336	23260653	+	0.000	0.000	peak76983
BGpeak17	Scaffold_10_1_contigs	252735	253329	+	0.000	0.000	peak17
BGpeak27	Scaffold_10_1_contigs	465023	465421	+	0.000	0.000	peak27
BGpeak32	Scaffold_10_1_contigs	500819	501372	+	0.000	0.000	peak32
BGpeak47	Scaffold_10_1_contigs	659818	660057	+	0.000	0.000	peak47
BGpeak48	Scaffold_10_1_contigs	660939	661366	+	0.000	0.000	peak48
BGpeak72	Scaffold_10_1_contigs	1018575	1018962	+	0.000	0.000	peak72
BGpeak73	Scaffold_10_1_contigs	1022800	1023054	+	0.000	0.000	peak73
BGpeak5063	Scaffold_11_1_contigs	19454764	19455527	+	0.000	0.000	peak5063
BGpeak5069	Scaffold_11_1_contigs	19483589	19484163	+	0.000	0.000	peak5069
BGpeak5097	Scaffold_11_1_contigs	19556793	19557228	+	0.000	0.000	peak5097
BGpeak5217	Scaffold_11_1_contigs	20498657	20498964	+	0.000	0.000	peak5217
BGpeak5348	Scaffold_11_1_contigs	21985669	21986378	+	0.000	0.000	peak5348
BGpeak24074	Scaffold_15_1_contigs	19927946	19928247	+	0.000	0.000	peak24074
BGpeak5552	Scaffold_11_1_contigs	24531226	24531745	+	0.000	0.000	peak5552
BGpeak5599	Scaffold_11_1_contigs	25186366	25186657	+	0.000	0.000	peak5599
BGpeak5605	Scaffold_11_1_contigs	25199752	25200195	+	0.000	0.000	peak5605
BGpeak24277	Scaffold_15_1_contigs	22179345	22179871	+	0.000	0.000	peak24277
BGpeak24279	Scaffold_15_1_contigs	22187386	22187761	+	0.000	0.000	peak24279
BGpeak24280	Scaffold_15_1_contigs	22188197	22189061	+	0.000	0.000	peak24280
BGpeak5711	Scaffold_11_1_contigs	25995736	25996002	+	0.000	0.000	peak5711
BGpeak5712	Scaffold_11_1_contigs	25997764	25998287	+	0.000	0.000	peak5712
BGpeak5745	Scaffold_11_1_contigs	26242644	26242838	+	0.000	0.000	peak5745
BGpeak24346	Scaffold_15_1_contigs	23044679	23045094	+	0.000	0.000	peak24346
BGpeak5884	Scaffold_11_1_contigs	29414418	29414867	+	0.000	0.000	peak5884
BGpeak24476	Scaffold_15_1_contigs	24138460	24139275	+	0.000	0.000	peak24476
BGpeak24488	Scaffold_15_1_contigs	24289223	24289384	+	0.000	0.000	peak24488
BGpeak24608	Scaffold_15_1_contigs	25591734	25592030	+	0.000	0.000	peak24608
BGpeak24709	Scaffold_15_1_contigs	27037994	27038613	+	0.000	0.000	peak24709
BGpeak24890	Scaffold_15_1_contigs	28773918	28774369	+	0.000	0.000	peak24890
BGpeak24909	Scaffold_15_1_contigs	28943631	28944203	+	0.000	0.000	peak24909
BGpeak24922	Scaffold_15_1_contigs	29031346	29031620	+	0.000	0.000	peak24922
BGpeak24924	Scaffold_15_1_contigs	29035197	29035449	+	0.000	0.000	peak24924
BGpeak24931	Scaffold_15_1_contigs	29056277	29057004	+	0.000	0.000	peak24931
BGpeak24933	Scaffold_15_1_contigs	29059062	29059491	+	0.000	0.000	peak24933
BGpeak77054	Scaffold_8_1_contigs	24303034	24303445	+	0.000	0.000	peak77054
BGpeak77086	Scaffold_8_1_contigs	25074441	25074784	+	0.000	0.000	peak77086
BGpeak77095	Scaffold_8_1_contigs	25109107	25109371	+	0.000	0.000	peak77095
BGpeak77149	Scaffold_8_1_contigs	25725333	25725899	+	0.000	0.000	peak77149
BGpeak77171	Scaffold_8_1_contigs	25829705	25830320	+	0.000	0.000	peak77171
BGpeak77180	Scaffold_8_1_contigs	25856141	25856793	+	0.000	0.000	peak77180
BGpeak77260	Scaffold_8_1_contigs	27030180	27030470	+	0.000	0.000	peak77260
BGpeak77300	Scaffold_8_1_contigs	27231234	27231486	+	0.000	0.000	peak77300
BGpeak77310	Scaffold_8_1_contigs	27292777	27293371	+	0.000	0.000	peak77310
BGpeak77363	Scaffold_8_1_contigs	27994888	27995309	+	0.000	0.000	peak77363
BGpeak77451	Scaffold_8_1_contigs	28526907	28527157	+	0.000	0.000	peak77451
BGpeak77473	Scaffold_8_1_contigs	28577853	28578202	+	0.000	0.000	peak77473
BGpeak77495	Scaffold_8_1_contigs	28797228	28797738	+	0.000	0.000	peak77495
BGpeak77506	Scaffold_8_1_contigs	28863950	28864339	+	0.000	0.000	peak77506
BGpeak77619	Scaffold_8_1_contigs	29793014	29793278	+	0.000	0.000	peak77619
BGpeak77728	Scaffold_8_1_contigs	30724591	30724904	+	0.000	0.000	peak77728
BGpeak77867	Scaffold_8_1_contigs	33140103	33140344	+	0.000	0.000	peak77867
BGpeak6001	Scaffold_11_1_contigs	32228719	32229186	+	0.000	0.000	peak6001
BGpeak6135	Scaffold_11_1_contigs	37983225	37983530	+	0.000	0.000	peak6135
BGpeak6176	Scaffold_11_1_contigs	38459681	38460188	+	0.000	0.000	peak6176
BGpeak6256	Scaffold_11_1_contigs	39851823	39852348	+	0.000	0.000	peak6256
BGpeak6284	Scaffold_11_1_contigs	40020273	40020503	+	0.000	0.000	peak6284
BGpeak6324	Scaffold_11_1_contigs	40544080	40544474	+	0.000	0.000	peak6324
BGpeak6361	Scaffold_11_1_contigs	40863873	40864329	+	0.000	0.000	peak6361
BGpeak6477	Scaffold_11_1_contigs	42135132	42135547	+	0.000	0.000	peak6477
BGpeak6578	Scaffold_11_1_contigs	43891331	43891725	+	0.000	0.000	peak6578
BGpeak25108	Scaffold_15_1_contigs	30544744	30545328	+	0.000	0.000	peak25108
BGpeak25109	Scaffold_15_1_contigs	30545367	30545766	+	0.000	0.000	peak25109
BGpeak25111	Scaffold_15_1_contigs	30546687	30546950	+	0.000	0.000	peak25111
BGpeak25233	Scaffold_15_1_contigs	31995117	31995443	+	0.000	0.000	peak25233
BGpeak25284	Scaffold_15_1_contigs	32412625	32412922	+	0.000	0.000	peak25284
BGpeak25286	Scaffold_15_1_contigs	32413793	32414124	+	0.000	0.000	peak25286
BGpeak6737	Scaffold_1_1_contigs	1126813	1127612	+	0.000	0.000	peak6737
BGpeak6748	Scaffold_1_1_contigs	1273544	1273889	+	0.000	0.000	peak6748
BGpeak25332	Scaffold_15_1_contigs	32831037	32831452	+	0.000	0.000	peak25332
BGpeak25333	Scaffold_15_1_contigs	32832697	32833044	+	0.000	0.000	peak25333
BGpeak6805	Scaffold_1_1_contigs	2241058	2241264	+	0.000	0.000	peak6805
BGpeak6818	Scaffold_1_1_contigs	2585535	2585969	+	0.000	0.000	peak6818
BGpeak25413	Scaffold_15_1_contigs	33971589	33972020	+	0.000	0.000	peak25413
BGpeak25478	Scaffold_15_1_contigs	34844059	34844414	+	0.000	0.000	peak25478
BGpeak6918	Scaffold_1_1_contigs	5478503	5479169	+	0.000	0.000	peak6918
BGpeak6933	Scaffold_1_1_contigs	5637282	5637874	+	0.000	0.000	peak6933
BGpeak6982	Scaffold_1_1_contigs	6059718	6059992	+	0.000	0.000	peak6982
BGpeak25544	Scaffold_15_1_contigs	35417254	35417837	+	0.000	0.000	peak25544
BGpeak25712	Scaffold_15_1_contigs	37196296	37196641	+	0.000	0.000	peak25712
BGpeak60079	Scaffold_4_1_contigs	8681325	8682167	+	0.000	0.000	peak60079
BGpeak60093	Scaffold_4_1_contigs	9389086	9389353	+	0.000	0.000	peak60093
BGpeak60127	Scaffold_4_1_contigs	10233587	10234314	+	0.000	0.000	peak60127
BGpeak25812	Scaffold_15_1_contigs	38803253	38803546	+	0.000	0.000	peak25812
BGpeak25820	Scaffold_15_1_contigs	38873463	38873799	+	0.000	0.000	peak25820
BGpeak60157	Scaffold_4_1_contigs	10395200	10395713	+	0.000	0.000	peak60157
BGpeak25907	Scaffold_15_1_contigs	39714945	39715421	+	0.000	0.000	peak25907
BGpeak25915	Scaffold_15_1_contigs	39771619	39771918	+	0.000	0.000	peak25915
BGpeak25928	Scaffold_15_1_contigs	39882251	39882574	+	0.000	0.000	peak25928
BGpeak25937	Scaffold_15_1_contigs	39937565	39937997	+	0.000	0.000	peak25937
BGpeak25938	Scaffold_15_1_contigs	39938597	39939097	+	0.000	0.000	peak25938
BGpeak60313	Scaffold_4_1_contigs	13011638	13012003	+	0.000	0.000	peak60313
BGpeak60337	Scaffold_4_1_contigs	13241540	13242016	+	0.000	0.000	peak60337
BGpeak60355	Scaffold_4_1_contigs	13327114	13327515	+	0.000	0.000	peak60355
BGpeak60377	Scaffold_4_1_contigs	13700591	13700867	+	0.000	0.000	peak60377
BGpeak60770	Scaffold_4_1_contigs	18071982	18072455	+	0.000	0.000	peak60770
BGpeak60879	Scaffold_4_1_contigs	19668711	19669360	+	0.000	0.000	peak60879
BGpeak60881	Scaffold_4_1_contigs	19674965	19675482	+	0.000	0.000	peak60881
BGpeak60938	Scaffold_4_1_contigs	20510738	20511209	+	0.000	0.000	peak60938
BGpeak78190	Scaffold_8_1_contigs	37407889	37408143	+	0.000	0.000	peak78190
BGpeak78191	Scaffold_8_1_contigs	37408417	37408768	+	0.000	0.000	peak78191
BGpeak78214	Scaffold_8_1_contigs	37763547	37763897	+	0.000	0.000	peak78214
BGpeak78410	Scaffold_8_1_contigs	39858803	39859007	+	0.000	0.000	peak78410
BGpeak78412	Scaffold_8_1_contigs	39883288	39883458	+	0.000	0.000	peak78412
BGpeak78540	Scaffold_8_1_contigs	41712883	41713249	+	0.000	0.000	peak78540
BGpeak78690	Scaffold_8_1_contigs	45342796	45343129	+	0.000	0.000	peak78690
BGpeak78759	Scaffold_85_1_contigs	269031	269445	+	0.000	0.000	peak78759
BGpeak78762	Scaffold_85_1_contigs	272309	272593	+	0.000	0.000	peak78762
BGpeak78920	Scaffold_9_1_contigs	1755415	1755644	+	0.000	0.000	peak78920
BGpeak7041	Scaffold_1_1_contigs	6562474	6562633	+	0.000	0.000	peak7041
BGpeak7139	Scaffold_1_1_contigs	8679409	8679813	+	0.000	0.000	peak7139
BGpeak7383	Scaffold_1_1_contigs	15063887	15064155	+	0.000	0.000	peak7383
BGpeak7443	Scaffold_1_1_contigs	16109220	16109460	+	0.000	0.000	peak7443
BGpeak26046	Scaffold_16_1_contigs	28439	28699	+	0.000	0.000	peak26046
BGpeak7558	Scaffold_1_1_contigs	19255974	19256335	+	0.000	0.000	peak7558
BGpeak26137	Scaffold_16_1_contigs	835029	835375	+	0.000	0.000	peak26137
BGpeak7722	Scaffold_1_1_contigs	22708779	22709248	+	0.000	0.000	peak7722
BGpeak7747	Scaffold_1_1_contigs	23012889	23013283	+	0.000	0.000	peak7747
BGpeak7764	Scaffold_1_1_contigs	23056201	23056547	+	0.000	0.000	peak7764
BGpeak7770	Scaffold_1_1_contigs	23074254	23074514	+	0.000	0.000	peak7770
BGpeak26323	Scaffold_16_1_contigs	2104755	2105057	+	0.000	0.000	peak26323
BGpeak26346	Scaffold_16_1_contigs	2323039	2323403	+	0.000	0.000	peak26346
BGpeak7819	Scaffold_1_1_contigs	24920148	24920609	+	0.000	0.000	peak7819
BGpeak7880	Scaffold_1_1_contigs	28465093	28465355	+	0.000	0.000	peak7880
BGpeak7922	Scaffold_1_1_contigs	28894115	28894525	+	0.000	0.000	peak7922
BGpeak26506	Scaffold_16_1_contigs	4592054	4592298	+	0.000	0.000	peak26506
BGpeak26507	Scaffold_16_1_contigs	4592567	4592939	+	0.000	0.000	peak26507
BGpeak26572	Scaffold_16_1_contigs	5062531	5062889	+	0.000	0.000	peak26572
BGpeak26573	Scaffold_16_1_contigs	5065545	5065920	+	0.000	0.000	peak26573
BGpeak26687	Scaffold_16_1_contigs	5998945	5999258	+	0.000	0.000	peak26687
BGpeak26707	Scaffold_16_1_contigs	6144614	6145009	+	0.000	0.000	peak26707
BGpeak61078	Scaffold_4_1_contigs	21513341	21513860	+	0.000	0.000	peak61078
BGpeak61101	Scaffold_4_1_contigs	21657280	21657855	+	0.000	0.000	peak61101
BGpeak26812	Scaffold_16_1_contigs	7088931	7089294	+	0.000	0.000	peak26812
BGpeak61167	Scaffold_4_1_contigs	22367492	22367996	+	0.000	0.000	peak61167
BGpeak26845	Scaffold_16_1_contigs	7370725	7371109	+	0.000	0.000	peak26845
BGpeak61324	Scaffold_4_1_contigs	24567958	24568333	+	0.000	0.000	peak61324
BGpeak61360	Scaffold_4_1_contigs	25193328	25193571	+	0.000	0.000	peak61360
BGpeak61521	Scaffold_4_1_contigs	28140581	28140836	+	0.000	0.000	peak61521
BGpeak61596	Scaffold_4_1_contigs	30105947	30106256	+	0.000	0.000	peak61596
BGpeak61750	Scaffold_4_1_contigs	31299422	31299792	+	0.000	0.000	peak61750
BGpeak61756	Scaffold_4_1_contigs	31320396	31320841	+	0.000	0.000	peak61756
BGpeak61783	Scaffold_4_1_contigs	31411104	31411599	+	0.000	0.000	peak61783
BGpeak61922	Scaffold_4_1_contigs	33206602	33207195	+	0.000	0.000	peak61922
BGpeak61924	Scaffold_4_1_contigs	33226393	33227126	+	0.000	0.000	peak61924
BGpeak61966	Scaffold_4_1_contigs	33483276	33483600	+	0.000	0.000	peak61966
BGpeak79054	Scaffold_9_1_contigs	2999927	3000189	+	0.000	0.000	peak79054
BGpeak79071	Scaffold_9_1_contigs	3207429	3207894	+	0.000	0.000	peak79071
BGpeak79278	Scaffold_9_1_contigs	5634007	5634289	+	0.000	0.000	peak79278
BGpeak79338	Scaffold_9_1_contigs	6542279	6542781	+	0.000	0.000	peak79338
BGpeak79400	Scaffold_9_1_contigs	6977706	6978185	+	0.000	0.000	peak79400
BGpeak79408	Scaffold_9_1_contigs	7212397	7212612	+	0.000	0.000	peak79408
BGpeak79436	Scaffold_9_1_contigs	7978030	7978328	+	0.000	0.000	peak79436
BGpeak79573	Scaffold_9_1_contigs	11072089	11072476	+	0.000	0.000	peak79573
BGpeak79759	Scaffold_9_1_contigs	14495636	14495916	+	0.000	0.000	peak79759
BGpeak79760	Scaffold_9_1_contigs	14496596	14497050	+	0.000	0.000	peak79760
BGpeak79911	Scaffold_9_1_contigs	16261549	16262408	+	0.000	0.000	peak79911
BGpeak8061	Scaffold_1_1_contigs	30310517	30310994	+	0.000	0.000	peak8061
